Hybridization REF	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05
cg08101172	0.0387900701242986	PSIP1	9	15510857
cg08101264	0.357651145874949	ACOT8;ZSWIM3	20	44486710
cg08102619	0.0174110436971055	TIAL1	10	121356777
cg08103676	0.0193526977031069	MARCH6	5	10354563
cg08104838	0.880076358207963	NA	NA	0
cg08107272	0.588703729609368	NA	NA	0
cg08107767	0.0092797578633614	MRPS17	7	56019574
cg08108311	0.0170872738534507	WNK4	17	40932746
cg08108641	0.252282109041063	NTNG2	9	135042030
cg08108953	0.161563110430016	NA	NA	0
cg08109646	0.781784048821816	ZNF683	1	26698634
cg08109815	0.546555766314028	NMBR	6	142409831
cg08110559	0.0943458672754494	KCTD9	8	25314954
cg08113203	0.694770668951816	NA	NA	0
cg08113913	0.0195593373015014	CCDC74B	2	130902424
cg08115510	0.0243148634537065	AMOTL2	3	134092715
cg08116137	0.0768551476962624	NAT8;ALMS1P	2	73870653
cg08118311	0.512107541190729	NA	NA	0
cg08120190	0.0109997058880527	C7orf36	7	39606280
cg08121954	0.900340101619767	TDO2	4	156825203
cg08122545	0.0167335176775668	HES4	1	936500
cg08123074	0.0704354157184474	PHACTR4	1	28764523
cg08124030	0.258680658773127	TM4SF1	3	149095283
cg08124399	0.880690065111469	DDX43	6	74104868
cg08124722	0.908661682738122	CCL7	17	32597714
cg08126211	0.0753146117338919	KAAG1;DCDC2	6	24357720
cg08128768	0.460764056301936	DAB2IP	9	124462182
cg08130265	NA	C15orf5;SGK269	15	77519170
cg08132711	0.119670631046995	FGFBP2	4	15964743
cg08132767	0.0188170951993369	ARL1	12	101801241
cg08132931	0.0119474449294099	ADD2	2	70994962
cg08136806	0.363605555738199	KRT6C	12	52867793
cg08136893	0.0110111540372999	C7orf10;C7orf11	7	40173882
cg08137040	0.0694539344706332	ZNF800	7	127033695
cg08137716	0.965256725743945	TTLL6	17	46871905
cg08139833	0.0191087817702334	NDUFS8	11	67798212
cg08141463	NA		3	119310381
cg08141806	0.0215202933014186	FBXO21	12	117628520
cg08141873	0.0185365323461249	HRAS	11	534632
cg08141989	0.678139756053293	ASGR1	17	7082562
cg08142684	0.0284255296437607	TCP1	6	160209868
cg08145177	0.0615027917363233	ABHD8	19	17413767
cg08145590	0.0845721844052152	C3orf15	3	119422161
cg08145625	0.0334328283584493	TRAM1L1	4	118006405
cg08146221	0.0417116757115942	PTMS	12	6875198
cg08147886	0.00880461840244005	ACSL3	2	223726576
cg08149333	0.0115403439017159	SLC25A24	1	108742407
cg08151281	0.017962434792888	DCAF6;BRP44	1	167905380
cg08151470	0.0795076954761706	UBE4B	1	10092299
cg08156349	0.0172085732640737	MEF2D	1	156470327
cg08157292	NA	PPP1R7	2	242090620
cg08157579	0.0179726912958306	SERHL2	22	42949829
cg08157638	0.93189236129852	VANGL1	1	116194194
cg08158289	NA	NA	NA	0
cg08158331	0.0229887954928107		2	85645548
cg08158570	0.014131053614986	ZNF503;C10orf41	10	77160935
cg08158860	0.0370736096245541	NA	NA	0
cg08159444	0.312505603517891	PNMA5	X	152160229
cg08162572	0.00845024934793581	CSE1L	20	47663143
cg08162780	0.0289673036664195	GDF15	19	18497064
cg08163803	0.0300636901324553	EFHA1	13	22178600
cg08164315	0.0223037646534962	PTGER4	5	40679182
cg08164900	0.0110673450225457	PDZD8	10	119134712
cg08166982	0.026127335255443	CSDE1	1	115300440
cg08169325	0.0240262134209772	STX2	12	131324123
cg08170622	0.0228571357890943	CCND1	11	69455877
cg08172935	0.0165357770100352	AMZ2	17	66244127
cg08173535	0.0336188734505078	NR6A1	9	127533861
cg08174003	0.0310692274090024	ZNF600	19	53289933
cg08176609	0.0111827924498269	POMGNT1	1	46664284
cg08176694	0.725810042308424	PITPNM2	12	123519157
cg08177017	0.0282015130157452	FAM178A	10	102672368
cg08177445	NA	FATE1	X	150884746
cg08179530	0.011055676676122	CDKN1A	6	36648295
cg08179907	0.246657613062605	RAB39	11	107798967
cg08183114	0.0269974692176843	PBX2	6	32158284
cg08185241	0.0114181389876459	G0S2	1	209848864
cg08185661	0.0205554653214023	SYT9	11	7273498
cg08186124	0.0165331942170946	LZTFL1	3	45883676
cg08186362	0.0104041465619231	HRH3	20	60794868
cg08190044	0.192043807946141	ATP8B2	1	154298335
cg08190291	0.0139486404757719	ADAMTS5	21	28339442
cg08191854	0.0199263971397456	TRPM2	21	45773294
cg08191915	0.458121355073778	PANX3	11	124481614
cg08195505	0.0262705598212649	ETV5	3	185826362
cg08197122	NA	DSCC1	8	120868512
cg08197201	0.00901394729820699	ERC1	12	1099823
cg08198102	0.0211346460557661	PTPLA	10	17658575
cg08198370	0.0102732708883774	MRPS15	1	36930120
cg08198480	0.0478615073363218	LOC285696	5	17216222
cg08201421	0.852665440957915	TNNC2	20	44456151
cg08203715	0.0221286579333502	ST3GAL4	11	126226154
cg08205655	0.0340911104114843	USP18	22	18632997
cg08205865	0.196844153631464	ADCY10	1	167883379
cg08207256	0.0783793279083082	DNM2;MIR638	19	10828848
cg08209133	0.643546526867989	SLC10A4	4	48485624
cg08209724	0.0240319112729209	MIR632;ZNF207	17	30677138
cg08210616	0.285667517577442	NA	NA	0
cg08211091	0.0302227200637929	NAT8L	4	2061923
cg08211967	0.0150727628096556	AKAP13	15	85923708
cg08212685	NA	ATG10	5	81268071
cg08214029	0.260093531036614	CCL18	17	34391478
cg08214328	0.0243249751016672	CTPS2	X	16731095
cg08214957	0.926972185641709	CDR1	X	139866495
cg08216720	0.0230331012548532	NA	NA	0
cg08216792	0.0210281984698063	LIG4	13	108868060
cg08216808	NA	ARPC2	2	219081385
cg08220793	0.00966854022072348	TSEN2	3	12526042
cg08221207	0.0237802970985326	FEZ1	11	125366421
cg08222185	0.0160672836966576	ADARB1	21	46494823
cg08222514	0.059882840476406	SENP6	6	76312378
cg08222662	0.0439553625076206	ZC3HAV1	7	138794752
cg08223235	0.677364353505138	BCL2	18	60903834
cg08223748	0.0187592491140954	MEF2C	5	88179260
cg08228917	0.0142174716666128	LHFP	13	40177062
cg08229627	0.0190623665320273	NPHP1	2	110962613
cg08229694	0.0213395715210596	IMMT	2	86422197
cg08233088	0.0300189222582215	RSL24D1	15	55489563
cg08233173	0.0314622685380184	ATP6V0E1	5	172410692
cg08235271	0.0439124525375515	NA	NA	0
cg08241785	0.170038494911913	F2RL2;IQGAP2	5	75919281
cg08242020	0.0227073873092622	RTN3	11	63448782
cg08242323	NA	POLR2D	2	128615134
cg08242493	0.0197549920196169	MGEA5	10	103578316
cg08244028	0.398571221173427	DHFR;MSH3	5	79949339
cg08244522	0.011140395714567	THBD	20	23030533
cg08245487	0.944000984621817	GSG1	12	13249133
cg08245789	0.972028679480009	ENTHD1	22	40289538
cg08247612	0.864878027799248	NHLH1	1	160336486
cg08248532	0.42673085988244	PRDX4	X	23685453
cg08250444	0.0110544319595452	EFNA1	1	155100078
cg08251036	0.960112277534277		2	135008923
cg08251399	0.557523786454143	EHD3	2	31457608
cg08253405	0.876308775902543	AKNAD1	1	109401072
cg08254089	0.610294816094822	BPI	20	36933189
cg08254263	0.725256044833694	NA	NA	0
cg08256027	NA	PLAGL1	6	144334733
cg08256260	0.0100255324223075	KCTD13	16	29937746
cg08256691	0.761593842721345	RIT1	1	155881846
cg08256781	0.864567247504214	ACSBG2	19	6135510
cg08258650	0.506229254734828	SLC1A2	11	35441900
cg08259617	0.0164280984033092	GADD45B	19	2476129
cg08260891	0.39017584646291	CTSA;NEURL2	20	44518802
cg08260959	0.668972121903206	HIST1H4F	6	26240920
cg08261094	0.524338238961105	SFRP4	7	37956276
cg08261177	0.0145160103869906	ALDH16A1	19	49956824
cg08261666	0.0153670427616718	VAMP2	17	8066251
cg08261841	0.827556472806946	TMEM139	7	142982463
cg08262933	0.275890129303078	MORF4L2	X	102941498
cg08263357	0.780959287167941	HYMAI;PLAGL1	6	144329780
cg08263647	0.209511346046477	LXN;GFM1	3	158390769
cg08265265	0.0255224912445887	SLC39A3	19	2740053
cg08268099	0.434697468578015	OLFM1	9	137966584
cg08268266	0.0379742782554987	LITAF	16	11680284
cg08269321	0.0218891017044645	RPRML	17	45056057
cg08270477	0.0198910925888043	NCRNA00188;SNORD49B;SNORD49A	17	16342776
cg08271519	0.0278608844722657	TM9SF2	13	100153373
cg08274234	0.037099607535529	SEMA3E	7	83277971
cg08274552	NA	SLC4A3	2	220491834
cg08278554	0.0332463999457492	C15orf48	15	45722919
cg08283293	0.0118354274533298	RNF44	5	175964814
cg08284151	0.284527284138283	DPPA3	12	7864122
cg08284180	0.008509410902257	DCAF8	1	160232170
cg08284598	0.80971376031666	SLC4A11	20	3218145
cg08285151	0.295100633280378	HDAC9	7	18534872
cg08286169	0.0174647728553152	PEX3;ADAT2	6	143771981
cg08287471	0.06199094430217	NEK6	9	127020658
cg08289932	0.0126111435681956	SHB	9	38068663
cg08290212	0.0155410672807427	BSCL2;GNG3	11	62473659
cg08290628	NA	CORO2B	15	68936551
cg08291000	0.49207737943401	SGCE;PEG10	7	94285960
cg08291098	0.019194075190778	STMN3	20	62285239
cg08291539	0.0128936501982452	DENND4A	15	66084447
cg08292050	NA	WDHD1;SOCS4	14	55492636
cg08292112	0.0180458317339102	UBE2K	4	39699959
cg08293367	0.0220883638824965	YPEL1	22	22089752
cg08293760	0.0124883630072488	RAB3GAP2	1	220445750
cg08296824	0.0188115347500269	OSBPL3	7	25019901
cg08299045	0.0105650496014017	MRPL55	1	228296964
cg08300622	0.47995166454368	SCML2	X	18372963
cg08300860	0.979494250572041	LDB3	10	88428257
cg08301503	0.154158636111104	C6orf227	6	33561188
cg08302713	0.0267052623209069	GCLC	6	53409850
cg08303146	0.0132845565488788	KCNQ1	11	2466655
cg08304608	0.881850190242298	TUBB1	20	57594200
cg08305742	0.0218872229922665	KRCC1	2	88354927
cg08307039	0.0214711683327144	TRIM23;C5orf44	5	64920116
cg08307092	0.0408248534650934	HIST1H3D;HIST1H2BF;HIST1H2AD	6	26200174
cg08307580	NA	ZNF193	6	28192892
cg08307816	0.011557860152573	DEGS2	14	100626192
cg08307963	0.3645356132839	GJA5	1	147245485
cg08308257	NA	SMNDC1	10	112064994
cg08308286	0.0168945877325468	SFRS2;MFSD11	17	74732409
cg08308510	0.940745485289204	C20orf173	20	34117596
cg08312191	0.0230108042402072	SNRPG	2	70520937
cg08313788	0.011817738274242	ROD1	9	115095520
cg08314660	0.471625059936416	PKP3	11	394199
cg08315187	0.0366029143159701	PERP	6	138428131
cg08315277	0.954633650787106	PKDREJ	22	46659398
cg08315770	0.0174241623663299	KCNK17	6	39281885
cg08317263	0.0633915855249194	CCDC69	5	150603169
cg08319238	0.0496162309790311	BCAM	19	45312525
cg08319404	0.172417131034347	NA	NA	0
cg08319991	0.0194170199849242	UCHL1	4	41259283
cg08321272	0.00976946753809772	SLC30A9	4	41992621
cg08321330	0.552020106751977	TPSB2	16	1280834
cg08321346	0.0292770409922236	NA	NA	0
cg08324796	0.0842796623749833	GPKOW	X	48979771
cg08328671	0.0164186759746362	BDKRB2	14	96671262
cg08331313	0.4383249604605	SPARC	5	151066460
cg08331840	0.841131908752638	KCNU1	8	36746760
cg08331960	NA	SLC9A3R2	16	2076597
cg08332212	0.827688335041979	MLN	6	33770850
cg08332868	0.0177921585492797	RBM19	12	114404181
cg08335125	0.82656271078086	ERCC6;PGBD3	10	50732297
cg08338368	0.774009162149917	IL26	12	68620926
cg08339208	0.011384204054324	SIKE1	1	115323327
cg08341667	NA	ZNF488	10	48354387
cg08341874	0.0218985366057391	VMO1	17	4689655
cg08341924	0.859083253537181	TGM1	14	24731542
cg08341978	0.0147745744286346	RERE	1	8878227
cg08342270	0.0822428072614164	TLE3	15	70389114
cg08343834	0.0720524302981719	PMP22	17	15168658
cg08343943	0.0162170744237262	ALDH9A1	1	165668116
cg08346269	0.0263234643400686	BLOC1S1	12	56110020
cg08347423	0.0198101269878827	ERP44;INVS	9	102861153
cg08347960	0.126525611408435	NA	NA	0
cg08348496	0.0235680596233646	HAPLN3	15	89438671
cg08348900	0.0774727317952526	VIP	6	153072083
cg08348962	0.0530321295166636	ILDR2	1	166944393
cg08349573	0.0125316314724432	C1QTNF1	17	77020243
cg08349806	0.0711556083261376	NA	NA	0
cg08350173	0.0120184949945659	B2M	15	45003678
cg08351105	0.0161406174769388	FOSL2	2	28614671
cg08351143	0.0145068806103575	UBE2R2	9	33817857
cg08351331	0.713407484435722	LBP	20	36975083
cg08353062	0.0133622374986242	UGDH	4	39529052
cg08353146	0.023821110817422	TMCC2	1	205196756
cg08355340	NA	MPHOSPH6	16	82203585
cg08355944	0.0220627062226869	SLC37A3	7	140097778
cg08356693	0.221845972884264	NA	NA	0
cg08358671	0.0202658140949833	IVNS1ABP	1	185286807
cg08359956	0.468300445534002	TMEM176B;TMEM176A	7	150498205
cg08360728	0.224557268464562	GPATCH3	1	27226980
cg08361238	0.204097308334222	PTGFRN	1	117452304
cg08364102	0.0443890304502964	NA	NA	0
cg08365982	0.848019700058212	CAV3	3	8775601
cg08366126	0.020832499780684	FUCA1	1	24194505
cg08367026	0.0146349350849358	C12orf47;MAPKAPK5	12	112280616
cg08367223	0.295251804752132	C19orf54;SNRPA	19	41255304
cg08367703	0.0136286498268846	SDCCAG3;PMPCA	9	139304491
cg08367838	0.0890316283021204	YIPF5;KCTD16	5	143549786
cg08368934	0.30282622993273	GPR97	16	57701455
cg08369065	0.0303226901396707	NA	NA	0
cg08370996	0.0184113000727608	NR2F2	15	96874031
cg08372326	NA	HABP4	9	99212096
cg08373610	0.120668202600343	RFTN2	2	198540621
cg08374799	0.420285842637941	ITGB7	12	53601050
cg08375941	0.173967557614634	GPR15	3	98250382
cg08376864	0.0315336619675477	MGC2889;HRASLS	3	192958726
cg08377000	0.443206961630546	TIGD2	4	90033921
cg08379517	NA	LRRC25	19	18509505
cg08380205	NA	SPSB4	3	140769691
cg08380539	NA	CTBS	1	85039702
cg08383063	0.0135971676280749	RB1	13	48877434
cg08383315	0.0476900690947457	RIC3	11	8190565
cg08385610	0.9546434137218	LZTS1	8	20112683
cg08388746	0.0487825747576888	TMEM59;C1orf83	1	54518349
cg08390021	0.00817141151504454	C18orf54	18	51884793
cg08390209	0.842084993390912	CDKN2BAS;CDKN2B	9	22005563
cg08390254	NA	ATP1A2	1	160084779
cg08392591	0.0435848226704062	ANKRD11	16	89556376
cg08393006	NA	SFRS14;ARMC6	19	19144964
cg08393541	0.0225336779072272	NUDC	1	27248425
cg08394377	NA	RIMS3	1	41132022
cg08395365	0.133148891820274	MCCC1	3	182817479
cg08395706	0.0159142408986444	ZNF646;ZNF668	16	31084501
cg08395899	0.0358620241138839	UPF2	10	12085052
cg08397758	0.0328647979974386	PYROXD2	10	100174853
cg08398233	0.0458798110061833	CAMK2N1	1	20811641
cg08399444	0.932928717382367	GSG1	12	13248548
cg08400019	0.0223559379591076	NSUN6	10	18940404
cg08400120	0.0140927467673298	PRKCI	3	169940839
cg08402568	0.979089888361938	IL34	16	70680817
cg08403419	0.511378682018563	RXFP4	1	155911238
cg08404225	0.0905050250847344	IL5RA	3	3151899
cg08404227	0.0168876616109983	SLCO3A1	15	92397279
cg08408988	0.014945637086798	KCTD10;UBE3B	12	109915371
cg08409225	0.0254751016272737	OBFC2B	12	56617737
cg08411049	0.328453937289155	SERPINB5	18	61144250
cg08411435	0.0794375112571286	PPP1R1B	17	37784024
cg08412305	0.0199636734393391	DCAF6;BRP44	1	167904990
cg08413153	0.0747470093700569	SNX11	17	46185283
cg08413366	0.0165609304909632	PPP3CB	10	75255930
cg08413469	0.018421634111564	DEPDC1	1	68962940
cg08416046	0.541117433085255	IRS4	X	107979569
cg08417687	0.0324125861402903	SNX3	6	108582627
cg08418111	0.36862370845511	LDHC	11	18433745
cg08418332	0.845105207905419	CCL19	9	34691001
cg08418747	0.00990588990404057	PMS2L5;STAG3L2	7	74306526
cg08418978	0.959095473823025	CLDN10	13	96085969
cg08419026	0.0159505576375358	SLCO5A1	8	70747067
cg08420085	0.0166373994874339	ZDHHC24;ACTN3	11	66313549
cg08420900	0.810293752273809	NA	NA	0
cg08422599	0.0160663535486	KCNIP1	5	169931092
cg08424423	0.514114241654081	CDSN;PSORS1C1	6	31088188
cg08424427	0.0165169352168479	SNORD95;GNB2L1	5	180670815
cg08426384	0.0216491335534677	ADCK1	14	78266734
cg08427977	0.161818962258983	C10orf72	10	50323832
cg08428707	0.0148781245777266	CHMP4B	20	32398882
cg08430598	0.851011394649363	CST1	20	23731367
cg08431931	0.0946216701082182	WBP2NL	22	42394659
cg08432727	0.0123644368727662	SOX11	2	5831722
cg08433095	0.658150552442295	DYX1C1	15	55801069
cg08433538	0.0338288417261429	RALGPS1	9	129676714
cg08434152	0.0155134717444637	MOBKL1B	2	74405770
cg08434234	0.0164995080928956	DGKI	7	137531173
cg08434396	0.418665286250523	ASFMR1;FMR1	X	146993778
cg08434547	0.0116029992100594	KAT2A	17	40272901
cg08439468	0.0151448619832078	BICD2	9	95526812
cg08440125	0.0145794368381674	HIBADH	7	27702596
cg08440425	0.0213071050022636	NA	NA	0
cg08441170	0.570400454105443	MYO3A	10	26223100
cg08441546	0.0142078281984488	METTL9	16	21610370
cg08441806	0.513885857682097	NKX6-2	10	134599149
cg08443351	0.0166197972350521	ARHGAP19	10	99052545
cg08445039	0.0369092094433743	FKBP9	7	32997659
cg08446111	0.114802972574291	LONP2	16	48279428
cg08448040	0.0136953208902054	HDAC11	3	13521693
cg08448751	0.855708232034514	SEMA3G	3	52479601
cg08450168	NA	RAB42	1	28918231
cg08450982	0.283029751154699	NUMBL	19	41195910
cg08451957	0.707244173357204	FOXD4L1	2	114256406
cg08452348	0.654809083642833	CATSPER3	5	134303703
cg08453021	0.0231075718834364	ELMO1	7	37488575
cg08453096	0.864595655761883	ABCG5;ABCG8	2	44065893
cg08453968	0.0120879637333947	NXT1	20	23331934
cg08455548	0.200013327916851	PCDH11Y	Y	4867968
cg08458170	0.9652096461378	TSHZ3	19	31770476
cg08458487	NA	SFTPD	10	81709191
cg08459368	NA	SCGB2A1	11	61974948
cg08460026	0.935196796870661	CTLA4	2	204732474
cg08460435	0.047670271493622	C1orf59	1	109203610
cg08461397	0.0287995254927864	SNTB2	16	69220726
cg08462247	NA	MYEOV2	2	241075202
cg08462292	0.019502702802879	PTBP2	1	97188168
cg08463061	0.0461212785339465	RND3	2	151344332
cg08463485	0.104516681353171	ILDR1	3	121740927
cg08465510	0.0337946699981031	SLC26A11;SGSH	17	78193874
cg08465774	0.733718173063631	IDO1	8	39771756
cg08465862	0.0206360394986188	PFKP	10	3109459
cg08466074	0.0619339006678896	C11orf58	11	16760365
cg08466883	0.0241588109807297	KCTD3	1	215741318
cg08468689	0.0697743185254869	GHDC	17	40346680
cg08469834	0.059143570577498	CASP4	11	104839074
cg08471713	0.960543212149338	MEOX1	17	41738893
cg08472583	0.0276906819013647	CRCP	7	65580288
cg08473533	0.0125963460810195	GNPTG;C16orf42	16	1402333
cg08474603	0.75397679530381	CRP	1	159684431
cg08475088	0.676943678001763	NLRP9	19	56249291
cg08475827	NA	RIF1	2	152266230
cg08477744	NA	MFAP2	1	17308032
cg08478189	0.0122949855460606	KLF7	2	208030666
cg08480367	NA	SRPX	X	38080608
cg08487038	0.0205763122542818	UHRF2	9	6413045
cg08487374	0.016747878698399	TSC22D4	7	100076562
cg08489623	0.317485762642055	SEPT14	7	55902220
cg08490173	0.044986144025235	FEM1C	5	114880508
cg08491025	0.0144677127780773	SLC16A1	1	113498799
cg08491125	NA	ISG20	15	89181942
cg08491964	0.223842247023903	TCF4	18	53255771
cg08492707	0.015158860067692	IFNAR1	21	34696952
cg08493463	0.652683441166421	ENPP6	4	185139078
cg08494812	0.0268315244779283	TAF1B	2	9983427
cg08495878	0.91970307342666	SERPINA4	14	95027859
cg08496601	0.567443838512514	EBP	X	48380420
cg08496998	0.957032348680312	RNF216	7	5822206
cg08497766	0.0348377137615654	IL15RA	10	6019877
cg08500346	0.0373938072125295	CTSH	15	79237654
cg08504049	0.0484346230725053	ZNF264	19	57702917
cg08504583	0.639023851738435	SLAIN1	13	78315584
cg08504905	0.0124103230367119	LENG1	19	54663436
cg08505473	0.00830963287632147	PRIMA1	14	94255513
cg08507270	0.756164818772313	TAS2R8	12	10961076
cg08508325	0.0400188209508305	CARS	11	3079039
cg08509737	0.958549820763876	ATG7	3	11340277
cg08510456	0.115895771810005	BSN	3	49591008
cg08512940	0.0113702502905716	PRPF40B	12	50016787
cg08513100	0.0291658473437437	UBE2B	5	133706722
cg08514736	0.0156146478029591	CCNO	5	54529368
cg08516400	0.0664948019001073	NA	NA	0
cg08519865	0.0193361615386873	MED7	5	156569391
cg08519905	0.0373131459546097	CD9	12	6308774
cg08521225	0.595523209194244	TTR	18	29171977
cg08524221	0.0265181611416	SFRS2;MFSD11	17	74732291
cg08524525	0.010062538491334	LOC729338;BBS12	4	123653978
cg08525145	0.248183554992744	RXFP4	1	155911361
cg08525207	0.0193769737612596	RPS7	2	3622752
cg08525481	0.00912356253640658	OGFR	20	61436809
cg08526867	NA	COX7C	5	85913721
cg08527127	0.358725495843355	C1orf94	1	34643941
cg08528984	0.0108486268851171	FLJ42875;PRDM16	1	2985218
cg08529259	0.012363797590843	GCSH;LOC100329108	16	81129369
cg08529529	0.851364897071327	ALOX5AP	13	31309799
cg08529852	0.891913679714054	EGFL7	9	139557920
cg08530414	0.0220505012083723	CD44	11	35160400
cg08531821	0.0169802430008069	C9orf156	9	100685127
cg08532057	0.33830336355775	NUPL1	13	25875436
cg08535091	0.00802134819875493	NCRNA00095;FBXL19	16	30934696
cg08535373	0.0512862075780235	SLC32A1	20	37352612
cg08536841	0.24258537106355	IZUMO1	19	49250452
cg08537652	0.0286500502991673	PRDM16	1	2986362
cg08538752	0.58207300898561	TPTE	21	10990890
cg08539093	0.566923823590284	NA	NA	0
cg08539991	0.682663504312769	ZBTB32	19	36203832
cg08541219	0.0167466675492029	PAPSS1	4	108641287
cg08548086	0.0230678801010792	HEXB	5	73980929
cg08548888	0.0337652434129729	MYD88	3	38180840
cg08550026	0.0300568956803417	NAV2;LOC100126784	11	19734588
cg08550724	NA	C6orf182	6	109450991
cg08551088	0.0343151092010984	C10orf119	10	121631655
cg08551633	0.54723208499588	CEACAM8	19	43099046
cg08551857	0.0101318920603333	PAG1	8	82024104
cg08552121	0.0215852160429602	TMEM14B	6	10748352
cg08552254	0.16224745170127	KDM4A	1	44115979
cg08552999	0.0269815572693458	ZNF644	1	91487806
cg08553339	0.0161970654646143	MED26	19	16738737
cg08554114	0.830635696745468	ERO1L	14	53163204
cg08554462	0.0388655919263685	BCL2	18	60986911
cg08555612	0.388539496384353	PROK2	3	71834640
cg08555657	0.808442714534418	SPRR2E	1	153068231
cg08555772	0.0241137426872499	ARMC4	10	28287707
cg08555924	0.915017146442491	DSG3	18	29026301
cg08557686	0.0332395576538385	RTN4R	22	20256063
cg08558340	0.47086690989361	SRRT	7	100472263
cg08558873	0.0549690743934904	ZNF214;NLRP14	11	7041491
cg08559914	0.538087322282261	ACE2	X	15620240
cg08560942	0.0169625454001125	ACHE	7	100492945
cg08563994	0.0104240615835751	IP6K1	3	49823664
cg08567916	0.0105443415496293	SPRYD3	12	53473383
cg08568512	0.0143263006010363	FHOD3	18	33877839
cg08568987	0.0145719842538254	U2AF2	19	56165234
cg08569678	NA	LY6K	8	143781397
cg08570275	0.0145458599622659	P2RY1	3	152553089
cg08570521	0.0244703551135751	TLL1	4	166794471
cg08571203	0.0122929182910756	FOXJ2	12	8185931
