Hybridization REF	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05
cg03840259	0.878336217226896	GRAP2	22	40297036
cg03841029	0.0581008748925718	MBD1	18	47807709
cg03842617	NA	NOS3	7	150688556
cg03843852	0.247555664523159	PIGB	15	55611099
cg03843951	NA	DDC	7	50629634
cg03843978	0.72624312523815	MSX1	4	4864625
cg03845435	NA	C1orf162	1	112015443
cg03846288	0.0525557551912156	RNF111	15	59279849
cg03846767	0.960741208108188	TP73	1	3607292
cg03847636	0.0623672068252292	GRPEL1	4	7070632
cg03848145	0.0348510743378321	C1orf52	1	85724702
cg03848555	0.166419523296862	C9orf40	9	77567361
cg03848675	0.183336782180704	FOXF2	6	1389146
cg03849074	0.0668818016178866	ZKSCAN3;ZNF323	6	28317796
cg03851112	0.0216347838618915	NA	NA	0
cg03852144	0.637070887201056	GLRX	5	95159639
cg03852570	0.0806996231128282	PYROXD2	10	100175106
cg03853151	0.00794219260479929	OAT	10	126107487
cg03853987	0.0353183548420438	CHST10	2	101034279
cg03854071	0.969721487837154	TSSK6;NDUFA13	19	19626428
cg03855656	NA	SERHL	22	42896105
cg03856450	0.0153093530069791	SFXN5	2	73298881
cg03856723	0.0304315024159642	PRKACA	19	14229466
cg03856786	0.0150521726953422	ZNF497	19	58874501
cg03856801	0.971633159796479	APOA1	11	116709138
cg03859282	NA	ANKS3;C16orf71	16	4783755
cg03860051	0.00460884626396729	IKZF5;ACADSB	10	124768608
cg03860400	0.18781262619818	BTBD10	11	13485289
cg03860466	0.0536093116738803	PRDX2	19	12912941
cg03860768	0.843866032393392	BLK	8	11351571
cg03860890	0.229774878046357	EGFR	7	55086288
cg03861428	0.0109791637193216	SDHB	1	17380702
cg03862540	0.0183437432487932	PPP4R1	18	9614206
cg03862760	0.364946145427929	PSMG3;KIAA1908	7	1609483
cg03863149	0.0210654745553628	ZNF644	1	91487516
cg03863549	0.139394334435568	NOL6;SUGT1P1	9	33474004
cg03866607	0.7101139981524	TBX4	17	59532826
cg03870261	0.0511723263731427	LMNB2;TIMM13	19	2428514
cg03870862	NA	ZC3H3	8	144624225
cg03872267	0.0252649759973189	MRPL46;MRPS11	15	89011204
cg03872376	0.732816081173658	ZP4;LOC100130331	1	238053828
cg03873930	0.683603271694444	ARFRP1;ZGPAT	20	62340664
cg03874127	0.41169883896122	NA	NA	0
cg03874199	0.86889084549294	HOXD12	2	176964456
cg03874886	0.009690298362723	NA	NA	0
cg03875195	0.112511678154889	SLC30A3	2	27486363
cg03875678	0.422844194456362	GZMB	14	25103546
cg03876618	0.0248841892527184	IGFBP7	4	57976034
cg03876622	0.066469026326368	CSDA	12	10876230
cg03877802	0.0193936949226411	PPP5C	19	46849936
cg03878377	0.0223093452776889	RSL24D1	15	55489120
cg03879294	0.0318002466376709	SFRS9;DYNLL1	12	120907770
cg03879730	0.751627409777991	NA	NA	0
cg03879902	0.0246965640402076	GIPR	19	46171872
cg03882305	0.634767281556567	NA	NA	0
cg03883348	0.103936240124231	KLC3	19	45843826
cg03883519	0.144581407683419	MFSD8;C4orf29	4	128886524
cg03884783	0.025810878486061	ZNF569	19	37957997
cg03885639	0.834084877978542	PANX3	11	124481310
cg03886110	0.922833532565431	NA	NA	0
cg03886898	0.849546145421742	DIO1	1	54359132
cg03887534	0.0366805555336546	BCL2L13	22	18121194
cg03887787	NA	CTSW	11	65647532
cg03889226	0.92726899754461	OLIG3	6	137815333
cg03890877	0.0191078094028891	TWF2	3	52272690
cg03891191	0.854061796089277	NA	NA	0
cg03891319	0.0633941584414629	ACY1	3	52016838
cg03894103	0.857963806959754	PREPL	2	44586901
cg03897136	0.0192975942100343	HOOK1	1	60280322
cg03898365	0.132091846749849	OR10A4	11	6897491
cg03900104	0.0149189807980182	CD3EAP;PPP1R13L	19	45909124
cg03900284	0.621258716220137	QRFP	9	133769695
cg03900542	0.0143710462475985	DEDD2	19	42721460
cg03902905	NA	SLC3A1	2	44502262
cg03905094	0.0230436045908195	DEPDC1B	5	59996421
cg03905144	0.83782585702564	MPDZ	9	13249504
cg03907174	0.938623436628513	RCN3	19	50030461
cg03907363	0.829364391345923	KLK1	19	51326682
cg03907454	0.0404505363374323	KIF2C	1	45205136
cg03908676	0.672943986376576	LYVE1	11	10590282
cg03909500	0.500949111137621	RXFP3	5	33936597
cg03910901	NA	COPS6	7	99686330
cg03912013	0.083035355411033	SACM1L	3	45730489
cg03913271	0.0660378853464069	MICALL1	22	38302504
cg03914397	0.725187031540531	NMUR2	5	151784441
cg03914452	NA	RBM33	7	155464145
cg03916421	0.65780198595076	SCLT1;C4orf33	4	130013461
cg03916787	0.034017382241222	RPL35	9	127624708
cg03918304	0.8940875257138	HOXD10	2	176981654
cg03919644	0.0470703061021049	CEP97	3	101443603
cg03919781	0.018795593973293	EFHA2	8	16884225
cg03920233	0.0142975635122089	DOC2A	16	30022699
cg03922337	0.0689600121134983	RRAS2	11	14380918
cg03923277	0.429717819020768	TDG	12	104359732
cg03923464	0.04426985183963	OGFOD2;ABCB9	12	123460173
cg03923934	0.583846694883022	OPCML	11	133402230
cg03924115	0.128478480206821	QRFP	9	133768966
cg03925809	0.0104516583881255	GTF2F1	19	6393419
cg03928182	0.489605612608529	PTPRR	12	71314662
cg03929796	0.351130281576507	ALAS1	3	52231840
cg03930357	0.0325695841697193	MBTPS1	16	84150069
cg03930474	0.0172340055124508	ING4	12	6772637
cg03930970	0.930083881924881	ZDHHC4	7	6618160
cg03931808	0.985218280683998	RLN3	19	14139099
cg03933322	0.611210810927615	NA	NA	0
cg03934354	0.873924220576578	C1QTNF3	5	34043140
cg03936963	0.386955649603715	NA	NA	0
cg03938043	0.048522413896833	INTS7;DTL	1	212207851
cg03939485	0.0344707527053714	RGL2	6	33266076
cg03939688	0.0167733412105275	KLF4	9	110251706
cg03940103	0.050488836901312	CYP2S1	19	41698823
cg03940966	0.049035701252101	THEM4	1	151881785
cg03941108	0.758988705779746	C1QB	1	22985937
cg03942271	0.152117164861116	AUH	9	94124362
cg03942436	0.0223814451514866	ZNF688	16	30583048
cg03943081	0.846479371246285	TCERG1L	10	133110646
cg03943509	0.95630876123066	PYGM	11	64529061
cg03944089	0.0416930672421442	SGK1	6	134497379
cg03945021	0.0933285116659798		16	24682074
cg03945800	0.030842156140412	ADCY9	16	4165515
cg03947362	0.0576714637578998	C2orf60;C2orf47	2	200820154
cg03950009	0.029005100883837	STX17	9	102669115
cg03950654	0.0316312016760233	ARRB2	17	4613328
cg03950669	0.0206560636503574	TIMM8B;SDHD	11	111957582
cg03952109	0.655270906338968	FAM172A	5	93409932
cg03954150	0.0659695480001146	C18orf55;FBXO15	18	71815372
cg03954173	0.0460089447251812	CD97	19	14492176
cg03954587	0.062102527939165	UBB	17	16284508
cg03954858	0.553963559653818	FAM83F	22	40404957
cg03955296	0.0614689832581066	ETV3	1	157107917
cg03956267	0.0266821220610721	SMPD4;FAM128B	2	130939498
cg03956628	0.0654127143781137	NA	NA	0
cg03957435	NA	ZNF157	X	47230278
cg03958344	0.00599517781150944	CNP	17	40118638
cg03958426	0.118169604913486	MAPKAPK2	1	206857947
cg03958979	0.0299309809922392	NR2E1	6	108486387
cg03959079	0.723613061264839		X	30994266
cg03959219	0.0764357137563379	TSPYL4	6	116575135
cg03960217	0.56458681215953	LCE2C	1	152647777
cg03961189	0.0178487084264537	CTR9	11	10772649
cg03962522	0.11397276143522	SLC5A1	22	32439254
cg03963198	0.0123536344786892	IRX4	5	1882871
cg03963654	0.963300512683763	SCOC	4	141177084
cg03964111	0.303174744817881	TMEM176B;TMEM176A	7	150498493
cg03966406	0.0181814548661304	ITPR2	12	26985412
cg03966541	0.00963055224191572	PGGT1B	5	114598433
cg03969797	0.946026512113816	NA	NA	0
cg03969906	0.108811335427642	HIST1H4A	6	26021768
cg03969997	0.0143756927870763	WBSCR27	7	73256865
cg03970351	0.0451688939496725	TERF2	16	69420083
cg03970609	0.726870773703603	MUC7	4	71337664
cg03972838	NA	SMCR7L	22	39897580
cg03973663	0.947590167631988	LYN	8	56791576
cg03975345	0.0139248372119634	C5orf36;ANKRD32	5	93954303
cg03975694	NA	ZNF540	19	38042472
cg03976567	0.0343766359595248	AKD1;FIG4	6	110012095
cg03977657	0.16929657929542	LAMB3	1	209825747
cg03977782	0.0160226783458261	SIDT1	3	113251680
cg03979162	0.0460435938969707	BCAS3	17	58754542
cg03980304	0.0297545116788461	IL4R	16	27325000
cg03984733	0.0102589000722527	HDHD3	9	116139085
cg03985136	0.0226435765749796	ULBP2	6	150262734
cg03985657	0.0126613116901724	NA	NA	0
cg03986640	0.878971324110373	MIP	12	56848355
cg03986968	0.0711323098325278	AVEN;CHRM5	15	34330894
cg03989322	0.0940970569845869	SLC30A5	5	68389537
cg03989569	0.0166765142697631	MEF2D	1	156471288
cg03990551	0.023597520033841	BBS7	4	122791477
cg03991326	0.098821591990819	RPL7	8	74205489
cg03991512	0.64345813727884	LDHD	16	75150456
cg03992069	0.392475590591349	ZMYM3;BCYRN1	X	70474783
cg03992230	0.0272552953147672	HNRNPH1	5	179050530
cg03993463	0.805333601565628	KCNJ15	21	39627271
cg03994908	0.0102028330823997	RNASEH1	2	3605817
cg03996465	0.00928622190505099	SUGT1	13	53226743
cg03996793	0.203692927947566	NA	NA	0
cg03996822	0.255491255713353	RASSF6	4	74486558
cg03998173	0.025251796214382	RHEB	7	151217580
cg03998348	0.893315915148198	TMCO5A	15	38227285
cg03999420	0.0288006960525968	MYCBP2	13	77901358
cg04000821	NA	LAIR2	19	55014066
cg04001333	0.113243491991874	FLVCR2	14	76045348
cg04001668	0.321378434412661	GPR56	16	57654347
cg04001802	0.889164027482555	OLAH	10	15085279
cg04001842	0.00987599751600849	DUOXA2;DUOX2	15	45406939
cg04004861	0.0348681676466426	STAU2	8	74659081
cg04005032	NA	OSBPL10;ZNF860	3	32022767
cg04005701	NA	RPA1;SMYD4	17	1733641
cg04005707	0.0169417721437202	CWH43	4	48988321
cg04005725	0.0136651154288642	KLHDC8B	3	49208684
cg04006554	0.00667714470752977	ENPP5	6	46138530
cg04007936	0.922110654915102	CARHSP1	16	8954017
cg04008455	0.533851105726321	NA	NA	0
cg04008843	NA	TTR	18	29170928
cg04008901	0.0510438431777527	CACNA2D1	7	82072779
cg04008913	0.390235391357337	SNRK	3	43327465
cg04009666	0.0411743922477898	POLG2	17	62493127
cg04010530	0.210026978103284	NA	NA	0
cg04011402	0.720332646551259	NA	NA	0
cg04011872	0.0295722650498004	MRPL23	11	1968980
cg04014889	0.907118454608184	MAGEL2	15	23890593
cg04016326	0.95603895231016	GRIN2B	12	14132940
cg04017769	0.0079751177335424	TACC1	8	38644939
cg04019407	0.188757719212505	NA	NA	0
cg04020816	0.00982725002117149	MAN2A1	5	109025456
cg04021421	0.941336886783956	FANCC	9	98080622
cg04025590	0.119521149797821	CCDC21	1	26560450
cg04025889	0.0551877817969325	AHCY	20	32891089
cg04026012	0.0684184609007071	SYNCRIP	6	86354018
cg04028573	0.0128248327352729	NA	NA	0
cg04030848	0.297614806976401	GAL3ST1	22	30960881
cg04032226	0.0217289078288771	PYY;NAGS	17	42082392
cg04032566	0.974487679771424	NSUN3;DHFRL1	3	93780446
cg04032871	0.0111489243365516	QPCTL;SNRPD2	19	46195965
cg04033650	0.0100764951110108	NSUN5	7	72722679
cg04033774	0.984984808167239	NA	NA	0
cg04034767	0.0294361545429962	GRASP	12	52400907
cg04036714	0.0154530821473102	NAPEPLD	7	102789509
cg04036898	NA	POMGNT1	1	46664598
cg04037228	0.082962646595812	LIMD1	3	45636386
cg04037732	0.374563160612324	NLGN3	X	70364775
cg04037952	0.860068884308311	GPR148	2	131486950
cg04038932	0.10344095170396	C9orf171	9	135286214
cg04039225	NA	SAMD7	3	169629516
cg04039397	0.109980576858721	CD96	3	111260783
cg04041960	0.0114388180860276	RGS10	10	121301765
cg04042106	NA	MUS81	11	65628736
cg04044561	0.0461181702943982	POP7	7	100303839
cg04044684	0.0172818646303735	CHFR	12	133464857
cg04047710	0.0176080534972597	C21orf66;C21orf49	21	34143336
cg04048218	0.0277241253451787	PPIH	1	43124122
cg04048249	0.781844786329651	APOC3	11	116700556
cg04048259	0.0121999049759958	EDN3	20	57875346
cg04049033	0.769660332594003	RILP	17	1553661
cg04049800	0.00842977301806559	C1orf57	1	233086374
cg04051458	0.0196005666075113	THBS1	15	39873060
cg04052038	0.181051595303132	CLDN8	21	31588123
cg04053638	0.0154930219292694	SUCLG1	2	84686387
cg04055049	NA	GPR153	1	6321553
cg04056179	0.0389357374226555	MOBKL3	2	198380384
cg04057053	0.0125604501377652	WNT2B	1	113008926
cg04057106	0.950617415370581	KIF24	9	34263427
cg04057485	0.988213959376505	PTGIR	19	47127365
cg04057858	0.796573853974406	T-SP1	8	10383763
cg04058169	0.962431093229165	BUB3	10	124913438
cg04058675	0.878549547785978	HUWE1	X	53680779
cg04059714	0.0343003914551549	TCTN2	12	124155594
cg04059863	NA	ILDR1	3	121741630
cg04060163	0.0387667303403965	SEC14L1	17	75136271
cg04060275	0.0142598380441128	DUSP1	5	172198791
cg04062391	0.452032825598018	ZNF560	19	9609204
cg04062907	0.0258359738397075	ANAPC7	12	110841545
cg04063348	0.845078863460742	IL17F	6	52109347
cg04065065	0.151888189948593	PIGO	9	35096250
cg04066242	0.0227584617011853	BFAR	16	14727239
cg04070847	0.108483105822316	CD200R1	3	112693867
cg04072323	0.0161497800423823	SPHKAP	2	229046325
cg04076481	0.0468847012818991	KRI1	19	10676881
cg04078251	0.0288860287640192	KIF22	16	29802448
cg04078896	0.0230874040827013	ZGPAT;ARFRP1	20	62338273
cg04080057	0.442750582572512	CACNG6	19	54495183
cg04081402	0.93116804452116	TCN2	22	31003587
cg04082985	0.014360105792821	LASS2	1	150946396
cg04084157	0.0752389008345313	VGF	7	100809049
cg04084172	0.0155699657343203	CCNG1	5	162864824
cg04086012	0.801425779589582	TRIML1	4	189060900
cg04086834	0.204517623498435	SMAP1	6	71377064
cg04087608	0.94042110855688	HSD3B2	1	119957969
cg04088433	0.734103809952992	DCN	12	91576441
cg04088650	NA	UCHL3	13	76123534
cg04089739	0.854440432476261	C3	19	6719980
cg04091078	0.710431981219437	SLCO1C1	12	20848285
cg04094160	0.0292986222957491	ZBTB5	9	37465712
cg04095468	0.0468822616871377	SECISBP2	9	91933906
cg04096365	0.0166727797218914	IFI30	19	18284450
cg04096767	0.920666390617114	WT1	11	32449450
cg04098585	0.0551102411045478	CD28	2	204571215
cg04099420	NA	RIPK1	6	3076354
cg04099673	0.0354887919568289	WDR7	18	54318390
cg04101379	0.0473032498862128	DZIP1	13	96297197
cg04103317	NA	SUGT1P1;SPINK4	9	33240960
cg04103514	0.115046833539332	EMR2	19	14889425
cg04106190	0.718710869658202	WNT16	7	120964168
cg04106641	0.0243691453629315	ORC4L	2	148779564
cg04106785	0.0963889814646035	CDK5R1	17	30813145
cg04107037	0.0782445195194619	ATOH1	4	94750205
cg04108240	0.855218913602534	TRA2A	7	23572665
cg04108502	0.0677067690017753	CDK2;SILV	12	56360908
cg04109220	0.0224290819421974	SPAG8	9	35812293
cg04109382	0.90828906715537	SYS1-DBNDD2;TP53TG5	20	44007107
cg04111761	0.729071958764653	CCR3	3	46282766
cg04112019	0.0761600228191525	IGF2AS;INS-IGF2;IGF2	11	2165136
cg04112431	0.0262837545814554	PWP1	12	108079651
cg04113075	0.0589235803389963	RAB32	6	146865487
cg04114315	NA	CKAP5	11	46868224
cg04115602	0.500538655142183	CGB8	19	49552606
cg04117029	NA	BCCIP;UROS	10	127513253
cg04117338	0.0212472056134106	CRADD	12	94071150
cg04118154	0.00956309993608233	C1orf228;TMEM53	1	45140072
cg04118884	0.0104779261139869	TMEM198;CHPF	2	220407999
cg04119538	0.0695073606572729	TOP1	20	39657451
cg04121771	0.0438310512175826	TM4SF4	3	149191624
cg04121983	0.0253313081937214	CASKIN2	17	73511085
cg04123409	0.07665761483639	SDS	12	113841617
cg04123507	0.89371978610707	KRT86	12	52695270
cg04125208	0.0662215958149367	CD44	11	35161229
cg04126335	0.890258977196579	ITGA10	1	145525223
cg04126427	0.022601270900139	EIF3A	10	120840676
cg04126816	0.00795699381847247	CCDC106	19	56159710
cg04126866	NA	C10orf99	10	85932763
cg04127255	0.964298618379413	PSG2	19	43588055
cg04127303	0.0130458688963267	ZZZ3	1	78148262
cg04128563	0.0223315275346673	AMD1	6	111195434
cg04132607	0.936928244267656	GATA5	20	61041456
cg04133652	NA	MLLT6	17	36860971
cg04134624	0.0124596944786166	CBX6	22	39268162
cg04134859	0.0074015794330363	DNAJC30;WBSCR22	7	73097692
cg04135543	0.0266880839223621	C5orf32	5	139554816
cg04136480	0.0266998342782488	BAT1;SNORD84	6	31510196
cg04137037	0.00794418077747621	TEF	22	41777896
cg04137116	0.0208855665422727	EID2	19	40030727
cg04137128	0.0179968743033744	SIN3A	15	75744262
cg04138756	0.850295333345264	SPRR3	1	152973849
cg04140754	NA	ATP6V0A2	12	124196328
cg04141379	0.0086704939854415	SPATA6	1	48938046
cg04143809	0.909052032101263	NA	NA	0
cg04144768	NA	DDC	7	50628154
cg04144788	0.353921429058003	NA	NA	0
cg04145477	0.0170084286616584	RTN4IP1;QRSL1	6	107077629
cg04148458	0.00924674842865372	FAIM	3	138327707
cg04149472	NA	NAT1	8	18066144
cg04151683	0.242451117682018	NA	NA	0
cg04154812	0.113762322934158	CALCOCO2	17	46908209
cg04155026	0.0446303814623836	TSNAXIP1;RANBP10	16	67841269
cg04155793	0.371164463278546	CDK10	16	89752847
cg04156850	NA	GRB2	17	73402572
cg04164824	0.748076730868739	NA	NA	0
cg04166304	0.0121735314407664	C14orf106	14	45722617
cg04167054	NA	ATP2C1	3	130613906
cg04167867	0.926902806346357	MORC1	3	108837130
cg04169469	0.0211512412890136	ODC1;SNORA80B	2	10588434
cg04171565	0.0342632779291657	C13orf34;C13orf37	13	73302130
cg04172043	0.0157032935464972	RELA	11	65430868
cg04172348	NA	SYN2	3	12046004
cg04176254	0.975014058783654	AGRP	16	67517429
cg04177705	0.0146788387966235	C3orf38	3	88199274
cg04180460	0.018243481220125	CTNNB1	3	41240962
cg04180868	0.0218708881342888	PRTFDC1	10	25241462
cg04180953	0.632435132952564	DSC1	18	28743074
cg04182865	0.808419866023791	RNF14	5	141346431
cg04183425	0.84495691879933	ASF1A	6	119221279
cg04183933	0.108999214534395	HSPD1;HSPE1	2	198363868
cg04184278	0.647205235197369	GYS2	12	21757759
cg04185037	0.0298057215465745	EZR	6	159239164
cg04185861	0.00923609997595142	IL6R	1	154377809
cg04185893	0.00702057139212847	PTBP2	1	97187305
cg04187545	NA	SNORD54;RPS20	8	56987050
cg04189838	0.934290224221054	CYP2C19	10	96523347
cg04195127	0.247667840665845	WFDC1	16	84328719
cg04195527	0.0308192237906394	INSIG2	2	118846289
cg04197051	0.0110242485746841	PIGM	1	160001439
cg04197135	0.0112009748946819	EIF1AD;BANF1	11	65769867
cg04197195	0.0142332312215261	CCDC71	3	49203530
cg04198824	0.0291440854998634	USPL1	13	31191332
cg04200192	NA	HTR3D	3	183749414
cg04200765	0.0133913182264784	NPTN	15	73925532
cg04201347	0.777703972825631	PRRG2	19	50086849
cg04201526	0.962251926173973	CRISP1	6	49833706
cg04206644	0.0120955538283134	INTS6	13	52026632
cg04208151	0.00679936290928483	C1orf183;DDX20	1	112298289
cg04209631	0.0332608363001871	C11orf54;TAF1D	11	93474517
cg04211745	0.0101772043125571	BTG1	12	92539575
cg04211807	0.780680281133128	ZCCHC13	X	73523953
cg04211818	0.00531747032554934	BTBD12	16	3661492
cg04215480	0.0482589950895042	ZNF573	19	38270199
cg04216597	0.0508348628172087	CACNA1G	17	48639836
cg04217178	0.0183471312122002	ITM2B	13	48807122
cg04217218	NA	ZDHHC21	9	14693888
cg04219321	0.810781272585401	HLF	17	53341659
cg04220579	0.0278552056450818	C7orf20	7	915756
cg04222374	0.452325275919349	NA	NA	0
cg04223442	0.0565283710095881	NCOR1	17	16118251
cg04223844	0.0821351935047532	IKBKB	8	42128868
cg04223956	0.96605409966914	NEK7	1	198201614
cg04224968	NA	C19orf36;MOBKL2A	19	2096759
cg04228042	0.945570411976979	ART4	12	14996527
cg04228553	0.0621087226182645	DVWA;CAPN7	3	15247818
cg04228573	0.0375520001349602	MAP2K6	17	67410799
cg04228628	0.0110142848373665	TNKS	8	9413457
cg04229238	0.0271498462756698	RB1CC1	8	53627628
cg04230060	0.910216639146306	SUSD1	9	114937992
cg04230869	0.0190972433583506	RRM2B	8	103251129
cg04232649	0.0725354307540032	CCNG1	5	162864489
cg04233664	0.0049828021506438	CTBP2	10	126848743
cg04235146	0.0182932914704986	ATP2A2	12	110718311
cg04237003	0.856017960996411	C11orf9;DKFZP434K028	11	61522002
cg04237663	0.0996668627129957	KCNV1	8	110987019
cg04238548	0.326302962688789	TBC1D8B	X	106045825
cg04240200	0.0364079828597071	ATRN	20	3451292
cg04241572	0.377353696043822	HSD17B10	X	53461213
cg04244987	0.0196863847235365	NCKIPSD	3	48723638
cg04245402	0.0217863842165916	C19orf21	19	751241
cg04249030	0.00723899408397974	COX5A	15	75230004
cg04249586	0.0530424862838391	ELOVL6	4	111119946
cg04251363	0.238756239506163	ST3GAL6	3	98452218
cg04251662	0.0109085781852429	ITPR1	3	4535075
cg04254119	0.957234814495706	AKAP3	12	4754247
cg04254916	0.414199749071861	KRT5	12	52914047
cg04255048	0.0364730556140371	KIF9;KLHL18	3	47323868
cg04256470	0.79268329961388	CORT;APITD1	1	10510465
cg04259560	0.0377512125783793	MFSD6L	17	8702896
cg04261665	NA	DDX54;C12orf52	12	113622579
cg04262565	NA	DUSP7	3	52091063
cg04263186	0.715259006460433	TACR3	4	104640489
cg04265576	0.0433075244533557	HOXA6	7	27187372
cg04267184	0.883702362003662	GNRH2	20	3023418
cg04268405	0.888909624986299	CHST3	10	73723221
cg04269351	0.937908449269697	VTI1B	14	68142533
cg04270025	0.148882104996712	NA	NA	0
cg04270274	0.0506859381902582	CNOT1	16	58662988
cg04270788	0.0580120831641153	GTF2B	1	89356964
cg04270799	0.261634756698788	KIF5A	12	57944059
cg04270835	0.0836502679688283	SLC17A6	11	22359188
cg04272086	0.63550485289343	DCC	18	49867359
cg04273431	0.413504379809942	GNL1;PRR3	6	30523215
cg04273556	0.242106684936202	PIGO	9	35096672
cg04274487	0.0128366228878517	RAB31	18	9708454
cg04275881	0.497019605517255	SLAMF8	1	159796434
cg04275985	0.0399262322474195	FAM63A;PRUNE	1	150981091
cg04276232	0.857933986381528	NA	NA	0
cg04278702	0.026464245759831	HTR1E	6	87647399
cg04278905	0.921454450870347	KAT2A;HSPB9	17	40273815
cg04280119	0.0321474359521398	TAF6;CNPY4	7	99716514
cg04280397	0.0166923575971544	PLA2G6	22	38578138
cg04280480	0.0325793547104216	PPARA	22	46547117
cg04280758	0.0118682544784887	MAML2	11	96076485
cg04281204	0.711169858666906	DCLRE1A	10	115612802
cg04281268	0.0253616420973556	WDR20;HSP90AA1	14	102606293
cg04282422	NA	PAGE1	X	49460539
cg04282622	0.711721333983763	NA	NA	0
cg04283377	0.512388020436601	ARAF	X	47420348
cg04283392	0.0377798622816685	LRRC33	3	196366369
cg04283938	0.0167364227676813	SEPT3	22	42373298
cg04284814	0.0309020633693054	HDAC3;RELL2	5	141016114
cg04286043	0.0188790919981427	PXT1;KCTD20	6	36410500
