Hybridization REF	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05
cg03682712	0.177562106510927	LOXL1	15	74219307
cg03682823	0.265633139961763	SGCE;PEG10	7	94286953
cg03684977	0.186640398822608	GRB7	17	37893803
cg03686067	0.687742167654206	CCDC102B	18	66504389
cg03688818	0.0356998076481128	APEH	3	49711147
cg03690162	0.0334019759593002	BAG3	10	121410453
cg03691812	0.0132779154451495	CORO1A	16	30194416
cg03693099	0.80268836218078	CEL	9	135936901
cg03693601	0.0111580834352001	SHCBP1	16	46655349
cg03694261	0.0201648275491017	C11orf63	11	122753977
cg03695693	0.0526501311818302	ITGB1BP3	19	3932959
cg03697316	0.00791312063755707	LZTR1	22	21336741
cg03698393	0.144207322990483	HAPLN3	15	89438795
cg03699566	0.815287874175617	FOLR1	11	71900652
cg03699904	0.683613824208755	SLC2A2	3	170746029
cg03700218	0.0139182413034547	SPSB3;NUBP2	16	1832709
cg03700308	0.0232298883271114	MOCS3;DPM1	20	49575492
cg03700462	0.606897659586132	HOXA1	7	27135684
cg03701222	0.0106993473761054	RAB40C	16	639209
cg03702236	0.0577796805011893	SEMA5A	5	9546755
cg03703325	0.0166907742450534	HEMK1	3	50606864
cg03704024	0.908342093368745	TMCC1	3	129598923
cg03704031	0.390928879202923	INGX;BCYRN1	X	70712215
cg03704393	NA	ZNF169	9	97042001
cg03704653	0.795622072534125	FAM9A	X	8769344
cg03705396	0.0211750309436476	MAP6D1	3	183543680
cg03707950	NA	FAM114A2;MFAP3	5	153417076
cg03708463	0.0148276223836874	RNASEH1	2	3606331
cg03712038	0.00882483707847246	ZNF160	19	53607021
cg03712237	0.743299504220175	NA	NA	0
cg03712239	0.0282974065699571	ZNF25	10	38265764
cg03712708	0.0200776134618141	CKS2	9	91925885
cg03712843	NA	STOML3	13	39565534
cg03713346	0.0148917922369931	CPNE2	16	57126807
cg03714397	0.836179250670193	NA	NA	0
cg03714916	NA	CDKN1A	6	36645886
cg03716937	0.833846417444812	ADAM2	8	39695862
cg03716942	0.0371742628370179	GNB1	1	1821981
cg03716999	0.580409226565293	RNF207	1	6265802
cg03717979	0.446681278908339	MSX1	4	4862184
cg03718026	0.0494463909419266	NA	NA	0
cg03718539	0.0288544384240819	NA	NA	0
cg03718677	0.928386140647263	TMOD4	1	151148266
cg03721967	0.940070646629151	GRTP1	13	114009720
cg03723845	0.640656414436103	BTNL8	5	180326186
cg03724445	0.0174178206989893	PRKRA;DFNB59;MIR548N	2	179316085
cg03724463	0.134922612974341	CCK	3	42306524
cg03724882	0.0207495445894828	CDKN3	14	54864244
cg03727165	0.484332300839225	NA	NA	0
cg03729431	0.00996260369742589	ADORA2B	17	15848264
cg03731616	NA	MYLK	3	123603618
cg03731898	0.891500674721501	CPO	2	207804081
cg03732056	0.335491413483074	DOK2	8	21771059
cg03732295	0.0360122279793226	IMPAD1	8	57906837
cg03732545	0.657614974180793	CNTN2	1	205012130
cg03733371	0.0623789249428496	NA	NA	0
cg03734660	0.0129518069346138	CRABP2	1	156675322
cg03734783	0.919278014668083	ACCN3	7	150745709
cg03734874	0.637651551766737	TMEM179	14	105071382
cg03735049	0.337351851310534	TSR2	X	54466618
cg03737135	0.03145444039665	HSPA14;CDNF	10	14879645
cg03738331	0.0118307194721925	HTT	4	3076305
cg03738959	0.012926126573914	MCART1	9	37904295
cg03740216	0.458982210893013	ICAM4	19	10397561
cg03740984	0.0171839177122739	NA	NA	0
cg03741352	0.562409919381697	NA	NA	0
cg03742003	0.368990979397658	SLIT2	4	20255264
cg03742214	0.0172348544660368	CRY1	12	107487383
cg03742272	0.851908525061364	ALOX12B	17	7990705
cg03743584	0.533087185566762	PRAP1	10	135160908
cg03746685	NA	TMEM126B	11	85340088
cg03747695	0.0517873753261552	ZNF227	19	44716642
cg03750407	0.0228157414921423	RAD9A	11	67159770
cg03750606	0.0341284382573648	ESRRG	1	217262978
cg03751414	0.0295340217048526	NA	NA	0
cg03751799	0.0179144195636783	NA	NA	0
cg03751813	0.015382407914349	ZNF585B	19	37701393
cg03752087	0.903397521079885	CASP14	19	15163470
cg03752628	0.151504924089621	PTGFRN	1	117453510
cg03752689	0.0242440282139437	C1orf74	1	209958185
cg03752885	0.142012964939062	DAPK3	19	3969736
cg03754063	NA	KEAP1	19	10615199
cg03755123	0.572736808738238	UTF1	10	135043508
cg03756121	0.0430643860054687	ARFIP2;FXC1	11	6502436
cg03759077	0.0158565815330109	ARL6IP6	2	153575599
cg03760483	0.750394466528748	ALOX12	17	6899297
cg03760705	0.0769385400260928	NA	NA	0
cg03761560	0.014453903309838	DNAJB12	10	74114860
cg03762535	0.72060506661048	HAO2	1	119911480
cg03763616	0.0669395627888978	SPIB	19	50921997
cg03764161	NA	FAM111A	11	58912327
cg03764352	0.0129378397180254	ETNK1	12	22777989
cg03764506	0.0119105679674379	ESRRA;C11orf20	11	64072089
cg03764585	0.483686017597004	FMOD	1	203320223
cg03766965	0.502222197186917	SRCAP	16	30718443
cg03766998	NA	AFG3L2	18	12378044
cg03770147	0.0112144645153387	KLF7	2	208029836
cg03770548	0.842250100783582	CDH24	14	23525040
cg03771255	0.0168929372325249	RPS3A	4	152020940
cg03773789	0.065846809302167	GLI4	8	144348945
cg03774732	0.00882382853242834	MED29;PAF1	19	39882194
cg03775123	NA	ANKDD1A	15	65214075
cg03775246	0.747504868994146	C5orf13	5	111095049
cg03775422	0.0206662740501733	VSTM2A	7	54610192
cg03776060	0.0772071599086928	AIF1L	9	133972575
cg03776464	0.0170050731152137	EPHA4	2	222436947
cg03776551	0.0181912750992302	ZNF396	18	32956850
cg03776850	NA	TPSD1	16	1306872
cg03777405	0.0264881442029975	NFE2L1	17	46125833
cg03777459	0.0415934326444631	GATA5	20	61051802
cg03780486	0.255953429708996	OR6A2	11	6817280
cg03780733	0.399294530171238	PCDHB7	5	140552369
cg03782453	0.587388686310365	CCDC96;TADA2B	4	7043935
cg03782727	0.93494559748444	FFAR1	19	35842586
cg03785807	0.0335948738813241	GBE1	3	81811053
cg03786772	0.0347321356847347	NA	NA	0
cg03787486	NA	ADH5	4	100009490
cg03788666	0.0410735468638633	MFAP1	15	44116829
cg03789934	NA	NLRP11	19	56342665
cg03790207	0.0120922292709765	PEX6	6	42947109
cg03790787	0.0426302918149681	NA	NA	0
cg03791917	0.333413923696073	BTK	X	100641287
cg03792199	0.0157990909850769	HIBADH	7	27702785
cg03792653	0.0360738459904115	RPRD1B;KIAA0406	20	36661448
cg03793131	0.0219874269553159	ELOVL1	1	43833547
cg03793778	0.603467342626868	LGALS7	19	39264720
cg03794550	0.0134415351882407	FANCF	11	22646597
cg03799530	0.0363414483928804	SH2B3	12	111843215
cg03801144	0.009839085343626	PPP6C	9	127951957
cg03801286	NA	KCNE1	21	35884508
cg03802191	0.215594525184231	TARBP1	1	234615169
cg03802231	0.0739281796801647	FNTA	8	42911648
cg03803009	0.38560947026417	GPR142	17	72363634
cg03803589	0.0210047452623073	STYX	14	53196609
cg03804500	0.895548942746642	ANAPC2;SSNA1	9	140081972
cg03804568	0.0215288377679438	CBX7	22	39548919
cg03804985	0.0422858474095638	SLC2A8	9	130159694
cg03805364	0.0136647953551026	PAFAH1B2	11	117015176
cg03805442	0.858887338794108	NA	NA	0
cg03805684	0.340688630674974	FEN1;C11orf10;MIR611	11	61561219
cg03807235	0.0132889699544001	PEX7	6	137144199
cg03807314	0.0228945642933616	MAP3K8	10	30722678
cg03808835	0.044713177642976	PCDH15	10	56560945
cg03809891	0.0127747174383842	ZNF442	19	12476514
cg03811411	0.833509684350626	SGCD	5	155753616
cg03811478	0.554400574007789	SOX14	3	137483696
cg03812067	0.0196073771124637	SERINC3	20	43150641
cg03812679	0.0938705932817033	CSF3	17	38170632
cg03813215	0.0233803930752511	BCL2	18	60986679
cg03813905	NA	TATDN1;NDUFB9	8	125551074
cg03814826	0.022198568894129	C22orf24;YWHAH	22	32341378
cg03815350	0.794015674201332	ESPL1	12	53663042
cg03817621	0.395009447002148	A1CF	10	52645399
cg03818682	0.584981518575877		11	1213459
cg03819692	0.249823541111128	C16orf81	16	89225639
cg03820909	0.00799466473543788	C10orf137	10	127407979
cg03821311	0.872485776982476	HIST1H1B	6	27836018
cg03822011	0.0154003371174524	FANCF	11	22646721
cg03822159	NA	SETD8	12	123867383
cg03825921	NA	RAB4A	1	229407517
cg03826976	0.452713866391331	CYB5R2	11	7695433
cg03830408	0.0617096378970511	DCPS	11	126173650
cg03833068	NA	HIST1H2BN	6	27804958
cg03833566	0.0244350864793499	C3orf54	3	49841087
cg03833774	0.66193012617336	ZCCHC5	X	77914149
cg03835158	0.486295629191248	PCMTD1	8	52773607
cg03835292	NA	LGALS2	22	37976631
cg03835296	0.634268804940972	SLC17A1	6	25830922
cg03835332	0.0211534440417916	ELL3	15	44069518
cg03837750	0.101974594623465	LRRIQ3;TNNI3K;FPGT	1	74664160
cg03839341	0.00987448816089665	RAB10	2	26256490
cg03839972	0.0369944856519122	NA	NA	0
cg03840259	0.526261931839435	GRAP2	22	40297036
cg03841029	0.0279823696964114	MBD1	18	47807709
cg03842617	NA	NOS3	7	150688556
cg03843852	0.0142121097929989	PIGB	15	55611099
cg03843951	NA	DDC	7	50629634
cg03843978	0.649598890515639	MSX1	4	4864625
cg03845435	NA	C1orf162	1	112015443
cg03846288	0.0232943322010299	RNF111	15	59279849
cg03846767	0.889148805247929	TP73	1	3607292
cg03847636	0.0244861727763994	GRPEL1	4	7070632
cg03848145	0.0231610203551199	C1orf52	1	85724702
cg03848555	0.0131238110674496	C9orf40	9	77567361
cg03848675	0.0899163072526741	FOXF2	6	1389146
cg03849074	0.0283090363857877	ZKSCAN3;ZNF323	6	28317796
cg03851112	0.0213036795721058	NA	NA	0
cg03852144	0.665980533739406	GLRX	5	95159639
cg03852570	0.108418241067256	PYROXD2	10	100175106
cg03853151	0.0117081870761332	OAT	10	126107487
cg03853987	0.0478325185785883	CHST10	2	101034279
cg03854071	0.937438521276498	TSSK6;NDUFA13	19	19626428
cg03855656	NA	SERHL	22	42896105
cg03856450	0.0140339744732499	SFXN5	2	73298881
cg03856723	0.0450493858268987	PRKACA	19	14229466
cg03856786	0.0122476528065719	ZNF497	19	58874501
cg03856801	0.977496978212939	APOA1	11	116709138
cg03859282	NA	ANKS3;C16orf71	16	4783755
cg03860051	0.0172079507300754	IKZF5;ACADSB	10	124768608
cg03860400	0.119473672033908	BTBD10	11	13485289
cg03860466	0.014444714857015	PRDX2	19	12912941
cg03860768	0.832367196390329	BLK	8	11351571
cg03860890	0.370519624416608	EGFR	7	55086288
cg03861428	0.0123564340379565	SDHB	1	17380702
cg03862540	0.0191228031707115	PPP4R1	18	9614206
cg03862760	0.460069980671344	PSMG3;KIAA1908	7	1609483
cg03863149	0.0218557183395952	ZNF644	1	91487516
cg03863549	0.0109673392631515	NOL6;SUGT1P1	9	33474004
cg03866607	0.630649473425392	TBX4	17	59532826
cg03870261	0.281738936515588	LMNB2;TIMM13	19	2428514
cg03870862	NA	ZC3H3	8	144624225
cg03872267	0.0175621213433887	MRPL46;MRPS11	15	89011204
cg03872376	0.120479294619565	ZP4;LOC100130331	1	238053828
cg03873930	0.521689828332096	ARFRP1;ZGPAT	20	62340664
cg03874127	0.92355967751592	NA	NA	0
cg03874199	0.463464162131726	HOXD12	2	176964456
cg03874886	0.0135212184766901	NA	NA	0
cg03875195	0.308529671457434	SLC30A3	2	27486363
cg03875678	0.497888946700259	GZMB	14	25103546
cg03876618	0.302453317149173	IGFBP7	4	57976034
cg03876622	0.0426196122520263	CSDA	12	10876230
cg03877802	0.0161348332718211	PPP5C	19	46849936
cg03878377	0.0146332034966474	RSL24D1	15	55489120
cg03879294	0.0233031796553933	SFRS9;DYNLL1	12	120907770
cg03879730	0.754089796420177	NA	NA	0
cg03879902	0.0231690114420127	GIPR	19	46171872
cg03882305	0.534354987921043	NA	NA	0
cg03883348	0.110045577963705	KLC3	19	45843826
cg03883519	0.0192370420033708	MFSD8;C4orf29	4	128886524
cg03884783	0.154181729180272	ZNF569	19	37957997
cg03885639	0.803178671462325	PANX3	11	124481310
cg03886110	0.823806278932666	NA	NA	0
cg03886898	0.696471807813487	DIO1	1	54359132
cg03887534	0.0258540161154428	BCL2L13	22	18121194
cg03887787	NA	CTSW	11	65647532
cg03889226	0.0633378160238596	OLIG3	6	137815333
cg03890877	0.0187411440644424	TWF2	3	52272690
cg03891191	0.83137099248111	NA	NA	0
cg03891319	0.0253229018697955	ACY1	3	52016838
cg03894103	0.893453308717295	PREPL	2	44586901
cg03897136	0.0171401357857343	HOOK1	1	60280322
cg03898365	0.149742508305482	OR10A4	11	6897491
cg03900104	0.0219584844381514	CD3EAP;PPP1R13L	19	45909124
cg03900284	0.871444363771567	QRFP	9	133769695
cg03900542	0.0205298882088799	DEDD2	19	42721460
cg03902905	NA	SLC3A1	2	44502262
cg03905094	0.0177239438633539	DEPDC1B	5	59996421
cg03905144	0.741715193430897	MPDZ	9	13249504
cg03907174	0.604699237325117	RCN3	19	50030461
cg03907363	0.803017906321583	KLK1	19	51326682
cg03907454	0.0260238719675599	KIF2C	1	45205136
cg03908676	0.449362321081773	LYVE1	11	10590282
cg03909500	0.0472394381739114	RXFP3	5	33936597
cg03910901	NA	COPS6	7	99686330
cg03912013	0.0184942707139145	SACM1L	3	45730489
cg03913271	0.0647324872333863	MICALL1	22	38302504
cg03914397	0.617620106387554	NMUR2	5	151784441
cg03914452	NA	RBM33	7	155464145
cg03916421	0.555046830853548	SCLT1;C4orf33	4	130013461
cg03916787	0.0614791793212507	RPL35	9	127624708
cg03918304	0.459944580688812	HOXD10	2	176981654
cg03919644	0.0176607976475939	CEP97	3	101443603
cg03919781	0.0547055069554079	EFHA2	8	16884225
cg03920233	0.0104337359038783	DOC2A	16	30022699
cg03922337	0.0741606350634935	RRAS2	11	14380918
cg03923277	0.485807598415777	TDG	12	104359732
cg03923464	0.0207251682256063	OGFOD2;ABCB9	12	123460173
cg03923934	0.41694292409835	OPCML	11	133402230
cg03924115	0.753105815991046	QRFP	9	133768966
cg03925809	0.00902496267460163	GTF2F1	19	6393419
cg03928182	0.259448006399955	PTPRR	12	71314662
cg03929796	0.108769673606908	ALAS1	3	52231840
cg03930357	0.0168007725144914	MBTPS1	16	84150069
cg03930474	0.0168280209721451	ING4	12	6772637
cg03930970	0.887087062705004	ZDHHC4	7	6618160
cg03931808	0.957633873071743	RLN3	19	14139099
cg03933322	0.0335528892218633	NA	NA	0
cg03934354	0.862835344060764	C1QTNF3	5	34043140
cg03936963	0.554019491454913	NA	NA	0
cg03938043	0.0561887932420312	INTS7;DTL	1	212207851
cg03939485	0.0272877245299359	RGL2	6	33266076
cg03939688	0.0174152531061655	KLF4	9	110251706
cg03940103	0.0433315140231011	CYP2S1	19	41698823
cg03940966	0.0182762979041729	THEM4	1	151881785
cg03941108	0.431942063097643	C1QB	1	22985937
cg03942271	0.0164678943626793	AUH	9	94124362
cg03942436	0.0135436859306737	ZNF688	16	30583048
cg03943081	0.611265829057191	TCERG1L	10	133110646
cg03943509	0.950226504479454	PYGM	11	64529061
cg03944089	0.0765799055458411	SGK1	6	134497379
cg03945021	0.307889253227708		16	24682074
cg03945800	0.0641050796435321	ADCY9	16	4165515
cg03947362	0.0176453047271217	C2orf60;C2orf47	2	200820154
cg03950009	0.0280123488352805	STX17	9	102669115
cg03950654	0.0115867785711731	ARRB2	17	4613328
cg03950669	0.0130145720694513	TIMM8B;SDHD	11	111957582
cg03952109	0.673118672685729	FAM172A	5	93409932
cg03954150	0.0101141499922537	C18orf55;FBXO15	18	71815372
cg03954173	0.0383225297000905	CD97	19	14492176
cg03954587	0.0701970225986117	UBB	17	16284508
cg03954858	0.11939093076107	FAM83F	22	40404957
cg03955296	0.0303755588909731	ETV3	1	157107917
cg03956267	0.0184908271385093	SMPD4;FAM128B	2	130939498
cg03956628	0.0649285548929573	NA	NA	0
cg03957435	NA	ZNF157	X	47230278
cg03958344	0.0117402741626993	CNP	17	40118638
cg03958426	0.0605681499335155	MAPKAPK2	1	206857947
cg03958979	0.809022993909245	NR2E1	6	108486387
cg03959079	0.413541626972452		X	30994266
cg03959219	0.0160428157096833	TSPYL4	6	116575135
cg03960217	0.59762293351094	LCE2C	1	152647777
cg03961189	0.0136168201606354	CTR9	11	10772649
cg03962522	0.548029417821257	SLC5A1	22	32439254
cg03963198	0.0457938036795169	IRX4	5	1882871
cg03963654	0.946754864121817	SCOC	4	141177084
cg03964111	0.513092741085566	TMEM176B;TMEM176A	7	150498493
cg03966406	0.0205870968704236	ITPR2	12	26985412
cg03966541	0.012108766575784	PGGT1B	5	114598433
cg03969797	0.255236231894277	NA	NA	0
cg03969906	0.0786188288570971	HIST1H4A	6	26021768
cg03969997	0.0185319385814669	WBSCR27	7	73256865
cg03970351	0.0124584935608625	TERF2	16	69420083
cg03970609	0.611281971741519	MUC7	4	71337664
cg03972838	NA	SMCR7L	22	39897580
cg03973663	0.126919865470103	LYN	8	56791576
cg03975345	0.0115845055842729	C5orf36;ANKRD32	5	93954303
cg03975694	NA	ZNF540	19	38042472
cg03976567	0.0193788243372585	AKD1;FIG4	6	110012095
cg03977657	0.787976643278271	LAMB3	1	209825747
cg03977782	0.010593326201888	SIDT1	3	113251680
cg03979162	0.0285080642558572	BCAS3	17	58754542
cg03980304	0.0118858525164006	IL4R	16	27325000
cg03984733	0.0163551961344851	HDHD3	9	116139085
cg03985136	0.48579655021677	ULBP2	6	150262734
cg03985657	0.013043564867623	NA	NA	0
cg03986640	0.624234180738293	MIP	12	56848355
cg03986968	0.0421284792039745	AVEN;CHRM5	15	34330894
cg03989322	0.0156970673697498	SLC30A5	5	68389537
cg03989569	0.0137608654388717	MEF2D	1	156471288
cg03990551	0.0117961044207302	BBS7	4	122791477
cg03991326	0.0573889883819817	RPL7	8	74205489
cg03991512	0.2068589019502	LDHD	16	75150456
cg03992069	0.435615336343432	ZMYM3;BCYRN1	X	70474783
cg03992230	0.0167103285406571	HNRNPH1	5	179050530
cg03993463	0.882965765301008	KCNJ15	21	39627271
cg03994908	0.0162544573982988	RNASEH1	2	3605817
cg03996465	0.0166837853860017	SUGT1	13	53226743
cg03996793	0.103286308817571	NA	NA	0
cg03996822	0.386348446857179	RASSF6	4	74486558
cg03998173	0.025773908885536	RHEB	7	151217580
cg03998348	0.537726313922507	TMCO5A	15	38227285
cg03999420	0.0196740877045465	MYCBP2	13	77901358
cg04000821	NA	LAIR2	19	55014066
cg04001333	0.464258634625692	FLVCR2	14	76045348
cg04001668	0.527138569686347	GPR56	16	57654347
cg04001802	0.50585498405743	OLAH	10	15085279
cg04001842	0.133390748238084	DUOXA2;DUOX2	15	45406939
cg04004861	0.0397751392793595	STAU2	8	74659081
cg04005032	NA	OSBPL10;ZNF860	3	32022767
cg04005701	NA	RPA1;SMYD4	17	1733641
cg04005707	0.0388597382411095	CWH43	4	48988321
cg04005725	0.0138323446176643	KLHDC8B	3	49208684
cg04006554	0.0148135263737889	ENPP5	6	46138530
cg04007936	0.946164845217311	CARHSP1	16	8954017
cg04008455	0.0760028945719332	NA	NA	0
cg04008843	NA	TTR	18	29170928
cg04008901	0.0155732117019778	CACNA2D1	7	82072779
cg04008913	0.344817238334665	SNRK	3	43327465
cg04009666	0.0259951320924424	POLG2	17	62493127
cg04010530	0.0118582251849387	NA	NA	0
cg04011402	0.653765490195876	NA	NA	0
cg04011872	0.0147517766751591	MRPL23	11	1968980
cg04014889	0.802665705082323	MAGEL2	15	23890593
cg04016326	0.924082712252118	GRIN2B	12	14132940
cg04017769	0.0105179154590868	TACC1	8	38644939
cg04019407	0.750833947235774	NA	NA	0
cg04020816	0.0144328238885787	MAN2A1	5	109025456
cg04021421	0.956296602932088	FANCC	9	98080622
cg04025590	0.0177333668913109	CCDC21	1	26560450
cg04025889	0.0179554860669208	AHCY	20	32891089
cg04026012	0.0692607900711063	SYNCRIP	6	86354018
cg04028573	0.0126993524845311	NA	NA	0
cg04030848	0.643424723499342	GAL3ST1	22	30960881
cg04032226	0.683910951300096	PYY;NAGS	17	42082392
cg04032566	0.971771271379295	NSUN3;DHFRL1	3	93780446
cg04032871	0.0125698152823102	QPCTL;SNRPD2	19	46195965
cg04033650	0.0152590446120153	NSUN5	7	72722679
cg04033774	0.67216555432102	NA	NA	0
cg04034767	0.057003346063011	GRASP	12	52400907
cg04036714	0.0130747722387502	NAPEPLD	7	102789509
cg04036898	NA	POMGNT1	1	46664598
cg04037228	0.299365040793982	LIMD1	3	45636386
cg04037732	0.548902279058316	NLGN3	X	70364775
cg04037952	0.980700577716607	GPR148	2	131486950
cg04038932	0.190580530481674	C9orf171	9	135286214
cg04039225	NA	SAMD7	3	169629516
cg04039397	0.829822224456129	CD96	3	111260783
cg04041960	0.017130436973722	RGS10	10	121301765
cg04042106	NA	MUS81	11	65628736
cg04044561	0.0116793202498192	POP7	7	100303839
cg04044684	0.0220543655345385	CHFR	12	133464857
cg04047710	0.0159468032858586	C21orf66;C21orf49	21	34143336
cg04048218	0.017980623668929	PPIH	1	43124122
cg04048249	0.703064432052892	APOC3	11	116700556
cg04048259	0.451327159568673	EDN3	20	57875346
cg04049033	0.715285727093245	RILP	17	1553661
cg04049800	0.0109518298629922	C1orf57	1	233086374
cg04051458	0.0197935209352796	THBS1	15	39873060
cg04052038	0.32060405713895	CLDN8	21	31588123
cg04053638	0.0193946471011969	SUCLG1	2	84686387
cg04055049	NA	GPR153	1	6321553
cg04056179	0.0274289167012857	MOBKL3	2	198380384
cg04057053	0.0131944078007881	WNT2B	1	113008926
cg04057106	0.949738796615873	KIF24	9	34263427
cg04057485	0.968175551297178	PTGIR	19	47127365
cg04057858	0.37848426904688	T-SP1	8	10383763
cg04058169	0.891556615984524	BUB3	10	124913438
cg04058675	0.716979732235932	HUWE1	X	53680779
cg04059714	0.0240078941268521	TCTN2	12	124155594
cg04059863	NA	ILDR1	3	121741630
cg04060163	0.0438185408204026	SEC14L1	17	75136271
cg04060275	0.0180541849039149	DUSP1	5	172198791
cg04062391	0.41376906753782	ZNF560	19	9609204
cg04062907	0.0225103545464286	ANAPC7	12	110841545
cg04063348	0.884007786528298	IL17F	6	52109347
cg04065065	0.119084473302701	PIGO	9	35096250
cg04066242	0.0155048406256355	BFAR	16	14727239
cg04070847	0.0528109910379412	CD200R1	3	112693867
cg04072323	0.0353134148516586	SPHKAP	2	229046325
cg04076481	0.0474801611456059	KRI1	19	10676881
cg04078251	0.0172443113986371	KIF22	16	29802448
cg04078896	0.0180542532598786	ZGPAT;ARFRP1	20	62338273
cg04080057	0.518573557144305	CACNG6	19	54495183
cg04081402	0.864051487985881	TCN2	22	31003587
cg04082985	0.0232942706021457	LASS2	1	150946396
cg04084157	0.110380321152914	VGF	7	100809049
cg04084172	0.0104492849401855	CCNG1	5	162864824
cg04086012	0.445352393023241	TRIML1	4	189060900
cg04086834	0.852832740870683	SMAP1	6	71377064
cg04087608	0.890905247342973	HSD3B2	1	119957969
cg04088433	0.853707509123101	DCN	12	91576441
cg04088650	NA	UCHL3	13	76123534
cg04089739	0.775099875186842	C3	19	6719980
cg04091078	0.381138484274678	SLCO1C1	12	20848285
cg04094160	0.0248778460365292	ZBTB5	9	37465712
cg04095468	0.0488115968322006	SECISBP2	9	91933906
cg04096365	0.023623779058014	IFI30	19	18284450
cg04096767	0.683950155655817	WT1	11	32449450
cg04098585	0.74196272918062	CD28	2	204571215
