Hybridization REF	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05
cg06095560	0.0563643284532946	SAE1	19	47633912
cg06096336	0.437018632739251	PSMD1;HTR2B	2	231989800
cg06098051	0.939483945251041	NA	NA	0
cg06100291	0.034903188042043	CLSPN	1	36235882
cg06100324	0.930848376003091	MSLN	16	811347
cg06100991	0.0157896372561556	ELOVL6	4	111119437
cg06101212	0.20977670781705	CLDN3	7	73184220
cg06101225	0.0147152302690155	STIL	1	47780017
cg06101324	0.226520935430385	SPRR1A	1	152955543
cg06105085	NA	ASCC1;C10orf104	10	73976264
cg06106793	0.0143574200306488	PRCC	1	156736771
cg06109724	0.0309218419351248	CDC123;NUDT5	10	12237553
cg06110365	0.0237236885465833	TTLL12	22	43583797
cg06110728	0.0232718995492313	NELL2	12	45270886
cg06111305	0.0254673558206549	RAP2A	13	98086784
cg06111454	0.0255262207598173	NFATC4	14	24837836
cg06112415	NA	CGREF1	2	27342158
cg06114765	0.0373448872324563	USP25	21	17102990
cg06117855	0.0256910602020017	CLEC3B	3	45067788
cg06118312	0.0637663050804936	GZMA	5	54398555
cg06119575	0.164172214380569	TAL2	9	108424905
cg06121469	0.0867772979402204	SPG11	15	44956098
cg06122080	0.0668056456444408	NGLY1;OXSM	3	25831834
cg06123346	0.222356568257561	ATP4A	19	36054519
cg06126510	0.728748115879622	NA	NA	0
cg06130787	NA	KLK10	19	51523550
cg06131859	0.641438646243437	NA	NA	0
cg06131936	0.223289988484052	OSBPL5	11	3187271
cg06132324	0.0216663733634926	XPO5;POLH	6	43544046
cg06132342	0.718513570736385	KRT85	12	52761153
cg06132694	0.0201800475018473	NDST3	4	118955172
cg06134936	0.0198005571139819	HERC4	10	69834491
cg06134964	NA	ITIH1	3	52812033
cg06138027	0.0271341326983597	HNRNPK;RMI1	9	86596281
cg06139836	0.0159311170927481	EBF3	10	131762961
cg06140118	0.0128889445791475	DDX28;DUS2L	16	68056778
cg06141025	0.801804792976261	GYS2	12	21757466
cg06141123	0.0469527234684328	NFE2L2	2	178129829
cg06142324	0.43244191773073	HEPACAM	11	124805538
cg06143901	NA	TCF15	20	591400
cg06144905	0.565737302586557	PIPOX	17	27369780
cg06145308	0.0146850355968225	CNOT4	7	135195101
cg06145357	0.331127994240066	MAGEA8	X	149010149
cg06146910	0.0133992934429947	KBTBD6	13	41706728
cg06147863	0.795525506509282	SPI1	11	47400113
cg06148175	0.116190738227616	ACY3	11	67418148
cg06148264	0.0400011664370653	SERPINB1	6	2841468
cg06150468	0.0338730346097223	BATF3	1	212874085
cg06150803	0.0926052749357758	TNFRSF19	13	24144257
cg06151165	0.0967745504897813	VSX1	20	25062254
cg06151964	0.787175251592065	HPN	19	35531417
cg06154570	0.640776788568462	HEYL	1	40105764
cg06154597	0.59459804394852	GAK;TMEM175	4	924812
cg06156376	0.086620604772218	SHOX2	3	157823814
cg06161738	0.0134446474400516	GALNT11	7	151722986
cg06161930	NA	ZNF787	19	56633191
cg06162003	0.0192591862623491	CBX2	17	77752070
cg06162422	0.449097701908506	HNRNPH2;GLA	X	100663051
cg06165395	0.534395778603524	GRIK3	1	37500790
cg06166767	0.211736179467645	SFRP1	8	41167848
cg06166863	NA	PNN	14	39644186
cg06168050	0.0946044520430555	ZNF207	17	30677336
cg06168324	0.0176650719539092	RBMS1	2	161349637
cg06168449	0.065432825768317	DPF1	19	38714549
cg06171242	0.0289004295819399	ACOT13;TTRAP	6	24667490
cg06171787	0.0750575655301799	MRPL16	11	59578490
cg06172871	0.853053683580375	HP	16	72088244
cg06173079	0.0489161348069565	NA	NA	0
cg06175025	0.0209911460549052	SPTLC2	14	78082992
cg06177698	0.217217784437557	GABRQ	X	151805899
cg06177968	0.039858894043553	WDR55	5	140044542
cg06178072	0.706172241675462	GALNS;TRAPPC2L	16	88922252
cg06179485	NA	TMEM54	1	33367401
cg06183267	0.821647566269277	AFF3	2	100759134
cg06185738	0.0275789363107461	SLC17A6	11	22359868
cg06186808	0.936564962431213	FITM1	14	24600901
cg06186861	0.0515935507377769	ZNF501	3	44771174
cg06186973	0.0119372862677566	YWHAG	7	75988652
cg06187947	0.0329274730215061	GULP1	2	189157042
cg06188683	0.0148646983930466	ANP32A	15	69113451
cg06189133	0.642383059611137	INSL3	19	17931995
cg06189265	0.0254286911460432	GAS5;SNORD76;SNORD75;SNORD77;ZBTB37;SNORD74	1	173837002
cg06189653	0.0280876857029526	PRR7	5	176873332
cg06190053	0.20114288433792	NA	NA	0
cg06190732	0.133910167117263	SERPINA3	14	95078636
cg06191076	0.510267530311525	DIRAS3	1	68516463
cg06191203	0.015921558299004	RIF1	2	152266755
cg06191990	0.161083380008086	TSFM	12	58176640
cg06192619	0.811572768662624	SLC1A6	19	15083616
cg06192753	0.0772952010743313	GADD45GIP1	19	13068297
cg06193382	0.0228396510756339	FAM54A	6	136571195
cg06193397	0.361832360797577	NA	NA	0
cg06194186	0.823401480910088	CPO	2	207803693
cg06194808	NA	TMEM184A	7	1596217
cg06196379	0.598940695834022	TREM1	6	41254885
cg06197006	0.0145625849587028	CRK	17	1359813
cg06197492	0.371312298308092	H19	11	2016605
cg06200013	0.0268638874377265	ATP1B2	17	7554513
cg06200339	0.874783875131215	SOX30	5	157079404
cg06200697	0.199190493991281	CTNND1	11	57528838
cg06201642	0.0194987857373478	ST6GALNAC5	1	77333198
cg06202984	0.0218261435275596	FANCC	9	98079903
cg06204948	0.0754678405403366	MARK2	11	63656090
cg06206626	0.685714244562632	ASPHD2	22	26825900
cg06206628	0.937259648638653	FRMPD2	10	49482826
cg06207460	0.147331182241224	AK3	9	4741011
cg06207804	0.101237941685382	ARTN	1	44398998
cg06208111	0.895917283974459	ITM2A	X	78624108
cg06210526	NA	CYP2F1	19	41619850
cg06211616	0.0297310691625593	SLC22A18AS;SLC22A18	11	2923659
cg06211871	0.0248719647686534	ZNF684	1	40997551
cg06212607	0.018347359742816	GGPS1;ARID4B	1	235491708
cg06213287	0.153691321602902	LIX1	5	96478495
cg06213598	0.189423630569405	ABCA9	17	67058208
cg06214007	0.514204286642247	GBP6	1	89829308
cg06214729	0.0253699954708278	NA	NA	0
cg06215939	NA	MAPK8IP3	16	1755402
cg06216677	0.0127962021738703	TESK1	9	35603842
cg06218044	0.0244118503506515	PREP	6	105851256
cg06220208	0.758380291747263	NA	NA	0
cg06220235	0.0297776460270003	SOCS1	16	11349023
cg06220521	0.0168893893113074	GPR180	13	95254216
cg06220755	0.481156014664827	RAI2	X	17821058
cg06220958	0.111465300070011	MYH2	17	10452851
cg06221259	NA	REEP2	5	137774471
cg06222120	0.0442244322485336	TRNT1	3	3168755
cg06222800	0.878425248211549	NA	NA	0
cg06222851	0.0216751464624577	OGDHL	10	50970358
cg06224510	0.199116493227007	ITIH2	10	7745454
cg06225581	0.0248660893044081	ZMAT2	5	140080094
cg06226384	0.134621776170907	CACNG5	17	64873351
cg06229674	NA	APOBEC3H	22	39492189
cg06230736	0.122063824419441	FLJ45983;GATA3	10	8096650
cg06233473	0.0475037046414763	KPNA5	6	117002773
cg06233503	0.322931790896856	KCNQ1	11	2812674
cg06233985	0.665848341758677	HBB	11	5249528
cg06235429	NA	NDUFV1	11	67373114
cg06235991	0.0266276079990885	L3MBTL2	22	41601581
cg06236061	0.0573480847314792	GLTP	12	110317318
cg06236276	0.527101712510796	SLC22A2	6	160680078
cg06236748	0.0711170409421971	INPPL1	11	71935846
cg06237414	0.0280280611964385	MTX1;THBS3	1	155178670
cg06238491	0.695453549588261	LAIR1	19	54876446
cg06240124	0.0135342839102078	PLK1	16	23690079
cg06240542	0.0189810199496302	CYBASC3;TMEM138	11	61129344
cg06240849	0.0179089178115312	KIAA0494	1	47184738
cg06241300	NA	APOM	6	31623269
cg06242000	NA	ALG3;ECE2	3	183966155
cg06242827	0.0192023615199485	NA	NA	0
cg06243393	NA	TXNDC2	18	9885015
cg06243556	0.0330606986924875	ZSCAN18	19	58609473
cg06244417	0.850689468774589	FCN1	9	137809628
cg06244634	0.933331500770281	TAS2R4	7	141477998
cg06244906	0.710113610629183	ZIM2	19	57307081
cg06245154	0.0163254869040157	ERCC2	19	45873313
cg06247172	0.0118967037550569	C6orf1	6	34216481
cg06248182	0.0416361607673793	ERAL1	17	27181818
cg06250108	0.0292087280859149	TMEM169;PECR	2	216946398
cg06251129	0.0285746643209879	SSR2	1	155990657
cg06251489	0.0200252801620588	STIM2	4	26861983
cg06252382	0.0170247777275302	SLC31A2	9	115913783
cg06252849	0.0333940342648775	AGGF1	5	76326040
cg06253072	0.0820108849827711	C6orf125	6	33679850
cg06253734	0.0186898238604752	ADAM10	15	59042325
cg06254453	0.0223094107877319		6	26250350
cg06255227	0.534547399823642	NPBWR2	20	62738125
cg06255524	0.0227395359122991	DNAJC3	13	96328888
cg06256735	0.44861501837395	NA	NA	0
cg06258834	0.627896041810359	KLK7	19	51487136
cg06259570	0.858580417865934	MMP27	11	102576094
cg06263495	0.0295999152736958	ASCL2	11	2292004
cg06263943	0.490117049912807	CACNA1H	16	1202015
cg06264060	0.712414631362558	MCHR1	22	41075007
cg06268694	0.178864356834125	CELSR1	22	46932642
cg06269001	NA	ENTPD6	20	25176407
cg06269753	0.143769140411778	MSC	8	72755871
cg06270401	0.805149649036681	DYRK4	12	4699085
cg06273569	0.0129796965341938	PMS2L3	7	75157587
cg06273903	0.0647581301197249	UBE2A	X	118707913
cg06274159	0.357289909093924	ZFP42	4	188916867
cg06275635	0.127665064088756	PGLYRP3	1	153283994
cg06276114	0.0341788024843149	BIRC2	11	102217591
cg06276653	0.467732836924057	FAM135B	8	139164635
cg06277277	0.615549951392289	NR1I3	1	161208307
cg06277481	0.0207889081886444	KANK3	19	8408146
cg06277657	0.786069227768295	DGKI	7	137532374
cg06277838	NA	SLC16A2	X	73641370
cg06279414	0.0178576860089526	TRIP11	14	92506140
cg06281719	0.0500447898284801	GMNN	6	24774963
cg06281795	0.0214102591691146	CALB1	8	91095114
cg06282059	0.909624267240693	UBE2E1	3	23846692
cg06282240	0.0089571047372089	CENPJ	13	25497044
cg06284244	0.0145169678957083	YES1	18	813059
cg06284322	0.0351134441563278	TAF7	5	140700662
cg06285340	0.710331434515942	CYP11A1	15	74659901
cg06285486	0.0639767601318948	SART1	11	65729635
cg06286028	NA	HPS6	10	103824819
cg06288351	0.315185978337959	KCNS1	20	43729897
cg06288632	NA	PREB	2	27358152
cg06289589	0.0266942343775928	ANKRD5	20	10015419
cg06290096	0.788638300725629	PHLDB1	11	118475984
cg06290168	0.0132128040258222	NA	NA	0
cg06291334	0.0486242734407717	SPOP	17	47755771
cg06291595	0.0246917108196243	NPC2;ISCA2	14	74960292
cg06291867	0.460099217449704	HTR7	10	92617162
cg06292277	0.0339038060811119	CLCN3	4	170541163
cg06293195	NA	TXN2	22	36878654
cg06295404	0.0304225014358837	SOCS1	16	11350337
cg06295856	0.0416242905896994	CALCA	11	14993642
cg06296021	0.0205126947067085	CDKL3	5	133702588
cg06297145	NA	NFXL1	4	47917042
cg06302803	0.0215432508212833	SNHG4;MATR3	5	138609953
cg06303238	0.919304802304313	SALL4	20	50418959
cg06305312	0.020745007144171	AKR7A2;PQLC2	1	19638330
cg06305609	0.454705306427445	FAM129C	19	17634172
cg06306751	0.262271925195736	F8	X	154251005
cg06307169	0.183170315068801	CASC3	17	38296698
cg06307422	0.0116805657169098	RNF111	15	59279994
cg06307601	0.0163804011298148	FAM49B	8	130952644
cg06308323	NA	DNAI1;C9orf25	9	34459568
cg06310489	0.879691952883957	NA	NA	0
cg06310844	0.314260370691739	PDCD5	19	33072506
cg06311778	0.0171996312399408	TENC1	12	53441582
cg06312477	0.882215791555882	PRSS38	1	228003900
cg06313930	0.427282804882646	MAGEA5	X	151286698
cg06317209	NA	AVIL	12	58210878
cg06318164	NA	NUP188;DOLK	9	131710719
cg06318853	0.639557202352169	NA	NA	0
cg06319346	0.708416613107575	NA	NA	0
cg06319579	0.0433965186469588	C17orf44	17	8127196
cg06320982	0.0489815107430452	SLC38A7	16	58718767
cg06321883	0.0262740420388311	COL19A1	6	70576541
cg06323290	0.692322053312932	HK1	10	71029879
cg06323427	0.0301931786537108	PDCD10;SERPINI1	3	167452563
cg06324048	0.881837332387737	GNAS;GNASAS	20	57427103
cg06324094	0.0423428771981246	JTB	1	153950482
cg06324671	0.821600260946285	KRTAP19-7	21	31933511
cg06325346	NA	VN1R2	19	53761180
cg06325687	0.776453888038322	OPN1MW2;OPN1MW	X	153448957
cg06327515	0.350431964426183	PCDHB14	5	140603261
cg06330324	0.0189970428097752	SLC35E4	22	31031670
cg06330621	0.56289401515578	ZCCHC14	16	87525461
cg06331674	0.0199980781914697	AVL9;LSM5	7	32534854
cg06333435	0.0106368740018663	POLR3D;MIR320A	8	22102724
cg06334093	0.0213416248713702	CCDC28A	6	139094587
cg06334284	0.0157497281505623	PPAP2B	1	57044991
cg06334496	0.0192810410237624	TMEM70	8	74888924
cg06335814	0.0208790893463921	FAM59A	18	30051251
cg06335889	0.018948570605433	CBFA2T2	20	32077519
cg06336792	0.0125881703735256	CREM	10	35415599
cg06337239	0.0593260170246329	DDX58	9	32526578
cg06338119	0.130130479577434	AMMECR1;RGAG1	X	109661862
cg06339657	0.901690844768804	PDE8B	5	76505932
cg06339706	0.512394766839674	PLEKHA4	19	49371285
cg06340713	0.867470617455527	CHM	X	85303427
cg06341721	NA	DAZAP1	19	1406759
cg06344807	0.0244990067454428	SLC9A3R1	17	72745576
cg06346081	0.0336647793560544	PPCS;ZMYND12	1	42921584
cg06347928	0.0175227439761856	IFIH1	2	163175126
cg06347996	0.0297554315650374	DPYD	1	98386915
cg06349174	0.0176312441792716	STIM1	11	3877476
cg06350107	0.42307515106467		X	38210221
cg06350796	0.114575522750331	CXorf41;NUP62CL	X	106449867
cg06351503	0.911341410393329	RDBP;SKIV2L	6	31928060
cg06352750	0.238021428753178	SDPR	2	192711926
cg06353318	0.0480064494641634	OTOP2;USH1G	17	72920378
cg06353345	0.843685606832657	OR51B4	11	5322976
cg06353720	0.0980030214412866	IFIT3	10	91087558
cg06353948	0.950009867634704	NA	NA	0
cg06356454	0.949767593823092	AQP12A	2	241631498
cg06357925	0.0190548599610571	PTPRO	12	15475331
cg06358566	0.0260093410489776	RPIA	2	88991375
cg06361108	0.0109455106382523	CCNF	16	2478781
cg06362985	0.109629781278336	RAB3IP	12	70132208
cg06363129	0.759389094050467	SOSTDC1	7	16505602
cg06363801	0.499585783127731	MOSPD1	X	134049271
cg06366981	0.0539439787090012	HPGD	4	175443243
cg06367117	0.0662506556031245	ALDOC	17	26903928
cg06369854	0.0265156514899036	VDR	12	48299313
cg06374075	0.0475028844925455	ADAM11	17	42836931
cg06376129	0.0422350855773657	DSTYK	1	205180539
cg06377278	0.0466365610849973	RUNX3	1	25256369
cg06378107	0.843478727310537	TMEM133	11	100863057
cg06378357	0.0300890306822235	NA	NA	0
cg06378617	0.846114751195883	KRT23	17	39095141
cg06378976	0.101990817408946	TFEB	6	41703613
cg06379754	0.0349943473090581	CACNA2D1	7	82073573
cg06380007	0.0114727063204279	INO80	15	41408085
cg06381133	NA	FRS3;PRICKLE4	6	41747367
cg06382459	0.0264819272156052	SKI	1	2159373
cg06382698	0.0884094860910494	LOC100302652;ERLEC1;ASB3	2	54015232
cg06383088	0.0456721446692899	XPA	9	100459634
cg06384026	0.0123931851950797	PPFIA1	11	70117429
cg06384053	0.199644645798573	NA	NA	0
cg06384463	0.0285708618143979	BARHL2	1	91182708
cg06384491	0.823797605299762	SPIN2A	X	57163888
cg06385087	0.0116106213250791	CTSZ	20	57581903
cg06386517	0.0122638418139086	GRB10	7	50860866
cg06386533	0.0123669555801888	SOCS5	2	46925753
cg06388544	0.911573452708305	RHD	1	25598878
cg06391468	0.081698332659203	SOX9	17	70117530
cg06391660	0.957067456289692	DCTN1	2	74608183
cg06392096	0.181534130453111	NA	NA	0
cg06392241	0.086738810749336	NUDT4;NUDT4P1	12	93771346
cg06392426	0.0353309055505892	KRI1	19	10676186
cg06392589	0.949872322372699	IL20RB	3	136676846
cg06393290	0.0146697278629396	FGFRL1	4	1004778
cg06394229	0.798639072617694	LGALS4	19	39303775
cg06394897	0.039934382955987	AK2	1	33502464
cg06397510	0.0104161275679753	PTP4A2	1	32403634
cg06397837	0.0225349227078827	HOXA13	7	27240251
cg06398181	NA	ZNF236	18	74536226
cg06399881	0.884880386696384	TMPRSS11B	4	69111391
cg06403126	0.016839778414122	PPP2R2A	8	26149055
cg06403553	0.890389091004815	PGK2	6	49754848
cg06405090	NA	TTLL12	22	43582667
cg06405206	0.152975715424678	NXPH3	17	47652804
cg06407137	0.491556672707532	CD300LB	17	72527515
cg06409153	0.468281098193932	ABCA5	17	67323953
cg06414605	0.0228227413275948	HES1	3	193853892
cg06415153	0.170134843399481	PITPNM2	12	123519476
cg06416685	0.413932741229685	TSPAN6	X	99891793
cg06417225	0.0874475477080108	PEBP1	12	118573533
cg06417705	0.0132349570195202	ETAA1	2	67624590
cg06417962	0.654470295809879	RNH1	11	507970
cg06418184	0.0280640008774569	DCTN3	9	34620572
cg06418219	0.021305879002015	SHC1;CKS1B	1	154948305
cg06418878	0.0167809159042401	BUD13	11	116643266
cg06419771	0.0210908553753819	EHD4	15	42264912
cg06420088	0.101141193096471	MUC1;MIR92B	1	155163590
cg06421707	0.0126878245093192	PYGB	20	25228305
cg06421800	0.806069476273224	NA	NA	0
cg06422693	0.00902935746828141	OCIAD1	4	48833587
cg06422910	0.0164157691071434	COPG2	7	130352926
cg06423920	0.103965048813943	FEZF2	3	62359420
cg06424894	0.101872885493883	SORD	15	45314789
cg06425515	0.857159576276938	NA	NA	0
cg06425556	0.031178536577378	NCOA6	20	33413664
cg06425868	0.0881664570950044	SNX21	20	44463228
cg06426831	0.0293720237728026	SLC35A3	1	100435258
cg06428055	0.62737414958247	ELF4	X	129243872
cg06428195	0.0154881990049655	GOT1	10	101191157
cg06429195	0.928246406445535	DAZL	3	16646582
cg06432655	NA	CLIP3	19	36523405
cg06433658	0.0265035875980883	FAM63A	1	150979092
cg06433995	0.0139044360830521	NOL7	6	13615570
cg06434428	0.93701984359596	HAPLN1	5	83016630
cg06434451	0.557633417350867	MARCKSL1	1	32802291
cg06434470	0.214747520750109	DPP6	7	154429544
cg06435786	0.898361928985892	INPP4A	2	99135014
cg06436504	0.30687226448445	C3orf26;FILIP1L	3	99833735
cg06437004	0.031041624332652	LDHB	12	21810458
cg06437862	NA	TUBA3C	13	19756096
cg06438300	0.0462665541745629	FAM19A2	12	62586587
cg06438404	0.0126700548349561	COX4I1;COX4NB	16	85832847
cg06440646	0.0296209582458087	SMAD1	4	146403418
cg06444558	0.0378301445031106	NA	NA	0
cg06444781	0.610703044473715	HNF1A	12	121416510
cg06445611	0.944835668018016	GABRR2	6	90025053
cg06449653	0.0129941597790268	HNRNPR	1	23670777
cg06452064	0.027383939038016	TRA2A	7	23571393
cg06452647	0.0297937464327927	MCRS1	12	49961750
cg06453691	0.903314642035936	STMN1	1	26218503
cg06454084	0.913190905634307	DACT3	19	47158242
cg06454226	0.544247171484277	NDC80;METTL4	18	2572965
cg06456031	0.0380726276170287	TMEM140	7	134832850
cg06456512	0.0543567279293038	ANP32A	15	69113056
cg06457357	0.503667423421873	KLF8	X	56259243
cg06458239	0.498444742037731	ZNF549	19	58038573
cg06459066	0.0186165000731919	MTHFD1	14	64855287
cg06459327	0.035524254079771	NOP10	15	34635538
cg06459378	0.893667797802172	CYP3A7	7	99333757
cg06461769	0.00989470448505231	TWSG1	18	9335102
cg06461848	0.180586109208962	NA	NA	0
cg06462291	0.02138678242875	NT5DC3	12	104235479
cg06462703	0.977686445460487	CHFR	12	133430564
cg06463913	0.0105794707586741	BET1L;RIC8A	11	207296
cg06465021	0.0199370747735608	FLJ33630;SLC12A2	5	127418547
cg06465194	0.651744137717425	GRIK4	11	120531034
cg06465926	0.0668168476489129	PPP2R3A	3	135685042
cg06466479	0.921511996891821	BRIX1	5	34919428
cg06466797	0.0245635232296203	HERPUD2	7	35735019
cg06468695	0.668773218930669	CCDC42	17	8647944
cg06469542	0.52919165600772	ISM2	14	77965869
cg06470471	0.926655539427101	NA	NA	0
cg06470552	0.0168571806505019	SMC3	10	112327234
cg06470943	NA	SMAP2	1	40839093
cg06471905	0.178799815461152	ADAM11	17	42835688
cg06473539	0.0573232086825064	NOS1AP	1	162039959
cg06475327	0.914201375423123	CEACAM8	19	43099482
cg06476337	0.0819859206323614	NDUFS4	5	52856530
cg06476606	0.0403635285868364	IFIT2	10	91061728
cg06479216	0.464578086458969	NA	NA	0
cg06479426	0.014088050538088	SLCO4A1	20	61274286
cg06479512	0.927724849839818	PNLDC1	6	160221164
cg06481786	0.0506704075855238	RDM1	17	34257936
cg06484397	0.0204659455388669	GLIPR2	9	36137132
cg06487986	0.0121194670267541	PER3	1	7843564
cg06488505	0.341832786684266	LRRC37B2	17	28934075
cg06488678	0.391811261423852	TMPRSS9	19	2390040
cg06489008	0.892220692920479	CST11	20	23433349
cg06489418	0.613558444066345	FTSJ1	X	48334722
cg06489804	0.0182551960749028	FBXW9	19	12807371
cg06490162	0.00993388785340369	C16orf63	16	15982174
cg06490951	0.972247143801697	CETN1	18	580435
cg06490988	0.428853403001816	GATA2	3	128212001
cg06491116	0.132237611083821	MPZL3	11	118122715
cg06491924	0.020192263086307	ZNF613	19	52430334
cg06492206	0.0124507500482128	SLC19A2	1	169455176
cg06493080	0.0439572247701431	HOXB7	17	46688310
cg06493386	0.66435811240626	TRPA1	8	72987797
cg06493930	0.438634796662343	GAS2	11	22689814
cg06493994	0.0248051004814096	SCGN	6	25652602
cg06494770	0.682102281097927	KLHL13	X	117107675
cg06494782	0.642390942299432	KRT72	12	52995446
cg06495347	0.0897633060339131	SUOX	12	56391451
cg06495803	0.789784044466558	CD27;LOC678655	12	6553489
cg06495924	0.0264577827743947	CYC1	8	145149574
cg06496078	0.0150161396284311	C12orf23	12	107350075
cg06496654	0.864839887984988	NA	NA	0
cg06497752	0.012516626756901	COL9A3	20	61448534
cg06497795	0.0182059148818947	ZC3H10	12	56511914
cg06498267	0.224697371623939	HCN1	5	45695922
cg06499565	0.0365253989850098	NDRG3	20	35374747
cg06499652	0.0541309392214284	ARNTL	11	13299410
cg06500079	0.0165830374678777	VPS53	17	619033
cg06500476	0.86438728829629	C4orf19	4	37584954
cg06501070	0.848859685382375	LPAR3	1	85331899
cg06501084	0.155866583517877	KCNH5	14	63568195
cg06501790	0.955943479578877	SLC34A1	5	176811257
cg06502510	0.0277828045696193	ITSN1;CRYZL1	21	35013970
cg06502868	0.0152233666251067	H3F3B	17	73775964
cg06504820	0.373408603607355	DLK1	14	101192273
cg06505666	0.0139166242985929	CKAP2L	2	113522377
cg06506156	0.0144417186597458	TSSC1	2	3381578
cg06506864	0.70917771394966	NPSR1	7	34698188
cg06507244	0.938637358638956	DHX32	10	127569494
cg06507645	0.0443962732513527	NA	NA	0
cg06508445	0.017430879789925	LOX	5	121414088
cg06508934	0.01806498114851	TIMP2	17	76921095
cg06509239	0.126956057945697	OSR1	2	19558569
cg06509940	0.962322711174031	NA	NA	0
cg06510830	0.0165992825278228	C21orf45	21	33651316
