"","seqnames","start","end","width","strand","probeID","Gene_Symbol","mean.Primary.Tumor","mean.Solid.Tissue.Normal","mean.Primary.Tumor.minus.mean.Solid.Tissue.Normal","p.value.Primary.Tumor.Solid.Tissue.Normal","p.value.adj.Primary.Tumor.Solid.Tissue.Normal","status"
"cg08658594","chr12",11062035,11062035,1,"*","cg08658594","TAS2R13;PRR4;PRH1",0.497964210254535,0.855698140276951,-0.357733930022415,1.10649679303616e-08,8.13054998379377e-08,"Hypomethylated in Primary Tumor"
"cg08668790","chr19",58220662,58220662,1,"*","cg08668790","ZNF154",0.551730019798439,0.0593120434686967,0.492417976329743,3.88050916734754e-13,1.58090399694706e-11,"Hypermethylated in Primary Tumor"
"cg08684473","chr19",54761090,54761090,1,"*","cg08684473","LILRB5",0.510501049372482,0.74470113288309,-0.234200083510609,8.23027246149312e-12,1.8653904254022e-10,"Hypomethylated in Primary Tumor"
"cg08704606","chrNA",0,0,1,"*","cg08704606",NA,0.484307173712742,0.721655760309631,-0.237348586596889,7.17494123168532e-09,5.60292031225784e-08,"Hypomethylated in Primary Tumor"
"cg08717396","chr6",27100775,27100775,1,"*","cg08717396","HIST1H2BJ;HIST1H2AG",0.296534855874001,0.526190570708301,-0.229655714834301,1.42263977443171e-05,4.43669040395514e-05,"Hypomethylated in Primary Tumor"
"cg08763351","chr1",152943210,152943210,1,"*","cg08763351","SPRR4",0.597564532245154,0.841161386671259,-0.243596854426105,0.000355153914796966,0.000821991221128092,"Hypomethylated in Primary Tumor"
"cg08768421","chr9",74764504,74764504,1,"*","cg08768421","GDA",0.329029288193868,0.0321218018477627,0.296907486346106,2.290628102792e-12,6.53234943389885e-11,"Hypermethylated in Primary Tumor"
"cg08784110","chr6",160328002,160328002,1,"*","cg08784110","MAS1",0.461736609526349,0.866554271112221,-0.404817661585872,4.59871965965454e-15,6.27906395226407e-13,"Hypomethylated in Primary Tumor"
"cg08788717","chr11",8615506,8615506,1,"*","cg08788717","STK33",0.249079671983343,0.0161526444727344,0.232927027510609,3.39757858281883e-05,9.77698912917683e-05,"Hypermethylated in Primary Tumor"
"cg08793459","chr17",57784647,57784647,1,"*","cg08793459","PTRH2;TMEM49",0.192272578331056,0.439258070543082,-0.246985492212027,1.49015604629258e-07,7.68759458825865e-07,"Hypomethylated in Primary Tumor"
"cg08812936","chr3",178254213,178254213,1,"*","cg08812936","KCNMB2",0.449191725152671,0.182465624098613,0.266726101054058,6.86189607624388e-10,7.55579944778585e-09,"Hypermethylated in Primary Tumor"
"cg08820801","chr19",39465821,39465821,1,"*","cg08820801","FBXO17",0.461395837480303,0.252789720011663,0.20860611746864,2.07254830630601e-05,6.22815003238204e-05,"Hypermethylated in Primary Tumor"
"cg08823182","chr1",153514482,153514482,1,"*","cg08823182","S100A5",0.748709401264835,0.473493201866626,0.275216199398208,7.42968758834072e-16,1.99265990092534e-13,"Hypermethylated in Primary Tumor"
"cg08826839","chr2",163100125,163100125,1,"*","cg08826839","FAP",0.496111610808827,0.22468266648584,0.271428944322987,4.11857819824057e-08,2.51866037535727e-07,"Hypermethylated in Primary Tumor"
"cg08832227","chr12",5020693,5020693,1,"*","cg08832227","KCNA1",0.678589895530607,0.409108611365919,0.269481284164688,2.83436551027941e-10,3.57133224726426e-09,"Hypermethylated in Primary Tumor"
"cg08840010","chr1",8000314,8000314,1,"*","cg08840010","TNFRSF9",0.372144656719564,0.586266241014773,-0.214121584295209,4.67331581521264e-08,2.80535923263857e-07,"Hypomethylated in Primary Tumor"
"cg08849574","chr19",58125953,58125953,1,"*","cg08849574","ZNF134",0.255408947332186,0.0465499252215837,0.208859022110602,2.72279894555601e-09,2.44877993790145e-08,"Hypermethylated in Primary Tumor"
"cg08872493","chr1",23521417,23521417,1,"*","cg08872493","HTR1D",0.353946791293924,0.585605684138038,-0.231658892844114,6.97532178986127e-11,1.10201279525796e-09,"Hypomethylated in Primary Tumor"
"cg08872742","chr16",66400320,66400320,1,"*","cg08872742","CDH5",0.443868679544994,0.137258477260245,0.306610202284749,2.70161599921947e-13,1.21486440811209e-11,"Hypermethylated in Primary Tumor"
"cg08876932","chr11",71955547,71955547,1,"*","cg08876932","PHOX2A",0.414980405596452,0.0883476019946395,0.326632803601812,3.38798369001118e-12,9.06506942425913e-11,"Hypermethylated in Primary Tumor"
"cg08886154","chr7",127256676,127256676,1,"*","cg08886154","PAX4",0.336802598369544,0.634789363793661,-0.297986765424117,1.68488310938992e-14,1.44329777838196e-12,"Hypomethylated in Primary Tumor"
"cg08918749","chr8",19797445,19797445,1,"*","cg08918749","LPL",0.268777645456691,0.0398263438967179,0.228951301559973,1.50803759521571e-08,1.0640331657568e-07,"Hypermethylated in Primary Tumor"
"cg08927738","chr20",52687394,52687394,1,"*","cg08927738","BCAS1",0.178665552125155,0.405643973237049,-0.226978421111893,3.14249375028775e-13,1.34595516540366e-11,"Hypomethylated in Primary Tumor"
"cg08942800","chr6",49681310,49681310,1,"*","cg08942800","CRISP2",0.751409973938164,0.363512595982263,0.387897377955901,4.39087682532447e-12,1.10899174885353e-10,"Hypermethylated in Primary Tumor"
"cg08947964","chr6",90603803,90603803,1,"*","cg08947964","GJA10",0.396217398962031,0.797518801422681,-0.40130140246065,1.00134922693961e-13,5.71123967942341e-12,"Hypomethylated in Primary Tumor"
"cg08952029","chr11",74442900,74442900,1,"*","cg08952029","CHRDL2",0.604093295557221,0.294980122392098,0.309113173165122,7.36402943142078e-11,1.15131310937182e-09,"Hypermethylated in Primary Tumor"
"cg08965527","chr16",84178213,84178213,1,"*","cg08965527","HSDL1;LRRC50",0.21205495485108,0.450941559290401,-0.238886604439321,7.95212505405438e-06,2.63189988750979e-05,"Hypomethylated in Primary Tumor"
"cg08970694","chr11",5290746,5290746,1,"*","cg08970694","HBE1",0.529379530797147,0.751245572466419,-0.221866041669272,0.000196151409456012,0.000480597618666068,"Hypomethylated in Primary Tumor"
"cg08995424","chr12",54070891,54070891,1,"*","cg08995424","ATP5G2",0.347067744220266,0.0483247544014605,0.298742989818805,1.0045899853573e-10,1.49883495232547e-09,"Hypermethylated in Primary Tumor"
"cg09009111","chr18",2847309,2847309,1,"*","cg09009111","EMILIN2",0.342833066915476,0.0492811401376477,0.293551926777828,1.89845325133338e-07,9.52779088868116e-07,"Hypermethylated in Primary Tumor"
"cg09009380","chr1",201252974,201252974,1,"*","cg09009380","PKP1",0.497514572228388,0.240967258261406,0.256547313966982,5.18045554751134e-08,3.07780809677961e-07,"Hypermethylated in Primary Tumor"
"cg09025324","chr6",116691685,116691685,1,"*","cg09025324","DSE",0.365669120740417,0.09847972495074,0.267189395789677,8.64427133725583e-10,9.20353444976544e-09,"Hypermethylated in Primary Tumor"
"cg09037813","chr2",238599761,238599761,1,"*","cg09037813","LRRFIP1",0.354973673273105,0.679380907606196,-0.32440723433309,3.06192246531275e-12,8.3311656064047e-11,"Hypomethylated in Primary Tumor"
"cg09047884","chr22",43484984,43484984,1,"*","cg09047884","TTLL1",0.190671974065228,0.439066150338653,-0.248394176273425,3.00695081984532e-09,2.66287716274745e-08,"Hypomethylated in Primary Tumor"
"cg09053680","chr10",135044114,135044114,1,"*","cg09053680","UTF1",0.477172961499318,0.0488022401909213,0.428370721308397,2.35860040979483e-11,4.45032735613632e-10,"Hypermethylated in Primary Tumor"
"cg09061733","chr11",57364841,57364841,1,"*","cg09061733","SERPING1",0.672265544756001,0.219046808663377,0.453218736092624,3.84731421539287e-15,5.62832090640168e-13,"Hypermethylated in Primary Tumor"
"cg09082287","chr1",65730494,65730494,1,"*","cg09082287","DNAJC6",0.489904843502583,0.0846158017165997,0.405289041785984,2.87015363445494e-13,1.26046181736131e-11,"Hypermethylated in Primary Tumor"
"cg09087901","chr6",161123803,161123803,1,"*","cg09087901","PLG",0.378508691524699,0.618257143844147,-0.239748452319448,5.72942324131103e-13,2.18037459803203e-11,"Hypomethylated in Primary Tumor"
"cg09088193","chr17",39122765,39122765,1,"*","cg09088193","KRT39",0.85180059122707,0.648831204406567,0.202969386820504,4.2512540711975e-10,5.1026373452322e-09,"Hypermethylated in Primary Tumor"
"cg09096031","chr2",198540569,198540569,1,"*","cg09096031","RFTN2",0.590004881538152,0.281622767629489,0.308382113908663,3.94524839489186e-14,2.70983235025971e-12,"Hypermethylated in Primary Tumor"
"cg09099744","chrNA",0,0,1,"*","cg09099744",NA,0.596894239111844,0.132448866893853,0.46444537221799,2.17065337785705e-14,1.72800883214634e-12,"Hypermethylated in Primary Tumor"
"cg09120035","chr8",143961145,143961145,1,"*","cg09120035","CYP11B1",0.477663752624331,0.817711352976049,-0.340047600351718,1.1325031758262e-13,6.2688363754763e-12,"Hypomethylated in Primary Tumor"
"cg09126273","chr12",15475767,15475767,1,"*","cg09126273","PTPRO",0.298802712840683,0.0471622573678938,0.251640455472789,1.61006168536704e-09,1.56754882064105e-08,"Hypermethylated in Primary Tumor"
"cg09144786","chrX",117479692,117479692,1,"*","cg09144786","WDR44",0.399662729728031,0.621479603491253,-0.221816873763223,4.04112620734123e-11,6.97109742153067e-10,"Hypomethylated in Primary Tumor"
"cg09173897","chr14",94639732,94639732,1,"*","cg09173897","PPP4R4",0.530682992959325,0.306348471801994,0.224334521157331,4.41272510571115e-08,2.66955649587987e-07,"Hypermethylated in Primary Tumor"
"cg09191626","chr11",13983986,13983986,1,"*","cg09191626","SPON1",0.573388944222901,0.343750899238738,0.229638044984163,1.2921979515711e-08,9.297964755971e-08,"Hypermethylated in Primary Tumor"
"cg09196959","chr6",30104440,30104440,1,"*","cg09196959","TRIM40",0.332885925537287,0.647008532215934,-0.314122606678647,5.92572459461786e-11,9.57680411708362e-10,"Hypomethylated in Primary Tumor"
"cg09214254","chr6",168841455,168841455,1,"*","cg09214254","SMOC2",0.268509867513142,0.0518567685784984,0.216653098934644,1.47405195788389e-09,1.45270851089966e-08,"Hypermethylated in Primary Tumor"
"cg09220361","chr5",161494515,161494515,1,"*","cg09220361","GABRG2",0.295225358356603,0.048713536202108,0.246511822154495,1.16456684089459e-10,1.70699585936982e-09,"Hypermethylated in Primary Tumor"
"cg09243021","chr7",142985019,142985019,1,"*","cg09243021","TMEM139;CASP2",0.560774928406982,0.206786529941158,0.353988398465824,4.42044116083015e-10,5.27200205994401e-09,"Hypermethylated in Primary Tumor"
"cg09260089","chr10",134599860,134599860,1,"*","cg09260089","NKX6-2",0.385745016390886,0.0368426066444478,0.348902409746438,2.46688168620452e-13,1.13190178225054e-11,"Hypermethylated in Primary Tumor"
"cg09261015","chrX",103499647,103499647,1,"*","cg09261015","ESX1",0.490582629306423,0.246927334712962,0.243655294593461,9.26604163753799e-11,1.39635218763942e-09,"Hypermethylated in Primary Tumor"
"cg09272256","chr10",5238881,5238881,1,"*","cg09272256","AKR1C4",0.661547160040161,0.300330014896181,0.36121714514398,2.56333504162167e-11,4.75303499199132e-10,"Hypermethylated in Primary Tumor"
"cg09290866","chr10",6020369,6020369,1,"*","cg09290866","IL15RA",0.463964200507533,0.160007061880666,0.303957138626867,2.93331807437099e-09,2.60895076579171e-08,"Hypermethylated in Primary Tumor"
"cg09304624","chr8",75735733,75735733,1,"*","cg09304624","PI15",0.7074471958187,0.488914577439451,0.21853261837925,1.60488886885828e-10,2.22364952807554e-09,"Hypermethylated in Primary Tumor"
"cg09390792","chr11",44881444,44881444,1,"*","cg09390792","TSPAN18",0.739220047860064,0.939315828135002,-0.200095780274938,1.83307191725319e-10,2.49379693380417e-09,"Hypomethylated in Primary Tumor"
"cg09396217","chr8",108510286,108510286,1,"*","cg09396217","ANGPT1",0.493264360025204,0.234803765061531,0.258460594963673,2.94617139783399e-05,8.59102969477116e-05,"Hypermethylated in Primary Tumor"
"cg09404633","chr1",201915446,201915446,1,"*","cg09404633","LMOD1",0.444959503835174,0.176926719435466,0.268032784399708,1.26177616167486e-08,9.11107536742721e-08,"Hypermethylated in Primary Tumor"
"cg09406238","chrX",63615383,63615383,1,"*","cg09406238","MTMR8",0.534512364784254,0.284501571366077,0.250010793418178,1.38780113014291e-08,9.89110144289456e-08,"Hypermethylated in Primary Tumor"
"cg09411212","chr3",119379220,119379220,1,"*","cg09411212","POPDC2",0.895523938691415,0.659544980233429,0.235978958457987,3.78532751697417e-15,5.61050287038888e-13,"Hypermethylated in Primary Tumor"
"cg09448875","chr10",101542449,101542449,1,"*","cg09448875","ABCC2",0.536520123692467,0.739195010215552,-0.202674886523085,0.000126189834293744,0.000321271417878151,"Hypomethylated in Primary Tumor"
"cg09453312","chr5",156608118,156608118,1,"*","cg09453312","ITK",0.520149970120388,0.72753340685263,-0.207383436732242,7.02546090702515e-06,2.35530667819002e-05,"Hypomethylated in Primary Tumor"
"cg09467501","chr17",42083193,42083193,1,"*","cg09467501","PYY;NAGS",0.397445899684184,0.149392634674456,0.248053265009728,0.0149276794361815,0.0245891416259218,"Hypermethylated in Primary Tumor"
"cg09478478","chr1",158322845,158322845,1,"*","cg09478478","CD1E",0.404237408347343,0.753391503443559,-0.349154095096216,1.14426193762591e-09,1.17337629461876e-08,"Hypomethylated in Primary Tumor"
"cg09479015","chr19",36347919,36347919,1,"*","cg09479015","KIRREL2",0.252042707466505,0.018902968152893,0.233139739313612,1.49948903485388e-12,4.70501232120099e-11,"Hypermethylated in Primary Tumor"
"cg09492887","chr7",103085978,103085978,1,"*","cg09492887","SLC26A5",0.509840132553982,0.246707027747421,0.263133104806561,5.17202917085144e-07,2.30414564346672e-06,"Hypermethylated in Primary Tumor"
"cg09495977","chr4",8271507,8271507,1,"*","cg09495977","HTRA3",0.304509887492106,0.0599941890395056,0.244515698452601,2.31110278480378e-07,1.13115000301639e-06,"Hypermethylated in Primary Tumor"
"cg09499849","chr2",158695158,158695158,1,"*","cg09499849","ACVR1",0.505950760767813,0.136795452362767,0.369155308405046,4.71681752918936e-13,1.85130979294612e-11,"Hypermethylated in Primary Tumor"
"cg09516965","chr14",52734529,52734529,1,"*","cg09516965","PTGDR",0.500478582839591,0.0560024497696616,0.444476133069929,1.88237136490653e-10,2.54396787522371e-09,"Hypermethylated in Primary Tumor"
"cg09555879","chr19",42569956,42569956,1,"*","cg09555879","GRIK5",0.528548155529978,0.785476255998835,-0.256928100468857,2.14870952933881e-09,2.00448351910866e-08,"Hypomethylated in Primary Tumor"
"cg09582042","chr13",95253676,95253676,1,"*","cg09582042","GPR180",0.423639665284706,0.116280502899927,0.307359162384779,4.19627584114616e-10,5.03933360475383e-09,"Hypermethylated in Primary Tumor"
"cg09595479","chr12",49689212,49689212,1,"*","cg09595479","PRPH",0.567550225589752,0.326923619045968,0.240626606543784,5.36769884163119e-06,1.85587610808946e-05,"Hypermethylated in Primary Tumor"
"cg09606564","chr17",19290353,19290353,1,"*","cg09606564","MFAP4",0.525572663764401,0.301301663801405,0.224270999962996,2.45231629123249e-10,3.15704192715296e-09,"Hypermethylated in Primary Tumor"
"cg09626984","chr8",11566096,11566096,1,"*","cg09626984","GATA4",0.539397709909316,0.168159535905732,0.371238174003584,1.07880620653318e-14,1.06447749954505e-12,"Hypermethylated in Primary Tumor"
"cg09636671","chr1",201915873,201915873,1,"*","cg09636671","LMOD1",0.274844934141129,0.0241020443932099,0.250742889747919,2.06958024937781e-09,1.94111463106714e-08,"Hypermethylated in Primary Tumor"
"cg09649610","chr1",235814039,235814039,1,"*","cg09649610","GNG4",0.684421453125678,0.175822797320199,0.50859865580548,1.59005597356921e-12,4.92742380034949e-11,"Hypermethylated in Primary Tumor"
"cg09656934","chr1",179561500,179561500,1,"*","cg09656934","TDRD5",0.459664748869673,0.151443049756364,0.308221699113309,7.71221997575945e-07,3.29069325442963e-06,"Hypermethylated in Primary Tumor"
"cg09697386","chrNA",0,0,1,"*","cg09697386",NA,0.162075952091346,0.377434409218069,-0.215358457126723,5.49201271303288e-09,4.44271290527532e-08,"Hypomethylated in Primary Tumor"
"cg09786257","chr5",95768695,95768695,1,"*","cg09786257","PCSK1",0.594246508988519,0.295681742112272,0.298564766876247,3.78532751697417e-15,5.61050287038888e-13,"Hypermethylated in Primary Tumor"
"cg09816471","chr16",11761860,11761860,1,"*","cg09816471","SNN",0.51947275611545,0.25088477870117,0.268587977414281,2.32619616884342e-06,8.79605127356048e-06,"Hypermethylated in Primary Tumor"
"cg09828634","chr21",31859610,31859610,1,"*","cg09828634","KRTAP19-2",0.683204324331534,0.886889980950496,-0.203685656618961,2.04967790669088e-07,1.0166709282219e-06,"Hypomethylated in Primary Tumor"
"cg09829319","chr6",10882238,10882238,1,"*","cg09829319","GCM2",0.340384422748843,0.0307683248696341,0.309616097879209,2.78543456894068e-11,5.11852001661213e-10,"Hypermethylated in Primary Tumor"
"cg09837977","chr7",110731201,110731201,1,"*","cg09837977","LRRN3;IMMP2L",0.787638516315008,0.32970174908201,0.457936767232997,1.14148737708509e-16,8.29566745753225e-14,"Hypermethylated in Primary Tumor"
"cg09847584","chr12",131002386,131002386,1,"*","cg09847584","RIMBP2",0.536054139451002,0.948063982749142,-0.41200984329814,4.73262826462059e-16,1.59136391303936e-13,"Hypomethylated in Primary Tumor"
"cg09851465","chr1",60539671,60539671,1,"*","cg09851465","C1orf87",0.611679178155348,0.249378083149843,0.362301095005505,5.24152931304821e-11,8.61944626961045e-10,"Hypermethylated in Primary Tumor"
"cg09868882","chr7",126883640,126883640,1,"*","cg09868882","GRM8",0.501867392563541,0.813958306953911,-0.31209091439037,6.27886181640935e-09,4.99316900324342e-08,"Hypomethylated in Primary Tumor"
"cg09871043","chr6",51952361,51952361,1,"*","cg09871043","PKHD1",0.250947446473808,0.481565054408744,-0.230617607934936,5.58361458483905e-15,7.06703668437298e-13,"Hypomethylated in Primary Tumor"
"cg09872233","chr17",4544925,4544925,1,"*","cg09872233","ALOX15",0.281821773895767,0.0251746900327627,0.256647083863004,4.09697480626407e-11,7.04585842826895e-10,"Hypermethylated in Primary Tumor"
"cg09873258","chrNA",0,0,1,"*","cg09873258",NA,0.726520560503009,0.259677098826437,0.466843461676572,3.09540367288181e-13,1.33339100088631e-11,"Hypermethylated in Primary Tumor"
"cg09936561","chr4",9783623,9783623,1,"*","cg09936561","DRD5",0.384152717153608,0.117092154514644,0.267060562638963,1.27572652730002e-12,4.15931156780639e-11,"Hypermethylated in Primary Tumor"
"cg09937039","chr14",75989203,75989203,1,"*","cg09937039","BATF",0.109768954842026,0.323126315025902,-0.213357360183877,7.22587045422628e-15,8.26353479508954e-13,"Hypomethylated in Primary Tumor"
"cg09945801","chr8",30890139,30890139,1,"*","cg09945801","PURG;WRN",0.494994222323105,0.171859455927528,0.323134766395577,8.42585134443377e-10,8.98797371869074e-09,"Hypermethylated in Primary Tumor"
"cg09997082","chr19",46170946,46170946,1,"*","cg09997082","GIPR",0.361713774137086,0.578356598238275,-0.21664282410119,1.0096705407601e-07,5.46274438347364e-07,"Hypomethylated in Primary Tumor"
