Hybridization REF	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05
cg08048656	0.014849101189046	SMARCE1	17	38804199
cg08049198	0.0224555261034615	AGPAT1;RNF5P1;RNF5	6	32145904
cg08052882	0.020853105568297	NNT	5	43602666
cg08054038	NA	PVRL2	19	45348674
cg08056146	0.0188468178114806	SOX7	8	10588013
cg08056903	0.0182771982517254	GPHN	14	66974163
cg08057475	0.588439816721503	SLC30A4;C15orf21	15	45803341
cg08062469	NA	SPAG5	17	26926627
cg08063013	0.013342268402692	COX8A	11	63742144
cg08063724	0.0150877962890499	MYCL1	1	40367097
cg08064891	0.0140990124603985	PTOV1	19	50355254
cg08067268	0.0808414128879337	HADHB;HADHA	2	26466485
cg08067365	0.0175770330837786	ISG15	1	948893
cg08069899	0.0567531391710617	CCND2	12	4383770
cg08072716	0.593832620328531	GPR62	3	51989692
cg08074477	0.477270508084732	TNS4	17	38657949
cg08076508	0.507323280802652	PHF8	X	54070176
cg08077345	NA	PLEKHA4	19	49372273
cg08077673	0.427505664360334	MEST	7	130126368
cg08079693	0.014228257559148	CHD6	20	40247090
cg08080029	0.0547268761719549	CHD5	1	6239970
cg08081036	0.0554119941935747	ANXA2	15	60690219
cg08081407	0.0517281426688617	ARF4	3	57583693
cg08081725	NA	NDE1	16	15743607
cg08082692	0.811649022773723	CHST15	10	125805493
cg08083689	0.0246409798017634	ACOX3	4	8442326
cg08084415	0.0319249560539068	ZNF507	19	32836414
cg08085165	0.921717816592892	NUP37	12	102511411
cg08085267	0.248117797001999	C17orf57	17	45401833
cg08088390	0.351112804644942	DEFB125	20	68170
cg08088989	0.41831995973661	ZNF280A	22	22874447
cg08089301	0.0239871565548381	HOXB4	17	46655561
cg08090396	0.0205161817414023	NEK4	3	52805200
cg08090640	0.0670462633299484	IFI35	17	41159289
cg08090772	0.0160387792335417	ADHFE1	8	67344640
cg08093211	0.37948978430432	CSTF2	X	100075588
cg08093278	0.0104759612266051	RANBP3	19	5977699
cg08093398	NA		20	25382007
cg08095532	0.948754903069119	PSMA4	15	78831288
cg08096010	0.892882194335631	SAG	2	234216562
cg08096038	0.938245222943475	SFRS18	6	99861729
cg08096946	0.061267523625678	DIRC2	3	122514224
cg08097657	0.801472922893522	SEMA3B	3	50313996
cg08097755	0.103768101143983	VGF	7	100808488
cg08097882	0.380572831549162	POU4F1	13	79177516
cg08097973	NA	LRTOMT;NUMA1	11	71793051
cg08099701	0.913169601039877	GABRA5	15	27160007
cg08100497	NA	NRG2	5	139422525
cg08101172	0.0529845243656833	PSIP1	9	15510857
cg08101264	0.470396309657817	ACOT8;ZSWIM3	20	44486710
cg08102619	0.0202822547110915	TIAL1	10	121356777
cg08103676	0.036508935474839	MARCH6	5	10354563
cg08104838	0.907033514919956	NA	NA	0
cg08107272	0.0434688424401194	NA	NA	0
cg08107767	0.0112336759524442	MRPS17	7	56019574
cg08108311	0.0296649641921072	WNK4	17	40932746
cg08108641	0.651663567240617	NTNG2	9	135042030
cg08108953	0.303258340638857	NA	NA	0
cg08109646	0.760280456427158	ZNF683	1	26698634
cg08109815	0.574915368303808	NMBR	6	142409831
cg08110559	0.0564098227397802	KCTD9	8	25314954
cg08113203	0.797621638778627	NA	NA	0
cg08113913	0.0153027390150075	CCDC74B	2	130902424
cg08115510	0.0275356619389696	AMOTL2	3	134092715
cg08116137	0.0836057658548695	NAT8;ALMS1P	2	73870653
cg08118311	0.102204431618535	NA	NA	0
cg08120190	0.0121066390268502	C7orf36	7	39606280
cg08121954	0.935003675429826	TDO2	4	156825203
cg08122545	0.0179922240703486	HES4	1	936500
cg08123074	0.0704760859781973	PHACTR4	1	28764523
cg08124030	0.359586128074036	TM4SF1	3	149095283
cg08124399	0.673954626349173	DDX43	6	74104868
cg08124722	0.747643475624612	CCL7	17	32597714
cg08126211	0.083293305906628	KAAG1;DCDC2	6	24357720
cg08128768	0.209659278766068	DAB2IP	9	124462182
cg08130265	NA	C15orf5;SGK269	15	77519170
cg08132711	0.121353509324869	FGFBP2	4	15964743
cg08132767	0.0175803182078064	ARL1	12	101801241
cg08132931	0.0198688479434599	ADD2	2	70994962
cg08136806	0.457472140892509	KRT6C	12	52867793
cg08136893	0.0263371863173419	C7orf10;C7orf11	7	40173882
cg08137040	0.147862576534822	ZNF800	7	127033695
cg08137716	0.944918329118552	TTLL6	17	46871905
cg08139833	0.0141740306044612	NDUFS8	11	67798212
cg08141463	NA		3	119310381
cg08141806	0.021663751831124	FBXO21	12	117628520
cg08141873	0.0240281682793735	HRAS	11	534632
cg08141989	0.572097623383495	ASGR1	17	7082562
cg08142684	0.0273774632228655	TCP1	6	160209868
cg08145177	0.250091521495982	ABHD8	19	17413767
cg08145590	0.0326208970797603	C3orf15	3	119422161
cg08145625	0.0291050972850299	TRAM1L1	4	118006405
cg08146221	0.0760636422926402	PTMS	12	6875198
cg08147886	0.00898939542620868	ACSL3	2	223726576
cg08149333	0.0123900604297699	SLC25A24	1	108742407
cg08151281	0.0367251376264004	DCAF6;BRP44	1	167905380
cg08151470	0.245544975600906	UBE4B	1	10092299
cg08156349	0.0136247036242367	MEF2D	1	156470327
cg08157292	NA	PPP1R7	2	242090620
cg08157579	0.024121427207788	SERHL2	22	42949829
cg08157638	0.947293573072953	VANGL1	1	116194194
cg08158289	0.116116755760996	NA	NA	0
cg08158331	0.0319719406152191		2	85645548
cg08158570	0.0197395466729682	ZNF503;C10orf41	10	77160935
cg08158860	0.0253089678360083	NA	NA	0
cg08159444	0.370408349133217	PNMA5	X	152160229
cg08162572	0.00913754409774582	CSE1L	20	47663143
cg08162780	0.050532005797309	GDF15	19	18497064
cg08163803	0.0519328430370921	EFHA1	13	22178600
cg08164315	0.0217237882496467	PTGER4	5	40679182
cg08164900	0.00994162591766272	PDZD8	10	119134712
cg08166982	0.0322066545628005	CSDE1	1	115300440
cg08169325	0.0147697790456935	STX2	12	131324123
cg08170622	0.0238595836691051	CCND1	11	69455877
cg08172935	0.0119514622660273	AMZ2	17	66244127
cg08173535	0.0323992896256895	NR6A1	9	127533861
cg08174003	0.0218642013091522	ZNF600	19	53289933
cg08176609	0.00934328579840747	POMGNT1	1	46664284
cg08176694	0.698662381493481	PITPNM2	12	123519157
cg08177017	0.0348246780206581	FAM178A	10	102672368
cg08177445	NA	FATE1	X	150884746
cg08179530	0.0129351503208416	CDKN1A	6	36648295
cg08179907	0.0880505567189377	RAB39	11	107798967
cg08183114	0.0246786684072492	PBX2	6	32158284
cg08185241	0.108764898457048	G0S2	1	209848864
cg08185661	0.108000471025872	SYT9	11	7273498
cg08186124	0.021956586668158	LZTFL1	3	45883676
cg08186362	0.0416292321673178	HRH3	20	60794868
cg08190044	0.0368645223726094	ATP8B2	1	154298335
cg08190291	0.025369511397563	ADAMTS5	21	28339442
cg08191854	0.0569172894444694	TRPM2	21	45773294
cg08191915	0.431471629679523	PANX3	11	124481614
cg08195505	0.0281097427853198	ETV5	3	185826362
cg08197122	NA	DSCC1	8	120868512
cg08197201	0.0129587768031167	ERC1	12	1099823
cg08198102	0.032370088745041	PTPLA	10	17658575
cg08198370	0.0145572176365765	MRPS15	1	36930120
cg08198480	0.0382083372945915	LOC285696	5	17216222
cg08201421	0.815476195346493	TNNC2	20	44456151
cg08203715	0.0387178460049078	ST3GAL4	11	126226154
cg08205655	0.0359672934729574	USP18	22	18632997
cg08205865	0.410057639498406	ADCY10	1	167883379
cg08207256	0.106291477669827	DNM2;MIR638	19	10828848
cg08209133	0.218618517466389	SLC10A4	4	48485624
cg08209724	0.0328022514930344	MIR632;ZNF207	17	30677138
cg08210616	0.0336864724681935	NA	NA	0
cg08211091	0.0433115573424791	NAT8L	4	2061923
cg08211967	0.0177729966967177	AKAP13	15	85923708
cg08212685	NA	ATG10	5	81268071
cg08214029	0.372777837585247	CCL18	17	34391478
cg08214328	0.0330045696597247	CTPS2	X	16731095
cg08214957	0.934196939576635	CDR1	X	139866495
cg08216720	0.0269358837919823	NA	NA	0
cg08216792	0.0248281337071517	LIG4	13	108868060
cg08216808	NA	ARPC2	2	219081385
cg08220793	0.00842272096812139	TSEN2	3	12526042
cg08221207	0.0366366725728723	FEZ1	11	125366421
cg08222185	0.0397270464206975	ADARB1	21	46494823
cg08222514	0.0625771040598812	SENP6	6	76312378
cg08222662	0.0379828609361342	ZC3HAV1	7	138794752
cg08223235	0.811977437353707	BCL2	18	60903834
cg08223748	0.0129154421380309	MEF2C	5	88179260
cg08228917	0.0225811081827979	LHFP	13	40177062
cg08229627	0.0168699285237285	NPHP1	2	110962613
cg08229694	0.0166417922488631	IMMT	2	86422197
cg08233088	0.0285172989277801	RSL24D1	15	55489563
cg08233173	0.034647725172628	ATP6V0E1	5	172410692
cg08235271	0.0475347321472446	NA	NA	0
cg08241785	0.291574711863811	F2RL2;IQGAP2	5	75919281
cg08242020	0.0215022634834598	RTN3	11	63448782
cg08242323	NA	POLR2D	2	128615134
cg08242493	0.0210172593195571	MGEA5	10	103578316
cg08244028	0.586551178132948	DHFR;MSH3	5	79949339
cg08244522	0.023601485114073	THBD	20	23030533
cg08245487	0.947448591483759	GSG1	12	13249133
cg08245789	0.981417875534833	ENTHD1	22	40289538
cg08247612	0.749503529634212	NHLH1	1	160336486
cg08248532	0.390154508621191	PRDX4	X	23685453
cg08250444	0.0101160423524511	EFNA1	1	155100078
cg08251036	0.937552987397694		2	135008923
cg08251399	0.697593040480191	EHD3	2	31457608
cg08253405	0.873600420734391	AKNAD1	1	109401072
cg08254089	0.34628949382271	BPI	20	36933189
cg08254263	0.796332825765321	NA	NA	0
cg08256027	NA	PLAGL1	6	144334733
cg08256260	0.0108777761614146	KCTD13	16	29937746
cg08256691	0.888219477444119	RIT1	1	155881846
cg08256781	0.920902600837147	ACSBG2	19	6135510
cg08258650	0.189759606090657	SLC1A2	11	35441900
cg08259617	0.0132923922067727	GADD45B	19	2476129
cg08260891	0.590725358120497	CTSA;NEURL2	20	44518802
cg08260959	0.0654091078723345	HIST1H4F	6	26240920
cg08261094	0.219831726124056	SFRP4	7	37956276
cg08261177	0.0168827531486796	ALDH16A1	19	49956824
cg08261666	0.0204285751434809	VAMP2	17	8066251
cg08261841	0.597240361552509	TMEM139	7	142982463
cg08262933	0.323895465057595	MORF4L2	X	102941498
cg08263357	0.725908957318471	HYMAI;PLAGL1	6	144329780
cg08263647	0.272277297138406	LXN;GFM1	3	158390769
cg08265265	0.0199469655176922	SLC39A3	19	2740053
cg08268099	0.619180560431676	OLFM1	9	137966584
cg08268266	0.0378758131461126	LITAF	16	11680284
cg08269321	0.0170499924537032	RPRML	17	45056057
cg08270477	0.0148854006110396	NCRNA00188;SNORD49B;SNORD49A	17	16342776
cg08271519	0.029448871636542	TM9SF2	13	100153373
cg08274234	0.0374419855071579	SEMA3E	7	83277971
cg08274552	NA	SLC4A3	2	220491834
cg08278554	0.0382815052580497	C15orf48	15	45722919
cg08283293	0.0141586431202958	RNF44	5	175964814
cg08284151	0.431848891789494	DPPA3	12	7864122
cg08284180	0.00728251257164419	DCAF8	1	160232170
cg08284598	0.81929102817404	SLC4A11	20	3218145
cg08285151	0.476909239547517	HDAC9	7	18534872
cg08286169	0.017508037614837	PEX3;ADAT2	6	143771981
cg08287471	0.128694099226466	NEK6	9	127020658
cg08289932	0.0255890912801885	SHB	9	38068663
cg08290212	0.0178664318726929	BSCL2;GNG3	11	62473659
cg08290628	NA	CORO2B	15	68936551
cg08291000	0.500828910780967	SGCE;PEG10	7	94285960
cg08291098	0.110417584519023	STMN3	20	62285239
cg08291539	0.0152198038687787	DENND4A	15	66084447
cg08292050	NA	WDHD1;SOCS4	14	55492636
cg08292112	0.0172975640352136	UBE2K	4	39699959
cg08293367	0.0316360152380255	YPEL1	22	22089752
cg08293760	0.0174853363499729	RAB3GAP2	1	220445750
cg08296824	0.0282140330466645	OSBPL3	7	25019901
cg08299045	0.0135125680109708	MRPL55	1	228296964
cg08300622	0.43853311739883	SCML2	X	18372963
cg08300860	0.943906458787502	LDB3	10	88428257
cg08301503	0.348403538899972	C6orf227	6	33561188
cg08302713	0.038573122262385	GCLC	6	53409850
cg08303146	0.0119481107228961	KCNQ1	11	2466655
cg08304608	0.875959489021978	TUBB1	20	57594200
cg08305742	0.0229102328363631	KRCC1	2	88354927
cg08307039	0.0182770090771487	TRIM23;C5orf44	5	64920116
cg08307092	0.0332577099101737	HIST1H3D;HIST1H2BF;HIST1H2AD	6	26200174
cg08307580	NA	ZNF193	6	28192892
cg08307816	0.0251671304571153	DEGS2	14	100626192
cg08307963	0.432891924462426	GJA5	1	147245485
cg08308257	NA	SMNDC1	10	112064994
cg08308286	0.0145426955566831	SFRS2;MFSD11	17	74732409
cg08308510	0.966974498241885	C20orf173	20	34117596
cg08312191	0.0225852421592533	SNRPG	2	70520937
cg08313788	0.0171360713459359	ROD1	9	115095520
cg08314660	0.657980754365323	PKP3	11	394199
cg08315187	0.038267048076442	PERP	6	138428131
cg08315277	0.980836698339058	PKDREJ	22	46659398
cg08315770	0.0426674487697465	KCNK17	6	39281885
cg08317263	0.312290198923446	CCDC69	5	150603169
cg08319238	0.103349668350371	BCAM	19	45312525
cg08319404	0.324401598457425	NA	NA	0
cg08319991	0.017874080630967	UCHL1	4	41259283
cg08321272	0.010223610479735	SLC30A9	4	41992621
cg08321330	0.729910375488083	TPSB2	16	1280834
cg08321346	0.274039037511235	NA	NA	0
cg08324796	0.0539015515193965	GPKOW	X	48979771
cg08328671	0.0350753911301059	BDKRB2	14	96671262
cg08331313	0.418825936119382	SPARC	5	151066460
cg08331840	0.931023467369047	KCNU1	8	36746760
cg08331960	NA	SLC9A3R2	16	2076597
cg08332212	0.866501939836083	MLN	6	33770850
cg08332868	0.0164106188643182	RBM19	12	114404181
cg08335125	0.885122757502798	ERCC6;PGBD3	10	50732297
cg08338368	0.924089173686707	IL26	12	68620926
cg08339208	0.0111829580134238	SIKE1	1	115323327
cg08341667	NA	ZNF488	10	48354387
cg08341874	0.0412492644874187	VMO1	17	4689655
cg08341924	0.795287976767744	TGM1	14	24731542
cg08341978	0.0149068376626237	RERE	1	8878227
cg08342270	0.15441911188677	TLE3	15	70389114
cg08343834	0.11941658776073	PMP22	17	15168658
cg08343943	0.0158448960336664	ALDH9A1	1	165668116
cg08346269	0.0252965889365792	BLOC1S1	12	56110020
cg08347423	0.0192518954377103	ERP44;INVS	9	102861153
cg08347960	0.176583584694445	NA	NA	0
cg08348496	0.0237584989939057	HAPLN3	15	89438671
cg08348900	0.0722656045948446	VIP	6	153072083
cg08348962	0.0411752154492173	ILDR2	1	166944393
cg08349573	0.0118306925654428	C1QTNF1	17	77020243
cg08349806	0.109515113882346	NA	NA	0
cg08350173	0.0145404354061463	B2M	15	45003678
cg08351105	0.0141640777707039	FOSL2	2	28614671
cg08351143	0.0139929159776775	UBE2R2	9	33817857
cg08351331	0.773478498372214	LBP	20	36975083
cg08353062	0.0143176408024516	UGDH	4	39529052
cg08353146	0.0380105697542283	TMCC2	1	205196756
cg08355340	NA	MPHOSPH6	16	82203585
cg08355944	0.0179763093378598	SLC37A3	7	140097778
cg08356693	0.645395661778183	NA	NA	0
cg08358671	0.0372406296707425	IVNS1ABP	1	185286807
cg08359956	0.526612276086856	TMEM176B;TMEM176A	7	150498205
cg08360728	0.277655329526919	GPATCH3	1	27226980
cg08361238	0.411259591880692	PTGFRN	1	117452304
cg08364102	0.0466636439371067	NA	NA	0
cg08365982	0.91524213003806	CAV3	3	8775601
cg08366126	0.0259955354915635	FUCA1	1	24194505
cg08367026	0.0134218700492123	C12orf47;MAPKAPK5	12	112280616
cg08367223	0.510373261203781	C19orf54;SNRPA	19	41255304
cg08367703	0.0130609682997221	SDCCAG3;PMPCA	9	139304491
cg08367838	0.0586112003333563	YIPF5;KCTD16	5	143549786
cg08368934	0.529048728830045	GPR97	16	57701455
cg08369065	0.0457517465769444	NA	NA	0
cg08370996	0.0595738616812084	NR2F2	15	96874031
cg08372326	NA	HABP4	9	99212096
cg08373610	0.0404785296070695	RFTN2	2	198540621
cg08374799	0.414440932896782	ITGB7	12	53601050
cg08375941	0.61868264710599	GPR15	3	98250382
cg08376864	0.0310973421566618	MGC2889;HRASLS	3	192958726
cg08377000	0.818006668937177	TIGD2	4	90033921
cg08379517	NA	LRRC25	19	18509505
cg08380205	NA	SPSB4	3	140769691
cg08380539	NA	CTBS	1	85039702
cg08383063	0.0146191985558015	RB1	13	48877434
cg08383315	0.169479446823888	RIC3	11	8190565
cg08385610	0.752066418003037	LZTS1	8	20112683
cg08388746	0.0777884012231777	TMEM59;C1orf83	1	54518349
cg08390021	0.00909837571179762	C18orf54	18	51884793
cg08390209	0.723069477082959	CDKN2BAS;CDKN2B	9	22005563
cg08390254	NA	ATP1A2	1	160084779
cg08392591	0.053067602883365	ANKRD11	16	89556376
cg08393006	NA	SFRS14;ARMC6	19	19144964
cg08393541	0.0194997017027494	NUDC	1	27248425
cg08394377	NA	RIMS3	1	41132022
cg08395365	0.172009339981108	MCCC1	3	182817479
cg08395706	0.012450157221259	ZNF646;ZNF668	16	31084501
cg08395899	0.0480596989953505	UPF2	10	12085052
cg08397758	0.0475586671995979	PYROXD2	10	100174853
cg08398233	0.125068370054434	CAMK2N1	1	20811641
cg08399444	0.951793393828033	GSG1	12	13248548
cg08400019	0.0216714173217152	NSUN6	10	18940404
cg08400120	0.0205279821005962	PRKCI	3	169940839
cg08402568	0.93371607135544	IL34	16	70680817
cg08403419	0.624713054040638	RXFP4	1	155911238
cg08404225	0.194704830579283	IL5RA	3	3151899
cg08404227	0.0116776293220622	SLCO3A1	15	92397279
cg08408988	0.0177079899842037	KCTD10;UBE3B	12	109915371
cg08409225	0.0366846981600914	OBFC2B	12	56617737
cg08411049	0.570267795839457	SERPINB5	18	61144250
cg08411435	0.114890176367845	PPP1R1B	17	37784024
cg08412305	0.0145167792683541	DCAF6;BRP44	1	167904990
cg08413153	0.0898059541534187	SNX11	17	46185283
cg08413366	0.0187054669803158	PPP3CB	10	75255930
cg08413469	0.0167504052525943	DEPDC1	1	68962940
cg08416046	0.485731913954964	IRS4	X	107979569
cg08417687	0.0221688577381647	SNX3	6	108582627
cg08418111	0.45326307563864	LDHC	11	18433745
cg08418332	0.792869511018523	CCL19	9	34691001
cg08418747	0.0116999726803411	PMS2L5;STAG3L2	7	74306526
cg08418978	0.953481286037487	CLDN10	13	96085969
cg08419026	0.0177323473210742	SLCO5A1	8	70747067
cg08420085	0.0134729950790023	ZDHHC24;ACTN3	11	66313549
cg08420900	0.894365573882069	NA	NA	0
cg08422599	0.0336478671883497	KCNIP1	5	169931092
cg08424423	0.571451920619001	CDSN;PSORS1C1	6	31088188
cg08424427	0.0261984698103943	SNORD95;GNB2L1	5	180670815
cg08426384	0.0494461191768773	ADCK1	14	78266734
cg08427977	0.302907764620871	C10orf72	10	50323832
cg08428707	0.0173350396183557	CHMP4B	20	32398882
cg08430598	0.915550576054238	CST1	20	23731367
cg08431931	0.551311862793502	WBP2NL	22	42394659
cg08432727	0.107323874820702	SOX11	2	5831722
cg08433095	0.909930019264611	DYX1C1	15	55801069
cg08433538	0.0419447469269163	RALGPS1	9	129676714
cg08434152	0.0168967077854143	MOBKL1B	2	74405770
cg08434234	0.0196399936017792	DGKI	7	137531173
cg08434396	0.506685445165833	ASFMR1;FMR1	X	146993778
cg08434547	0.0175380048828668	KAT2A	17	40272901
cg08439468	0.0233874505631684	BICD2	9	95526812
cg08440125	0.0176693596959113	HIBADH	7	27702596
cg08440425	0.0573372287737388	NA	NA	0
cg08441170	0.0887645557165353	MYO3A	10	26223100
cg08441546	0.0347214408526516	METTL9	16	21610370
cg08441806	0.443679210707959	NKX6-2	10	134599149
cg08443351	0.0176734327690375	ARHGAP19	10	99052545
cg08445039	0.106584579920537	FKBP9	7	32997659
cg08446111	0.175055688660399	LONP2	16	48279428
cg08448040	0.0230281877609144	HDAC11	3	13521693
cg08448751	0.888759524040065	SEMA3G	3	52479601
cg08450168	NA	RAB42	1	28918231
cg08450982	0.435317085758946	NUMBL	19	41195910
cg08451957	0.808831041092546	FOXD4L1	2	114256406
cg08452348	0.752391235975298	CATSPER3	5	134303703
cg08453021	0.0212443910807933	ELMO1	7	37488575
cg08453096	0.774899939183306	ABCG5;ABCG8	2	44065893
cg08453968	0.0152009251126267	NXT1	20	23331934
cg08455548	0.094983428792809	PCDH11Y	Y	4867968
cg08458170	0.975850390638776	TSHZ3	19	31770476
cg08458487	NA	SFTPD	10	81709191
cg08459368	NA	SCGB2A1	11	61974948
cg08460026	0.845961626771907	CTLA4	2	204732474
cg08460435	0.054120715903946	C1orf59	1	109203610
cg08461397	0.0302337320021922	SNTB2	16	69220726
cg08462247	NA	MYEOV2	2	241075202
cg08462292	0.0180857918006361	PTBP2	1	97188168
cg08463061	0.0305634263585008	RND3	2	151344332
cg08463485	0.127398832568356	ILDR1	3	121740927
cg08465510	0.0440417674771983	SLC26A11;SGSH	17	78193874
cg08465774	0.826976110335635	IDO1	8	39771756
cg08465862	0.0177050829247972	PFKP	10	3109459
cg08466074	0.0575596281947515	C11orf58	11	16760365
cg08466883	0.0342404426899986	KCTD3	1	215741318
cg08468689	0.0832502904575832	GHDC	17	40346680
cg08469834	0.0485490086653611	CASP4	11	104839074
cg08471713	0.960491599253195	MEOX1	17	41738893
cg08472583	0.0437166590161969	CRCP	7	65580288
cg08473533	0.0147352179820133	GNPTG;C16orf42	16	1402333
cg08474603	0.881014883488238	CRP	1	159684431
cg08475088	0.602893289058765	NLRP9	19	56249291
cg08475827	NA	RIF1	2	152266230
cg08477744	NA	MFAP2	1	17308032
cg08478189	0.0218400484382311	KLF7	2	208030666
cg08480367	NA	SRPX	X	38080608
cg08487038	0.0134657597438413	UHRF2	9	6413045
cg08487374	0.0146487417526668	TSC22D4	7	100076562
cg08489623	0.564176679485441	SEPT14	7	55902220
cg08490173	0.0327717203675434	FEM1C	5	114880508
cg08491025	0.020870615556432	SLC16A1	1	113498799
cg08491125	NA	ISG20	15	89181942
cg08491964	0.499261341189678	TCF4	18	53255771
cg08492707	0.0172513149622804	IFNAR1	21	34696952
cg08493463	0.606900138102329	ENPP6	4	185139078
cg08494812	0.0225208757087392	TAF1B	2	9983427
cg08495878	0.931243836129251	SERPINA4	14	95027859
cg08496601	0.616158327442553	EBP	X	48380420
cg08496998	0.945199661449932	RNF216	7	5822206
cg08497766	0.0501896745782984	IL15RA	10	6019877
cg08500346	0.0586419570390936	CTSH	15	79237654
cg08504049	0.0630866245323705	ZNF264	19	57702917
cg08504583	0.861382653545576	SLAIN1	13	78315584
cg08504905	0.0141782883102262	LENG1	19	54663436
cg08505473	0.0178242986300539	PRIMA1	14	94255513
cg08507270	0.915552944506989	TAS2R8	12	10961076
cg08508325	0.0595619359795682	CARS	11	3079039
cg08509737	0.94615849224268	ATG7	3	11340277
cg08510456	0.480073079181172	BSN	3	49591008
cg08512940	0.0147931265967074	PRPF40B	12	50016787
cg08513100	0.0187144635669171	UBE2B	5	133706722
cg08514736	0.0185426798114927	CCNO	5	54529368
cg08516400	0.0422858412642982	NA	NA	0
cg08519865	0.0215181865804242	MED7	5	156569391
cg08519905	0.369141344422809	CD9	12	6308774
cg08521225	0.649049928429073	TTR	18	29171977
cg08524221	0.0586606229936357	SFRS2;MFSD11	17	74732291
cg08524525	0.0108202351355172	LOC729338;BBS12	4	123653978
cg08525145	0.323990499419354	RXFP4	1	155911361
cg08525207	0.0196379517482528	RPS7	2	3622752
cg08525481	0.0110225673669747	OGFR	20	61436809
