Hybridization REF	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05
cg05029288	0.0096182766023549	UGDH	4	39529354
cg05032550	0.00910063371013948	C14orf2	14	104387812
cg05032943	NA	SFRS4	1	29508776
cg05037688	NA	EGFL7	9	139556554
cg05038053	0.0254811356343786	NR1H3;ACP2	11	47270240
cg05038121	0.063220598780933	FAH	15	80444758
cg05038209	NA	MAP1LC3B;FBXO31	16	87426147
cg05038977	0.0865387223216369	EIF4A1	17	7476167
cg05039054	0.339087836558774	DMD	X	33357782
cg05040360	0.86679152387986	MS4A6E	11	60102449
cg05040429	0.0164634091180264	SAMD12	8	119633844
cg05040447	0.0106241879206893	UQCRQ	5	132202635
cg05044994	0.657091089142456	LPP;FLJ42393	3	187896605
cg05045383	0.0186469921064146	RAE1	20	55926193
cg05045528	NA	GPR107	9	132815702
cg05045781	0.014323920831538	FHL3	1	38471474
cg05046097	0.511187667693227	MMRN2;SNCG	10	88717926
cg05047411	0.541629758605258	MAGEA8	X	149009895
cg05050341	0.407585915322274	ENG	9	130617534
cg05051316	0.00982496471505816	TMED1	19	10946973
cg05052633	0.0199451001762486	ADAP2	17	29249485
cg05055150	0.685853864891198	MAG	19	35783292
cg05055720	0.0441361642761356	TCTA;RHOA	3	49449599
cg05056120	0.0813219099707736	EBF1	5	158527702
cg05057057	0.0517661020363501	DDX56	7	44613977
cg05058973	0.759003261312413	GHRHR	7	31002599
cg05059825	0.0185606974488743	HNRNPUL2;TTC9C	11	62495950
cg05060602	0.0355907966708732	DCTD	4	183838922
cg05060662	0.0145962529174839	HIST4H4	12	14923882
cg05062178	0.0210909492424679	ITGB5	3	124605247
cg05063104	0.304220153330541	SLC5A8	12	101603329
cg05064181	0.692800775771428	ABLIM1	10	116445398
cg05064352	0.0431859367963504	PHF21B	22	45406545
cg05064673	NA	PTPRU	1	29562604
cg05065037	0.0219269699519631	ZCCHC6	9	88969928
cg05065690	0.03446063324233	DDX23	12	49246007
cg05067286	0.194191575948109	TMEM45B	11	129686365
cg05067973	NA	TRIB3	20	360745
cg05069385	0.0188912678695753	FKBPL	6	32098247
cg05070690	0.976716492835013	MOV10L1	22	50528752
cg05071677	0.692065763997198	OR2V2	5	180581950
cg05072008	0.554628015371877	FIGNL1	7	50518647
cg05072951	0.012627287787207	CAPN1	11	64949398
cg05073035	0.12348608455653	ZIC1	3	147127193
cg05073845	0.0296405719165809	FOXO1	13	41240516
cg05076631	0.0593911843134319	PGF	14	75422152
cg05078019	0.594277799188379	PDE6B	4	619392
cg05079045	NA	APBB1	11	6440803
cg05079794	0.0326974622166416	IMPDH1	7	128050616
cg05086873	0.0128258386889893	RIC8A	11	208948
cg05086993	0.0308612377234486	TAS1R1;NOL9	1	6614664
cg05087948	NA	CTSF	11	66336197
cg05088386	NA	ELF2	4	140060774
cg05088512	0.0522323527207752	DKKL1;TEAD2	19	49866817
cg05089059	0.020936792144717	IMPDH1	7	128049863
cg05089968	0.831123611786518	PRR18	6	166722773
cg05090725	0.0317518369746295	RAB39	11	107799287
cg05091653	0.148796067580278	SP100	2	231281474
cg05093686	0.302928598093774	MAB21L1;MIR548F5;NBEA	13	36050788
cg05094216	0.33838914182438	MED12L;P2RY12	3	151101921
cg05095674	0.0242618530295	NA	NA	0
cg05098471	0.0126726790551069	MEIS1	2	66662163
cg05098732	0.0228021480880253	FOXA3;SYMPK	19	46367776
cg05101920	0.079480875167769	KCNJ10	1	160040217
cg05102817	0.811472491435818	RBM18;MRRF	9	125028279
cg05103623	0.120629988848321	TAGAP	6	159466458
cg05104081	0.944379441627259	KIAA0802	18	8717011
cg05105069	0.120958241097474	TCEAL7	X	102585354
cg05105913	0.312396532970574	XYLT2	17	48422990
cg05106502	0.846298145035827	SKAP1	17	46506947
cg05107152	NA	KLC4;MRPL2	6	43026774
cg05109049	0.764917668786389	NF1;EVI2B	17	29641333
cg05111036	0.0498496160910509	NA	NA	0
cg05111110	0.903319544377102	PC;LRFN4	11	66625278
cg05111829	NA	SUPV3L1	10	70940483
cg05112299	0.452283070376341	NA	NA	0
cg05112986	0.0368725883367303	SUPT3H;RUNX2	6	45346247
cg05113558	0.758074876224619	FOXH1	8	145702343
cg05113908	0.0463938268266369	GYG2	X	2747136
cg05114625	0.0148612940770144	CDC27	17	45266880
cg05116896	0.0185506990953258	CD2BP2	16	30366237
cg05119218	0.656582023121849	NA	NA	0
cg05119831	0.0182224930273099	PTPRN2	7	158380179
cg05120641	0.0145610120378773	CHAC1	15	41245706
cg05120715	0.0564432984932092	UGCG	9	114659593
cg05122605	0.0531705476260334	MAEA	4	1283721
cg05125838	0.519133531763896	UCN2;COL7A1	3	48601585
cg05126264	0.93660898745644	NA	NA	0
cg05127380	0.0244267110589618	STIP1	11	63953685
cg05127924	0.402809005212739	FBXW10	17	18647524
cg05129930	0.0116889579040344	PFKL	21	45719797
cg05130485	0.605852792975799	CASP8	2	202098257
cg05131524	0.0505945745375027	ADAM22	7	87563251
cg05131835	0.774302825315258	NA	NA	0
cg05134796	0.304402382806113	ENOPH1;HNRPDL	4	83352783
cg05135156	0.0362211181009848	C1orf21	1	184355420
cg05135288	0.511639819578483	RHOT2;WDR90	16	717707
cg05139924	0.0175415705407277	LZTR1	22	21336424
cg05140736	0.642614983056673	SLC26A11;SGSH	17	78195518
cg05141400	0.487342319318783	MAGEB4	X	30260122
cg05141870	0.0167202334160014	MIR423;CCDC55	17	28444127
cg05142115	0.0176832530728295	GGCT	7	30544301
cg05142373	0.0688204680250567	FZD1	7	90894714
cg05142576	0.0580286188571994	NA	NA	0
cg05144089	0.016638548433095	SNORA14B;TOMM20	1	235292386
cg05146205	0.0115210227001635	CUX1	7	101458365
cg05146762	0.0432007862148457	GTF2IRD1	7	73868174
cg05149586	NA	SDSL	12	113859869
cg05150177	0.146215944267053	NA	NA	0
cg05152459	0.50585213148339	MAGEE2	X	75005087
cg05154390	0.104578393362893	MRPS15	1	36929274
cg05155595	0.472514412023144	ANXA4	2	70008161
cg05156613	0.974911942175023	ACTL7B	9	111618129
cg05157725	0.151268926029827	COL21A1	6	56112484
cg05158538	0.0584732663665815	PPARGC1A	4	23891486
cg05158615	0.159104350829629	NPY	7	24323559
cg05159188	0.0351736922250594	HIST1H4F	6	26240579
cg05159732	0.758139307775544	HCRT	17	40337534
cg05160935	0.0217770983550051	MED30	8	118532754
cg05161795	0.68884289514217	ZDHHC3;EXOSC7	3	45018949
cg05163057	0.140698307277493	SPPL2B;LSM7	19	2329403
cg05163071	0.66107876315027	RETNLB	3	108476540
cg05163206	0.637068703296858	NA	NA	0
cg05163348	0.0747323133056468	RPP30	10	92631428
cg05163588	NA	LIMK1	7	73498778
cg05164185	0.0330219812216058	CCND1	11	69456412
cg05164634	0.272103496101873	WNT10B	12	49366538
cg05165580	0.139092210341352	ADAT1	16	75657337
cg05168404	0.219548900412449	SLC29A4	7	5321726
cg05170326	0.0110972873235535	LPCAT3	12	7125723
cg05171367	NA	HIP1	7	75368241
cg05173789	0.0127600744713735	RPLP0	12	120639210
cg05174079	0.754164579201154	NA	NA	0
cg05179880	0.121105365549012	PDCD7	15	65426293
cg05180295	0.289427197613099	NA	NA	0
cg05181279	NA		11	11982794
cg05181565	0.00850811492689526	SSU72	1	1509872
cg05184394	0.2759078542664	FAM123C	2	131512773
cg05185584	0.793742749033202	KCNJ11	11	17410182
cg05186188	0.807273238967876	AQP8	16	25228569
cg05187322	NA	CARD14	17	78152328
cg05189291	0.0159999191069511	THG1L	5	157158457
cg05190718	0.692234919160633	CASQ2	1	116310712
cg05191071	0.369182367259132	NA	NA	0
cg05191792	0.0947895031788731	WRNIP1	6	2765113
cg05193832	0.896279460660084	KCNJ1	11	128736844
cg05194726	0.03628704605091	NRIP2	12	2944480
cg05197908	0.0368184193021904	NA	NA	0
cg05200311	0.00777691157279185	DEK	6	18264737
cg05200606	0.0626249333587875	CCND1	11	69457819
cg05200628	0.525243884170436	CD48	1	160681760
cg05203877	0.0410682250427789	SLC8A3	14	70655686
cg05205664	0.0211549067521939	UCP2	11	73694566
cg05206587	0.616328304418763	GLRA2	X	14547880
cg05206661	0.497075763375013		2	11271531
cg05208153	0.769394134900033	C9orf25;C9orf24	9	34398637
cg05208878	0.579055136479698	PRAME;LOC648691	22	22901596
cg05209463	NA	C4orf10;MFSD10	4	2935884
cg05209917	0.441694438505866	CNTN6	3	1134730
cg05210526	0.0113001899973093	PGM1	1	64059049
cg05213296	0.763353649388485	RPF2	6	111302729
cg05215575	NA	SEPT12;LOC440335	16	4838722
cg05216141	0.123298775504293	ETV7	6	36354960
cg05217755	0.0102039345701574	ERF	19	42758976
cg05218490	0.0300643972583995	ORC4L	2	148778969
cg05219900	0.0159531262882001	TLN1;CREB3	9	35732569
cg05221167	0.043861438832149	ZNF560	19	9609397
cg05221264	0.941831690448151	CELA2A	1	15783513
cg05222924	0.107768459186163	WT1	11	32450486
cg05225390	0.0349954137102288	ZW10	11	113644407
cg05225996	0.0486458953873938	ZNF205;MGC3771	16	3163017
cg05226008	0.107400790609501	DLC1	8	13372132
cg05227963	0.101887903527234	RFC5	12	118454258
cg05228408	0.188724823699079	CLCN6;MTHFR	1	11865352
cg05229898	0.00808391318868536	EGR1	5	137801343
cg05232067	0.0162471631877968	BNIP3L	8	26240888
cg05232889	0.161385786933166	FOXP2	7	114055419
cg05236037	NA	ZNF202	11	123612483
cg05236474	0.0139682895972337	C17orf59	17	8093493
cg05237543	0.0219713969522594	MTDH	8	98656054
cg05238794	0.182740976964261	NA	NA	0
cg05241571	0.802463050524187	KRTDAP	19	35981224
cg05242523	NA	KLK14	19	51588750
cg05242945	0.0248444628779002	RPSA	3	39447984
cg05243804	0.140282906535215	FECH	18	55254238
cg05243815	0.0214776724921734	STRAP	12	16035684
cg05243874	0.0270611901415406	NA	NA	0
cg05243909	0.0501879444400805	NTHL1;TSC2	16	2097910
cg05244766	0.916755521070592	GSTP1	11	67350499
cg05245515	0.218567182724207	SLC39A2	14	21467273
cg05245861	0.043235620864632	C18orf34	18	31020511
cg05246522	0.777227093062426	KSR1	17	25798973
cg05248470	NA	LILRB2	19	54785348
cg05248781	0.902791736072924	LCE5A	1	152483199
cg05249393	0.0359740836510153	LDLR	19	11199883
cg05250458	0.133100846731142	ZNF177	19	9473565
cg05250673	0.0143185441011429	NA	NA	0
cg05251000	0.145591165091152	FREQ	9	132935664
cg05252264	0.386633024387589	FCAR	19	55385587
cg05253159	0.374016069308753	SH2B2	7	101928560
cg05253327	0.81370099683537		2	62420915
cg05254049	0.569636092294887	SYN1	X	47479662
cg05254747	0.69641018881929	SLC39A14	8	22223937
cg05256043	0.48359331870582	DCT	13	95131951
cg05257479	0.0121969424192978	WARS2	1	119683279
cg05257610	0.14192820568701	CEBPZ;C2orf56	2	37457596
cg05259765	NA	CYTH4	22	37677244
cg05260966	0.114887284025946	SYN3;TIMP3	22	33197394
cg05261289	0.0186391771753644	STARD7	2	96874823
cg05261299	NA		12	52437299
cg05261824	0.849841208895862	ZNF165	6	28046730
cg05262335	0.358100452367387	TAGAP	6	159466062
cg05263682	0.0284625770467644	RNGTT	6	89673273
cg05266460	0.811352299342771	LOC91316;RGL4	22	24032819
cg05266781	0.0545749844590497	IRX5	16	54965492
cg05270634	0.0389160292836023	RND2	17	41177445
cg05275231	0.0673933456825579	DCAF13;SLC25A32	8	104427896
cg05275605	0.840876921992131	NCRNA00175;COL18A1	21	46844883
cg05275752	0.0839508042102397	GALM	2	38892887
cg05276137	0.0129375172596312	SLC2A4RG	20	62370796
cg05279707	0.0706224120337158	ADNP	20	49547986
cg05279864	NA		7	87109319
cg05280555	0.0256676082519588	CNOT10	3	32727089
cg05284582	0.0166570493108866	DNAJC18	5	138775061
cg05284724	0.0331167309529274	TTC26	7	138818658
cg05286874	0.00616959156319504	ABCA1	9	107690485
cg05287690	0.111933288281233	FBXW7	4	153456344
cg05288569	NA	KLHL11	17	40021733
cg05288803	0.0107909105085102	SYN3;TIMP3	22	33198055
cg05289701	0.025864113317168	C12orf11;FGFR1OP2	12	27090805
cg05290904	0.0283675513802299	RBBP5	1	205091401
cg05291178	0.937862684667702	C3orf24	3	10149466
cg05292376	0.619096408484206	AATK	17	79095236
cg05293216	0.597033768461178	FANCG	9	35080812
cg05293407	0.0535027184328683	TRIM27	6	28891967
cg05294095	0.0115378825735127	PSMD8	19	38865080
cg05294243	0.186439633563163	KLK13	19	51569106
cg05294455	0.809894062037999	MYL4	17	45286609
cg05300132	0.944807833625891	EXD2	14	69676275
cg05301102	0.0411798217169034	STX6	1	180992117
cg05301852	0.873545615455787	FABP1	2	88427827
cg05303448	NA	AACS	12	125549535
cg05306006	0.038002222751789	RPE	2	210867127
cg05306176	0.13526317575852	KDSR	18	61034324
cg05306735	0.0295296143142683	ZNF273	7	64363575
cg05307923	0.0151930653482717	ADARB2	10	1779667
cg05308484	0.0137395298660659	C12orf5	12	4429999
cg05308617	0.0390179113867242	ARMC8	3	137906066
cg05310071	0.0273346179638596	PIGL	17	16120569
cg05311623	0.0353095097037824	ANXA5	4	122618007
cg05313261	0.0461237207184299	MAPK3	16	30134350
cg05316065	0.422513080134644	GSDMC	8	130799007
cg05318777	0.0725616414797504	BBS7	4	122791956
cg05321960	0.0458117588594393	KIAA0907	1	155904084
cg05322019	0.817093784996452	SEMA4G	10	102732323
cg05322222	0.19995411470157	TMEM151A	11	66059064
cg05323436	0.0159965631238733	LAMB2	3	49171185
cg05325699	0.0792609731524177	HAP1	17	39890756
cg05327750	0.088217053053716	RBM41	X	106361572
cg05330360	0.591136309001624	ZPBP2	17	38023993
cg05331214	0.47419940245493	SCN7A	2	167343774
cg05333568	0.142724428907766	C1orf65	1	223566794
cg05334239	0.0300587598253411	C15orf57	15	40857495
cg05334253	0.0193574199435662	NDEL1	17	8338877
cg05335315	0.211557293344064	JAG2	14	105635708
cg05337441	0.123219652797366	APOB	2	21266568
cg05337966	0.00895350800942604	C13orf1	13	50510151
cg05338155	0.0144775350067769	IFIT5	10	91174651
cg05338167	0.678383779037673	CALML4	15	68498251
cg05339305	0.0107853822699277	CCDC85B	11	65657822
cg05339472	0.0146928113583061	EIF1AX	X	20159528
cg05341115	NA	HYAL4	7	123485591
cg05341670	0.0155891180824373	TMEM59;C1orf83	1	54518153
cg05341878	0.718867191261176	NA	NA	0
cg05342835	0.364351636015892	SYNC	1	33160791
cg05343453	NA	C7orf45	7	129847153
cg05345286	0.0321402488425511	MDFI	6	41606641
cg05346140	0.788214260789936	HSPB9	17	40275057
cg05346899	0.0238888896392383	LASS4	19	8273912
cg05347567	0.042046196487467	ZC3H10	12	56512408
cg05348123	NA	SCRG1	4	174321584
cg05348272	0.0110160327497759	TBCD	17	80710049
cg05348870	NA	TNFSF14	19	6671045
cg05350879	NA	SPARCL1	4	88451223
cg05352541	0.00807321041084702	PITPNB;LOC284900	22	28315563
cg05352668	0.74831366394824	C1orf127	1	11023756
cg05354432	0.0258780597567473	LEF1;LOC641518	4	109089890
cg05357320	NA	ZNF317	19	9251080
cg05358291	0.537610833780863	CYP4F2	19	16009219
cg05358404	0.396356059804665	RTEL1	20	62288950
cg05360220	0.0271453094344753	NA	NA	0
cg05360265	0.0447867977802597	STXBP5	6	147525477
cg05361373	0.0315326535868695	PYCARD	16	31213883
cg05361811	0.0383514260412231	UTP20	12	101674038
cg05362516	0.0160340344180668	IRX5	16	54965089
cg05362669	0.084472993193341	PTPRG	3	61547285
cg05364569	0.802618305915639	NA	NA	0
cg05365525	0.0147876313311911	DEPDC6	8	120885882
cg05365670	0.359306769604259	LPCAT1	5	1524551
cg05365729	0.228331584972821	LOXL2	8	23262073
cg05366401	0.0148105927770507	TM9SF1	14	24664722
cg05367858	0.0147941798084942	RNF141	11	10562295
cg05368089	0.0159691960438644	PFDN5	12	53689374
cg05368341	0.0342582162367894	SYT6	1	114696465
cg05368762	0.0105719666560788	TMBIM6	12	50135785
cg05368942	0.0474538208686643	RBM15	1	110881960
cg05369142	0.00766749532504638	ALS2CL	3	46735009
cg05369166	0.0674387711748015	NFASC	1	204797507
cg05372736	0.608081891762452	NA	NA	0
cg05373276	0.0079464652850033	NA	NA	0
cg05373457	0.136086269866995	KCNS2	8	99439948
cg05373692	0.119848414209049	ZDHHC15	X	74743375
cg05375800	0.0136146988523217	WDR31	9	116102362
cg05376895	0.62093761089635	PNMA3	X	152225366
cg05376954	NA	FPR1	19	52255673
cg05379350	0.177781299962458	GIT1	17	27917157
cg05380570	0.0206892540903675	ARHGEF10L	1	17866686
cg05380910	0.771156932118921	STOML3	13	39564046
cg05380982	0.128862386689536	KCNJ6	21	39288378
cg05382123	0.0166358422410302	C1orf94;CSMD2	1	34632585
cg05382565	0.0171223644834758	HMGXB3;TIGD6	5	149380781
cg05382730	0.0129081498772227	PHB2;EMG1	12	7080038
cg05384917	0.920047939968349	GPR109B	12	123200953
cg05385377	0.0473561305994723	TMEM51	1	15480844
cg05386606	0.112281406417736	BCL7B	7	72972279
cg05388361	0.0167466682324596	STAT2	12	56754238
cg05389024	0.182682791032455	KBTBD10	2	170366131
cg05389183	0.0351687738326477	PPIC	5	122372942
cg05389335	0.0450980218097833	TACR3	4	104641319
cg05390437	0.0161688908654245	NA	NA	0
cg05392265	0.546521142527104	DIRAS3	1	68516453
cg05393484	0.919972061892536	OR6A2	11	6818466
cg05394497	0.0293590580872962	DCAF17;METTL8	2	172290564
cg05395196	0.0141209289046004	HSF2	6	122720661
cg05395995	0.018533765199651	NA	NA	0
cg05396987	0.0339806809129986	TMEM155;LOC100192379	4	122686269
cg05397738	0.530722677032083	PGRMC1	X	118369571
cg05399360	0.0159730266402185	MICB	6	31466003
cg05399553	0.0264477992473416	SNRPB	20	2451552
cg05399697	0.689413207769751	NA	NA	0
cg05399707	0.0100719921330731	TRIP10	19	6739813
cg05401645	0.00537245113132297	FAM134C;TUBG1	17	40761567
cg05402265	0.0296788778019655	ICK	6	52926119
cg05403071	0.0120390772366593	SNAI1	20	48599682
cg05404787	0.911887842258803	C2orf48	2	10281526
cg05406101	0.898348463591934	RWDD2B	21	30392219
cg05409038	0.0776864834401987	TEX261	2	71221890
cg05409601	0.019987810995693	CCNG2	4	78077912
cg05411032	0.0123722634831323	CLPTM1	19	45459158
cg05412136	0.0303544215812836	CLTA	9	36191352
cg05412531	NA		8	125183758
cg05413282	NA	PRSS3	9	33796088
cg05414225	0.0237251251127878	C9orf6;IKBKAP	9	111696926
cg05414338	0.0194983962008709		6	26250347
cg05417615	0.0296450201667657	SLC10A7	4	147443478
cg05417950	0.0636292095414847	NUDT6;SPATA5	4	123843025
cg05417985	0.0175029955360484	ENPP1	6	132128945
cg05418129	0.86263191351842	NA	NA	0
cg05418487	0.134237813724795	KCNQ1	11	2466889
cg05419984	NA	PIGX;C3orf34	3	196438463
cg05420896	0.12845362938197	DCC	18	49867488
cg05421555	0.0157328500798061	AKAP13	15	85924342
cg05421673	0.0460142358882632	NOG	17	54671575
cg05421688	0.042170195750829	FAM163A	1	179711859
cg05421946	0.0118158283394995	ABHD6	3	58223373
cg05422352	NA	COPS7B	2	232650747
cg05423257	0.961050736979479	ALPI	2	233321600
cg05428978	0.021951853717201	CDCA7	2	174219986
cg05429895	0.17483373772714	TLR4	9	120466640
cg05432118	0.0342922166124582	PRKAB1	12	120105824
cg05433460	NA	ARHGAP1;ZNF408	11	46720913
cg05434957	0.00899363098647496	ICA1	7	8301435
cg05435853	0.0185432970347685	RNF41	12	56615825
cg05436231	0.0847311605441932	CD164L2	1	27709789
cg05436658	NA	PRKCB	16	23847568
cg05437059	0.442226488523269	KCNE1L	X	108868775
cg05439318	0.013326183271032	CYB5B	16	69458329
cg05439368	0.540913883553391	TRIM69	15	45028098
cg05440218	NA	KIAA0196;NSMCE2	8	126104540
cg05440289	0.922607387153539	IVL	1	152881119
cg05441133	0.925868195817092	GDF2	10	48416891
cg05442902	0.161571917098043	MGC16703;P2RX6	22	21369010
cg05443740	0.043708882172543	KCNIP3	2	95963057
cg05444024	0.876491356914894	FUT6	19	5841072
cg05445326	0.804833242037742	TM4SF19	3	196065569
cg05446471	0.784762666345732	HDAC11	3	13522740
cg05449414	0.0459225803551366	ZNF721;ABCA11P	4	467983
cg05449607	0.0308319785066348	GTF3C6	6	111279612
cg05450995	0.0339047535847492	BCL7A	12	122460105
cg05451974	0.00759696337135712	SYS1;SYS1-DBNDD2	20	43991922
cg05454446	0.21190135677527	BMS1	10	43277757
cg05457411	0.0164232157600989	DDX19A	16	70381052
cg05459203	0.0267629721241456	NUDCD3	7	44530674
cg05461276	0.854289463940435	NA	NA	0
cg05461841	0.380058292188733	ZG16B	16	2879944
cg05462826	0.0272523917871129	ABI2	2	204193327
cg05463705	0.011543094381442	ZNF143	11	9482308
cg05465755	0.0334937784122816	CKS2	9	91926196
cg05467106	0.0883701227375612	ZNF689	16	30621996
cg05467167	0.0278134458266213	GOSR2	17	45000793
cg05467458	0.266735428875934	SLC7A9	19	33361032
cg05467918	NA	ACADM	1	76189945
cg05468303	0.125186332668127	DGCR6	22	18894389
cg05469695	0.0625855474932468	CDC42EP3	2	37899953
cg05471297	0.0456980519759936	RYR1	19	38924349
cg05471521	NA	CSTF1;AURKA	20	54968604
cg05471775	0.0611825355751091	HIST1H4B	6	26027531
cg05472874	0.00785964101031957	SULT4A1	22	44258179
cg05473175	0.0315379310889691	CADM4	19	44143644
cg05473677	NA	OSTalpha	3	195943713
cg05473871	0.0479311653301288	ADAMTSL5	19	1513513
cg05475028	0.0894707920675731	BOD1L	4	13629588
cg05475277	0.894450551936932	FOXRED2	22	36902578
cg05475904	0.959974509295563	BCL10	1	85743377
cg05477024	0.042367308970197	KIAA1804	1	233462765
cg05477027	0.012487717849976	DMWD	19	46295590
cg05480532	0.709225493276304	NA	NA	0
cg05482722	0.954278086097655	UTP14C;ALG11	13	52598175
cg05483509	0.0374348360561424	ATP6V0C	16	2563435
cg05484458	0.785920235507267	GNB3	12	6949260
cg05484920	0.0389302942901636	SNRNP70	19	49588520
cg05485060	0.379290077005974	CTNNAL1	9	111776779
cg05485062	0.728115818280422	SERPINA12	14	94983863
cg05486551	0.060146052485167	C20orf196	20	5731259
cg05488632	0.263363987157656	EPHX3	19	15343174
cg05492113	0.76022924658549	TUB	11	8060332
cg05492270	0.0237817364046323	RNF121;LOC100133315	11	71640085
cg05492503	0.0112806015290656	NA	NA	0
cg05492605	0.0132899121750935	PPP1R8	1	28157672
cg05492845	0.0116639133229201	VEGFB	11	64002298
cg05494069	NA	PRKAA2	1	57111499
cg05494459	0.207515518047257	FTSJ1	X	48334337
cg05497107	0.0148378198557952	RUFY1	5	178978234
cg05497616	0.0144420022600185	CAMK4	5	110560372
cg05498681	NA	SRC	20	35973318
cg05499853	0.0180162957187335	FAM188A	10	15902324
cg05500015	0.0385929964570037	NAALAD2	11	89867819
cg05500074	0.680839251399029	TSKS	19	50266336
cg05501276	0.0620407848245754	TRA2A	7	23571514
cg05501357	0.490192723652086	HIPK3	11	33308269
cg05501584	0.191179092355464	ST8SIA2	15	92936306
cg05501658	0.0875530681209529	NA	NA	0
cg05501682	0.061794720493255	DKFZP686I15217	6	2988723
cg05501721	0.0103815818128942	CRTC1	19	18794247
cg05503412	0.0147232410116346	C4orf14	4	57843540
cg05507459	NA	NXNL2	9	91148748
cg05507894	0.0276347681994297	C4orf34	4	39640920
