Hybridization REF	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05
cg09339527	0.0931670283623348	ZFP2	5	178322752
cg09340639	0.0427970004236352	FCRL1	1	157789662
cg09343150	NA	MEN1	11	64579163
cg09343544	0.0217240173627221	DGCR14	22	19131573
cg09345431	0.0135645774842748	ARFGEF2	20	47538576
cg09347151	0.155387401610809	NCRNA00086	X	134555540
cg09350141	0.0574248716164132	PPM1F	22	22306651
cg09350274	0.0319180447038353	GFRA3	5	137610396
cg09351449	0.010877934422947	DSN1	20	35402123
cg09351859	0.0329207537276407	PARP8	5	49962613
cg09351894	0.0139634599040663	CREM	10	35415820
cg09352789	0.0638388107886542	XPNPEP1	10	111682693
cg09354267	NA	ATG5	6	106774064
cg09354331	0.930903995515973	ZMIZ1	10	80961382
cg09357097	0.0494113497094945	HOXB7	17	46688490
cg09358725	NA	LMO2	11	33914088
cg09360083	0.708042759453166	NA	NA	0
cg09360654	NA	MUTYH;TOE1	1	45806501
cg09370442	0.0300892409367207	CHP;EXD1	15	41523368
cg09371142	0.0539445397546124	NA	NA	0
cg09374949	0.0799562988031505	ISYNA1	19	18548964
cg09375488	0.665963065914603	ASB4	7	95115026
cg09377486	NA	BIRC8	19	53794954
cg09377899	0.0112965293224997	DDX11	12	31226606
cg09378691	0.0185055569133943	ZNF335	20	44600971
cg09378940	0.0153016199469583	LACTB2;XKR9	8	71581306
cg09381003	0.0468492245093489	SHKBP1;SPTBN4	19	41082314
cg09381701	0.0116828029503684	SASH1	6	148663829
cg09382492	0.43566635694044	AANAT	17	74463681
cg09382850	0.0412671937690897	SYPL1	7	105753147
cg09383789	0.0174962234117771	C1orf159	1	1051364
cg09384159	0.0155032062033855	TUBE1;C6orf225	6	112408580
cg09386615	0.332429653815154	GLIS3	9	4151723
cg09390792	0.207799047769013	TSPAN18	11	44881444
cg09390902	0.0109812783722659	NA	NA	0
cg09390932	NA		2	62420350
cg09391966	0.0104773099847038	GIT2	12	110433837
cg09394600	0.37108756812098	RABEP1	17	5184508
cg09395732	NA	SLC6A11	3	10857456
cg09395833	0.0330656061227441	ILVBL	19	15236755
cg09396217	0.0573627118288065	ANGPT1	8	108510286
cg09398185	0.0197240569958884	IFIT2	10	91061902
cg09399047	0.0184599518676734	NDUFAF3;DALRD3	3	49059671
cg09400966	0.00816670333352938	PROS1	3	93692773
cg09404256	0.0354828342908177	USF2	19	35759233
cg09404334	0.0299407950273178	SNX14	6	86304180
cg09404633	0.153966178669736	LMOD1	1	201915446
cg09405083	0.0256605568237383	C10orf26	10	104536121
cg09405612	0.0256022847437914	GLI3	7	42275870
cg09406238	0.108625920912263	MTMR8	X	63615383
cg09407859	0.147090963880969	CES3	16	66995461
cg09408780	0.597219311050104		6	30898937
cg09409398	NA	SF3B4	1	149899881
cg09410845	0.0255066144869879	BMPR2	2	203241870
cg09411212	0.197717201567532	POPDC2	3	119379220
cg09411366	NA	PEPD	19	34012057
cg09412715	0.0283877297520971	HELB	12	66696536
cg09412782	NA	C15orf48	15	45721589
cg09413557	0.0127842741504119	S100A6	1	153508713
cg09414535	0.214697334478098	GRIP1	12	67073022
cg09416313	0.0121559984112196	MATK	19	3801727
cg09416501	0.0210768428877895	TOB2	22	41843111
cg09418283	0.016231301889729	PAWR	12	80084718
cg09418321	0.105788627392624	DYRK4	12	4699618
cg09419116	0.0113630359189359	SEC11C	18	56806624
cg09419670	0.0244705861426569	PSMD5;LOC253039	9	123605666
cg09419900	0.0813621131858475	PSTK	10	124739466
cg09420988	0.00878755320927643	MRPS30	5	44809098
cg09421020	0.0347767637158067	LOC729991;LOC729991-MEF2B;RFXANK	19	19303389
cg09421562	0.627236671978597	MPO	17	56357994
cg09422355	0.424562176165937	CABP5	19	48547158
cg09423836	0.0219277011305801	NUP54	4	77070069
cg09424308	0.10446206476984	CCDC96;TADA2B	4	7046094
cg09424896	0.142582402529613	CIB3	19	16284351
cg09424925	0.0390388459540423	RAD51L1	14	68286418
cg09425215	0.121802310211133	NA	NA	0
cg09425228	0.707620342990825	CCL20	2	228678005
cg09425611	NA	CES1	16	55868370
cg09425898	0.661067494894755	PRNT	20	4721250
cg09426307	0.233804227683414	NA	NA	0
cg09427311	NA	ANGPTL2;RALGPS1	9	129885730
cg09429111	0.0178302294034354	PTPDC1	9	96792562
cg09429153	0.0169051691742254	PBX3	9	128509852
cg09429185	0.0300897869425409	NA	NA	0
cg09430689	0.00702912635866014	C14orf1;TTLL5	14	76127296
cg09431062	0.0122221778878486	SH3GLB2	9	131790499
cg09432154	0.0947631676901089	MED12L;GPR87	3	151034669
cg09432376	0.0454178998516659	APOL6	22	36044226
cg09433780	0.0301078144632789	APPL1	3	57262354
cg09434995	0.19804058775331	ZP3;SRCRB4D	7	76040387
cg09435090	0.0942815881892651	QDPR	4	17513980
cg09437522	0.118281036063061	GNAS	20	57431202
cg09438266	0.0100986152408849	ZNF764	16	30569751
cg09439093	0.0170664230691888	PECI	6	4135575
cg09440243	0.224855561143275	NA	NA	0
cg09440289	0.00686549604167753	PTPRO	12	15475990
cg09440340	0.14303158788749	C1orf161	1	116654415
cg09441152	0.0123162590990096	PQLC1	18	77712293
cg09445097	0.0211538563856765	ZNF79	9	130186736
cg09446127	0.0310911281960101	UBAC1	9	138853438
cg09447105	0.796018830907237	PDE6H	12	15126020
cg09448875	0.726488184641049	ABCC2	10	101542449
cg09448880	NA	PGLYRP3	1	153283841
cg09449490	0.0390383151326496	ROCK1	18	18690843
cg09450020	0.0092348535613853	STEAP2	7	89841435
cg09450238	0.193835243463685	NA	NA	0
cg09451092	NA	CCDC19	1	159869223
cg09453312	0.611393044572305	ITK	5	156608118
cg09453737	0.0167676251882304	ZNF84	12	133614475
cg09454892	NA	SAMD8	10	76870850
cg09455096	0.0155806449381891	XPO1	2	61765470
cg09456329	0.0130017246370302	TMEM146;LONP1	19	5720392
cg09456939	0.0158754678917177	NA	NA	0
cg09457245	0.264661437712617	ZNF385A	12	54778750
cg09458170	0.0199765728030942	ATXN3	14	92572575
cg09458237	0.0961065615573923	HSPA12B	20	3712191
cg09458394	0.0231865613284805	SNORD45C;RABGGTB	1	76251976
cg09459044	0.0327188828032673	PPA2	4	106395029
cg09459188	0.0103238736004889	MFSD1	3	158520176
cg09461185	0.0127841008982816	PTGS2	1	186649631
cg09462575	0.0944057881478569	PI3	20	43803485
cg09462576	0.108776573375437	MRPL55	1	228297873
cg09462587	0.0178451207587623	EIF1AD;BANF1	11	65769444
cg09462826	0.0220167327019383	FADS1	11	61584773
cg09464487	0.00996379070587559	ACTR6	12	100593423
cg09467501	0.0235129660685183	PYY;NAGS	17	42083193
cg09469394	0.0155177699527823	PEX13;PUS10	2	61243988
cg09470640	0.0202741644589741	PTPRO	12	15476028
cg09472203	0.0241644080527273	AP3B2	15	83378614
cg09472953	0.0141499526190621	EPM2A	6	146056770
cg09473585	0.40231760024523	C3orf14	3	62305519
cg09475324	0.0123740712368446	FICD	12	108909474
cg09475757	0.0648802675558373	NEIL3	4	178230851
cg09476523	NA	RHOBTB2	8	22856635
cg09478045	0.0513988795755558	NA	NA	0
cg09478478	0.115142117812966	CD1E	1	158322845
cg09478597	0.00937923723379744	ERLIN2	8	37594596
cg09479015	0.0160175535473515	KIRREL2	19	36347919
cg09479906	0.0121834471630986	C10orf88	10	124713766
cg09480162	0.027654120559006	C13orf37;C13orf34	13	73301047
cg09480837	0.897764859211339	PLCE1	10	95789501
cg09485593	NA	XYLT1	16	17566099
cg09486093	0.0376679731221206	HSD17B4	5	118787966
cg09486567	0.0162442480532713	OVOL2	20	18038510
cg09491779	0.162289265487312	NA	NA	0
cg09492887	0.037729527333932	SLC26A5	7	103085978
cg09494188	0.547033525493929	SCGB1A1	11	62186529
cg09494546	NA	SLC16A4	1	110933248
cg09495351	NA	WIPF2	17	38375257
cg09495977	0.0212661306334888	HTRA3	4	8271507
cg09496393	0.0172248012285266	KPNA5	6	117002125
cg09497789	NA	SPAG17	1	118728212
cg09498007	NA	CREG2	2	102004370
cg09498106	0.0139384356352383	UPF1	19	18942465
cg09498379	0.0079383648646225	NEDD4	15	56285741
cg09499698	0.0395173757113254	CENPC1	4	68411154
cg09499849	0.0939627416968316	ACVR1	2	158695158
cg09500672	0.0617005332672604	LYPD6	2	150186706
cg09501516	0.0339936330751753	RGS4	1	163039155
cg09503780	0.0163425509429067	GORASP2	2	171786316
cg09503974	0.0343989715337527	RARRES1	3	158449660
cg09503975	0.00922622264834385	SF1	11	64546224
cg09504196	0.00836793326670103	ZNF425;ZNF398	7	148823235
cg09504352	0.00896337142797974	CDK4	12	58146286
cg09507928	0.00753528012801803	IK;NDUFA2	5	140027484
cg09508556	0.353089012055749	PSORS1C1;PSORS1C2	6	31106982
cg09509576	0.034769777383423	GRB2	17	73402025
cg09509673	0.151149363081508	CCR10;CNTNAP1	17	40833697
cg09509863	0.0404481623425337	CUL3	2	225450859
cg09511421	0.0961603022511512	NDST4	4	116034871
cg09513026	0.526257626515524	WNT8A	5	137419242
cg09514038	NA	TMC5	16	19467267
cg09514188	0.0173043923444296	TOB1	17	48942734
cg09514589	0.0140992034091703	ETFA	15	76603992
cg09515778	0.0175423764100905	CDK5	7	150755072
cg09515805	0.018686588107869	PGM2L1	11	74109729
cg09516965	0.0314198156546283	PTGDR	14	52734529
cg09517019	0.165018597772671	ARHGEF6	X	135863323
cg09518735	0.0134156037787825	C10orf119	10	121632717
cg09519758	0.39053876984208	NA	NA	0
cg09522147	0.119245642178971	KRT7	12	52627342
cg09523691	0.0737930812688163	ATG12;AP3S1	5	115178810
cg09526693	0.347222830453632	IL2	4	123378308
cg09527021	0.0191093344284413	TADA1	1	166845374
cg09527362	0.0138890817156257	C6orf150	6	74162142
cg09528351	0.364062666282021	PIK3R5	17	8816266
cg09529667	0.0142267293666152	SSBP4	19	18531111
cg09530763	0.0205207853459304	RNF26	11	119204876
cg09531892	0.038080063801341	LRP12	8	105601835
cg09532664	NA	TAS2R1	5	9631216
cg09533063	NA	ALDH8A1	6	135271589
cg09533293	0.0260118057224658	ANXA2	15	60689670
cg09535168	0.010938502024643	KIAA0892;SF4	19	19431582
cg09536738	0.0769675455915059	NA	NA	0
cg09537031	0.0149519962384362	SH2D4A	8	19171706
cg09538287	0.0477525732465204	CTNNA3	10	69456036
cg09538582	0.733978202400166	KRT35	17	39637325
cg09539271	0.0123335536224964	BBS9	7	33168802
cg09539408	0.0152068378077938	STRN3;AP4S1	14	31495940
cg09539438	0.0132623058687822	NTRK2	9	87283789
cg09539538	0.139626197403405	FERMT1	20	6104215
cg09541248	0.594453740599481	MYO1A	12	57443622
cg09541468	0.00857824874809919	CORO1B	11	67211245
cg09542111	0.133202738971509	GRIK1	21	31312091
cg09542291	0.606162052816725	SMCP	1	152850992
cg09542745	0.022920966341104	SFRP5	10	99531164
cg09543783	NA	FKRP;STRN4	19	47248096
cg09543792	0.0201205099171441	SLC16A13	17	6939282
cg09544918	NA	CDON	11	125933187
cg09545860	0.0298270622304678	SAP30L	5	153825063
cg09546307	NA	CLEC4D	12	8664963
cg09546332	0.0113527909919763	PARP4	13	25086777
cg09546345	0.0173894626884291	DHRS1;C14orf21	14	24768849
cg09547190	0.127992925317106	C9orf89	9	95857577
cg09547224	0.140148290353134	SLC5A1	22	32439259
cg09547777	0.262809537252874	CASQ1	1	160160232
cg09548084	0.158969566323705	SLC35B3	6	8436218
cg09548179	0.0103459749337404	AMDHD2	16	2570492
cg09549827	0.0199083083608664	ESPN	1	6484616
cg09551147	0.0258085719814395	SORCS3	10	106399957
cg09551916	NA	CFHR2	1	196911888
cg09553358	0.0295606821024709	CEND1	11	790184
cg09553448	0.07145185749836	NUP214	9	134000424
cg09554443	0.129712479944152	CD247	1	167487762
cg09555217	0.0550277487910207	C11orf58	11	16759900
cg09555679	0.491922327636278	NA	NA	0
cg09555879	0.279565733702116	GRIK5	19	42569956
cg09556292	0.0156295416183378	RCOR1	14	103058815
cg09558502	0.0254767713899428	OVGP1	1	111970531
cg09558850	0.0617065975676395	TFPI2	7	93520445
cg09559551	0.892745298762619	DDI2;RSC1A1	1	15986245
cg09560912	NA	NCOA3	20	46130354
cg09562455	0.140148467176151	NR0B1	X	30327490
cg09563216	0.0421310140105338	C1orf51	1	150255241
cg09564133	0.0408699556816952	MXD3	5	176738847
cg09565688	0.766290688023807	NA	NA	0
cg09571369	0.580009917112225	MED12L;P2RY14	3	150996563
cg09572106	0.0118231959084762	PDLIM7	5	176924899
cg09572685	0.886150977001529	MKS1	17	56293543
cg09573435	0.0179685005713999	SEMA6A	5	115910259
cg09573795	0.816390278377097	MSX1	4	4863874
cg09576882	0.0658289676537069	POLS	5	6714987
cg09577651	0.073937421749448	SIRPB1	20	1600705
cg09580336	0.0479648510127098	ATP1A1	1	116915122
cg09581098	0.0764058418198813	SEPT6	X	118827110
cg09582042	0.0373240751452277	GPR180	13	95253676
cg09583599	NA	RDBP;SKIV2L;MIR1236	6	31925920
cg09584711	0.111589668720869	HPR	16	72096944
cg09585781	0.234249633434294	NA	NA	0
cg09585834	0.0219157094310093	C16orf71;ANKS3	16	4784440
cg09587549	NA	PYCARD	16	31214126
cg09588210	0.12358052093212	NA	NA	0
cg09588653	0.167043103532577	SLC6A7	5	149569276
cg09591663	NA	NDUFAF4	6	97346077
cg09593286	0.0269896559408119	SQRDL	15	45926878
cg09593402	0.0118680468191395	LNPEP	5	96270297
cg09594067	0.0120926524714003	EXOSC6	16	70285806
cg09594841	0.0243146554115452	LIG1	19	48673392
cg09595479	0.0196075205189385	PRPH	12	49689212
cg09597465	0.021078544493015	SLC15A4	12	129308176
cg09597496	0.0135717419392188	TNNC1;NISCH	3	52489418
cg09598225	0.0306898245447732	GNAS	20	57466839
cg09599653	0.429698927241637	ARL11	13	50202013
cg09600437	0.0185901436210898	REL	2	61109155
cg09600520	NA	CDYL	6	4706244
cg09600829	0.0318383346241045	FAM120A;FAM120AOS	9	96216052
cg09601629	0.171258440199576	CCDC105	19	15122224
cg09604203	0.0118105145223193	MYBL2	20	42296114
cg09604428	0.42428896317212	NA	NA	0
cg09606564	0.0697780780601847	MFAP4	17	19290353
cg09607232	0.151448767749202	NA	NA	0
cg09607282	0.0880976416043534	RTN2	19	45999989
cg09610963	0.725648159442715	NA	NA	0
cg09614401	0.931406784178183	NA	NA	0
cg09615786	0.0237069838059964	DCBLD2	3	98620581
cg09615982	0.0135262421988315	E4F1	16	2273300
cg09616556	0.364417504238951	AMN	14	103388656
cg09617747	0.0159027890669134	NOB1	16	69788565
cg09617773	0.393377925316446	NA	NA	0
cg09618028	0.02836196632116	COX11;STXBP4	17	53045955
cg09618387	NA	TSKS	19	50267850
cg09618682	0.0173350072432008	SEC22A	3	122921198
cg09619146	0.495438196190947	CPXM2	10	125651034
cg09619786	0.012596654711979	RPP25	15	75249914
cg09620798	0.0476579324914222	NA	NA	0
cg09622447	0.0535144608664518	CBS	21	44496378
cg09622957	NA	ADAMTSL4	1	150521190
cg09624565	0.222005594818199	NCF4	22	37256900
cg09625066	0.253220491308634	RGN	X	46937571
cg09626634	NA	GPR183;UBAC2	13	99960369
cg09626984	0.776651275989436	GATA4	8	11566096
cg09628199	0.0110332111846763	NA	NA	0
cg09628601	0.0410095969747072	NPAS1	19	47523630
cg09628707	0.106370157960783	KCNS1	20	43729410
cg09630404	0.0132255371752085	STAR	8	38008543
cg09630437	0.0377725972645228	SLC39A3	19	2740301
cg09632136	NA	NNMT	11	114165661
cg09632416	0.016124789312951	ANO10	3	43663379
cg09632585	NA	ZNF131	5	43125540
cg09633588	0.0165378531238476	LOC100133612;C1orf174	1	3817016
cg09634469	0.920376133386516	SERPIND1;PI4KA	22	21128411
cg09634802	0.013545531573481	THRA	17	38219592
cg09635067	0.013634050162097	RAB7L1	1	205744008
cg09636671	0.0205837683514618	LMOD1	1	201915873
cg09637363	0.387069946452399	CCND1	11	69458644
cg09638834	0.0406818504099315	RAET1L	6	150346497
cg09640202	0.22239580192924	IMP4	2	131101440
cg09643186	0.964491454455069	GPX2	14	65409452
cg09643313	0.0699030751631314	PPP1R9A	7	94537893
cg09643544	0.297857902080432	ZNF177	19	9473696
cg09644722	0.0260657085584967	MARCH10	17	60885519
cg09645888	0.0230693784182638	ME3	11	86383585
cg09646392	NA	TNFSF13B	13	108921052
cg09648228	0.0181800011196228	NA	NA	0
cg09648233	0.0138033184494723	ALKBH4;LRWD1	7	102105753
cg09649610	0.101640248197339	GNG4	1	235814039
cg09650667	0.00999131877798504	COPB2	3	139108740
cg09650985	0.00896917735058779	NA	NA	0
cg09655559	0.0174523498411912	TPD52L2	20	62496256
cg09656405	0.00982105406916448	RPLP1	15	69745057
cg09656934	0.0536025312336494	TDRD5	1	179561500
cg09657265	0.0140143212932521	SMPDL3A	6	123110763
cg09657311	0.94505024746991	RBM14	11	66395510
cg09657538	0.0558347385857086	PIGY	4	89445094
cg09658342	0.0151155849453681	TIA1	2	70476000
cg09658438	0.0355350668714092	CS	12	56693554
cg09659887	0.0194137970980828	IPO7	11	9406115
cg09660171	0.0353014942231161	LMX1B	9	129375847
cg09662150	0.0136134512066622	TM2D2;ADAM9	8	38854671
cg09663323	0.979266722205756	TUBA3E	2	130956255
cg09664442	0.0139169010061062	ERICH1	8	681122
cg09665351	0.0904311697675772	SHROOM2	X	9755283
cg09665592	0.0189092676405805	DPM2	9	130699885
cg09666654	0.0248514957063473	MYO1B	2	192110658
cg09667122	0.0299707167660952	NA	NA	0
cg09667226	0.0152730251709977	KLF5	13	73632762
cg09667582	0.0456574409432136	UBE2Q2	15	76135159
cg09669099	0.0559407581474325	TERF2	16	69419557
cg09671005	0.0117064900349526	C5orf30	5	102594958
cg09671611	NA	GPR114	16	57577474
cg09674215	0.0506037501152265	TWIST1	7	19158134
cg09674867	0.221331830588587	C11orf16	11	8954206
cg09675889	0.0238226287198868	C19orf22	19	912839
cg09676390	0.315774908814208	ADARB1;C21orf122	21	46493345
cg09676788	0.156853247390899	RNF128	X	105937158
cg09678228	0.00934975309829486	TMEM117	12	44230058
cg09682183	0.0778298210675195	UNC93A	6	167705253
cg09685104	0.00787979009902078	C18orf19;RNMT	18	13726506
cg09685568	0.0174042074365122	HIRA	22	19418439
cg09685747	0.0295049448641853	PNPT1	2	55920781
cg09686308	0.115732375448375	CIB3	19	16284242
cg09686635	0.0596851828951159	C1orf107	1	210001418
cg09688546	0.106465881427251	GLRB	4	157997363
cg09688763	0.0253094023584505	VTI1A;ZDHHC6	10	114206798
cg09691574	0.777559614994786	MRGPRX4	11	18193674
cg09693433	0.0179398983858292	CDKL3	5	133702574
cg09694403	0.0136884152588101	DHRS7	14	60632105
cg09697386	0.0537041340925867	NA	NA	0
cg09697795	0.0547698243016198	C19orf41	19	50666379
cg09699159	0.494926615559733	PRDM11	11	45115528
cg09701102	0.156345870028598	NDUFV1	11	67373083
cg09702010	NA	KLK11	19	51531393
cg09704415	0.0600192664120105	SPATA6	1	48937250
cg09705062	NA	SLC22A11	11	64322890
cg09706243	0.0395288761628987	LOC100130987;POLD4	11	67121634
cg09712066	0.231049222344464	PART1;PDE4D	5	59783629
cg09712527	0.00970873782139127	KBTBD7	13	41768489
cg09712606	0.0136790283870729	IRF3;BCL2L12	19	50169182
cg09715672	0.0265415675969642	C10orf116	10	88728278
cg09717545	0.0496657711490216	KISS1R	19	917707
cg09721047	0.477237887552448	ARHGAP25	2	68962012
cg09721427	0.0632049910106152	HHEX	10	94448702
cg09721659	0.10842019243632	TSHR	14	81422111
cg09722397	0.0194201893057511	GRIN2C	17	72855943
cg09722555	0.915863218265275	CCL27	9	34662282
cg09725013	0.0118452372899338	GTF3C1;KIAA0556	16	27561559
cg09726469	0.0146356049079598	MCL1	1	150552014
cg09729918	0.0126789145372947	NAIF1;SLC25A25	9	130830948
cg09730017	0.0111436094918241	HMBS	11	118955708
cg09730349	0.116289455325563	C14orf143	14	90420579
cg09730361	0.0150185224745956	MLLT3	9	20622599
cg09730836	0.0234075355505744	NCRNA00219;SNORA13	5	111496633
cg09735598	0.0440641790137542	ARPC5;RGL1	1	183603895
cg09735905	0.010281796379244	HHLA3;ANKRD13C	1	70820197
cg09736162	0.0136843029081476	CELSR3	3	48700443
cg09736922	0.269667650004073	THPO	3	184095976
cg09737668	0.177536722361913	SLAMF9	1	159923525
cg09738100	0.0192527279088796	MRPS9	2	105654422
cg09739907	0.0140685079798796	NAPEPLD	7	102789396
cg09744051	0.213694544316662	A4GALT	22	43115937
cg09745307	0.612361768632311	AGXT2	5	35048945
cg09747578	0.0109624078507862	LRRC41;UQCRH	1	46769076
cg09747829	0.0453422850881385	BAI3	6	69348055
cg09748960	0.0751734127698212	BTNL2	6	32374926
cg09748975	0.950221187355649	MSX1	4	4864532
cg09750083	0.032587334200317	NA	NA	0
cg09750183	0.919354661563796	PGA5	11	61008109
cg09750385	0.0345878641135062	GUCY1A3	4	156588012
cg09752703	0.0157133133818604	BCL2	18	60986622
cg09754413	0.0310683267534872	RNF182	6	13925567
cg09755102	0.0556218295029463	S100PBP;YARS	1	33283495
cg09757107	0.0234445825826189	CDC42EP4	17	71308359
cg09757277	0.043546956663347	ZNF222	19	44529822
cg09759260	0.0321722138970448	ITGA2	5	52285480
cg09761310	0.0100855961475856	EPS8	12	15942665
cg09765256	0.0114753838831699	ZNF646;ZNF668	16	31085507
cg09766383	0.0145549674663588	GPR63	6	97285174
cg09768051	0.818855876088352	NA	NA	0
cg09768944	0.016472794167289	PDCL	9	125590709
cg09769679	0.0242724535388912	NUFIP1;KIAA1704	13	45564065
cg09770154	0.00801685000814911	MXI1	10	111967803
cg09770323	0.0352018357968381	NA	NA	0
cg09772154	0.0284782086093008	FGFR2	10	123358284
cg09772827	0.0426507061841278	PRCP	11	82611211
cg09773756	0.0196438013995569	MMS19;UBTD1	10	99259519
cg09775312	0.0131119877292007	PPP1R3C	10	93392839
cg09778422	NA	MSN	X	64887118
cg09778734	0.603927813402345	C12orf76	12	110505389
cg09779091	0.796571435468341	NA	NA	0
cg09781054	0.060096934470892	ZSWIM1	20	44509606
cg09781594	0.204194227927209	NA	NA	0
cg09783309	0.0135414770825135	DNAL4	22	39190189
cg09784259	0.136474099589337	SELE	1	169703422
cg09785172	0.0111336534262354	WFS1	4	6271658
cg09786221	0.0206579135003382	NA	NA	0
cg09786257	0.709244499927365	PCSK1	5	95768695
cg09787254	0.00837102013580365	FA2H	16	74808678
cg09787394	0.016840555720194	LIPT1;TSGA10	2	99771194
cg09788239	0.019980061220564	MED15	22	20862292
cg09788866	0.0726702353088278	ERCC3	2	128051348
cg09791681	0.0236664660774659	DCUN1D2;TMCO3	13	114144567
cg09793001	0.0256744111638156	TOP2B	3	25705530
cg09793197	0.605478344586963	NA	NA	0
cg09793796	NA	PMS2;AIMP2	7	6047553
cg09793866	0.213193040922831	STAR	8	38009548
cg09794131	0.0204848752017454	HYDIN	16	71264658
cg09799156	0.346947217604423	BEST4	1	45253079
cg09799714	0.144127022293998	PDZD3	11	119056710
cg09799873	NA	NDUFA7;RPS28	19	8385500
cg09800519	0.0132373196056815	RXRA	9	137218286
cg09801065	NA	FAT2	5	150949152
cg09801842	0.00864168384535351	SFXN1	5	174905852
cg09805010	0.0180444760327992	THRB	3	24536077
cg09806934	0.00806787714673582	CPT1A	11	68608813
cg09809242	0.0170077696136844	MKI67IP	2	122494874
