Hybridization REF	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05
cg02643667	0.641038575613739	TFF1	21	43786699
cg02644301	0.0128032857371726	TECR	19	14640456
cg02646854	0.0222013724045287	C11orf2	11	64863958
cg02647265	0.568628936902574	CCDC92	12	124456164
cg02647545	0.0154254118194895	HIRIP3;INO80E	16	30007965
cg02648999	0.0156903137584484	TGFBRAP1	2	105946563
cg02649337	0.896228379104238	NA	NA	0
cg02649608	0.518803275037466	ZBTB33	X	119384792
cg02654291	0.356330462314932	C9orf64	9	86572014
cg02655204	0.689987555545966	NA	NA	0
cg02655623	0.817651276945121	C17orf85	17	3728468
cg02656594	NA	IL21R	16	27412496
cg02657360	0.328560467864423	H19	11	2020560
cg02657438	0.474439780828894	STON2	14	81864899
cg02657721	0.0978410009050844	NA	NA	0
cg02658214	0.877846494502032	SDR9C7	12	57327964
cg02658251	0.781991774265635	NA	NA	0
cg02659086	0.0202940210803504	GSTP1	11	67350976
cg02659232	0.0586854179484729	DDX25;PUS3	11	125772925
cg02661879	0.015389757425489	FLNC	7	128470614
cg02664205	0.920756784467874	PDE7B	6	136171652
cg02665570	0.0128848907886446	LYPLAL1	1	219347340
cg02668581	0.013604234510315	MREG	2	216878340
cg02668729	0.0130582732894236	CTPS	1	41445680
cg02668984	0.0268917365408757	PDK2	17	48172022
cg02671171	0.51038891711558	RPH3AL	17	203087
cg02671806	0.0228442518012236	CLPX	15	65477420
cg02672220	0.221506652178324	SIM2	21	38070588
cg02672493	0.454633530001945	TMEM22	3	136537709
cg02674804	0.497532727323955	REEP6	19	1492043
cg02675652	0.281496275552677	CSRNP2	12	51477739
cg02675896	0.0220067878342218	C5orf30	5	102594347
cg02676865	0.173098989059395	MMS19;UBTD1	10	99259738
cg02677802	0.691370578987609	NA	NA	0
cg02678356	NA	ZXDA	X	57937004
cg02679745	0.757502579411281	C9orf139;FUT7	9	139927646
cg02681442	0.395459446703804	FOXG1	14	29236008
cg02682905	0.765888245742037	ZNF776	19	58262242
cg02683985	0.0207352240416861	PDGFA	7	559070
cg02686662	0.87774763897046	PPAP2C	19	292245
cg02686769	0.0141595569285476	TCP11L2	12	106695932
cg02688643	NA	MGST2	4	140585523
cg02689825	0.0324443176182562	CDS2;PCNA	20	5107135
cg02690554	0.169442338147956	CITED1	X	71527606
cg02691091	0.827948655593932	SP2	17	45992811
cg02692952	0.0449985707350338	TRAF6	11	36531754
cg02693857	0.0215597909652366	MXD3	5	176738937
cg02694395	NA	FMO4	1	171283893
cg02699167	0.0163907025254601	FBXL2	3	33319024
cg02699645	0.012929954806949	UBE2G2	21	46221599
cg02701137	NA	DLGAP4	20	34994743
cg02702510	0.040233966020042	MARCH8	10	46090551
cg02704907	0.903561581661073	HIST1H2BK	6	27116113
cg02705666	0.0244348974256058	GTF2B	1	89357418
cg02706575	NA	CCL13	17	32683054
cg02706881	0.843347004015755	NCRNA00175;COL18A1	21	46845775
cg02709261	0.013526426203606	TOR3A	1	179051893
cg02710105	0.0123393785643484	MAP4K3	2	39664348
cg02710161	NA		3	141748862
cg02712165	NA	C17orf76	17	16395957
cg02712845	0.0202094603096638	DPAGT1	11	118973038
cg02712878	0.411614692209406	FAIM	3	138327370
cg02713563	NA	TRAPPC6A;BLOC1S3	19	45680948
cg02715115	0.0259738739737511	PRMT10	4	148605624
cg02715140	0.0130270205212867	CFL1	11	65625717
cg02717046	0.0663197298265271	GPR133	12	131438788
cg02717570	0.030651961802576	ANKRD13B	17	27920934
cg02717866	0.758772197714352	C11orf66	11	61248887
cg02718531	0.0239975717147331	FLYWCH2	16	2932507
cg02718563	0.698374616614594	NA	NA	0
cg02718725	0.0369838248125603	CNN3	1	95392925
cg02719245	0.03899041209918	FLJ45244;DICER1	14	95624293
cg02719634	0.77558736536906	SLC22A18AS;SLC22A18	11	2924899
cg02720618	0.0843269887683164	ESR1	6	152129791
cg02721374	0.670446592776144	OR1D2	17	2996177
cg02723372	0.87017268408453	RUNX3	1	25228582
cg02723533	0.664691803159094	CCND1	11	69468991
cg02724472	0.594457774603667	LRRC17;FBXL13	7	102553293
cg02725014	0.038830102427731	HOMER1	5	78809520
cg02725692	0.267841245391247	PORCN	X	48367969
cg02727285	NA	RELB	19	45504242
cg02727423	0.699059800532726	EML1	14	100258973
cg02729303	0.266992274115519	FAM134B	5	16508920
cg02729352	0.0178813218510466	ZNF432	19	52552443
cg02729506	0.0178190372798715	HSPG2	1	22263411
cg02732134	0.925348650589843	DNMBP	10	101732382
cg02732509	0.129680326933965	CTDSP2	12	58241200
cg02733650	0.0238433715089852	DCTPP1	16	30441347
cg02735071	0.0264731464154713	EIF3H	8	117767874
cg02735133	0.0130922004327983	PALB2;DCTN5	16	23652915
cg02735486	0.422378688917295	ANK2	4	113970935
cg02737335	0.794446881224507	ARHGEF16	1	3379884
cg02738086	NA	POLR3H	22	41941494
cg02738763	0.0115414111741028	TARSL2	15	102264749
cg02740128	0.0430238593580976	DLG4;ACADVL	17	7123860
cg02740947	0.0163637914701252	RAD51L3	17	33446536
cg02741177	NA	PROL1	4	71263061
cg02741249	NA	GGA2	16	23521983
cg02741744	0.0186827786058966	ACTR6	12	100594734
cg02742971	0.0705687439861114	OSR1	2	19558059
cg02744459	0.0230010239373594	RECQL;GOLT1B	12	21654197
cg02748427	0.0555929699777731	RPAP2;GLMN	1	92764574
cg02748539	0.185687743343	SLC9A3	5	524269
cg02749825	0.0103105896715753	COMTD1	10	76995759
cg02750754	0.0284921681702912	TMEM91;B9D2	19	41869941
cg02751839	0.83190788192491	GPR37L1	1	202092285
cg02755455	0.914569481375619	JAK1	1	65352382
cg02755525	0.014153699685364	NETO2	16	47177175
cg02756614	0.0206682814916757	MYOF	10	95242111
cg02756698	0.892302888984977	KRT12	17	39023008
cg02756845	0.10181844570796	MAPK8IP2	22	51038542
cg02757432	0.403568403204315	GPR26	10	125426048
cg02760007	0.0320862899004962	SRF	6	43139670
cg02762689	0.861128304480263	GUCA1B	6	42163422
cg02763671	0.595419545417493	TRMT2A;RANBP1	22	20103541
cg02764611	NA	FDX1L	19	10426516
cg02764897	0.213656531175339	KRTAP13-1	21	31768311
cg02765045	0.0103888057831594	PCBP2	12	53845774
cg02765328	0.0965511146219351	CCND2	12	4383281
cg02765820	0.750558613332048	C3orf22	3	126278020
cg02770814	0.0104844270382339	FAM13B	5	137368293
cg02772367	0.0179297164163873	NUP160	11	47870447
cg02774160	0.545986312563626	GGT1	22	24979633
cg02774439	0.105389866083464	HAND2;NBLA00301	4	174451251
cg02774486	0.962412012420524	TUBA3D	2	132233433
cg02774963	NA	KEL	7	142659757
cg02775617	0.101730474568167	ARHGAP12	10	32217281
cg02776251	0.0735913310910968	USP15	12	62654319
cg02780295	0.0222898752746301	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC3;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140855463
cg02780849	0.46207614717619	GNG4	1	235814163
cg02780988	NA	KRT36	17	39646994
cg02782630	0.0343644904649851	FAM175A	4	84406624
cg02784848	0.0260486734262517	FUZ	19	50316878
cg02784874	0.681249823713764	KRT9	17	39728962
cg02786019	0.363639640354347	TRPV6	7	142582859
cg02786378	0.79415727028243	SLC7A2	8	17396844
cg02787991	0.0332914548821882	SECTM1	17	80291405
cg02788090	0.0476324330297001	SOX9	17	70116681
cg02788102	0.0555892832765399	CADM1	11	115374969
cg02789485	0.343812412000416	GLIPR1L2	12	75783428
cg02790471	0.840278656862467	SCML4	6	108093511
cg02792677	0.0215866524608385	MRPL4	19	10362626
cg02793099	0.525169874876935	PEG3;ZIM2	19	57350004
cg02794695	0.638000833589434	SLA;TG	8	134072611
cg02795624	0.0218064535098727	HINFP	11	118992260
cg02797569	NA	PCOLCE	7	100200009
cg02798801	NA	BUD31;PDAP1	7	99005263
cg02799466	0.710022144326547	PID1	2	230136411
cg02800334	NA	ANXA13	8	124750855
cg02801485	0.0183788430715675	STRADB;TRAK2	2	202317001
cg02801598	0.0227699921676997	PDP2	16	66914223
cg02802055	0.0218485760674163	C9orf78;USP20	9	132597094
cg02803836	NA	MGMT	10	131412507
cg02804166	0.330621822924273	PHF6	X	133506996
cg02805028	0.621595231629987	GSG1L	16	27899239
cg02806093	0.0244261487211666	RAB2B;TOX4	14	21944967
cg02806658	0.0182640770113671	C12orf48;NUP37	12	102513592
cg02806777	0.746994467277114	NA	NA	0
cg02807450	0.0437184927491325	NA	NA	0
cg02807948	0.360967763609925	INS-IGF2;IGF2	11	2153991
cg02809263	0.022572775398488	LRRC40;SFRS11	1	70671218
cg02810134	0.923767857346126	TNNC2	20	44455922
cg02810773	0.0126039751493785	ITPA	20	3190112
cg02811755	0.0111728042196804	AKAP10	17	19880691
cg02812142	NA	ACMSD	2	135595323
cg02813021	0.0180387890514468	ZMYND11	10	180599
cg02813121	NA	S100A12	1	153348911
cg02813863	0.775393816190657	APOLD1	12	12938287
cg02815516	0.70698537465992	KANK2	19	11306319
cg02818322	0.454216417420128	MAGEC3	X	140926409
cg02822723	0.0153871942620347	BRD9;TRIP13	5	893431
cg02823866	0.0208873147603759	CD274	9	5450410
cg02825709	NA	ZNF75A	16	3354207
cg02827112	0.0388237140280138	SMARCAD1	4	95129403
cg02827328	0.0107742499089057	TRIM14	9	100881403
cg02828104	NA	TMEM189;TMEM189-UBE2V1	20	48770800
cg02829654	0.0458677019660233		1	236046939
cg02830467	0.726722422661076	MYCT1	6	153018721
cg02831294	0.801796335562204	CALML3	10	5566862
cg02831393	0.0152328173672787	PAFAH1B2	11	117014616
cg02831604	0.414453054326676	ISL2	15	76628725
cg02832245	0.0205468969644439	EXOSC9	4	122722866
cg02833180	0.901591793651247	PLCL1	2	198815064
cg02833725	0.328600520865208	ISG20L2;C1orf66	1	156696768
cg02836529	0.0661103550930806	NEUROD1	2	182544413
cg02838492	0.531097492567789	KIF12	9	116861288
cg02838877	0.282526120274174	MBNL2	13	97873877
cg02840794	0.0191265480929334	HPS6	10	103825777
cg02841886	0.0115785592946384	RFX1	19	14117094
cg02841933	0.010737013450021	NRF1	7	129251651
cg02844051	0.955034798055776	DMKN	19	36004233
cg02844545	0.551154285331457	GCM2	6	10882043
cg02844629	0.0245671360353228	TTC13;ARV1	1	231114732
cg02845923	0.808453069159106	NA	NA	0
cg02847216	0.878430138592897	CTAGE1	18	19997803
cg02847500	0.654003321423908	SOX3	X	139587184
cg02848777	NA	TLL2	10	98273714
cg02849695	0.233216863604121	CCDC19	1	159869960
cg02850329	0.0255399287771125	RCAN3	1	24829455
cg02850821	0.0144923253758276	KRAS	12	25403680
cg02854090	0.942154442706889	HIST1H2AA;HIST1H2BA	6	25726895
cg02854288	0.0538854866838547	FHIT	3	61236911
cg02855426	0.691045247982275	NA	NA	0
cg02856727	0.580061072838424	GH2	17	61959416
cg02859934	NA	NAGPA	16	5083072
cg02860342	0.481184932009008	HCN4	15	73661484
cg02860543	0.203743951231209	IGF2BP3	7	23510648
cg02861781	0.02343329747208	GJB2	13	20767498
cg02862153	0.0262835340555846	CUX1	7	101459386
cg02862362	0.933662764698169	ARG1	6	131895102
cg02862835	0.0324039166909767	MMAB;MVK	12	110011242
cg02863237	0.011883346979346	RBM17	10	6131472
cg02863842	0.0131807278021316	PVRL2	19	45349685
cg02863947	0.905426918866782	NR1I2	3	119499190
cg02865818	0.0130412062438785	WWC1	5	167719214
cg02867079	0.0460872342911442	HHIPL1	14	100111269
cg02868123	NA		2	79382913
cg02868306	0.0439841279624003	RAB11B	19	8455008
cg02868338	0.0228973319645528	EXOSC4	8	145133133
cg02870945	0.0888680639808248	REEP1	2	86565124
cg02873524	0.234276905977016	PAPPA	9	118916493
cg02874605	0.0285721069538452	DEPDC4;SCYL2	12	100661778
cg02875297	0.592601347322167	RLN2	9	5304611
cg02875404	0.944307079093326	VN1R1	19	57966896
cg02876062	0.771993860051638	FAM107B	10	14816654
cg02878987	0.0345564355552456	AIDA;C1orf58	1	222885407
cg02879662	0.283577823932407	HIF3A	19	46800467
cg02880176	NA	PLD6	17	17109817
cg02880679	0.648438509988838	MBTD1	17	49295615
cg02882813	0.550002164256522	CST5	20	23860078
cg02883161	0.0620070947367151	MSI1	12	120807618
cg02883230	0.107740712653183	PARP6	15	72564263
cg02883621	NA	S100P	4	6694923
cg02885771	0.816138572243921	LTV1	6	144163654
cg02886284	0.0183239663674496	CPE	4	166300290
cg02887841	0.0278299867555324	TBX1	22	19744670
cg02888247	0.144189875295641	C6orf62	6	24719235
cg02889982	0.491228297129146	MPRIP	17	16946247
cg02890926	0.0128911565175699	TMEM53;C1orf228	1	45140355
cg02899723	0.980965031682777	DDX4	5	55033614
cg02899772	0.0906421783238296	NECAB2	16	84002599
cg02900980	0.0109432226334124	FOXP1	3	71633249
cg02901122	0.0124674662509974	RPRD1A	18	33647344
cg02901159	0.0151097483712879	CLNS1A	11	77348811
cg02901679	0.875058354961274	NA	NA	0
cg02902770	0.879501582289304	RARRES2	7	150039406
cg02903525	NA	C5AR1	19	47813489
cg02904235	0.0194237076859774	RPS6KA5	14	91527369
cg02904365	0.0164211818134621	DNAJC11	1	6761379
cg02905245	0.337665248447681	CCDC80	3	112359652
cg02905881	0.0233695059488622	MSH6	2	48009730
cg02906238	0.0518020757465038	TFCP2L1	2	122042701
cg02906939	NA	HNMT	2	138721315
cg02907300	0.01523501444593	TCEB3	1	24069649
cg02909042	0.0100910833532717	MAPK1IP1L	14	55518132
cg02909790	0.23226739943428	HIST1H3G	6	26271587
cg02910574	0.558879681914053	C16orf55;CHMP1A	16	89725401
cg02912041	0.877901461486642	TMEM207	3	190167563
cg02913089	0.076220007816456	PDE8A	15	85525744
cg02913364	0.02025763028356	UBE2J2	1	1208573
cg02914379	0.120675220171292	MDFI	6	41605784
cg02914419	0.0320463833840181	ASNA1	19	12848364
cg02915261	0.0143833154412224	LSR	19	35739762
cg02915544	0.772675389228078	FOLH1B	11	89392829
cg02915837	0.06571680883285	TEAD4	12	3069243
cg02916816	0.17523319520014	JPH4	14	24047021
cg02917064	0.0245828038601469	SMARCD3	7	150974464
cg02917381	0.0157760765552868	MEIS2	15	37393188
cg02917772	0.0347290520951524	CTH	1	70876623
cg02917972	0.0181037501464667	ZCCHC11	1	53018259
cg02918483	0.0197875710592666	FAM175A	4	84406202
cg02919422	0.555565452636533	SOX17	8	55370544
cg02920216	0.346830802028056	CHODL	21	19616939
cg02921068	0.0156569643462726	NA	NA	0
cg02921257	NA	XIRP1	3	39233858
cg02922563	0.0196028070636337	ATRIP	3	48487808
cg02924961	0.052307903436484	HIST1H2BC	6	26125480
cg02927346	0.331467584996545	RASL10B	17	34059260
cg02929869	0.0110532117630636	PFN2	3	149688583
cg02930996	0.19846146093737	B4GALT6	18	29265842
cg02932167	0.794282144795587	ECEL1	2	233352951
cg02932669	0.379784805402217	NALCN	13	102068258
cg02932689	0.0239143682578957	FBXO31;MAP1LC3B	16	87425223
cg02936263	0.810515883204415	CCL7	17	32596886
cg02936468	0.0154629254458544	C9orf41	9	77642970
cg02936740	0.590031455820069	TMPRSS11F	4	68995995
cg02936872	0.0153600971669391	CTSL2	9	99801550
cg02937060	0.0412536803351411	NA	NA	0
cg02937102	0.966150904772503	SCML4	6	108093229
cg02937479	0.034065473451209	FKBPL	6	32098034
cg02938601	0.386070099333969	TNFRSF10C	8	22961088
cg02939139	NA	RASAL1	12	113574204
cg02940164	0.0135059203898491	PGAP2	11	3829971
cg02941816	0.016748069435208	MGMT	10	131265696
cg02942159	0.0157087451020933	RPS6	9	19379994
cg02943497	0.0605393097961379	PARP4	13	25087090
cg02944057	0.0194702709106878	NUDT3	6	34359501
cg02945019	NA	CD84	1	160550488
cg02945646	0.167726505271619	AP1G2	14	24037169
cg02946570	NA	C2orf43	2	21023387
cg02946754	0.0204330741496881	DCLRE1A;NHLRC2	10	115614308
cg02946850	0.593121613591151	GRM8	7	126882944
cg02947222	0.0163126602408692	PHLDA1	12	76425514
cg02947253	0.74184321934733	ADORA3	1	112046700
cg02947354	0.899325908864081	NA	NA	0
cg02949544	0.044483314301545	MYST2	17	47865858
cg02951021	0.134117252330028	DYNLL1	12	120934296
cg02953306	NA	CHRNA2	8	27336626
cg02955504	NA	TXNL4A	18	77749374
cg02955988	0.410599537822617	NA	NA	0
cg02956093	0.0799634857389653	AKT1	14	105261335
cg02956481	0.0125919142592033	C19orf55	19	36249454
cg02957086	0.0321672917820555	AXIN2	17	63558047
cg02959669	0.0180878677077904	ZNF256	19	58459358
cg02961200	0.0305772120427029	LOC100130691;AGPS	2	178257176
cg02962299	0.0101533335115701	KIN;ATP5C1	10	7829899
cg02962602	0.117203005848965	CCDC57	17	80171413
cg02963198	0.0111479144399614	NOTCH2NL	1	145209830
cg02964385	NA	STK38	6	36515676
cg02964389	0.0191984425691378	PSMD9	12	122326713
cg02965078	0.257956166014726	GPR44	11	60623504
cg02966329	0.0303804054559179	TTK	6	80714474
cg02966851	0.411881441477749	NA	NA	0
cg02968557	0.870950239790478	HSPB9	17	40275126
cg02972551	0.0278261309267449	KDM3A	2	86668068
cg02973263	0.0194583021366388	PRKCI	3	169940162
cg02973416	0.0182766502194955	SLC25A22	11	796069
cg02973883	0.682227863929115	DCAF4	14	73392314
cg02973971	0.450109877262713	LOC100272228;CXorf40B	X	149106460
cg02975142	0.022957616628576	FLCN	17	17140597
cg02975259	0.00801990339800256	NCK1	3	136581033
cg02976090	0.0235817022064892	NIPAL3	1	24742249
cg02976574	0.977022726367019	FNDC3B	3	171830293
cg02976617	0.0497076676249869	NUDT12	5	102898463
cg02978542	0.0113674872827967	MTHFR;CLCN6	1	11866085
cg02978737	0.692684809639704	PVALB	22	37216067
cg02981703	0.852828487845185	CA6	1	9005734
cg02981853	0.599544278518765		19	7445850
cg02982690	0.126507124713225	BHLHE22	8	65492846
cg02982734	0.697609034689265	MAGEL2	15	23891048
cg02983451	0.376807364767504	KLF11	2	10183013
cg02987051	0.0169430730762187	IER3IP1	18	44702545
cg02987163	0.0291961597852459	DUSP14	17	35849291
cg02988947	0.544768111363423	LIMD2	17	61778813
cg02989257	NA	COL16A1	1	32169274
cg02989940	0.429174074219346	AHSP	16	31539234
cg02990033	0.535879033581949	GFRA4	20	3643863
cg02990567	0.0199357428448836	RGL2	6	33266961
cg02990612	0.43599218370575	NA	NA	0
cg02992596	0.533762812983279	RBM46	4	155702220
cg02992632	0.0264936975341097	FGF12	3	192445380
cg02992647	0.907525990870475	DDX52	17	36004446
cg02992767	0.755249130323674	CD40LG	X	135729973
cg02994216	0.0113193117632674	RALB	2	121010979
cg02994956	0.584201337934366	NEFH	22	29876534
cg02994974	0.406397168075397	SPON1	11	13984544
cg02995130	0.0117825798393451	CLIP1	12	122906407
cg02995295	0.356013494357373	FAM124A	13	51796962
cg02995853	0.0266613579311789	APBB3;SLC35A4	5	139944272
cg02998425	0.785476389279312	ADAM21	14	70924204
cg03000603	0.04360016583474	DHX34	19	47852595
cg03000846	0.486201838484715	RAC3	17	79990263
cg03001305	0.40474143253029	STAT5A	17	40439492
cg03001647	0.033125475255548	MPZL1	1	167691881
cg03002480	0.0181154738066158	UBR1	15	43398338
cg03003060	0.380331248090329	GPM6B	X	13956166
cg03003256	0.719213860235518	FAM26D;BET3L	6	116849557
cg03003745	0.432991861896746	CXCL17	19	42948167
cg03005055	0.0289185462621605	HSPA2	14	65006951
cg03005261	0.162253485839773	CCDC109B	4	110480828
cg03007010	0.0244790896881099	SNX26	19	36266840
cg03007571	0.0320374758017674	HIST1H2BD	6	26157673
cg03011500	0.0217595209640569	CGN	1	151484243
cg03012280	NA	ZFYVE19;DNAJC17	15	41098255
cg03013422	0.0344220939938055	AACS	12	125550350
cg03014628	0.0238775895217886	RAB3C	5	57879001
cg03014680	NA	CLEC12A	12	10122522
cg03014957	NA	DEFB118	20	29956062
cg03016571	0.856908781581709	C17orf73	17	48844124
cg03017264	0.527145000105623	NFAM1	22	42829748
cg03017475	0.713202376926019	NA	NA	0
cg03017653	0.257418203772423	TTC13;ARV1	1	231115871
cg03017946	0.892813465813574	NPFFR2	4	72897281
cg03019000	0.390671864265472	TEX264	3	51704351
cg03020271	0.0864059466429331	PLIN3	19	4867550
cg03020597	0.171223757926687	SLITRK2	X	144898810
cg03020951	NA	HMGA1	6	34203887
cg03021690	NA	TNFAIP2	14	103591964
cg03021892	0.72311183027247	SLC38A5	X	48329278
cg03022541	0.576125791503534	DNAJB8	3	128186859
cg03024246	NA	JRKL	11	96124628
cg03025569	0.898471840925075	TRIM16	17	15586426
cg03026462	0.0381353615790245	FOXA1	14	38064490
cg03027037	0.0242159207122717	NAPB	20	23402404
cg03028472	0.0197684414713879	RERG	12	15374462
cg03029060	0.0135249236586507	ZNF184	6	27441036
cg03029145	0.0186675423817671	SMAD2	18	45456587
cg03029616	0.769866780158854	KRTAP6-1	21	31986034
cg03030757	0.0401361435072171	FANCE	6	35420754
cg03032025	0.612988531638652	CPEB4	5	173316748
cg03033367	0.678212203277128	NA	NA	0
cg03035419	0.00817789671639157	RPS21	20	60962318
cg03036064	0.0187957275075952	UCK2	1	165797085
cg03037266	0.219058066203314	NA	NA	0
cg03037331	0.0149694916556201	DEGS1	1	224371490
cg03038003	0.0242112278275437	AGBL4;BEND5	1	49242900
cg03038672	0.872665228552299	CLDN9	16	3062056
cg03039172	0.0227502473749399	DMPK;SIX5	19	46273153
cg03041841	0.0377659252230662	C9orf75	9	140094281
cg03042149	0.0108812360036459	PDE8A	15	85524778
cg03044435	NA		4	1144077
cg03046445	0.107109585907959	BHLHE41	12	26277826
cg03047098	0.0233543220433846	AP1G1	16	71843015
cg03048535	0.0324819634835513	FOXN4	12	109747100
cg03050522	0.0538769227078911	NA	NA	0
cg03050748	0.0263048804222415	NA	NA	0
cg03054162	NA	PCYOX1	2	70485230
cg03054529	NA	SCRN1	7	30029938
cg03055440	0.926039193671434	MS4A6A	11	59950405
cg03055492	0.0150310458043651	UGP2	2	64068493
cg03056007	0.0138617878358409	NA	NA	0
cg03057808	0.490716229157426	CXorf57	X	105855296
cg03059018	0.0337569634708025	SIX4	14	61190965
cg03059528	0.0224608495723992	RNF146	6	127587721
cg03060925	0.0417965944158721	C19orf54;SNRPA	19	41256330
cg03062665	0.0139613761363476	CALM1	14	90863127
cg03063797	0.0488854835620786	SAV1	14	51135466
cg03064067	0.56564422546267	SLC6A15	12	85306916
cg03064241	0.0118707775039003	RNF34	12	121837728
cg03064400	0.0220717281297256	U2AF1L4;PSENEN	19	36235836
cg03065202	0.0237931572712898	PIK3IP1	22	31687698
cg03065661	0.0176676568262491	MED17	11	93517413
cg03066138	0.0119796770436253	RPLP2	11	809697
cg03067226	0.0127513116175771	TPI1	12	6976333
cg03070194	0.0179607231717967	GSTM2	1	110210684
cg03070588	0.0228687796798707	USP30	12	109490239
cg03072102	0.0434519525949935	CEP97	3	101443408
cg03072378	0.0288061647559118	DLX4	17	48046738
cg03073814	0.0238647582804806	ZSWIM7;TTC19	17	15902501
cg03075662	0.891574365903062	PLSCR2	3	146213648
cg03076324	0.0156412688123832	DNAJC1	10	22292468
cg03076871	0.0278120395588302	STX16	20	57226737
cg03077062	0.0114154363835965	SFXN5	2	73299091
cg03077492	0.882677510367391	CCL28	5	43413095
cg03077836	0.0103501375172652	ASAP2	2	9347292
