Hybridization REF	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05
cg02918483	0.0133891682676245	FAM175A	4	84406202
cg02919422	0.746526789820205	SOX17	8	55370544
cg02920216	0.660074454377655	CHODL	21	19616939
cg02921068	0.0110691865021051	NA	NA	0
cg02921257	NA	XIRP1	3	39233858
cg02922563	0.0236947478188336	ATRIP	3	48487808
cg02924961	0.0752142240644264	HIST1H2BC	6	26125480
cg02927346	0.0804987264303491	RASL10B	17	34059260
cg02929869	0.00858193230971774	PFN2	3	149688583
cg02930996	0.608678708901649	B4GALT6	18	29265842
cg02932167	0.882909606238334	ECEL1	2	233352951
cg02932669	0.43765117599594	NALCN	13	102068258
cg02932689	0.0263884682983847	FBXO31;MAP1LC3B	16	87425223
cg02936263	0.162850163541093	CCL7	17	32596886
cg02936468	0.0179983527756993	C9orf41	9	77642970
cg02936740	0.573921327239045	TMPRSS11F	4	68995995
cg02936872	0.0241968444269013	CTSL2	9	99801550
cg02937060	0.118718996243898	NA	NA	0
cg02937102	0.784979416032061	SCML4	6	108093229
cg02937479	0.0342029124098492	FKBPL	6	32098034
cg02938601	0.0338568911663024	TNFRSF10C	8	22961088
cg02939139	NA	RASAL1	12	113574204
cg02940164	0.0113425692613051	PGAP2	11	3829971
cg02941816	0.0224010503362338	MGMT	10	131265696
cg02942159	0.0193540832707988	RPS6	9	19379994
cg02943497	0.0308433483708724	PARP4	13	25087090
cg02944057	0.0287640041352349	NUDT3	6	34359501
cg02945019	NA	CD84	1	160550488
cg02945646	0.0802241174152939	AP1G2	14	24037169
cg02946570	NA	C2orf43	2	21023387
cg02946754	0.0153216433218475	DCLRE1A;NHLRC2	10	115614308
cg02946850	0.185634939565503	GRM8	7	126882944
cg02947222	0.00970270813226389	PHLDA1	12	76425514
cg02947253	0.392591110036409	ADORA3	1	112046700
cg02947354	0.886981347595244	NA	NA	0
cg02949544	0.0539446458086817	MYST2	17	47865858
cg02951021	0.0931181753531934	DYNLL1	12	120934296
cg02953306	NA	CHRNA2	8	27336626
cg02955504	NA	TXNL4A	18	77749374
cg02955988	0.318134746974133	NA	NA	0
cg02956093	0.108352484394634	AKT1	14	105261335
cg02956481	0.0407740927130953	C19orf55	19	36249454
cg02957086	0.0487231650391343	AXIN2	17	63558047
cg02959669	0.0228846311901303	ZNF256	19	58459358
cg02961200	0.121400536692733	LOC100130691;AGPS	2	178257176
cg02962299	0.00725016860887754	KIN;ATP5C1	10	7829899
cg02962602	0.0458574293054437	CCDC57	17	80171413
cg02963198	0.0115814986675826	NOTCH2NL	1	145209830
cg02964385	NA	STK38	6	36515676
cg02964389	0.0142451465525566	PSMD9	12	122326713
cg02965078	0.267557144296386	GPR44	11	60623504
cg02966329	0.033556006625296	TTK	6	80714474
cg02966851	0.429750896273067	NA	NA	0
cg02968557	0.726793816073131	HSPB9	17	40275126
cg02972551	0.0807712260207603	KDM3A	2	86668068
cg02973263	0.0297650677350604	PRKCI	3	169940162
cg02973416	0.0111093835870909	SLC25A22	11	796069
cg02973883	0.716385800615748	DCAF4	14	73392314
cg02973971	0.323694303230433	LOC100272228;CXorf40B	X	149106460
cg02975142	0.0190588303170215	FLCN	17	17140597
cg02975259	0.00754553963997335	NCK1	3	136581033
cg02976090	0.158048540574199	NIPAL3	1	24742249
cg02976574	0.952128909870632	FNDC3B	3	171830293
cg02976617	0.0302190816559287	NUDT12	5	102898463
cg02978542	0.0107766525917831	MTHFR;CLCN6	1	11866085
cg02978737	0.539982321845502	PVALB	22	37216067
cg02981703	0.941166128728943	CA6	1	9005734
cg02981853	0.663266161726673		19	7445850
cg02982690	0.206555716097137	BHLHE22	8	65492846
cg02982734	0.590124565972675	MAGEL2	15	23891048
cg02983451	0.0320575492449875	KLF11	2	10183013
cg02987051	0.0144187754018738	IER3IP1	18	44702545
cg02987163	0.0437101036440481	DUSP14	17	35849291
cg02988947	0.721066932861697	LIMD2	17	61778813
cg02989257	NA	COL16A1	1	32169274
cg02989940	0.259915223187719	AHSP	16	31539234
cg02990033	0.610554999901258	GFRA4	20	3643863
cg02990567	0.0179878937882102	RGL2	6	33266961
cg02990612	0.648379717465166	NA	NA	0
cg02992596	0.290333365273368	RBM46	4	155702220
cg02992632	0.041915156991673	FGF12	3	192445380
cg02992647	0.916221319180491	DDX52	17	36004446
cg02992767	0.440880787636686	CD40LG	X	135729973
cg02994216	0.0145357648267977	RALB	2	121010979
cg02994956	0.705981659802551	NEFH	22	29876534
cg02994974	0.603763848862019	SPON1	11	13984544
cg02995130	0.0107574181435593	CLIP1	12	122906407
cg02995295	0.0335868848773523	FAM124A	13	51796962
cg02995853	0.0585662685663124	APBB3;SLC35A4	5	139944272
cg02998425	0.554067799131394	ADAM21	14	70924204
cg03000603	0.0652643115172104	DHX34	19	47852595
cg03000846	0.21601272880248	RAC3	17	79990263
cg03001305	0.132403257596177	STAT5A	17	40439492
cg03001647	0.0447002101858653	MPZL1	1	167691881
cg03002480	0.0170984858635798	UBR1	15	43398338
cg03003060	0.381300517203025	GPM6B	X	13956166
cg03003256	0.421190484686235	FAM26D;BET3L	6	116849557
cg03003745	0.115862252956827	CXCL17	19	42948167
cg03005055	0.0235208571888427	HSPA2	14	65006951
cg03005261	0.0674976087756566	CCDC109B	4	110480828
cg03007010	0.0188450203224074	SNX26	19	36266840
cg03007571	0.0360522323229136	HIST1H2BD	6	26157673
cg03011500	0.0211120671828405	CGN	1	151484243
cg03012280	NA	ZFYVE19;DNAJC17	15	41098255
cg03013422	0.0570578302039138	AACS	12	125550350
cg03014628	0.0543265474214589	RAB3C	5	57879001
cg03014680	NA	CLEC12A	12	10122522
cg03014957	NA	DEFB118	20	29956062
cg03016571	0.90648545670845	C17orf73	17	48844124
cg03017264	0.519351181673634	NFAM1	22	42829748
cg03017475	0.477222919535239	NA	NA	0
cg03017653	0.162609310745131	TTC13;ARV1	1	231115871
cg03017946	0.483785399530107	NPFFR2	4	72897281
cg03019000	0.570658609582426	TEX264	3	51704351
cg03020271	0.0496718619021632	PLIN3	19	4867550
cg03020597	0.238972767137643	SLITRK2	X	144898810
cg03020951	NA	HMGA1	6	34203887
cg03021690	NA	TNFAIP2	14	103591964
cg03021892	0.548561239651899	SLC38A5	X	48329278
cg03022541	0.746146425077267	DNAJB8	3	128186859
cg03024246	NA	JRKL	11	96124628
cg03025569	0.884482548340628	TRIM16	17	15586426
cg03026462	0.0194224622879599	FOXA1	14	38064490
cg03027037	0.0480624465279333	NAPB	20	23402404
cg03028472	0.0132363568917897	RERG	12	15374462
cg03029060	0.0210812561039382	ZNF184	6	27441036
cg03029145	0.0238512499056559	SMAD2	18	45456587
cg03029616	0.684646355222749	KRTAP6-1	21	31986034
cg03030757	0.0173278788771265	FANCE	6	35420754
cg03032025	0.42441809442622	CPEB4	5	173316748
cg03033367	0.558503885631854	NA	NA	0
cg03035419	0.00552935363495451	RPS21	20	60962318
cg03036064	0.0181335221528602	UCK2	1	165797085
cg03037266	0.106498657289878	NA	NA	0
cg03037331	0.0103798305854435	DEGS1	1	224371490
cg03038003	0.0280069437977763	AGBL4;BEND5	1	49242900
cg03038672	0.962300542958539	CLDN9	16	3062056
cg03039172	0.0256487852379739	DMPK;SIX5	19	46273153
cg03041841	0.036142454974946	C9orf75	9	140094281
cg03042149	0.00745641740043159	PDE8A	15	85524778
cg03044435	NA		4	1144077
cg03046445	0.315854264652287	BHLHE41	12	26277826
cg03047098	0.0322127398108362	AP1G1	16	71843015
cg03048535	0.023059694222646	FOXN4	12	109747100
cg03050522	0.0317617929800395	NA	NA	0
cg03050748	0.0364077927129765	NA	NA	0
cg03054162	NA	PCYOX1	2	70485230
cg03054529	NA	SCRN1	7	30029938
cg03055440	0.838630774907903	MS4A6A	11	59950405
cg03055492	0.012041299026837	UGP2	2	64068493
cg03056007	0.0180389090449625	NA	NA	0
cg03057808	0.670640190101447	CXorf57	X	105855296
cg03059018	0.0482285421411132	SIX4	14	61190965
cg03059528	0.0169988909759237	RNF146	6	127587721
cg03060925	0.0658981034461234	C19orf54;SNRPA	19	41256330
cg03062665	0.0103006748919423	CALM1	14	90863127
cg03063797	0.045313880253613	SAV1	14	51135466
cg03064067	0.731417031374573	SLC6A15	12	85306916
cg03064241	0.0103724840712726	RNF34	12	121837728
cg03064400	0.030374514583842	U2AF1L4;PSENEN	19	36235836
cg03065202	0.0298709838273334	PIK3IP1	22	31687698
cg03065661	0.0249028774517742	MED17	11	93517413
cg03066138	0.00879403849584945	RPLP2	11	809697
cg03067226	0.00986771635713915	TPI1	12	6976333
cg03070194	0.00806488105864833	GSTM2	1	110210684
cg03070588	0.0171381435222526	USP30	12	109490239
cg03072102	0.0501108116041418	CEP97	3	101443408
cg03072378	0.0262578168064391	DLX4	17	48046738
cg03073814	0.0195173630078013	ZSWIM7;TTC19	17	15902501
cg03075662	0.503755298753812	PLSCR2	3	146213648
cg03076324	0.00826158290490747	DNAJC1	10	22292468
cg03076871	0.0177102151492803	STX16	20	57226737
cg03077062	0.0123794379986155	SFXN5	2	73299091
cg03077492	0.927766734611419	CCL28	5	43413095
cg03077836	0.00929644011795657	ASAP2	2	9347292
cg03079549	0.0101157981345071	PLDN	15	45879223
cg03079681	0.0154019771197279	CDKN2A;CDKN2BAS	9	21994223
cg03080344	0.0234273895396158	METTL2B	7	128116561
cg03080985	0.0319740529530402	SH3BGRL2	6	80340683
cg03081134	0.0545205403851955	RECK	9	36036806
cg03082060	0.11042917622327	LGALS8	1	236680224
cg03085312	0.0456691862840382	RARA	17	38465281
cg03085377	0.89302519408995	RB1	13	48893376
cg03085637	0.0168116883248772	PEX11B;GNRHR2	1	145516630
cg03086563	0.0593989522857752	HIST2H2BE;HIST2H2AC	1	149857152
cg03086857	0.260169744791146	EDNRB	13	78492568
cg03087937	0.834796066548874	MUC15;ANO3	11	26593556
cg03091512	0.015077767004591	RHBDD1	2	227701050
cg03096975	0.00871727156554153	MIR330;EML2	19	46142574
cg03097995	0.700797267060945	TNNI3	19	55669091
cg03098361	0.0128505175854099	RFC2	7	73668406
cg03098643	0.176293446956289	FAT1	4	187644620
cg03098721	0.875345682586265	TTLL7	1	84464084
cg03099492	0.145897120397015	CYP26A1	10	94833214
cg03099771	0.361240285572368	PRSS16	6	27215365
cg03100040	0.134314545373194	ZNF345	19	37341870
cg03100146	0.0365232219540544	SH3BGRL3	1	26606846
cg03100196	0.0488237963130543	ZYX	7	143077761
cg03100752	0.186790161743072	ASNA1	19	12847402
cg03101664	0.138425232689602	SNX15	11	64794610
cg03102516	NA	NEURL3	2	97171383
cg03103192	0.593531475134655	SPATA18	4	52917271
cg03104936	0.510098725950353	GRB10	7	50849168
cg03107405	0.0100210608576539	TSSC1	2	3381941
cg03108701	0.047612947876239	MIR548H3;C6orf167	6	97731400
cg03109047	0.141904981045513	GRIN1	9	140032686
cg03109066	0.00880103263075256	AP1AR	4	113153267
cg03109316	0.223792256835744	ZNF80	3	113957903
cg03109701	0.135518433773775	RNFT2;C12orf49	12	117174758
cg03112433	0.19934823155024	CDK14	7	90338555
cg03112782	0.0339690613984073	MEAF6	1	37979729
cg03112869	0.888595851721698	FBXW12	3	48413769
cg03113824	0.936548852447434	CCDC114	19	48807322
cg03114244	0.0399702297099484	FEN1;C11orf10;MIR611	11	61560355
cg03115649	0.0114568201821937	TOR1AIP1	1	179851535
cg03115746	NA	WHSC1	4	1895023
cg03115886	0.852906844704583	VPS16;PTPRA	20	2845218
cg03116238	0.0211741484522021	NA	NA	0
cg03116740	0.345925455702097	TSPAN4;POLR2L	11	841335
cg03117949	0.21051656080428	USP16	21	30396586
cg03118854	NA	PNPLA5	22	44288155
cg03122511	0.181499524809867	NKAP	X	119077820
cg03125090	0.0415420036547572	RGL1;ARPC5	1	183605490
cg03126490	0.0110938472287329	SPATA13	13	24735051
cg03127334	0.891969155522513	ERG	21	40033634
cg03127543	0.182538498093739	NA	NA	0
cg03128832	0.78544072502183	NA	NA	0
cg03129910	0.0666983305411184	SRP72	4	57333643
cg03131527	NA	BDH1	3	197301250
cg03132911	0.0795355075166452	IQGAP2	5	75698732
cg03133269	0.0411887415409547	WNT4	1	22468902
cg03135127	0.0511130226238609	TRMT1	19	13227421
cg03135598	0.00813239002970397	SEPW1	19	48281610
cg03136712	0.975534082197016	DND1	5	140053068
cg03138091	0.148911715207468	OSMR	5	38846540
cg03138405	0.0255471908270337	GLT25D1	19	17666150
cg03138668	0.0338503075736406	SLC17A7	19	49944488
cg03139057	0.0163198300505752	DLL3	19	39989234
cg03139377	0.370896253336596	SLC6A12	12	323242
cg03140096	0.0122920704808916	FARSA	19	13044717
cg03140978	0.957036484032386	C1orf201	1	24728127
cg03142203	0.564497728943135	NA	NA	0
cg03143333	NA	CCDC11	18	47793599
cg03143365	0.0235510852558389	MAN2B1;MORG1	19	12777903
cg03143849	0.173231342323062	CDKN1C	11	2904951
cg03144206	0.0483230118234703	ACTN4	19	39138026
cg03144357	0.91650482848264	RECQL4;LRRC14	8	145741925
cg03146158	NA	MYO1E	15	59665145
cg03147542	0.0798308059374612	CBLL1	7	107383881
cg03147990	0.0367167332701311	ZNF585B	19	37701738
cg03148461	0.0451863238708214	BRAF	7	140625066
cg03149130	0.0328491396223702	DIRAS2	9	93404977
cg03152385	0.28331388339931	RRN3	16	15188596
cg03152785	0.0141061909694634	KCNC4	1	110753723
cg03154500	0.02107815719935	NA	NA	0
cg03154513	0.0129665881625469	ID1	20	30193400
cg03155724	0.0324979331291097	ASCC1;C10orf104	10	73975451
cg03156547	0.426827241590519	CDH24	14	23525003
cg03157149	0.00572897779493798	GDI2	10	5855170
cg03157806	0.506217586291853	TMEM185A	X	148713279
cg03158400	0.0207706828561274	FAM3B	21	42688886
cg03159329	0.012942949920532	STK39	2	169103514
cg03159785	0.0116907810816119	SKIL	3	170075773
cg03159836	0.0189927371068381	ZFX	X	24168810
cg03160135	0.651061756058799	VGLL2	6	117586918
cg03160309	0.55846987800966	NA	NA	0
cg03160508	NA	RHOD	11	66823684
cg03160637	0.09115129351272	DAK;DDB1	11	61101089
cg03160740	0.0764971408434154	VIPR1	3	42544400
cg03160815	0.0539725504196016	NPB	17	79859830
cg03161112	NA	ZNF24	18	32924652
cg03161453	0.885279708951521	BCOR	X	39962049
cg03161839	NA	ARHGEF1	19	42387947
cg03163246	0.676854766602035	PPBPL2	4	74921023
cg03164831	0.418712250424975	BRWD3	X	80065461
cg03165378	0.543598666039139	S100A9	1	153329882
cg03165700	0.0212511885550811	ATM;NPAT	11	108093220
cg03166779	0.0531587616308567	ETV1	7	14029285
cg03167275	0.0582996983525298	CXADR	21	18886093
cg03167339	NA	MICALL2	7	1498866
cg03167763	0.0498611707367386	UBXN10	1	20512397
cg03167883	0.0825673118063831		8	49502967
cg03168296	0.0316330489457892	NOXA1;EXD3	9	140317011
cg03168582	0.293292366312395	DMRT1	9	841850
cg03169180	0.645884791988113	NLGN2	17	7310347
cg03169527	0.405330391026013	C3orf31	3	11888582
cg03169715	0.0200735308453085	HAS3	16	69140794
cg03171924	0.749287117139636	RUNX3	1	25258332
cg03172991	NA	NFIX	19	13105728
cg03173722	0.0686990930796376	RUFY3	4	71587640
cg03176585	0.0110971466637632	MRPS35	12	27863646
cg03177025	0.0507774012493363	BRE;RBKS;LOC100302650	2	28112917
cg03177084	0.0250083201080682	PSME3	17	40985069
cg03179866	0.790645515786522	NA	NA	0
cg03184439	0.0215198409451385	ICT1	17	73008867
cg03184964	NA	SMARCC2	12	56584202
cg03188118	0.590267095859633	RGS6	14	72399809
cg03190825	0.0792533192324154	CYP4F11	19	16045788
cg03192551	0.45738720181021	SLC25A39	17	42403152
cg03192737	0.265621907461309	OSTN	3	190931199
cg03196745	0.0229303957608446	SART3;ISCU	12	108956112
cg03197524	NA	TNIP1	5	150460989
cg03198372	0.219186973299756	KREMEN1	22	29468588
cg03199651	0.0690173047574423	MSX1	4	4862770
cg03201604	0.0406514989686435	NAAA	4	76861293
cg03202897	0.552438050942559	FAM50B	6	3849688
cg03205208	0.0375346478849248	KIN;ATP5C1	10	7830848
cg03208093	NA	ZNF248	10	38147096
cg03209127	0.0141138193464403	B3GALNT2	1	235668099
cg03212129	0.0189908557434401	PDCD2L	19	34895470
cg03213216	0.0352765375053452	RTN2;FLJ40125	19	46001735
cg03214212	0.0526120615467331	TSPAN13	7	16793334
cg03214697	0.324261209935223	SEC14L4	22	30901532
cg03217102	0.0417709673907911	NA	NA	0
cg03217964	0.0288531515354404	ZFP1	16	75182191
cg03218019	0.0163403650441947	DDOST	1	20987858
cg03218374	0.0921128409671775	ANGPT4	20	896981
cg03218909	0.0672614131790855	HAPLN2	1	156589008
cg03221436	0.547753780030183	CCDC120	X	48916091
cg03221619	0.498181050035324	FCER2	19	7767348
cg03221676	0.00765955303222576	ZCCHC6	9	88969266
cg03221776	0.00895232848706089	MFSD3	8	145733971
cg03221914	0.161214406809406	HIST1H2AJ	6	27783331
cg03222066	0.689358030363846	ABCG4	11	119019384
cg03223878	0.018848402372074	BHLHE40	3	5021310
cg03224418	0.270158759864716	SAMD10;PRPF6	20	62611858
cg03225779	0.0983716292651932	NA	NA	0
cg03227078	0.0566891250082205	ZNF221	19	44455454
cg03229887	0.0169051360593681	EIF2B3	1	45452240
cg03231024	0.0429340930905899	EFNA1	1	155100501
cg03234661	0.946873580016213	SLC10A1	14	70265290
cg03237153	0.833830262687055	NA	NA	0
cg03238797	0.584717293325102	ADAMTS18	16	77468893
cg03240509	0.792914073446316	KCNA6	12	4918169
cg03240745	0.919574404868543	MEGF8	19	42841056
cg03241282	0.352497986907616	LOC348840	3	197807491
cg03242666	0.263962052134555	PMP22	17	15168570
cg03242880	0.899076349078308	BTG4;MIR34C;MIR34B	11	111382915
cg03243506	0.883039786518855	TMC2	20	2517231
cg03243700	0.0103112667537036	WDR5	9	137000940
cg03243895	0.00796564669714729	SPTAN1	9	131314908
cg03243946	0.50027501755072	LDHB	12	21811034
cg03245641	0.216643463031917	GPHA2	11	64703415
cg03245962	0.0302960412783378	XRN1	3	142167057
cg03247626	0.114664998028538	HINT3	6	126277793
cg03251079	0.554636523194554	HMGA2;RPSAP52	12	66218285
cg03251249	0.0101057304485863	SIRT1	10	69645012
cg03251655	NA	SLFN12	17	33759512
cg03251857	0.626522010602633	PPAPDC3	9	134164580
cg03256955	0.229242758623828	TGFBR2	3	30649017
cg03257423	0.175885226949949	ZFP112	19	44860820
cg03258472	0.171028490152591	CRB3	19	6463949
cg03259469	0.0329573511674503	SVIL	10	30025293
cg03260744	NA	TEKT2	1	36549062
cg03261004	0.00964142359495959	LOC100289341;MAN1B1	9	139981660
cg03262773	0.1419987822778	RAD54L	1	46712613
cg03262918	0.0088388149111199	BBX	3	107241738
cg03264209	0.817232856850513		16	3931885
cg03264414	0.810112678630726	PAEP	9	138453697
cg03266453	0.407369482608953	EN1	2	119606055
cg03266904	0.0117492670905579	CNOT4	7	135194685
cg03270167	0.0358108926764432	RAMP1	2	238768916
cg03270204	NA	DDR1	6	30851638
cg03270376	0.0173566558992594	RNF25;STK36	2	219536588
cg03271651	0.039888673689934	POGZ	1	151431849
cg03271907	0.94763896779604	MGMT	10	131412643
cg03272031	0.013219992256646	LOH12CR1;LOH12CR2	12	12509922
cg03273615	0.142988547962849	RBM41	X	106362373
cg03274654	0.028001788334159	KPNA3	13	50367395
cg03274876	0.0382718886466604	C4orf27	4	170679006
cg03275186	0.0224990331799285	COPS8	2	237994061
cg03276813	0.0237357197324387	SSFA2	2	182757157
cg03277051	0.0287276383606321	COL8A1;MIR548G	3	99356666
cg03277112	0.0196915434567128	MED23	6	131949711
cg03278643	0.739259098784937	EVC2	4	5710767
cg03278960	0.0182456953385574	C16orf57;ZNF319	16	58035186
cg03279443	0.0249769083522769	VDAC2	10	76971052
cg03283421	0.867677123284422	FAM24B	10	124610984
cg03283569	0.0268665786002038	RABEPK	9	127963181
cg03283694	NA	SIGLEC11	19	50464713
cg03283842	0.0323521112686136	FKBP7;PLEKHA3;MIR548N	2	179343803
cg03285457	0.62142000538	LBX1;FLJ41350	10	102988529
cg03286783	0.022791350740404	CASC4	15	44580973
cg03287877	0.898487759630653	NMT1;DCAKD	17	43139826
cg03289369	0.0259845039879667	AASDH	4	57253815
cg03289872	0.0131513872659013	ZNF667	19	56989102
cg03290040	0.0531247903454752	CHCHD10	22	24110355
cg03291145	0.274298486165776	NA	NA	0
cg03292149	0.22570546439991	CBLC	19	45279765
cg03292388	0.0137427986406594	CPZ	4	8594514
cg03293770	0.0319129119261172	SDHAF2;CPSF7	11	61197075
cg03293882	0.0730341255194932	ZNF614	19	52531438
cg03294491	0.048987265856459	SMAD2	18	45458243
cg03294557	NA	SERPINB4	18	61312477
cg03294619	0.669019670373286	NKX2-5	5	172661803
cg03296929	0.0802280178619439	NA	NA	0
cg03297731	NA	GDPD3;LOC100271831	16	30124293
cg03298413	0.0558757051951831	ATF6B	6	32095941
cg03301801	0.92757358169218	FNDC7	1	109264283
cg03302287	0.0124423735166106	PKP2	12	33049650
cg03305230	0.0329733654819034	RAI1	17	17585338
cg03308985	0.0220879505697161	DGCR6L	22	20307724
cg03309050	0.0240037614778488	ZNF688	16	30583736
cg03309721	0.0101529464220407	PLEKHJ1;SF3A2	19	2236316
cg03309967	0.734980793344008	U2AF1L4;PSENEN	19	36235184
cg03310453	0.0183260302017945	PPP1CC	12	111180513
cg03310469	0.00786674290869299	SIX2	2	45236672
cg03311036	0.0157382873986834	CASP2	7	142985443
cg03311899	0.828459251867143	NA	NA	0
cg03312124	0.0106877427307743	RFFL	17	33416003
cg03312426	0.0265753930103773	RRAS	19	50143795
cg03312532	0.688731038331103	C15orf42	15	90166033
cg03312792	NA	SEMG2	20	43849759
cg03316864	0.611175891255964	B3GNT3	19	17906309
cg03317245	0.702185388231836	P2RX5	17	3600514
cg03320844	0.706623672406066	GJA1	6	121756839
cg03322129	0.0171113396591627	UBE2J2	1	1209673
cg03322749	0.0253281884686718	RBM18;MRRF	9	125026979
cg03327494	0.953789263946937	ZDHHC19	3	195938048
cg03328750	0.183063038894047	ARHGAP26	5	142150401
cg03328804	0.117287422853896	UVRAG	11	75526289
cg03329165	0.359461385152286	CD200	3	112052218
cg03329572	NA	FCRL5	1	157523253
cg03330058	0.21317368100147	ABTB1	3	127392403
cg03330516	0.842508872335739	SRMS	20	62178744
cg03330678	0.686937176961692	SEPT9	17	75316233
cg03332113	0.0192335372070259	RAI14	5	34656078
cg03332271	0.299471972591388	MST1R	3	49941151
cg03332970	0.0206970782638067	ESAM	11	124632552
cg03334529	0.537201441746691	NA	NA	0
cg03336167	NA	SLC22A18	11	2930995
cg03338064	0.874831024737412	NA	NA	0
cg03338189	0.0339769540713086	NA	NA	0
cg03338959	0.027919738689951	NAMPT	7	105926305
cg03340261	0.0138630215199595	HBS1L	6	135375900
cg03340878	0.797718956853321	OR2B6	6	27925166
cg03343942	0.710486565025525	SLC39A5	12	56625109
cg03347966	0.0135883326913099	GPR172A;FBXL6	8	145582459
cg03349251	NA	MAK	6	10832472
cg03349935	0.921368411986634	RASL12	15	65361335
cg03349953	0.311681803867663	PCDHB5	5	140515207
cg03352153	0.946327453700994	LGSN	6	64030429
cg03354519	0.0399127765014964	ANXA5	4	122618501
cg03354772	NA	C10orf93	10	134756503
cg03355298	0.011589960918448	B2M	15	45003704
cg03355526	0.772860634729646	ZNF454	5	178368415
