Hybridization REF	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05
cg07711515	0.708939724934078	NA	NA	0
cg07713361	0.0487681968471934	APOL1	22	36649144
cg07713493	0.443139936819709	CDK18	1	205473393
cg07714374	0.165723505590684	NA	NA	0
cg07714534	0.0206030521103803	PRCP;C11orf82	11	82612592
cg07715201	0.133661725847013	GDNF	5	37840839
cg07715387	0.012076688772548	SLC1A4	2	65216679
cg07715894	0.0175621976506731	C16orf75	16	11439533
cg07717632	0.679375246226206	C9orf167	9	140172631
cg07719512	0.6722357672862	SLC11A1	2	219246576
cg07719737	0.0198790162138374	MANBAL	20	35917850
cg07728874	0.790674326745991	CD3D	11	118213272
cg07730301	0.422364423508825	ALDH3B1	11	67777952
cg07730329	0.649387636114483	PCDHGA4;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGA12;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	5	140810137
cg07731916	0.0823415494107735	IRF2	4	185395553
cg07732037	0.796097264794215	MPHOSPH9	12	123707827
cg07732644	0.761466571147584	ASPA	17	3378397
cg07733031	0.0247710410734181	SGTB;NLN	5	65018600
cg07736705	0.0159028512822934	POM121	7	72350033
cg07737781	0.118944558671926	MLXIPL	7	73038866
cg07739803	0.0111787739489855	SLC30A7;EXTL2	1	101361235
cg07740640	0.991852251403074	BHLHA15	7	97841941
cg07740989	0.0145973825383467	EEF1A1	6	74230681
cg07744166	0.0823738480911161	WASF3	13	27131484
cg07745434	0.0740524751330178	CHST13	3	126243401
cg07745725	0.734113851453778	PSG3	19	43245860
cg07746918	0.0176484228962719	SREBF2	22	42229324
cg07747299	NA	C21orf56	21	47604052
cg07747336	NA	PATE2	11	125649398
cg07747970	0.33342937859504	LHX1	17	35293719
cg07748017	0.0208888901803364	PEX5	12	7342621
cg07748540	0.0253884051320686	PDGFD	11	104034619
cg07749074	0.452104970123002	HRG	3	186383386
cg07749808	0.0123068399385773	SYT17	16	19179817
cg07750111	0.0146646866816418	HIST1H1C	6	26056168
cg07752420	0.38988226301881	NA	NA	0
cg07753583	0.0306207739437058	LRRC61;ACTR3C	7	150020206
cg07753644	0.478224200430263	PPAN-P2RY11;P2RY11	19	10222175
cg07755653	0.0116068742729187	STX11	6	144471198
cg07757386	0.0181216088079491	RAGE	14	102771445
cg07758574	0.0286351587407721	C3orf62	3	49314370
cg07758904	0.0808219235889913	SLC46A2	9	115652824
cg07759587	0.807092144382791	TLR8;LOC349408	X	12924783
cg07761912	0.0184847385377661	TOR1AIP2	1	179846929
cg07763768	0.942779305908016	C9orf45	9	125877923
cg07764959	0.0232025833073127	SLC43A1	11	57282648
cg07766315	0.0208450923393417	NA	NA	0
cg07766612	0.0246326413134654	SLC30A2	1	26372887
cg07770222	0.384624561281372	C8orf31	8	144120106
cg07772309	0.00944731331120188	NELF	9	140353475
cg07773116	0.296444849350144	GDF10	10	48438500
cg07773642	0.0211141496021009	PSMD7	16	74330896
cg07774025	0.0204298982428252	HSD17B7	1	162760659
cg07774222	0.0118308348886026	MED6	14	71067759
cg07775501	0.0123017799089692	JOSD2	19	51014757
cg07775675	0.0264542689928718	SPHK1	17	74379922
cg07777378	0.0172856860474795	GRN	17	42422412
cg07778029	NA	HOXA9	7	27205114
cg07778080	0.0129092164398543	NPC1	18	21166698
cg07780118	0.227517804665457	AR	X	66766506
cg07780979	0.976992654992209	PDCD6;AHRR	5	303287
cg07782113	0.0100041080463778	HIVEP1	6	12012564
cg07785936	0.420988923252545	GPR39	2	133174635
cg07786760	0.0384616549910833	DCHS2	4	155412677
cg07788138	0.0117105147806137	NA	NA	0
cg07789083	0.0320148798577795	GPRC5C	17	72427563
cg07789552	0.0278262131484058	STK40	1	36851195
cg07789904	NA	MAD2L2	1	11741841
cg07790638	0.914590430984527	C4orf21	4	113508575
cg07791997	0.0597909245073527	PPME1;C2CD3	11	73882526
cg07792737	0.890189000905048	NA	NA	0
cg07799434	NA	C19orf43	19	12845367
cg07799947	0.244534547957385	NPAS2	2	101436171
cg07800320	0.410023074141784	ALDH1L1	3	125899567
cg07803864	0.804368834504797	TUBAL3	10	5446998
cg07804122	0.0176527123124212	TXN	9	113018739
cg07804582	NA	C16orf78	16	49407186
cg07805833	0.931076585557148	POLR1C;YIPF3	6	43483391
cg07806164	0.0104846694365366	UBE2E2	3	23244688
cg07807709	0.0445287309210426	HIST2H2AB	1	149860026
cg07807817	NA	COQ6;FAM161B	14	74416425
cg07808960	0.0119579402540797	RBM6	3	49977390
cg07810156	NA	PDZK1IP1	1	47655682
cg07810967	0.957083142828771	IL13	5	131993925
cg07811498	0.0205336123886124	C22orf32	22	42475450
cg07811750	0.0117741320553421	CAMTA2	17	4890503
cg07815386	0.0109656549485984	RNF149	2	101925384
cg07816074	0.624593490357917	SH3TC1	4	8201560
cg07816439	0.325237109419842	C1QTNF2	5	159797845
cg07816442	0.0132632596688765	CD3EAP;PPP1R13L	19	45909858
cg07817698	0.0542064893699183	DHODH	16	72042925
cg07817783	0.0143984359230408	DAP	5	10761669
cg07818646	0.017582901803053	RNASEH2B	13	51483769
cg07819926	0.0149443102583151	C7orf55	7	139025145
cg07820214	0.0122774067006816	RUVBL1	3	127842989
cg07823492	0.986278346663882	HOXB1	17	46608099
cg07823755	0.966522200650508	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234668355
cg07823935	0.0183697352551168	NCKAP1	2	183902842
cg07824317	0.446538393477438	RPGR	X	38187006
cg07824742	0.98238397678239	DBH	9	136501784
cg07826255	0.167695016773987	SGCA	17	48243707
cg07827038	0.0141957055274175	SKA3;MRP63	13	21750347
cg07829804	NA	OLR1	12	10325287
cg07829809	NA	METAP1	4	99957216
cg07830847	0.906974019829666	KCNA10	1	111061374
cg07832674	0.61140281686182	IL17RE	3	9943884
cg07833035	0.0102813454260145	RPS23	5	81573845
cg07833382	0.0460756138921399	SCPEP1	17	55055134
cg07836370	0.0263575653045526	GLTP	12	110318755
cg07837085	0.373356857366119	SLAMF7	1	160708990
cg07837262	0.0109207388362054	SLC39A14	8	22225395
cg07841014	0.497791031717913	REG1B	2	79314745
cg07842062	0.644948379783716	MEFV	16	3306524
cg07842593	0.0250741716564135	SEPHS2	16	30457166
cg07843027	0.0320670030159082	TMEM170A	16	75498835
cg07844021	0.0267386570736294	COIL	17	55038529
cg07844572	0.0225946561571675	PSMC5;FTSJ3	17	61904053
cg07845390	0.0237322160163795	KCNT2	1	196577709
cg07845392	0.479121508481212	SLC25A10	17	79678158
cg07845566	0.00837612713271212	NA	NA	0
cg07846167	NA	FBLIM1	1	16084758
cg07846220	0.187484139165867	LAMA1	18	7117680
cg07847428	0.0137610807482939	MARCH2	19	8478158
cg07849904	0.0333111413514336	MN1	22	28197796
cg07850221	0.881696552470179	U2AF1L4;PSENEN	19	36235109
cg07850604	0.0159324909121204	INSM2	14	36003443
cg07851192	0.917479926041617	KCNG2	18	77624513
cg07851243	0.0176434000346068	MXRA7	17	74707271
cg07851278	0.0199940020187554	RIOK3	18	21033426
cg07854244	0.0183278045670165	IP6K2	3	48754518
cg07855056	0.0268662864940481	MIR423;CCDC55	17	28443892
cg07857181	0.0235159315440606	POLH;XPO5	6	43543548
cg07858745	0.0153918499124943	GTF2I	7	74072514
cg07861564	0.0207581496275644	HSPB8	12	119616618
cg07862358	0.0206122601017311	MYO10	5	16935888
cg07864189	0.0155208609315205	NADSYN1	11	71164265
cg07864297	0.487449352738194	ESRRB	14	76837569
cg07864632	0.0197160766177959	TRIP12	2	230785697
cg07865790	0.0146478376041677	IKBIP;APAF1	12	99038290
cg07867360	0.932110338001636	PPP2R2C	4	6475156
cg07868688	0.0270498231462766	ORC3L;RARS2	6	88299842
cg07871503	0.839218157440989	RASGEF1A	10	43763042
cg07872652	0.023306548844086	CNIH2	11	66045932
cg07873128	0.966603110931148	OSBPL5	11	3121400
cg07873488	0.577684359330228	MUC17	7	100662570
cg07874155	0.0103008176792078	CTNNA1	5	138089656
cg07874284	0.229543629317501	PRPS2	X	12809156
cg07874520	0.950612884572813	THEM5	1	151826533
cg07876586	0.619588161822525	PGRMC1	X	118370356
cg07879727	0.0223730468759203	WNT3	17	44896017
cg07879977	0.427580980358411	OR1F1	16	3254567
cg07880061	0.0146086464308132	RAB24;PRELID1	5	176730198
cg07880715	NA	RB1	13	48895478
cg07880854	0.303454932346529	FBLN7	2	112895559
cg07881407	0.60815606989348	NA	NA	0
cg07882535	0.834322426500269	TRPM5	11	2445392
cg07882831	0.00994058495250781	MGC16275;TTYH2	17	72209802
cg07883333	0.985766934782056	TSTD1;USF1	1	161009753
cg07884019	0.128641949392467	NA	NA	0
cg07884474	0.0154179239978517	VPS16;FAM113A	20	2821816
cg07886712	0.0503553491527369	EWSR1;RHBDD3	22	29665413
cg07888040	0.914691600217064	GLDN	15	51669526
cg07888234	0.0440653173931984	TNFRSF11A	18	59992252
cg07889201	0.0413773667461743	ZNF343	20	2490030
cg07890954	0.931322518381965	NR2E3	15	72102874
cg07892051	0.90813346348846	NA	NA	0
cg07894162	0.0228644009258658	MORC2;TUG1	22	31364948
cg07894717	0.765327478841613	APITD1;CORT	1	10508598
cg07895149	0.0269752755944466	CALHM2	10	105212283
cg07896225	0.0120217389865592	BCL7C;MIR762	16	30905137
cg07897193	0.0139240482352434	SOCS5	2	46926272
cg07897414	0.0722052870933831	KLHL4	X	86772895
cg07897701	0.787769913012366	ABP1	7	150549370
cg07897837	0.00853112008166011	C1orf131;GNPAT	1	231377046
cg07899016	0.658516850846297	PCDHB12	5	140588299
cg07899425	0.0140587191464397	GSR	8	30585046
cg07900766	0.0211515906122038	SPAG16	2	214148972
cg07903860	0.0144326829049762	DCLRE1C	10	14995957
cg07903918	0.675140069406513	GABBR2	9	101471986
cg07905963	0.497165690205907	NA	NA	0
cg07906495	0.0169537675780366	G2E3	14	31028426
cg07906724	0.551523630728813	CHRNA6	8	42623946
cg07908874	0.512281379038334	ZNF511;TUBGCP2	10	135123006
cg07909265	0.0225110888756304	ITGAV	2	187455298
cg07909422	0.0220872319325489	SIRT5	6	13574371
cg07909527	0.00600183819030517	NUBP2;SPSB3	16	1833420
cg07911663	0.558344095117726	TMEM164	X	109245325
cg07911673	0.734707430281474	SLC25A35	17	8198092
cg07912181	0.00918235550375508	HSD17B12	11	43702277
cg07914866	0.644259356692892	IRAK3	12	66583431
cg07914959	0.0165768807218421	BACH2	6	91006321
cg07915282	NA	RASSF3	12	65003120
cg07915343	0.9008098783904	LDHAL6A	11	18477680
cg07915542	0.0590513699151916	IDH1	2	209120308
cg07917796	0.0271213931195852	DIAPH2	X	95939710
cg07918509	NA	ICAM2	17	62083407
cg07919162	0.0214547119384809	SF4;KIAA0892	19	19431259
cg07922606	0.677626642486459	HIST1H3E	6	26225389
cg07924575	0.515618769945121	HPS4;SRRD	22	26881231
cg07924819	0.0206969803307166	ATF6	1	161736104
cg07925687	0.0185329771880036	RABL3;GTF2E1	3	120461082
cg07926025	NA	CER1	9	14722864
cg07927484	0.0156703875285968	SAP30L	5	153826296
cg07928641	0.031025539163969	LAMC1	1	182991847
cg07928695	0.0267884120480458	BLOC1S3;TRAPPC6A	19	45681899
cg07929310	0.0142234813015736	KIAA0513	16	85061061
cg07930578	0.955116515732107	LTK	15	41806588
cg07933176	NA	PCYOX1L	5	148737252
cg07933197	0.929967543941606	NA	NA	0
cg07933199	0.0155883695781271	C3orf59	3	192635636
cg07934026	0.0207160281107299	ZNF721;ABCA11P	4	467794
cg07935151	0.0169993966035439	LSM2	6	31774618
cg07935264	0.461211066358609	IL1B	2	113594375
cg07935568	0.171837786371023	MLNR	13	49794126
cg07936037	0.0123514373712226	SSR1	6	7313172
cg07937272	0.357686192341357	NA	NA	0
cg07940485	0.0134879812063128	SLC16A10	6	111409222
cg07940804	0.373741387296896	ACTRT1	X	127185902
cg07942995	0.902390970375344	ZSCAN1	19	58546307
cg07944287	0.0111758377702895	RFX2	19	6110462
cg07944811	0.900471086404457	GCK	7	44228830
cg07945480	0.011912454651583	GRK4;NOP14	4	2964972
cg07947016	0.261836279341364	KLK2	19	51375893
cg07947930	0.149404453577578	PRELP	1	203444945
cg07948245	0.020525795782618	ARHGAP5;C14orf128	14	32546939
cg07948472	0.786992797531123	SPATA9	5	95018471
cg07950803	0.70084570602089	CD1A	1	158223934
cg07952391	0.0546140008071702	THNSL2	2	88470173
cg07952773	0.0148954942510267	NA	NA	0
cg07955356	0.0296280038664455	DNASE2	19	12992479
cg07955828	0.0166057363003418	DHX35	20	37591298
cg07955887	0.839252451616563	KIAA0802	18	8717926
cg07957491	0.335794797153744	UCK1	9	134407190
cg07958192	0.576572571222454	TIGD2	4	90033974
cg07959477	0.739360524048406	CLEC1A	12	10251879
cg07959896	0.0220628855748194	GEMIN6	2	39005451
cg07960846	0.0212493473830918	NA	NA	0
cg07962043	0.0226945245354583	TMEM132A	11	60691582
cg07962051	0.0393970421525889	TNKS	8	9412923
cg07962315	0.0537355988315998	OSTF1;C9orf95	9	77704473
cg07964133	0.0388661162460157	HNRNPD	4	83296335
cg07964538	0.0131080715166146	CAV1	7	116164767
cg07964539	0.0801730518241005	BYSL;MED20	6	41890080
cg07965714	0.0155810978980266	XPA	9	100459834
cg07965823	0.069335604496243	ISM2	14	77964712
cg07965839	0.0214039475520748	ZFAND6	15	80351679
cg07967308	0.73085379231908	ACP5	19	11688246
cg07967643	0.0141633942941788	FRS3;PRICKLE4	6	41747785
cg07970007	NA	GBP1	1	89531456
cg07971188	0.210100921998841	HCP5	6	31431100
cg07973246	0.0242991708289645	SRGAP1	12	64238719
cg07973390	0.0223324269088928	CDKN2AIP	4	184365087
cg07973395	NA	BLM	15	91260024
cg07973461	0.803183738933611	NA	NA	0
cg07973967	0.64784081326325	CD79B	17	62009607
cg07974125	0.0121813104994964	C4orf14	4	57843509
cg07974303	0.853329801740593	DEFA6	8	6783987
cg07974891	0.295583787612807	ITGB1BP1;CPSF3	2	9565042
cg07975063	0.0229623341180787	NA	NA	0
cg07975813	0.0160969541119484	USP5;CDCA3	12	6961094
cg07977490	0.66423268742022	C16orf45	16	15527940
cg07979357	0.0332662560100541	IL27RA	19	14142353
cg07979577	0.0132204564109188	NA	NA	0
cg07979752	0.0527946196430734	CUL5	11	107879401
cg07980015	NA	TMTC4	13	101295688
cg07980518	0.0274051941161129	RNF152	18	59560394
cg07980804	0.0246552976442844	WDR7	18	54318615
cg07980988	0.219068947803084	SH2D1A	X	123480013
cg07981495	0.920848218002554	CGA	6	87804765
cg07981588	0.0469959833514898	YWHAZ	8	101965659
cg07981910	NA	DAB2IP	9	124461412
cg07985359	0.0362114196250127	EVI5L	19	7894666
cg07986525	0.0102205676630633	NFE2L3	7	26192199
cg07986773	0.579095273486738	NA	NA	0
cg07989514	0.0105355706136287	C14orf4	14	77495178
cg07990489	0.0133873157911508	NUP35	2	183989218
cg07990939	0.0124498194723332	TMTC3;CEP290	12	88536410
cg07991621	0.260692696981097	SH3BP2	4	2820479
cg07992625	0.0273992374705764	ATF7	12	54020444
cg07997737	0.256013677732304	NRTN	19	5822630
cg08001895	0.0272785537453018	EPHA7	6	94129582
cg08002996	0.0276974117040424	SOCS2	12	93963601
cg08003150	0.0163343493837741	KCNQ2	20	62103627
cg08003742	0.091045687378014	CXCL3	4	74904106
cg08005849	0.159473795708035	HGF	7	81399399
cg08007665	0.696917366331391	KCNQ1	11	2593857
cg08008233	NA	TCEB3C;KATNAL2	18	44557819
cg08008403	0.0732789384003844	LHX9	1	197881741
cg08008562	0.0182676148110201	UBE2Q1	1	154530682
cg08009328	0.18923056176419	NA	NA	0
cg08009622	0.0159034858680251	COL12A1	6	75916327
cg08009711	0.603241704540161	C2CD2	21	43346184
cg08009831	0.0212593493473042	NA	NA	0
cg08011170	0.0163129473437203	ELAC2	17	12921393
cg08011328	0.0155770999773775	MED20;BYSL	6	41889049
cg08012287	0.445620412660711	ACTN3	11	66315298
cg08012454	0.019143933265823	KIF5B	10	32345019
cg08013810	0.790441577105398	PHF20	20	34389239
cg08015253	0.022919180947586	MOCOS	18	33767315
cg08015496	0.221658932154478	NCSTN;COPA	1	160314061
cg08016363	0.304498878001543	TMEM11	17	21118577
cg08016383	0.0223301164353249	ADAMTS17	15	100882020
cg08017606	0.0505429170662791	SH3RF2	5	145316274
cg08020051	0.0242798588050823	GPAA1	8	145137133
cg08020381	0.0125958420603094	IDI1	10	1095554
cg08020808	NA	CMA1	14	24977773
cg08021299	NA	HEPH	X	65383076
cg08022502	0.0764840908733193	UNC45A	15	91479023
cg08023692	0.714153304984095	TFDP3	X	132352214
cg08023751	NA	MERTK	2	112655112
cg08024766	0.0328538906493364	CYTH1	17	76777877
cg08025786	0.917434480789071	CLK3	15	74899328
cg08026144	0.0280314405683279	PCSK5	9	78505312
cg08027001	0.0205075948585389	SLC30A4;C15orf21	15	45815269
cg08027745	0.0179021685100777	SFRS3	6	36561726
cg08028004	NA	RANBP2	2	109336023
cg08029608	0.250859550946986	NA	NA	0
cg08030082	0.721786252299264	POMC	2	25391839
cg08032971	0.823580328433928	DMBX1	1	46972736
cg08034216	0.0208445429693387	IDE	10	94334227
cg08034397	0.0176320470986399	NA	NA	0
cg08035082	0.943390061521304	AMPD3	11	10471149
cg08035942	0.0220067108639141	TSHZ1;ZADH2	18	72921337
cg08039281	0.026275611168589	PSMA6	14	35761689
cg08040428	0.0687793973239912	PSD3	8	18870913
cg08040471	0.650523389193064	C17orf62	17	80407779
cg08041019	NA	ATXN2	12	112037456
cg08044694	0.265401292962091	BRD4	19	15391927
cg08045570	0.0431863651619158	NA	NA	0
cg08045757	0.852282030348485	HDAC7	12	48192686
cg08046471	0.876031853023306	ART3;CXCL11	4	76958126
cg08047457	0.582863250151023	RASSF1	3	50378413
cg08047907	0.361692083496527	C1orf114	1	169396858
cg08048656	0.0178381279805983	SMARCE1	17	38804199
cg08049198	0.0211782132815959	AGPAT1;RNF5P1;RNF5	6	32145904
cg08052882	0.201161485513284	NNT	5	43602666
cg08054038	NA	PVRL2	19	45348674
cg08056146	0.0174575567830933	SOX7	8	10588013
cg08056903	0.0216817834818898	GPHN	14	66974163
cg08057475	0.558066671484881	SLC30A4;C15orf21	15	45803341
cg08062469	NA	SPAG5	17	26926627
cg08063013	0.0139123700183617	COX8A	11	63742144
cg08063724	0.0333808427528981	MYCL1	1	40367097
cg08064891	0.0153924493710473	PTOV1	19	50355254
cg08067268	0.0978487979384244	HADHB;HADHA	2	26466485
cg08067365	0.0245808889023791	ISG15	1	948893
cg08069899	0.0300540883485852	CCND2	12	4383770
cg08072716	0.578049236304512	GPR62	3	51989692
cg08074477	0.488874393874556	TNS4	17	38657949
cg08076508	0.437417054423905	PHF8	X	54070176
cg08077345	NA	PLEKHA4	19	49372273
cg08077673	0.145647968296547	MEST	7	130126368
cg08079693	0.0192491651556513	CHD6	20	40247090
cg08080029	0.0531535165387984	CHD5	1	6239970
cg08081036	0.0603334019870163	ANXA2	15	60690219
cg08081407	0.0505357872301791	ARF4	3	57583693
cg08081725	NA	NDE1	16	15743607
cg08082692	0.809263005242878	CHST15	10	125805493
cg08083689	0.0146828305569178	ACOX3	4	8442326
cg08084415	0.0261676212147667	ZNF507	19	32836414
cg08085165	0.926558982268691	NUP37	12	102511411
cg08085267	0.088321657273979	C17orf57	17	45401833
cg08088390	0.249755892565128	DEFB125	20	68170
cg08088989	0.308771148873126	ZNF280A	22	22874447
cg08089301	0.013975940223516	HOXB4	17	46655561
cg08090396	0.0180448195856004	NEK4	3	52805200
cg08090640	0.614204433323224	IFI35	17	41159289
cg08090772	0.185293432770705	ADHFE1	8	67344640
cg08093211	0.128193093974942	CSTF2	X	100075588
cg08093278	0.0106356211900687	RANBP3	19	5977699
cg08093398	NA		20	25382007
cg08095532	0.918179740142796	PSMA4	15	78831288
cg08096010	0.937691933866115	SAG	2	234216562
cg08096038	0.904167661295458	SFRS18	6	99861729
cg08096946	0.017344382604968	DIRC2	3	122514224
cg08097657	0.776067048264472	SEMA3B	3	50313996
cg08097755	0.0259080498982564	VGF	7	100808488
cg08097882	0.513041166815523	POU4F1	13	79177516
cg08097973	NA	LRTOMT;NUMA1	11	71793051
cg08099701	0.885579192343913	GABRA5	15	27160007
cg08100497	NA	NRG2	5	139422525
cg08101172	0.0351893557189827	PSIP1	9	15510857
cg08101264	0.344106907975377	ACOT8;ZSWIM3	20	44486710
cg08102619	0.0156689565447983	TIAL1	10	121356777
cg08103676	0.0158335965586973	MARCH6	5	10354563
cg08104838	0.912451630280346	NA	NA	0
cg08107272	0.0665934188838832	NA	NA	0
cg08107767	0.0107702076876999	MRPS17	7	56019574
cg08108311	0.0160493345571514	WNK4	17	40932746
cg08108641	0.904263153099447	NTNG2	9	135042030
cg08108953	0.114323205432817	NA	NA	0
cg08109646	0.858955462586243	ZNF683	1	26698634
cg08109815	0.648636155770555	NMBR	6	142409831
cg08110559	0.0376374079033893	KCTD9	8	25314954
cg08113203	0.822283672010539	NA	NA	0
cg08113913	0.0176781544889713	CCDC74B	2	130902424
cg08115510	0.0382383892953335	AMOTL2	3	134092715
cg08116137	0.258885121654849	NAT8;ALMS1P	2	73870653
cg08118311	0.563026064486553	NA	NA	0
cg08120190	0.0118639628861913	C7orf36	7	39606280
cg08121954	0.841817335610795	TDO2	4	156825203
cg08122545	0.0348888862135381	HES4	1	936500
cg08123074	0.078241971490039	PHACTR4	1	28764523
cg08124030	0.350356336631121	TM4SF1	3	149095283
cg08124399	0.376278970555275	DDX43	6	74104868
cg08124722	0.678664052202603	CCL7	17	32597714
cg08126211	0.126180079940845	KAAG1;DCDC2	6	24357720
cg08128768	0.591797965372599	DAB2IP	9	124462182
cg08130265	NA	C15orf5;SGK269	15	77519170
cg08132711	0.126539846220797	FGFBP2	4	15964743
cg08132767	0.0169828701346283	ARL1	12	101801241
cg08132931	0.0164310770185246	ADD2	2	70994962
cg08136806	0.220848894283677	KRT6C	12	52867793
cg08136893	0.0182108173884006	C7orf10;C7orf11	7	40173882
cg08137040	0.122812901083346	ZNF800	7	127033695
cg08137716	0.933818083469984	TTLL6	17	46871905
cg08139833	0.0114961697106473	NDUFS8	11	67798212
cg08141463	NA		3	119310381
cg08141806	0.0215007165117676	FBXO21	12	117628520
cg08141873	0.0236021502372334	HRAS	11	534632
cg08141989	0.771618406814706	ASGR1	17	7082562
cg08142684	0.0299478076510904	TCP1	6	160209868
cg08145177	0.359540092779402	ABHD8	19	17413767
cg08145590	0.0770127652800278	C3orf15	3	119422161
cg08145625	0.047500561332594	TRAM1L1	4	118006405
cg08146221	0.0441653972801219	PTMS	12	6875198
cg08147886	0.010636043025338	ACSL3	2	223726576
cg08149333	0.0112333997653794	SLC25A24	1	108742407
cg08151281	0.0237426474608318	DCAF6;BRP44	1	167905380
cg08151470	0.121200780895886	UBE4B	1	10092299
cg08156349	0.015382220991537	MEF2D	1	156470327
cg08157292	NA	PPP1R7	2	242090620
cg08157579	0.0231341150078734	SERHL2	22	42949829
cg08157638	0.92072597353158	VANGL1	1	116194194
cg08158289	0.167176515664066	NA	NA	0
cg08158331	0.021297185146755		2	85645548
cg08158570	0.012996626860217	ZNF503;C10orf41	10	77160935
cg08158860	0.0279589256567106	NA	NA	0
cg08159444	0.263782073299124	PNMA5	X	152160229
