Hybridization REF	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05
cg05822100	0.045385466230965	CDH6	5	31194410
cg05822532	0.672677553358226	ELN	7	73442531
cg05823029	0.443128691104769	ATP4B	13	114312758
cg05824215	0.520666792617861	NA	NA	0
cg05824432	0.00764682336925357	DCI	16	2301222
cg05824484	0.046574734140357	IL17RA	22	17565874
cg05824762	0.025178692951139	ZER1	9	131533797
cg05825950	0.464950667689987	CR1	1	207669576
cg05826823	0.773154017611707	CIZ1;DNM1	9	130968072
cg05828624	0.438015074910514	REG1A	2	79347699
cg05829479	0.279823777315903	C6orf141	6	49518079
cg05830416	0.0251371376191294	C9orf100	9	35665010
cg05832051	0.323057290785478	MYADM	19	54369469
cg05832487	0.0244196610884214	C16orf59	16	2509755
cg05835416	NA	CYP2C18	10	96442674
cg05836145	0.689565605306852	SP8	7	20827117
cg05837075	0.0100908755559719	ERO1L	14	53162160
cg05839235	0.416367151932876	NPR3	5	32712237
cg05840031	0.471408629759603	PAX6	11	31832353
cg05840553	0.0178223847578056	RPL12;LRSAM1	9	130212635
cg05843340	0.0173407518806135		5	68628618
cg05843800	0.0175631623077602	SUMF1	3	4508875
cg05844583	0.0238447196826889	SLC19A3	2	228582789
cg05845178	0.0917808940336993	IL17RE;IL17RC	3	9957531
cg05845357	0.0299186940624259	CBY1;LOC646851	22	39052748
cg05845503	0.0157656448130117	NA	NA	0
cg05846716	0.0375989307477634	PCSK2	20	17208109
cg05847038	0.434213507284498	ADAM7	8	24298771
cg05847778	0.0181111114803971	BBS5	2	170336167
cg05851042	0.93781082340049	ATP9A	20	50386166
cg05851163	0.0338924395282247	DSEL	18	65183566
cg05852416	0.0154996375000126	NFKBIA	14	35874177
cg05855071	0.0540509552783968	C15orf29	15	34501719
cg05856884	0.429432626279432	SMPX	X	21776372
cg05856931	0.284995508094049	MSI2	17	55333097
cg05857825	0.0520602690009878	MAPRE1	20	31408213
cg05859264	0.336647539202001	MAPK13	6	36097692
cg05859842	0.6490610142871	FRMPD2	10	49483356
cg05860890	0.146167017271915	KCNV1	8	110986870
cg05861567	0.719056511964288	MLC1	22	50523686
cg05861661	0.0571011616281756	FAM98B	15	38746192
cg05862431	0.0422779188641038	BUD13	11	116644198
cg05863612	0.891448432745108	DNMBP	10	101731833
cg05868316	0.0110134689582899	FBXW9	19	12807494
cg05868799	0.254075272775464	NCOA2	8	71316869
cg05869585	0.971409672344165	TMEM186;PMM2	16	8890233
cg05869964	0.9522435216462	C5orf13	5	111095756
cg05871136	0.0236948343574333	UNC5B	10	72971961
cg05871607	0.233938427927868	RPA2	1	28241317
cg05872485	0.0312375982858504	PTGES3	12	57081186
cg05873268	0.851402763435189	TPSAB1	16	1290058
cg05874450	0.105583331190367	POPDC3	6	105627246
cg05874478	0.195766475973215	RNF31;PSME2	14	24615768
cg05876083	0.0282475924463087	NUDT16L1	16	4743395
cg05876094	0.0694939639011032	CACYBP	1	174968893
cg05876918	0.0390813842796174	PIP4K2C	12	57985234
cg05877109	0.107924445732169	BCL2L2	14	23775794
cg05879334	0.012396947845872	ACAT2	6	160183160
cg05879919	0.041169157292111	ANKRD9	14	102976503
cg05881135	0.156807117948763	SYNM	15	99644973
cg05881762	0.0720562873282545	UBE3A	15	25684849
cg05882522	0.0212683659305835	EHD3	2	31456789
cg05882691	0.130706557525173	HIST1H3H	6	27777739
cg05885123	0.202390790261977	NA	NA	0
cg05885720	NA	EMP1	12	13348429
cg05886367	0.0716103724355354	BTNL9	5	180467233
cg05886626	0.0503424659113004	THBS1	15	39873553
cg05887405	0.91992364425532	OSGIN1	16	83982436
cg05889321	0.10971862636689	ALDH18A1	10	97416837
cg05890019	0.0114699345064726	WDFY3;C4orf12	4	85886830
cg05890484	0.749129221194092	BHMT	5	78407552
cg05890578	NA	PRKCE	2	45877647
cg05894797	0.124482886002636	PSEN2	1	227058941
cg05895453	NA	KBTBD7	13	41768968
cg05896682	0.178032086709811	GALR1	18	74964030
cg05897048	0.225241687766735	NA	NA	0
cg05898102	0.0216364474651017	PCDHB10	5	140571959
cg05898356	0.13530252093712	NA	NA	0
cg05898524	0.0902457312498975	LMNA	1	156083276
cg05899618	0.367728319559985	GDF7	2	20865847
cg05902852	0.443190526652571	MAGI2	7	79082393
cg05903609	0.111247940938336	PRPF8	17	1587888
cg05903630	0.0265433743083737	PTCD2;MRPS27	5	71616321
cg05905876	0.0200820357003034	SEC11A	15	85259824
cg05906362	0.473374249433107	ARHGAP4	X	153192754
cg05908775	0.0135252815549243	ZNF211	19	58144687
cg05909475	0.422208700597489	ETV3	1	157108803
cg05910970	0.856507171522565	CYP2A6	19	41355973
cg05911610	0.0275541895865961	MRPL3	3	131221850
cg05912121	0.829018359930039	TH	11	2193034
cg05915281	0.0141276509838687	IRF1	5	131826479
cg05916196	0.859962915882774	IL19	1	206972262
cg05916783	NA	GAN	16	81348309
cg05917963	0.0831356911169263	CHUK	10	101988539
cg05919661	0.0182644418952512	LMBR1L	12	49504308
cg05920090	0.0408784311697242	HSPA1A;HSPA1L	6	31782873
cg05920720	0.710281825956604	NA	NA	0
cg05921207	0.110182288686483	CHRDL1	X	110038886
cg05921324	0.764369728033289	APOA4	11	116694114
cg05921581	0.888354929577009	KRT77	12	53098625
cg05921699	0.848314394784328	CD79A	19	42380725
cg05922057	0.0253959937243958	ZZEF1;CYB5D2	17	4047571
cg05922591	0.408789109047636	LILRB4	19	55174624
cg05922972	0.0266601999076138	TSPAN3	15	77362853
cg05923056	0.0385245521217866	FOXN3	14	89883246
cg05923103	0.0990407791336939	RNF11	1	51701583
cg05924191	0.765372292678236	ZNF770	15	35279830
cg05924583	0.0584240195067804	TP73	1	3569624
cg05927017	0.0667420013817817		18	60988155
cg05927159	0.0231321031804437	WDR1	4	10118984
cg05932408	0.422366875895965	PTGIS	20	48184639
cg05932936	0.0348139093369151	SERINC3	20	43151151
cg05934874	0.0353923225378043	VPS4B	18	61089154
cg05935584	0.496908936022199	HMGB3	X	150151823
cg05936800	0.783481812832554	TNFSF18	1	173020492
cg05937182	0.0230252589444428	ST7OT4;ST7OT1;ST7	7	116593656
cg05937237	0.888514802248772	NA	NA	0
cg05937453	0.186206775793652	SFRP5	10	99531765
cg05938285	0.0406871055210772	PIGZ	3	196695938
cg05938725	0.0212537976021371	NUAK2	1	205290905
cg05940463	0.0462606664668027	C1orf86	1	2126641
cg05940536	0.0367738541551592	ACVR1B	12	52344971
cg05941634	0.049651706537327	CNNM3	2	97481230
cg05942574	0.175494220874352	CACNA1G	17	48637104
cg05942970	0.673868213843189	JAKMIP3	10	133955527
cg05944800	0.0748180866533025	INSIG2	2	118845546
cg05945622	0.017846216619167	YIF1A	11	66056944
cg05946081	0.0200354709714056	RBMXL1;CCBL2	1	89458035
cg05947740	0.353243415460555	PHYHIP	8	22089778
cg05948654	0.737106687755923	SLC17A2	6	25930507
cg05949173	0.804750296552721	IL1F10	2	113825882
cg05949660	0.652049478432969	MICAL1	6	109777642
cg05950276	0.854370445154155	TMTC4	13	101294310
cg05951646	0.0832545014701246	NA	NA	0
cg05951993	0.027368830970395	GYS1;RUVBL2	19	49496864
cg05953243	0.308374092995066	SLC5A12	11	26743425
cg05953394	0.0379124018102813	PRKAG2	7	151573773
cg05955224	0.0580442990730922	EID2	19	40030984
cg05955301	0.712100288732496	PRELP	1	203444536
cg05957518	0.0831288120059839	PSMA3	14	58711500
cg05958352	0.806467346107203	RNASE1	14	21270924
cg05958582	0.602154137034617	PKD2L1	10	102090366
cg05958659	0.0962367880086622	FAM174A	5	99870887
cg05959392	0.0315372516072847	C10orf32	10	104613928
cg05959508	0.820406991238484	TRAF3IP3	1	209929512
cg05960024	0.932998485670298	CLOCK	4	56376020
cg05960806	NA	CLNS1A	11	77348884
cg05961212	NA	ADPRH	3	119298195
cg05961595	0.257252352278735	APEX2	X	55026485
cg05961827	0.420627287487627	UGT1A10;UGT1A7;UGT1A9;UGT1A8	2	234589810
cg05964373	0.0463138397511813	TEX9	15	56657478
cg05965188	0.728187593433929	RRP1B;HSF2BP	21	45078342
cg05965402	0.0326236084553021	PI4K2B	4	25235416
cg05968233	0.208361936769432	ALKBH7	19	6372277
cg05969697	NA	BICD2	9	95527975
cg05970437	0.0285638153362266	KLF16	19	1864622
cg05970790	0.362871710214193	NFATC1	18	77156689
cg05973262	0.632745886542565	NOTCH4	6	32191895
cg05976074	0.540275922140612	SLC7A10	19	33716273
cg05976325	NA		22	36030660
cg05978187	0.0223530810582308	ERH;SLC39A9	14	69864930
cg05982504	0.773726290376054	IGFALS	16	1844962
cg05983247	0.00848314395456588	SLTM	15	59225658
cg05985767	0.952936756380986	ANPEP	15	90349511
cg05986149	0.102644718106957	BRIP1	17	59941055
cg05988645	NA	C16orf68	16	8715306
cg05989054	0.278002249886315	GAMT	19	1402626
cg05989429	0.0516665276304936	ABCA7	19	1041026
cg05990214	0.0654066675657868	RPL18;SPHK2	19	49122326
cg05992340	0.910662646367097	PDE4D	5	58882243
cg05995267	0.0276452808070472	PRRT2	16	29822529
cg05996042	NA	RUNX2;SUPT3H	6	45295718
cg05996238	0.656683899036131	PAGE2	X	55115370
cg05997860	0.753323212959876	NA	NA	0
cg05998244	0.837871811473762	LONRF2	2	100925657
cg05998426	0.0375902676001779	RIN1	11	66103925
cg05998983	0.835490501577106	OIT3	10	74653449
cg06000781	NA	BST1	4	15703606
cg06001166	0.88596679807563	RPL3L	16	2004052
cg06003187	0.840412756852288	GUCA2A	1	42629798
cg06005396	0.153958419509419	HCN2	19	590541
cg06005644	0.0170447336552535	UBE2D2	5	138940959
cg06006444	0.0333374513989901	NA	NA	0
cg06007645	0.870203074390352	C1orf175	1	55107421
cg06011292	0.0380598985807073	MYH10	17	8534013
cg06015218	0.0666669077192266	GRM1	6	146350434
cg06018072	0.0277790120114781	CLN6	15	68522275
cg06020352	NA	IRF8	16	85931840
cg06021171	0.308571594180132	NA	NA	0
cg06022562	0.453517970860534	TBCD;ZNF750	17	80797881
cg06023257	0.0148196649819856	GAB2	11	78129396
cg06025017	0.880415954156171	NA	NA	0
cg06026755	0.948183827880958	LRRC57;HAUS2	15	42839559
cg06027949	0.0720518197773203	SNX16	8	82754900
cg06029655	NA	MEGF8	19	42881132
cg06030619	0.025812856402542	CORO1A	16	30194484
cg06034822	0.0649783772698095	USF1	1	161016081
cg06037693	0.838017469423765	RUNX3	1	25292072
cg06038049	0.00793362331289877	GLTPD1;CPSF3L	1	1259909
cg06038133	0.70787843498918	CORO6	17	27944585
cg06039392	0.190731275589944	MTNR1A	4	187476953
cg06039624	0.0128975095813489	LOC81691;ERI2	16	20818068
cg06041240	NA	NXT2	X	108778793
cg06041363	0.296207024927941	TTC38	22	46663418
cg06042828	NA	DDX28;DUS2L	16	68058281
cg06043042	0.288656587842541	NEUROG3	10	71333202
cg06043114	0.303326295315442	TSPAN2	1	115632455
cg06043190	0.0260321408492819	EML4	2	42396882
cg06044117	0.0372597307887774	FAM76B;CEP57	11	95523445
cg06044899	0.558245503201936	TMSL3;FAM190A	4	91760229
cg06044900	0.0396143031180584	GNAS	20	57467811
cg06048156	0.264371981619598	NA	NA	0
cg06048973	0.471387713751008	ACTC1	15	35088107
cg06049972	0.0613061852128397	UQCRC1	3	48646375
cg06051311	0.556451738450238	TRIM15	6	30131001
cg06051662	0.164314076963395	PDZD4	X	153096786
cg06055013	0.130095845951187	ATRNL1	10	116853664
cg06057707	0.749826335176453	NA	NA	0
cg06058319	0.0209252630368155	PPFIBP1	12	27677138
cg06058597	0.0428353814728649	NOL10	2	10829993
cg06059810	0.909446373674037	RUFY3	4	71587722
cg06060661	0.176451919557953	NA	NA	0
cg06061892	0.0265686699886533	C20orf72;SNX5	20	17948694
cg06062132	0.070898606733933	SENP6	6	76311331
cg06063714	0.643552228950624	GABRD	1	1951514
cg06063729	0.0242784458330704	RASSF1	3	50374670
cg06066303	0.951277693653946	MS4A5	11	60197138
cg06066711	0.0183229264815594	KLHL21	1	6662645
cg06069187	NA	SARM1;VTN	17	26698283
cg06069731	0.0720364530488227	NA	NA	0
cg06071083	0.0205083872143747	SLC12A4	16	68002365
cg06073471	0.0312582732674477	FAM55C	3	101497857
cg06074920	0.964198653136196	KRT34	17	39539075
cg06076054	0.0232145617600315	C21orf91	21	19191045
cg06077733	0.00729572418256447	UBE2D1	10	60094879
cg06084117	0.767687063741239	PLXNA4	7	132334901
cg06084557	0.05395872132522	KIAA1409;BTBD7	14	93799869
cg06084735	0.0177926792709727	ENY2;NUDCD1	8	110346664
cg06087537	0.0164918993958357	RNF38	9	36401074
cg06088032	0.0239039022869466	ZMYND10	3	50383227
cg06088314	NA	CLK1	2	201730276
cg06090351	NA	ADSS	1	244615600
cg06090421	0.0294303740795846	PPM1D	17	58677051
cg06090630	0.00742747144167944	TCEB2	16	2827139
cg06090864	0.963396995692531	FFAR1	19	35842448
cg06092815	0.396990463804886	SPHKAP	2	229046406
cg06093279	0.0382960292293102	MTUS1	8	17658292
cg06094150	0.863430455972721	MT1B	16	56685637
cg06094757	0.77027917097957	NA	NA	0
cg06095560	0.0408007469166504	SAE1	19	47633912
cg06096336	0.62218419962866	PSMD1;HTR2B	2	231989800
cg06098051	0.80053650381032	NA	NA	0
cg06100291	0.0391480709372774	CLSPN	1	36235882
cg06100324	0.920917110037312	MSLN	16	811347
cg06100991	0.0143311466059627	ELOVL6	4	111119437
cg06101212	0.143720341073797	CLDN3	7	73184220
cg06101225	0.0329397857077453	STIL	1	47780017
cg06101324	0.164866278753099	SPRR1A	1	152955543
cg06105085	NA	ASCC1;C10orf104	10	73976264
cg06106793	0.0414822201485395	PRCC	1	156736771
cg06109724	0.0411845760901956	CDC123;NUDT5	10	12237553
cg06110365	0.0595362864201686	TTLL12	22	43583797
cg06110728	0.0254062373854021	NELL2	12	45270886
cg06111305	0.0209591523913551	RAP2A	13	98086784
cg06111454	0.3025966942491	NFATC4	14	24837836
cg06112415	NA	CGREF1	2	27342158
cg06114765	0.0659095812075833	USP25	21	17102990
cg06117855	0.0399583062346308	CLEC3B	3	45067788
cg06118312	0.0792231854043124	GZMA	5	54398555
cg06119575	0.303464979863371	TAL2	9	108424905
cg06121469	0.0551086683724679	SPG11	15	44956098
cg06122080	0.059897410039751	NGLY1;OXSM	3	25831834
cg06123346	0.237279874129052	ATP4A	19	36054519
cg06126510	0.499623215110968	NA	NA	0
cg06130787	NA	KLK10	19	51523550
cg06131859	0.660467295197476	NA	NA	0
cg06131936	0.501759175306957	OSBPL5	11	3187271
cg06132324	0.0290431307882855	XPO5;POLH	6	43544046
cg06132342	0.563183391425355	KRT85	12	52761153
cg06132694	0.0219287716653967	NDST3	4	118955172
cg06134936	0.0305235289044535	HERC4	10	69834491
cg06134964	NA	ITIH1	3	52812033
cg06138027	0.0389905393097549	HNRNPK;RMI1	9	86596281
cg06139836	0.332059344027235	EBF3	10	131762961
cg06140118	0.131588922476999	DDX28;DUS2L	16	68056778
cg06141025	0.576121111485925	GYS2	12	21757466
cg06141123	0.0575230751595203	NFE2L2	2	178129829
cg06142324	0.351658091349409	HEPACAM	11	124805538
cg06143901	NA	TCF15	20	591400
cg06144905	0.734008911320425	PIPOX	17	27369780
cg06145308	0.036482596784473	CNOT4	7	135195101
cg06145357	0.521063946003029	MAGEA8	X	149010149
cg06146910	0.0100239583136498	KBTBD6	13	41706728
cg06147863	0.56450433730398	SPI1	11	47400113
cg06148175	0.315471484795218	ACY3	11	67418148
cg06148264	0.0466978264594441	SERPINB1	6	2841468
cg06150468	0.181371750637558	BATF3	1	212874085
cg06150803	0.099236590148778	TNFRSF19	13	24144257
cg06151165	0.504924010502097	VSX1	20	25062254
cg06151964	0.709935987861103	HPN	19	35531417
cg06154570	0.439456686108928	HEYL	1	40105764
cg06154597	0.266031304017671	GAK;TMEM175	4	924812
cg06156376	0.563206778673567	SHOX2	3	157823814
cg06161738	0.0135755250924095	GALNT11	7	151722986
cg06161930	NA	ZNF787	19	56633191
cg06162003	0.0117784364770657	CBX2	17	77752070
cg06162422	0.483940693628515	HNRNPH2;GLA	X	100663051
cg06165395	0.453290117380215	GRIK3	1	37500790
cg06166767	0.150301385725235	SFRP1	8	41167848
cg06166863	NA	PNN	14	39644186
cg06168050	0.127439877349275	ZNF207	17	30677336
cg06168324	0.0404926239007419	RBMS1	2	161349637
cg06168449	0.0887346501195359	DPF1	19	38714549
cg06171242	0.0212352466604594	ACOT13;TTRAP	6	24667490
cg06171787	0.270615820718508	MRPL16	11	59578490
cg06172871	0.609627910511676	HP	16	72088244
cg06173079	0.056167941744997	NA	NA	0
cg06175025	0.0319712869536534	SPTLC2	14	78082992
cg06177698	0.200375736337488	GABRQ	X	151805899
cg06177968	0.0407708039563794	WDR55	5	140044542
cg06178072	0.938688696303109	GALNS;TRAPPC2L	16	88922252
cg06179485	NA	TMEM54	1	33367401
cg06183267	0.633788178769312	AFF3	2	100759134
cg06185738	0.0529326336352154	SLC17A6	11	22359868
cg06186808	0.941787669337296	FITM1	14	24600901
cg06186861	0.0283617228190955	ZNF501	3	44771174
cg06186973	0.011793951726142	YWHAG	7	75988652
cg06187947	0.0819539211813747	GULP1	2	189157042
cg06188683	0.0109900950334156	ANP32A	15	69113451
cg06189133	0.883210754156802	INSL3	19	17931995
cg06189265	0.0332392860888201	GAS5;SNORD76;SNORD75;SNORD77;ZBTB37;SNORD74	1	173837002
cg06189653	0.0366481408845501	PRR7	5	176873332
cg06190053	0.216272967865209	NA	NA	0
cg06190732	0.257359881674683	SERPINA3	14	95078636
cg06191076	0.188475356725204	DIRAS3	1	68516463
cg06191203	0.0174690331846214	RIF1	2	152266755
cg06191990	0.107726627635203	TSFM	12	58176640
cg06192619	0.772908131455674	SLC1A6	19	15083616
cg06192753	0.0770475122484741	GADD45GIP1	19	13068297
cg06193382	0.0206775955766232	FAM54A	6	136571195
cg06193397	0.542234199938863	NA	NA	0
cg06194186	0.61037108814498	CPO	2	207803693
cg06194808	NA	TMEM184A	7	1596217
cg06196379	0.372415881757236	TREM1	6	41254885
cg06197006	0.0193002304341742	CRK	17	1359813
cg06197492	0.733839211341582	H19	11	2016605
cg06200013	0.0456881539655874	ATP1B2	17	7554513
cg06200339	0.606212649609602	SOX30	5	157079404
cg06200697	0.216860290166445	CTNND1	11	57528838
cg06201642	0.205284774168284	ST6GALNAC5	1	77333198
cg06202984	0.0422902918336407	FANCC	9	98079903
cg06204948	0.128371468130561	MARK2	11	63656090
cg06206626	0.619607757453751	ASPHD2	22	26825900
cg06206628	0.873243641645119	FRMPD2	10	49482826
cg06207460	0.132998491394571	AK3	9	4741011
cg06207804	0.527981774589243	ARTN	1	44398998
cg06208111	0.384966390190494	ITM2A	X	78624108
cg06210526	NA	CYP2F1	19	41619850
cg06211616	0.0368873771488362	SLC22A18AS;SLC22A18	11	2923659
cg06211871	0.0610648242378137	ZNF684	1	40997551
cg06212607	0.0142838930228445	GGPS1;ARID4B	1	235491708
cg06213287	0.110971606989776	LIX1	5	96478495
cg06213598	0.363588334865104	ABCA9	17	67058208
cg06214007	0.601433619895688	GBP6	1	89829308
cg06214729	0.0374605219352031	NA	NA	0
cg06215939	NA	MAPK8IP3	16	1755402
cg06216677	0.0169229046608806	TESK1	9	35603842
cg06218044	0.0109369683658835	PREP	6	105851256
cg06220208	0.725848232736283	NA	NA	0
cg06220235	0.634592501731288	SOCS1	16	11349023
cg06220521	0.202495610913022	GPR180	13	95254216
cg06220755	0.366237550327539	RAI2	X	17821058
cg06220958	0.0874617869288187	MYH2	17	10452851
cg06221259	NA	REEP2	5	137774471
cg06222120	0.0342952676066925	TRNT1	3	3168755
cg06222800	NA	NA	NA	0
cg06222851	0.420570795283697	OGDHL	10	50970358
cg06224510	0.194808980825649	ITIH2	10	7745454
cg06225581	0.299473504102681	ZMAT2	5	140080094
cg06226384	0.109906923453089	CACNG5	17	64873351
cg06229674	NA	APOBEC3H	22	39492189
cg06230736	0.291075189220539	FLJ45983;GATA3	10	8096650
cg06233473	0.0832135136866854	KPNA5	6	117002773
cg06233503	0.252617832429539	KCNQ1	11	2812674
cg06233985	0.835825173161419	HBB	11	5249528
cg06235429	NA	NDUFV1	11	67373114
cg06235991	0.0680299054540986	L3MBTL2	22	41601581
cg06236061	0.0278727405323794	GLTP	12	110317318
cg06236276	0.441989544316073	SLC22A2	6	160680078
cg06236748	0.016890598214949	INPPL1	11	71935846
cg06237414	0.0294850737831971	MTX1;THBS3	1	155178670
cg06238491	0.583334022686243	LAIR1	19	54876446
cg06240124	0.013409689386226	PLK1	16	23690079
cg06240542	0.0267033273427066	CYBASC3;TMEM138	11	61129344
cg06240849	0.0232044139430811	KIAA0494	1	47184738
cg06241300	NA	APOM	6	31623269
cg06242000	NA	ALG3;ECE2	3	183966155
cg06242827	0.0203151730596043	NA	NA	0
cg06243393	NA	TXNDC2	18	9885015
cg06243556	0.347172885456681	ZSCAN18	19	58609473
cg06244417	0.440865694575216	FCN1	9	137809628
cg06244634	0.902324019478102	TAS2R4	7	141477998
cg06244906	0.438223602466412	ZIM2	19	57307081
cg06245154	0.12369689505477	ERCC2	19	45873313
cg06247172	0.0132306975299859	C6orf1	6	34216481
cg06248182	0.0382752651621071	ERAL1	17	27181818
cg06250108	0.10211933954284	TMEM169;PECR	2	216946398
cg06251129	0.0506953212108166	SSR2	1	155990657
cg06251489	0.0289678055429034	STIM2	4	26861983
cg06252382	0.337205474831077	SLC31A2	9	115913783
cg06252849	0.10274200883438	AGGF1	5	76326040
cg06253072	0.111667286785484	C6orf125	6	33679850
cg06253734	0.0183038451124079	ADAM10	15	59042325
cg06254453	0.030914819945653		6	26250350
cg06255227	0.567177752178809	NPBWR2	20	62738125
cg06255524	0.110889061269587	DNAJC3	13	96328888
cg06256735	0.378049800657576	NA	NA	0
cg06258834	0.329149148405398	KLK7	19	51487136
cg06259570	0.779732495675066	MMP27	11	102576094
cg06263495	0.671527939465153	ASCL2	11	2292004
cg06263943	0.581830148926234	CACNA1H	16	1202015
cg06264060	0.903302846887072	MCHR1	22	41075007
cg06268694	0.0551767624236227	CELSR1	22	46932642
cg06269001	NA	ENTPD6	20	25176407
cg06269753	0.359704980003217	MSC	8	72755871
cg06270401	0.84703714496686	DYRK4	12	4699085
cg06273569	0.0224641838440534	PMS2L3	7	75157587
cg06273903	0.188000168930371	UBE2A	X	118707913
cg06274159	0.269533591334201	ZFP42	4	188916867
cg06275635	0.213831856497079	PGLYRP3	1	153283994
cg06276114	0.0541514749763862	BIRC2	11	102217591
cg06276653	0.263691812687873	FAM135B	8	139164635
cg06277277	0.649249900767341	NR1I3	1	161208307
cg06277481	0.249734319219882	KANK3	19	8408146
cg06277657	0.583514478679564	DGKI	7	137532374
cg06277838	NA	SLC16A2	X	73641370
cg06279414	0.0141377405250876	TRIP11	14	92506140
cg06281719	0.115837502498857	GMNN	6	24774963
cg06281795	0.0210150691200019	CALB1	8	91095114
cg06282059	0.884764928553041	UBE2E1	3	23846692
cg06282240	0.00866137050621499	CENPJ	13	25497044
cg06284244	0.0874882190489566	YES1	18	813059
cg06284322	0.0508955398088684	TAF7	5	140700662
cg06285340	0.658546790929	CYP11A1	15	74659901
