Hybridization REF	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05
cg06438300	0.0412726942973324	FAM19A2	12	62586587
cg06438404	0.0138163463227506	COX4I1;COX4NB	16	85832847
cg06440646	0.0217003307145826	SMAD1	4	146403418
cg06444558	0.0568559377826611	NA	NA	0
cg06444781	0.46108249292118	HNF1A	12	121416510
cg06445611	0.906725841745402	GABRR2	6	90025053
cg06449653	0.0138216234991066	HNRNPR	1	23670777
cg06452064	0.0184863258915967	TRA2A	7	23571393
cg06452647	0.0352899127474167	MCRS1	12	49961750
cg06453691	0.900294996677755	STMN1	1	26218503
cg06454084	0.668017307945655	DACT3	19	47158242
cg06454226	0.116683477927442	NDC80;METTL4	18	2572965
cg06456031	0.0249176622066291	TMEM140	7	134832850
cg06456512	0.0732616448069829	ANP32A	15	69113056
cg06457357	0.338295524387643	KLF8	X	56259243
cg06458239	0.469877406945622	ZNF549	19	58038573
cg06459066	0.014702332807496	MTHFD1	14	64855287
cg06459327	0.0337541050845848	NOP10	15	34635538
cg06459378	0.437013679325202	CYP3A7	7	99333757
cg06461769	0.013438400607483	TWSG1	18	9335102
cg06461848	0.211117793495513	NA	NA	0
cg06462291	0.0693127556688936	NT5DC3	12	104235479
cg06462703	0.969897019185101	CHFR	12	133430564
cg06463913	0.0133257250537427	BET1L;RIC8A	11	207296
cg06465021	0.0221743806683703	FLJ33630;SLC12A2	5	127418547
cg06465194	0.529129369564945	GRIK4	11	120531034
cg06465926	0.05483206447035	PPP2R3A	3	135685042
cg06466479	0.883768927743256	BRIX1	5	34919428
cg06466797	0.0226250611035729	HERPUD2	7	35735019
cg06468695	0.433719361304025	CCDC42	17	8647944
cg06469542	0.706150334106513	ISM2	14	77965869
cg06470471	0.646891245889111	NA	NA	0
cg06470552	0.0220815064472598	SMC3	10	112327234
cg06470943	NA	SMAP2	1	40839093
cg06471905	0.164637139232119	ADAM11	17	42835688
cg06473539	0.0341024814236223	NOS1AP	1	162039959
cg06475327	0.633561723455528	CEACAM8	19	43099482
cg06476337	0.129921977480938	NDUFS4	5	52856530
cg06476606	0.0275339886908061	IFIT2	10	91061728
cg06479216	0.576346139483739	NA	NA	0
cg06479426	0.117035717220038	SLCO4A1	20	61274286
cg06479512	0.888134317741996	PNLDC1	6	160221164
cg06481786	0.0639559993587824	RDM1	17	34257936
cg06484397	0.129555398669347	GLIPR2	9	36137132
cg06487986	0.0112410950576692	PER3	1	7843564
cg06488505	0.334254491961956	LRRC37B2	17	28934075
cg06488678	0.57253784980309	TMPRSS9	19	2390040
cg06489008	0.820386626229121	CST11	20	23433349
cg06489418	0.618620784454923	FTSJ1	X	48334722
cg06489804	0.0163889347213605	FBXW9	19	12807371
cg06490162	0.0133427101729911	C16orf63	16	15982174
cg06490951	0.948260531110965	CETN1	18	580435
cg06490988	0.802204945833956	GATA2	3	128212001
cg06491116	0.090054903913049	MPZL3	11	118122715
cg06491924	0.0204582302003192	ZNF613	19	52430334
cg06492206	0.0167983422962531	SLC19A2	1	169455176
cg06493080	0.056677521601401	HOXB7	17	46688310
cg06493386	0.728649250898351	TRPA1	8	72987797
cg06493930	0.143546173479475	GAS2	11	22689814
cg06493994	0.613908584123513	SCGN	6	25652602
cg06494770	0.35622900039452	KLHL13	X	117107675
cg06494782	0.251023441374125	KRT72	12	52995446
cg06495347	0.155775260927739	SUOX	12	56391451
cg06495803	0.73852803804504	CD27;LOC678655	12	6553489
cg06495924	0.0196163480679105	CYC1	8	145149574
cg06496078	0.0118924662102491	C12orf23	12	107350075
cg06496654	NA	NA	NA	0
cg06497752	0.240802778311261	COL9A3	20	61448534
cg06497795	0.0336961058764685	ZC3H10	12	56511914
cg06498267	0.285656395845804	HCN1	5	45695922
cg06499565	0.0287470400682861	NDRG3	20	35374747
cg06499652	0.17643105081773	ARNTL	11	13299410
cg06500079	0.0725496820724553	VPS53	17	619033
cg06500476	0.859794714408989	C4orf19	4	37584954
cg06501070	0.726172932845521	LPAR3	1	85331899
cg06501084	0.275055463097692	KCNH5	14	63568195
cg06501790	0.626602996322004	SLC34A1	5	176811257
cg06502510	0.0232630324191388	ITSN1;CRYZL1	21	35013970
cg06502868	0.00951982127804078	H3F3B	17	73775964
cg06504820	0.67598005446162	DLK1	14	101192273
cg06505666	0.0122110322696976	CKAP2L	2	113522377
cg06506156	0.0210669783558612	TSSC1	2	3381578
cg06506864	0.524290501332596	NPSR1	7	34698188
cg06507244	0.912751041093305	DHX32	10	127569494
cg06507645	0.0697927155778591	NA	NA	0
cg06508445	0.298670558092049	LOX	5	121414088
cg06508934	0.0126306001837477	TIMP2	17	76921095
cg06509239	0.50546720531692	OSR1	2	19558569
cg06509940	0.908454010818302	NA	NA	0
cg06510830	0.0182997863514877	C21orf45	21	33651316
cg06513075	0.0190322609577436	NAT10	11	34126714
cg06516124	0.0272426881793341	WT1	11	32450591
cg06516650	0.0217485520363359	RAB30	11	82783039
cg06517798	0.817555062995347	ATP1A4	1	160121283
cg06518271	0.9013147622466	ADH6	4	100140325
cg06518779	0.221662382151062	BIVM;KDELC1	13	103452556
cg06521280	0.639204947284583	C10orf55;PLAU	10	75671378
cg06521761	0.893318806523735	LRP2BP	4	186299612
cg06521852	0.0610812739430569	TRIOBP	22	38141419
cg06522719	0.369785136787715	NA	NA	0
cg06526829	0.0241175237621487	KCND1	X	48828070
cg06528936	0.0141788913156211	GNL2	1	38061398
cg06529761	0.849970118235065	DNASE1	16	3702486
cg06530118	0.0199242684529125	CLN3	16	28503379
cg06531741	0.476845837191189	HTR3B	11	113775450
cg06532147	0.811479340556159	NA	NA	0
cg06532176	0.0152917762770501	WWOX	16	78133804
cg06532493	0.0260097662317213	CISD1	10	60029458
cg06533629	0.594088156551002	KLF14	7	130419370
cg06534172	0.0153859657193785	DDX39	19	14530497
cg06534422	0.0186588536936783	MIF	22	24236603
cg06536578	0.584728964300126	JPH4	14	24048555
cg06537230	0.181749206433638	DLX5	7	96653183
cg06537829	0.0351620100435602	UBB	17	16283976
cg06538003	0.0430805937762773	FBXO48;APLF	2	68694168
cg06539449	0.43207384323661	CCND1	11	69461008
cg06539804	0.661577767179817	CPXM1	20	2781489
cg06540105	0.0205580427984676	CCDC74A	2	132285688
cg06540636	0.297753457058226	PLAUR	19	44174071
cg06540715	0.0643889836649459	ANKRD10	13	111568383
cg06540941	0.105897794395986	VAMP4	1	171710566
cg06541857	0.0592365096334905	ANAPC13;CEP63	3	134203789
cg06542614	NA	PDLIM1	10	97051255
cg06543018	0.387209762415453	RBP1	3	139258822
cg06543761	0.0103378299908633	PDP1	8	94929239
cg06544198	0.0257340981367294	TMEM14C	6	10723702
cg06545504	0.73570052580211	NA	NA	0
cg06545845	0.0221366115995596	ARL8A	1	202114092
cg06546607	0.422012603404921	PEPD	19	34013019
cg06547766	0.866018291347607	LPP	3	187930704
cg06548519	0.544052699585681	LYZL6	17	34267111
cg06550629	0.201984487698325	GPR133	12	131439172
cg06552037	0.0193963950196475	INHA;OBSL1	2	220435838
cg06552050	0.0161452787711247	CSDA	12	10875369
cg06554069	0.209610378404309	SAFB2;SAFB	19	5624175
cg06554542	0.0128255774284863	GNPTAB	12	102224375
cg06554928	0.0308097850294132	PFN1	17	4852795
cg06557358	0.0386162863246706	TMEM132E;C17orf102	17	32907002
cg06557606	NA	ATP6V1H	8	54756224
cg06563300	0.806151402431683	SLC17A8	12	100750811
cg06564900	0.0636328962162324	FIGN	2	164592568
cg06565684	0.0465048789865992	NA	NA	0
cg06566994	NA	ZNF167	3	44596384
cg06567342	0.0713045429028184	ZRANB2	1	71546685
cg06567423	0.0345076094184389	STT3A	11	125462867
cg06570843	0.846754690263079	FABP2	4	120243252
cg06572160	0.563406686990461	KCNC3	19	50831901
cg06572974	0.940551260813864	CHD2	15	93442219
cg06575572	NA	FAM118A	22	45705265
cg06577005	0.0528252058435338	DHDDS	1	26758228
cg06577463	0.0391079379905638	EIF4A3	17	78120714
cg06577658	0.019079973962227	DMWD	19	46296270
cg06577725	0.463302703456593	SPATA16	3	172858917
cg06580318	0.443041504205121	SPC25	2	169747119
cg06583518	0.0326909956548081	ZNF540;ZNF571	19	38085456
cg06584407	0.848076783975196	NPPA	1	11907324
cg06585027	0.0119956593416341	PI4KB	1	151300083
cg06585108	NA		10	134671604
cg06585690	NA	PROL1	4	71262957
cg06585893	0.871483735109602	CAPN9	1	230883552
cg06586599	0.0156010010331442	MCOLN1	19	7587541
cg06587969	0.0173949290508547	WRAP53;TP53	17	7591899
cg06588247	0.0197030043664164	TRAF3	14	103244199
cg06589885	0.797699070123771	HFE2	1	145413193
cg06590533	0.0152556271460495	NA	NA	0
cg06590610	0.269532312401101	IKZF1	7	50444317
cg06590711	0.053630162442148	NA	NA	0
cg06593568	0.0274389831796967	TATDN3;NSL1	1	212965581
cg06594008	0.308927348018626	MKL1	22	41033637
cg06595693	0.662776361696804	DISP2	15	40649989
cg06597095	0.794882695837729	C5orf28	5	43480361
cg06597861	0.0141335530729753	LY6E;LOC100133669	8	144100572
cg06598256	0.979026414689058	FERMT3	11	63988554
cg06598631	0.017857455362567	RARS2;ORC3L	6	88300029
cg06600412	0.0119404151062239	MLF1IP	4	185655239
cg06600447	0.0136980732136308	C19orf50	19	18668837
cg06601473	0.180450025781332	C11orf41	11	33694151
cg06602857	0.534620295357663	FOXF1	16	86542807
cg06605933	0.255834625513922	BOLA1	1	149870977
cg06606198	0.0164224060421501	DDX55	12	124086727
cg06607866	0.126020075950588	AIP	11	67250809
cg06609049	0.173162381274697	THOP1	19	2785107
cg06609475	0.0254407370166375	NDUFS6;MRPL36	5	1801142
cg06611310	0.0201852633076526	KLRAQ1	2	48667531
cg06611744	0.039562776242315	RASL11A	13	27844618
cg06612452	0.0444381917735135	PINK1	1	20960677
cg06613840	0.374049042578598	GPX1	3	49395574
cg06614002	0.524473329963463	SOX10	22	38380439
cg06615154	0.809312062714055	S100A3	1	153522553
cg06615667	0.0152874981968351	GPR107	9	132816229
cg06615861	0.0167494446720477	KIF1B	1	10271191
cg06616147	0.0406055603217602	ICK	6	52926842
cg06616245	0.0738727726174673	GLI1	12	57854236
cg06617418	0.142351914185495	AMMECR1;RGAG1	X	109662113
cg06618866	0.393576937714303	TLR2	4	154605087
cg06619076	0.0340748730421698	ASPH	8	62627042
cg06619299	0.793311698001023	GMCL1L	5	177615005
cg06620254	0.282469675520022	NONO;BCYRN1	X	70503046
cg06621126	0.41427334615002	HSF4	16	67198243
cg06621358	0.770177006901092	CELSR3	3	48699637
cg06622725	0.00993781668064108	PEX16	11	45939917
cg06623268	NA	MUTYH;TOE1	1	45805342
cg06624832	0.0133065506119562	TMEM104;NAT9	17	72772340
cg06625414	0.0132960885465333	SLC4A3	2	220492692
cg06625767	0.908815263185383	F12	5	176836695
cg06625811	0.0178983328800685	KIFAP3	1	170044077
cg06626655	0.0349607998230312	RSPO1	1	38099916
cg06627364	0.709181388273337	NA	NA	0
cg06628693	0.356203761786395	PRKACB	1	84543156
cg06630241	0.8090806493011	SOCS2	12	93967711
cg06630567	0.948772801120753	AMBP	9	116840435
cg06630737	0.222075621066243	MAD2L2;C1orf187	1	11752109
cg06632528	NA	NUDT22;TRPT1	11	63993432
cg06634267	0.0334094432894494	SNRNP48	6	7590278
cg06636246	0.0375503763031379	LCOR	10	98593247
cg06636463	0.0349111758516933	DDX1	2	15731711
cg06637774	0.736391173119518	P2RY6	11	72975702
cg06637893	0.662181479648617	C16orf86;C16orf48	16	67700960
cg06638012	0.0350716497727663	AFF4	5	132299861
cg06638433	0.69183519958757	IGF2BP1	17	47075175
cg06638451	0.943832984767398	FAM107A	3	58563269
cg06638966	0.759109522431858	COL19A1	6	70576321
cg06639544	NA	OR7A5	19	14940319
cg06640279	0.451122928016557	FAIM3	1	207095153
cg06641366	0.816347503728617	LRRC8C	1	90097604
cg06641503	0.913689914672568	ARIH2	3	48959341
cg06642617	0.00936857212675101	CCT7;C2orf7	2	73461528
cg06643227	0.870957442163227		9	114557239
cg06645778	NA	HSPC159	2	64680425
cg06646021	0.545194082632885	RAB4A	1	229406520
cg06648029	0.940008394558976	NR1I2	3	119499749
cg06649520	0.0113094151217995	ARFIP1;TIGD4	4	153700671
cg06650260	0.772416111622259	NR0B2	1	27240478
cg06650786	0.19041222821228	NOTCH3	19	15312129
cg06653796	0.77774682228695	LIME1	20	62367805
cg06654134	0.0419976307198305	CRIPT;PIGF	2	46844408
cg06654447	0.0190598109228486	TMEM141	9	139686019
cg06655089	0.00825463157087898	IMPDH2	3	49066738
cg06655100	0.455733029394566	KLF8	X	56259373
cg06655504	0.0127307264253907	GDPD1	17	57297718
cg06656924	0.108775849517855	ZNF76	6	35228319
cg06657741	0.101921536876944	SLC9A6	X	135067456
cg06659073	0.0598928647035425	SERAC1;GTF2H5	6	158589307
cg06659128	0.21566592891632	TMLHE	X	154842535
cg06661765	NA	NFIX	19	13106629
cg06661994	0.266872256961345	C20orf195	20	62184363
cg06665322	0.880357251814931	GPA33	1	167059365
cg06665799	0.0263449774135671	TMED9	5	177019313
cg06665941	0.0144445428868902	IFNAR2	21	34602869
cg06665984	0.0200633608045956	TRIP11	14	92506784
cg06666486	0.11027892511077	EIF2AK1	7	6099044
cg06667091	0.690132208051176	CCNC	6	100017988
cg06667406	0.871334196208599	AASS	7	121773889
cg06668073	0.0242420299629375	FERMT1	20	6104018
cg06668300	0.032245829110445	MAL	2	95691755
cg06672652	0.0234534751190447	SNRPE	1	203830934
cg06673956	NA	GPR116	6	46882872
cg06675341	NA	PRMT3	11	20408613
cg06675478	0.608780604969834	SOX1	13	112721786
cg06675496	0.0512873383626387	ITSN2	2	24582688
cg06677140	0.376746451647184	MSX1	4	4862015
cg06677660	0.0157040570889616	SEC1;DBP	19	49140777
cg06679221	0.019221211248283	THUMPD3	3	9405070
cg06682185	0.340750687088281	SERPINB5	18	61157615
cg06682978	0.0105439615543997	CAP2	6	17394417
cg06684910	0.0137212643670939	POLR3E	16	22308904
cg06687562	NA	ACTL8	1	18081775
cg06688396	0.529827119867073	TMEM55A	8	92053433
cg06688848	0.0211633090655332	RSPRY1;FAM192A	16	57220097
cg06689536	0.0198776364854246	CCNF	16	2480094
cg06690548	0.96538166196305	SLC7A11	4	139162808
cg06690633	0.0253395928422427	RAB15	14	65438715
cg06691299	0.0284561627815457	CDK16	X	47077361
cg06692050	0.710141369791475	SFRP5	10	99532398
cg06692957	0.0350468001409431	GNAQ	9	80647629
cg06695761	0.624329277613589	SGCE;PEG10	7	94286526
cg06697251	0.7776326791336	TUBB4	19	6501613
cg06698742	0.0216198538606561	TMEM126A	11	85359218
cg06699365	0.0169953525343778	OSBP	11	59383578
cg06700265	0.0102818976081046	DUSP16	12	12715028
cg06700462	0.427934321450019	PHKA2	X	19002006
cg06701500	0.0617357702590085	YWHAQ	2	9771671
cg06707338	0.0140629981245191	EEF1B2;NDUFS1	2	207024452
cg06707886	0.0129321424210545	C7orf20	7	916393
cg06708560	0.0435082165827792	DNAJC7;NKIRAS2	17	40170084
cg06710522	0.0137105805092195	MRPL10;LRRC46	17	45908972
cg06710648	0.772428328926755	DAB1	1	58716377
cg06711560	0.531001965065074	MAMDC4	9	139746365
cg06712026	0.045719726427621	CSTF2T;PRKG1	10	53459102
cg06713098	0.170216667513949	IGFBP3	7	45960367
cg06714705	0.286151663673385	OLFML1	11	7506940
cg06716436	0.0161769105633106	S1PR2	19	10342240
cg06717104	0.0128151476928499	NA	NA	0
cg06717231	0.19046159840145	ZNF559	19	9434953
cg06718696	0.0199899428689509	EIF4A3	17	78121285
cg06719391	0.0313322752909356	KCNQ1	11	2554330
cg06720424	0.0115932789215989	UIMC1	5	176433271
cg06720660	NA	RNASE6	14	21248497
cg06720956	0.369447088914435	NA	NA	0
cg06722216	0.506542777471856	NOL4	18	31803067
cg06722633	0.0856830778371413	GRIK3	1	37499309
cg06722792	0.0362173510937114	PDE9A	21	44073919
cg06723357	0.726651193305718	CUEDC1	17	55981642
cg06725035	0.0375195284803305	PRMT2	21	48055212
cg06725760	0.0376809260921503	WDR37	10	1102461
cg06726207	0.039216743957033	SIX4	14	61190550
cg06728335	0.0121605186280632	RNPS1	16	2318300
cg06730286	0.929423146805063	IFT140	16	1657372
cg06730468	0.0827588946166398	TMEM143;SYNGR4	19	48867056
cg06731484	0.0199414727622417	IVD	15	40697714
cg06731599	0.64731211851264	ATP6AP2	X	40440704
cg06734812	0.807023477374666	BRUNOL5	19	3223915
cg06734828	0.01084749295527	NA	NA	0
cg06734962	0.0140749685676863	CEBPD	8	48650989
cg06736444	0.447710472953083	LOC100128788;SRRM2	16	2801793
cg06738602	0.823262917462123	PTGER2	14	52780634
cg06740897	0.0630235490534227	NFE2L1	17	46124821
cg06742978	0.0243123400668249	ACCN2	12	50451907
cg06743811	0.231525826529239	NDN	15	23931451
cg06744574	0.0525474383933609	BEND5;AGBL4	1	49242359
cg06745740	0.110453871803592	HGF	7	81399587
cg06746101	0.0136892630433339	TMED3	15	79603771
cg06746171	0.0290883840220552	ATOX1	5	151138551
cg06747888	0.0576091809152524	TBR1	2	162271859
cg06748315	0.79189584560474	KRTAP19-3	21	31864089
cg06750167	0.306365837580382	TESC	12	117538458
cg06751597	0.11030958608071	SNAP23	15	42788175
cg06752594	0.00984393049845721	PSRC1	1	109825964
cg06754047	0.0312565995065261	SMYD5	2	73441257
cg06755819	0.408166003979259	NA	NA	0
cg06757810	0.951575808517143	CNGB3	8	87756528
cg06758848	0.509161579211671	FLNA	X	153603268
cg06759215	0.0140686155698344	DBF4B	17	42786055
cg06759890	0.343145504174701	LHFPL2	5	77806538
cg06760035	0.365622842871387	NA	NA	0
cg06762858	0.895095634743517	NA	NA	0
cg06763078	0.0370388531061757	KCNC1	11	17756761
cg06765434	0.0237831078473887	TXNL1	18	54305287
cg06765514	0.0348332196740655	PIP5KL1	9	130689862
cg06765947	0.835080302080078	UROC1	3	126236742
cg06766367	0.0339566556366232	CBFB	16	67062687
cg06768707	NA	PCDHB8	5	140556503
cg06771126	0.0561963618385139	HOPX	4	57547699
cg06772202	NA	MDH2;STYXL1	7	75678527
cg06776256	0.129565592926906	GPRC5A	12	13043728
cg06777274	0.0175944787295922	ME2	18	48406251
cg06777581	0.050867276279225	RNF8	6	37321919
cg06777715	0.0224595233284593	NA	NA	0
cg06778853	0.0465981718830471	PHF13	1	6672620
cg06779945	0.0141500377493714	TNFAIP3	6	138188320
cg06780358	0.0190233303635916	PTPRJ	11	48003065
cg06781209	0.400852509140736	FADS2	11	61594997
cg06782692	0.059322683464443	STK32C	10	134121419
cg06782849	0.0212244546819737	NPHP3;NCRNA00119	3	132440859
cg06783668	NA	ANKRD53	2	71204585
cg06784339	NA	MKRN1	7	140179139
cg06784466	0.138666970340768	FPR3	19	52297968
cg06785429	0.662253298167191	DCUN1D1	3	182699414
cg06785822	NA	C2orf48	2	10281330
cg06786424	0.0241214718238665	PRPF4B	6	4021316
cg06790275	0.0256238562516959	PIAS1	15	68346669
cg06790324	0.0229371719238326	GRB10	7	50860564
cg06790862	0.892954629458471	MPPED2	11	30601783
cg06791102	0.887279966484167	ARHGAP4	X	153191600
cg06791867	NA	TSPAN18	11	44880944
cg06792598	0.0347676293682696	CD55	1	207494733
cg06792911	NA	SLC2A1	1	43425022
cg06793062	NA	CNTNAP4	16	76343868
cg06796611	0.835659966862889	IL24	1	207070834
cg06797533	0.0873333822610099	PLIN2	9	19127804
cg06798189	NA	SLC4A7	3	27498659
cg06799664	0.298886004962511	DNAH17	17	76567121
cg06800962	0.0626621802994016	TM4SF1	3	149096029
cg06803184	0.0282006960987619	FH	1	241683075
cg06803253	0.854872046155962	GNAT1	3	50229604
cg06804431	0.0199289211206394	GNRHR2;PEX11B	1	145516254
cg06804711	0.0265421969546513	NA	NA	0
cg06806080	0.931545378911812	CD47	3	107810791
cg06806711	0.420529343251736	MS4A1	11	60223291
cg06807379	NA	DAPK3	19	3971119
cg06807579	0.0122580699503339	RPL29	3	52029988
cg06807989	0.0307002343095978	C3orf52	3	111805312
cg06808983	0.0179502640163407	G6PC3	17	42148292
cg06809565	0.514772206949188	HCFC1;TMEM187	X	153236787
cg06810461	0.922048156771566	AGRP	16	67518144
cg06810647	0.214202888415298	CRAMP1L	16	1665094
cg06811800	0.258873274563112	ATP4B	13	114312105
cg06812033	0.770477511188472	NKD1	16	50582453
cg06812844	0.258116276548767	TRPM2	21	45773782
cg06812977	0.0242249187380368	NA	NA	0
cg06813842	0.436381746418251	NA	NA	0
cg06815666	0.0538182589623514	PRPF31;TFPT	19	54618544
cg06815817	0.0441222161135059	ZNF212	7	148936572
cg06816063	0.0105652503293438	RAB8A	19	16222510
cg06816106	0.188714760370139	SPDYA	2	29033352
cg06816161	0.0119066845310927	EZH2	7	148581907
cg06817264	0.12806396823025	CTSF	11	66335649
cg06817269	0.610453917629782	GCNT3	15	59909035
cg06817917	0.027263305870499	BMPR1A	10	88515527
cg06818415	0.0252828649632523	PHF1	6	33379267
cg06818473	0.406421867260582	NA	NA	0
cg06818777	0.0845695036208951	CHAD;ACSF2	17	48546620
cg06819200	0.734827885333127	ECE1	1	21616641
cg06821120	0.530766626729048	RASSF1	3	50375459
cg06821274	0.0210130136583846	SSR2	1	155990882
cg06821993	0.819770307971205	CSMD3	8	114449011
cg06822229	0.623497195800711	ACSL4	X	108976856
cg06822995	0.19356623723846	CAMK4	5	110559431
cg06823263	0.0408568094526222	USF1	1	161015119
cg06824727	0.0301694043564259	DHRS1;C14orf21	14	24768621
cg06825142	0.563415062942053	DRD4	11	637170
cg06825166	0.274775775142626	OPALIN	10	98119079
cg06827038	0.69201175074395	WFIKKN2	17	48912952
cg06827976	0.894239362179229	FGR	1	27950589
cg06830426	0.0549497011278591	RPS5	19	58898769
cg06831658	0.0306288177716784	NA	NA	0
cg06832039	0.932795657409719	NA	NA	0
cg06832950	0.907566394560045	NA	NA	0
cg06833562	0.0226107641016378	ZNHIT6	1	86174060
cg06834261	0.0456067226126649	ALS2CR8;WDR12	2	203776215
cg06834875	0.677419441973016	HHIPL1	14	100111263
cg06834983	0.763560555372798	SSX7	X	52683807
cg06836338	0.0243386318058967	ATPAF2;C17orf39	17	17942007
cg06836736	0.737668650036308	ME1	6	84140993
cg06836772	0.0529311223004282	PRKAA2	1	57110403
cg06836849	0.651241465557368	SLC17A8	12	100751051
cg06837731	0.0192091627252467	ERLIN1	10	101945906
cg06838394	NA	ARFGEF2	20	47538719
cg06839953	0.014694150248385	TMEM222	1	27648457
cg06840042	0.0120997302280912	MKRN2	3	12598618
cg06840226	0.0103008703773476	NA	NA	0
cg06840239	0.0136947033704998	TAF6L	11	62539043
cg06840801	0.618376025510664	CHRNB3	8	42552719
cg06848073	0.270671175125505	FBXO44;FBXO2	1	11713540
cg06848288	0.0167075020559468	PHIP	6	79788573
cg06849227	0.698424960698658	NA	NA	0
cg06849477	0.107484218563114	PRR5	22	45072724
cg06850526	0.0654071233035924	SLC38A10	17	79269886
cg06851207	0.441547470702146	PNMAL1	19	46975138
cg06852652	NA	CYP2C18	10	96442031
cg06852744	0.872706801701037	AEBP1	7	44142973
cg06855803	0.51497829742191	ICAM3	19	10450364
cg06856528	0.475632602145221	TMEFF2	2	193059405
cg06859828	0.897924348984667	NA	NA	0
cg06862062	0.00994930497305618	ACOX3	4	8442641
