Hybridization REF	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05
cg05146205	0.0137400808951757	CUX1	7	101458365
cg05146762	0.0552612669424039	GTF2IRD1	7	73868174
cg05149586	NA	SDSL	12	113859869
cg05150177	0.0274592236513964	NA	NA	0
cg05152459	0.616436844929844	MAGEE2	X	75005087
cg05154390	0.123576348815453	MRPS15	1	36929274
cg05155595	0.853240807988305	ANXA4	2	70008161
cg05156613	0.983663724546608	ACTL7B	9	111618129
cg05157725	0.484017633536992	COL21A1	6	56112484
cg05158538	0.125660698896687	PPARGC1A	4	23891486
cg05158615	0.415431200130527	NPY	7	24323559
cg05159188	0.30449598805541	HIST1H4F	6	26240579
cg05159732	0.855627410669071	HCRT	17	40337534
cg05160935	0.0196801401094915	MED30	8	118532754
cg05161795	0.422572239086145	ZDHHC3;EXOSC7	3	45018949
cg05163057	0.156715641625318	SPPL2B;LSM7	19	2329403
cg05163071	0.458367366831971	RETNLB	3	108476540
cg05163206	0.790102491829613	NA	NA	0
cg05163348	0.0653029682760511	RPP30	10	92631428
cg05163588	NA	LIMK1	7	73498778
cg05164185	0.0419478687964669	CCND1	11	69456412
cg05164634	0.388093082002374	WNT10B	12	49366538
cg05165580	0.0183321493616625	ADAT1	16	75657337
cg05168404	0.440592967526716	SLC29A4	7	5321726
cg05170326	0.0122378333029312	LPCAT3	12	7125723
cg05171367	NA	HIP1	7	75368241
cg05173789	0.0139211687121628	RPLP0	12	120639210
cg05174079	0.751408716671589	NA	NA	0
cg05179880	0.0174733355728626	PDCD7	15	65426293
cg05180295	0.0466908043932817	NA	NA	0
cg05181279	NA		11	11982794
cg05181565	0.0114629191217532	SSU72	1	1509872
cg05184394	0.681345058064049	FAM123C	2	131512773
cg05185584	0.790564439250293	KCNJ11	11	17410182
cg05186188	0.941296628154804	AQP8	16	25228569
cg05187322	NA	CARD14	17	78152328
cg05189291	0.0121424321209883	THG1L	5	157158457
cg05190718	0.8107970626771	CASQ2	1	116310712
cg05191071	0.0322678945415611	NA	NA	0
cg05191792	0.0112902618542016	WRNIP1	6	2765113
cg05193832	0.918205154391243	KCNJ1	11	128736844
cg05194726	0.302314728203072	NRIP2	12	2944480
cg05197908	0.0166922477106948	NA	NA	0
cg05200311	0.0169102453544888	DEK	6	18264737
cg05200606	0.0606214270841924	CCND1	11	69457819
cg05200628	0.661394181109999	CD48	1	160681760
cg05203877	0.026413940175103	SLC8A3	14	70655686
cg05205664	0.0209933665265622	UCP2	11	73694566
cg05206587	0.451050943482823	GLRA2	X	14547880
cg05206661	0.8759558277972		2	11271531
cg05208153	0.77668670160309	C9orf25;C9orf24	9	34398637
cg05208878	0.450736419362897	PRAME;LOC648691	22	22901596
cg05209463	NA	C4orf10;MFSD10	4	2935884
cg05209917	0.634093257067978	CNTN6	3	1134730
cg05210526	0.0132804443592723	PGM1	1	64059049
cg05213296	0.357688159972918	RPF2	6	111302729
cg05215575	NA	SEPT12;LOC440335	16	4838722
cg05216141	0.147702430181618	ETV7	6	36354960
cg05217755	0.0125106773741275	ERF	19	42758976
cg05218490	0.0634206875751363	ORC4L	2	148778969
cg05219900	0.0161290702597365	TLN1;CREB3	9	35732569
cg05221167	0.170019468232843	ZNF560	19	9609397
cg05221264	0.950248576087616	CELA2A	1	15783513
cg05222924	0.429335125172425	WT1	11	32450486
cg05225390	0.010836000597267	ZW10	11	113644407
cg05225996	0.12936342339019	ZNF205;MGC3771	16	3163017
cg05226008	0.30764536680555	DLC1	8	13372132
cg05227963	0.0264610473093256	RFC5	12	118454258
cg05228408	0.210855380299144	CLCN6;MTHFR	1	11865352
cg05229898	0.0129111260197791	EGR1	5	137801343
cg05232067	0.0237983887952098	BNIP3L	8	26240888
cg05232889	0.590267040197395	FOXP2	7	114055419
cg05236037	NA	ZNF202	11	123612483
cg05236474	0.0200197542736299	C17orf59	17	8093493
cg05237543	0.0318343639780587	MTDH	8	98656054
cg05238794	0.204182591532252	NA	NA	0
cg05241571	0.837081011309881	KRTDAP	19	35981224
cg05242523	NA	KLK14	19	51588750
cg05242945	0.0194547837447598	RPSA	3	39447984
cg05243804	0.0227941301435517	FECH	18	55254238
cg05243815	0.0117156669041498	STRAP	12	16035684
cg05243874	0.0404296757476504	NA	NA	0
cg05243909	0.0427951336876526	NTHL1;TSC2	16	2097910
cg05244766	0.539199415010333	GSTP1	11	67350499
cg05245515	0.295764011918684	SLC39A2	14	21467273
cg05245861	0.0707236386654326	C18orf34	18	31020511
cg05246522	0.681309891190586	KSR1	17	25798973
cg05248470	NA	LILRB2	19	54785348
cg05248781	0.74940618456301	LCE5A	1	152483199
cg05249393	0.0354827821046614	LDLR	19	11199883
cg05250458	0.434452059291373	ZNF177	19	9473565
cg05250673	0.0159054154539265	NA	NA	0
cg05251000	0.121826833610782	FREQ	9	132935664
cg05252264	0.355110728381275	FCAR	19	55385587
cg05253159	0.559964013333129	SH2B2	7	101928560
cg05253327	0.888103336190376		2	62420915
cg05254049	0.738191797476697	SYN1	X	47479662
cg05254747	0.91252615548761	SLC39A14	8	22223937
cg05256043	0.42555983688872	DCT	13	95131951
cg05257479	0.013653333549385	WARS2	1	119683279
cg05257610	0.206424934878665	CEBPZ;C2orf56	2	37457596
cg05259765	NA	CYTH4	22	37677244
cg05260966	0.324867143401874	SYN3;TIMP3	22	33197394
cg05261289	0.0186124938760479	STARD7	2	96874823
cg05261299	NA		12	52437299
cg05261824	0.876944195431906	ZNF165	6	28046730
cg05262335	0.552335170574681	TAGAP	6	159466062
cg05263682	0.0241186931275468	RNGTT	6	89673273
cg05266460	0.813449867706644	LOC91316;RGL4	22	24032819
cg05266781	0.132499669495216	IRX5	16	54965492
cg05270634	0.043181985959096	RND2	17	41177445
cg05275231	0.0561457771044603	DCAF13;SLC25A32	8	104427896
cg05275605	0.916577968926649	NCRNA00175;COL18A1	21	46844883
cg05275752	0.3330262330053	GALM	2	38892887
cg05276137	0.0154389608214298	SLC2A4RG	20	62370796
cg05279707	0.0213891622792615	ADNP	20	49547986
cg05279864	NA		7	87109319
cg05280555	0.0174431129254929	CNOT10	3	32727089
cg05284582	0.0151014816965291	DNAJC18	5	138775061
cg05284724	0.0158573975985895	TTC26	7	138818658
cg05286874	0.00975642600701139	ABCA1	9	107690485
cg05287690	0.187424664405134	FBXW7	4	153456344
cg05288569	NA	KLHL11	17	40021733
cg05288803	0.014357815338719	SYN3;TIMP3	22	33198055
cg05289701	0.0361759092991628	C12orf11;FGFR1OP2	12	27090805
cg05290904	0.0250098949158696	RBBP5	1	205091401
cg05291178	0.961075794518903	C3orf24	3	10149466
cg05292376	0.643585010069661	AATK	17	79095236
cg05293216	0.710821009026948	FANCG	9	35080812
cg05293407	0.0210671877484408	TRIM27	6	28891967
cg05294095	0.0102942036932413	PSMD8	19	38865080
cg05294243	0.129500376936314	KLK13	19	51569106
cg05294455	0.888007644309289	MYL4	17	45286609
cg05300132	0.974399209124531	EXD2	14	69676275
cg05301102	0.0377625005866645	STX6	1	180992117
cg05301852	0.828524338692556	FABP1	2	88427827
cg05303448	NA	AACS	12	125549535
cg05306006	0.0147931897450614	RPE	2	210867127
cg05306176	0.144348791498872	KDSR	18	61034324
cg05306735	0.0369920167377167	ZNF273	7	64363575
cg05307923	0.0148387698153225	ADARB2	10	1779667
cg05308484	0.0131126324158824	C12orf5	12	4429999
cg05308617	0.0273615345880854	ARMC8	3	137906066
cg05310071	0.0306448030398152	PIGL	17	16120569
cg05311623	0.0420394257859291	ANXA5	4	122618007
cg05313261	0.0455438837119539	MAPK3	16	30134350
cg05316065	0.488624702310065	GSDMC	8	130799007
cg05318777	0.0807634830138585	BBS7	4	122791956
cg05321960	0.0572912059478647	KIAA0907	1	155904084
cg05322019	0.802518663436344	SEMA4G	10	102732323
cg05322222	0.219925707946933	TMEM151A	11	66059064
cg05323436	0.0227678277389224	LAMB2	3	49171185
cg05325699	0.037675362426577	HAP1	17	39890756
cg05327750	0.247818148082844	RBM41	X	106361572
cg05330360	0.69652178692425	ZPBP2	17	38023993
cg05331214	0.755584230627606	SCN7A	2	167343774
cg05333568	0.423710877821128	C1orf65	1	223566794
cg05334239	0.0345356021429521	C15orf57	15	40857495
cg05334253	0.0165483022496386	NDEL1	17	8338877
cg05335315	0.242999252016036	JAG2	14	105635708
cg05337441	0.227035038815302	APOB	2	21266568
cg05337966	0.0118013250808792	C13orf1	13	50510151
cg05338155	0.0314899925299822	IFIT5	10	91174651
cg05338167	0.856334096184893	CALML4	15	68498251
cg05339305	0.01709757440881	CCDC85B	11	65657822
cg05339472	0.0110170839386594	EIF1AX	X	20159528
cg05341115	NA	HYAL4	7	123485591
cg05341670	0.0116570639983866	TMEM59;C1orf83	1	54518153
cg05341878	0.724009443912109	NA	NA	0
cg05342835	0.304804710489922	SYNC	1	33160791
cg05343453	NA	C7orf45	7	129847153
cg05345286	0.291318012552924	MDFI	6	41606641
cg05346140	0.849120258331666	HSPB9	17	40275057
cg05346899	0.0205041819463675	LASS4	19	8273912
cg05347567	0.0357609918733805	ZC3H10	12	56512408
cg05348123	NA	SCRG1	4	174321584
cg05348272	0.0142875787230056	TBCD	17	80710049
cg05348870	NA	TNFSF14	19	6671045
cg05350879	NA	SPARCL1	4	88451223
cg05352541	0.0129207083387683	PITPNB;LOC284900	22	28315563
cg05352668	0.715496886848184	C1orf127	1	11023756
cg05354432	0.0235244058535133	LEF1;LOC641518	4	109089890
cg05357320	NA	ZNF317	19	9251080
cg05358291	0.496176407909602	CYP4F2	19	16009219
cg05358404	0.496876167132315	RTEL1	20	62288950
cg05360220	0.0248140266730427	NA	NA	0
cg05360265	0.0407747236777271	STXBP5	6	147525477
cg05361373	0.0550388918044594	PYCARD	16	31213883
cg05361811	0.0415437387964595	UTP20	12	101674038
cg05362516	0.0347850099457891	IRX5	16	54965089
cg05362669	0.0695373672857884	PTPRG	3	61547285
cg05364569	0.793531656701805	NA	NA	0
cg05365525	0.0265065078644254	DEPDC6	8	120885882
cg05365670	0.428815881121042	LPCAT1	5	1524551
cg05365729	0.430835699002997	LOXL2	8	23262073
cg05366401	0.0114762789176459	TM9SF1	14	24664722
cg05367858	0.0134945050468513	RNF141	11	10562295
cg05368089	0.0189784561122492	PFDN5	12	53689374
cg05368341	0.0357258029686166	SYT6	1	114696465
cg05368762	0.0120200845536465	TMBIM6	12	50135785
cg05368942	0.0257197191978286	RBM15	1	110881960
cg05369142	0.00987780989941882	ALS2CL	3	46735009
cg05369166	0.0458740396478878	NFASC	1	204797507
cg05372736	0.614983660426568	NA	NA	0
cg05373276	0.0122445324889307	NA	NA	0
cg05373457	0.265942824881527	KCNS2	8	99439948
cg05373692	0.287815481461065	ZDHHC15	X	74743375
cg05375800	0.0236284862305098	WDR31	9	116102362
cg05376895	0.619176061507327	PNMA3	X	152225366
cg05376954	NA	FPR1	19	52255673
cg05379350	0.244634598531538	GIT1	17	27917157
cg05380570	0.031948295495218	ARHGEF10L	1	17866686
cg05380910	0.815124552954201	STOML3	13	39564046
cg05380982	0.125883384795867	KCNJ6	21	39288378
cg05382123	0.171941319313694	C1orf94;CSMD2	1	34632585
cg05382565	0.0161111740912903	HMGXB3;TIGD6	5	149380781
cg05382730	0.0161539146399104	PHB2;EMG1	12	7080038
cg05384917	0.956723692466755	GPR109B	12	123200953
cg05385377	0.0431515532236183	TMEM51	1	15480844
cg05386606	0.0388186128646451	BCL7B	7	72972279
cg05388361	0.0138217354008218	STAT2	12	56754238
cg05389024	0.681750990157384	KBTBD10	2	170366131
cg05389183	0.0562512267147638	PPIC	5	122372942
cg05389335	0.0605976792055194	TACR3	4	104641319
cg05390437	0.016105850057526	NA	NA	0
cg05392265	0.561612524274983	DIRAS3	1	68516453
cg05393484	0.935912917641008	OR6A2	11	6818466
cg05394497	0.0128615906929608	DCAF17;METTL8	2	172290564
cg05395196	0.0134254568386042	HSF2	6	122720661
cg05395995	0.0217948207565858	NA	NA	0
cg05396987	0.310754601128932	TMEM155;LOC100192379	4	122686269
cg05397738	0.675637226011801	PGRMC1	X	118369571
cg05399360	0.0264369804041353	MICB	6	31466003
cg05399553	0.0255198818165543	SNRPB	20	2451552
cg05399697	0.57053112799231	NA	NA	0
cg05399707	0.0120260231813259	TRIP10	19	6739813
cg05401645	0.00794336854265471	FAM134C;TUBG1	17	40761567
cg05402265	0.0247489511010935	ICK	6	52926119
cg05403071	0.0255996105409127	SNAI1	20	48599682
cg05404787	0.794958504442606	C2orf48	2	10281526
cg05406101	0.832364624565099	RWDD2B	21	30392219
cg05409038	0.0336124349319494	TEX261	2	71221890
cg05409601	0.0166096336631808	CCNG2	4	78077912
cg05411032	0.0166820929298292	CLPTM1	19	45459158
cg05412136	0.0197906566369504	CLTA	9	36191352
cg05412531	NA		8	125183758
cg05413282	NA	PRSS3	9	33796088
cg05414225	0.0401294645025299	C9orf6;IKBKAP	9	111696926
cg05414338	0.0428451613356274		6	26250347
cg05417615	0.0203565519881966	SLC10A7	4	147443478
cg05417950	0.0770302996100018	NUDT6;SPATA5	4	123843025
cg05417985	0.012213017149138	ENPP1	6	132128945
cg05418129	0.831321375790474	NA	NA	0
cg05418487	0.244836476607157	KCNQ1	11	2466889
cg05419984	NA	PIGX;C3orf34	3	196438463
cg05420896	0.0747216514790916	DCC	18	49867488
cg05421555	0.0447798076506012	AKAP13	15	85924342
cg05421673	0.0615425065641946	NOG	17	54671575
cg05421688	0.251843965868214	FAM163A	1	179711859
cg05421946	0.0108080764681854	ABHD6	3	58223373
cg05422352	NA	COPS7B	2	232650747
cg05423257	0.978596064150488	ALPI	2	233321600
cg05428978	0.0151080855215106	CDCA7	2	174219986
cg05429895	0.218738778654537	TLR4	9	120466640
cg05432118	0.0214395721837689	PRKAB1	12	120105824
cg05433460	NA	ARHGAP1;ZNF408	11	46720913
cg05434957	0.0157819174272392	ICA1	7	8301435
cg05435853	0.0217791418613699	RNF41	12	56615825
cg05436231	0.251671302588231	CD164L2	1	27709789
cg05436658	NA	PRKCB	16	23847568
cg05437059	0.652528363865976	KCNE1L	X	108868775
cg05439318	0.0134861231511623	CYB5B	16	69458329
cg05439368	0.680339486643603	TRIM69	15	45028098
cg05440218	NA	KIAA0196;NSMCE2	8	126104540
cg05440289	0.68841221513737	IVL	1	152881119
cg05441133	0.977193847432926	GDF2	10	48416891
cg05442902	0.308214125505773	MGC16703;P2RX6	22	21369010
cg05443740	0.141547299862903	KCNIP3	2	95963057
cg05444024	0.909251997110246	FUT6	19	5841072
cg05445326	0.921710182619558	TM4SF19	3	196065569
cg05446471	0.815555816855221	HDAC11	3	13522740
cg05449414	0.0219046465621517	ZNF721;ABCA11P	4	467983
cg05449607	0.0272132945845867	GTF3C6	6	111279612
cg05450995	0.0621536552987467	BCL7A	12	122460105
cg05451974	0.0104314173432879	SYS1;SYS1-DBNDD2	20	43991922
cg05454446	0.16914323569693	BMS1	10	43277757
cg05457411	0.0196801292279514	DDX19A	16	70381052
cg05459203	0.0159899056386838	NUDCD3	7	44530674
cg05461276	0.880106856339604	NA	NA	0
cg05461841	0.254418493479036	ZG16B	16	2879944
cg05462826	0.0303026085349987	ABI2	2	204193327
cg05463705	0.0116709062085739	ZNF143	11	9482308
cg05465755	0.00869010336036825	CKS2	9	91926196
cg05467106	0.0180660536234878	ZNF689	16	30621996
cg05467167	0.0331259026073027	GOSR2	17	45000793
cg05467458	0.589439023914056	SLC7A9	19	33361032
cg05467918	NA	ACADM	1	76189945
cg05468303	0.190755407333863	DGCR6	22	18894389
cg05469695	0.0580409315145984	CDC42EP3	2	37899953
cg05471297	0.0433745129469811	RYR1	19	38924349
cg05471521	NA	CSTF1;AURKA	20	54968604
cg05471775	0.0359275697154877	HIST1H4B	6	26027531
cg05472874	0.0408546906980607	SULT4A1	22	44258179
cg05473175	0.0254766141346572	CADM4	19	44143644
cg05473677	NA	OSTalpha	3	195943713
cg05473871	0.0299156445876751	ADAMTSL5	19	1513513
cg05475028	0.0148172741306908	BOD1L	4	13629588
cg05475277	0.907667649258418	FOXRED2	22	36902578
cg05475904	0.985480322267107	BCL10	1	85743377
cg05477024	0.0567935372407133	KIAA1804	1	233462765
cg05477027	0.0148794209747402	DMWD	19	46295590
cg05480532	0.778553349132259	NA	NA	0
cg05482722	0.956303079219419	UTP14C;ALG11	13	52598175
cg05483509	0.336964103698029	ATP6V0C	16	2563435
cg05484458	0.82216488858086	GNB3	12	6949260
cg05484920	0.0388156309863555	SNRNP70	19	49588520
cg05485060	0.566974594087214	CTNNAL1	9	111776779
cg05485062	0.594481664948039	SERPINA12	14	94983863
cg05486551	0.0841740543785107	C20orf196	20	5731259
cg05488632	0.435655084568124	EPHX3	19	15343174
cg05492113	0.847220418189554	TUB	11	8060332
cg05492270	0.0268038678403996	RNF121;LOC100133315	11	71640085
cg05492503	0.0134410948862942	NA	NA	0
cg05492605	0.0144096568356553	PPP1R8	1	28157672
cg05492845	0.0165522809101119	VEGFB	11	64002298
cg05494069	NA	PRKAA2	1	57111499
cg05494459	0.356496211537174	FTSJ1	X	48334337
cg05497107	0.015070770254315	RUFY1	5	178978234
cg05497616	0.0137984071593077	CAMK4	5	110560372
cg05498681	NA	SRC	20	35973318
cg05499853	0.0178424572690851	FAM188A	10	15902324
cg05500015	0.117050722526089	NAALAD2	11	89867819
cg05500074	0.738199922108357	TSKS	19	50266336
cg05501276	0.012422691191134	TRA2A	7	23571514
cg05501357	0.71759512764669	HIPK3	11	33308269
cg05501584	0.32463352366449	ST8SIA2	15	92936306
cg05501658	0.026459506962382	NA	NA	0
cg05501682	0.0692831807131612	DKFZP686I15217	6	2988723
cg05501721	0.0117717654998646	CRTC1	19	18794247
cg05503412	0.0140324121270622	C4orf14	4	57843540
cg05507459	NA	NXNL2	9	91148748
cg05507894	0.0122283660740972	C4orf34	4	39640920
cg05508048	0.0161542835825735	INTS6	13	52027321
cg05508067	0.0238247186038302	PNPLA4	X	7895590
cg05508084	0.0819681516632354	ZNF667	19	56988398
cg05508558	0.172955245200099	CR2	1	207627372
cg05510041	NA	VCL	10	75758427
cg05511517	0.0764751253775989	NA	NA	0
cg05511685	0.950885308159581	RGS9	17	63184288
cg05511752	0.470320816049013	MED12	X	70338656
cg05512099	NA	PLEKHF1	19	30155866
cg05512756	0.409233251251178	UGT3A1	5	35991735
cg05516537	0.0345295964035371	TFDP1	13	114239958
cg05516832	0.0210778786179005	SGTA	19	2783122
cg05517572	0.285198310838117	STAP2	19	4338769
cg05517711	NA	ST6GALNAC6	9	130662451
cg05518543	0.0186096306074959	MAEA	4	1283165
cg05520656	0.0258137636733261	NA	NA	0
cg05521696	0.372746966013737	NA	NA	0
cg05522288	0.0175792335333857	NAA38	7	117824098
cg05522383	0.382444506275578	PITX2	4	111557894
cg05523047	0.0149468287205146	VLDLR;FLJ35024	9	2621379
cg05523085	0.0174544146031365	MYO5A	15	52821854
cg05523254	0.0117511658834632	MFN2	1	12040215
cg05526376	0.0255228156093591	LMTK2	7	97736360
cg05528918	0.956781387157102	ZFP161	18	5293319
cg05529097	0.0250605264582503	FXR2;SHBG	17	7518511
cg05531055	0.0315010550981885	TOM1	22	35695625
cg05532892	0.026046562333533	PDE3B;PSMA1	11	14666436
cg05535113	0.359912332806969	CHST4	16	71559579
cg05538387	0.0161866336062412	POLL;RP11-529I10.4	10	103348072
cg05538432	0.489393699215021	C1S	12	7167751
cg05546038	0.929532136142658	NOL3	16	67207033
cg05546044	NA	MAPK1	22	22222597
cg05546383	0.955547312453041	OTUD4	4	146095813
cg05547500	0.863819441271503	TXNDC2	18	9885809
cg05547993	0.0179379862275387	VAC14	16	70835035
cg05552534	0.0186456205528207	ABCB10	1	229693713
cg05554718	NA	HIST1H1D	6	26235699
cg05554936	0.0103920006256223	RAB3D	19	11450261
cg05556020	0.773997906046794	REN	1	204135243
cg05556202	0.894370009204006	TM4SF19	3	196065106
cg05556210	0.0495668636193022	ZFHX3	16	73082405
cg05556717	0.612860273937914	CCL26	7	75419304
cg05558390	0.555889673254653	GNASAS;GNAS	20	57415377
cg05559445	0.425589785044465	CDKN1C	11	2907674
cg05562327	0.0991319522522538	CPEB2	4	15005910
cg05562817	0.080141717053934	CLDND2	19	51871466
cg05564251	0.842566453171157	SP140	2	231090640
cg05564266	0.852915457233796	C6orf204	6	118973597
cg05564657	0.927541878775193	AADAC	3	151531375
cg05565537	0.942544783773934	GALNT6	12	51773409
cg05566397	0.0200398769229111	MLL5;LOC100216545	7	104654900
cg05566965	0.0154381739300232	BID	22	18256588
cg05568762	0.0146423965006306	LCORL	4	18023126
cg05569220	0.478800697151884	LOC388428;AATK	17	79138873
cg05570980	0.190288270036277	C3orf52	3	111804983
cg05573563	0.685417520553466	TRAPPC2;OFD1	X	13751423
cg05575043	0.0234872270231237	ZNF394	7	99097635
cg05576974	0.0132529054722235	TROVE2;UCHL5	1	193028138
cg05577173	0.027427424929553	PAPD4	5	78908678
cg05585544	0.921658643246101		11	47624801
cg05587158	0.593848407578092	ARR3	X	69487748
cg05587474	0.0175380313202504	NA	NA	0
cg05587736	NA	NUP93	16	56780751
cg05588972	0.018795355070184	C1orf89	1	16563855
cg05589246	0.146867050750055	HOXC12	12	54348719
cg05590257	0.269979558780172	PLD6	17	17109570
cg05590294	0.740870898610994	CD69	12	9913395
cg05590567	0.0337180141548336	NA	NA	0
cg05590982	0.222271118932184	NUPR1	16	28550171
cg05592398	0.390480819797925	LIMK1	7	73497778
cg05592434	0.362305093270574	NA	NA	0
cg05592527	0.414142753643567	ARMCX6	X	100872988
cg05593300	0.0568690660987067	NA	NA	0
cg05593325	NA	GALNT12	9	101569696
cg05593479	0.0382165941128926	TIGD1;EIF4E2	2	233415006
cg05593780	0.0171979036746048	ACO2;PHF5A	22	41864983
cg05594230	0.435101510262649	INGX;BCYRN1	X	70712403
cg05595345	0.10648700580875	ARRDC4	15	98504173
cg05596294	0.240979514464609	LPPR4	1	99729757
cg05596756	0.767968211753686	FAM113B;LOC100233209	12	47610220
cg05598246	0.867720786270927	MOG	6	29624414
cg05600174	0.0386639670677906	NA	NA	0
cg05600717	0.208655070792838	DHRS12	13	52378744
cg05602212	0.0305970942337676	ZFYVE16	5	79703393
cg05602615	0.0118843613437938	SETD3;CCNK	14	99947482
cg05603623	0.0202457902419596	TIMM44	19	8008081
cg05604720	0.0302875846611538	RIPK2	8	90769698
cg05606799	0.613775856115123	KISS1	1	204165307
cg05607127	0.0222457167481042	KCNG3	2	42721581
cg05607401	0.517482365299098	GMFG	19	39826693
cg05607472	0.011108673651686	CSNK1A1	5	148930374
cg05608188	0.02257379384797	TMEM168	7	112430152
cg05610148	0.0159825254648148	C1orf93	1	2517425
cg05610379	0.0134032170169711	NSMCE4A	10	123734658
cg05612904	0.0128813197430257	DPH5	1	101491636
cg05615150	0.874732632122579	ARPP-21	3	35683815
cg05615487	0.821677805706125	ACR	22	51176407
cg05619712	0.721847199510501	CRYGC	2	208994720
cg05621401	0.0385022292602655	RET	10	43572065
cg05621759	NA	ZNF117	7	64452073
cg05624196	0.623199070073325	APOD	3	195310883
cg05624932	NA	CRISPLD1	8	75897310
cg05626013	0.146411198149407	CTNNA3;LRRTM3	10	68685252
cg05627103	0.0380784779673294	KIAA1984	9	139694135
cg05628549	0.347051321602542	PRKCDBP	11	6341895
cg05633152	0.91967612597845	SLC10A1	14	70263811
cg05636175	NA	TNFRSF10C	8	22960397
