Hybridization REF	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05
cg07985359	0.0415524890918777	EVI5L	19	7894666
cg07986525	0.0217152454166486	NFE2L3	7	26192199
cg07986773	0.57711246977834	NA	NA	0
cg07989514	0.0169397598160653	C14orf4	14	77495178
cg07990489	0.0153870412380443	NUP35	2	183989218
cg07990939	0.0133144611491194	TMTC3;CEP290	12	88536410
cg07991621	0.0436392531935336	SH3BP2	4	2820479
cg07992625	0.0305255531609802	ATF7	12	54020444
cg07997737	0.0754494844803953	NRTN	19	5822630
cg08001895	0.024500780575664	EPHA7	6	94129582
cg08002996	0.0283443531043682	SOCS2	12	93963601
cg08003150	0.0134729727236605	KCNQ2	20	62103627
cg08003742	0.0242194047422874	CXCL3	4	74904106
cg08005849	0.0386462116668393	HGF	7	81399399
cg08007665	0.91107287312233	KCNQ1	11	2593857
cg08008233	NA	TCEB3C;KATNAL2	18	44557819
cg08008403	0.248601829441113	LHX9	1	197881741
cg08008562	0.0163901678037347	UBE2Q1	1	154530682
cg08009328	0.061115724345908	NA	NA	0
cg08009622	0.0115298454693572	COL12A1	6	75916327
cg08009711	0.898822742093239	C2CD2	21	43346184
cg08009831	0.0182933801012245	NA	NA	0
cg08011170	0.0128735501754279	ELAC2	17	12921393
cg08011328	0.0156692051601487	MED20;BYSL	6	41889049
cg08012287	0.294116533087797	ACTN3	11	66315298
cg08012454	0.0158921083514612	KIF5B	10	32345019
cg08013810	0.899731031414959	PHF20	20	34389239
cg08015253	0.0209085792240794	MOCOS	18	33767315
cg08015496	0.0579041213674089	NCSTN;COPA	1	160314061
cg08016363	0.753002734978186	TMEM11	17	21118577
cg08016383	0.0132454315305682	ADAMTS17	15	100882020
cg08017606	0.034922417400737	SH3RF2	5	145316274
cg08020051	0.0163886058999852	GPAA1	8	145137133
cg08020381	0.0192809093961922	IDI1	10	1095554
cg08020808	NA	CMA1	14	24977773
cg08021299	NA	HEPH	X	65383076
cg08022502	0.0342757088843922	UNC45A	15	91479023
cg08023692	0.479585507030093	TFDP3	X	132352214
cg08023751	NA	MERTK	2	112655112
cg08024766	0.0662548141469438	CYTH1	17	76777877
cg08025786	0.943273028882731	CLK3	15	74899328
cg08026144	0.0265415613994803	PCSK5	9	78505312
cg08027001	0.0139590936819576	SLC30A4;C15orf21	15	45815269
cg08027745	0.0184455343509095	SFRS3	6	36561726
cg08028004	NA	RANBP2	2	109336023
cg08029608	0.369028636205966	NA	NA	0
cg08030082	0.346464902176451	POMC	2	25391839
cg08032971	0.833014292410577	DMBX1	1	46972736
cg08034216	0.0193006027886835	IDE	10	94334227
cg08034397	0.0160032719132859	NA	NA	0
cg08035082	0.96107611267159	AMPD3	11	10471149
cg08035942	0.0210396913908477	TSHZ1;ZADH2	18	72921337
cg08039281	0.0180720372704574	PSMA6	14	35761689
cg08040428	0.0529674839447574	PSD3	8	18870913
cg08040471	0.910748198288165	C17orf62	17	80407779
cg08041019	NA	ATXN2	12	112037456
cg08044694	0.630692757486457	BRD4	19	15391927
cg08045570	0.0141352770662228	NA	NA	0
cg08045757	0.933629230645064	HDAC7	12	48192686
cg08046471	0.760757659943371	ART3;CXCL11	4	76958126
cg08047457	0.0238264823935833	RASSF1	3	50378413
cg08047907	0.548814583258759	C1orf114	1	169396858
cg08048656	0.0162494108774934	SMARCE1	17	38804199
cg08049198	0.0267112727319142	AGPAT1;RNF5P1;RNF5	6	32145904
cg08052882	0.020519952152651	NNT	5	43602666
cg08054038	NA	PVRL2	19	45348674
cg08056146	0.0145839223207024	SOX7	8	10588013
cg08056903	0.020157441074914	GPHN	14	66974163
cg08057475	0.201883727646776	SLC30A4;C15orf21	15	45803341
cg08062469	NA	SPAG5	17	26926627
cg08063013	0.0164815136875464	COX8A	11	63742144
cg08063724	0.0217116180588102	MYCL1	1	40367097
cg08064891	0.0146390677828162	PTOV1	19	50355254
cg08067268	0.0996888058653435	HADHB;HADHA	2	26466485
cg08067365	0.0164231376114717	ISG15	1	948893
cg08069899	0.08509341711345	CCND2	12	4383770
cg08072716	0.755190889439889	GPR62	3	51989692
cg08074477	0.239140868381465	TNS4	17	38657949
cg08076508	0.579159045277264	PHF8	X	54070176
cg08077345	NA	PLEKHA4	19	49372273
cg08077673	0.585975857993186	MEST	7	130126368
cg08079693	0.0141587514927005	CHD6	20	40247090
cg08080029	0.0241306102633088	CHD5	1	6239970
cg08081036	0.0506307298366964	ANXA2	15	60690219
cg08081407	0.0870984979353731	ARF4	3	57583693
cg08081725	NA	NDE1	16	15743607
cg08082692	0.927340894025582	CHST15	10	125805493
cg08083689	0.0157793379914601	ACOX3	4	8442326
cg08084415	0.0472407995190403	ZNF507	19	32836414
cg08085165	0.935183758900699	NUP37	12	102511411
cg08085267	0.898249896927885	C17orf57	17	45401833
cg08088390	0.890437320731562	DEFB125	20	68170
cg08088989	0.0682123595845233	ZNF280A	22	22874447
cg08089301	0.0202039490862677	HOXB4	17	46655561
cg08090396	0.0177529467235441	NEK4	3	52805200
cg08090640	0.0398515957820454	IFI35	17	41159289
cg08090772	0.0178730887025043	ADHFE1	8	67344640
cg08093211	0.0837061407587203	CSTF2	X	100075588
cg08093278	0.00945959277838174	RANBP3	19	5977699
cg08093398	NA		20	25382007
cg08095532	0.937676364726107	PSMA4	15	78831288
cg08096010	0.960300682047713	SAG	2	234216562
cg08096038	0.87610983679587	SFRS18	6	99861729
cg08096946	0.0141020530737144	DIRC2	3	122514224
cg08097657	0.927264169909138	SEMA3B	3	50313996
cg08097755	0.203340115820482	VGF	7	100808488
cg08097882	0.140545223580041	POU4F1	13	79177516
cg08097973	NA	LRTOMT;NUMA1	11	71793051
cg08099701	0.919323601323728	GABRA5	15	27160007
cg08100497	NA	NRG2	5	139422525
cg08101172	0.0424848515762858	PSIP1	9	15510857
cg08101264	0.0814593749291757	ACOT8;ZSWIM3	20	44486710
cg08102619	0.0187533492431708	TIAL1	10	121356777
cg08103676	0.0202716450969131	MARCH6	5	10354563
cg08104838	0.950396302382914	NA	NA	0
cg08107272	0.0279272428920182	NA	NA	0
cg08107767	0.0108865563981048	MRPS17	7	56019574
cg08108311	0.0158675894229395	WNK4	17	40932746
cg08108641	0.950583614537353	NTNG2	9	135042030
cg08108953	0.11689290458457	NA	NA	0
cg08109646	0.540855924514764	ZNF683	1	26698634
cg08109815	0.135130717247179	NMBR	6	142409831
cg08110559	0.0892306846528549	KCTD9	8	25314954
cg08113203	0.691779628137041	NA	NA	0
cg08113913	0.0127553764541905	CCDC74B	2	130902424
cg08115510	0.0227288368803821	AMOTL2	3	134092715
cg08116137	0.255909547549231	NAT8;ALMS1P	2	73870653
cg08118311	0.0305009081768599	NA	NA	0
cg08120190	0.0127041099529057	C7orf36	7	39606280
cg08121954	0.905475704649481	TDO2	4	156825203
cg08122545	0.0169113898421487	HES4	1	936500
cg08123074	0.0630573943624126	PHACTR4	1	28764523
cg08124030	0.0501390514666505	TM4SF1	3	149095283
cg08124399	0.970988746880348	DDX43	6	74104868
cg08124722	0.517351540583662	CCL7	17	32597714
cg08126211	0.146989279780615	KAAG1;DCDC2	6	24357720
cg08128768	0.904541952272395	DAB2IP	9	124462182
cg08130265	NA	C15orf5;SGK269	15	77519170
cg08132711	0.169761426822664	FGFBP2	4	15964743
cg08132767	0.0221859020679421	ARL1	12	101801241
cg08132931	0.0138848078091532	ADD2	2	70994962
cg08136806	0.884116816911787	KRT6C	12	52867793
cg08136893	0.0189356413553417	C7orf10;C7orf11	7	40173882
cg08137040	0.470058543312571	ZNF800	7	127033695
cg08137716	0.972598046628762	TTLL6	17	46871905
cg08139833	0.0134234506676114	NDUFS8	11	67798212
cg08141463	NA		3	119310381
cg08141806	0.0245580075233611	FBXO21	12	117628520
cg08141873	0.0141291215150812	HRAS	11	534632
cg08141989	0.568084123555504	ASGR1	17	7082562
cg08142684	0.0410459521435332	TCP1	6	160209868
cg08145177	0.0638944957587239	ABHD8	19	17413767
cg08145590	0.0926412386055419	C3orf15	3	119422161
cg08145625	0.0391905819437804	TRAM1L1	4	118006405
cg08146221	0.0298349373147726	PTMS	12	6875198
cg08147886	0.00814347204389231	ACSL3	2	223726576
cg08149333	0.00925438398793347	SLC25A24	1	108742407
cg08151281	0.0237056152617577	DCAF6;BRP44	1	167905380
cg08151470	0.0980674347344909	UBE4B	1	10092299
cg08156349	0.0144198516917474	MEF2D	1	156470327
cg08157292	NA	PPP1R7	2	242090620
cg08157579	0.0316411809582638	SERHL2	22	42949829
cg08157638	0.925969442634618	VANGL1	1	116194194
cg08158289	0.0983169843982455	NA	NA	0
cg08158331	0.0181074768838588		2	85645548
cg08158570	0.0157035719164679	ZNF503;C10orf41	10	77160935
cg08158860	0.0297214921247797	NA	NA	0
cg08159444	0.0744777155761103	PNMA5	X	152160229
cg08162572	0.00949372942284168	CSE1L	20	47663143
cg08162780	0.0265824685039113	GDF15	19	18497064
cg08163803	0.0570505702488042	EFHA1	13	22178600
cg08164315	0.0180159073851919	PTGER4	5	40679182
cg08164900	0.0102847760304656	PDZD8	10	119134712
cg08166982	0.0295098315811624	CSDE1	1	115300440
cg08169325	0.0105225604041435	STX2	12	131324123
cg08170622	0.0186974275648996	CCND1	11	69455877
cg08172935	0.0152202275226387	AMZ2	17	66244127
cg08173535	0.0362552212288634	NR6A1	9	127533861
cg08174003	0.0135186716592118	ZNF600	19	53289933
cg08176609	0.0105599133758063	POMGNT1	1	46664284
cg08176694	0.864179358721555	PITPNM2	12	123519157
cg08177017	0.0281601648887335	FAM178A	10	102672368
cg08177445	NA	FATE1	X	150884746
cg08179530	0.00912958462678834	CDKN1A	6	36648295
cg08179907	0.0670390454101629	RAB39	11	107798967
cg08183114	0.0236479632249419	PBX2	6	32158284
cg08185241	0.0220439603185053	G0S2	1	209848864
cg08185661	0.018007693564578	SYT9	11	7273498
cg08186124	0.0160510368002188	LZTFL1	3	45883676
cg08186362	0.0198227490243039	HRH3	20	60794868
cg08190044	0.032390202617308	ATP8B2	1	154298335
cg08190291	0.0145049568074469	ADAMTS5	21	28339442
cg08191854	0.0218464151276759	TRPM2	21	45773294
cg08191915	0.17958232433917	PANX3	11	124481614
cg08195505	0.0243496834886023	ETV5	3	185826362
cg08197122	NA	DSCC1	8	120868512
cg08197201	0.0102932283263337	ERC1	12	1099823
cg08198102	0.0208048650930405	PTPLA	10	17658575
cg08198370	0.0163113864098101	MRPS15	1	36930120
cg08198480	0.0537083514426677	LOC285696	5	17216222
cg08201421	0.891799194118414	TNNC2	20	44456151
cg08203715	0.0423840999881859	ST3GAL4	11	126226154
cg08205655	0.0343882572195193	USP18	22	18632997
cg08205865	0.194712074843871	ADCY10	1	167883379
cg08207256	0.103557104477986	DNM2;MIR638	19	10828848
cg08209133	0.50888267805987	SLC10A4	4	48485624
cg08209724	0.0293343493771192	MIR632;ZNF207	17	30677138
cg08210616	0.0877432932993608	NA	NA	0
cg08211091	0.0300751708607216	NAT8L	4	2061923
cg08211967	0.0244373073463075	AKAP13	15	85923708
cg08212685	NA	ATG10	5	81268071
cg08214029	0.0920488108289787	CCL18	17	34391478
cg08214328	0.0229990285018655	CTPS2	X	16731095
cg08214957	0.906929221231975	CDR1	X	139866495
cg08216720	0.0303966000373428	NA	NA	0
cg08216792	0.0225043407389261	LIG4	13	108868060
cg08216808	NA	ARPC2	2	219081385
cg08220793	0.0101502926343841	TSEN2	3	12526042
cg08221207	0.307848234820998	FEZ1	11	125366421
cg08222185	0.021486763423356	ADARB1	21	46494823
cg08222514	0.0594446404667238	SENP6	6	76312378
cg08222662	0.0477227885084517	ZC3HAV1	7	138794752
cg08223235	0.921421126219459	BCL2	18	60903834
cg08223748	0.0167917678565318	MEF2C	5	88179260
cg08228917	0.024663743136167	LHFP	13	40177062
cg08229627	0.0134139429407504	NPHP1	2	110962613
cg08229694	0.0244059875772954	IMMT	2	86422197
cg08233088	0.0257492964076021	RSL24D1	15	55489563
cg08233173	0.0401824871012545	ATP6V0E1	5	172410692
cg08235271	0.0384060688454809	NA	NA	0
cg08241785	0.446190434643894	F2RL2;IQGAP2	5	75919281
cg08242020	0.0180459486859194	RTN3	11	63448782
cg08242323	NA	POLR2D	2	128615134
cg08242493	0.0162417341859377	MGEA5	10	103578316
cg08244028	0.924088977735417	DHFR;MSH3	5	79949339
cg08244522	0.014457355166657	THBD	20	23030533
cg08245487	0.957131241938912	GSG1	12	13249133
cg08245789	0.984702403502255	ENTHD1	22	40289538
cg08247612	0.935116659044672	NHLH1	1	160336486
cg08248532	0.550619211227495	PRDX4	X	23685453
cg08250444	0.0111830962546054	EFNA1	1	155100078
cg08251036	0.967043791514875		2	135008923
cg08251399	0.874490472781562	EHD3	2	31457608
cg08253405	0.904082479447235	AKNAD1	1	109401072
cg08254089	0.160351004268675	BPI	20	36933189
cg08254263	0.917906113020284	NA	NA	0
cg08256027	NA	PLAGL1	6	144334733
cg08256260	0.0106484330077726	KCTD13	16	29937746
cg08256691	0.919679564779742	RIT1	1	155881846
cg08256781	0.959850199791979	ACSBG2	19	6135510
cg08258650	0.090953445481059	SLC1A2	11	35441900
cg08259617	0.0154111050125682	GADD45B	19	2476129
cg08260891	0.263026390613203	CTSA;NEURL2	20	44518802
cg08260959	0.0538549075819028	HIST1H4F	6	26240920
cg08261094	0.595159437511551	SFRP4	7	37956276
cg08261177	0.0191927959384359	ALDH16A1	19	49956824
cg08261666	0.0245357685535217	VAMP2	17	8066251
cg08261841	0.557060153305321	TMEM139	7	142982463
cg08262933	0.0184861574026647	MORF4L2	X	102941498
cg08263357	0.939757394891685	HYMAI;PLAGL1	6	144329780
cg08263647	0.130016121171719	LXN;GFM1	3	158390769
cg08265265	0.0190531158731976	SLC39A3	19	2740053
cg08268099	0.890333802814767	OLFM1	9	137966584
cg08268266	0.0267695135937391	LITAF	16	11680284
cg08269321	0.0167869803727769	RPRML	17	45056057
cg08270477	0.0122027713458506	NCRNA00188;SNORD49B;SNORD49A	17	16342776
cg08271519	0.0320938373654338	TM9SF2	13	100153373
cg08274234	0.0327475230735675	SEMA3E	7	83277971
cg08274552	NA	SLC4A3	2	220491834
cg08278554	0.036967021843927	C15orf48	15	45722919
cg08283293	0.0138374905947153	RNF44	5	175964814
cg08284151	0.39973710254885	DPPA3	12	7864122
cg08284180	0.00881081780410926	DCAF8	1	160232170
cg08284598	0.873198982759551	SLC4A11	20	3218145
cg08285151	0.79168161950259	HDAC9	7	18534872
cg08286169	0.0192215847323665	PEX3;ADAT2	6	143771981
cg08287471	0.0734675394276139	NEK6	9	127020658
cg08289932	0.0278069926037522	SHB	9	38068663
cg08290212	0.0161762623289504	BSCL2;GNG3	11	62473659
cg08290628	NA	CORO2B	15	68936551
cg08291000	0.516307120229969	SGCE;PEG10	7	94285960
cg08291098	0.0198906276695038	STMN3	20	62285239
cg08291539	0.0126796246026983	DENND4A	15	66084447
cg08292050	NA	WDHD1;SOCS4	14	55492636
cg08292112	0.0150113279339214	UBE2K	4	39699959
cg08293367	0.0231751024841447	YPEL1	22	22089752
cg08293760	0.0185914181786926	RAB3GAP2	1	220445750
cg08296824	0.0345290391930994	OSBPL3	7	25019901
cg08299045	0.0104111214132803	MRPL55	1	228296964
cg08300622	0.568976714213546	SCML2	X	18372963
cg08300860	0.980694594548275	LDB3	10	88428257
cg08301503	0.0770682762571499	C6orf227	6	33561188
cg08302713	0.0361282534802258	GCLC	6	53409850
cg08303146	0.0116708681550659	KCNQ1	11	2466655
cg08304608	0.924460564734609	TUBB1	20	57594200
cg08305742	0.024061767705687	KRCC1	2	88354927
cg08307039	0.0218403105830034	TRIM23;C5orf44	5	64920116
cg08307092	0.021620462821608	HIST1H3D;HIST1H2BF;HIST1H2AD	6	26200174
cg08307580	NA	ZNF193	6	28192892
cg08307816	0.0137973734311473	DEGS2	14	100626192
cg08307963	0.652900602339006	GJA5	1	147245485
cg08308257	NA	SMNDC1	10	112064994
cg08308286	0.0118743440855706	SFRS2;MFSD11	17	74732409
cg08308510	0.949687160468693	C20orf173	20	34117596
cg08312191	0.0174011695261227	SNRPG	2	70520937
cg08313788	0.0123155719210563	ROD1	9	115095520
cg08314660	0.352280213229794	PKP3	11	394199
cg08315187	0.0475591698542876	PERP	6	138428131
cg08315277	0.973355817046981	PKDREJ	22	46659398
cg08315770	0.0183180041289611	KCNK17	6	39281885
cg08317263	0.556308973902273	CCDC69	5	150603169
cg08319238	0.0467617835449493	BCAM	19	45312525
cg08319404	0.0452099783796184	NA	NA	0
cg08319991	0.244747970722966	UCHL1	4	41259283
cg08321272	0.00901680664396313	SLC30A9	4	41992621
cg08321330	0.544558340496356	TPSB2	16	1280834
cg08321346	0.0415675512129529	NA	NA	0
cg08324796	0.154675498134792	GPKOW	X	48979771
cg08328671	0.0265984645824942	BDKRB2	14	96671262
cg08331313	0.738014485732712	SPARC	5	151066460
cg08331840	0.930352594690328	KCNU1	8	36746760
cg08331960	NA	SLC9A3R2	16	2076597
cg08332212	0.841445911434477	MLN	6	33770850
cg08332868	0.0152516682526061	RBM19	12	114404181
cg08335125	0.851309922356505	ERCC6;PGBD3	10	50732297
cg08338368	0.943030967269631	IL26	12	68620926
cg08339208	0.00958195449907171	SIKE1	1	115323327
cg08341667	NA	ZNF488	10	48354387
cg08341874	0.0224391447969498	VMO1	17	4689655
cg08341924	0.774856290490025	TGM1	14	24731542
cg08341978	0.0126794796412118	RERE	1	8878227
cg08342270	0.13891204191981	TLE3	15	70389114
cg08343834	0.0441740860267618	PMP22	17	15168658
cg08343943	0.0200336132522135	ALDH9A1	1	165668116
cg08346269	0.030540111986167	BLOC1S1	12	56110020
cg08347423	0.017020770433467	ERP44;INVS	9	102861153
cg08347960	0.160842205574212	NA	NA	0
cg08348496	0.0138568506457562	HAPLN3	15	89438671
cg08348900	0.108914113980841	VIP	6	153072083
cg08348962	0.0285533932792649	ILDR2	1	166944393
cg08349573	0.0123510667871515	C1QTNF1	17	77020243
cg08349806	0.0424815770781461	NA	NA	0
cg08350173	0.0129256678118964	B2M	15	45003678
cg08351105	0.0128164231470036	FOSL2	2	28614671
cg08351143	0.0132133297725917	UBE2R2	9	33817857
cg08351331	0.877197882976733	LBP	20	36975083
cg08353062	0.0154725997339909	UGDH	4	39529052
cg08353146	0.039506864972392	TMCC2	1	205196756
cg08355340	NA	MPHOSPH6	16	82203585
cg08355944	0.0165628494529043	SLC37A3	7	140097778
cg08356693	0.758660441841504	NA	NA	0
cg08358671	0.0212122663870384	IVNS1ABP	1	185286807
cg08359956	0.438789028313248	TMEM176B;TMEM176A	7	150498205
cg08360728	0.257122295089859	GPATCH3	1	27226980
cg08361238	0.164697079718877	PTGFRN	1	117452304
cg08364102	0.0260774622951099	NA	NA	0
cg08365982	0.957170131820843	CAV3	3	8775601
cg08366126	0.0308397446548562	FUCA1	1	24194505
cg08367026	0.0121585930167042	C12orf47;MAPKAPK5	12	112280616
cg08367223	0.168265174945238	C19orf54;SNRPA	19	41255304
cg08367703	0.0125487248366621	SDCCAG3;PMPCA	9	139304491
cg08367838	0.0592541373496963	YIPF5;KCTD16	5	143549786
cg08368934	0.530915605957124	GPR97	16	57701455
cg08369065	0.0261555238046824	NA	NA	0
cg08370996	0.0165099193792803	NR2F2	15	96874031
cg08372326	NA	HABP4	9	99212096
cg08373610	0.667373393806953	RFTN2	2	198540621
cg08374799	0.519873598678615	ITGB7	12	53601050
cg08375941	0.268103346771443	GPR15	3	98250382
cg08376864	0.03532425645881	MGC2889;HRASLS	3	192958726
cg08377000	0.941446053279923	TIGD2	4	90033921
cg08379517	NA	LRRC25	19	18509505
cg08380205	NA	SPSB4	3	140769691
cg08380539	NA	CTBS	1	85039702
cg08383063	0.0160756656822805	RB1	13	48877434
cg08383315	0.0127230975948404	RIC3	11	8190565
cg08385610	0.974245632484452	LZTS1	8	20112683
cg08388746	0.0561286350639304	TMEM59;C1orf83	1	54518349
cg08390021	0.00886852317312578	C18orf54	18	51884793
cg08390209	0.906541993593321	CDKN2BAS;CDKN2B	9	22005563
cg08390254	NA	ATP1A2	1	160084779
cg08392591	0.0671374518272791	ANKRD11	16	89556376
cg08393006	NA	SFRS14;ARMC6	19	19144964
cg08393541	0.0211820344189311	NUDC	1	27248425
cg08394377	NA	RIMS3	1	41132022
cg08395365	0.1675926730472	MCCC1	3	182817479
cg08395706	0.0113819094335345	ZNF646;ZNF668	16	31084501
cg08395899	0.0388841946791309	UPF2	10	12085052
cg08397758	0.0198615318844929	PYROXD2	10	100174853
cg08398233	0.0362558843005352	CAMK2N1	1	20811641
cg08399444	0.956051093121478	GSG1	12	13248548
cg08400019	0.022718502416831	NSUN6	10	18940404
cg08400120	0.0196236324281401	PRKCI	3	169940839
cg08402568	0.987917123697691	IL34	16	70680817
cg08403419	0.904563978630362	RXFP4	1	155911238
cg08404225	0.0695592842420332	IL5RA	3	3151899
cg08404227	0.0128389372457809	SLCO3A1	15	92397279
cg08408988	0.014378547000493	KCTD10;UBE3B	12	109915371
cg08409225	0.0268107190393849	OBFC2B	12	56617737
cg08411049	0.145146912461918	SERPINB5	18	61144250
cg08411435	0.0654222185861755	PPP1R1B	17	37784024
cg08412305	0.0105242853672921	DCAF6;BRP44	1	167904990
cg08413153	0.099866547393343	SNX11	17	46185283
cg08413366	0.0179250393282465	PPP3CB	10	75255930
cg08413469	0.016055736851505	DEPDC1	1	68962940
cg08416046	0.200462189190388	IRS4	X	107979569
cg08417687	0.030026893777981	SNX3	6	108582627
cg08418111	0.88488109309938	LDHC	11	18433745
cg08418332	0.88896582279639	CCL19	9	34691001
cg08418747	0.0101615574621181	PMS2L5;STAG3L2	7	74306526
cg08418978	0.965978829678581	CLDN10	13	96085969
cg08419026	0.0139840489958559	SLCO5A1	8	70747067
cg08420085	0.0142850907261097	ZDHHC24;ACTN3	11	66313549
cg08420900	0.696424032318532	NA	NA	0
cg08422599	0.0147586454315321	KCNIP1	5	169931092
cg08424423	0.493374593115679	CDSN;PSORS1C1	6	31088188
cg08424427	0.0313589254110445	SNORD95;GNB2L1	5	180670815
cg08426384	0.0286613805809959	ADCK1	14	78266734
cg08427977	0.0629101543430457	C10orf72	10	50323832
cg08428707	0.014087787726547	CHMP4B	20	32398882
cg08430598	0.836044487117836	CST1	20	23731367
cg08431931	0.103677370138666	WBP2NL	22	42394659
cg08432727	0.04766076943637	SOX11	2	5831722
cg08433095	0.953636410310202	DYX1C1	15	55801069
cg08433538	0.189010268592501	RALGPS1	9	129676714
cg08434152	0.018892703436426	MOBKL1B	2	74405770
cg08434234	0.0164595320419471	DGKI	7	137531173
cg08434396	0.55934325397531	ASFMR1;FMR1	X	146993778
cg08434547	0.0120548705618557	KAT2A	17	40272901
cg08439468	0.0203848714973291	BICD2	9	95526812
cg08440125	0.0164293312862126	HIBADH	7	27702596
cg08440425	0.0233063106777364	NA	NA	0
cg08441170	0.0535532505067537	MYO3A	10	26223100
cg08441546	0.0163084783900443	METTL9	16	21610370
cg08441806	0.509396253217694	NKX6-2	10	134599149
cg08443351	0.019517810020301	ARHGAP19	10	99052545
cg08445039	0.0218318741462782	FKBP9	7	32997659
cg08446111	0.0571496471477545	LONP2	16	48279428
cg08448040	0.0190486844093226	HDAC11	3	13521693
cg08448751	0.913190312235537	SEMA3G	3	52479601
cg08450168	NA	RAB42	1	28918231
cg08450982	0.602411183166442	NUMBL	19	41195910
cg08451957	0.844735740923106	FOXD4L1	2	114256406
cg08452348	0.965039542341614	CATSPER3	5	134303703
cg08453021	0.0287961834632841	ELMO1	7	37488575
cg08453096	0.85796708298744	ABCG5;ABCG8	2	44065893
