Hybridization REF	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05
cg04273431	0.796385411835714	GNL1;PRR3	6	30523215
cg04273556	0.1871389134806	PIGO	9	35096672
cg04274487	0.0173408584442585	RAB31	18	9708454
cg04275881	0.566176428076005	SLAMF8	1	159796434
cg04275985	0.0155822030295897	FAM63A;PRUNE	1	150981091
cg04276232	0.856369227056733	NA	NA	0
cg04278702	0.0570241471358981	HTR1E	6	87647399
cg04278905	0.93715127323966	KAT2A;HSPB9	17	40273815
cg04280119	0.0203850976375055	TAF6;CNPY4	7	99716514
cg04280397	0.0247766579872729	PLA2G6	22	38578138
cg04280480	0.0217481934971744	PPARA	22	46547117
cg04280758	0.0142701429540182	MAML2	11	96076485
cg04281204	0.81657881115702	DCLRE1A	10	115612802
cg04281268	0.0143453948431577	WDR20;HSP90AA1	14	102606293
cg04282422	NA	PAGE1	X	49460539
cg04282622	0.880642461534213	NA	NA	0
cg04283377	0.347960644078905	ARAF	X	47420348
cg04283392	0.209377739440371	LRRC33	3	196366369
cg04283938	0.185678169824939	SEPT3	22	42373298
cg04284814	0.0169462972772269	HDAC3;RELL2	5	141016114
cg04286043	0.018162827953876	PXT1;KCTD20	6	36410500
cg04286933	0.594419111042419	NA	NA	0
cg04287191	0.0561020649444047	RENBP	X	153210222
cg04289385	0.504014532049114	ETV7	6	36355825
cg04290964	0.918520813301016	NA	NA	0
cg04291079	0.961139424546769	MEG3	14	101294430
cg04293726	0.0127963209124635	YIPF5;KCTD16	5	143550303
cg04296434	0.0376542910274191	TMEM189;TMEM189-UBE2V1	20	48769996
cg04297093	0.948878144125371	KRTAP19-3	21	31864374
cg04297329	0.250161906151632	NAP1L2	X	72434720
cg04298323	0.825531290085157	PDE6C	10	95372195
cg04300115	0.756298900758642	PRIC285	20	62200199
cg04301375	0.869588282393165	ZNF558	19	8933297
cg04301614	0.500806475481347	C4orf19	4	37585993
cg04303269	0.0202869403929081	CEP57;FAM76B	11	95523144
cg04303901	0.875754279467256	RMST	12	97886312
cg04304130	NA	LOC221710;HERV-FRD	6	11111894
cg04304927	NA	SLC39A8	4	103266554
cg04305134	0.011504787092656	ANXA7	10	75173374
cg04305913	0.849378186681382	GPSM1	9	139228912
cg04310489	0.00902680728839303	AHCYL1	1	110527746
cg04310824	0.0146459147242464	SCP2	1	53393297
cg04311606	0.0123794119714244	ZNF136	19	12273886
cg04311964	0.675677610188003	LYPD2	8	143833942
cg04312209	0.200404384846454	IL7R	5	35857130
cg04313552	0.0607429472595081	KIAA2013	1	11986714
cg04314463	0.0206381336159459	PNKP	19	50370045
cg04315264	0.0209047933539271	RPL10A	6	35436252
cg04315771	0.736037753155148	NUP62;IL4I1;ATF5	19	50433949
cg04316754	0.0505226022593084	MMP24	20	33815109
cg04316770	0.0255530353626742	SGSM3	22	40767218
cg04317031	0.0488672855913335	FAM73B	9	131799315
cg04317366	0.0400493264962389	PRPF8	17	1588445
cg04317399	0.508239276503034	HOXA4	7	27170313
cg04317543	0.0159028806885367	LMNA	1	156084516
cg04317940	0.0161035069362581	PMS2;AIMP2	7	6048614
cg04319097	0.927374744380114	ZFP161	18	5293279
cg04322134	0.0187981957619907	NA	NA	0
cg04322344	0.0116805525728162	MRPL3	3	131221642
cg04322978	0.0162133222083984	ETFB	19	51869401
cg04323187	0.0124278939180468	CCDC24	1	44457159
cg04323365	0.961292124391678	GJB1;BCYRN1	X	70443093
cg04324308	0.0209693048472988	COL4A3;COL4A4	2	228028741
cg04325632	NA	ADRA2C	4	3767073
cg04326040	0.0359875422339568	VPS53	17	617519
cg04329069	0.0118282104531389	AP1B1	22	29784237
cg04329382	0.298751856269818	LOC400931	22	46480891
cg04329454	0.273759377920118	C6orf227	6	33561099
cg04330084	0.0740962207482898	IQUB	7	123175371
cg04330449	0.737348220665422	NEUROG1	5	134871166
cg04333463	0.0292818770522667	ASPH	8	62626687
cg04335339	0.180924041712266	ATRNL1	10	116853118
cg04336379	0.432985038482417	LOC389458	7	5111669
cg04336572	0.760575086074515	ATP1B4	X	119496002
cg04337944	0.728596429533428	FBLN1	22	45899303
cg04338788	NA	SEMA3G	3	52478874
cg04339860	0.0691332567182113	WWP2	16	69796075
cg04340502	NA	GSTA3	6	52775209
cg04341084	0.017233093937592	NA	NA	0
cg04341806	0.871624564138162	LCP1	13	46757395
cg04344347	0.0118300629101056	NA	NA	0
cg04344997	0.721540440854398	EMD	X	153607129
cg04345475	0.587308086538597	ARFIP2;FXC1	11	6501591
cg04345908	0.642851699315726	HLA-DQB2	6	32731327
cg04347447	0.682494746231657	CACNA2D2	3	50541467
cg04348872	0.90315084264666	ADCY3	2	25141696
cg04349311	0.0244951977224951	TXNDC12;BTF3L4	1	52521202
cg04349727	0.412586425851642	KLK5	19	51457389
cg04350610	0.0140963752314221	BTAF1	10	93683445
cg04350646	0.020275712829719	MRPL32;PSMA2	7	42972170
cg04351979	0.0101986119002717	CTXN1	19	7990281
cg04353483	0.663884551820184	CCKAR	4	26493496
cg04353769	0.74072017338411	MS4A6A	11	59951557
cg04355435	0.090988603617473	TMEM125	1	43736290
cg04356968	0.868975840680925	BGLAP	1	156212005
cg04359302	NA	MRPL47;NDUFB5	3	179323859
cg04361527	0.0152793697731509	PMVK	1	154909836
cg04362655	0.0229778728912992	GLRX5;SNHG10;SCARNA13	14	96001355
cg04365980	0.444007088510986	CLEC3A	16	78056736
cg04366367	0.984511870510542	GPS1;RFNG	17	80008541
cg04367351	0.0313434119238297	PLA2R1	2	160918675
cg04368716	0.00752638326961871	BAG5;C14orf153	14	104028314
cg04368877	0.961584340210988	FBXL19	16	30937210
cg04368919	0.432214192178173	EFNB1	X	68048131
cg04369341	0.566991098175275	TOX2	20	42545022
cg04371779	0.0141697924921052	C14orf118	14	76618201
cg04375036	0.950646869166654	PPP1CC	12	111181819
cg04375683	0.10627267359852	PPP2R1A	19	52692431
cg04376312	0.798620592018867	MYLK	3	123602485
cg04376617	0.116852324654112	ATP5A1;HAUS1	18	43685360
cg04377282	0.481744285806732	NODAL	10	72201417
cg04378886	0.746864669742176	RCN3	19	50031395
cg04380513	0.128497731778566	ST8SIA4	5	100238983
cg04380669	0.0299412557872725	NME1;NME1-NME2	17	49230692
cg04382920	0.991917148618742	SLC25A31	4	128651526
cg04383012	0.0131125061934015	PSMD1	2	231921692
cg04383274	0.0326636420850318	DNAJC28	21	34863711
cg04384208	0.526418650521474	FCGR3A	1	161519396
cg04384398	0.170381755892638	PMM1	22	41986333
cg04385519	NA	ADCY9	16	4167460
cg04386405	0.0170955076121517	ZNF83	19	53141394
cg04387658	0.416313617561662	CD86	3	121775080
cg04388983	0.039074004090381	P2RY2	11	72929844
cg04389838	0.465837982491849	ZNF501	3	44770851
cg04391111	0.67905927383722	TP73;WDR8	1	3568004
cg04391540	0.715326531623704	ZNF541	19	48048129
cg04391736	0.0129032537749067	COG8;NIP7	16	69373674
cg04393897	0.0265385081850681	BAT2L2	1	171454518
cg04394101	0.585573053881563	NA	NA	0
cg04394102	0.287463914933814	NA	NA	0
cg04394967	0.0496149786426902	RDH12	14	68189457
cg04396791	0.628223223088126	SHANK2	11	70508180
cg04397441	0.127018942401318	OGT;BCYRN1	X	70753023
cg04398275	0.917628455796411	SBNO1	12	123834817
cg04398282	0.861805975239659	STAP1	4	68424256
cg04398978	0.1930802591106	CBX4	17	77814064
cg04400030	0.0225949033626564	SNX1	15	64387986
cg04401436	0.0131671843943783	SLC38A9	5	55007918
cg04402021	0.0136878366504424	POLR2E	19	1094921
cg04402875	0.0204433439650615	RET	10	43572795
cg04404982	NA	ITGAL	16	30483287
cg04405541	0.87946782608055	C20orf114	20	31870405
cg04409427	NA	KCNE2	21	35736023
cg04409945	NA	PSMB3	17	36908629
cg04410834	0.0139617597312792	ABCG4	11	119019845
cg04410862	0.0254356734491113	E2F7	12	77459091
cg04411625	0.0116276847019922	CRIP1	14	105953462
cg04413148	0.932031421544064	CTRL	16	67965867
cg04413397	0.0148320382014417	NMNAT1;LZIC	1	10003059
cg04413986	0.0195803405379675	NACA	12	57119373
cg04415689	0.851599858120181	ANO7	2	242128250
cg04416752	NA	ST6GALNAC4	9	130679027
cg04418492	0.458361244419612	CYP7B1	8	65711327
cg04418752	0.0271824587680211	PAICS;PPAT	4	57301960
cg04418771	NA	COPS4	4	83955829
cg04419707	0.022314315305494	RPL3;SNORD43	22	39716223
cg04420907	0.0191570024278356	WDR16;STX8	17	9480215
cg04422896	0.0202592795627538	C12orf43	12	121454269
cg04424621	0.566820276143893	HIST1H2BJ	6	27101941
cg04425624	0.166511431397356	TNF	6	31543565
cg04428453	0.969321217942735	ACSM5	16	20420652
cg04428853	0.0189714505261929	TMEM110	3	52931532
cg04429140	NA	AARSD1;RUNDC1	17	41132427
cg04430204	NA	STK36;RNF25	2	219537816
cg04431054	0.0795062125081574	PRRC1	5	126853024
cg04431133	0.245490931514525	RPL36AL;MGAT2	14	50088598
cg04431776	0.586470975157557	NA	NA	0
cg04432009	0.506398881022505	LYL1	19	13213688
cg04433306	0.0651254250419012	UBE2H	7	129592730
cg04434339	0.29024836521522	ST6GAL2	2	107503547
cg04435377	0.965347519656008	ZDHHC8P	22	23744094
cg04435420	0.566971916687432	SGCD	5	155754009
cg04436474	0.0635776521633866	RBM6	3	49977685
cg04437590	0.0288191294887544	NDUFA5	7	123198030
cg04438497	0.211059399408423	MTL5	11	68519252
cg04439215	0.773857193791549	KCTD4;GTF2F2	13	45768901
cg04443324	0.958809150545599	FAT2	5	150948306
cg04444006	0.0209858883075881	ARFGAP2	11	47198757
cg04444771	0.0526950350807674	C10orf10;RASSF4	10	45473712
cg04446579	0.49332962228854	ANKRD45	1	173639071
cg04447123	0.0146379391192866	RHOBTB2	8	22857672
cg04447890	0.083319565628821	GPR177	1	68697988
cg04448487	0.718759933803096	GDAP1L1	20	42875777
cg04450876	0.923858487569178	GTSF1	12	54866945
cg04451770	0.718090612840051	ENTPD1	10	97515372
cg04451988	0.0369679200279406	FAM171A1	10	15412706
cg04452095	0.322350998070041	SEPT9	17	75315868
cg04452713	0.143669519223618	DST	6	56707687
cg04453065	0.0213038134441269	CYR61	1	86046661
cg04454050	0.671418210226877	TREML1	6	41122081
cg04454259	0.0232418409296084	CBR3	21	37507390
cg04454391	0.00968620987363213	NDUFAB1	16	23607818
cg04454951	0.443261623386905	VWC2	7	49813031
cg04455064	0.0278928002043218	TUFM	16	28857889
cg04455759	0.928169933881564	TIMM8B;SDHD	11	111956131
cg04455999	0.612913910939295	FAM70A	X	119444838
cg04456238	0.630279019715125	WT1	11	32450104
cg04457051	0.369452457656658	SCOC	4	141178469
cg04457481	0.728833592420663	GNAS;GNASAS	20	57426835
cg04457794	0.871444985095356	CTSE	1	206317654
cg04457979	0.698686514698955	KCNQ1DN	11	2890647
cg04458139	0.0126329546876594	OTUD6B	8	92082487
cg04458548	0.738866278775059	FETUB	3	186356700
cg04459030	0.73893374106117	GHRH	20	35885149
cg04460372	0.101478126236215	ST6GALNAC6	9	130661175
cg04461705	0.106389180745191	LOC375190;PFN4	2	24346867
cg04461802	0.159191811654294	GPR126	6	142623433
cg04462209	0.00926109417272312	KLHL12	1	202896493
cg04463638	0.847264132422583	CLDN5	22	19512712
cg04464446	0.834691307201191	GAL	11	68452845
cg04464465	0.0200204551048619	CDK2AP1	12	123755775
cg04464559	0.0141779593047138	PDSS2	6	107780641
cg04466253	0.0102837413489465	ACBD5	10	27529581
cg04466273	0.0144850655741089	TBK1	12	64845556
cg04466870	0.0227809185025358	SFXN4	10	120925180
cg04467034	0.0141099311487772	ANKRD10	13	111567140
cg04469303	0.0464157840710331	PRDM15	21	43299431
cg04469686	0.0962515698919677	HSD17B7	1	162760199
cg04471507	0.335241258001153	STMN1	1	26233376
cg04473030	0.911150372184039	MGMT	10	131354782
cg04473302	0.396451660395744	SLC26A4;LOC286002	7	107301217
cg04474832	NA	ABHD14B;ABHD14A	3	52008487
cg04478795	0.663909932128953	SMO	7	128828120
cg04480914	0.011131008281703	PPP2R5B	11	64692198
cg04481779	0.137029621632504	IL20RA	6	137366125
cg04482110	0.0922261026003469	TMEM106A	17	41364121
cg04483623	0.0132639084653312	THOC5	22	29949575
cg04483754	NA	NOS2	17	26128980
cg04484789	0.929846321713248	KRT26	17	38928324
cg04485075	0.0165051063698257	KLHL17;NOC2L	1	894587
cg04485603	NA	CLOCK	4	56376410
cg04486568	0.0181858614913741	ETS2	21	40178431
cg04488521	0.14113797776121	ZNF354C	5	178487716
cg04488527	0.789563001341627	KLHL34	X	21675867
cg04488758	0.861345042199525	USP44	12	95945366
cg04490516	0.0457292367977528	MLST8	16	2255169
cg04490714	0.139326916816329	SLC6A2	16	55690564
cg04491089	0.0486021002496991	MBTPS1	16	84151300
cg04491443	0.971917383215182	PDILT	16	20415966
cg04493740	0.452434487466254	SLC25A14	X	129474199
cg04495969	0.0144825370774999	FBXO11	2	48132005
cg04496615	0.0102336337206161	PPP3R1	2	68479620
cg04497885	0.012512239430405	GSK3A	19	42747008
cg04498032	0.0431927016533335	CLK2	1	155242826
cg04498511	0.937555731303149	ZC3H11A	1	203768441
cg04498679	0.606395878718242	C2	6	31895598
cg04498739	0.301707329372161	PDK4	7	95226308
cg04499325	0.235738807806859	EPDR1	7	37960317
cg04499381	0.587826794765738	SASH3	X	128913671
cg04502814	0.141182008275541	SEPP1	5	42811952
cg04504095	0.0675960235986979	FOXC1	6	1610688
cg04505023	0.332946251398579	SPRR1A	1	152956186
cg04506546	0.00977036629814393	SLC35C2	20	44992831
cg04506628	0.0201899500295642	SNRPC	6	34725359
cg04507972	0.338806453545682	NA	NA	0
cg04508286	0.0176566078147417	SEPT7	7	35840410
cg04508649	0.942747342127268	MTOR;ANGPTL7	1	11249046
cg04510262	0.0123525050463952	PTPN2	18	12884175
cg04511195	0.985971954434145	FZR1	19	3523009
cg04511534	0.752255631623241	GGT6	17	4463371
cg04513422	0.135521132435601	C13orf29	13	111522314
cg04513669	0.0204520192511862	SH3GLB1	1	87169962
cg04513728	0.0469125539082469	MRPS18B;PPP1R10	6	30584980
cg04514469	0.694429634244329	C14orf49	14	95942666
cg04514981	0.0203977107881582	INO80C	18	33077497
cg04515001	0.5654727430823	KAAG1;DCDC2	6	24358236
cg04515567	0.931614242656648	FOXH1	8	145701568
cg04515986	0.282548706726521	FTHL17	X	31089692
cg04517429	0.432329894870306	DCHS2	4	155413618
cg04518106	0.0197926926632835	RPL26	17	8286519
cg04518155	0.0374773836383645	C4orf27	4	170679294
cg04518808	0.242523986638901	PRKCG	19	54384822
cg04520084	0.0149551414527382	CCNC	6	100016357
cg04520391	0.595544015596371	NA	NA	0
cg04523589	0.874860888198298	CAMP	3	48265146
cg04525496	0.114431574226312	VCAN	5	82767526
cg04525773	0.056159836867148	DBF4;SLC25A40	7	87506040
cg04527363	0.0917610291322191	GRM7	3	6902337
cg04527918	0.840580100339539	UCN	2	27531170
cg04527989	0.812812905242536	PTCD2;MRPS27	5	71614752
cg04528819	0.562118934751161	KLF14	7	130418315
cg04529955	0.0144332697176662	SLC10A7	4	147442738
cg04531254	0.0885668628155934	TMEM136	11	120195822
cg04531710	0.0114847853987565	EIF4G1	3	184032412
cg04532229	0.018123052280163	SLC9A2	2	103235411
cg04532952	0.0571019705505748	CA4	17	58227745
cg04533291	0.974059245899907	CIAO1;TMEM127	2	96930398
cg04533591	0.519055087621345	RPL39	X	118926128
cg04534765	0.6148357008741	GALR1	18	74962369
cg04536575	0.386563056524282	C14orf50	14	65016802
cg04536922	0.649013947263748	FAM13A	4	89978566
cg04536998	0.021075687538969	CUL4A;PCID2	13	113863227
cg04541078	NA	ARCN1	11	118442899
cg04541293	0.290897449370856	PTPRT	20	41819125
cg04541607	0.771719222092374	CRYBB1	22	27013978
cg04542415	0.0117495925502832	ZFP64	20	50808759
cg04542938	0.0177073659438795	ATXN1	6	16762468
cg04543012	0.0302703740676049	TFCP2	12	51566569
cg04544154	0.817740199588532	ELF4	X	129245509
cg04544498	0.273213845191737	MAGEE1	X	75647859
cg04545159	0.519020488937561	PIR;FIGF	X	15403117
cg04545516	0.633914364107883	SEMG1	20	43836061
cg04545708	0.050268775162276	NA	NA	0
cg04548378	0.0396087095893727	CDKN1C	11	2906285
cg04548841	0.0296268948390574	CNIH4	1	224545223
cg04549333	0.461158960661411	ALX4	11	44325823
cg04551655	NA	GPN1;CCDC121	2	27853316
cg04551925	0.754738713352585	AQP1	7	30951740
cg04553232	0.262913713921385	KAL1	X	8700576
cg04553559	0.0331615207342432	ZNF703	8	37552657
cg04555771	0.579462206047991	CACNA2D2	3	50540137
cg04555836	NA	MYO6	6	76458633
cg04556854	0.0376238720600412	BBS12;LOC729338	4	123653523
cg04557383	0.544483696600847	NA	NA	0
cg04557868	0.0280147390690726	NA	NA	0
cg04558553	NA	UGT2B7	4	69960869
cg04558861	0.013074433424249	LIN37	19	36239412
cg04559909	0.906955356480897	CXCL5	4	74864725
cg04561804	0.299763817025035	LOC100128164;SEC62	3	169683976
cg04562739	0.0108738710921827	CDS2;PCNA	20	5107446
cg04563996	0.582628877359199	ARHGEF3;SPATA12	3	57093519
cg04564030	0.504495193905735	CDH7	18	63417392
cg04564646	0.012246984356912	MOV10	1	113217655
cg04565661	0.0181455327291042	SEMA5B	3	122747440
cg04567009	0.740512404690769	FCGR3B	1	161600769
cg04567315	NA	CLUL1	18	596703
cg04568580	0.520135085770824	NA	NA	0
cg04569233	0.840243772723715	CX3CR1	3	39321449
cg04569804	0.829789636164027	CSF1R;PDGFRB	5	149493814
cg04570669	0.830488617129629	ODAM	4	71063474
cg04572898	0.0224670892528117	AEN	15	89164981
cg04574442	0.0187678001882926	ALG8	11	77850977
cg04574507	0.785269881197114	CD1B	1	158301038
cg04574723	0.583471294416567	P2RY4	X	69479214
cg04575343	0.0139124034543662	SLC2A13	12	40499262
cg04576021	0.944698039145184	HLA-DOB	6	32784255
cg04576203	0.0206114149988813	HTRA2;AUP1	2	74757825
cg04576855	0.0150378334571465	SERTAD2	2	64880738
cg04577715	NA	SPINK1	5	147211181
cg04578090	0.730081829340545	PROCA1	17	27039523
cg04581377	0.0151637789066588	SLC35F2	11	107730489
cg04582295	NA	SGCA	17	48242070
cg04582843	0.023892526524335	VAV2	9	136857244
cg04582938	0.591961225456503	UAP1L1	9	139971429
cg04583874	0.246238854189586	LY6H	8	144242268
cg04584523	0.928501443757345	NA	NA	0
cg04585992	0.031589131241095	TRAPPC6B	14	39639574
cg04586023	0.57835874894388	HDAC10	22	50690380
cg04586563	0.982555843918725	DIP2C	10	736974
cg04587829	0.420464265325258	FN3K	17	80692947
cg04587910	NA	NHEJ1	2	220025744
cg04588079	0.0144157646628956	HEBP1;HTR7P	12	13153012
cg04589904	0.0269066126716692	NA	NA	0
cg04589975	0.0118274268695954	C2orf42	2	70418186
cg04590931	0.00897558824867277	PHF15	5	133861743
cg04590978	0.04768999575107	CCNJ	10	97802941
cg04592706	0.957081947618555	ABCA4	1	94586592
cg04595021	NA	LOC642852	21	46716835
cg04595372	0.83997452077048	CRISP2	6	49681233
cg04595835	0.0350158013087312	WDFY3;C4orf12	4	85888263
cg04597449	0.658294905749502	GPR150	5	94955575
cg04598121	0.655603878651639	PENK	8	57358505
cg04598744	0.0107520112025821	LMBRD1	6	70506758
cg04599297	0.237482922093997	GAD2	10	26505442
cg04600076	0.0224883779701161	NA	NA	0
cg04600406	0.0132830959565195	UQCR	19	1605414
cg04600618	0.654080879125589	RSPH9	6	43612980
cg04601137	0.466000539527655	ADAMTSL5	19	1512314
cg04603031	0.0655776585350665	CHRNA3	15	78913156
cg04603184	0.182827397490844	RNF182	6	13924929
cg04605667	0.039796387073024	SIAH2	3	150481783
cg04609640	0.751657006529937	BEST4	1	45254092
cg04609859	0.10900864113369	HOXB4	17	46655736
cg04612566	NA	C8orf31	8	144120706
cg04613080	NA	CNGA2	X	150903211
cg04613791	0.0260734042407928	FKBP1A	20	1373260
cg04614339	NA	CFHR3	1	196743672
cg04614380	0.0133687778066913	SEMA3F	3	50192449
cg04616566	0.955444246786036	THSD4	15	72020560
cg04616963	0.449296234435679	NA	NA	0
cg04618528	0.893104158954779	KRT36	17	39645876
cg04618607	0.0154545213019609	SQLE	8	126011005
cg04619381	0.0547326410510072	PRR15	7	29603121
cg04619854	NA	UBXN2A	2	24162667
cg04619859	0.0114108341382956	C7orf49	7	134855396
cg04621255	0.0116416965382181	ENDOG	9	131581398
cg04622802	0.526398627476462	FIBIN	11	27015872
cg04623168	0.0128137315946408	NAA25	12	112546260
cg04623837	0.64672110486266	HCG9	6	29943414
cg04623955	0.695191796676278	DIO3	14	102026376
cg04624659	0.555283158559986	NA	NA	0
cg04626574	0.0226889716167526	HPS4;SRRD	22	26879726
cg04627663	0.564858687760227	NA	NA	0
cg04628008	0.0189510890490944	ZBTB16	11	113931000
cg04629204	0.503322679298004	EXTL1	1	26348325
cg04629269	0.0178647175525251	NA	NA	0
cg04631202	0.634208059804433	MAN1C1	1	25942460
cg04632671	0.750422130793029	PPARG	3	12329826
cg04632683	NA	PRPF31;TFPT	19	54620122
cg04633384	0.0244533851969771	C18orf1	18	13218816
cg04633513	0.0506059786622733	AVPR1B	1	206224027
cg04636194	0.815871157322242	PAGE4	X	49594154
cg04636557	0.727871125028303	C1orf124;EXOC8	1	231472424
cg04637372	0.868898515612236	VWA5B1	1	20617456
cg04640886	0.136309133506302	MIR7-3;C19orf30	19	4769592
cg04640913	0.24247098924415	CDH22	20	44880515
cg04644624	0.156531601900785	TBC1D10A	22	30722331
cg04645049	0.0307416789352857	ARL6IP5	3	69133926
cg04645174	0.343917589696354	OR7A17	19	14993513
cg04645342	0.0415465513867096	NEGR1	1	72748124
cg04645843	0.667898733980794	NA	NA	0
cg04648087	0.0418785990598423	TSC1	9	135819397
cg04648440	0.0962033904529226	BRD3	9	136932424
cg04650786	0.0192947829638156	OSTM1	6	108395545
cg04653021	0.275252533414104	DIRC2	3	122514541
cg04653308	0.500861864010093	CRAT;PPP2R4	9	131872018
cg04655481	0.776797400943073	GPR21;RABGAP1	9	125796809
cg04658354	0.0284068624789492	NBR2;BRCA1	17	41277444
cg04659622	0.347027580405316	PNPLA4	X	7895031
cg04660234	0.0495250462493408	DCAF10	9	37800484
cg04660410	0.167832079201906	VILL	3	38036034
cg04660617	0.0160191373592056	NA	NA	0
cg04660698	0.0173677172748107	C16orf53	16	29828145
cg04662451	0.0192913388126059	RAD51	15	40987790
cg04662594	0.302798550981008	EPB49	8	21917015
cg04663194	0.957924916024407	ACTN3	11	66315239
cg04663487	0.073781220857662	TFEC	7	115670804
cg04667458	NA	C1orf128	1	24105319
cg04668164	0.0327382905890791	SMAP2	1	40840012
cg04672450	0.0238884997462465	SAMD11	1	860185
cg04675937	0.743183401426243	NA	NA	0
cg04676561	0.0255808353354707	HIST1H1B	6	27835191
cg04677163	0.235795708478227	CAV1	7	116165941
cg04677227	0.0374099996882239	LOXL4	10	100028320
cg04678793	0.0172155608160325	LY6E;LOC100133669	8	144099566
cg04680304	0.0209802259215014	RRM1	11	4116184
cg04681849	0.0261837243595541	PDGFRL	8	17434460
cg04682845	0.037763575027522	TMEM42	3	44904059
cg04683119	0.0275160898538659	GUF1	4	44679953
cg04683240	0.027022059853548	HLX	1	221052886
cg04684516	0.0772383013497455	SNCAIP	5	121647858
