Hybridization REF	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05
cg03584220	0.585241897334337	NA	NA	0
cg03584646	0.917100690034176	TBC1D8	2	101676513
cg03586029	0.025219309309233	MFSD8;C4orf29	4	128886849
cg03586879	0.058999701734468	A2BP1	16	6068831
cg03588357	0.043433203313814	GPR68	14	91720173
cg03589001	0.645801236241075	MORF4L1	15	79164714
cg03591238	NA	ZNHIT2	11	64885558
cg03591594	0.0227182935970933	VLDLR;FLJ35024	9	2621918
cg03592161	0.0107552129878918	C17orf48;SCO1	17	10601178
cg03593419	0.161081684078794	GABRA4	4	46995474
cg03594044	0.0164737058824088	FUT10	8	33330726
cg03595428	0.481690373232432	MTCP1;MTCP1NB;BRCC3	X	154299274
cg03597525	0.518000793224816	SIGLEC10;LOC100129083	19	51920435
cg03599338	0.670470991609566	SUSD2	22	24577315
cg03600318	0.561641375813735	SFTPD	10	81708991
cg03600687	0.0364891916167663	BOK	2	242499012
cg03602500	0.530147335343824	KIR3DX1	19	55047721
cg03604278	NA	CIDEC	3	9922234
cg03605339	0.0241583700808766	ARMC7	17	73105863
cg03605761	0.551006236479768	RNF126	19	663973
cg03606258	NA	GNAS;GNASAS	20	57426935
cg03608167	0.0168520894070444	CXCR4	2	136875637
cg03608577	0.738910400282841	OR12D3	6	29342679
cg03608974	0.290905351928918	ZAK	2	173940268
cg03609102	0.456717636032794	MUC5B	11	1244533
cg03611555	0.0205871809063234	SLC25A21;LOC100129794	14	37641600
cg03614513	0.304733064102243	TSPAN2	1	115632038
cg03614664	0.0131476280790361	RBX1	22	41346948
cg03616357	0.0203622914670268	MAP9	4	156297942
cg03617367	0.0148724098867479	C14orf43	14	74226931
cg03617456	0.117781660431469	EXOSC10	1	11160205
cg03619472	0.0945186775980873	OGFOD1;NUDT21	16	56486263
cg03620376	0.0988547315338901	CDC42EP5	19	54984272
cg03621001	0.750521732647894	RAB8A	19	16221719
cg03621406	0.106246607149774	FBXL12	19	9930365
cg03622431	0.929216556232913	UOX;DNASE2B	1	84864880
cg03622689	0.0199559725258156	C21orf67;C21orf70	21	46359691
cg03623878	0.0260302253921361	MCF2L	13	113655560
cg03625911	0.531312859267944	CHI3L1	1	203155737
cg03626672	0.32411753720689	CXCR7	2	237478664
cg03627896	0.529899727981458	NCRNA00095	16	30934334
cg03630088	0.278990305780548	CPXM2	10	125651526
cg03630344	0.0618634483355924	VAMP3	1	7831156
cg03631076	0.0257973891529202	BANP	16	87985047
cg03633120	0.179827819370321	NDUFA7;RPS28	19	8387262
cg03634234	0.0648334377435802	MLL3	7	152132218
cg03634982	0.248278389467834	NA	NA	0
cg03634997	0.0603511753216164	GAS8	16	90089283
cg03636183	0.751084909533594	F2RL3	19	17000585
cg03640148	0.0314193882367316	WDR6	3	49044952
cg03640568	0.0150643293051042	DDX17	22	38902623
cg03640944	NA	ITPRIP	10	106093819
cg03641225	0.396314177438386	DIRAS3	1	68512539
cg03642357	0.0444415014744355	NA	NA	0
cg03642518	0.27121048112879	PNOC	8	28175003
cg03643709	0.145778097359629	VPS18	15	41186784
cg03644378	0.0172279541781963	CYB5D1;LSMD1	17	7761459
cg03648823	0.0261750487485103	ZNF643	1	40915636
cg03649060	NA	ELOF1	19	11665451
cg03651573	NA	TRIM28	19	59055127
cg03652343	0.0215159666305621	HERC4	10	69835287
cg03657766	NA	DLX2	2	172967014
cg03658471	0.0178049481806576	SGMS1	10	52383438
cg03658707	0.84910029613066	ASIP	20	32848426
cg03660451	0.811431103899591	RECQL5;SAP30BP	17	73664606
cg03662459	0.744190780893518	IL11RA	9	34654290
cg03663215	0.02349000691882	ADCY2	5	7396491
cg03663715	0.143917926596821	FOXD1	5	72744904
cg03664139	0.0101793296749714	ASCC3	6	101329504
cg03664800	0.0383752704355775	LOXL2	8	23261312
cg03664992	0.083168733081774	BMP8A	1	39957393
cg03665457	0.237007326846317	HSD17B7P2	10	38645376
cg03665605	NA	ATP5J2	7	99064212
cg03665785	0.477581277691075	C22orf31	22	29458676
cg03667047	NA	KL	13	33589962
cg03667091	0.0970552591663106	ACTL6A	3	179280746
cg03668539	0.862950029212346	PEX11G	19	7553324
cg03670238	0.793041937831207	WISP1	8	134202370
cg03672021	0.257691969417286	FLNA	X	153602658
cg03673470	NA	ZP4;LOC100130331	1	238055429
cg03673687	0.0205754003764239	EML1	14	100259804
cg03679305	0.107879331683599	SLC2A5	1	9129487
cg03679581	0.254343689048504	RLN2	9	5304511
cg03679734	0.229014013608665	CKMT1B	15	43885090
cg03680758	0.0132127107125913	SLC2A4RG	20	62371416
cg03681481	0.0326179226341646	OVOL1	11	65555418
cg03682712	0.319491866513186	LOXL1	15	74219307
cg03682823	0.370706950254169	SGCE;PEG10	7	94286953
cg03684977	0.71038460414543	GRB7	17	37893803
cg03686067	0.746458195243654	CCDC102B	18	66504389
cg03688818	0.0476075032871911	APEH	3	49711147
cg03690162	0.0444325878764119	BAG3	10	121410453
cg03691812	0.0138113621883028	CORO1A	16	30194416
cg03693099	0.778889411264101	CEL	9	135936901
cg03693601	0.00815102622840955	SHCBP1	16	46655349
cg03694261	0.0158177789159988	C11orf63	11	122753977
cg03695693	0.0678036822710771	ITGB1BP3	19	3932959
cg03697316	0.015043885133514	LZTR1	22	21336741
cg03698393	0.0269144374223385	HAPLN3	15	89438795
cg03699566	0.764114167909815	FOLR1	11	71900652
cg03699904	0.163491231938746	SLC2A2	3	170746029
cg03700218	0.11240132556202	SPSB3;NUBP2	16	1832709
cg03700308	0.0404764069576979	MOCS3;DPM1	20	49575492
cg03700462	0.060163416350745	HOXA1	7	27135684
cg03701222	0.0102879003164429	RAB40C	16	639209
cg03702236	0.0981123753525561	SEMA5A	5	9546755
cg03703325	0.0116602703062474	HEMK1	3	50606864
cg03704024	0.846741937716617	TMCC1	3	129598923
cg03704031	0.303619510268428	INGX;BCYRN1	X	70712215
cg03704393	NA	ZNF169	9	97042001
cg03704653	0.838841774059501	FAM9A	X	8769344
cg03705396	0.0663127582231647	MAP6D1	3	183543680
cg03707950	NA	FAM114A2;MFAP3	5	153417076
cg03708463	0.0227497032378512	RNASEH1	2	3606331
cg03712038	0.0139290322616419	ZNF160	19	53607021
cg03712237	0.928870192793169	NA	NA	0
cg03712239	0.0309032019854599	ZNF25	10	38265764
cg03712708	0.0245133121145579	CKS2	9	91925885
cg03712843	NA	STOML3	13	39565534
cg03713346	0.0093442489067855	CPNE2	16	57126807
cg03714397	0.890362799842394	NA	NA	0
cg03714916	NA	CDKN1A	6	36645886
cg03716937	0.81568376491037	ADAM2	8	39695862
cg03716942	0.0215626061660999	GNB1	1	1821981
cg03716999	0.0646014295331848	RNF207	1	6265802
cg03717979	0.0364491115169013	MSX1	4	4862184
cg03718026	0.078579724633792	NA	NA	0
cg03718539	0.519847595365792	NA	NA	0
cg03718677	0.928769024430211	TMOD4	1	151148266
cg03721967	0.940416689172056	GRTP1	13	114009720
cg03723845	0.838850525202543	BTNL8	5	180326186
cg03724445	0.0209316679226946	PRKRA;DFNB59;MIR548N	2	179316085
cg03724463	0.35953389269581	CCK	3	42306524
cg03724882	0.0321083135763269	CDKN3	14	54864244
cg03727165	0.585632473677145	NA	NA	0
cg03729431	0.0123637867923968	ADORA2B	17	15848264
cg03731616	NA	MYLK	3	123603618
cg03731898	0.829698842953853	CPO	2	207804081
cg03732056	NA	DOK2	8	21771059
cg03732295	0.112806501793127	IMPAD1	8	57906837
cg03732545	0.280354992766471	CNTN2	1	205012130
cg03733371	0.251310376747699	NA	NA	0
cg03734660	0.0205803894016277	CRABP2	1	156675322
cg03734783	0.922242511048065	ACCN3	7	150745709
cg03734874	0.405857663365628	TMEM179	14	105071382
cg03735049	0.171103526178753	TSR2	X	54466618
cg03737135	0.0567673878117844	HSPA14;CDNF	10	14879645
cg03738331	0.0625158542167717	HTT	4	3076305
cg03738959	0.0115202143475656	MCART1	9	37904295
cg03740216	0.048154843486734	ICAM4	19	10397561
cg03740984	0.0531583458526017	NA	NA	0
cg03741352	0.631854759768005	NA	NA	0
cg03742003	0.14317597268108	SLIT2	4	20255264
cg03742214	0.0193741786110299	CRY1	12	107487383
cg03742272	0.824352914621122	ALOX12B	17	7990705
cg03743584	0.400806878147659	PRAP1	10	135160908
cg03746685	NA	TMEM126B	11	85340088
cg03747695	0.0646380969841936	ZNF227	19	44716642
cg03750407	0.0340086248972069	RAD9A	11	67159770
cg03750606	0.0905289982870999	ESRRG	1	217262978
cg03751414	0.0298949012535996	NA	NA	0
cg03751799	0.280641219720091	NA	NA	0
cg03751813	0.0172184856172364	ZNF585B	19	37701393
cg03752087	0.917866086440042	CASP14	19	15163470
cg03752628	0.321868247654945	PTGFRN	1	117453510
cg03752689	0.026734802669238	C1orf74	1	209958185
cg03752885	0.581289000598496	DAPK3	19	3969736
cg03754063	NA	KEAP1	19	10615199
cg03755123	0.432683799462697	UTF1	10	135043508
cg03756121	0.0998949103312337	ARFIP2;FXC1	11	6502436
cg03759077	0.020258323668274	ARL6IP6	2	153575599
cg03760483	0.590578478696507	ALOX12	17	6899297
cg03760705	0.0721107497387225	NA	NA	0
cg03761560	0.0116979055686084	DNAJB12	10	74114860
cg03762535	0.636590898330231	HAO2	1	119911480
cg03763616	0.189569685711071	SPIB	19	50921997
cg03764161	NA	FAM111A	11	58912327
cg03764352	0.0608467649746798	ETNK1	12	22777989
cg03764506	0.0293338604374599	ESRRA;C11orf20	11	64072089
cg03764585	0.204892547612032	FMOD	1	203320223
cg03766965	0.86227866955581	SRCAP	16	30718443
cg03766998	NA	AFG3L2	18	12378044
cg03770147	0.0246536578327293	KLF7	2	208029836
cg03770548	0.819216654058919	CDH24	14	23525040
cg03771255	0.0232439698204157	RPS3A	4	152020940
cg03773789	0.0832878285930825	GLI4	8	144348945
cg03774732	0.00960028433441401	MED29;PAF1	19	39882194
cg03775123	NA	ANKDD1A	15	65214075
cg03775246	0.789513479749669	C5orf13	5	111095049
cg03775422	0.0717501658108363	VSTM2A	7	54610192
cg03776060	0.316930715834661	AIF1L	9	133972575
cg03776464	0.029838060803588	EPHA4	2	222436947
cg03776551	0.0204511950219202	ZNF396	18	32956850
cg03776850	NA	TPSD1	16	1306872
cg03777405	0.0291400654353288	NFE2L1	17	46125833
cg03777459	0.0473374804690921	GATA5	20	61051802
cg03780486	0.707033032606529	OR6A2	11	6817280
cg03780733	0.403286218294314	PCDHB7	5	140552369
cg03782453	0.392764513049018	CCDC96;TADA2B	4	7043935
cg03782727	0.888183982212693	FFAR1	19	35842586
cg03785807	0.0308928986540016	GBE1	3	81811053
cg03786772	0.0444720801630992	NA	NA	0
cg03787486	NA	ADH5	4	100009490
cg03788666	0.128595469892101	MFAP1	15	44116829
cg03789934	NA	NLRP11	19	56342665
cg03790207	0.0409636654653205	PEX6	6	42947109
cg03790787	0.0883011278958752	NA	NA	0
cg03791917	0.265760737504293	BTK	X	100641287
cg03792199	0.0281571652344943	HIBADH	7	27702785
cg03792653	0.0379956850562696	RPRD1B;KIAA0406	20	36661448
cg03793131	0.0321067351129702	ELOVL1	1	43833547
cg03793778	0.530198240059332	LGALS7	19	39264720
cg03794550	0.0183013055002726	FANCF	11	22646597
cg03799530	0.0282366274796797	SH2B3	12	111843215
cg03801144	0.0150849062953466	PPP6C	9	127951957
cg03801286	NA	KCNE1	21	35884508
cg03802191	0.427208712737105	TARBP1	1	234615169
cg03802231	0.0830357476595654	FNTA	8	42911648
cg03803009	0.826833714399461	GPR142	17	72363634
cg03803589	0.0164947388021834	STYX	14	53196609
cg03804500	0.909762683851742	ANAPC2;SSNA1	9	140081972
cg03804568	0.0137055949445764	CBX7	22	39548919
cg03804985	0.10949765202074	SLC2A8	9	130159694
cg03805364	0.0149817069452668	PAFAH1B2	11	117015176
cg03805442	0.89348715544534	NA	NA	0
cg03805684	0.320518485309783	FEN1;C11orf10;MIR611	11	61561219
cg03807235	0.0202576590900439	PEX7	6	137144199
cg03807314	0.0200858518536169	MAP3K8	10	30722678
cg03808835	0.0687270147243118	PCDH15	10	56560945
cg03809891	0.0201814651901805	ZNF442	19	12476514
cg03811411	0.844225675467125	SGCD	5	155753616
cg03811478	0.348993248948812	SOX14	3	137483696
cg03812067	0.0309626188789529	SERINC3	20	43150641
cg03812679	0.0381035332508009	CSF3	17	38170632
cg03813215	0.0330440106975454	BCL2	18	60986679
cg03813905	NA	TATDN1;NDUFB9	8	125551074
cg03814826	0.0149781441239869	C22orf24;YWHAH	22	32341378
cg03815350	0.845434710964164	ESPL1	12	53663042
cg03817621	0.84062824943446	A1CF	10	52645399
cg03818682	0.671950073680287		11	1213459
cg03819692	0.680778150857013	C16orf81	16	89225639
cg03820909	0.00784244343136864	C10orf137	10	127407979
cg03821311	0.865704089666021	HIST1H1B	6	27836018
cg03822011	0.0169690049486213	FANCF	11	22646721
cg03822159	NA	SETD8	12	123867383
cg03825921	NA	RAB4A	1	229407517
cg03826976	0.142321433846739	CYB5R2	11	7695433
cg03830408	0.0484086394607206	DCPS	11	126173650
cg03833068	NA	HIST1H2BN	6	27804958
cg03833566	0.0294274695475965	C3orf54	3	49841087
cg03833774	0.696147337507643	ZCCHC5	X	77914149
cg03835158	0.936610032791144	PCMTD1	8	52773607
cg03835292	NA	LGALS2	22	37976631
cg03835296	0.683289117987262	SLC17A1	6	25830922
cg03835332	0.0556345414070693	ELL3	15	44069518
cg03837750	0.156327336174557	LRRIQ3;TNNI3K;FPGT	1	74664160
cg03839341	0.00934651730783403	RAB10	2	26256490
cg03839972	0.192608823783913	NA	NA	0
cg03840259	0.188168311889671	GRAP2	22	40297036
cg03841029	0.0318849423808249	MBD1	18	47807709
cg03842617	NA	NOS3	7	150688556
cg03843852	0.278470200109794	PIGB	15	55611099
cg03843951	NA	DDC	7	50629634
cg03843978	0.440328086135563	MSX1	4	4864625
cg03845435	NA	C1orf162	1	112015443
cg03846288	0.0470421317723524	RNF111	15	59279849
cg03846767	0.927043779015798	TP73	1	3607292
cg03847636	0.0453518234548429	GRPEL1	4	7070632
cg03848145	0.0370753446632828	C1orf52	1	85724702
cg03848555	0.0103421604588276	C9orf40	9	77567361
cg03848675	0.130740431871986	FOXF2	6	1389146
cg03849074	0.062712149553804	ZKSCAN3;ZNF323	6	28317796
cg03851112	0.0812809809145479	NA	NA	0
cg03852144	0.292319609115144	GLRX	5	95159639
cg03852570	0.296106018924031	PYROXD2	10	100175106
cg03853151	0.0123178412467334	OAT	10	126107487
cg03853987	0.0478673272717745	CHST10	2	101034279
cg03854071	0.97048741115744	TSSK6;NDUFA13	19	19626428
cg03855656	NA	SERHL	22	42896105
cg03856450	0.0121918336820878	SFXN5	2	73298881
cg03856723	0.049051995616236	PRKACA	19	14229466
cg03856786	0.0189527191403785	ZNF497	19	58874501
cg03856801	0.957523414100413	APOA1	11	116709138
cg03859282	NA	ANKS3;C16orf71	16	4783755
cg03860051	0.0262952077910904	IKZF5;ACADSB	10	124768608
cg03860400	0.172303229490431	BTBD10	11	13485289
cg03860466	0.0505713988100545	PRDX2	19	12912941
cg03860768	0.501531729052539	BLK	8	11351571
cg03860890	0.103957707558775	EGFR	7	55086288
cg03861428	0.0165911252950178	SDHB	1	17380702
cg03862540	0.0227782066195604	PPP4R1	18	9614206
cg03862760	0.285928361508313	PSMG3;KIAA1908	7	1609483
cg03863149	0.0398699915315455	ZNF644	1	91487516
cg03863549	0.126779633589428	NOL6;SUGT1P1	9	33474004
cg03866607	0.385879252537894	TBX4	17	59532826
cg03870261	0.53792781754796	LMNB2;TIMM13	19	2428514
cg03870862	NA	ZC3H3	8	144624225
cg03872267	0.03663525163622	MRPL46;MRPS11	15	89011204
cg03872376	0.512767331598917	ZP4;LOC100130331	1	238053828
cg03873930	0.800694146681895	ARFRP1;ZGPAT	20	62340664
cg03874127	0.856515041775442	NA	NA	0
cg03874199	0.200748824344854	HOXD12	2	176964456
cg03874886	0.0148332457737415	NA	NA	0
cg03875195	0.15637463474665	SLC30A3	2	27486363
cg03875678	0.182285908588474	GZMB	14	25103546
cg03876618	0.206562587851918	IGFBP7	4	57976034
cg03876622	0.0839715030356446	CSDA	12	10876230
cg03877802	0.0239540181173095	PPP5C	19	46849936
cg03878377	0.0308406735247542	RSL24D1	15	55489120
cg03879294	0.0357965162852832	SFRS9;DYNLL1	12	120907770
cg03879730	0.883799923498786	NA	NA	0
cg03879902	0.050589489578098	GIPR	19	46171872
cg03882305	0.666149466115488	NA	NA	0
cg03883348	0.208882529495852	KLC3	19	45843826
cg03883519	0.201925151634334	MFSD8;C4orf29	4	128886524
cg03884783	0.020369931119294	ZNF569	19	37957997
cg03885639	0.764853154873984	PANX3	11	124481310
cg03886110	0.560117840289578	NA	NA	0
cg03886898	0.828002085637688	DIO1	1	54359132
cg03887534	0.042351999170937	BCL2L13	22	18121194
cg03887787	NA	CTSW	11	65647532
cg03889226	0.11561370470348	OLIG3	6	137815333
cg03890877	0.0163849690817996	TWF2	3	52272690
cg03891191	0.620996473516061	NA	NA	0
cg03891319	0.0659722713841383	ACY1	3	52016838
cg03894103	0.868412560112055	PREPL	2	44586901
cg03897136	0.0149648838580552	HOOK1	1	60280322
cg03898365	0.303278066760364	OR10A4	11	6897491
cg03900104	0.0261315588780371	CD3EAP;PPP1R13L	19	45909124
cg03900284	0.921808694298222	QRFP	9	133769695
cg03900542	0.0184431137770526	DEDD2	19	42721460
cg03902905	NA	SLC3A1	2	44502262
cg03905094	0.0340669956491641	DEPDC1B	5	59996421
cg03905144	0.801901921480281	MPDZ	9	13249504
cg03907174	0.931086245777264	RCN3	19	50030461
cg03907363	0.791197827733159	KLK1	19	51326682
cg03907454	0.0449371505301655	KIF2C	1	45205136
cg03908676	0.435088817006418	LYVE1	11	10590282
cg03909500	0.0732279130539973	RXFP3	5	33936597
cg03910901	NA	COPS6	7	99686330
cg03912013	0.0834582219274212	SACM1L	3	45730489
cg03913271	0.0487044000409859	MICALL1	22	38302504
cg03914397	0.763592562007599	NMUR2	5	151784441
cg03914452	NA	RBM33	7	155464145
cg03916421	0.615101456587314	SCLT1;C4orf33	4	130013461
cg03916787	0.0631192622570696	RPL35	9	127624708
cg03918304	0.33241288196484	HOXD10	2	176981654
cg03919644	0.0614281390404246	CEP97	3	101443603
cg03919781	0.0726123048374385	EFHA2	8	16884225
cg03920233	0.0134752552212115	DOC2A	16	30022699
cg03922337	0.110634069895332	RRAS2	11	14380918
cg03923277	0.479326046015692	TDG	12	104359732
cg03923464	0.0720823562038216	OGFOD2;ABCB9	12	123460173
cg03923934	0.214991676997564	OPCML	11	133402230
cg03924115	0.711349830589613	QRFP	9	133768966
cg03925809	0.0248413303144775	GTF2F1	19	6393419
cg03928182	0.179845862419227	PTPRR	12	71314662
cg03929796	0.10655902743389	ALAS1	3	52231840
cg03930357	0.0458994004846573	MBTPS1	16	84150069
cg03930474	0.0248521063967109	ING4	12	6772637
cg03930970	0.942748520182403	ZDHHC4	7	6618160
cg03931808	0.974891582928681	RLN3	19	14139099
cg03933322	0.568448282383697	NA	NA	0
cg03934354	0.928260190866457	C1QTNF3	5	34043140
cg03936963	0.584249903002399	NA	NA	0
cg03938043	0.487771970050486	INTS7;DTL	1	212207851
cg03939485	0.0371138116794812	RGL2	6	33266076
cg03939688	0.0301998310768893	KLF4	9	110251706
cg03940103	0.100066169421155	CYP2S1	19	41698823
cg03940966	0.0532377531769299	THEM4	1	151881785
cg03941108	0.650206784674658	C1QB	1	22985937
cg03942271	0.110882244756105	AUH	9	94124362
cg03942436	0.015093667065987	ZNF688	16	30583048
cg03943081	0.257772577663849	TCERG1L	10	133110646
cg03943509	0.927776305854068	PYGM	11	64529061
cg03944089	0.0814335330708036	SGK1	6	134497379
cg03945021	0.26185694601415		16	24682074
cg03945800	0.152047585056921	ADCY9	16	4165515
cg03947362	0.0532183529117092	C2orf60;C2orf47	2	200820154
cg03950009	0.0450287239420206	STX17	9	102669115
cg03950654	0.0113743650566662	ARRB2	17	4613328
cg03950669	0.0212549383031764	TIMM8B;SDHD	11	111957582
cg03952109	0.685292807589249	FAM172A	5	93409932
cg03954150	0.0337370627929503	C18orf55;FBXO15	18	71815372
cg03954173	0.0558002964972291	CD97	19	14492176
cg03954587	0.0802082624365769	UBB	17	16284508
cg03954858	0.2887682959003	FAM83F	22	40404957
cg03955296	0.0234969848935209	ETV3	1	157107917
cg03956267	0.0170431535814013	SMPD4;FAM128B	2	130939498
cg03956628	0.343885604100405	NA	NA	0
cg03957435	NA	ZNF157	X	47230278
cg03958344	0.010269147476991	CNP	17	40118638
cg03958426	0.155318086405789	MAPKAPK2	1	206857947
cg03958979	0.459619428830673	NR2E1	6	108486387
cg03959079	0.421182649484723		X	30994266
cg03959219	0.116979677097879	TSPYL4	6	116575135
cg03960217	0.395413200840193	LCE2C	1	152647777
cg03961189	0.0106732618883796	CTR9	11	10772649
cg03962522	0.474973386646909	SLC5A1	22	32439254
cg03963198	0.16156760844382	IRX4	5	1882871
cg03963654	0.950771617835968	SCOC	4	141177084
cg03964111	0.271171773823556	TMEM176B;TMEM176A	7	150498493
cg03966406	0.0151364875785832	ITPR2	12	26985412
cg03966541	0.016016562833922	PGGT1B	5	114598433
cg03969797	0.867215453898118	NA	NA	0
cg03969906	0.18400372620462	HIST1H4A	6	26021768
cg03969997	0.0170409789653459	WBSCR27	7	73256865
cg03970351	0.0264104927291338	TERF2	16	69420083
cg03970609	0.629704590641228	MUC7	4	71337664
cg03972838	NA	SMCR7L	22	39897580
cg03973663	0.201937751395925	LYN	8	56791576
cg03975345	0.0161296131224805	C5orf36;ANKRD32	5	93954303
cg03975694	NA	ZNF540	19	38042472
cg03976567	0.0241589974826595	AKD1;FIG4	6	110012095
cg03977657	0.750869372700854	LAMB3	1	209825747
cg03977782	0.0168405070733276	SIDT1	3	113251680
cg03979162	0.0400402812011613	BCAS3	17	58754542
cg03980304	0.0380845430830939	IL4R	16	27325000
cg03984733	0.0113425396553221	HDHD3	9	116139085
cg03985136	0.0190921385347174	ULBP2	6	150262734
cg03985657	0.0153418011982119	NA	NA	0
cg03986640	0.75303789449867	MIP	12	56848355
cg03986968	0.0397681352191703	AVEN;CHRM5	15	34330894
cg03989322	0.0420024695144465	SLC30A5	5	68389537
cg03989569	0.017759437684171	MEF2D	1	156471288
cg03990551	0.0144120698660858	BBS7	4	122791477
cg03991326	0.152722474411709	RPL7	8	74205489
cg03991512	0.362410777772316	LDHD	16	75150456
cg03992069	0.352962936297853	ZMYM3;BCYRN1	X	70474783
cg03992230	0.024521639625989	HNRNPH1	5	179050530
cg03993463	0.873784830724567	KCNJ15	21	39627271
cg03994908	0.0111326522279531	RNASEH1	2	3605817
cg03996465	0.0301552165884535	SUGT1	13	53226743
cg03996793	0.196418579170191	NA	NA	0
cg03996822	0.462066761026629	RASSF6	4	74486558
cg03998173	0.0338775031697341	RHEB	7	151217580
cg03998348	0.776158641149755	TMCO5A	15	38227285
cg03999420	0.019391014748276	MYCBP2	13	77901358
cg04000821	NA	LAIR2	19	55014066
cg04001333	0.422744063328012	FLVCR2	14	76045348
cg04001668	0.816063280967793	GPR56	16	57654347
cg04001802	0.571364544533633	OLAH	10	15085279
cg04001842	0.0199449060985573	DUOXA2;DUOX2	15	45406939
cg04004861	0.0440746815826997	STAU2	8	74659081
cg04005032	NA	OSBPL10;ZNF860	3	32022767
cg04005701	NA	RPA1;SMYD4	17	1733641
cg04005707	0.110783867547895	CWH43	4	48988321
cg04005725	0.0240728746142082	KLHDC8B	3	49208684
