Hybridization REF	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05
cg02433905	0.0826253452655892	ATP6V1A;NAA50	3	113465485
cg02435593	0.247316644387232	CHMP4B	20	32399369
cg02436686	0.51655544239719	GMFG	19	39826150
cg02437376	0.0155781596651968	VDAC2	10	76969880
cg02440177	0.0119021872959786	ZNF702P	19	53496695
cg02441647	NA	COL8A1;MIR548G	3	99357499
cg02441831	0.0232321290985247	SYVN1	11	64901569
cg02442161	0.863193822468749	NA	NA	0
cg02443089	0.0496900180345072	RPS29	14	50052765
cg02447314	0.016839038039765	POLI	18	51796331
cg02449608	0.939724691128005	C19orf18	19	58486600
cg02449978	0.0359888315436754	CDC25A	3	48230167
cg02450959	0.019455318552465	THAP1	8	42698393
cg02451362	0.00844760759284515	LOC92659;MAFG	17	79885650
cg02451670	0.165546020301469	INTS7;DTL	1	212207806
cg02452985	0.021429993791176	BCL11B	14	99737548
cg02453591	NA	FARSB	2	223521088
cg02453653	0.0192964522188666	INTS5	11	62420979
cg02456292	0.213943380407272	TMEM145	19	42817262
cg02457752	0.89556750182455	CDR1	X	139868078
cg02460120	0.0124120787625021	USP15	12	62653836
cg02460349	0.0121719517516622	RRBP1	20	17663383
cg02470959	0.221947337090523	SFRS8	12	132196036
cg02471507	0.018351884910966	CHMP4C	8	82644747
cg02473123	0.917099629996303	CD7	17	80274776
cg02475653	NA	ATP2C2	16	84437661
cg02477931	0.904696459600961	NTM	11	131532721
cg02479196	0.0130989327854299	MARCH7	2	160569048
cg02479575	0.0437758380564506	MIR7-3;C19orf30	19	4769653
cg02480835	0.0268548094702314	NUPL2	7	23221354
cg02486845	0.0336096577541216	NCRNA00120;AKIRIN2	6	88411799
cg02488871	0.808148329958559	VIL1	2	219288203
cg02489552	0.0656507207736516	CCDC105	19	15121531
cg02490034	0.445508279052532	MEST	7	130125836
cg02491012	0.269104698732163	NA	NA	0
cg02491878	0.375072114133914	ATP6V0A4;TMEM213	7	138482580
cg02492740	0.249538706356909	UBQLN2	X	56590362
cg02493771	0.211674507688095	KRTAP13-2	21	31744328
cg02494117	0.0668110583307474	DNM1;CIZ1	9	130965474
cg02496295	0.00896140901470846	ADD1	4	2846155
cg02497175	0.0199739618621896	NLK	17	26368598
cg02497428	NA	METTL9;IGSF6	16	21665138
cg02497700	0.336937976181474	ZNF238	1	244213358
cg02497758	0.0277047995943742	MAFB	20	39317194
cg02498063	0.398279237531026	CCDC60	12	119772577
cg02499249	0.0837997883112719	RARB	3	25469720
cg02500392	0.90986052579888	PBOV1;KIAA1244	6	138539372
cg02501779	0.0260574982790151	CBLN4	20	54579355
cg02501984	0.0095818266612593	POLE;PXMP2	12	133263946
cg02502132	NA	LRP8	1	53792939
cg02503850	0.0763062485042957	ADAMTS14	10	72432552
cg02503970	0.0106645402061455	ST3GAL1	8	134584145
cg02504280	0.917852958756104	CSAG1;MAGEA12	X	151904507
cg02504465	0.0147906240911109	SNX3	6	108582065
cg02505409	0.0177190339493438	ANGPTL4	19	8429160
cg02505689	0.0200983034406006	DBF4B	17	42785825
cg02506426	0.0473972130778017	AQP11	11	77300504
cg02506728	NA	C20orf177;PPP1R3D	20	58515583
cg02506908	0.327603267517671	HPD	12	122297408
cg02507175	0.0378220992978676	PKNOX1	21	44394436
cg02507952	0.577038211110208	KIAA0125	14	106390641
cg02508567	0.151010899468262	TCF7L1	2	85361184
cg02510853	0.366534754433437	PKMYT1	16	3031707
cg02511532	0.0821634433427995	TAF2	8	120845155
cg02512226	0.387813029646583	ARMC4	10	28288192
cg02512860	0.546847025728521	CLDN15	7	100880751
cg02513045	0.0177524077611073	C21orf2	21	45759502
cg02515422	0.0637861857843167	TLR4	9	120466493
cg02515725	0.0437907651933375	PDLIM3	4	186456935
cg02516189	0.173270603324109	CARD9	9	139268092
cg02516388	0.012664228096401	ACSF2	17	48503634
cg02517489	NA	UBE3A	15	25683075
cg02518339	0.643742194293193	NA	NA	0
cg02518671	0.0307506275385103	SIRT6;ANKRD24	19	4182691
cg02519218	0.647842531310247	CHFR	12	133424286
cg02519806	0.0248086251712722	SYNPO2	4	119810036
cg02523400	NA	SERPIND1;PI4KA	22	21128191
cg02523617	0.27275283159387	UBE2K	4	39699380
cg02525396	0.0327754325059494	TOMM40L	1	161195883
cg02525756	0.18574057333516	RAB42	1	28919362
cg02527529	NA	C17orf53	17	42219679
cg02528468	0.0238876308920132	ATP11B	3	182510901
cg02532648	NA	BTG3	21	18984770
cg02533173	0.166738507937075	BRD4	19	15391124
cg02533993	0.0382739802574029	WDR4	21	44299944
cg02536286	0.0709889397254353	NA	NA	0
cg02537023	0.783428808487624	NA	NA	0
cg02537838	0.419372452228135	C20orf151	20	61002595
cg02537909	0.0129144517194012	COBLL1	2	165697595
cg02539714	0.0124955093885567	RHOF	12	122231866
cg02540157	0.792439953010004	NA	NA	0
cg02543879	0.0549444036145237	VPS36	13	53024717
cg02545106	0.0266435178177931	CCDC110	4	186393269
cg02545192	0.0204204820206361	TERT	5	1294729
cg02546521	0.00910893877319879	ULK1	12	132379326
cg02547138	0.0268762684551761	RCE1;C11orf80	11	66610782
cg02547439	0.0205137104346315	ELMO2	20	45035173
cg02548238	0.0350434165998723	LOX	5	121413050
cg02549418	0.822390843481018	MBNL3	X	131573634
cg02549424	0.125294993546447	AIFM3	22	21319123
cg02549910	NA	TTC30A	2	178483601
cg02550200	0.0468698852258124	MIS12;DERL2	17	5389462
cg02550358	0.0193595519448327	PIGL	17	16120515
cg02551396	0.0184927877132776	JPH2	20	42815882
cg02552572	NA	MT4	16	56597746
cg02552945	NA	C5	9	123811614
cg02553486	0.335165127789073	CORIN	4	47840095
cg02554564	0.580006805989942	NTF3	12	5603131
cg02554810	0.017489649412934	SNX15	11	64795040
cg02555579	0.332209664361238	SLC25A18	22	18043043
cg02556718	0.0213485547172509	SEZ6L2	16	29910594
cg02558133	0.0116941937143293	PKN2	1	89150338
cg02564061	0.868837602239379	FAM186B	12	49998963
cg02564523	0.167931502974957	ORAI2	7	102073539
cg02564733	0.115555132593738	ADAMTS15	11	130319074
cg02566518	0.0289364335791777	FUT11	10	75531971
cg02567144	0.0330270806923681	EFHC1	6	52285149
cg02569086	0.0210081338290177	ITPR2	12	26985672
cg02569333	0.021333170898841	SGK3	8	67625280
cg02569613	0.0754312457018402	C10orf72	10	50323127
cg02571905	0.0174735765170362	TMEM107	17	8079626
cg02575859	NA	RPS4X	X	71497301
cg02577849	0.0299792118641643	ADAMTS6	5	64777678
cg02579133	0.925038131721995	KRTAP10-8;C21orf29	21	46031741
cg02579736	0.0548148401988823	FANCD2;CIDECP	3	10068473
cg02580195	0.0672873061856352	RPL23AP7;RABL2A	2	114385132
cg02580606	0.914569108583604	KRT33B	17	39526726
cg02581667	0.015563512315545	ECH1	19	39322242
cg02582608	0.0154703041765774	ALCAM	3	105085991
cg02582754	0.859422703897475	MAS1	6	160327345
cg02583151	0.0345877764338148	SIX1	14	61116211
cg02584520	0.0184758593476779	STAU2	8	74659043
cg02586730	0.38912479187737	EFEMP2	11	65639869
cg02588309	0.235985319027153	TTC33	5	40756462
cg02589695	0.361399124750279	RASSF5	1	206730999
cg02590345	0.0533827395703129	LPPR1	9	103790959
cg02592124	0.0410631231643579	SUMO1	2	203103479
cg02593766	0.673120673525707	MYCBPAP;EPN3	17	48608677
cg02595219	0.153696347397058	KCNE3	11	74178761
cg02595263	0.0149050799434012	MRPS28	8	80942618
cg02597128	0.240271841771758	CXorf41;NUP62CL	X	106449823
cg02597269	0.0220003388645518	MON1B	16	77225049
cg02599225	0.0108277159782585	LOC219347;C10orf57	10	81838473
cg02599464	0.190239644553675	HIST1H2BK;HIST1H4I	6	27107097
cg02600394	0.956779607975241	TXK	4	48136234
cg02600430	0.254566903031822	ZIC5	13	100623942
cg02600515	0.0401503461348208	ZBTB3	11	62521696
cg02601403	0.8264189292949	NA	NA	0
cg02602411	0.857007099377411	GRIN3A;PPP3R2	9	104357177
cg02602864	0.0244423550631059	MAP2K6	17	67410907
cg02603366	0.00999955967060899	RPS21	20	60962040
cg02603784	0.906734238490776	WDR82	3	52294457
cg02604290	0.0539810878673798	CYP24A1	20	52790589
cg02605634	0.0260558136764126	WFDC10A;WFDC9	20	44258384
cg02608019	0.0141427184787775	SYK	9	93564028
cg02608292	0.15183995329095	RPL28	19	55897501
cg02609749	0.0233723582396616	C16orf7;ZNF276	16	89786786
cg02609880	NA	BCAN	1	156611087
cg02611282	0.303181037156896	CREB5	7	28338985
cg02611419	0.741697390467324	KCNK16;KCNK17	6	39282532
cg02611863	0.569189444696548	L3MBTL	20	42143096
cg02612026	0.0197349802084572	CASP9	1	15850456
cg02613386	0.107455846889373	NA	NA	0
cg02613803	0.0370912303641967	TMPRSS2	21	42879131
cg02614187	0.0408713614261424	TRIM45	1	117664089
cg02614818	0.915252311513309	NA	NA	0
cg02615157	0.0448795794135939	PIN1	19	9946560
cg02616808	NA	UNC5A	5	176236654
cg02617361	0.00721663844804758	FNTA	8	42911308
cg02620013	0.283242880900062	MLNR	13	49794681
cg02620228	0.0560794785074842	RAB9A	X	13707694
cg02620470	0.0176108460795665	EXT2	11	44117187
cg02620769	0.0280044830050079	CCDC65	12	49298070
cg02622316	0.0382414238372652	ZSCAN12	6	28367410
cg02624129	0.064187916837333	SNX19	11	130786230
cg02624705	0.0366315454826188	NA	NA	0
cg02626929	0.100741784863376		16	3011661
cg02626977	0.0161490601945405	CDKN3	14	54863550
cg02628202	0.0231084980384947	LGMN	14	93215207
cg02628930	0.00719007907262591	NA	NA	0
cg02629257	0.915456826408066	NA	NA	0
cg02629312	0.908919240257295	NPVF	7	25268894
cg02629761	0.207334745949798	PTPN21	14	89020745
cg02630105	0.100211891717245	PRKCD	3	53195663
cg02630122	0.0265177074363721	RANBP1;TRMT2A	22	20104473
cg02630207	0.860966265079812	SRBD1	2	45839653
cg02630694	0.0722416418188118	CDC123;NUDT5	10	12236833
cg02630888	0.531931357836257	FBXL5	4	15657820
cg02631622	0.0133747032242885	SIAH1	16	48418433
cg02631906	0.0400228629978528	PRDX1	1	45987864
cg02631957	0.0195097011745704	CSNK1G3	5	122847966
cg02632166	0.0124627424769331	NA	NA	0
cg02633817	0.495280093484082	FXYD3	19	35606732
cg02633838	NA	MRPS5	2	95787034
cg02635407	0.460517893881159	SH3TC1	4	8200549
cg02635865	0.0151285039344395	RAB22A;PPP4R1L	20	56885090
cg02639007	0.0489634450457246	CCDC41;LOC144486	12	94853345
cg02640558	0.0223611891619508	PPP3CC	8	22299141
cg02641095	0.0187678861203549	LSM11	5	157170413
cg02641560	0.0260895427524417	RCAN3	1	24828811
cg02641676	0.326351277887772	C8orf40;SLC20A2	8	42397764
cg02643667	0.767315609181837	TFF1	21	43786699
cg02644301	0.0126471089898943	TECR	19	14640456
cg02646854	0.0196128096284823	C11orf2	11	64863958
cg02647265	0.223418847103516	CCDC92	12	124456164
cg02647545	0.025002146268069	HIRIP3;INO80E	16	30007965
cg02648999	0.0182046487823059	TGFBRAP1	2	105946563
cg02649337	0.933766510991731	NA	NA	0
cg02649608	0.453617570399341	ZBTB33	X	119384792
cg02654291	0.229556397008238	C9orf64	9	86572014
cg02655204	0.645863513129754	NA	NA	0
cg02655623	0.731852861192935	C17orf85	17	3728468
cg02656594	NA	IL21R	16	27412496
cg02657360	0.433686806771499	H19	11	2020560
cg02657438	0.515803320931686	STON2	14	81864899
cg02657721	0.0786776132227815	NA	NA	0
cg02658214	0.718378413680292	SDR9C7	12	57327964
cg02658251	0.783563779128658	NA	NA	0
cg02659086	0.0194033826167357	GSTP1	11	67350976
cg02659232	0.0559633727039208	DDX25;PUS3	11	125772925
cg02661879	0.0079631304779539	FLNC	7	128470614
cg02664205	0.961525675160403	PDE7B	6	136171652
cg02665570	0.0161991919529829	LYPLAL1	1	219347340
cg02668581	0.0108116335973396	MREG	2	216878340
cg02668729	0.0140107843347309	CTPS	1	41445680
cg02668984	0.0160802582909855	PDK2	17	48172022
cg02671171	0.495028073827887	RPH3AL	17	203087
cg02671806	0.0389142572773634	CLPX	15	65477420
cg02672220	0.106146366084443	SIM2	21	38070588
cg02672493	0.0998817955519168	TMEM22	3	136537709
cg02674804	0.612583530245547	REEP6	19	1492043
cg02675652	0.276108902853154	CSRNP2	12	51477739
cg02675896	0.0220152725187289	C5orf30	5	102594347
cg02676865	0.0450047566877162	MMS19;UBTD1	10	99259738
cg02677802	0.611796811254728	NA	NA	0
cg02678356	NA	ZXDA	X	57937004
cg02679745	0.818809831703022	C9orf139;FUT7	9	139927646
cg02681442	0.0736792504331839	FOXG1	14	29236008
cg02682905	0.72123281928164	ZNF776	19	58262242
cg02683985	0.0157212090279366	PDGFA	7	559070
cg02686662	0.888921455748005	PPAP2C	19	292245
cg02686769	0.0120526790363907	TCP11L2	12	106695932
cg02688643	NA	MGST2	4	140585523
cg02689825	0.0395778445358832	CDS2;PCNA	20	5107135
cg02690554	0.0622000224455096	CITED1	X	71527606
cg02691091	0.757431986938913	SP2	17	45992811
cg02692952	0.0770867889777087	TRAF6	11	36531754
cg02693857	0.018847675156822	MXD3	5	176738937
cg02694395	NA	FMO4	1	171283893
cg02699167	0.0135105302343265	FBXL2	3	33319024
cg02699645	0.0141784112939933	UBE2G2	21	46221599
cg02701137	NA	DLGAP4	20	34994743
cg02702510	0.0647414299106136	MARCH8	10	46090551
cg02704907	0.897461936289551	HIST1H2BK	6	27116113
cg02705666	0.0426623542610307	GTF2B	1	89357418
cg02706575	NA	CCL13	17	32683054
cg02706881	0.880941254378185	NCRNA00175;COL18A1	21	46845775
cg02709261	0.0150327177980323	TOR3A	1	179051893
cg02710105	0.0108118685800533	MAP4K3	2	39664348
cg02710161	NA		3	141748862
cg02712165	NA	C17orf76	17	16395957
cg02712845	0.0323652954932252	DPAGT1	11	118973038
cg02712878	0.134899534824892	FAIM	3	138327370
cg02713563	NA	TRAPPC6A;BLOC1S3	19	45680948
cg02715115	0.0344222041961719	PRMT10	4	148605624
cg02715140	0.011984293342929	CFL1	11	65625717
cg02717046	0.245558024529644	GPR133	12	131438788
cg02717570	0.0356639206462887	ANKRD13B	17	27920934
cg02717866	0.727879767660238	C11orf66	11	61248887
cg02718531	0.0220554168622239	FLYWCH2	16	2932507
cg02718563	0.570565421280984	NA	NA	0
cg02718725	0.0349446664984766	CNN3	1	95392925
cg02719245	0.146982739195025	FLJ45244;DICER1	14	95624293
cg02719634	0.82049586648203	SLC22A18AS;SLC22A18	11	2924899
cg02720618	0.0927856654314717	ESR1	6	152129791
cg02721374	0.815526932080024	OR1D2	17	2996177
cg02723372	0.883532427907485	RUNX3	1	25228582
cg02723533	0.742765508085686	CCND1	11	69468991
cg02724472	0.296248205972057	LRRC17;FBXL13	7	102553293
cg02725014	0.0572714638659792	HOMER1	5	78809520
cg02725692	0.391998151849942	PORCN	X	48367969
cg02727285	NA	RELB	19	45504242
cg02727423	0.361959688721092	EML1	14	100258973
cg02729303	0.234283224614251	FAM134B	5	16508920
cg02729352	0.0310011770866422	ZNF432	19	52552443
cg02729506	0.0196376710638881	HSPG2	1	22263411
cg02732134	0.926701613394495	DNMBP	10	101732382
cg02732509	0.149139992712501	CTDSP2	12	58241200
cg02733650	0.0318228579644765	DCTPP1	16	30441347
cg02735071	0.0145626576721167	EIF3H	8	117767874
cg02735133	0.0128859459398688	PALB2;DCTN5	16	23652915
cg02735486	0.306551994930198	ANK2	4	113970935
cg02737335	0.883918086191897	ARHGEF16	1	3379884
cg02738086	NA	POLR3H	22	41941494
cg02738763	0.0154420709936352	TARSL2	15	102264749
cg02740128	0.0297264653347048	DLG4;ACADVL	17	7123860
cg02740947	0.0166021596295877	RAD51L3	17	33446536
cg02741177	NA	PROL1	4	71263061
cg02741249	NA	GGA2	16	23521983
cg02741744	0.0204215657516548	ACTR6	12	100594734
cg02742971	0.0162926913009975	OSR1	2	19558059
cg02744459	0.0365808633168205	RECQL;GOLT1B	12	21654197
cg02748427	0.0696850580772157	RPAP2;GLMN	1	92764574
cg02748539	0.0742294240939142	SLC9A3	5	524269
cg02749825	0.0165329609898459	COMTD1	10	76995759
cg02750754	0.0466182572118636	TMEM91;B9D2	19	41869941
cg02751839	0.846870881865123	GPR37L1	1	202092285
cg02755455	0.907466169197341	JAK1	1	65352382
cg02755525	0.0117218554777553	NETO2	16	47177175
cg02756614	0.0259573337448375	MYOF	10	95242111
cg02756698	0.925470052301986	KRT12	17	39023008
cg02756845	0.0465710232161398	MAPK8IP2	22	51038542
cg02757432	0.213605967712343	GPR26	10	125426048
cg02760007	0.0370994323815643	SRF	6	43139670
cg02762689	0.899735756387648	GUCA1B	6	42163422
cg02763671	0.37256390735752	TRMT2A;RANBP1	22	20103541
cg02764611	NA	FDX1L	19	10426516
cg02764897	0.426808722576304	KRTAP13-1	21	31768311
cg02765045	0.00798237888942414	PCBP2	12	53845774
cg02765328	0.0145879748388255	CCND2	12	4383281
cg02765820	0.816934618794064	C3orf22	3	126278020
cg02770814	0.0748435645267539	FAM13B	5	137368293
cg02772367	0.0526609654533078	NUP160	11	47870447
cg02774160	0.42190363556992	GGT1	22	24979633
cg02774439	0.0473191506855397	HAND2;NBLA00301	4	174451251
cg02774486	0.971409587506389	TUBA3D	2	132233433
cg02774963	NA	KEL	7	142659757
cg02775617	0.0715386699055713	ARHGAP12	10	32217281
cg02776251	0.166454102181425	USP15	12	62654319
cg02780295	0.0150119803234578	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC3;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140855463
cg02780849	0.11048600060275	GNG4	1	235814163
cg02780988	NA	KRT36	17	39646994
cg02782630	0.031858945981509	FAM175A	4	84406624
cg02784848	0.0263547212854665	FUZ	19	50316878
cg02784874	0.762495370838136	KRT9	17	39728962
cg02786019	0.59670512028243	TRPV6	7	142582859
cg02786378	0.72008311982531	SLC7A2	8	17396844
cg02787991	0.038833441051892	SECTM1	17	80291405
cg02788090	0.0330256337823661	SOX9	17	70116681
cg02788102	0.0578555366301542	CADM1	11	115374969
cg02789485	0.145467336514806	GLIPR1L2	12	75783428
cg02790471	0.82679810251406	SCML4	6	108093511
cg02792677	0.0260353434294658	MRPL4	19	10362626
cg02793099	0.450821931204103	PEG3;ZIM2	19	57350004
cg02794695	0.83226800048216	SLA;TG	8	134072611
cg02795624	0.0332128453847619	HINFP	11	118992260
cg02797569	NA	PCOLCE	7	100200009
cg02798801	NA	BUD31;PDAP1	7	99005263
cg02799466	0.723598993233509	PID1	2	230136411
cg02800334	NA	ANXA13	8	124750855
cg02801485	0.0201448244309436	STRADB;TRAK2	2	202317001
cg02801598	0.0208078304928223	PDP2	16	66914223
cg02802055	0.0263935771692564	C9orf78;USP20	9	132597094
cg02803836	NA	MGMT	10	131412507
cg02804166	0.33051950899513	PHF6	X	133506996
cg02805028	0.370864641732535	GSG1L	16	27899239
cg02806093	0.0247648134146241	RAB2B;TOX4	14	21944967
cg02806658	0.0161656484669157	C12orf48;NUP37	12	102513592
cg02806777	0.53858894849256	NA	NA	0
cg02807450	0.130985419477181	NA	NA	0
cg02807948	0.389555769244472	INS-IGF2;IGF2	11	2153991
cg02809263	0.0347379591619127	LRRC40;SFRS11	1	70671218
cg02810134	0.936964238751381	TNNC2	20	44455922
cg02810773	0.00846882291253913	ITPA	20	3190112
cg02811755	0.0132895630356039	AKAP10	17	19880691
cg02812142	NA	ACMSD	2	135595323
cg02813021	0.0176592685954119	ZMYND11	10	180599
cg02813121	NA	S100A12	1	153348911
cg02813863	0.684326330115345	APOLD1	12	12938287
cg02815516	0.613439759720888	KANK2	19	11306319
cg02818322	0.620150561038654	MAGEC3	X	140926409
cg02822723	0.0130188708948222	BRD9;TRIP13	5	893431
cg02823866	0.0251988554388124	CD274	9	5450410
cg02825709	NA	ZNF75A	16	3354207
cg02827112	0.0401904909049268	SMARCAD1	4	95129403
cg02827328	0.0132520322578009	TRIM14	9	100881403
cg02828104	NA	TMEM189;TMEM189-UBE2V1	20	48770800
cg02829654	0.0498097765667973		1	236046939
cg02830467	0.55765615923697	MYCT1	6	153018721
cg02831294	0.516023661748337	CALML3	10	5566862
cg02831393	0.04129534092527	PAFAH1B2	11	117014616
cg02831604	0.297397886522433	ISL2	15	76628725
cg02832245	0.0214380961546501	EXOSC9	4	122722866
cg02833180	0.917131747665898	PLCL1	2	198815064
cg02833725	0.324621769162301	ISG20L2;C1orf66	1	156696768
cg02836529	0.0349747267654334	NEUROD1	2	182544413
cg02838492	0.596270285185131	KIF12	9	116861288
cg02838877	0.273958170451636	MBNL2	13	97873877
cg02840794	0.0188309337363307	HPS6	10	103825777
cg02841886	0.0455937621373568	RFX1	19	14117094
cg02841933	0.00952534058435879	NRF1	7	129251651
cg02844051	0.94688694459108	DMKN	19	36004233
cg02844545	0.193702903844228	GCM2	6	10882043
cg02844629	0.0397603122806215	TTC13;ARV1	1	231114732
cg02845923	0.903835662479578	NA	NA	0
cg02847216	0.898161160784258	CTAGE1	18	19997803
cg02847500	0.335063772215638	SOX3	X	139587184
cg02848777	NA	TLL2	10	98273714
cg02849695	0.255694051488293	CCDC19	1	159869960
cg02850329	0.0463230273942615	RCAN3	1	24829455
cg02850821	0.0651610968913804	KRAS	12	25403680
cg02854090	0.945815711952209	HIST1H2AA;HIST1H2BA	6	25726895
cg02854288	0.0442899507818004	FHIT	3	61236911
cg02855426	0.319547453223352	NA	NA	0
cg02856727	0.507069963947877	GH2	17	61959416
cg02859934	NA	NAGPA	16	5083072
cg02860342	0.229925138565622	HCN4	15	73661484
cg02860543	0.200746450826662	IGF2BP3	7	23510648
cg02861781	0.0178573233486392	GJB2	13	20767498
cg02862153	0.0243588296363117	CUX1	7	101459386
cg02862362	0.88813984006077	ARG1	6	131895102
cg02862835	0.0378447835720494	MMAB;MVK	12	110011242
cg02863237	0.0212004906413488	RBM17	10	6131472
cg02863842	0.0101649738822953	PVRL2	19	45349685
cg02863947	0.918636682478851	NR1I2	3	119499190
cg02865818	0.00922263081951362	WWC1	5	167719214
cg02867079	0.0353455753199967	HHIPL1	14	100111269
cg02868123	NA		2	79382913
cg02868306	0.0543599417610033	RAB11B	19	8455008
cg02868338	0.0524188863468699	EXOSC4	8	145133133
cg02870945	0.106166903180472	REEP1	2	86565124
cg02873524	0.0156820991124748	PAPPA	9	118916493
cg02874605	0.0557604824364285	DEPDC4;SCYL2	12	100661778
cg02875297	0.262294559541748	RLN2	9	5304611
cg02875404	0.923045078846205	VN1R1	19	57966896
cg02876062	0.954175663611893	FAM107B	10	14816654
cg02878987	0.0481868357002796	AIDA;C1orf58	1	222885407
cg02879662	0.104586037667755	HIF3A	19	46800467
cg02880176	NA	PLD6	17	17109817
cg02880679	0.766575905527491	MBTD1	17	49295615
cg02882813	0.854846644380978	CST5	20	23860078
cg02883161	0.0483473291966968	MSI1	12	120807618
cg02883230	0.147770939406622	PARP6	15	72564263
cg02883621	NA	S100P	4	6694923
cg02885771	0.388072832117637	LTV1	6	144163654
cg02886284	0.0144483484123472	CPE	4	166300290
cg02887841	0.051711310107534	TBX1	22	19744670
cg02888247	0.141450211731103	C6orf62	6	24719235
cg02889982	0.330335124876845	MPRIP	17	16946247
cg02890926	0.00809929318694468	TMEM53;C1orf228	1	45140355
cg02899723	0.990556477081907	DDX4	5	55033614
cg02899772	0.0277630487263342	NECAB2	16	84002599
