Hybridization REF	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05
cg03103192	0.666136737505877	SPATA18	4	52917271
cg03104936	0.391874421338493	GRB10	7	50849168
cg03107405	0.0085135263756044	TSSC1	2	3381941
cg03108701	0.035171847286358	MIR548H3;C6orf167	6	97731400
cg03109047	0.0247937363008702	GRIN1	9	140032686
cg03109066	0.0180227506784412	AP1AR	4	113153267
cg03109316	0.772977566028145	ZNF80	3	113957903
cg03109701	0.51393636110478	RNFT2;C12orf49	12	117174758
cg03112433	0.247527629078963	CDK14	7	90338555
cg03112782	0.0374905353847864	MEAF6	1	37979729
cg03112869	0.934743958858143	FBXW12	3	48413769
cg03113824	0.920317248817891	CCDC114	19	48807322
cg03114244	0.0172214210311971	FEN1;C11orf10;MIR611	11	61560355
cg03115649	0.0157912550357985	TOR1AIP1	1	179851535
cg03115746	NA	WHSC1	4	1895023
cg03115886	0.905159049360597	VPS16;PTPRA	20	2845218
cg03116238	0.041430361975601	NA	NA	0
cg03116740	0.823105496835921	TSPAN4;POLR2L	11	841335
cg03117949	0.0959401852837074	USP16	21	30396586
cg03118854	NA	PNPLA5	22	44288155
cg03122511	0.130513055340668	NKAP	X	119077820
cg03125090	0.0575949559863936	RGL1;ARPC5	1	183605490
cg03126490	0.0246651188605498	SPATA13	13	24735051
cg03127334	0.0679416188164766	ERG	21	40033634
cg03127543	0.671314987060954	NA	NA	0
cg03128832	0.832726887377194	NA	NA	0
cg03129910	0.0475946627330074	SRP72	4	57333643
cg03131527	NA	BDH1	3	197301250
cg03132911	0.050932533916589	IQGAP2	5	75698732
cg03133269	0.0398813370040024	WNT4	1	22468902
cg03135127	0.0297896877899051	TRMT1	19	13227421
cg03135598	0.0123922058073688	SEPW1	19	48281610
cg03136712	0.983868089498401	DND1	5	140053068
cg03138091	0.18191853282876	OSMR	5	38846540
cg03138405	0.0208874269509852	GLT25D1	19	17666150
cg03138668	0.0241971215912944	SLC17A7	19	49944488
cg03139057	0.0739335521084229	DLL3	19	39989234
cg03139377	0.664577458521542	SLC6A12	12	323242
cg03140096	0.0643759665728886	FARSA	19	13044717
cg03140978	0.937720415963109	C1orf201	1	24728127
cg03142203	0.94713619493826	NA	NA	0
cg03143333	NA	CCDC11	18	47793599
cg03143365	0.0369754785074965	MAN2B1;MORG1	19	12777903
cg03143849	0.570418813853388	CDKN1C	11	2904951
cg03144206	0.0373319720408784	ACTN4	19	39138026
cg03144357	0.863345571001392	RECQL4;LRRC14	8	145741925
cg03146158	NA	MYO1E	15	59665145
cg03147542	0.0856691736641571	CBLL1	7	107383881
cg03147990	0.0723356613512635	ZNF585B	19	37701738
cg03148461	0.0598365204787671	BRAF	7	140625066
cg03149130	0.0602726899345012	DIRAS2	9	93404977
cg03152385	0.277158260880966	RRN3	16	15188596
cg03152785	0.0179891568792469	KCNC4	1	110753723
cg03154500	0.0146102296272189	NA	NA	0
cg03154513	0.0197851866588951	ID1	20	30193400
cg03155724	0.0504330685901178	ASCC1;C10orf104	10	73975451
cg03156547	0.660483694602856	CDH24	14	23525003
cg03157149	0.0097554883463076	GDI2	10	5855170
cg03157806	0.421174097198102	TMEM185A	X	148713279
cg03158400	0.261231485928764	FAM3B	21	42688886
cg03159329	0.0213727847448111	STK39	2	169103514
cg03159785	0.0135624922216049	SKIL	3	170075773
cg03159836	0.0253072070570097	ZFX	X	24168810
cg03160135	0.13987573052877	VGLL2	6	117586918
cg03160309	0.313590734178709	NA	NA	0
cg03160508	NA	RHOD	11	66823684
cg03160637	0.168559489000631	DAK;DDB1	11	61101089
cg03160740	0.121240051700862	VIPR1	3	42544400
cg03160815	0.487612981428961	NPB	17	79859830
cg03161112	NA	ZNF24	18	32924652
cg03161453	0.636159261206952	BCOR	X	39962049
cg03161839	NA	ARHGEF1	19	42387947
cg03163246	0.901576908437383	PPBPL2	4	74921023
cg03164831	0.24293944488989	BRWD3	X	80065461
cg03165378	0.52371946824349	S100A9	1	153329882
cg03165700	0.0327061156976092	ATM;NPAT	11	108093220
cg03166779	0.0219967642785453	ETV1	7	14029285
cg03167275	0.112591979351731	CXADR	21	18886093
cg03167339	NA	MICALL2	7	1498866
cg03167763	0.0452407380430393	UBXN10	1	20512397
cg03167883	0.846429245309288		8	49502967
cg03168296	0.0158299454965796	NOXA1;EXD3	9	140317011
cg03168582	0.0372803005134427	DMRT1	9	841850
cg03169180	0.738380312146463	NLGN2	17	7310347
cg03169527	0.508081377903839	C3orf31	3	11888582
cg03169715	0.0165757223439211	HAS3	16	69140794
cg03171924	0.837127127288302	RUNX3	1	25258332
cg03172991	NA	NFIX	19	13105728
cg03173722	0.348248554760708	RUFY3	4	71587640
cg03176585	0.01917568028758	MRPS35	12	27863646
cg03177025	0.0946267587142741	BRE;RBKS;LOC100302650	2	28112917
cg03177084	0.0258462924722586	PSME3	17	40985069
cg03179866	0.779851752731952	NA	NA	0
cg03184439	0.0263178697967006	ICT1	17	73008867
cg03184964	NA	SMARCC2	12	56584202
cg03188118	0.166815825790817	RGS6	14	72399809
cg03190825	0.366807857790255	CYP4F11	19	16045788
cg03192551	0.0729464402036577	SLC25A39	17	42403152
cg03192737	0.443236955870204	OSTN	3	190931199
cg03196745	0.0300769181708361	SART3;ISCU	12	108956112
cg03197524	NA	TNIP1	5	150460989
cg03198372	0.222925674702478	KREMEN1	22	29468588
cg03199651	0.108676031915217	MSX1	4	4862770
cg03201604	0.202036819425001	NAAA	4	76861293
cg03202897	0.501800365811662	FAM50B	6	3849688
cg03205208	0.0521688901739238	KIN;ATP5C1	10	7830848
cg03208093	NA	ZNF248	10	38147096
cg03209127	0.0283724929228682	B3GALNT2	1	235668099
cg03212129	0.0218801242837847	PDCD2L	19	34895470
cg03213216	0.0943237768414584	RTN2;FLJ40125	19	46001735
cg03214212	0.053582700292549	TSPAN13	7	16793334
cg03214697	0.171788656624437	SEC14L4	22	30901532
cg03217102	0.0291096944435531	NA	NA	0
cg03217964	0.0141544809967339	ZFP1	16	75182191
cg03218019	0.0168317289495653	DDOST	1	20987858
cg03218374	0.253681828122177	ANGPT4	20	896981
cg03218909	0.0831015945411048	HAPLN2	1	156589008
cg03221436	0.632055555500153	CCDC120	X	48916091
cg03221619	0.606563773864128	FCER2	19	7767348
cg03221676	0.00975679760717598	ZCCHC6	9	88969266
cg03221776	0.0272999810387603	MFSD3	8	145733971
cg03221914	0.718540988907134	HIST1H2AJ	6	27783331
cg03222066	0.610003178932201	ABCG4	11	119019384
cg03223878	0.0524927698601949	BHLHE40	3	5021310
cg03224418	0.56173125102624	SAMD10;PRPF6	20	62611858
cg03225779	0.223762879135455	NA	NA	0
cg03227078	0.0622795132711527	ZNF221	19	44455454
cg03229887	0.0192536341067802	EIF2B3	1	45452240
cg03231024	0.109559538472945	EFNA1	1	155100501
cg03234661	0.909315202471165	SLC10A1	14	70265290
cg03237153	0.658543777976858	NA	NA	0
cg03238797	0.0247117354401627	ADAMTS18	16	77468893
cg03240509	0.350863463744725	KCNA6	12	4918169
cg03240745	0.899054450345357	MEGF8	19	42841056
cg03241282	0.290763065637863	LOC348840	3	197807491
cg03242666	0.458567586631757	PMP22	17	15168570
cg03242880	0.92158641684567	BTG4;MIR34C;MIR34B	11	111382915
cg03243506	0.870561814886054	TMC2	20	2517231
cg03243700	0.0154042127365913	WDR5	9	137000940
cg03243895	0.0160325393801904	SPTAN1	9	131314908
cg03243946	0.110791558758128	LDHB	12	21811034
cg03245641	0.622397836903473	GPHA2	11	64703415
cg03245962	0.03734901343969	XRN1	3	142167057
cg03247626	0.111807834761047	HINT3	6	126277793
cg03251079	0.0789213388391463	HMGA2;RPSAP52	12	66218285
cg03251249	0.0394469368347869	SIRT1	10	69645012
cg03251655	NA	SLFN12	17	33759512
cg03251857	0.760435390859297	PPAPDC3	9	134164580
cg03256955	0.0346900430024432	TGFBR2	3	30649017
cg03257423	0.191732427352301	ZFP112	19	44860820
cg03258472	0.450790608052325	CRB3	19	6463949
cg03259469	0.0352966173521438	SVIL	10	30025293
cg03260744	NA	TEKT2	1	36549062
cg03261004	0.0141019941810858	LOC100289341;MAN1B1	9	139981660
cg03262773	0.163682052199242	RAD54L	1	46712613
cg03262918	0.0207210882130209	BBX	3	107241738
cg03264209	0.489647791403442		16	3931885
cg03264414	0.851838272088074	PAEP	9	138453697
cg03266453	0.0777889449986526	EN1	2	119606055
cg03266904	0.0143021826852304	CNOT4	7	135194685
cg03270167	0.0965844638053026	RAMP1	2	238768916
cg03270204	NA	DDR1	6	30851638
cg03270376	0.0308398233436293	RNF25;STK36	2	219536588
cg03271651	0.0434504315699339	POGZ	1	151431849
cg03271907	0.972793492595159	MGMT	10	131412643
cg03272031	0.0177414968400479	LOH12CR1;LOH12CR2	12	12509922
cg03273615	0.334363940431811	RBM41	X	106362373
cg03274654	0.0263255387748582	KPNA3	13	50367395
cg03274876	0.0380259901007121	C4orf27	4	170679006
cg03275186	0.0331573120757033	COPS8	2	237994061
cg03276813	0.00724495321576481	SSFA2	2	182757157
cg03277051	0.0514477981804806	COL8A1;MIR548G	3	99356666
cg03277112	0.0268949904041092	MED23	6	131949711
cg03278643	0.583242412013888	EVC2	4	5710767
cg03278960	0.0147405741292938	C16orf57;ZNF319	16	58035186
cg03279443	0.022114480474221	VDAC2	10	76971052
cg03283421	0.854592957459262	FAM24B	10	124610984
cg03283569	0.050608459895609	RABEPK	9	127963181
cg03283694	NA	SIGLEC11	19	50464713
cg03283842	0.0403744937179681	FKBP7;PLEKHA3;MIR548N	2	179343803
cg03285457	0.0279081748082772	LBX1;FLJ41350	10	102988529
cg03286783	0.0256243785925923	CASC4	15	44580973
cg03287877	0.800979792777339	NMT1;DCAKD	17	43139826
cg03289369	0.0198121628541769	AASDH	4	57253815
cg03289872	0.0263348022724843	ZNF667	19	56989102
cg03290040	0.0107596591551307	CHCHD10	22	24110355
cg03291145	0.897780922216163	NA	NA	0
cg03292149	0.820173080652346	CBLC	19	45279765
cg03292388	0.12565251219169	CPZ	4	8594514
cg03293770	0.0444258159979726	SDHAF2;CPSF7	11	61197075
cg03293882	0.0591916205630325	ZNF614	19	52531438
cg03294491	0.108477013412196	SMAD2	18	45458243
cg03294557	NA	SERPINB4	18	61312477
cg03294619	0.0148630498913541	NKX2-5	5	172661803
cg03296929	0.237473648545177	NA	NA	0
cg03297731	NA	GDPD3;LOC100271831	16	30124293
cg03298413	0.0470837345825376	ATF6B	6	32095941
cg03301801	0.866255785423329	FNDC7	1	109264283
cg03302287	0.0191699467223536	PKP2	12	33049650
cg03305230	0.0412319356257374	RAI1	17	17585338
cg03308985	0.0250028303215663	DGCR6L	22	20307724
cg03309050	0.0576802197072122	ZNF688	16	30583736
cg03309721	0.0177697329917057	PLEKHJ1;SF3A2	19	2236316
cg03309967	0.666520867127819	U2AF1L4;PSENEN	19	36235184
cg03310453	0.0189162704149699	PPP1CC	12	111180513
cg03310469	0.0345064190211729	SIX2	2	45236672
cg03311036	0.0248109556940465	CASP2	7	142985443
cg03311899	0.954102958260486	NA	NA	0
cg03312124	0.0117962544722607	RFFL	17	33416003
cg03312426	0.045040717784334	RRAS	19	50143795
cg03312532	0.818713050122857	C15orf42	15	90166033
cg03312792	NA	SEMG2	20	43849759
cg03316864	0.186238425382793	B3GNT3	19	17906309
cg03317245	0.809073050122583	P2RX5	17	3600514
cg03320844	0.832841785733766	GJA1	6	121756839
cg03322129	0.0382115734208137	UBE2J2	1	1209673
cg03322749	0.0503443996761625	RBM18;MRRF	9	125026979
cg03327494	0.917201924963132	ZDHHC19	3	195938048
cg03328750	0.0347290079057211	ARHGAP26	5	142150401
cg03328804	0.112552776047551	UVRAG	11	75526289
cg03329165	0.0290216671355595	CD200	3	112052218
cg03329572	NA	FCRL5	1	157523253
cg03330058	0.493463510664335	ABTB1	3	127392403
cg03330516	0.821835164213397	SRMS	20	62178744
cg03330678	0.572713665599813	SEPT9	17	75316233
cg03332113	0.016020205840578	RAI14	5	34656078
cg03332271	0.35694422415907	MST1R	3	49941151
cg03332970	0.0384970498608896	ESAM	11	124632552
cg03334529	0.0477204704355602	NA	NA	0
cg03336167	NA	SLC22A18	11	2930995
cg03338064	0.807375463071913	NA	NA	0
cg03338189	0.0472054804539407	NA	NA	0
cg03338959	0.0507242004381413	NAMPT	7	105926305
cg03340261	0.0342158586320278	HBS1L	6	135375900
cg03340878	0.812766757976864	OR2B6	6	27925166
cg03343942	0.665120950369754	SLC39A5	12	56625109
cg03347966	0.0266294090371461	GPR172A;FBXL6	8	145582459
cg03349251	NA	MAK	6	10832472
cg03349935	0.365928202608393	RASL12	15	65361335
cg03349953	0.181165391376352	PCDHB5	5	140515207
cg03352153	0.957269605355835	LGSN	6	64030429
cg03354519	0.018246865825969	ANXA5	4	122618501
cg03354772	NA	C10orf93	10	134756503
cg03355298	0.0169171906607673	B2M	15	45003704
cg03355526	0.190698366381788	ZNF454	5	178368415
cg03359285	0.0199836718310524	TOP2A	17	38573811
cg03359508	0.0146115211048304	ANXA11	10	81964782
cg03361068	0.0209163851867036	TRIM9	14	51561562
cg03362494	NA	ZDHHC19	3	195938668
cg03363175	0.0166518429291031	NLE1	17	33468875
cg03363283	0.869840993574711	NA	NA	0
cg03364504	NA		1	113393176
cg03364781	0.811552193991227	ALPK1	4	113298593
cg03365354	0.0165656832133628	MCAM	11	119187391
cg03365432	0.0352666380774243	FGFR1OP	6	167412981
cg03365437	0.2273091839375	ALDH1A2	15	58357874
cg03366382	0.912864553546947	INS;INS-IGF2	11	2182644
cg03366677	0.0073970215128469	C14orf4	14	77495018
cg03366896	0.010002382936991	ECHS1	10	135186866
cg03367667	0.0140378351114863	STOML2	9	35103545
cg03368758	0.701935274634446	LDB2	4	16900733
cg03369671	0.0123977930422797	ARMC9	2	232063176
cg03370542	0.0608157295332687	NA	NA	0
cg03371205	0.0291709596301099	LYPLA2	1	24117506
cg03371306	0.0218937240199111	FBXW7	4	153456039
cg03373080	0.0243512678242267	CCDC109A	10	74452380
cg03373442	0.139021198377167	HSPH1	13	31736396
cg03373857	0.0238866312730411	WBSCR16	7	74489715
cg03375002	NA	LAT2	7	73623876
cg03375833	0.613433251074602	TTLL3	3	9859360
cg03377682	0.0669022131684751	NA	NA	0
cg03379131	0.019509471153499	ADAM15	1	155024281
cg03380645	NA	SFTPB	2	85895048
cg03380773	0.0270492945455983	NKX6-3	8	41504331
cg03381111	0.714453170226629	SNORD116-1	15	25296571
cg03382304	0.0444070764270566	JAM2	21	27012176
cg03382346	0.851872803555814	ZNF611	19	53233245
cg03382564	0.0202714953520156	ZNF362	1	33722125
cg03382797	0.575953075905771	C9orf98;C9orf9	9	135755363
cg03383661	0.0333238041794457	TBCC	6	42714115
cg03384938	0.0182378428471205	CXXC4	4	105412832
cg03386140	0.0373204810821626	NA	NA	0
cg03386373	0.883901658820849	SPATA3	2	231860456
cg03386722	0.0484549406122906	FASN	17	80056517
cg03386869	0.958052766701344	ITGBL1	13	102104848
cg03386903	0.938874568761259	KCNAB3	17	7832479
cg03387497	0.85663442122556	BANF2	20	17680945
cg03387723	0.495903316051181	SCMH1	1	41708464
cg03388193	0.269421481441374	HPSE2	10	100996070
cg03389111	0.0582881459138028	KRR1	12	75905372
cg03389133	0.64744571419528	SSTR3	22	37608611
cg03389164	NA	ASB2	14	94423872
cg03390211	0.0645743298285587	RGS11	16	325826
cg03391040	0.0146835714939795	ZNF420	19	37569273
cg03391568	0.671922001584273	PTH1R	3	46918266
cg03392046	0.0735508218621811	CCDC75;HEATR5B	2	37311658
cg03395546	0.31039801609973	ADCK4;ITPKC	19	41222599
cg03395898	0.135859741902722	TGFB3	14	76448011
cg03396229	0.0436501010067104	COL22A1	8	139926571
cg03399459	0.891586966892028	NA	NA	0
cg03399971	0.920251630421766	INHBC	12	57828847
cg03400060	0.377658437610164	BHMT2;DMGDH	5	78365801
cg03401114	NA	BMP8B	1	40255440
cg03402775	0.0346310006437804	DZIP3;KIAA1524	3	108308147
cg03402876	0.0106243220331671	KCNF1	2	11051991
cg03403539	0.0163525858184205	NUPL2	7	23221679
cg03404502	0.837900385376165	GPR18;UBAC2	13	99911826
cg03405173	0.0358590262165735	ZNF441	19	11877721
cg03406535	0.391689544949049	RBP7	1	10056957
cg03409548	0.0722643836567659	MOBKL2C	1	47082691
cg03410718	0.933569178644493		19	647423
cg03411288	0.0469606465758367	C10orf47	10	11865805
cg03414321	0.064021518402173	HCK	20	30640022
cg03415518	0.871269279805103	RMST;MIR1251	12	97885729
cg03417317	0.0120804021560016	TMEM180	10	104221000
cg03417466	0.711983727297453	NA	NA	0
cg03418289	0.0160002507792613	LIX1L	1	145477137
cg03421300	0.730328776202384	SFN	1	27189787
cg03421687	0.00753885149671289	NA	NA	0
cg03422350	0.859857525443213	MOCS1	6	39895671
cg03423524	0.0100735230568138	FOSL1	11	65667924
cg03424436	0.0441036134412245	CEP250	20	34043664
cg03425110	0.0103777677060516	NEUROG3	10	71333037
cg03426225	0.94072898089242	FAM38B	18	10697032
cg03427564	0.0188235815326506	EP300	22	41489051
cg03427831	0.257283637072855	NA	NA	0
cg03428000	0.0306178397841804	MPHOSPH8	13	20207770
cg03429034	0.0342718672152855	ZKSCAN1	7	99613105
cg03429582	0.0584082727643771	RBM4	11	66406312
cg03430067	0.149934710250595	C19orf57;CC2D1A	19	14016927
cg03430998	0.214918427381538	NA	NA	0
cg03431064	0.0188537549909264	TUBB2C	9	140135566
cg03437318	0.0346520054518453	ERBB3	12	56474175
cg03438515	0.0293460372824341	SRGAP3	3	9291212
cg03438904	0.0204391161415999	LRCH3	3	197518158
cg03439703	0.285976744219645	PDE3B;PSMA1	11	14664991
cg03439805	0.0357282149453243	CORO1C	12	109124743
cg03440267	0.141844823204557	F13A1	6	6321061
cg03440846	0.603762135737495	NA	NA	0
cg03442064	0.116930345031895	FOXP4	6	41515050
cg03443922	0.0291421316473328	CBLL1	7	107384711
cg03445474	0.0366248845352849	CAPRIN1	11	34073002
cg03445896	0.488537641241759	LPAR4	X	78010565
cg03446863	0.0244172048778717	TFEB	6	41702426
cg03447931	0.0194261457857256	BMP6	6	7726645
cg03451296	0.00870425651139075	CRIP2	14	105940391
cg03453449	0.876692881365651	USP44	12	95945120
cg03454353	0.309965685274562	ZFP37	9	115819364
cg03455024	0.929019977951829	SLC12A3	16	56899183
cg03455458	0.0473819583160722	VASH2	1	213124545
cg03455762	NA	XPNPEP2	X	128873475
cg03455874	0.0295092778766417	BRI3BP	12	125478229
cg03458191	0.924253807821511	NA	NA	0
cg03459809	0.455837771672154	EPHX1	1	226013010
cg03460527	0.0521012131783473	F3	1	95008117
cg03460682	0.0942903651103478	CYP27A1	2	219646316
cg03461495	0.0124963591169956	ANKZF1;ATG9A	2	220094219
cg03462055	0.0334044866019791	TUBB2B	6	3227556
cg03464416	0.331284848002574	RPL10	X	153626979
cg03464655	0.280726386136716	SLC38A11	2	165811982
cg03464689	0.0306923321753545	NFKB1	4	103422429
cg03465320	NA	PSMB9;TAP1	6	32823078
cg03465847	0.00766305719130888	MED14	X	40594937
cg03468463	0.865730559894791	SERPINB12	18	61223564
cg03469054	0.202589986483323	TMEM132D	12	130387861
cg03469082	0.101472868423652	GABRG1	4	46126448
cg03469158	0.910252011265541	NA	NA	0
cg03473294	0.0107059177030543	TASP1	20	13619704
cg03473518	0.269628757691092	GJB6	13	20805656
cg03474731	0.0345832372870789	CHEK1	11	125495234
cg03475172	NA	USP6NL	10	11654177
cg03475420	0.017503629023293	RTN4R	22	20255667
cg03476195	0.128287181987745	ANK2	4	113970745
cg03476370	0.0926826977000701	NDUFC2	11	77791237
cg03478689	0.0192431468256102	EDIL3	5	83680717
cg03479797	0.048388544797386	ATF6B	6	32096154
cg03479974	0.0446506286488864	ANKRD16;FBXO18	10	5931970
cg03482087	0.0836199507083475	MFSD8;C4orf29	4	128886832
cg03483626	0.530174124961139	KCNA3	1	111218276
cg03483654	0.985977316667443	DAK;DDB1	11	61102074
cg03484533	NA	FABP3	1	31846491
cg03486540	0.0655848211426032	ZNF224	19	44598375
cg03490115	0.0301078246541245	INO80B	2	74681972
cg03490200	0.563566758756258	A2ML1	12	8975196
cg03491181	0.0862121446535777	FKBP3;FANCM	14	45605002
cg03491478	0.154387491308915	MAPK8IP1	11	45906914
cg03493069	NA	CYTH1	17	76778892
cg03494005	0.0126403998750618	FBXO24;LRCH4	7	100183994
cg03495868	0.0566551341204439	PTGFR	1	78956905
cg03496289	0.0270205885284107	CDKN2D	19	10680229
cg03496978	0.115619272610156	FBXO28	1	224302360
cg03498559	0.789980541527984	UGT2B4	4	70361062
cg03499052	0.014790519023629	FAM114A1;MIR574	4	38869262
cg03503295	0.908423732923899	DNAH5	5	13944491
cg03503905	0.0100654469608029	TAF4	20	60640758
cg03504078	0.50043119981797	PCDHB3	5	140480218
cg03504701	NA	CDH18	5	19980857
cg03506489	0.0618222090416823	KCNA4	11	30038788
cg03506684	0.0218348082661658	GYG2	X	2746697
cg03506799	0.0122669432829982	CHSY1	15	101792752
cg03509024	NA	VHL	3	10184013
cg03510310	0.909536489591583	HRASLS2	11	63331286
cg03513163	0.203297144207922	PCDHB1	5	140431149
cg03513363	0.152837060933674	TTLL9;DUSP15	20	30458745
cg03515901	0.799340748741924	TGIF2LY	Y	3447157
cg03517000	0.94893388478476	NA	NA	0
cg03518503	0.0193387363900043	PLEKHH3	17	40828905
cg03519303	NA	CCRN4L	4	139936796
cg03520136	NA	UPP2	2	158851300
cg03521113	0.0928420583824372	LRMP	12	25204672
cg03521347	0.0191283096609476	NUDCD3	7	44529975
cg03521600	0.0363042047407404	MTBP;MRPL13	8	121457500
cg03522063	0.0296049277105981	EMX2;EMX2OS	10	119302167
cg03522216	0.0264426280994897	GOLPH3	5	32174578
cg03522403	0.0267540461849409	STAU1	20	47805138
cg03522910	0.02352728165809	B4GALT3	1	161147597
cg03524308	0.0333703107458154	ZNF585A	19	37663414
cg03524627	NA	CDC25B	20	3776483
cg03528946	0.0602965796485201	SHB	9	38069800
cg03529436	0.0226284790325434	C5orf32	5	139554541
cg03530967	0.0682262621902442	ITGAV	2	187454299
cg03531512	0.0436568849063527	TFIP11	22	26908677
cg03532005	0.192069233023553	CCT6A;PSPH	7	56119028
cg03532114	0.0199253560284262	COMMD1	2	62132888
cg03532879	NA	ADIG	20	37209395
cg03532957	0.0229837615485353	CHSY1	15	101792098
cg03533058	0.794690532697864		12	52437571
cg03533811	0.985770305090363	NA	NA	0
cg03533858	0.706541466915302	MORN1;RER1	1	2324396
cg03534410	0.756097779653848	TMEM40	3	12801112
cg03535648	NA	PMCH	12	102592479
cg03536003	0.66421539197384	NA	NA	0
cg03536787	0.013598406729883	NSD1	5	176561447
cg03538345	0.0851505523387927	MTMR3	22	30279922
cg03538436	0.141388168613504	NOS1	12	117799370
cg03539474	0.0538781790481104	SLC25A12	2	172751088
cg03543403	0.00786274705331062	DIABLO	12	122710630
cg03543593	0.264495666221828	TNXB	6	32076417
cg03544320	0.443151092416537	CRMP1	4	5894691
cg03544379	0.817951779602402	OR7C2	19	15052824
cg03544525	0.06176176912533	PFKFB2	1	207226564
cg03545635	NA	CHST12	7	2471551
cg03547797	0.445379485629496	GAS2	11	22689644
cg03547924	0.577554352077863	GDF5	20	34025927
cg03548857	0.566198348140461	FFAR2	19	35940174
cg03549127	0.0832869143340499	GCA	2	163200582
cg03549571	0.271286524840679	DHH	12	49488198
cg03550002	0.0416627885689508	TTC37;ARSK	5	94890897
