Hybridization REF	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05
cg05529097	0.0623862416977862	FXR2;SHBG	17	7518511
cg05531055	0.0605645686569763	TOM1	22	35695625
cg05532892	0.0345150017741339	PDE3B;PSMA1	11	14666436
cg05535113	0.215396008826769	CHST4	16	71559579
cg05538387	0.019427855208995	POLL;RP11-529I10.4	10	103348072
cg05538432	0.596130479221721	C1S	12	7167751
cg05546038	0.954969728645612	NOL3	16	67207033
cg05546044	NA	MAPK1	22	22222597
cg05546383	0.958823603621895	OTUD4	4	146095813
cg05547500	0.89558555518717	TXNDC2	18	9885809
cg05547993	0.0280575196405483	VAC14	16	70835035
cg05552534	0.0256635444860723	ABCB10	1	229693713
cg05554718	NA	HIST1H1D	6	26235699
cg05554936	0.0106599042092327	RAB3D	19	11450261
cg05556020	0.882978434588328	REN	1	204135243
cg05556202	0.956289762144439	TM4SF19	3	196065106
cg05556210	0.0246412424909808	ZFHX3	16	73082405
cg05556717	0.678043117162112	CCL26	7	75419304
cg05558390	0.501826949279512	GNASAS;GNAS	20	57415377
cg05559445	0.586491353155934	CDKN1C	11	2907674
cg05562327	0.0752259144081294	CPEB2	4	15005910
cg05562817	0.0313132389736697	CLDND2	19	51871466
cg05564251	0.92341871022001	SP140	2	231090640
cg05564266	0.700175481755689	C6orf204	6	118973597
cg05564657	0.949600946004106	AADAC	3	151531375
cg05565537	0.929361284436836	GALNT6	12	51773409
cg05566397	0.024838089220242	MLL5;LOC100216545	7	104654900
cg05566965	0.0140471534229528	BID	22	18256588
cg05568762	0.0120044432446496	LCORL	4	18023126
cg05569220	0.303692768270631	LOC388428;AATK	17	79138873
cg05570980	0.144118100763081	C3orf52	3	111804983
cg05573563	0.678296048098874	TRAPPC2;OFD1	X	13751423
cg05575043	0.0215032987362978	ZNF394	7	99097635
cg05576974	0.0120418778044945	TROVE2;UCHL5	1	193028138
cg05577173	0.225180552534499	PAPD4	5	78908678
cg05585544	0.846786428375022		11	47624801
cg05587158	0.627319629931547	ARR3	X	69487748
cg05587474	0.182399001150919	NA	NA	0
cg05587736	NA	NUP93	16	56780751
cg05588972	0.0180155482384235	C1orf89	1	16563855
cg05589246	0.201039112497242	HOXC12	12	54348719
cg05590257	0.0313531384248891	PLD6	17	17109570
cg05590294	0.782613455254405	CD69	12	9913395
cg05590567	0.12418156703588	NA	NA	0
cg05590982	0.0796655832383649	NUPR1	16	28550171
cg05592398	0.422231817478662	LIMK1	7	73497778
cg05592434	0.257289305476981	NA	NA	0
cg05592527	0.274778157009147	ARMCX6	X	100872988
cg05593300	0.0576892257923646	NA	NA	0
cg05593325	NA	GALNT12	9	101569696
cg05593479	0.064372853013651	TIGD1;EIF4E2	2	233415006
cg05593780	0.0246437539180938	ACO2;PHF5A	22	41864983
cg05594230	0.389766135332094	INGX;BCYRN1	X	70712403
cg05595345	0.013660595677103	ARRDC4	15	98504173
cg05596294	0.183044091170448	LPPR4	1	99729757
cg05596756	0.664102060923634	FAM113B;LOC100233209	12	47610220
cg05598246	0.796797785022451	MOG	6	29624414
cg05600174	0.0660010601708088	NA	NA	0
cg05600717	0.177445295901859	DHRS12	13	52378744
cg05602212	0.0957192200949134	ZFYVE16	5	79703393
cg05602615	0.0109369148215504	SETD3;CCNK	14	99947482
cg05603623	0.0704826237975416	TIMM44	19	8008081
cg05604720	0.0286564596478441	RIPK2	8	90769698
cg05606799	0.365222356072296	KISS1	1	204165307
cg05607127	0.0245494831129521	KCNG3	2	42721581
cg05607401	0.652050486866745	GMFG	19	39826693
cg05607472	0.0422683568154612	CSNK1A1	5	148930374
cg05608188	0.0217434447801583	TMEM168	7	112430152
cg05610148	0.0277598347858117	C1orf93	1	2517425
cg05610379	0.00889688447707577	NSMCE4A	10	123734658
cg05612904	0.0606380802428721	DPH5	1	101491636
cg05615150	0.860607211565446	ARPP-21	3	35683815
cg05615487	0.879991095033695	ACR	22	51176407
cg05619712	0.746077349865067	CRYGC	2	208994720
cg05621401	0.0150212273588652	RET	10	43572065
cg05621759	NA	ZNF117	7	64452073
cg05624196	0.190376106603641	APOD	3	195310883
cg05624932	NA	CRISPLD1	8	75897310
cg05626013	0.474598998598814	CTNNA3;LRRTM3	10	68685252
cg05627103	0.0258171830802181	KIAA1984	9	139694135
cg05628549	0.270876843824721	PRKCDBP	11	6341895
cg05633152	0.913657970380398	SLC10A1	14	70263811
cg05636175	NA	TNFRSF10C	8	22960397
cg05637351	0.123967368387782	CDH7	18	63417669
cg05637892	0.0251896510978691	SCFD1	14	31091672
cg05641882	0.0119733357440784	CXCL3	4	74904583
cg05641961	0.0146492306628663	CIB1;C15orf58	15	90776927
cg05642698	0.0290568316496843	SEC63	6	108278844
cg05646865	0.967610780691395	SLFNL1	1	41486908
cg05647526	0.0224376651464613	CALU	7	128379677
cg05647859	0.115982002521146	LIN7A	12	81331718
cg05649009	0.855564854050164	CHRNA1	2	175629850
cg05650171	0.202333093756819	PFDN2;NIT1	1	161089102
cg05650565	0.0139118032792628	UBXN4	2	136499412
cg05650764	0.0129704161473901	SAPS3	11	68227812
cg05654163	0.481435597576279	SLC39A2	14	21467502
cg05654164	0.187735731043081	C1orf52	1	85725892
cg05655041	0.843551261554392	ASB11	X	15334253
cg05655556	0.0226909541855182	PSMD2	3	184016629
cg05656180	0.541678434407954	KCNQ1DN	11	2890258
cg05656364	0.0776643432406707	VAMP8	2	85804732
cg05657090	0.932368482479112	RNASEH2A	19	12917086
cg05657520	0.95668012706045	OPTC	1	203462521
cg05658858	0.0121413106105856	TUBGCP2;ZNF511	10	135121916
cg05659526	0.943907124378547	FCER1G	1	161184528
cg05659947	0.265134641715902	C4BPB	1	207262190
cg05660795	0.24686000000066	IGFBP1	7	45928003
cg05661333	0.0180077067201836	GABBR1	6	29600200
cg05661838	NA	MOS	8	57026568
cg05662500	0.0283015520419392	GPD1L	3	32147877
cg05663262	NA		1	43930279
cg05664072	0.192977114698859	PER2	2	239198294
cg05666713	0.87265984868045	IGFN1	1	201181883
cg05668720	0.0203940721392414	TUBE1;C6orf225	6	112408820
cg05668853	0.300443153848731	RAB34	17	27044169
cg05669100	0.0646394866417338	FAM103A1	15	83655128
cg05669210	0.0813264288491758	SLC12A9	7	100450634
cg05669980	0.0121755243970002	NA	NA	0
cg05670275	0.0135841834735975	TRIP12;FBXO36	2	230787279
cg05670348	0.0373469905231943	LARGE	22	34316316
cg05670408	0.0350971063117056	MAN1C1	1	25944102
cg05670596	0.572214452866271	CCRL2	3	46448496
cg05671018	0.738453036439355	LYSMD2	15	52030641
cg05671350	0.262821689279454	P4HA3	11	74022348
cg05672265	0.13454339690603	SLC20A1	2	113403002
cg05673087	0.0153119595512877	GEMIN8	X	14048156
cg05674036	0.896314965824637	OR3A3	17	3323791
cg05674199	0.161674578624771	AHCY	20	32891428
cg05674444	0.159497469956143	C21orf99	21	14414818
cg05674944	0.0938021919899298	SLC30A2	1	26372290
cg05675373	0.316591453533636	KCNC4	1	110754257
cg05676042	0.0232204960781649	NA	NA	0
cg05677402	0.0112156759249299	UBE2L6	11	57335051
cg05678175	0.0139060329425213	TRIM28	19	59056626
cg05678938	0.0111333176101329	USP13	3	179371510
cg05679521	0.0300495286861473	MAP2K3	17	21188468
cg05679613	0.890959161723027	MEPE	4	88754043
cg05680424	0.0369802534873256	BPGM	7	134331560
cg05681757	NA	FGD4	12	32655034
cg05684015	0.0158113229573837	DR1	1	93811877
cg05684195	0.852096659562111	CIDEC	3	9920572
cg05684891	0.0311516992428739	DAB2IP	9	124461171
cg05688084	0.0477159810223226	MRTO4;KIAA0090	1	19578805
cg05689121	0.0156394192920941	TNRC6A	16	24740934
cg05695927	0.0135525280245962	SPATA5L1	15	45694626
cg05696092	0.143186886239157	PRRG2;NOSIP	19	50084283
cg05697231	0.0269959585675058	PML	15	74286614
cg05697249	0.183606433058841	C11orf52	11	111789693
cg05697976	0.526687080727317	FAR2	12	29376483
cg05698069	0.405554127346219	PDLIM2	8	22436246
cg05698090	0.0886045322692068	CERK	22	47134664
cg05699592	0.0212041793694617	PRKAR2A	3	48885332
cg05699806	NA	ARSF	X	2984985
cg05700681	0.945859115739941	CCL22	16	57392764
cg05701114	0.156609917279418	NA	NA	0
cg05702633	0.0138875909665281	PPP1R15B	1	204381220
cg05702737	0.0866166362262997	WNT10A	2	219745297
cg05702774	NA	SUCNR1	3	151590098
cg05702952	0.0082731174036074	PDK1	2	173420889
cg05705366	0.04534349436064	SNX18	5	53813915
cg05705583	0.0739768741193247	CAMLG	5	134073432
cg05706061	0.121189107775065	SLC31A2	9	115912974
cg05709923	0.0186900611959042	SAMM50	22	44351079
cg05711886	0.663432139730195	MEG3	14	101292680
cg05714219	0.0152781887931181	GALNT14	2	31361104
cg05714479	0.0189153259227425	LATS2	13	21634945
cg05714729	0.891916097061477	GALNT1	18	33234096
cg05715287	0.0403696780676159	CDC40;WASF1	6	110501610
cg05715649	NA	SYT2	1	202680562
cg05717160	0.0207247274782901	USMG5;PDCD11	10	105156505
cg05718253	0.94183258742929	LOC55908;DOCK6	19	11347359
cg05718625	0.0310763018110456	TMEM85	15	34517320
cg05719902	0.555587721685009	SVOPL	7	138348774
cg05720937	0.0107091567163606	ACTR1B	2	98280362
cg05721199	0.772770648357847	SAMD7	3	169629136
cg05722552	0.0853532210454758	NLGN1	3	173116094
cg05722906	0.168645036766976	CYP4F12	19	15783791
cg05722918	0.018720737398067	SLC5A8	12	101603929
cg05723825	0.645118801788877	TEKT4	2	95537475
cg05724065	0.219163765647579	PHKG1	7	56160528
cg05725452	0.0136972503780442	SDF2L1	22	21996709
cg05726109	0.953419737454691	SEPT5;GP1BB	22	19709755
cg05727959	0.0314984756662776	C12orf48	12	102514075
cg05728656	0.0100622928175397	C6orf47	6	31628427
cg05729093	0.0406738348007611	IL4R	16	27324953
cg05730092	0.962067812274978	BEGAIN	14	101036470
cg05731779	0.965274982197968	NA	NA	0
cg05732130	0.0839529462677191	GINS3	16	58426207
cg05732530	0.0103577683665958	DUSP2	2	96811060
cg05739825	0.0121367235299099	EI24	11	125439882
cg05740244	NA	LDHC	11	18434015
cg05741384	0.0100071835360035	ODC1	2	10588838
cg05742308	0.0455011684670619	SEMA3A	7	83824384
cg05743054	0.0110973371747758	MLF1	3	158288903
cg05744229	0.65769863889464	MYH7	14	23904678
cg05745457	0.880604697830349	TKTL2	4	164394816
cg05745851	NA	CCDC62	12	123259105
cg05747424	0.0181401973610212	WDR89	14	64108561
cg05749161	0.0117681844041505	NA	NA	0
cg05749577	0.0159194465048564	KIF23	15	69706710
cg05749792	0.721696439835852	DGAT2L6	X	69397704
cg05750321	0.966781958095371	CGNL1	15	57668039
cg05751148	0.662147009048273	PTPRCAP	11	67204799
cg05751159	0.0150563641283663	TSGA14	7	130081017
cg05751979	0.068013721789832	TCEB1	8	74883978
cg05754589	0.0280339517485316	HNRPA1L-2;HNRNPA1;CBX5	12	54674412
cg05754631	0.038084177517159	GAB1	4	144258809
cg05755354	0.862262783954062	FRMD4A	10	14372596
cg05755779	0.942492556294525	COLEC10	8	120079625
cg05755837	0.170168236539962	PMPCB	7	102937659
cg05759269	0.0249742260052966	CDKN1A	6	36646253
cg05761032	0.0312672605742464	CCPG1	15	55700743
cg05761971	0.875173493389879	FAM82A1	2	38177677
cg05764061	0.0571448394335808	PPM1B	2	44395934
cg05764376	0.0170367118046779	LRRC49;THAP10	15	71184590
cg05764607	0.0164984882850452	GSTCD;INTS12	4	106630108
cg05766425	0.19006321546551	LUC7L3	17	48796751
cg05766474	0.984025439474414	NA	NA	0
cg05767404	0.857758326253959	C1orf150	1	247712591
cg05768141	0.437167642231955	KCNJ10	1	160039847
cg05769161	0.0814829989758118	B4GALNT3	12	568826
cg05769169	0.0181524893675405	EGLN3	14	34419832
cg05772663	0.226053455579294	HTR2C	X	113818412
cg05773628	0.0465258501643646	NCKAP1	2	183903770
cg05774801	0.1985284079949	SFRP2	4	154709756
cg05776763	0.0536800808744114	DLST	14	75348391
cg05777319	0.0399158501610035	ARL6	3	97483919
cg05778847	0.40429062389362	PPP1R14A	19	38746538
cg05779068	NA	OR2W1	6	29014046
cg05779272	0.505811654850734	B4GALT1	9	33168018
cg05780311	0.010484242755535	STAT5B	17	40428759
cg05780616	0.0201750007102941	SNRPF	12	96252764
cg05781767	NA	PODXL2	3	127347362
cg05782292	NA	SCT	11	628318
cg05782445	NA	KCNK3	2	26915207
cg05782975	0.549438118048557	NGFRAP1	X	102631408
cg05786601	0.540567040635034	AR	X	66764126
cg05786809	0.0231914987919193	CKB	14	103989478
cg05788437	0.0144805634266668	FYTTD1;KIAA0226	3	197476880
cg05788526	NA	MTMR2	11	95656876
cg05788638	0.901855865644752	SERPINA10	14	94759020
cg05790038	0.516677836405272	TRPV3	17	3461143
cg05790999	0.00941776443673274	HS1BP3	2	20850809
cg05793077	0.0107887327105402	GSN	9	124030744
cg05795157	0.0207450124991033	PIAS3	1	145576107
cg05795313	0.0478436126379982	ZNF641	12	48745136
cg05797656	0.208308402880749	DDX42;CCDC47	17	61851352
cg05798712	0.622918984844938	NA	NA	0
cg05798972	0.0463187456901672	MED1	17	37607105
cg05799317	0.908636291258372	C6orf118	6	165723796
cg05800321	0.925207033964401	LY6D	8	143867799
cg05801573	0.343656906792206	SLITRK4	X	142722740
cg05801648	0.050853419117728	SYK	9	93564456
cg05806233	0.0242558155812543	GNAI1	7	79763748
cg05807444	0.459211768178653	VPS28;NFKBIL2	8	145654635
cg05807768	0.0638532775606606	CAPZA1;ST7L	1	113162570
cg05807991	0.114624430300292	TRAM1L1	4	118006808
cg05810550	0.818138728291249	NA	NA	0
cg05812599	0.685604459241972	CLPB	11	72146256
cg05813084	0.0177507654441205	EFNA3	1	155051569
cg05813234	0.21584088212659	NA	NA	0
cg05815893	0.0251618916341251	C17orf80;FAM104A	17	71228832
cg05815906	0.0387480792061958	RAB33B	4	140374338
cg05817232	0.0591678064846799	MARK4	19	45755260
cg05819268	0.973810962530081	CACNG1	17	65040739
cg05820087	0.0688912869047277	ATP13A4	3	193272561
cg05822100	0.0483389278363925	CDH6	5	31194410
cg05822532	0.57125729247163	ELN	7	73442531
cg05823029	0.620259102208152	ATP4B	13	114312758
cg05824215	0.452460135936772	NA	NA	0
cg05824432	0.00856192301803351	DCI	16	2301222
cg05824484	0.0282743467331205	IL17RA	22	17565874
cg05824762	0.0216557038017552	ZER1	9	131533797
cg05825950	0.49618978062408	CR1	1	207669576
cg05826823	0.47950299675261	CIZ1;DNM1	9	130968072
cg05828624	0.884755157306204	REG1A	2	79347699
cg05829479	0.147894646833834	C6orf141	6	49518079
cg05830416	0.0324295207917963	C9orf100	9	35665010
cg05832051	0.0580842391767242	MYADM	19	54369469
cg05832487	0.0266550430896751	C16orf59	16	2509755
cg05835416	NA	CYP2C18	10	96442674
cg05836145	0.643962295604578	SP8	7	20827117
cg05837075	0.0114319028068685	ERO1L	14	53162160
cg05839235	0.0792806931605075	NPR3	5	32712237
cg05840031	0.349996559213931	PAX6	11	31832353
cg05840553	0.0208036371752631	RPL12;LRSAM1	9	130212635
cg05843340	0.0201204805692795		5	68628618
cg05843800	0.0336618297023002	SUMF1	3	4508875
cg05844583	0.0350608014330069	SLC19A3	2	228582789
cg05845178	0.0107962407965754	IL17RE;IL17RC	3	9957531
cg05845357	0.0221314376776721	CBY1;LOC646851	22	39052748
cg05845503	0.0215805981734716	NA	NA	0
cg05846716	0.154514008339746	PCSK2	20	17208109
cg05847038	0.489659858338931	ADAM7	8	24298771
cg05847778	0.0155996848328488	BBS5	2	170336167
cg05851042	0.924893316595255	ATP9A	20	50386166
cg05851163	0.0297176581627366	DSEL	18	65183566
cg05852416	0.0191585081563218	NFKBIA	14	35874177
cg05855071	0.0598889334934868	C15orf29	15	34501719
cg05856884	0.894841512328424	SMPX	X	21776372
cg05856931	0.291281342031344	MSI2	17	55333097
cg05857825	0.0328206644181242	MAPRE1	20	31408213
cg05859264	0.314608126213674	MAPK13	6	36097692
cg05859842	0.712498441949677	FRMPD2	10	49483356
cg05860890	0.308921325710401	KCNV1	8	110986870
cg05861567	0.46805757518571	MLC1	22	50523686
cg05861661	0.0379626477966859	FAM98B	15	38746192
cg05862431	0.0681828815552044	BUD13	11	116644198
cg05863612	0.849006946943204	DNMBP	10	101731833
cg05868316	0.00893312892158776	FBXW9	19	12807494
cg05868799	0.118714108643546	NCOA2	8	71316869
cg05869585	0.879619890054817	TMEM186;PMM2	16	8890233
cg05869964	0.947567733571366	C5orf13	5	111095756
cg05871136	0.0300845840133568	UNC5B	10	72971961
cg05871607	0.109078527796569	RPA2	1	28241317
cg05872485	0.0176376125589729	PTGES3	12	57081186
cg05873268	0.812206549984112	TPSAB1	16	1290058
cg05874450	0.115877799120694	POPDC3	6	105627246
cg05874478	0.237483336370113	RNF31;PSME2	14	24615768
cg05876083	0.0152274680222624	NUDT16L1	16	4743395
cg05876094	0.0667073439035965	CACYBP	1	174968893
cg05876918	0.0468156448909557	PIP4K2C	12	57985234
cg05877109	0.129052580847112	BCL2L2	14	23775794
cg05879334	0.0104054808239602	ACAT2	6	160183160
cg05879919	0.119593849528544	ANKRD9	14	102976503
cg05881135	0.143233397046387	SYNM	15	99644973
cg05881762	0.0684293035057061	UBE3A	15	25684849
cg05882522	0.0251156638338318	EHD3	2	31456789
cg05882691	0.110217557769853	HIST1H3H	6	27777739
cg05885123	0.0892604846210477	NA	NA	0
cg05885720	NA	EMP1	12	13348429
cg05886367	0.275626586414923	BTNL9	5	180467233
cg05886626	0.0489581312401872	THBS1	15	39873553
cg05887405	0.918400413260896	OSGIN1	16	83982436
cg05889321	0.0943189276566653	ALDH18A1	10	97416837
cg05890019	0.0333872481745426	WDFY3;C4orf12	4	85886830
cg05890484	0.825253145213654	BHMT	5	78407552
cg05890578	NA	PRKCE	2	45877647
cg05894797	0.0537470997999912	PSEN2	1	227058941
cg05895453	NA	KBTBD7	13	41768968
cg05896682	0.490428925109761	GALR1	18	74964030
cg05897048	0.388374496649259	NA	NA	0
cg05898102	0.0369406452380304	PCDHB10	5	140571959
cg05898356	0.135526129702534	NA	NA	0
cg05898524	0.0820489146418864	LMNA	1	156083276
cg05899618	0.126129198324596	GDF7	2	20865847
cg05902852	0.290032013175838	MAGI2	7	79082393
cg05903609	0.0322064762058251	PRPF8	17	1587888
cg05903630	0.0232682281410024	PTCD2;MRPS27	5	71616321
cg05905876	0.0195390434079518	SEC11A	15	85259824
cg05906362	0.422596940634858	ARHGAP4	X	153192754
cg05908775	0.0169166173593159	ZNF211	19	58144687
cg05909475	0.197735460096536	ETV3	1	157108803
cg05910970	0.884200130887564	CYP2A6	19	41355973
cg05911610	0.0239160375475319	MRPL3	3	131221850
cg05912121	0.765223966592551	TH	11	2193034
cg05915281	0.0106415352462011	IRF1	5	131826479
cg05916196	0.892363005468026	IL19	1	206972262
cg05916783	NA	GAN	16	81348309
cg05917963	0.0759066183540126	CHUK	10	101988539
cg05919661	0.0307415232230755	LMBR1L	12	49504308
cg05920090	0.086874042644259	HSPA1A;HSPA1L	6	31782873
cg05920720	0.755665036173796	NA	NA	0
cg05921207	0.335307454757193	CHRDL1	X	110038886
cg05921324	0.839273581422947	APOA4	11	116694114
cg05921581	0.886238756258846	KRT77	12	53098625
cg05921699	0.829590404021502	CD79A	19	42380725
cg05922057	0.0473045233736108	ZZEF1;CYB5D2	17	4047571
cg05922591	0.955407499446178	LILRB4	19	55174624
cg05922972	0.0269097980070516	TSPAN3	15	77362853
cg05923056	0.0443521997844384	FOXN3	14	89883246
cg05923103	0.0892927547308453	RNF11	1	51701583
cg05924191	0.814419706243087	ZNF770	15	35279830
cg05924583	0.0900518328584256	TP73	1	3569624
cg05927017	0.0403771157760021		18	60988155
cg05927159	0.0267571493981604	WDR1	4	10118984
cg05932408	0.0202559123096377	PTGIS	20	48184639
cg05932936	0.046428907794615	SERINC3	20	43151151
cg05934874	0.0389038150614231	VPS4B	18	61089154
cg05935584	0.564489531678681	HMGB3	X	150151823
cg05936800	0.72103943613786	TNFSF18	1	173020492
cg05937182	0.0146488029364791	ST7OT4;ST7OT1;ST7	7	116593656
cg05937237	0.899585732645146	NA	NA	0
cg05937453	0.580908614481666	SFRP5	10	99531765
cg05938285	0.0312349968931433	PIGZ	3	196695938
cg05938725	0.0138236087655393	NUAK2	1	205290905
cg05940463	0.0245125004609285	C1orf86	1	2126641
cg05940536	0.0401978901378721	ACVR1B	12	52344971
cg05941634	0.0398553854150643	CNNM3	2	97481230
cg05942574	0.0775039986524261	CACNA1G	17	48637104
cg05942970	0.900588333817423	JAKMIP3	10	133955527
cg05944800	0.0376726366532728	INSIG2	2	118845546
cg05945622	0.0224802098738043	YIF1A	11	66056944
cg05946081	0.0202143080431632	RBMXL1;CCBL2	1	89458035
cg05947740	0.486905598781978	PHYHIP	8	22089778
cg05948654	0.739381859887953	SLC17A2	6	25930507
cg05949173	0.826519399268263	IL1F10	2	113825882
cg05949660	0.574934849280502	MICAL1	6	109777642
cg05950276	0.826544747297082	TMTC4	13	101294310
cg05951646	0.119115003204279	NA	NA	0
cg05951993	0.0172283407799887	GYS1;RUVBL2	19	49496864
cg05953243	0.714002159224604	SLC5A12	11	26743425
cg05953394	0.0262959324874764	PRKAG2	7	151573773
cg05955224	0.0497356261650599	EID2	19	40030984
cg05955301	0.302724512476209	PRELP	1	203444536
cg05957518	0.135438659212424	PSMA3	14	58711500
cg05958352	0.844590711904849	RNASE1	14	21270924
cg05958582	0.667083376871201	PKD2L1	10	102090366
cg05958659	0.190589723719115	FAM174A	5	99870887
cg05959392	0.0271631330227603	C10orf32	10	104613928
cg05959508	0.877836340072827	TRAF3IP3	1	209929512
cg05960024	0.930899613580242	CLOCK	4	56376020
cg05960806	NA	CLNS1A	11	77348884
cg05961212	NA	ADPRH	3	119298195
cg05961595	0.411795029181939	APEX2	X	55026485
cg05961827	0.943210261728366	UGT1A10;UGT1A7;UGT1A9;UGT1A8	2	234589810
cg05964373	0.0316686607895385	TEX9	15	56657478
cg05965188	0.688707514594338	RRP1B;HSF2BP	21	45078342
cg05965402	0.0508228043310647	PI4K2B	4	25235416
cg05968233	0.130954118325895	ALKBH7	19	6372277
cg05969697	NA	BICD2	9	95527975
cg05970437	0.0236064099559971	KLF16	19	1864622
cg05970790	0.0688975825546131	NFATC1	18	77156689
cg05973262	0.604957548919051	NOTCH4	6	32191895
cg05976074	0.523404277099619	SLC7A10	19	33716273
cg05976325	NA		22	36030660
cg05978187	0.0166055108501462	ERH;SLC39A9	14	69864930
cg05982504	0.773398295721527	IGFALS	16	1844962
cg05983247	0.00552401206662205	SLTM	15	59225658
cg05985767	0.889294518960775	ANPEP	15	90349511
cg05986149	0.176514005497127	BRIP1	17	59941055
cg05988645	NA	C16orf68	16	8715306
cg05989054	0.188762733794739	GAMT	19	1402626
cg05989429	0.063131924860705	ABCA7	19	1041026
cg05990214	0.0426219028525008	RPL18;SPHK2	19	49122326
cg05992340	0.91320676287334	PDE4D	5	58882243
cg05995267	0.0299116384370526	PRRT2	16	29822529
cg05996042	NA	RUNX2;SUPT3H	6	45295718
cg05996238	0.867468898622066	PAGE2	X	55115370
cg05997860	0.761540651701107	NA	NA	0
cg05998244	0.794936233829081	LONRF2	2	100925657
