Hybridization REF	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05
cg03699904	0.723836916078134	SLC2A2	3	170746029
cg03700218	0.0117225742664419	SPSB3;NUBP2	16	1832709
cg03700308	0.0170578825136526	MOCS3;DPM1	20	49575492
cg03700462	0.581516702520094	HOXA1	7	27135684
cg03701222	0.0104896277590556	RAB40C	16	639209
cg03702236	0.11371943139617	SEMA5A	5	9546755
cg03703325	0.016132359881051	HEMK1	3	50606864
cg03704024	0.819008459335626	TMCC1	3	129598923
cg03704031	0.577848469462998	INGX;BCYRN1	X	70712215
cg03704393	NA	ZNF169	9	97042001
cg03704653	0.748454457106774	FAM9A	X	8769344
cg03705396	0.0140148893628088	MAP6D1	3	183543680
cg03707950	NA	FAM114A2;MFAP3	5	153417076
cg03708463	0.0167645244806851	RNASEH1	2	3606331
cg03712038	0.00867599820823311	ZNF160	19	53607021
cg03712237	0.349709165075709	NA	NA	0
cg03712239	0.0278873028663831	ZNF25	10	38265764
cg03712708	0.0294616329165509	CKS2	9	91925885
cg03712843	NA	STOML3	13	39565534
cg03713346	0.0120640639430207	CPNE2	16	57126807
cg03714397	0.784005220600099	NA	NA	0
cg03714916	NA	CDKN1A	6	36645886
cg03716937	0.865545156388297	ADAM2	8	39695862
cg03716942	0.0278925964252139	GNB1	1	1821981
cg03716999	0.0285711488665256	RNF207	1	6265802
cg03717979	0.0148461997119288	MSX1	4	4862184
cg03718026	0.0315185331054096	NA	NA	0
cg03718539	0.0149160600871726	NA	NA	0
cg03718677	0.948552849274595	TMOD4	1	151148266
cg03721967	0.910257113227199	GRTP1	13	114009720
cg03723845	0.953936277837109	BTNL8	5	180326186
cg03724445	0.0244125088181551	PRKRA;DFNB59;MIR548N	2	179316085
cg03724463	0.100442221610896	CCK	3	42306524
cg03724882	0.02405518174493	CDKN3	14	54864244
cg03727165	0.4469707362067	NA	NA	0
cg03729431	0.0113066501381226	ADORA2B	17	15848264
cg03731616	NA	MYLK	3	123603618
cg03731898	0.823755316020227	CPO	2	207804081
cg03732056	0.214946038973293	DOK2	8	21771059
cg03732295	0.0230983101839047	IMPAD1	8	57906837
cg03732545	0.371689252402133	CNTN2	1	205012130
cg03733371	0.087347531783553	NA	NA	0
cg03734660	0.00990279348796799	CRABP2	1	156675322
cg03734783	0.883979051102811	ACCN3	7	150745709
cg03734874	0.56546704839844	TMEM179	14	105071382
cg03735049	0.0531897164597771	TSR2	X	54466618
cg03737135	0.0231548466549334	HSPA14;CDNF	10	14879645
cg03738331	0.0145662050335248	HTT	4	3076305
cg03738959	0.0162626110146772	MCART1	9	37904295
cg03740216	0.101812733906018	ICAM4	19	10397561
cg03740984	0.0237846549463748	NA	NA	0
cg03741352	0.34221026500083	NA	NA	0
cg03742003	0.209256960296028	SLIT2	4	20255264
cg03742214	0.014056848383211	CRY1	12	107487383
cg03742272	0.820429285591214	ALOX12B	17	7990705
cg03743584	0.531337955668688	PRAP1	10	135160908
cg03746685	NA	TMEM126B	11	85340088
cg03747695	0.0448439723857996	ZNF227	19	44716642
cg03750407	0.04799040062666	RAD9A	11	67159770
cg03750606	0.025213946213298	ESRRG	1	217262978
cg03751414	0.0394354480679719	NA	NA	0
cg03751799	0.0230688436980113	NA	NA	0
cg03751813	0.0126840476340742	ZNF585B	19	37701393
cg03752087	0.939331897635368	CASP14	19	15163470
cg03752628	0.115521463035703	PTGFRN	1	117453510
cg03752689	0.0221843586673573	C1orf74	1	209958185
cg03752885	0.268912605367466	DAPK3	19	3969736
cg03754063	NA	KEAP1	19	10615199
cg03755123	0.753009018327563	UTF1	10	135043508
cg03756121	0.0465286558696119	ARFIP2;FXC1	11	6502436
cg03759077	0.0213119807132057	ARL6IP6	2	153575599
cg03760483	0.846620992322511	ALOX12	17	6899297
cg03760705	0.0690352883732109	NA	NA	0
cg03761560	0.0122828393269476	DNAJB12	10	74114860
cg03762535	0.501372440527253	HAO2	1	119911480
cg03763616	0.0438783356490248	SPIB	19	50921997
cg03764161	NA	FAM111A	11	58912327
cg03764352	0.0162281659624681	ETNK1	12	22777989
cg03764506	0.0171769498211788	ESRRA;C11orf20	11	64072089
cg03764585	0.0354554056716585	FMOD	1	203320223
cg03766965	0.728915772433898	SRCAP	16	30718443
cg03766998	NA	AFG3L2	18	12378044
cg03770147	0.0127706632370229	KLF7	2	208029836
cg03770548	0.546821646412535	CDH24	14	23525040
cg03771255	0.0323129112906792	RPS3A	4	152020940
cg03773789	0.0382759338567952	GLI4	8	144348945
cg03774732	0.0100469999166577	MED29;PAF1	19	39882194
cg03775123	NA	ANKDD1A	15	65214075
cg03775246	0.787779925655036	C5orf13	5	111095049
cg03775422	0.0157654869619597	VSTM2A	7	54610192
cg03776060	0.0465522784842312	AIF1L	9	133972575
cg03776464	0.0145651532389619	EPHA4	2	222436947
cg03776551	0.0180466591772664	ZNF396	18	32956850
cg03776850	NA	TPSD1	16	1306872
cg03777405	0.0266367858495543	NFE2L1	17	46125833
cg03777459	0.0706647130255265	GATA5	20	61051802
cg03780486	0.147057662273992	OR6A2	11	6817280
cg03780733	0.0931732265151451	PCDHB7	5	140552369
cg03782453	0.194428476683286	CCDC96;TADA2B	4	7043935
cg03782727	0.928058835449582	FFAR1	19	35842586
cg03785807	0.0277998107178086	GBE1	3	81811053
cg03786772	0.0415977222059408	NA	NA	0
cg03787486	NA	ADH5	4	100009490
cg03788666	0.0460446098799722	MFAP1	15	44116829
cg03789934	NA	NLRP11	19	56342665
cg03790207	0.00966374001903947	PEX6	6	42947109
cg03790787	0.0696576636215067	NA	NA	0
cg03791917	0.437718716392844	BTK	X	100641287
cg03792199	0.0219269493558274	HIBADH	7	27702785
cg03792653	0.0240526998097809	RPRD1B;KIAA0406	20	36661448
cg03793131	0.0224187450690131	ELOVL1	1	43833547
cg03793778	0.608892713532393	LGALS7	19	39264720
cg03794550	0.0166663526017779	FANCF	11	22646597
cg03799530	0.0285324832594046	SH2B3	12	111843215
cg03801144	0.0145020821736493	PPP6C	9	127951957
cg03801286	NA	KCNE1	21	35884508
cg03802191	0.296840884101852	TARBP1	1	234615169
cg03802231	0.0523607560666189	FNTA	8	42911648
cg03803009	0.438551664758368	GPR142	17	72363634
cg03803589	0.0157559029086277	STYX	14	53196609
cg03804500	0.944869645600173	ANAPC2;SSNA1	9	140081972
cg03804568	0.0167316701392189	CBX7	22	39548919
cg03804985	0.0384817659734879	SLC2A8	9	130159694
cg03805364	0.0154973410460829	PAFAH1B2	11	117015176
cg03805442	0.815334683123908	NA	NA	0
cg03805684	0.510102956818685	FEN1;C11orf10;MIR611	11	61561219
cg03807235	0.0134296180670093	PEX7	6	137144199
cg03807314	0.0153815083328295	MAP3K8	10	30722678
cg03808835	0.0462280147285133	PCDH15	10	56560945
cg03809891	0.016857250987674	ZNF442	19	12476514
cg03811411	0.780475562235021	SGCD	5	155753616
cg03811478	0.476090206940848	SOX14	3	137483696
cg03812067	0.0433991247959315	SERINC3	20	43150641
cg03812679	0.0241846466709023	CSF3	17	38170632
cg03813215	0.0270719842072536	BCL2	18	60986679
cg03813905	NA	TATDN1;NDUFB9	8	125551074
cg03814826	0.0179884065193586	C22orf24;YWHAH	22	32341378
cg03815350	0.743921622497363	ESPL1	12	53663042
cg03817621	0.307190854169625	A1CF	10	52645399
cg03818682	0.515116082574178		11	1213459
cg03819692	0.290731380574885	C16orf81	16	89225639
cg03820909	0.00749430836977572	C10orf137	10	127407979
cg03821311	0.503382674591558	HIST1H1B	6	27836018
cg03822011	0.0146305373408422	FANCF	11	22646721
cg03822159	NA	SETD8	12	123867383
cg03825921	NA	RAB4A	1	229407517
cg03826976	0.698921931239601	CYB5R2	11	7695433
cg03830408	0.0395649664809874	DCPS	11	126173650
cg03833068	NA	HIST1H2BN	6	27804958
cg03833566	0.0324165049919938	C3orf54	3	49841087
cg03833774	0.701800858332089	ZCCHC5	X	77914149
cg03835158	0.905691682112094	PCMTD1	8	52773607
cg03835292	NA	LGALS2	22	37976631
cg03835296	0.726167880594512	SLC17A1	6	25830922
cg03835332	0.0370768858840403	ELL3	15	44069518
cg03837750	0.2127332823015	LRRIQ3;TNNI3K;FPGT	1	74664160
cg03839341	0.0106255562206315	RAB10	2	26256490
cg03839972	0.0465871492224856	NA	NA	0
cg03840259	0.79067223850669	GRAP2	22	40297036
cg03841029	0.0494883771597202	MBD1	18	47807709
cg03842617	NA	NOS3	7	150688556
cg03843852	0.0158233615092307	PIGB	15	55611099
cg03843951	NA	DDC	7	50629634
cg03843978	0.766460286589512	MSX1	4	4864625
cg03845435	NA	C1orf162	1	112015443
cg03846288	0.0334477657237235	RNF111	15	59279849
cg03846767	0.895938350213129	TP73	1	3607292
cg03847636	0.0319034880911044	GRPEL1	4	7070632
cg03848145	0.030520075005035	C1orf52	1	85724702
cg03848555	0.0127186587162082	C9orf40	9	77567361
cg03848675	0.175156845858122	FOXF2	6	1389146
cg03849074	0.0281492415695003	ZKSCAN3;ZNF323	6	28317796
cg03851112	0.0247431831587272	NA	NA	0
cg03852144	0.614443535618203	GLRX	5	95159639
cg03852570	0.0673308638533478	PYROXD2	10	100175106
cg03853151	0.0098233498740495	OAT	10	126107487
cg03853987	0.0701840254336085	CHST10	2	101034279
cg03854071	0.632129946452128	TSSK6;NDUFA13	19	19626428
cg03855656	NA	SERHL	22	42896105
cg03856450	0.0183640650118789	SFXN5	2	73298881
cg03856723	0.120436579230269	PRKACA	19	14229466
cg03856786	0.0103588362506399	ZNF497	19	58874501
cg03856801	0.976093619302686	APOA1	11	116709138
cg03859282	NA	ANKS3;C16orf71	16	4783755
cg03860051	0.0184306698615781	IKZF5;ACADSB	10	124768608
cg03860400	0.208712644365572	BTBD10	11	13485289
cg03860466	0.0161804359556577	PRDX2	19	12912941
cg03860768	0.347489932719436	BLK	8	11351571
cg03860890	0.0565493151086238	EGFR	7	55086288
cg03861428	0.0104288677350488	SDHB	1	17380702
cg03862540	0.0185833370521255	PPP4R1	18	9614206
cg03862760	0.49580283315085	PSMG3;KIAA1908	7	1609483
cg03863149	0.0263829140440794	ZNF644	1	91487516
cg03863549	0.0184723364961294	NOL6;SUGT1P1	9	33474004
cg03866607	0.684178811008693	TBX4	17	59532826
cg03870261	0.257966836475268	LMNB2;TIMM13	19	2428514
cg03870862	NA	ZC3H3	8	144624225
cg03872267	0.0229481968224411	MRPL46;MRPS11	15	89011204
cg03872376	0.0985298025772025	ZP4;LOC100130331	1	238053828
cg03873930	0.93514535948715	ARFRP1;ZGPAT	20	62340664
cg03874127	0.894985079684633	NA	NA	0
cg03874199	0.761282755039869	HOXD12	2	176964456
cg03874886	0.0127730434729223	NA	NA	0
cg03875195	0.146164151966512	SLC30A3	2	27486363
cg03875678	0.47547668080859	GZMB	14	25103546
cg03876618	0.0776945876282248	IGFBP7	4	57976034
cg03876622	0.0997940822375834	CSDA	12	10876230
cg03877802	0.0162660846997815	PPP5C	19	46849936
cg03878377	0.0169365960532237	RSL24D1	15	55489120
cg03879294	0.0253320041048646	SFRS9;DYNLL1	12	120907770
cg03879730	0.583868315127482	NA	NA	0
cg03879902	0.0447094643657259	GIPR	19	46171872
cg03882305	0.698569536847821	NA	NA	0
cg03883348	0.0472203300318199	KLC3	19	45843826
cg03883519	0.0461567603072697	MFSD8;C4orf29	4	128886524
cg03884783	0.0161114950634213	ZNF569	19	37957997
cg03885639	0.820533517571747	PANX3	11	124481310
cg03886110	0.791132405143814	NA	NA	0
cg03886898	0.82536712997291	DIO1	1	54359132
cg03887534	0.0265331936126016	BCL2L13	22	18121194
cg03887787	NA	CTSW	11	65647532
cg03889226	0.307522203074947	OLIG3	6	137815333
cg03890877	0.0267630837091776	TWF2	3	52272690
cg03891191	0.507335118391735	NA	NA	0
cg03891319	0.0165952174616525	ACY1	3	52016838
cg03894103	0.849039467930128	PREPL	2	44586901
cg03897136	0.0256793245127996	HOOK1	1	60280322
cg03898365	0.0780942685177624	OR10A4	11	6897491
cg03900104	0.0193414049241581	CD3EAP;PPP1R13L	19	45909124
cg03900284	0.75037111747852	QRFP	9	133769695
cg03900542	0.0199192075700283	DEDD2	19	42721460
cg03902905	NA	SLC3A1	2	44502262
cg03905094	0.0170336685100719	DEPDC1B	5	59996421
cg03905144	0.905319688135276	MPDZ	9	13249504
cg03907174	0.568582413453959	RCN3	19	50030461
cg03907363	0.754313317791046	KLK1	19	51326682
cg03907454	0.0410986722954148	KIF2C	1	45205136
cg03908676	0.358662992541955	LYVE1	11	10590282
cg03909500	0.0176974597273189	RXFP3	5	33936597
cg03910901	NA	COPS6	7	99686330
cg03912013	0.019304565052945	SACM1L	3	45730489
cg03913271	0.079645859350324	MICALL1	22	38302504
cg03914397	0.627642180919853	NMUR2	5	151784441
cg03914452	NA	RBM33	7	155464145
cg03916421	0.681996509715269	SCLT1;C4orf33	4	130013461
cg03916787	0.0667039268889367	RPL35	9	127624708
cg03918304	0.83934589532656	HOXD10	2	176981654
cg03919644	0.0206035626257549	CEP97	3	101443603
cg03919781	0.114476314861422	EFHA2	8	16884225
cg03920233	0.013796689166212	DOC2A	16	30022699
cg03922337	0.138773573139074	RRAS2	11	14380918
cg03923277	0.287010908412018	TDG	12	104359732
cg03923464	0.0369480244331209	OGFOD2;ABCB9	12	123460173
cg03923934	0.466445526259501	OPCML	11	133402230
cg03924115	0.755050095488193	QRFP	9	133768966
cg03925809	0.0132319172627202	GTF2F1	19	6393419
cg03928182	0.111698313618415	PTPRR	12	71314662
cg03929796	0.548972013688583	ALAS1	3	52231840
cg03930357	0.0231028849675006	MBTPS1	16	84150069
cg03930474	0.0186716842875589	ING4	12	6772637
cg03930970	0.868213038955014	ZDHHC4	7	6618160
cg03931808	0.910902797815264	RLN3	19	14139099
cg03933322	0.0352248149932016	NA	NA	0
cg03934354	0.805166918506035	C1QTNF3	5	34043140
cg03936963	0.541541942019941	NA	NA	0
cg03938043	0.0477012576741281	INTS7;DTL	1	212207851
cg03939485	0.04374319622347	RGL2	6	33266076
cg03939688	0.0224945013007454	KLF4	9	110251706
cg03940103	0.0332968837500561	CYP2S1	19	41698823
cg03940966	0.0144530882589735	THEM4	1	151881785
cg03941108	0.265257641458879	C1QB	1	22985937
cg03942271	0.0195767898672157	AUH	9	94124362
cg03942436	0.0171333049985348	ZNF688	16	30583048
cg03943081	0.58835423708905	TCERG1L	10	133110646
cg03943509	0.948634785897193	PYGM	11	64529061
cg03944089	0.0465799242999606	SGK1	6	134497379
cg03945021	0.0966743354500941		16	24682074
cg03945800	0.0259753047762531	ADCY9	16	4165515
cg03947362	0.0198863682275002	C2orf60;C2orf47	2	200820154
cg03950009	0.0269344341306512	STX17	9	102669115
cg03950654	0.0109475663015069	ARRB2	17	4613328
cg03950669	0.0097743530468193	TIMM8B;SDHD	11	111957582
cg03952109	0.659053652545696	FAM172A	5	93409932
cg03954150	0.015626020943437	C18orf55;FBXO15	18	71815372
cg03954173	0.0272630404466624	CD97	19	14492176
cg03954587	0.123672789775315	UBB	17	16284508
cg03954858	0.119891034850466	FAM83F	22	40404957
cg03955296	0.0161788095211248	ETV3	1	157107917
cg03956267	0.0233486356434094	SMPD4;FAM128B	2	130939498
cg03956628	0.795485835203014	NA	NA	0
cg03957435	NA	ZNF157	X	47230278
cg03958344	0.0100433483941039	CNP	17	40118638
cg03958426	0.108266961686995	MAPKAPK2	1	206857947
cg03958979	0.347997890789829	NR2E1	6	108486387
cg03959079	0.521158608744986		X	30994266
cg03959219	0.0165357193602995	TSPYL4	6	116575135
cg03960217	0.632292014258886	LCE2C	1	152647777
cg03961189	0.0153612209408677	CTR9	11	10772649
cg03962522	0.856385728991756	SLC5A1	22	32439254
cg03963198	0.0211191523964747	IRX4	5	1882871
cg03963654	0.954873015339285	SCOC	4	141177084
cg03964111	0.582580449708661	TMEM176B;TMEM176A	7	150498493
cg03966406	0.0240145466447066	ITPR2	12	26985412
cg03966541	0.00924329007679299	PGGT1B	5	114598433
cg03969797	0.238117546294768	NA	NA	0
cg03969906	0.170998479214227	HIST1H4A	6	26021768
cg03969997	0.0164107512731512	WBSCR27	7	73256865
cg03970351	0.0132794327745807	TERF2	16	69420083
cg03970609	0.690774605233734	MUC7	4	71337664
cg03972838	NA	SMCR7L	22	39897580
cg03973663	0.0487176805296474	LYN	8	56791576
cg03975345	0.0130726402855043	C5orf36;ANKRD32	5	93954303
cg03975694	NA	ZNF540	19	38042472
cg03976567	0.0273376936313732	AKD1;FIG4	6	110012095
cg03977657	0.550573898510049	LAMB3	1	209825747
cg03977782	0.0163318940291569	SIDT1	3	113251680
cg03979162	0.0285565585638625	BCAS3	17	58754542
cg03980304	0.0224876238274159	IL4R	16	27325000
cg03984733	0.0192539130053449	HDHD3	9	116139085
cg03985136	0.0193825118376509	ULBP2	6	150262734
cg03985657	0.00971242343384916	NA	NA	0
cg03986640	0.751145935482263	MIP	12	56848355
cg03986968	0.0499555521533766	AVEN;CHRM5	15	34330894
cg03989322	0.0177357001094464	SLC30A5	5	68389537
cg03989569	0.0126763362685417	MEF2D	1	156471288
cg03990551	0.0133257450888354	BBS7	4	122791477
cg03991326	0.0686215838223037	RPL7	8	74205489
cg03991512	0.166730475979897	LDHD	16	75150456
cg03992069	0.177584832564857	ZMYM3;BCYRN1	X	70474783
cg03992230	0.0312078485358592	HNRNPH1	5	179050530
cg03993463	0.821221368002931	KCNJ15	21	39627271
cg03994908	0.0176504120713878	RNASEH1	2	3605817
cg03996465	0.0246672509695949	SUGT1	13	53226743
cg03996793	0.30585257550578	NA	NA	0
cg03996822	0.21926138565389	RASSF6	4	74486558
cg03998173	0.0238895235947999	RHEB	7	151217580
cg03998348	0.352893429113569	TMCO5A	15	38227285
cg03999420	0.0227207044151251	MYCBP2	13	77901358
cg04000821	NA	LAIR2	19	55014066
cg04001333	0.782187709374566	FLVCR2	14	76045348
cg04001668	0.444356559350102	GPR56	16	57654347
cg04001802	0.652136197387262	OLAH	10	15085279
cg04001842	0.0179813930730093	DUOXA2;DUOX2	15	45406939
cg04004861	0.0570951169221949	STAU2	8	74659081
cg04005032	NA	OSBPL10;ZNF860	3	32022767
cg04005701	NA	RPA1;SMYD4	17	1733641
cg04005707	0.0264546780674317	CWH43	4	48988321
cg04005725	0.0149974452754447	KLHDC8B	3	49208684
cg04006554	0.0159831327403563	ENPP5	6	46138530
cg04007936	0.915541991133209	CARHSP1	16	8954017
cg04008455	0.0895397738783629	NA	NA	0
cg04008843	NA	TTR	18	29170928
cg04008901	0.0267038853161051	CACNA2D1	7	82072779
cg04008913	0.172249571462436	SNRK	3	43327465
cg04009666	0.0410809234273971	POLG2	17	62493127
cg04010530	0.0205792511174667	NA	NA	0
cg04011402	0.703757142270673	NA	NA	0
cg04011872	0.0164910875393559	MRPL23	11	1968980
cg04014889	0.665959843659176	MAGEL2	15	23890593
cg04016326	0.606109983827277	GRIN2B	12	14132940
cg04017769	0.011744625999745	TACC1	8	38644939
cg04019407	0.327262952848102	NA	NA	0
cg04020816	0.0127846392535567	MAN2A1	5	109025456
cg04021421	0.950547900008571	FANCC	9	98080622
cg04025590	0.0197078474619866	CCDC21	1	26560450
cg04025889	0.0156627746455662	AHCY	20	32891089
cg04026012	0.0782902941617928	SYNCRIP	6	86354018
cg04028573	0.0129931275510523	NA	NA	0
cg04030848	0.271569692468855	GAL3ST1	22	30960881
cg04032226	0.775266530541833	PYY;NAGS	17	42082392
cg04032566	0.961012841662108	NSUN3;DHFRL1	3	93780446
cg04032871	0.0132973225185053	QPCTL;SNRPD2	19	46195965
cg04033650	0.0174955963072737	NSUN5	7	72722679
cg04033774	0.949097325056853	NA	NA	0
cg04034767	0.697462586454004	GRASP	12	52400907
cg04036714	0.0179015678810934	NAPEPLD	7	102789509
cg04036898	NA	POMGNT1	1	46664598
cg04037228	0.498905696030411	LIMD1	3	45636386
cg04037732	0.515509603537188	NLGN3	X	70364775
cg04037952	0.9836282723353	GPR148	2	131486950
cg04038932	0.0623905535351958	C9orf171	9	135286214
cg04039225	NA	SAMD7	3	169629516
cg04039397	0.254888474730398	CD96	3	111260783
cg04041960	0.0160528130961044	RGS10	10	121301765
cg04042106	NA	MUS81	11	65628736
cg04044561	0.0143140659963358	POP7	7	100303839
cg04044684	0.0187485250945268	CHFR	12	133464857
cg04047710	0.0205814267216596	C21orf66;C21orf49	21	34143336
cg04048218	0.0189500871313153	PPIH	1	43124122
cg04048249	0.620781749682884	APOC3	11	116700556
cg04048259	0.626965634125992	EDN3	20	57875346
cg04049033	0.565826848177743	RILP	17	1553661
cg04049800	0.0137509948845116	C1orf57	1	233086374
cg04051458	0.0185818741507518	THBS1	15	39873060
cg04052038	0.142088897330212	CLDN8	21	31588123
cg04053638	0.0168766581393239	SUCLG1	2	84686387
cg04055049	NA	GPR153	1	6321553
cg04056179	0.0578781243527368	MOBKL3	2	198380384
cg04057053	0.0179155473832304	WNT2B	1	113008926
cg04057106	0.910449845648803	KIF24	9	34263427
cg04057485	0.986268919131075	PTGIR	19	47127365
cg04057858	0.339906718047106	T-SP1	8	10383763
cg04058169	0.396731179214884	BUB3	10	124913438
cg04058675	0.728682575289578	HUWE1	X	53680779
cg04059714	0.0267580678386991	TCTN2	12	124155594
cg04059863	NA	ILDR1	3	121741630
cg04060163	0.0373127852043205	SEC14L1	17	75136271
cg04060275	0.015597314308217	DUSP1	5	172198791
cg04062391	0.399616801320079	ZNF560	19	9609204
cg04062907	0.0253774712767783	ANAPC7	12	110841545
cg04063348	0.314452501142478	IL17F	6	52109347
cg04065065	0.0831922356721774	PIGO	9	35096250
cg04066242	0.0194973887261708	BFAR	16	14727239
cg04070847	0.0794905358517719	CD200R1	3	112693867
cg04072323	0.552851548421608	SPHKAP	2	229046325
cg04076481	0.0646336050857821	KRI1	19	10676881
cg04078251	0.0208930308995158	KIF22	16	29802448
cg04078896	0.789271776285573	ZGPAT;ARFRP1	20	62338273
cg04080057	0.451431761388321	CACNG6	19	54495183
cg04081402	0.804007746187343	TCN2	22	31003587
cg04082985	0.022038057952334	LASS2	1	150946396
cg04084157	0.529840443266368	VGF	7	100809049
cg04084172	0.020776427231942	CCNG1	5	162864824
cg04086012	0.271281676054985	TRIML1	4	189060900
cg04086834	0.926461993026903	SMAP1	6	71377064
cg04087608	0.876207847007278	HSD3B2	1	119957969
cg04088433	0.532590491231759	DCN	12	91576441
cg04088650	NA	UCHL3	13	76123534
cg04089739	0.773879424916694	C3	19	6719980
cg04091078	0.756957595985874	SLCO1C1	12	20848285
cg04094160	0.0239217010185825	ZBTB5	9	37465712
cg04095468	0.0784105264587921	SECISBP2	9	91933906
cg04096365	0.0278368408502748	IFI30	19	18284450
cg04096767	0.830339845825078	WT1	11	32449450
cg04098585	0.215916038961054	CD28	2	204571215
cg04099420	NA	RIPK1	6	3076354
cg04099673	0.0268539566984225	WDR7	18	54318390
cg04101379	0.0254648335833411	DZIP1	13	96297197
cg04103317	NA	SUGT1P1;SPINK4	9	33240960
cg04103514	0.0600477401081148	EMR2	19	14889425
cg04106190	0.640144733105752	WNT16	7	120964168
cg04106641	0.0621825019757996	ORC4L	2	148779564
cg04106785	0.319873779967557	CDK5R1	17	30813145
cg04107037	0.0237855439519191	ATOH1	4	94750205
cg04108240	0.843721043168403	TRA2A	7	23572665
cg04108502	0.017884666819605	CDK2;SILV	12	56360908
cg04109220	0.0285142867309405	SPAG8	9	35812293
cg04109382	0.884778862031091	SYS1-DBNDD2;TP53TG5	20	44007107
cg04111761	0.218892379930325	CCR3	3	46282766
cg04112019	0.157701129531435	IGF2AS;INS-IGF2;IGF2	11	2165136
