Hybridization REF	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05
cg01982833	0.626642145483259	MED21	12	27174596
cg01985090	0.0143733069488577	RANBP1;TRMT2A	22	20104996
cg01985396	0.664259831170314	DAAM2	6	39760833
cg01985852	0.0481795386814761	CTU2;RNF166	16	88772985
cg01986577	0.284769197276315	ARNTL2	12	27485373
cg01987509	0.844282135614223	NA	NA	0
cg01988129	0.0855211173856591	ADHFE1	8	67344936
cg01989224	NA	NDN	15	23932758
cg01990225	0.0428721782051237	LMAN2L	2	97406019
cg01990304	0.0139665539739621	OPA3	19	46088010
cg01990334	0.0281705105052762	FOXJ3	1	42801334
cg01991150	0.910260229601821	CHRM4	11	46407677
cg01991383	0.0124019068776963	FOXRED1;SRPR	11	126139007
cg01992081	0.024104806855855	MMD	17	53498958
cg01993411	0.0309358249781776	PCIF1	20	44562842
cg01993576	0.116800938065678	SLC29A1	6	44187674
cg01994328	0.0105764963070897	MAP3K8	10	30723347
cg01994513	0.0145883997510254	BLM	15	91260603
cg01994779	0.0225208293250448	ZNRF1	16	75033384
cg01995513	0.0356119329489925	MPP6	7	24612568
cg01997480	0.0167736100203773	NA	NA	0
cg01997953	0.767587062695117	CXorf21	X	30595690
cg01998146	0.0654395689183567	PSIP1	9	15511358
cg01998682	0.0362669024522966	ZBTB2	6	151712546
cg01998785	NA	LPCAT2	16	55542709
cg01999333	0.896541429783118	CASP14	19	15162623
cg01999523	0.0818364560504305	CLASP2	3	33759896
cg01999787	NA	EXOSC8;ALG5	13	37573656
cg02000005	0.0257298468263471	NA	NA	0
cg02001410	0.0444200703003999	MAP1B	5	71403045
cg02002676	0.0371642003145252	NA	NA	0
cg02004156	0.404328470232474	TFE3	X	48900769
cg02005336	0.0289607888886048	MIR611;C11orf10;FEN1	11	61560123
cg02005375	0.0193044481314497	DDX18	2	118572176
cg02005755	0.967549829138136	SLC13A4	7	135412849
cg02007463	0.0309169716327777	ITGA7	12	56101543
cg02007844	0.012782112335908	KCNJ8	12	21927990
cg02008154	0.596430581056066	TBX20	7	35293537
cg02008169	0.0437649456115896	ZNF267	16	31885058
cg02008416	0.715695980880892	TMEM61	1	55445880
cg02008544	0.0170414337108765	TNFRSF10B	8	22926600
cg02009694	NA	FAM102A	9	130713760
cg02010852	0.297934168494542	CRB2	9	126118355
cg02014107	0.0339413769913536	DLX2	2	172967979
cg02016419	0.272684204156691	TEKT3	17	15245237
cg02017041	0.0573985099475996	SCN1B	19	35521054
cg02017109	0.186576874904901	WDR41	5	76788595
cg02017155	0.658678430751729	FFAR3	19	35849393
cg02018101	0.0174651127027841	SYNE2	14	64320521
cg02019333	0.495091695823393	UPK1B	3	118892215
cg02020018	NA	PRRG3	X	150866110
cg02021817	0.0447349301628513	RBL2	16	53468150
cg02022375	0.730273769509857	KRTAP1-1	17	39197721
cg02025407	0.0173159639961928	CRLS1	20	5986831
cg02026235	0.0254618963026383	RHBDL1	16	725862
cg02027010	0.0175717491774012	ALAD	9	116163386
cg02028524	NA	ATXN3	14	92573410
cg02029926	0.0331451025178388	CXCL1	4	74734874
cg02032115	0.0306724404052237	IGSF8	1	160069052
cg02032561	0.180559480255375	ZNF449;ZNF75D	X	134478461
cg02033116	0.0470752424602247	GPATCH1	19	33571857
cg02034222	0.897638433696726	DQX1	2	74753281
cg02037013	0.701818438789557	MC4R	18	58039530
cg02039053	0.77729696362301	NA	NA	0
cg02039171	0.818655051354347	CEBPE	14	23588162
cg02040734	0.0400826297215967	C10orf95	10	104210981
cg02043070	0.0259880136899382	ADSSL1	14	105190158
cg02043083	0.0099070541256717	PCMT1	6	150070997
cg02043477	0.860109235798306	NA	NA	0
cg02044161	NA	IL20RB	3	136675705
cg02044879	0.630149677213023	PLA2G12B	10	74714935
cg02045085	0.0159661943487424	MPP5	14	67708311
cg02046017	0.577020154878254	SHANK2	11	70707406
cg02046340	0.0206627621339247	RNF114	20	48552742
cg02046532	0.87070221898063	DEFB129	20	207858
cg02047577	0.0109716768015437	UCKL1AS;UCKL1	20	62587702
cg02049180	0.822997541806618	NTRK1;INSRR	1	156828202
cg02053171	0.013731471713178	WBSCR16	7	74489585
cg02055483	0.0920197502209446	NPAS4	11	66188019
cg02055963	0.321261866431095	CDX2	13	28543520
cg02056135	0.0393080429283651	SP110	2	231084523
cg02057157	NA	CNO	4	6717681
cg02058918	NA	GABBR2	9	101470884
cg02059813	0.986289834829171	HLTF	3	148805294
cg02060618	0.459567743578736	BMP15	X	50653733
cg02060698	0.0134590448252296	FOXO3	6	108881455
cg02060988	0.0139112134690219	LASP1	17	37025978
cg02061229	0.334785577481277	MMP10	11	102651208
cg02062650	0.113600500132939	HCFC1R1;THOC6	16	3074537
cg02064106	0.0567006837162336	C6orf118	6	165722858
cg02064402	0.647059592084372	SLC6A18	5	1225719
cg02065387	0.0819849119100385	GABRA1	5	161274307
cg02065795	0.0161258608182701	KIAA0101	15	64673455
cg02066681	0.86120554824245	COL18A1	21	46823800
cg02066887	0.0186500954423607	NA	NA	0
cg02067021	0.325401120914367	NA	NA	0
cg02068676	0.0240526093803673	COBRA1	9	140149483
cg02071074	0.392375821790119	ATP7B;ALG11	13	52585283
cg02071305	NA	VPS18	15	41185973
cg02071439	0.0139469790459141	C9orf163;SEC16A	9	139377021
cg02075593	0.873858123617844	GSTA3	6	52773711
cg02077702	0.736569057125529	ISLR	15	74465888
cg02077793	0.0674646689603808	CARM1	19	10983098
cg02078356	0.0475050791913911	TMEM39B	1	32538907
cg02082342	0.718278137794272	VSIG2	11	124622373
cg02082571	0.844172252824602	CLEC4A	12	8276718
cg02084087	0.642609293401791	TNFRSF25	1	6526049
cg02085507	0.602375567647659	TRIP10	19	6739192
cg02087637	0.177167947713064	NA	NA	0
cg02089348	0.366111539571974	TMEM129;TACC3	4	1724449
cg02090283	0.0171685796587895	NA	NA	0
cg02091100	0.760304925890093	GUCA1A	6	42123029
cg02092466	0.360715780093332	NTSR2	2	11810631
cg02092706	0.0179475358269325	NA	NA	0
cg02094237	0.0408881818144922	HIST4H4	12	14924136
cg02096520	0.494907651882233	FGF16	X	76709500
cg02096633	0.0204528813261593	UNC13B	9	35162499
cg02096656	0.171774214423356	C7orf55	7	139025181
cg02097420	0.913869224620596	HRG	3	186383874
cg02097636	0.011627183015369	PAFAH1B3;PRR19	19	42806344
cg02099418	0.632848239583427	CD28	2	204571146
cg02100629	0.0758567696351072	AIFM2	10	71892760
cg02100828	0.0122560614952197	PSME4	2	54198338
cg02100848	0.45307971812297	C3orf32	3	8693859
cg02101486	0.130582620645842	DLX5	7	96652245
cg02102644	0.0200499077848507	SYNRG	17	35969361
cg02103294	0.0314637229340895	SDCBP	8	59465971
cg02104644	0.0834179530788096	SYT7	11	61347820
cg02105034	0.0369740244191787	SMG7	1	183441865
cg02105377	0.0106332576930224	MAGI1	3	66024554
cg02105856	0.344259877111464	PIGR	1	207119784
cg02110963	NA	C6orf218	6	10434975
cg02111587	0.315964223453353	TACR1	2	75426512
cg02113971	0.0377867965366103	METT11D1	14	21457816
cg02114786	0.0741372402819167	PTTG1IP	21	46293672
cg02115041	0.158629533120369	NPBWR1	8	53852101
cg02117021	NA	OR2H1	6	29425960
cg02119229	0.0177919259352743	BCO2	11	112046248
cg02119982	0.837065216173189	NOD2	16	50731412
cg02121427	0.276466403395769	LRRC15	3	194091192
cg02121943	NA	TBX3	12	115121489
cg02123547	0.0212282208452531	PIM1	6	37137464
cg02124291	0.873153406255533	OR7A5	19	14939260
cg02125271	0.436783996975692	SNRPN;SNURF	15	25200406
cg02126424	0.945228782088088	CTRL	16	67965099
cg02126638	0.014663216966498	HAUS2;LRRC57	15	42840787
cg02126753	0.0660855777695353	AEBP1	7	44143998
cg02128567	0.018307301587126	KCNK5	6	39196998
cg02130905	0.68879296921025	STMN4	8	27116213
cg02131399	0.0154464052204188	LRP1	12	57521155
cg02131853	0.127116152362829	TMEM156	4	39034637
cg02131967	0.0161234576777827	ACE	17	61554106
cg02131995	0.740125635609248	HAMP	19	35772917
cg02132188	0.418951893427742	HMGN5	X	80377408
cg02136132	0.0344007845961104	KCNK13	14	90527891
cg02141570	0.633540863713243	LOC348840	3	197808633
cg02141675	NA	GALNT10	5	153569408
cg02142461	NA	ZNF509;LYAR	4	4293079
cg02144298	0.00846216791405586	CEBPA;LOC80054	19	33792681
cg02144933	0.0210619775520304	AOX1	2	201450690
cg02147791	0.179767546652659	SAP18	13	21714429
cg02148642	0.239296441718787	NA	NA	0
cg02148711	0.597048646408564	ATRX	X	77041559
cg02148834	0.894484299467788	NA	NA	0
cg02149446	0.54211671589964	C5AR1	19	47812519
cg02150709	0.0215494106211705	PPIH	1	43123922
cg02150910	0.813090157541224	GZMH	14	25079357
cg02151301	NA	HM13	20	30101785
cg02153528	0.0926481901829966	OBFC2B	12	56618648
cg02153871	0.0368087520616067	HARS2;HARS	5	140070879
cg02154074	NA	HTRA2;AUP1	2	74756234
cg02154186	0.0932772343350822	PNMA2	8	26371353
cg02154956	0.0114652365295123	PCCA	13	100741410
cg02157083	0.808797556470824	APOA5	11	116662800
cg02157306	0.0215997904498401	ELMOD2	4	141445059
cg02159896	0.0180958814566213	MPPE1	18	11908181
cg02160826	0.0159317550380104	MRPS16	10	75012589
cg02161046	0.0182409983368797	HIAT1	1	100503743
cg02161900	0.375125146969749	MKX	10	28035631
cg02162069	0.793254197618549	ZIM2;PEG3;MIMT1	19	57352134
cg02162412	0.0149044919679688	HMGCR	5	74632926
cg02162950	0.0187267505150657	DIS3;PIBF1	13	73355953
cg02163937	0.0277089001957531	FAM53B	10	126432368
cg02164046	0.702879751449239	SST	3	187388148
cg02164386	0.75061610492561	HIGD1B	17	42925536
cg02164442	0.721169707161031	ITGAD	16	31405101
cg02165720	0.539878042910338	NDUFB11;RBM10	X	47004051
cg02166313	NA	PAPOLA	14	96968050
cg02166532	0.22930911034074	INS-IGF2;IGF2	11	2159853
cg02168291	NA	CDH13	16	82671520
cg02169098	0.057259895041378	PPPDE2;XRCC6	22	42017294
cg02169430	0.0627988251288724	NA	NA	0
cg02169446	0.0159446568541157	MYO9A;SENP8	15	72410194
cg02170525	0.52396498668899	CD8A	2	87018382
cg02171008	0.0145722458799913	RPL27A	11	8703884
cg02171545	0.155410324701442	SNRPN	15	25093366
cg02173484	0.670647778990752	GJA5	1	147245168
cg02175035	0.0284999844118392	RAB40B	17	80656466
cg02175308	0.0744864537518039	SORT1	1	109941060
cg02178774	NA	LOC729991;RFXANK;LOC729991-MEF2B	19	19302803
cg02178898	0.0417621800443481	MTRF1	13	41837525
cg02181494	0.0179859382877672	ARSA	22	51066755
cg02181506	0.126461450960276	SERPINA1	14	94856984
cg02182354	NA	NEUROG2	4	113437522
cg02184413	0.466053503586559	VNN1	6	133035235
cg02186298	0.104026969462145	DPF2	11	65101602
cg02186948	NA	COMMD9	11	36310854
cg02186966	0.0206925951463988	BET1	7	93633904
cg02187357	NA	TBC1D22B;TMEM217	6	37224216
cg02187914	0.0960497522824523	NA	NA	0
cg02189785	0.169652939297677	CLIC3	9	139891008
cg02192520	0.448846733131601	RDH5	12	56114155
cg02192855	0.0343561881584926	HIST1H2BI	6	26273199
cg02192965	0.530122629286428	SLC3A1	2	44502740
cg02194211	0.8144592777523	FAM3D	3	58652346
cg02194878	0.0635180231284705	NA	NA	0
cg02196655	0.664637614095581	NOL10	2	10830764
cg02196730	0.135718505733275	MTHFS	15	80188777
cg02196805	0.712198998864023	CSF2	5	131409637
cg02197293	0.050008036293401	FBXO27	19	39523158
cg02198044	0.0284671546598227	NEDD4	15	56286336
cg02198582	0.921836576160784	TSC2	16	2099376
cg02200132	0.0195185822293137	EIF4A2;SNORD2	3	186501254
cg02200584	0.0242482063585617	PDGFC	4	157892546
cg02201963	0.0114341280912387	PSMG2;CEP76	18	12702795
cg02202484	NA	SPRR4	1	152942688
cg02204046	0.036548459262926	MYCN;MYCNOS	2	16080760
cg02205739	0.0272911173730222	PRRX2	9	132427570
cg02205962	0.679413389773852	BCAP31;ABCD1	X	152989807
cg02206259	0.0466274354067777	C1orf198	1	231003485
cg02207610	0.0307914259112736	PPP1R12C	19	55628570
cg02210123	0.0630199585694742	RHOJ	14	63670835
cg02210887	0.657516240166087	GUCY1A3	4	156586680
cg02212280	0.912561649867	MMP1	11	102670192
cg02212737	0.0189356661214771	EXOC7	17	74099749
cg02212836	0.623104944306129	LY86;LOC285780	6	6589075
cg02213716	0.0202501878502135	UBAC2	13	99853497
cg02214188	0.264160828518193	BDH2	4	104020949
cg02215538	0.021125825995345	ANKHD1;ANKHD1-EIF4EBP3	5	139782041
cg02216250	0.0224546714228239	OCLN	5	68788173
cg02217159	0.0519121652052553	KHDRBS2	6	62996697
cg02217814	0.509227970671875	FAM125A	19	17530319
cg02218214	0.886509067805599	DOCK7;ANGPTL3	1	63062489
cg02218260	0.899887827062405	GRM2	3	51742878
cg02218324	0.860004640161859	RSPH6A	19	46318439
cg02222362	0.611868942550863	PTPN20B;PTPN20A	10	48828109
cg02224164	0.493314484813538	MARS	12	57883315
cg02224920	NA	SDF4;B3GALT6	1	1166824
cg02225847	0.11145882047875	FAM65A	16	67563418
cg02226697	NA	SQLE	8	126010266
cg02226871	0.0154408926135691	VPS28	8	145653662
cg02226939	NA	BLMH	17	28619481
cg02227605	0.0419413572390791	ROPN1L	5	10441490
cg02228185	0.132219140650276	ASPA	17	3379567
cg02229516	0.0179212705595644	TRMT1	19	13227228
cg02229946	0.74986794600524	IL1F7	2	113669912
cg02232922	NA	SLC25A43	X	118532809
cg02233558	0.0594058028947945	SLC12A2;FLJ33630	5	127418922
cg02233559	0.0182221407579568	SLC46A3	13	29293325
cg02235880	0.109455480808182	FANCF	11	22647123
cg02237119	0.288184659527104	WBSCR27	7	73256414
cg02237186	0.0219750499364569	RRM2	2	10263043
cg02238504	NA	ZNF423	16	49861375
cg02238747	0.108985110835925	RRP12	10	99161279
cg02238826	0.0238305394095357	MCF2L2;B3GNT5	3	182971069
cg02239021	0.0205170013098388	CYB5RL;MRPL37	1	54665433
cg02239082	0.00928896423114093	CYTH2	19	48972844
cg02240226	0.010269883529409	STK16;GLB1L	2	220110027
cg02240622	0.761586671031894	PLCB2	15	40601467
cg02241259	0.89667215686071	NA	NA	0
cg02241586	0.0127765500047706	PIKFYVE	2	209131508
cg02244695	0.520311881126695	TMEM176B;TMEM176A	7	150497346
cg02245378	0.63656083482418	PAX3;CCDC140	2	223161771
cg02245418	NA	POLR3C;RNF115	1	145609675
cg02246665	NA	HCFC2	12	104458006
cg02246968	0.0180970599159505	UBAC2	13	99852859
cg02247582	0.0235578208911091	ZNF512	2	27806117
cg02248486	0.559270145571434	HOXA5	7	27183196
cg02248540	0.030150244129487	NA	NA	0
cg02250594	0.651894079687731	ONECUT2	18	55103353
cg02250787	0.0732424811315565	HTR2A	13	47470989
cg02250992	0.0120022396747882	SCARB1	12	125348168
cg02251134	NA	DOCK2	5	169063563
cg02252907	0.0165260312780063	AP3D1	19	2151887
cg02252918	0.0103223053230185	ZNF664;CCDC92	12	124458442
cg02254407	0.819167594046652	PLEKHB1	11	73357159
cg02254461	0.530030780237584	CSRNP1	3	39195904
cg02254649	0.014645257561723	ENAH	1	225840109
cg02255004	NA	GDEP	4	80748660
cg02255609	NA	TTC4	1	55181269
cg02255732	NA		11	31150189
cg02257405	0.51410466026142	ACSL6	5	131346985
cg02257681	0.0196123578143911	DDAH2	6	31698002
cg02259997	0.0228119267659547	FGF9	13	22245013
cg02260587	0.0890329772265566	PCDHB2	5	140474248
cg02261346	0.956942100738486	MPPED1	22	43898597
cg02264284	NA	HPRT1	X	133594951
cg02265318	0.0195584800644859	MOSC1	1	220960539
cg02266731	NA	CPM	12	69357333
cg02268424	0.0200778500650673	ZNF136	19	12274129
cg02269221	0.0168389445079412	TRAF4	17	27071208
cg02271621	0.0268600094306659	HCCA2;LOC338651;DUSP8	11	1592675
cg02273078	0.00849494682387066	USP14	18	158567
cg02273392	0.174666875803542	SERPINE1	7	100770414
cg02273788	0.572341265486862	PLXNB3	X	153029150
cg02274362	0.674463150535606	NA	NA	0
cg02275294	0.0207228386194793	SOAT1	1	179262462
cg02275359	NA	ZNF146	19	36719719
cg02275830	0.0131395261342795	PTGR2	14	74318774
cg02275989	0.0147361705391682	SMPDL3A	6	123110863
cg02276665	NA	CTNNA1	5	138088442
cg02276686	0.0281776564417554	PSMC1	14	90722856
cg02276793	0.0204752573637242	LOC100128164;SEC62	3	169685131
cg02277509	0.0193760973172785	KIAA0586;TIMM9	14	58893942
cg02278071	0.0219275096205428	DUSP18	22	31063986
cg02278165	0.0171261212416054	COX7A2L	2	42588618
cg02279071	0.0150684870728606	MLH1;EPM2AIP1	3	37034154
cg02280309	0.776791302787602	PKLR	1	155270960
cg02282237	0.0148351496298889	PRKCH	14	61788862
cg02283643	0.376451826637719	SULF1	8	70378740
cg02284188	0.441494522543976	NA	NA	0
cg02284889	0.0232193761819756	PPME1;C2CD3	11	73882276
cg02285477	0.02054441424326	POLR1D;LNX2	13	28196059
cg02286642	0.0477714797161117	ZNF254	19	24270073
cg02286990	0.0405456193903112	CCDC28B	1	32666098
cg02288165	NA	SIGLEC1	20	3687992
cg02290509	0.0168337937667665	TBL2	7	72992915
cg02292024	0.0223163876025651	TIMM10	11	57298349
cg02293044	0.121979113923906	GAS2L1	22	29703543
cg02296128	0.0156177955446814	GTF2F2	13	45694882
cg02298008	0.244879064536789	NA	NA	0
cg02298570	NA	ZNF555	19	2840764
cg02298612	0.83908859922868	CHST6	16	75528459
cg02299279	0.00987298553611071	UBL7	15	74753787
cg02299653	0.023540646887832	NA	NA	0
cg02300906	0.0237376902246275	FANCF	11	22647486
cg02301754	0.959016582278224	VPS72;TMOD4	1	151149370
cg02301815	0.955621190264091	KIAA1267	17	44249491
cg02303361	0.0179226408811495	AP2S1	19	47354240
cg02304930	0.0324531105047596	SERTAD4;C1orf133	1	210405566
cg02305261	0.339268456164177	KCNG1	20	49638967
cg02305723	0.561402700736199	SNRPN	15	25093456
cg02307482	0.0233422025454364	C12orf60;WBP11	12	14956006
cg02309273	0.665393826144964	INPP5B	1	38412744
cg02309431	0.900511392583883	BPIL3	20	31618931
cg02309594	0.755533933243032	HCRTR1	1	32084329
cg02310296	0.439481635209834	MMP9	20	44637358
cg02311163	0.60151264825493	SEMG2	20	43850511
cg02312170	0.0163481425685594	WDR11	10	122610835
cg02312751	NA	TSSC4	11	2422528
cg02314308	0.102281128090814	GLT25D2	1	184006972
cg02316718	0.0086559974002307	UBC	12	125399409
cg02317742	0.0350019687085137	ATOH8	2	85981021
cg02317907	0.570633043698362	DIRAS3	1	68515788
cg02318426	0.0199861254259705	NFKBIA	14	35873683
cg02318535	0.582102253753681	PPM1E	17	56832804
cg02320454	0.0235533338105333	GPR150	5	94956017
cg02321871	0.0313020778391452	RCBTB1	13	50159138
cg02322621	0.0313797706608924	ZBTB9	6	33422403
cg02322989	0.0334455770255437	LRP1B	2	142888598
cg02323334	0.0110351223142904	NCRNA00167;PRDM10	11	129872621
cg02324920	0.532316373841257	NEURL	10	105253152
cg02326006	0.0749102138831989	ARHGEF9	X	62974433
cg02326931	0.039793291489716	ALG5	13	37572901
cg02327719	0.263320999518537	C1orf135	1	26185386
cg02329886	0.890808870423755	HDC	15	50557917
cg02330106	0.55808183557759	MGMT	10	131264840
cg02331561	0.0410294207415597	ABCA17P;ABCA3	16	2391081
cg02332073	NA	TSGA13	7	130372419
cg02332492	0.860841403651655	C8G	9	139840678
cg02332525	0.688639168954279	GRM7	3	6903153
cg02332537	0.716296018806874	RTP3	3	46540019
cg02334775	0.190338670497967	ISG20	15	89182676
cg02335441	0.0131860100934879	NEK11;ASTE1	3	130745948
cg02335804	0.372797407030385	HNF1B	17	36105239
cg02336128	0.0109728237630916	DCK	4	71859030
cg02337166	0.0328549103999119	NR1D1	17	38257303
cg02337447	0.331926732888855	NA	NA	0
cg02342494	0.0339940427589532	C12orf72	12	31812046
cg02344078	0.0280422093259448	STK4	20	43595235
cg02344201	0.0189462301554288	ELL	19	18632488
cg02344238	0.0270536027342421	FRMD8	11	65153777
cg02345317	0.395651143803019	NLGN3	X	70364543
cg02347114	0.964082508587343	NA	NA	0
cg02347487	NA	NLRP14	11	7059103
cg02351381	0.733185581883654	MGC14436;C12orf34	12	110172346
cg02352653	0.0282392117324517	SMAD5;SMAD5OS	5	135469115
cg02357714	0.71082388080707	DOK3	5	176936563
cg02357725	0.0313903235131236	IMP3	15	75932598
cg02358761	0.037688348241235	STK17B	2	197036780
cg02358804	0.952021574496924	ZNF146	19	36719212
cg02360616	0.0147797731353618	FAM129A	1	184943055
cg02360776	0.0281028364177909	ZBTB3	11	62521582
cg02360836	0.0308240809586372	SMARCD2	17	61920188
cg02361363	0.0116219643400884	ST3GAL3	1	44173578
cg02361557	0.0470704037752811	NTNG1	1	107682963
cg02364038	0.0161855752523692	PTBP1	19	797109
cg02364642	0.318965210823245	GEFT	12	58005758
cg02366059	0.0955423386540391	C18orf45	18	21017616
cg02367472	0.0236436950477033	SLU7	5	159845898
cg02367951	0.411891361299164	NA	NA	0
cg02372712	0.231863817671288	ZNF467	7	149470295
cg02374486	0.773807669754689	PRF1	10	72362809
cg02376163	0.0391643976622141	FBXO38	5	147763224
cg02376703	0.0285656990589403	EPHA1	7	143106130
cg02377083	NA	CCBP2	3	42851019
cg02381948	0.938382936816254	MGMT	10	131355112
cg02382666	0.919048554955507	CALD1	7	134463454
cg02385474	0.853528175158776	PCNXL2	1	233394797
cg02385791	0.0302088182659104	ZNF570	19	37960542
cg02387613	0.0108060443090336	TOPBP1	3	133380479
cg02387679	0.0987187080430576	IQGAP2	5	75699865
cg02387854	0.0107608475985371	ANAPC11;THOC4	17	79849442
cg02388150	0.345357225868382	SFRP1	8	41165699
cg02391387	0.017703377661447	IMMP2L	7	111202222
cg02393447	NA	PIF1	15	65117607
cg02397514	0.0206748169604397	HES4	1	935139
cg02397720	0.116173245911164		2	238512407
cg02398725	0.0604766501362962	CREBZF	11	85376233
cg02399449	0.0691705389074607	CLDN12	7	90032850
cg02399455	0.468311892775957	SRI	7	87855714
cg02400248	0.0136858298253578	CDKN2B;CDKN2BAS	9	22009355
cg02401149	NA	CRYBB3	22	25595409
cg02401978	0.759833845171785	ZNF746	7	149195465
cg02403232	0.0347570280105379	GOLGA3	12	133405120
cg02404636	0.717907961508555	SFI1	22	31891804
cg02404843	0.0120414088973417	GPRIN1	5	176037404
cg02407785	0.0225173979862474	PCDH9	13	67804285
cg02409282	0.0329054557655041	NA	NA	0
cg02409351	0.499549757558879	ALX1	12	85674022
cg02412050	0.0305887295707206	MAPK14	6	35995429
cg02413850	0.404122875695454	SLC35C2	20	44993235
cg02415431	NA	IGLL1	22	23923255
cg02416716	0.0130292471463518	ZNF215	11	6948024
cg02417264	0.285316919176917	RAMP3	7	45197727
cg02417408	0.183210640486724	PPM1M	3	52280688
cg02420102	0.0267163421768563	C11orf65	11	108338162
cg02421543	0.0542170172658153	DR1	1	93810826
cg02422627	0.0425412102297362	MED30	8	118533004
cg02422694	0.40697775269248	HOXB4	17	46655790
cg02423618	0.381398333022298	SPATA8	15	97325725
cg02425732	0.0352168251931634	RRBP1	20	17662212
cg02426410	0.012964850805777	AASDH	4	57253603
cg02428100	0.0207216090024791	KEAP1	19	10614022
cg02430692	0.0390840111809054	PEX5L	3	179754239
cg02431687	NA	NAIF1	9	130828652
