Hybridization REF	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05
cg02630888	0.443352012445625	FBXL5	4	15657820
cg02631622	0.022704042609362	SIAH1	16	48418433
cg02631906	0.0339025659187338	PRDX1	1	45987864
cg02631957	0.0130847776123824	CSNK1G3	5	122847966
cg02632166	0.0107113835637675	NA	NA	0
cg02633817	0.162295264694241	FXYD3	19	35606732
cg02633838	NA	MRPS5	2	95787034
cg02635407	0.712225855078526	SH3TC1	4	8200549
cg02635865	0.0466735674242866	RAB22A;PPP4R1L	20	56885090
cg02639007	0.0371923421867809	CCDC41;LOC144486	12	94853345
cg02640558	0.0134909644228687	PPP3CC	8	22299141
cg02641095	0.0189777829311607	LSM11	5	157170413
cg02641560	0.0177078072706656	RCAN3	1	24828811
cg02641676	0.177475022341651	C8orf40;SLC20A2	8	42397764
cg02643667	0.348782898699831	TFF1	21	43786699
cg02644301	0.0116366944318642	TECR	19	14640456
cg02646854	0.0176508655243163	C11orf2	11	64863958
cg02647265	0.0998955651385515	CCDC92	12	124456164
cg02647545	0.0181050857016843	HIRIP3;INO80E	16	30007965
cg02648999	0.0166935831071436	TGFBRAP1	2	105946563
cg02649337	0.878603766060636	NA	NA	0
cg02649608	0.0347993337188238	ZBTB33	X	119384792
cg02654291	0.0638284233096822	C9orf64	9	86572014
cg02655204	0.608704623066776	NA	NA	0
cg02655623	0.638198637892569	C17orf85	17	3728468
cg02656594	NA	IL21R	16	27412496
cg02657360	0.157700818068475	H19	11	2020560
cg02657438	0.498571594020493	STON2	14	81864899
cg02657721	0.0423403876353835	NA	NA	0
cg02658214	0.18693795799384	SDR9C7	12	57327964
cg02658251	0.751746607105056	NA	NA	0
cg02659086	0.199638816674147	GSTP1	11	67350976
cg02659232	0.0737389351468035	DDX25;PUS3	11	125772925
cg02661879	0.0101686139112482	FLNC	7	128470614
cg02664205	0.955144947819345	PDE7B	6	136171652
cg02665570	0.0138506076294327	LYPLAL1	1	219347340
cg02668581	0.00956427405195364	MREG	2	216878340
cg02668729	0.00752045383856575	CTPS	1	41445680
cg02668984	0.0210402239583147	PDK2	17	48172022
cg02671171	0.389469096193267	RPH3AL	17	203087
cg02671806	0.034112696465421	CLPX	15	65477420
cg02672220	0.122903971050071	SIM2	21	38070588
cg02672493	0.626019091138355	TMEM22	3	136537709
cg02674804	0.238402990700822	REEP6	19	1492043
cg02675652	0.220255588323068	CSRNP2	12	51477739
cg02675896	0.0177281969866124	C5orf30	5	102594347
cg02676865	0.0179008866210195	MMS19;UBTD1	10	99259738
cg02677802	0.569396242489494	NA	NA	0
cg02678356	NA	ZXDA	X	57937004
cg02679745	0.660313964184109	C9orf139;FUT7	9	139927646
cg02681442	0.564883411620127	FOXG1	14	29236008
cg02682905	0.353595762590383	ZNF776	19	58262242
cg02683985	0.0218279417462842	PDGFA	7	559070
cg02686662	0.89903008149103	PPAP2C	19	292245
cg02686769	0.0140531956281518	TCP11L2	12	106695932
cg02688643	NA	MGST2	4	140585523
cg02689825	0.0325145619623884	CDS2;PCNA	20	5107135
cg02690554	0.0807871471796771	CITED1	X	71527606
cg02691091	0.903291837666601	SP2	17	45992811
cg02692952	0.0444055335068119	TRAF6	11	36531754
cg02693857	0.0176663682731366	MXD3	5	176738937
cg02694395	NA	FMO4	1	171283893
cg02699167	0.014583311096034	FBXL2	3	33319024
cg02699645	0.00958019304512547	UBE2G2	21	46221599
cg02701137	NA	DLGAP4	20	34994743
cg02702510	0.034203771620577	MARCH8	10	46090551
cg02704907	0.835641837622183	HIST1H2BK	6	27116113
cg02705666	0.0234912181528875	GTF2B	1	89357418
cg02706575	NA	CCL13	17	32683054
cg02706881	0.23755541931556	NCRNA00175;COL18A1	21	46845775
cg02709261	0.0108031817073181	TOR3A	1	179051893
cg02710105	0.01027311794099	MAP4K3	2	39664348
cg02710161	NA		3	141748862
cg02712165	NA	C17orf76	17	16395957
cg02712845	0.0223424114773974	DPAGT1	11	118973038
cg02712878	0.0798845413399402	FAIM	3	138327370
cg02713563	NA	TRAPPC6A;BLOC1S3	19	45680948
cg02715115	0.0280886292200241	PRMT10	4	148605624
cg02715140	0.0106453249914356	CFL1	11	65625717
cg02717046	0.095143039918425	GPR133	12	131438788
cg02717570	0.0255467379581608	ANKRD13B	17	27920934
cg02717866	0.691580052720926	C11orf66	11	61248887
cg02718531	0.0146167104617335	FLYWCH2	16	2932507
cg02718563	0.38289184448988	NA	NA	0
cg02718725	0.0327460818679225	CNN3	1	95392925
cg02719245	0.101820768925483	FLJ45244;DICER1	14	95624293
cg02719634	0.698991969237356	SLC22A18AS;SLC22A18	11	2924899
cg02720618	0.0610033154367701	ESR1	6	152129791
cg02721374	0.446213694684962	OR1D2	17	2996177
cg02723372	0.624875741404927	RUNX3	1	25228582
cg02723533	0.450162305710784	CCND1	11	69468991
cg02724472	0.338987364599855	LRRC17;FBXL13	7	102553293
cg02725014	0.0728455201223323	HOMER1	5	78809520
cg02725692	0.0368849074590413	PORCN	X	48367969
cg02727285	NA	RELB	19	45504242
cg02727423	0.455473450280336	EML1	14	100258973
cg02729303	0.104580242060487	FAM134B	5	16508920
cg02729352	0.0389853222972936	ZNF432	19	52552443
cg02729506	0.0162877658703518	HSPG2	1	22263411
cg02732134	0.935387269538839	DNMBP	10	101732382
cg02732509	0.0434959576014354	CTDSP2	12	58241200
cg02733650	0.0135204800137391	DCTPP1	16	30441347
cg02735071	0.0133640939223309	EIF3H	8	117767874
cg02735133	0.0112247214945657	PALB2;DCTN5	16	23652915
cg02735486	0.31228839370886	ANK2	4	113970935
cg02737335	0.849393965008996	ARHGEF16	1	3379884
cg02738086	NA	POLR3H	22	41941494
cg02738763	0.0157944139156709	TARSL2	15	102264749
cg02740128	0.0215534749464984	DLG4;ACADVL	17	7123860
cg02740947	0.012485657026862	RAD51L3	17	33446536
cg02741177	NA	PROL1	4	71263061
cg02741249	NA	GGA2	16	23521983
cg02741744	0.0179636346767188	ACTR6	12	100594734
cg02742971	0.0163840759532408	OSR1	2	19558059
cg02744459	0.105105511323926	RECQL;GOLT1B	12	21654197
cg02748427	0.0660210368603002	RPAP2;GLMN	1	92764574
cg02748539	0.518648473613705	SLC9A3	5	524269
cg02749825	0.0298155573978897	COMTD1	10	76995759
cg02750754	0.0371527559598884	TMEM91;B9D2	19	41869941
cg02751839	0.753633356299019	GPR37L1	1	202092285
cg02755455	0.893938238680733	JAK1	1	65352382
cg02755525	0.0089285760106184	NETO2	16	47177175
cg02756614	0.0207746168668817	MYOF	10	95242111
cg02756698	0.804952837690396	KRT12	17	39023008
cg02756845	0.0467112853544345	MAPK8IP2	22	51038542
cg02757432	0.185266673734498	GPR26	10	125426048
cg02760007	0.0367318723829333	SRF	6	43139670
cg02762689	0.84353203701995	GUCA1B	6	42163422
cg02763671	0.344809620752274	TRMT2A;RANBP1	22	20103541
cg02764611	NA	FDX1L	19	10426516
cg02764897	0.471121769207355	KRTAP13-1	21	31768311
cg02765045	0.007351998438848	PCBP2	12	53845774
cg02765328	0.0527716280380545	CCND2	12	4383281
cg02765820	0.350411515565314	C3orf22	3	126278020
cg02770814	0.0391099070742713	FAM13B	5	137368293
cg02772367	0.0123101956184501	NUP160	11	47870447
cg02774160	0.664315687509173	GGT1	22	24979633
cg02774439	0.158626624897676	HAND2;NBLA00301	4	174451251
cg02774486	0.929946767592218	TUBA3D	2	132233433
cg02774963	NA	KEL	7	142659757
cg02775617	0.0816269279336378	ARHGAP12	10	32217281
cg02776251	0.205352707035859	USP15	12	62654319
cg02780295	0.0192546088502705	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC3;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140855463
cg02780849	0.414162959492775	GNG4	1	235814163
cg02780988	NA	KRT36	17	39646994
cg02782630	0.0289769573179357	FAM175A	4	84406624
cg02784848	0.0250898460941289	FUZ	19	50316878
cg02784874	0.380980069630096	KRT9	17	39728962
cg02786019	0.415937735987128	TRPV6	7	142582859
cg02786378	0.481875348574422	SLC7A2	8	17396844
cg02787991	0.0130737734258625	SECTM1	17	80291405
cg02788090	0.0153900185684274	SOX9	17	70116681
cg02788102	0.0242840934301524	CADM1	11	115374969
cg02789485	0.174365666961359	GLIPR1L2	12	75783428
cg02790471	0.294828151878575	SCML4	6	108093511
cg02792677	0.0226432816796012	MRPL4	19	10362626
cg02793099	0.418072195503697	PEG3;ZIM2	19	57350004
cg02794695	0.743303558984936	SLA;TG	8	134072611
cg02795624	0.0568760946217272	HINFP	11	118992260
cg02797569	NA	PCOLCE	7	100200009
cg02798801	NA	BUD31;PDAP1	7	99005263
cg02799466	0.884281196823744	PID1	2	230136411
cg02800334	NA	ANXA13	8	124750855
cg02801485	0.0176760653334757	STRADB;TRAK2	2	202317001
cg02801598	0.028204594977935	PDP2	16	66914223
cg02802055	0.0270895302016	C9orf78;USP20	9	132597094
cg02803836	NA	MGMT	10	131412507
cg02804166	0.0206048054576841	PHF6	X	133506996
cg02805028	0.552292645927404	GSG1L	16	27899239
cg02806093	0.0263305527526321	RAB2B;TOX4	14	21944967
cg02806658	0.020649837686456	C12orf48;NUP37	12	102513592
cg02806777	0.788032186440392	NA	NA	0
cg02807450	0.0528972553990078	NA	NA	0
cg02807948	0.297686205411252	INS-IGF2;IGF2	11	2153991
cg02809263	0.0356887364645598	LRRC40;SFRS11	1	70671218
cg02810134	0.926740971343633	TNNC2	20	44455922
cg02810773	0.00693111047809588	ITPA	20	3190112
cg02811755	0.0140354977550795	AKAP10	17	19880691
cg02812142	NA	ACMSD	2	135595323
cg02813021	0.0170176620144225	ZMYND11	10	180599
cg02813121	NA	S100A12	1	153348911
cg02813863	0.84064727825068	APOLD1	12	12938287
cg02815516	0.539945734379692	KANK2	19	11306319
cg02818322	0.759171365112063	MAGEC3	X	140926409
cg02822723	0.0168735530049423	BRD9;TRIP13	5	893431
cg02823866	0.0349123574822616	CD274	9	5450410
cg02825709	NA	ZNF75A	16	3354207
cg02827112	0.145842782425133	SMARCAD1	4	95129403
cg02827328	0.0102957940096506	TRIM14	9	100881403
cg02828104	NA	TMEM189;TMEM189-UBE2V1	20	48770800
cg02829654	0.0383344879376237		1	236046939
cg02830467	0.554392879605496	MYCT1	6	153018721
cg02831294	0.528303643595922	CALML3	10	5566862
cg02831393	0.0154517936927187	PAFAH1B2	11	117014616
cg02831604	0.0918272931410776	ISL2	15	76628725
cg02832245	0.0168415284895342	EXOSC9	4	122722866
cg02833180	0.759600956859644	PLCL1	2	198815064
cg02833725	0.228144927318672	ISG20L2;C1orf66	1	156696768
cg02836529	0.307319827609872	NEUROD1	2	182544413
cg02838492	0.352399463216147	KIF12	9	116861288
cg02838877	0.182393966849789	MBNL2	13	97873877
cg02840794	0.0162709636202593	HPS6	10	103825777
cg02841886	0.0106158604730457	RFX1	19	14117094
cg02841933	0.00895185652801062	NRF1	7	129251651
cg02844051	0.854113408260911	DMKN	19	36004233
cg02844545	0.617526567140174	GCM2	6	10882043
cg02844629	0.0328432793844579	TTC13;ARV1	1	231114732
cg02845923	0.709329545465672	NA	NA	0
cg02847216	0.815786563033034	CTAGE1	18	19997803
cg02847500	0.347467010816975	SOX3	X	139587184
cg02848777	NA	TLL2	10	98273714
cg02849695	0.0890349820936756	CCDC19	1	159869960
cg02850329	0.0612786551025839	RCAN3	1	24829455
cg02850821	0.0914007941209064	KRAS	12	25403680
cg02854090	0.432292936084998	HIST1H2AA;HIST1H2BA	6	25726895
cg02854288	0.039145977935872	FHIT	3	61236911
cg02855426	0.198155218800554	NA	NA	0
cg02856727	0.604188906887559	GH2	17	61959416
cg02859934	NA	NAGPA	16	5083072
cg02860342	0.658904626910967	HCN4	15	73661484
cg02860543	0.169026816037299	IGF2BP3	7	23510648
cg02861781	0.0119283255948831	GJB2	13	20767498
cg02862153	0.0279823832621338	CUX1	7	101459386
cg02862362	0.780698149556685	ARG1	6	131895102
cg02862835	0.0361372110524992	MMAB;MVK	12	110011242
cg02863237	0.0127515869593486	RBM17	10	6131472
cg02863842	0.0108780701832941	PVRL2	19	45349685
cg02863947	0.916337066585069	NR1I2	3	119499190
cg02865818	0.00743547865973667	WWC1	5	167719214
cg02867079	0.0198388398505391	HHIPL1	14	100111269
cg02868123	NA		2	79382913
cg02868306	0.0392916898133541	RAB11B	19	8455008
cg02868338	0.0143366199003059	EXOSC4	8	145133133
cg02870945	0.0119111281538122	REEP1	2	86565124
cg02873524	0.0169228632757487	PAPPA	9	118916493
cg02874605	0.0506493550043812	DEPDC4;SCYL2	12	100661778
cg02875297	0.0817957636501673	RLN2	9	5304611
cg02875404	0.664297402591001	VN1R1	19	57966896
cg02876062	0.508567859499749	FAM107B	10	14816654
cg02878987	0.0513302086449884	AIDA;C1orf58	1	222885407
cg02879662	0.480465708467329	HIF3A	19	46800467
cg02880176	NA	PLD6	17	17109817
cg02880679	0.162905947363123	MBTD1	17	49295615
cg02882813	0.702610957412468	CST5	20	23860078
cg02883161	0.0390899704229406	MSI1	12	120807618
cg02883230	0.0526812970846771	PARP6	15	72564263
cg02883621	NA	S100P	4	6694923
cg02885771	0.903791175180147	LTV1	6	144163654
cg02886284	0.0142194581759765	CPE	4	166300290
cg02887841	0.0152318440921634	TBX1	22	19744670
cg02888247	0.105859259553119	C6orf62	6	24719235
cg02889982	0.322020859673644	MPRIP	17	16946247
cg02890926	0.00945566799016788	TMEM53;C1orf228	1	45140355
cg02899723	0.971680841689621	DDX4	5	55033614
cg02899772	0.0256585913282414	NECAB2	16	84002599
cg02900980	0.0131449375428231	FOXP1	3	71633249
cg02901122	0.010907170681918	RPRD1A	18	33647344
cg02901159	0.0169986975355272	CLNS1A	11	77348811
cg02901679	0.919339612971918	NA	NA	0
cg02902770	0.859824831898185	RARRES2	7	150039406
cg02903525	NA	C5AR1	19	47813489
cg02904235	0.015435866532436	RPS6KA5	14	91527369
cg02904365	0.0177279929584808	DNAJC11	1	6761379
cg02905245	0.0914133763072218	CCDC80	3	112359652
cg02905881	0.0177303081270184	MSH6	2	48009730
cg02906238	0.0390419036192393	TFCP2L1	2	122042701
cg02906939	NA	HNMT	2	138721315
cg02907300	0.0135332794669779	TCEB3	1	24069649
cg02909042	0.0118430983725413	MAPK1IP1L	14	55518132
cg02909790	0.056618008717327	HIST1H3G	6	26271587
cg02910574	0.510019600854033	C16orf55;CHMP1A	16	89725401
cg02912041	0.215169693663056	TMEM207	3	190167563
cg02913089	0.036674509168844	PDE8A	15	85525744
cg02913364	0.0280198718302327	UBE2J2	1	1208573
cg02914379	0.0405442725951317	MDFI	6	41605784
cg02914419	0.0295098632274371	ASNA1	19	12848364
cg02915261	0.00937017066426753	LSR	19	35739762
cg02915544	0.590744161223197	FOLH1B	11	89392829
cg02915837	0.0392002268673841	TEAD4	12	3069243
cg02916816	0.0616231538813375	JPH4	14	24047021
cg02917064	0.0207576317116838	SMARCD3	7	150974464
cg02917381	0.0204398462184004	MEIS2	15	37393188
cg02917772	0.0404124629808153	CTH	1	70876623
cg02917972	0.0161075163317268	ZCCHC11	1	53018259
cg02918483	0.0301562526557791	FAM175A	4	84406202
cg02919422	0.497018661380423	SOX17	8	55370544
cg02920216	0.230282622851311	CHODL	21	19616939
cg02921068	0.0182886723281459	NA	NA	0
cg02921257	NA	XIRP1	3	39233858
cg02922563	0.0302254986762619	ATRIP	3	48487808
cg02924961	0.0667431757919129	HIST1H2BC	6	26125480
cg02927346	0.0485715753456011	RASL10B	17	34059260
cg02929869	0.007309301292193	PFN2	3	149688583
cg02930996	0.0242159309264584	B4GALT6	18	29265842
cg02932167	0.751900387030079	ECEL1	2	233352951
cg02932669	0.473975781532981	NALCN	13	102068258
cg02932689	0.0187693124283744	FBXO31;MAP1LC3B	16	87425223
cg02936263	0.866593289320016	CCL7	17	32596886
cg02936468	0.0133979414794365	C9orf41	9	77642970
cg02936740	0.37311769106924	TMPRSS11F	4	68995995
cg02936872	0.0133729430614164	CTSL2	9	99801550
cg02937060	0.084352020182957	NA	NA	0
cg02937102	0.906331514726685	SCML4	6	108093229
cg02937479	0.0328569940830165	FKBPL	6	32098034
cg02938601	0.423814065716227	TNFRSF10C	8	22961088
cg02939139	NA	RASAL1	12	113574204
cg02940164	0.0200578436007431	PGAP2	11	3829971
cg02941816	0.0193654417044371	MGMT	10	131265696
cg02942159	0.0313025890357064	RPS6	9	19379994
cg02943497	0.044156569630121	PARP4	13	25087090
cg02944057	0.0284787925461031	NUDT3	6	34359501
cg02945019	NA	CD84	1	160550488
cg02945646	0.113913591825495	AP1G2	14	24037169
cg02946570	NA	C2orf43	2	21023387
cg02946754	0.020326783599911	DCLRE1A;NHLRC2	10	115614308
cg02946850	0.275030048833957	GRM8	7	126882944
cg02947222	0.0124242591404552	PHLDA1	12	76425514
cg02947253	0.381175376439281	ADORA3	1	112046700
cg02947354	0.847739431400547	NA	NA	0
cg02949544	0.0366694289653524	MYST2	17	47865858
cg02951021	0.154456524665033	DYNLL1	12	120934296
cg02953306	NA	CHRNA2	8	27336626
cg02955504	NA	TXNL4A	18	77749374
cg02955988	0.400739768557148	NA	NA	0
cg02956093	0.0781477958705132	AKT1	14	105261335
cg02956481	0.0432318459096245	C19orf55	19	36249454
cg02957086	0.0707792484696815	AXIN2	17	63558047
cg02959669	0.0135428622643982	ZNF256	19	58459358
cg02961200	0.0167121332991078	LOC100130691;AGPS	2	178257176
cg02962299	0.0118014388341522	KIN;ATP5C1	10	7829899
cg02962602	0.0147386695813359	CCDC57	17	80171413
cg02963198	0.0177171529450733	NOTCH2NL	1	145209830
cg02964385	NA	STK38	6	36515676
cg02964389	0.0115826000695065	PSMD9	12	122326713
cg02965078	0.183529678082027	GPR44	11	60623504
cg02966329	0.037774999924613	TTK	6	80714474
cg02966851	0.321419612461854	NA	NA	0
cg02968557	0.655676020988965	HSPB9	17	40275126
cg02972551	0.0499718656829526	KDM3A	2	86668068
cg02973263	0.016071687687562	PRKCI	3	169940162
cg02973416	0.083951313967167	SLC25A22	11	796069
cg02973883	0.795907540752566	DCAF4	14	73392314
cg02973971	0.0331995690840457	LOC100272228;CXorf40B	X	149106460
cg02975142	0.0196691747233501	FLCN	17	17140597
cg02975259	0.00849284483812696	NCK1	3	136581033
cg02976090	0.0663156174157335	NIPAL3	1	24742249
cg02976574	0.974261868874112	FNDC3B	3	171830293
cg02976617	0.0436982824771956	NUDT12	5	102898463
cg02978542	0.0131193030662252	MTHFR;CLCN6	1	11866085
cg02978737	0.540045922051076	PVALB	22	37216067
cg02981703	0.778375328242463	CA6	1	9005734
cg02981853	0.389014601143519		19	7445850
cg02982690	0.0738082383981473	BHLHE22	8	65492846
cg02982734	0.505721024781511	MAGEL2	15	23891048
cg02983451	0.0344212492100537	KLF11	2	10183013
cg02987051	0.0165378591565651	IER3IP1	18	44702545
cg02987163	0.0600245675297528	DUSP14	17	35849291
cg02988947	0.78663681083972	LIMD2	17	61778813
cg02989257	NA	COL16A1	1	32169274
cg02989940	0.332889954250119	AHSP	16	31539234
cg02990033	0.255318374924881	GFRA4	20	3643863
cg02990567	0.0111275722069838	RGL2	6	33266961
cg02990612	0.386140680847947	NA	NA	0
cg02992596	0.561154705005859	RBM46	4	155702220
cg02992632	0.0184525986171132	FGF12	3	192445380
cg02992647	0.762064264096488	DDX52	17	36004446
cg02992767	0.690698556740463	CD40LG	X	135729973
cg02994216	0.0122993939317072	RALB	2	121010979
cg02994956	0.465916421768604	NEFH	22	29876534
cg02994974	0.515902068647768	SPON1	11	13984544
cg02995130	0.019391538300148	CLIP1	12	122906407
cg02995295	0.0195312496570124	FAM124A	13	51796962
cg02995853	0.0575266793946703	APBB3;SLC35A4	5	139944272
cg02998425	0.664625540725254	ADAM21	14	70924204
cg03000603	0.0248758538037804	DHX34	19	47852595
cg03000846	0.148108178983693	RAC3	17	79990263
cg03001305	0.487609825648789	STAT5A	17	40439492
cg03001647	0.0240506611925414	MPZL1	1	167691881
cg03002480	0.0253074084452977	UBR1	15	43398338
cg03003060	0.019807261165201	GPM6B	X	13956166
cg03003256	0.755472159733331	FAM26D;BET3L	6	116849557
cg03003745	0.180827423482105	CXCL17	19	42948167
cg03005055	0.0196543020558765	HSPA2	14	65006951
cg03005261	0.0663123435610147	CCDC109B	4	110480828
cg03007010	0.0232869190906519	SNX26	19	36266840
cg03007571	0.0242304228361124	HIST1H2BD	6	26157673
cg03011500	0.036478566190845	CGN	1	151484243
cg03012280	NA	ZFYVE19;DNAJC17	15	41098255
cg03013422	0.0596993770820906	AACS	12	125550350
cg03014628	0.018853499059289	RAB3C	5	57879001
cg03014680	NA	CLEC12A	12	10122522
cg03014957	NA	DEFB118	20	29956062
cg03016571	0.843728558753919	C17orf73	17	48844124
cg03017264	0.445554057147776	NFAM1	22	42829748
cg03017475	0.418509166620949	NA	NA	0
cg03017653	0.221652784476793	TTC13;ARV1	1	231115871
cg03017946	0.845700575339262	NPFFR2	4	72897281
cg03019000	0.413180511590778	TEX264	3	51704351
cg03020271	0.0519703020975057	PLIN3	19	4867550
cg03020597	0.0336169135097329	SLITRK2	X	144898810
cg03020951	NA	HMGA1	6	34203887
cg03021690	NA	TNFAIP2	14	103591964
cg03021892	0.594831552526492	SLC38A5	X	48329278
cg03022541	0.686062729911516	DNAJB8	3	128186859
cg03024246	NA	JRKL	11	96124628
cg03025569	0.781821734738492	TRIM16	17	15586426
cg03026462	0.0142313350631068	FOXA1	14	38064490
cg03027037	0.0193891281973578	NAPB	20	23402404
cg03028472	0.0210183170453782	RERG	12	15374462
cg03029060	0.0227672349456402	ZNF184	6	27441036
cg03029145	0.0199700981438154	SMAD2	18	45456587
cg03029616	0.845289668251236	KRTAP6-1	21	31986034
cg03030757	0.0291600423559184	FANCE	6	35420754
cg03032025	0.356914433754365	CPEB4	5	173316748
cg03033367	0.702806171919138	NA	NA	0
cg03035419	0.00767966172753398	RPS21	20	60962318
cg03036064	0.064935207808312	UCK2	1	165797085
cg03037266	0.0673645476843785	NA	NA	0
cg03037331	0.0120916695479252	DEGS1	1	224371490
cg03038003	0.0139330401157717	AGBL4;BEND5	1	49242900
cg03038672	0.271028037068801	CLDN9	16	3062056
cg03039172	0.0263934621648235	DMPK;SIX5	19	46273153
cg03041841	0.0311717188192482	C9orf75	9	140094281
cg03042149	0.0112461193388693	PDE8A	15	85524778
cg03044435	NA		4	1144077
cg03046445	0.255836316973598	BHLHE41	12	26277826
cg03047098	0.0217285444995389	AP1G1	16	71843015
cg03048535	0.0106516156404969	FOXN4	12	109747100
cg03050522	0.0215743896501627	NA	NA	0
cg03050748	0.0199924958627525	NA	NA	0
cg03054162	NA	PCYOX1	2	70485230
cg03054529	NA	SCRN1	7	30029938
cg03055440	0.828088204514883	MS4A6A	11	59950405
cg03055492	0.0118460933364973	UGP2	2	64068493
cg03056007	0.0104733155653178	NA	NA	0
cg03057808	0.0162821534336136	CXorf57	X	105855296
cg03059018	0.0277159382752	SIX4	14	61190965
cg03059528	0.0222389955375319	RNF146	6	127587721
cg03060925	0.0636223696939448	C19orf54;SNRPA	19	41256330
cg03062665	0.0139054066883804	CALM1	14	90863127
cg03063797	0.0321076718389438	SAV1	14	51135466
cg03064067	0.0703218952715126	SLC6A15	12	85306916
cg03064241	0.0117762261488587	RNF34	12	121837728
