Hybridization REF	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05
cg04059714	0.0209471185822513	TCTN2	12	124155594
cg04059863	NA	ILDR1	3	121741630
cg04060163	0.0355552954147093	SEC14L1	17	75136271
cg04060275	0.0171846991189524	DUSP1	5	172198791
cg04062391	0.161298478771689	ZNF560	19	9609204
cg04062907	0.0626821371138903	ANAPC7	12	110841545
cg04063348	0.829903621234415	IL17F	6	52109347
cg04065065	0.163769600186313	PIGO	9	35096250
cg04066242	0.0212284040529184	BFAR	16	14727239
cg04070847	0.195744285472224	CD200R1	3	112693867
cg04072323	0.0287097693558498	SPHKAP	2	229046325
cg04076481	0.031838151802888	KRI1	19	10676881
cg04078251	0.0607922377457613	KIF22	16	29802448
cg04078896	0.0275093346096262	ZGPAT;ARFRP1	20	62338273
cg04080057	0.270576119357975	CACNG6	19	54495183
cg04081402	0.769906079253777	TCN2	22	31003587
cg04082985	0.0185255975121586	LASS2	1	150946396
cg04084157	0.070701695255529	VGF	7	100809049
cg04084172	0.0152862718494595	CCNG1	5	162864824
cg04086012	0.675715216337075	TRIML1	4	189060900
cg04086834	0.554758402876423	SMAP1	6	71377064
cg04087608	0.909416021761204	HSD3B2	1	119957969
cg04088433	0.552025773153788	DCN	12	91576441
cg04088650	NA	UCHL3	13	76123534
cg04089739	0.638339727154415	C3	19	6719980
cg04091078	0.411541102894483	SLCO1C1	12	20848285
cg04094160	0.0345745540671795	ZBTB5	9	37465712
cg04095468	0.0604219649079308	SECISBP2	9	91933906
cg04096365	0.0145647414972602	IFI30	19	18284450
cg04096767	0.356857686576328	WT1	11	32449450
cg04098585	0.3931800089215	CD28	2	204571215
cg04099420	NA	RIPK1	6	3076354
cg04099673	0.029868575538565	WDR7	18	54318390
cg04101379	0.153722996820728	DZIP1	13	96297197
cg04103317	NA	SUGT1P1;SPINK4	9	33240960
cg04103514	0.105585754074943	EMR2	19	14889425
cg04106190	0.798334866578073	WNT16	7	120964168
cg04106641	0.0263204963870768	ORC4L	2	148779564
cg04106785	0.582152063459287	CDK5R1	17	30813145
cg04107037	0.134771590679189	ATOH1	4	94750205
cg04108240	0.872894879580057	TRA2A	7	23572665
cg04108502	0.0280925464976192	CDK2;SILV	12	56360908
cg04109220	0.0384011571300442	SPAG8	9	35812293
cg04109382	0.863583469146508	SYS1-DBNDD2;TP53TG5	20	44007107
cg04111761	0.684499830711846	CCR3	3	46282766
cg04112019	0.0870136210318131	IGF2AS;INS-IGF2;IGF2	11	2165136
cg04112431	0.024955369113169	PWP1	12	108079651
cg04113075	0.347876691631513	RAB32	6	146865487
cg04114315	NA	CKAP5	11	46868224
cg04115602	0.508648226085857	CGB8	19	49552606
cg04117029	NA	BCCIP;UROS	10	127513253
cg04117338	0.0479241985386022	CRADD	12	94071150
cg04118154	0.0103417065859137	C1orf228;TMEM53	1	45140072
cg04118884	0.0195341268904366	TMEM198;CHPF	2	220407999
cg04119538	0.0177885051826094	TOP1	20	39657451
cg04121771	0.110191465825717	TM4SF4	3	149191624
cg04121983	0.0288167729072776	CASKIN2	17	73511085
cg04123409	0.236983743538096	SDS	12	113841617
cg04123507	0.861154916745113	KRT86	12	52695270
cg04125208	0.05448231069683	CD44	11	35161229
cg04126335	0.849843332721056	ITGA10	1	145525223
cg04126427	0.0514350487843018	EIF3A	10	120840676
cg04126816	0.015254327884003	CCDC106	19	56159710
cg04126866	NA	C10orf99	10	85932763
cg04127255	0.88917282543422	PSG2	19	43588055
cg04127303	0.0279289346486443	ZZZ3	1	78148262
cg04128563	0.0165323571745451	AMD1	6	111195434
cg04132607	0.875718584148149	GATA5	20	61041456
cg04133652	NA	MLLT6	17	36860971
cg04134624	0.00901027493112552	CBX6	22	39268162
cg04134859	0.00750328778294584	DNAJC30;WBSCR22	7	73097692
cg04135543	0.0310166389268719	C5orf32	5	139554816
cg04136480	0.014450664080206	BAT1;SNORD84	6	31510196
cg04137037	0.00916062834908705	TEF	22	41777896
cg04137116	0.00962759262229153	EID2	19	40030727
cg04137128	0.0243595307579232	SIN3A	15	75744262
cg04138756	0.437983950479124	SPRR3	1	152973849
cg04140754	NA	ATP6V0A2	12	124196328
cg04141379	0.0045852241385505	SPATA6	1	48938046
cg04143809	0.890377196845225	NA	NA	0
cg04144768	NA	DDC	7	50628154
cg04144788	0.0340858078294598	NA	NA	0
cg04145477	0.0146427698055175	RTN4IP1;QRSL1	6	107077629
cg04148458	0.0114973219911251	FAIM	3	138327707
cg04149472	NA	NAT1	8	18066144
cg04151683	0.193317446388442	NA	NA	0
cg04154812	0.0911792070437058	CALCOCO2	17	46908209
cg04155026	0.0589712011726964	TSNAXIP1;RANBP10	16	67841269
cg04155793	0.441136550725662	CDK10	16	89752847
cg04156850	NA	GRB2	17	73402572
cg04164824	0.324980550067282	NA	NA	0
cg04166304	0.0161064329330483	C14orf106	14	45722617
cg04167054	NA	ATP2C1	3	130613906
cg04167867	0.78398483654802	MORC1	3	108837130
cg04169469	0.0216171295530878	ODC1;SNORA80B	2	10588434
cg04171565	0.042022651860356	C13orf34;C13orf37	13	73302130
cg04172043	0.0118174283226435	RELA	11	65430868
cg04172348	NA	SYN2	3	12046004
cg04176254	0.969273536793796	AGRP	16	67517429
cg04177705	0.0264118582332894	C3orf38	3	88199274
cg04180460	0.0530049662615066	CTNNB1	3	41240962
cg04180868	0.0297940269973271	PRTFDC1	10	25241462
cg04180953	0.562251996966981	DSC1	18	28743074
cg04182865	0.723559983845735	RNF14	5	141346431
cg04183425	0.859033124440986	ASF1A	6	119221279
cg04183933	0.082469524091672	HSPD1;HSPE1	2	198363868
cg04184278	0.71746004080502	GYS2	12	21757759
cg04185037	0.0242305368610807	EZR	6	159239164
cg04185861	0.011276658700044	IL6R	1	154377809
cg04185893	0.0124524862992429	PTBP2	1	97187305
cg04187545	NA	SNORD54;RPS20	8	56987050
cg04189838	0.69606881859541	CYP2C19	10	96523347
cg04195127	0.273371952302763	WFDC1	16	84328719
cg04195527	0.0545716459825433	INSIG2	2	118846289
cg04197051	0.0102376233333218	PIGM	1	160001439
cg04197135	0.0162855202415693	EIF1AD;BANF1	11	65769867
cg04197195	0.0144723455317499	CCDC71	3	49203530
cg04198824	0.0668164898597058	USPL1	13	31191332
cg04200192	NA	HTR3D	3	183749414
cg04200765	0.0107217018198659	NPTN	15	73925532
cg04201347	0.637767162065133	PRRG2	19	50086849
cg04201526	0.81097176837966	CRISP1	6	49833706
cg04206644	0.0124387577978864	INTS6	13	52026632
cg04208151	0.0105339099649858	C1orf183;DDX20	1	112298289
cg04209631	0.0251963958553919	C11orf54;TAF1D	11	93474517
cg04211745	0.0186881741371559	BTG1	12	92539575
cg04211807	0.619312963545128	ZCCHC13	X	73523953
cg04211818	0.00706911483621352	BTBD12	16	3661492
cg04215480	0.0249520320378336	ZNF573	19	38270199
cg04216597	0.156710106336346	CACNA1G	17	48639836
cg04217178	0.0173210098324735	ITM2B	13	48807122
cg04217218	NA	ZDHHC21	9	14693888
cg04219321	0.584234955818629	HLF	17	53341659
cg04220579	0.0186532456139419	C7orf20	7	915756
cg04222374	0.527323611554873	NA	NA	0
cg04223442	0.0589168284731494	NCOR1	17	16118251
cg04223844	0.0516485595899151	IKBKB	8	42128868
cg04223956	0.949805041753225	NEK7	1	198201614
cg04224968	NA	C19orf36;MOBKL2A	19	2096759
cg04228042	0.929253122961308	ART4	12	14996527
cg04228553	0.0114020934815596	DVWA;CAPN7	3	15247818
cg04228573	0.022545021175077	MAP2K6	17	67410799
cg04228628	0.0136119283666155	TNKS	8	9413457
cg04229238	0.0480760424016654	RB1CC1	8	53627628
cg04230060	0.799006702180019	SUSD1	9	114937992
cg04230869	0.0275478314186854	RRM2B	8	103251129
cg04232649	0.0350846287977551	CCNG1	5	162864489
cg04233664	0.00714684089576206	CTBP2	10	126848743
cg04235146	0.0364051345909763	ATP2A2	12	110718311
cg04237003	0.835013402365267	C11orf9;DKFZP434K028	11	61522002
cg04237663	0.0473699159230803	KCNV1	8	110987019
cg04238548	0.424352952374182	TBC1D8B	X	106045825
cg04240200	0.0344208159255685	ATRN	20	3451292
cg04241572	0.271848894945489	HSD17B10	X	53461213
cg04244987	0.0221354518231052	NCKIPSD	3	48723638
cg04245402	0.389479189413234	C19orf21	19	751241
cg04249030	0.0106082774753764	COX5A	15	75230004
cg04249586	0.0260178402178976	ELOVL6	4	111119946
cg04251363	0.0517338321982091	ST3GAL6	3	98452218
cg04251662	0.0163638713100541	ITPR1	3	4535075
cg04254119	0.954629778601397	AKAP3	12	4754247
cg04254916	0.759860700635835	KRT5	12	52914047
cg04255048	0.0305687866523738	KIF9;KLHL18	3	47323868
cg04256470	0.904805085656006	CORT;APITD1	1	10510465
cg04259560	0.148749000113569	MFSD6L	17	8702896
cg04261665	NA	DDX54;C12orf52	12	113622579
cg04262565	NA	DUSP7	3	52091063
cg04263186	0.141640553566307	TACR3	4	104640489
cg04265576	0.0738324307269989	HOXA6	7	27187372
cg04267184	0.836529521774832	GNRH2	20	3023418
cg04268405	0.683361270157099	CHST3	10	73723221
cg04269351	0.931593731822186	VTI1B	14	68142533
cg04270025	0.0748942413881646	NA	NA	0
cg04270274	0.0408669380105684	CNOT1	16	58662988
cg04270788	0.0663188098046334	GTF2B	1	89356964
cg04270799	0.131430250325118	KIF5A	12	57944059
cg04270835	0.0404739208351874	SLC17A6	11	22359188
cg04272086	0.187667846657105	DCC	18	49867359
cg04273431	0.213865424950802	GNL1;PRR3	6	30523215
cg04273556	0.178486085705992	PIGO	9	35096672
cg04274487	0.0224225869871637	RAB31	18	9708454
cg04275881	0.403388409172005	SLAMF8	1	159796434
cg04275985	0.0211355755301166	FAM63A;PRUNE	1	150981091
cg04276232	0.742717950832694	NA	NA	0
cg04278702	0.0193803520007762	HTR1E	6	87647399
cg04278905	0.927719735075252	KAT2A;HSPB9	17	40273815
cg04280119	0.0259105364170705	TAF6;CNPY4	7	99716514
cg04280397	0.0249048315962735	PLA2G6	22	38578138
cg04280480	0.0350410279575492	PPARA	22	46547117
cg04280758	0.0228567773121342	MAML2	11	96076485
cg04281204	0.584857349827093	DCLRE1A	10	115612802
cg04281268	0.0114136914196931	WDR20;HSP90AA1	14	102606293
cg04282422	NA	PAGE1	X	49460539
cg04282622	0.630707467203096	NA	NA	0
cg04283377	0.112872290447595	ARAF	X	47420348
cg04283392	0.10097585236698	LRRC33	3	196366369
cg04283938	0.0287321754383958	SEPT3	22	42373298
cg04284814	0.0291537503712338	HDAC3;RELL2	5	141016114
cg04286043	0.0204213720680271	PXT1;KCTD20	6	36410500
cg04286933	0.454522243825469	NA	NA	0
cg04287191	0.0628755102395077	RENBP	X	153210222
cg04289385	0.126719682095682	ETV7	6	36355825
cg04290964	0.920507465346548	NA	NA	0
cg04291079	0.861991972508013	MEG3	14	101294430
cg04293726	0.01413142511518	YIPF5;KCTD16	5	143550303
cg04296434	0.0318856783945909	TMEM189;TMEM189-UBE2V1	20	48769996
cg04297093	0.529210917161051	KRTAP19-3	21	31864374
cg04297329	0.196269885298703	NAP1L2	X	72434720
cg04298323	0.620034330655001	PDE6C	10	95372195
cg04300115	0.689104403514786	PRIC285	20	62200199
cg04301375	0.882666639091601	ZNF558	19	8933297
cg04301614	0.36389480420883	C4orf19	4	37585993
cg04303269	0.0314915141872875	CEP57;FAM76B	11	95523144
cg04303901	0.588163263093397	RMST	12	97886312
cg04304130	NA	LOC221710;HERV-FRD	6	11111894
cg04304927	NA	SLC39A8	4	103266554
cg04305134	0.0929013565961112	ANXA7	10	75173374
cg04305913	0.867151917837426	GPSM1	9	139228912
cg04310489	0.0051068196273896	AHCYL1	1	110527746
cg04310824	0.0142642875828512	SCP2	1	53393297
cg04311606	0.0222689254072001	ZNF136	19	12273886
cg04311964	0.82684463760517	LYPD2	8	143833942
cg04312209	0.106817824473915	IL7R	5	35857130
cg04313552	0.0683692046350577	KIAA2013	1	11986714
cg04314463	0.0485690385554136	PNKP	19	50370045
cg04315264	0.13142153332243	RPL10A	6	35436252
cg04315771	0.241741778346829	NUP62;IL4I1;ATF5	19	50433949
cg04316754	0.0360879106931438	MMP24	20	33815109
cg04316770	0.0364743140642776	SGSM3	22	40767218
cg04317031	0.0475605753917652	FAM73B	9	131799315
cg04317366	0.0262532081166679	PRPF8	17	1588445
cg04317399	0.230442450111193	HOXA4	7	27170313
cg04317543	0.012923482454384	LMNA	1	156084516
cg04317940	0.0134876102581616	PMS2;AIMP2	7	6048614
cg04319097	0.857380181971057	ZFP161	18	5293279
cg04322134	0.0616175343655784	NA	NA	0
cg04322344	0.0198603883080453	MRPL3	3	131221642
cg04322978	0.0399113246438686	ETFB	19	51869401
cg04323187	0.013012336980242	CCDC24	1	44457159
cg04323365	0.481977147472147	GJB1;BCYRN1	X	70443093
cg04324308	0.0191047750402436	COL4A3;COL4A4	2	228028741
cg04325632	NA	ADRA2C	4	3767073
cg04326040	0.0533771588420413	VPS53	17	617519
cg04329069	0.0116414051680651	AP1B1	22	29784237
cg04329382	0.435562428390788	LOC400931	22	46480891
cg04329454	0.162643866490467	C6orf227	6	33561099
cg04330084	0.0557279466296767	IQUB	7	123175371
cg04330449	0.156462273819763	NEUROG1	5	134871166
cg04333463	0.0262541996337273	ASPH	8	62626687
cg04335339	0.0892395194487715	ATRNL1	10	116853118
cg04336379	0.109552145734454	LOC389458	7	5111669
cg04336572	0.725211668216681	ATP1B4	X	119496002
cg04337944	0.347682706975849	FBLN1	22	45899303
cg04338788	NA	SEMA3G	3	52478874
cg04339860	0.0561312868496462	WWP2	16	69796075
cg04340502	NA	GSTA3	6	52775209
cg04341084	0.020692806155025	NA	NA	0
cg04341806	0.684078313791436	LCP1	13	46757395
cg04344347	0.00646511463721645	NA	NA	0
cg04344997	0.590852870975229	EMD	X	153607129
cg04345475	0.658714788286626	ARFIP2;FXC1	11	6501591
cg04345908	0.79555663287583	HLA-DQB2	6	32731327
cg04347447	0.556083890565336	CACNA2D2	3	50541467
cg04348872	0.473472362992028	ADCY3	2	25141696
cg04349311	0.025623183125382	TXNDC12;BTF3L4	1	52521202
cg04349727	0.342550506279724	KLK5	19	51457389
cg04350610	0.0142292404592356	BTAF1	10	93683445
cg04350646	0.0229046827530584	MRPL32;PSMA2	7	42972170
cg04351979	0.0094586039851149	CTXN1	19	7990281
cg04353483	0.730173782290831	CCKAR	4	26493496
cg04353769	0.391941005727109	MS4A6A	11	59951557
cg04355435	0.0425210864868246	TMEM125	1	43736290
cg04356968	0.872636646811906	BGLAP	1	156212005
cg04359302	NA	MRPL47;NDUFB5	3	179323859
cg04361527	0.0142468843663677	PMVK	1	154909836
cg04362655	0.0285460200590246	GLRX5;SNHG10;SCARNA13	14	96001355
cg04365980	0.529678936439129	CLEC3A	16	78056736
cg04366367	0.969252614386356	GPS1;RFNG	17	80008541
cg04367351	0.0378235419829495	PLA2R1	2	160918675
cg04368716	0.0265067242307353	BAG5;C14orf153	14	104028314
cg04368877	0.973669574064686	FBXL19	16	30937210
cg04368919	0.225079066490997	EFNB1	X	68048131
cg04369341	0.157473587755453	TOX2	20	42545022
cg04371779	0.0555752197203936	C14orf118	14	76618201
cg04375036	0.578896514232136	PPP1CC	12	111181819
cg04375683	0.242634245866964	PPP2R1A	19	52692431
cg04376312	0.473768064061091	MYLK	3	123602485
cg04376617	0.265197406406911	ATP5A1;HAUS1	18	43685360
cg04377282	0.326391125274731	NODAL	10	72201417
cg04378886	0.33809582208046	RCN3	19	50031395
cg04380513	0.0407057581142413	ST8SIA4	5	100238983
cg04380669	0.0783710950766857	NME1;NME1-NME2	17	49230692
cg04382920	0.988332822141806	SLC25A31	4	128651526
cg04383012	0.0120850713230491	PSMD1	2	231921692
cg04383274	0.0428153301517075	DNAJC28	21	34863711
cg04384208	0.633199067194868	FCGR3A	1	161519396
cg04384398	0.0691613383191623	PMM1	22	41986333
cg04385519	NA	ADCY9	16	4167460
cg04386405	0.0196668167527546	ZNF83	19	53141394
cg04387658	0.644627657037416	CD86	3	121775080
cg04388983	0.068083053593542	P2RY2	11	72929844
cg04389838	0.13937504430219	ZNF501	3	44770851
cg04391111	0.0705555402571736	TP73;WDR8	1	3568004
cg04391540	0.705933128330061	ZNF541	19	48048129
cg04391736	0.014021194624417	COG8;NIP7	16	69373674
cg04393897	0.0259521386033904	BAT2L2	1	171454518
cg04394101	0.369299948024289	NA	NA	0
cg04394102	0.238663273878285	NA	NA	0
cg04394967	0.0539902863450617	RDH12	14	68189457
cg04396791	0.419301679726847	SHANK2	11	70508180
cg04397441	0.120110087926924	OGT;BCYRN1	X	70753023
cg04398275	0.820657525564815	SBNO1	12	123834817
cg04398282	0.80264463091724	STAP1	4	68424256
cg04398978	0.0943143828072748	CBX4	17	77814064
cg04400030	0.0320500728803976	SNX1	15	64387986
cg04401436	0.0217691229662826	SLC38A9	5	55007918
cg04402021	0.0154291195454055	POLR2E	19	1094921
cg04402875	0.0125330431609336	RET	10	43572795
cg04404982	NA	ITGAL	16	30483287
cg04405541	0.839936977375891	C20orf114	20	31870405
cg04409427	NA	KCNE2	21	35736023
cg04409945	NA	PSMB3	17	36908629
cg04410834	0.0270273260873616	ABCG4	11	119019845
cg04410862	0.0294577396819472	E2F7	12	77459091
cg04411625	0.0709108997207683	CRIP1	14	105953462
cg04413148	0.92141214564112	CTRL	16	67965867
cg04413397	0.013450565766446	NMNAT1;LZIC	1	10003059
cg04413986	0.0370874345213783	NACA	12	57119373
cg04415689	0.831516561196106	ANO7	2	242128250
cg04416752	NA	ST6GALNAC4	9	130679027
cg04418492	0.0250171435213765	CYP7B1	8	65711327
cg04418752	0.0230319834566025	PAICS;PPAT	4	57301960
cg04418771	NA	COPS4	4	83955829
cg04419707	0.0261263384292396	RPL3;SNORD43	22	39716223
cg04420907	0.024026035838896	WDR16;STX8	17	9480215
cg04422896	0.0228264065539673	C12orf43	12	121454269
cg04424621	0.105271666812504	HIST1H2BJ	6	27101941
cg04425624	0.233048746173612	TNF	6	31543565
cg04428453	0.75882633253467	ACSM5	16	20420652
cg04428853	0.0125948446574016	TMEM110	3	52931532
cg04429140	NA	AARSD1;RUNDC1	17	41132427
cg04430204	NA	STK36;RNF25	2	219537816
cg04431054	0.0401871714702276	PRRC1	5	126853024
cg04431133	0.122106259554321	RPL36AL;MGAT2	14	50088598
cg04431776	0.411438817835794	NA	NA	0
cg04432009	0.43022182371348	LYL1	19	13213688
cg04433306	0.0411186260123686	UBE2H	7	129592730
cg04434339	0.0210442674244976	ST6GAL2	2	107503547
cg04435377	0.89402133198146	ZDHHC8P	22	23744094
cg04435420	0.0911077107941431	SGCD	5	155754009
cg04436474	0.0405712364856433	RBM6	3	49977685
cg04437590	0.123101618788076	NDUFA5	7	123198030
cg04438497	0.257718371611195	MTL5	11	68519252
cg04439215	0.63186763404284	KCTD4;GTF2F2	13	45768901
cg04443324	0.958386646026995	FAT2	5	150948306
cg04444006	0.0337655855927481	ARFGAP2	11	47198757
cg04444771	0.0739044274294694	C10orf10;RASSF4	10	45473712
cg04446579	0.0535464017728143	ANKRD45	1	173639071
cg04447123	0.0171384290944829	RHOBTB2	8	22857672
cg04447890	0.0717649174681303	GPR177	1	68697988
cg04448487	0.10036420665853	GDAP1L1	20	42875777
cg04450876	0.945993819835755	GTSF1	12	54866945
cg04451770	0.705466341577324	ENTPD1	10	97515372
cg04451988	0.0130148705813425	FAM171A1	10	15412706
cg04452095	0.172514272917305	SEPT9	17	75315868
cg04452713	0.358355411496773	DST	6	56707687
cg04453065	0.0221873352779124	CYR61	1	86046661
cg04454050	0.584093891155292	TREML1	6	41122081
cg04454259	0.0183520456362572	CBR3	21	37507390
cg04454391	0.0125446640758981	NDUFAB1	16	23607818
cg04454951	0.0673267010129801	VWC2	7	49813031
cg04455064	0.0241500809695945	TUFM	16	28857889
cg04455759	0.935621652595283	TIMM8B;SDHD	11	111956131
cg04455999	0.578946709308331	FAM70A	X	119444838
cg04456238	0.219578757503445	WT1	11	32450104
cg04457051	0.779788377690521	SCOC	4	141178469
cg04457481	0.526713403480702	GNAS;GNASAS	20	57426835
cg04457794	0.89262130983811	CTSE	1	206317654
cg04457979	0.0739926362330267	KCNQ1DN	11	2890647
cg04458139	0.0213802450523881	OTUD6B	8	92082487
cg04458548	0.818099790783115	FETUB	3	186356700
cg04459030	0.71062619437196	GHRH	20	35885149
cg04460372	0.0376593669653748	ST6GALNAC6	9	130661175
cg04461705	0.0555474934578209	LOC375190;PFN4	2	24346867
cg04461802	0.0973163529385409	GPR126	6	142623433
cg04462209	0.0166812838627205	KLHL12	1	202896493
cg04463638	0.715709855347101	CLDN5	22	19512712
cg04464446	0.771038780336455	GAL	11	68452845
cg04464465	0.00946812116122747	CDK2AP1	12	123755775
cg04464559	0.0256250402280808	PDSS2	6	107780641
cg04466253	0.00903228222039913	ACBD5	10	27529581
cg04466273	0.0103374770262232	TBK1	12	64845556
cg04466870	0.0200460786275109	SFXN4	10	120925180
cg04467034	0.0157076468600615	ANKRD10	13	111567140
cg04469303	0.020179635125685	PRDM15	21	43299431
cg04469686	0.109010268547153	HSD17B7	1	162760199
cg04471507	0.203157198009842	STMN1	1	26233376
cg04473030	0.915564602613484	MGMT	10	131354782
cg04473302	0.0275624465747492	SLC26A4;LOC286002	7	107301217
cg04474832	NA	ABHD14B;ABHD14A	3	52008487
cg04478795	0.0944627439191867	SMO	7	128828120
cg04480914	0.00751161903034305	PPP2R5B	11	64692198
cg04481779	0.108554161845095	IL20RA	6	137366125
cg04482110	0.0354199643940742	TMEM106A	17	41364121
cg04483623	0.0184413837418192	THOC5	22	29949575
cg04483754	NA	NOS2	17	26128980
cg04484789	0.929785696991005	KRT26	17	38928324
cg04485075	0.0127126671703503	KLHL17;NOC2L	1	894587
cg04485603	NA	CLOCK	4	56376410
cg04486568	0.0235669894983232	ETS2	21	40178431
cg04488521	0.0541019697719423	ZNF354C	5	178487716
cg04488527	0.689064513815012	KLHL34	X	21675867
cg04488758	0.906962732529372	USP44	12	95945366
cg04490516	0.0386526166848317	MLST8	16	2255169
cg04490714	0.0774336908822802	SLC6A2	16	55690564
cg04491089	0.0706493935082296	MBTPS1	16	84151300
cg04491443	0.873174227052842	PDILT	16	20415966
cg04493740	0.256078201656094	SLC25A14	X	129474199
cg04495969	0.0139294741752275	FBXO11	2	48132005
cg04496615	0.00718512632707872	PPP3R1	2	68479620
cg04497885	0.0113458977339828	GSK3A	19	42747008
cg04498032	0.113154860429704	CLK2	1	155242826
cg04498511	0.864116500482269	ZC3H11A	1	203768441
cg04498679	0.445013697155336	C2	6	31895598
cg04498739	0.0842505141998159	PDK4	7	95226308
cg04499325	0.202019800357386	EPDR1	7	37960317
cg04499381	0.529755483949336	SASH3	X	128913671
cg04502814	0.0466596194390222	SEPP1	5	42811952
cg04504095	0.0245078915027264	FOXC1	6	1610688
cg04505023	0.333212728111608	SPRR1A	1	152956186
cg04506546	0.00684651457990271	SLC35C2	20	44992831
cg04506628	0.0286269872434039	SNRPC	6	34725359
cg04507972	0.0103570782086786	NA	NA	0
cg04508286	0.0468134768257561	SEPT7	7	35840410
cg04508649	0.923312913446993	MTOR;ANGPTL7	1	11249046
cg04510262	0.0135399690144558	PTPN2	18	12884175
cg04511195	0.979710303931648	FZR1	19	3523009
cg04511534	0.617680938028745	GGT6	17	4463371
cg04513422	0.15775722721514	C13orf29	13	111522314
cg04513669	0.017394586931565	SH3GLB1	1	87169962
cg04513728	0.0412967661645108	MRPS18B;PPP1R10	6	30584980
