Hybridization REF	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05
cg04828892	0.0144291508570962	PPM1J	1	113258366
cg04833050	0.102925031324409	LHFPL2	5	77806051
cg04833152	0.0294723763590346	PURG;WRN	8	30891510
cg04833845	0.328354516451089	KCNN4	19	44286076
cg04834572	0.936312842702238	DUSP13	10	76868766
cg04835638	0.927335898786765	FHIT	3	60363505
cg04836038	0.04973540407492	DOCK9	13	99739382
cg04836428	0.0542938077455041	DTNA	18	32073245
cg04836786	0.0101207662102874	HLTF	3	148804272
cg04837071	0.358926409326226	EXD3;NOXA1	9	140318649
cg04837322	0.0221850589165191	ROD1	9	115096481
cg04837898	0.172664679730243	SACM1L	3	45731254
cg04837997	0.0200277011839494	NA	NA	0
cg04838107	0.0560554800230754	ARF6	14	50359190
cg04845063	0.49576815721414	NA	NA	0
cg04845144	0.0161534901920488	RTN2	19	45999799
cg04845579	0.114810200377293	SULF1	8	70378673
cg04845628	0.0593769471381606	NA	NA	0
cg04848046	0.835791126453719	FNDC3B	3	171830149
cg04848452	0.0519507459062788	EIF1B	3	40350801
cg04849025	0.019269259378879	YIPF2;C19orf52	19	11038957
cg04853151	0.106291490146237	C1orf83;TMEM59	1	54519244
cg04853383	0.0158517394069425	C12orf49;RNFT2	12	117176053
cg04853958	0.022602769533201	NAP1L4	11	3013544
cg04856043	0.0210765234051337	HS1BP3	2	20851304
cg04856203	0.0258124786655353	DMXL1	5	118407258
cg04856685	0.0233995123546603	MAP4	3	48130799
cg04856689	0.0326356706102768	CRHR1	17	43862032
cg04856858	0.602040616497849	AGAP1	2	236402015
cg04861271	NA	PABPN1	14	23789531
cg04862249	0.0203898658175613	ZFP3	17	4982244
cg04863713	0.0605675630662178	ADAMTSL4	1	150521201
cg04865575	0.0111671565467972	YME1L1;MASTL	10	27443031
cg04868764	0.0245266014942064	SPINT1	15	41137019
cg04870470	0.212937364214681	EXTL2	1	101359714
cg04871004	0.00663475623152775	NA	NA	0
cg04872051	0.627238413250129	CHST7	X	46433447
cg04872689	0.366837675045827	PLEK	2	68592375
cg04875162	0.155071821645622	PABPC5	X	90689826
cg04875709	0.0125203666072981	CDKN1B	12	12870463
cg04876451	0.00909556498887034	PET112L	4	152682126
cg04878152	0.148745212429838	AGTR1	3	148415960
cg04878727	NA	ZNF323;ZKSCAN3	6	28317483
cg04878842	0.0375416172226971	ERCC2	19	45874111
cg04879235	0.704206948756804	PPY	17	42018862
cg04879696	0.0260798309540634	SPG7	16	89574810
cg04880063	0.0325815533335068	SFXN3;PDZD7	10	102790718
cg04880762	0.0169996847973565	VAMP1	12	6580124
cg04881903	0.434178269828919	CAPG	2	85637116
cg04882759	0.545502796075336	MYOCD	17	12569901
cg04882894	0.270284517712917	IGSF1	X	130423289
cg04883450	0.0276314689383793	DIMT1L	5	61699957
cg04884122	0.01596553943995	PSMB5	14	23504085
cg04884732	0.0241038297295948	MTERFD2	2	242042016
cg04884908	0.28230552169367	CYP26B1	2	72374840
cg04886198	0.054832397721404	ALG3;ECE2	3	183967409
cg04887278	0.172704525070697	PGM3;RWDD2A	6	83903927
cg04891836	0.334544850759502	TNFSF14	19	6670390
cg04893087	0.0544644815172132	PPARGC1A	4	23892083
cg04893119	0.189303766054114	PI15	8	75736301
cg04894993	0.017010416146078	KLHDC10	7	129710370
cg04897683	0.274673997738922	NEUROG1	5	134871462
cg04898443	0.0228685851940257	SEPT2;HDLBP	2	242254495
cg04898512	NA	KLF2	19	16434995
cg04898797	0.170842062071117	MAP4K2	11	64570331
cg04900486	0.0387803294403578	RFX5	1	151320117
cg04901273	0.480696406691978	NA	NA	0
cg04902405	0.91266241483617	ZC3H11A	1	203768517
cg04905829	0.261598940770483	CYP27B1	12	58160911
cg04906538	0.401657549185635	NA	NA	0
cg04907257	0.764879173654731	ADCY2	5	7395318
cg04907664	0.509230667477139	EFNB1	X	68049805
cg04910299	0.0175502104618771	MLL	11	118306353
cg04912050	0.0170738360567644	IDUA;SLC26A1	4	980613
cg04912278	0.0171924803121905	MRPL4	19	10362688
cg04914105	0.0575676808263575	PTPN9	15	75872043
cg04914305	0.0192726933654527	MRPL34	19	17416447
cg04915182	0.208181985658035	RASGEF1C	5	179635731
cg04915566	0.549346131307223	RUNX1	21	36421472
cg04916200	0.00972249890571942	RIC8B	12	107168633
cg04916311	0.0236127768801644	PQLC3	2	11295222
cg04916911	0.0287583172127283	NTS	12	86268154
cg04916980	NA	PCBD1	10	72650001
cg04920616	0.804516518706618	FOXP3	X	49121288
cg04920951	0.659349350434426	GSTP1	11	67351271
cg04922020	0.139312681339396	FAM127A	X	134166009
cg04922810	0.164345189818767	CRHR2	7	30721888
cg04922833	0.0686387869246964	C10orf41;ZNF503	10	77161525
cg04924696	0.344303549950171	CXorf58;APOO	X	23925746
cg04925864	0.153957327542575	FAM65A	16	67562517
cg04926244	NA	C12orf67	12	24737251
cg04927982	0.0176754139534437	KDM5C	X	53254653
cg04929736	0.0203540409342946	CLU	8	27472395
cg04929865	0.418000062823655	BGN	X	152760078
cg04936062	0.0180961746642545	THRAP3	1	36690116
cg04936930	0.0171136305118029	PTS	11	112096887
cg04940435	0.0665615052072614	WFDC3;DNTTIP1	20	44420291
cg04940515	0.0181606237430972	SNORD45C;RABGGTB	1	76251865
cg04941721	0.368820579422273	EREG	4	75230901
cg04943986	0.0592088934191816	NR2F2	15	96873868
cg04944936	0.497538045288042	FAM120C	X	54209594
cg04945541	0.653850334092815	FMNL1	17	43299826
cg04946535	0.011346420369921	MUS81;CFL1	11	65627070
cg04946916	0.964257324462315	HUS1B;EXOC2	6	656890
cg04947157	0.809021044219752	TMC8;TMC6	17	76128481
cg04947578	0.0237363746159468	C19orf10	19	4669928
cg04947838	0.0417611073934948	ARFGEF1	8	68256476
cg04949741	0.0447990977055464	EFEMP2	11	65640486
cg04950711	0.693502450169078	MAGEA10	X	151306718
cg04950789	0.0243718269416197	E2F5	8	86090224
cg04951204	0.0354872982267095	PPP1R9A	7	94537584
cg04953015	NA	CHRNA2	8	27338236
cg04956382	0.20384892656774	MYOT	5	137203640
cg04956511	0.439458152286239	PTPN6	12	7056008
cg04956790	0.193668461235866	CAND1	12	67663226
cg04958389	0.347901868170308	NA	NA	0
cg04958703	0.0575696046547539	SLC25A11;RNF167	17	4844722
cg04959788	0.0317513914502472	NA	NA	0
cg04959837	0.0327600616998566	PLSCR4	3	145968389
cg04960271	0.0170605971498138	PARP1	1	226595576
cg04960652	0.0220634239345088	BNIP1	5	172571539
cg04960951	0.0173830623699099	SUV420H2	19	55851040
cg04961553	0.0397687109750808	OCIAD2	4	48908469
cg04962134	0.372476908606529	SPRYD5	11	55653310
cg04963951	0.611408596019884	NA	NA	0
cg04964702	0.0439270655042178	CBL	11	119076556
cg04967538	0.272669375050994	CXorf42	X	119379188
cg04968426	0.952449787035716	PPP1R14D	15	41120711
cg04968473	0.261199280513691	CYP1A2	15	75040734
cg04969808	0.0789426517129053	WNT7A	3	13922158
cg04969878	0.203276427960342	TMEM19	12	72079240
cg04970117	0.517875065039654	SLC6A20	3	45838037
cg04970352	0.145058577958681	ALX4	11	44327399
cg04970994	0.822565082342404	BCS1L	2	219525843
cg04972545	NA	RFX3	9	3526297
cg04972979	0.175866295474035	C20orf54	20	749148
cg04975920	0.259437383741401	TSPAN1	1	46646224
cg04979725	0.0123957683450803	UNKL	16	1464225
cg04979933	0.655798769122533	INSL5	1	67266801
cg04981414	0.033765984652403	POMT1	9	134378512
cg04981492	0.541317966126628	SYDE1	19	15218713
cg04982748	0.0751171475987588	HELB	12	66696283
cg04983977	0.726049210998868	GPR25	1	200842145
cg04984200	0.0121252007601353	HCCA2;CTSD	11	1784980
cg04984513	NA	BRI3BP	12	125477549
cg04985144	0.54366588532541	SPTBN2	11	66488638
cg04985146	0.0133981202119465	MRPL12	17	79670585
cg04987894	0.519856376273993	NA	NA	0
cg04988423	0.0287971534488282	ALX4	11	44331577
cg04988978	0.157809407517642	MPO	17	56359578
cg04991214	0.457172935789737	PFDN2;NIT1	1	161089118
cg04991337	0.042587434276882	MCCC1	3	182817223
cg04992673	0.827624086980679	HEPACAM2	7	92848714
cg04993257	0.281243324646829	PLAC2	19	5568163
cg04994456	0.554019590218477	RNF186	1	20141662
cg04995095	NA	CD300E	17	72619556
cg04995717	0.243031709629089	TEK	9	27109293
cg04996020	0.407357445919997	SLC26A3	7	107443898
cg04997967	0.194952194530227	NA	NA	0
cg04998282	0.0226274965964109	NOL11	17	65713980
cg04999036	0.0187116009720558	TMEM87A;GANC	15	42566375
cg04999691	0.66414685298987	C7orf29;LRRC61	7	150027050
cg05000446	0.208388688151187	C9orf131	9	35042395
cg05001145	0.0788738917993951	ELL2	5	95297731
cg05004940	0.0211416398145918	C20orf195	20	62185074
cg05008406	0.0166450687053218	B4GALT4	3	118959563
cg05009249	0.0167248396211607	NA	NA	0
cg05010058	0.0417671070192063	CEP68	2	65284262
cg05010623	0.0438534680226376	ACVR1C	2	158485762
cg05010967	0.10370192293667	SPATS1	6	44310640
cg05011018	0.812772010914132	NA	NA	0
cg05011232	0.0312992904751401	ETV4	17	41622925
cg05012785	0.0300383871796386	ZRSR2	X	15808900
cg05013695	0.0130465807714599	FRAT1	10	99079798
cg05016508	0.988361756030391	FLRT1;MACROD1	11	63871570
cg05016953	0.0313700074569829	SLC6A4	17	28562813
cg05018361	0.035085220907923	NSUN6	10	18940650
cg05019001	0.527357643895725	AR	X	66766334
cg05019152	0.0149378391641915	FAM82A2	15	41047360
cg05019661	0.0183974372244698	AP3M1;ADK	10	75910806
cg05020203	0.612788842026639		2	242968829
cg05022306	0.735026825175613	HOXC8	12	54403254
cg05023116	0.566842679780215	NLRP5	19	56510892
cg05023540	0.44912130647054	NA	NA	0
cg05023691	0.470913792346237	RGS13	1	192605253
cg05024638	NA	POLG	15	89877539
cg05026033	0.0350333672128244	ELP3	8	27950972
cg05026186	0.245234279602105	ABLIM3	5	148520876
cg05027081	0.0127127165271062	CDC7	1	91966616
cg05028306	0.143540049603716	LAP3	4	17578663
cg05028467	0.0922024016823351	SNCB;EIF4E1B	5	176057097
cg05029288	0.0190763038451104	UGDH	4	39529354
cg05032550	0.00878789376312594	C14orf2	14	104387812
cg05032943	NA	SFRS4	1	29508776
cg05037688	NA	EGFL7	9	139556554
cg05038053	0.0113763785914348	NR1H3;ACP2	11	47270240
cg05038121	0.123996364649633	FAH	15	80444758
cg05038209	NA	MAP1LC3B;FBXO31	16	87426147
cg05038977	0.0521494774219899	EIF4A1	17	7476167
cg05039054	0.148860495646415	DMD	X	33357782
cg05040360	0.780786535174189	MS4A6E	11	60102449
cg05040429	0.0338173422940656	SAMD12	8	119633844
cg05040447	0.010743480471291	UQCRQ	5	132202635
cg05044994	0.73966375217064	LPP;FLJ42393	3	187896605
cg05045383	0.0128471907968419	RAE1	20	55926193
cg05045528	NA	GPR107	9	132815702
cg05045781	0.0316235999961048	FHL3	1	38471474
cg05046097	0.63931958547478	MMRN2;SNCG	10	88717926
cg05047411	0.680554328302652	MAGEA8	X	149009895
cg05050341	0.783820627563201	ENG	9	130617534
cg05051316	0.0121090035645791	TMED1	19	10946973
cg05052633	0.625708237074903	ADAP2	17	29249485
cg05055150	0.742287497270666	MAG	19	35783292
cg05055720	0.0171492583404854	TCTA;RHOA	3	49449599
cg05056120	0.504409606022377	EBF1	5	158527702
cg05057057	0.0214550413620611	DDX56	7	44613977
cg05058973	0.184630971840068	GHRHR	7	31002599
cg05059825	0.0174299412115377	HNRNPUL2;TTC9C	11	62495950
cg05060602	0.0221742509062056	DCTD	4	183838922
cg05060662	0.0278306688615015	HIST4H4	12	14923882
cg05062178	0.0412501241816406	ITGB5	3	124605247
cg05063104	0.2322745394938	SLC5A8	12	101603329
cg05064181	0.93668021442187	ABLIM1	10	116445398
cg05064352	0.037621050711815	PHF21B	22	45406545
cg05064673	NA	PTPRU	1	29562604
cg05065037	0.0334527256776048	ZCCHC6	9	88969928
cg05065690	0.041698247232287	DDX23	12	49246007
cg05067286	0.32851369998889	TMEM45B	11	129686365
cg05067973	NA	TRIB3	20	360745
cg05069385	0.0145757331857314	FKBPL	6	32098247
cg05070690	0.990218328934603	MOV10L1	22	50528752
cg05071677	0.327959111257411	OR2V2	5	180581950
cg05072008	0.539840306441872	FIGNL1	7	50518647
cg05072951	0.0162314760543358	CAPN1	11	64949398
cg05073035	0.428331627597282	ZIC1	3	147127193
cg05073845	0.0115624069333641	FOXO1	13	41240516
cg05076631	0.142430199315449	PGF	14	75422152
cg05078019	0.467488396269436	PDE6B	4	619392
cg05079045	NA	APBB1	11	6440803
cg05079794	0.0349695424150036	IMPDH1	7	128050616
cg05086873	0.0135903004381312	RIC8A	11	208948
cg05086993	0.0346865132001923	TAS1R1;NOL9	1	6614664
cg05087948	NA	CTSF	11	66336197
cg05088386	NA	ELF2	4	140060774
cg05088512	0.0691234318363909	DKKL1;TEAD2	19	49866817
cg05089059	0.0199768316104739	IMPDH1	7	128049863
cg05089968	0.331333805255201	PRR18	6	166722773
cg05090725	0.157997680650231	RAB39	11	107799287
cg05091653	0.105829625989934	SP100	2	231281474
cg05093686	0.524764987463739	MAB21L1;MIR548F5;NBEA	13	36050788
cg05094216	0.40261530365885	MED12L;P2RY12	3	151101921
cg05095674	0.0172629186536379	NA	NA	0
cg05098471	0.0153506988737422	MEIS1	2	66662163
cg05098732	0.193694564232252	FOXA3;SYMPK	19	46367776
cg05101920	0.23445721161848	KCNJ10	1	160040217
cg05102817	0.637511504073105	RBM18;MRRF	9	125028279
cg05103623	0.100904806819353	TAGAP	6	159466458
cg05104081	0.911731470740535	KIAA0802	18	8717011
cg05105069	0.0943768982946204	TCEAL7	X	102585354
cg05105913	0.355682334400115	XYLT2	17	48422990
cg05106502	0.573832391861102	SKAP1	17	46506947
cg05107152	NA	KLC4;MRPL2	6	43026774
cg05109049	0.102109758160625	NF1;EVI2B	17	29641333
cg05111036	0.0343207194879009	NA	NA	0
cg05111110	0.975025785944556	PC;LRFN4	11	66625278
cg05111829	NA	SUPV3L1	10	70940483
cg05112299	0.272998854275251	NA	NA	0
cg05112986	0.0349960707184464	SUPT3H;RUNX2	6	45346247
cg05113558	0.884891715596077	FOXH1	8	145702343
cg05113908	0.094384343311553	GYG2	X	2747136
cg05114625	0.0131389372286749	CDC27	17	45266880
cg05116896	0.0184749411079545	CD2BP2	16	30366237
cg05119218	0.726898990525396	NA	NA	0
cg05119831	0.0191725912081756	PTPRN2	7	158380179
cg05120641	0.0158394122397328	CHAC1	15	41245706
cg05120715	0.0325543473450077	UGCG	9	114659593
cg05122605	0.0213059837964244	MAEA	4	1283721
cg05125838	0.425683019935107	UCN2;COL7A1	3	48601585
cg05126264	0.816007509046823	NA	NA	0
cg05127380	0.0296982273831327	STIP1	11	63953685
cg05127924	0.765701406314859	FBXW10	17	18647524
cg05129930	0.010648817706284	PFKL	21	45719797
cg05130485	0.102060461404075	CASP8	2	202098257
cg05131524	0.0546994658505154	ADAM22	7	87563251
cg05131835	0.456521267970135	NA	NA	0
cg05134796	0.376810534017735	ENOPH1;HNRPDL	4	83352783
cg05135156	0.096973261922853	C1orf21	1	184355420
cg05135288	0.381663114925009	RHOT2;WDR90	16	717707
cg05139924	0.0190804821076855	LZTR1	22	21336424
cg05140736	0.858439798496683	SLC26A11;SGSH	17	78195518
cg05141400	0.466505575817913	MAGEB4	X	30260122
cg05141870	0.0154052973960901	MIR423;CCDC55	17	28444127
cg05142115	0.023885920565009	GGCT	7	30544301
cg05142373	0.0648684495919394	FZD1	7	90894714
cg05142576	0.024948581008947	NA	NA	0
cg05144089	0.0186077042873465	SNORA14B;TOMM20	1	235292386
cg05146205	0.0232396838733532	CUX1	7	101458365
cg05146762	0.0568907427498353	GTF2IRD1	7	73868174
cg05149586	NA	SDSL	12	113859869
cg05150177	0.0191853586349155	NA	NA	0
cg05152459	0.359312168374539	MAGEE2	X	75005087
cg05154390	0.13015197199761	MRPS15	1	36929274
cg05155595	0.712813801050339	ANXA4	2	70008161
cg05156613	0.694459053915871	ACTL7B	9	111618129
cg05157725	0.221609960223868	COL21A1	6	56112484
cg05158538	0.104113873715366	PPARGC1A	4	23891486
cg05158615	0.422372753197665	NPY	7	24323559
cg05159188	0.296689861453216	HIST1H4F	6	26240579
cg05159732	0.494027625010912	HCRT	17	40337534
cg05160935	0.0208694605769851	MED30	8	118532754
cg05161795	0.739911575011327	ZDHHC3;EXOSC7	3	45018949
cg05163057	0.171008616133677	SPPL2B;LSM7	19	2329403
cg05163071	0.301524024103365	RETNLB	3	108476540
cg05163206	0.718057210826899	NA	NA	0
cg05163348	0.15900808011589	RPP30	10	92631428
cg05163588	NA	LIMK1	7	73498778
cg05164185	0.0453786765932007	CCND1	11	69456412
cg05164634	0.0900830260504327	WNT10B	12	49366538
cg05165580	0.0148002380515715	ADAT1	16	75657337
cg05168404	0.329596466676601	SLC29A4	7	5321726
cg05170326	0.0175047874353706	LPCAT3	12	7125723
cg05171367	NA	HIP1	7	75368241
cg05173789	0.0160207420919149	RPLP0	12	120639210
cg05174079	0.600486341534639	NA	NA	0
cg05179880	0.0187456138990182	PDCD7	15	65426293
cg05180295	0.0601789595146731	NA	NA	0
cg05181279	NA		11	11982794
cg05181565	0.0136143722105812	SSU72	1	1509872
cg05184394	0.485383203310292	FAM123C	2	131512773
cg05185584	0.714904179934636	KCNJ11	11	17410182
cg05186188	0.904384866247449	AQP8	16	25228569
cg05187322	NA	CARD14	17	78152328
cg05189291	0.0173579492496783	THG1L	5	157158457
cg05190718	0.620473722787798	CASQ2	1	116310712
cg05191071	0.54172417682154	NA	NA	0
cg05191792	0.0140149578674928	WRNIP1	6	2765113
cg05193832	0.887960864495864	KCNJ1	11	128736844
cg05194726	0.674091238724282	NRIP2	12	2944480
cg05197908	0.0263778863600262	NA	NA	0
cg05200311	0.011493484150405	DEK	6	18264737
cg05200606	0.0430145394304718	CCND1	11	69457819
cg05200628	0.208898287513385	CD48	1	160681760
cg05203877	0.0782830237589808	SLC8A3	14	70655686
cg05205664	0.0234283521740116	UCP2	11	73694566
cg05206587	0.308188141119996	GLRA2	X	14547880
cg05206661	0.897139211621843		2	11271531
cg05208153	0.662948131870438	C9orf25;C9orf24	9	34398637
cg05208878	0.377904822136409	PRAME;LOC648691	22	22901596
cg05209463	NA	C4orf10;MFSD10	4	2935884
cg05209917	0.528049003683921	CNTN6	3	1134730
cg05210526	0.0148170310450114	PGM1	1	64059049
cg05213296	0.823282386187983	RPF2	6	111302729
cg05215575	NA	SEPT12;LOC440335	16	4838722
cg05216141	0.0936678782946785	ETV7	6	36354960
cg05217755	0.0147544079505208	ERF	19	42758976
cg05218490	0.0661038669291811	ORC4L	2	148778969
cg05219900	0.0146605377856312	TLN1;CREB3	9	35732569
cg05221167	0.569114027289885	ZNF560	19	9609397
cg05221264	0.914854543011975	CELA2A	1	15783513
cg05222924	0.172478912783354	WT1	11	32450486
cg05225390	0.010977483473839	ZW10	11	113644407
cg05225996	0.175064682241081	ZNF205;MGC3771	16	3163017
cg05226008	0.160184162509578	DLC1	8	13372132
cg05227963	0.0323614448061952	RFC5	12	118454258
cg05228408	0.164176302445978	CLCN6;MTHFR	1	11865352
cg05229898	0.0113298872630119	EGR1	5	137801343
cg05232067	0.0258719677655872	BNIP3L	8	26240888
cg05232889	0.401766679853017	FOXP2	7	114055419
cg05236037	NA	ZNF202	11	123612483
cg05236474	0.017471483215084	C17orf59	17	8093493
cg05237543	0.035394034413518	MTDH	8	98656054
cg05238794	0.0852702211810017	NA	NA	0
cg05241571	0.431890347760704	KRTDAP	19	35981224
cg05242523	NA	KLK14	19	51588750
cg05242945	0.0233955814812078	RPSA	3	39447984
cg05243804	0.0333603346743604	FECH	18	55254238
cg05243815	0.0107264683150021	STRAP	12	16035684
cg05243874	0.031963081327508	NA	NA	0
cg05243909	0.0345456327700422	NTHL1;TSC2	16	2097910
cg05244766	0.481774563841862	GSTP1	11	67350499
cg05245515	0.276035391436442	SLC39A2	14	21467273
cg05245861	0.497790679761359	C18orf34	18	31020511
cg05246522	0.531481991372397	KSR1	17	25798973
cg05248470	NA	LILRB2	19	54785348
cg05248781	0.40916524778491	LCE5A	1	152483199
cg05249393	0.0250992481215426	LDLR	19	11199883
cg05250458	0.499471240403225	ZNF177	19	9473565
cg05250673	0.0164735871600941	NA	NA	0
cg05251000	0.425117759634337	FREQ	9	132935664
cg05252264	0.192865573064295	FCAR	19	55385587
cg05253159	0.573953100810097	SH2B2	7	101928560
cg05253327	0.917781896062512		2	62420915
cg05254049	0.77703431619957	SYN1	X	47479662
cg05254747	0.897632734450732	SLC39A14	8	22223937
cg05256043	0.327485787525467	DCT	13	95131951
cg05257479	0.0100286893640768	WARS2	1	119683279
cg05257610	0.212348644813397	CEBPZ;C2orf56	2	37457596
cg05259765	NA	CYTH4	22	37677244
cg05260966	0.392418574293144	SYN3;TIMP3	22	33197394
cg05261289	0.0156439655052546	STARD7	2	96874823
cg05261299	NA		12	52437299
cg05261824	0.888676406562215	ZNF165	6	28046730
cg05262335	0.185068977312867	TAGAP	6	159466062
cg05263682	0.0306786845042522	RNGTT	6	89673273
cg05266460	0.789901165579859	LOC91316;RGL4	22	24032819
cg05266781	0.138083896420257	IRX5	16	54965492
cg05270634	0.035373634625894	RND2	17	41177445
cg05275231	0.0556950591050254	DCAF13;SLC25A32	8	104427896
cg05275605	0.538593971613429	NCRNA00175;COL18A1	21	46844883
cg05275752	0.0779710348156387	GALM	2	38892887
cg05276137	0.00934094481536902	SLC2A4RG	20	62370796
cg05279707	0.0384440975332194	ADNP	20	49547986
cg05279864	NA		7	87109319
cg05280555	0.0207273097234739	CNOT10	3	32727089
cg05284582	0.017364990760042	DNAJC18	5	138775061
cg05284724	0.0303592052776341	TTC26	7	138818658
cg05286874	0.0085147109164414	ABCA1	9	107690485
cg05287690	0.167844563037826	FBXW7	4	153456344
cg05288569	NA	KLHL11	17	40021733
cg05288803	0.0128630112734015	SYN3;TIMP3	22	33198055
cg05289701	0.039905825692747	C12orf11;FGFR1OP2	12	27090805
cg05290904	0.0280451416026076	RBBP5	1	205091401
cg05291178	0.93656008250622	C3orf24	3	10149466
cg05292376	0.476201506167171	AATK	17	79095236
cg05293216	0.675921900693432	FANCG	9	35080812
cg05293407	0.0231803345874056	TRIM27	6	28891967
cg05294095	0.0118741180268882	PSMD8	19	38865080
cg05294243	0.100972957444123	KLK13	19	51569106
cg05294455	0.353721360781304	MYL4	17	45286609
cg05300132	0.971031752561043	EXD2	14	69676275
cg05301102	0.0252262401694497	STX6	1	180992117
cg05301852	0.319495641366088	FABP1	2	88427827
cg05303448	NA	AACS	12	125549535
cg05306006	0.0153722760894897	RPE	2	210867127
cg05306176	0.136385516311153	KDSR	18	61034324
cg05306735	0.0436952444054919	ZNF273	7	64363575
cg05307923	0.0498013114899128	ADARB2	10	1779667
cg05308484	0.0170730557985924	C12orf5	12	4429999
cg05308617	0.049118951601431	ARMC8	3	137906066
cg05310071	0.0324030077572194	PIGL	17	16120569
cg05311623	0.0623253114010988	ANXA5	4	122618007
cg05313261	0.0472410594882782	MAPK3	16	30134350
cg05316065	0.170436452401614	GSDMC	8	130799007
cg05318777	0.101380404647331	BBS7	4	122791956
cg05321960	0.0447992042598325	KIAA0907	1	155904084
