Hybridization REF	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05
cg07357256	0.0144645467952775	MRPS26	20	3027028
cg07359545	0.749112784089003	GP1BB;SEPT5	22	19711327
cg07360076	NA	FGFR3	4	1794639
cg07360692	0.745595962230534	NA	NA	0
cg07361385	0.579219034496473	AHSG	3	186331026
cg07363637	0.17812754276603	SLC44A4	6	31846996
cg07364638	0.0122052791300198	NGRN	15	90808673
cg07364841	0.973216212150795	HGFAC	4	3444147
cg07366967	0.917269298739941	EXD2	14	69675438
cg07369274	0.747655292325647	NA	NA	0
cg07371290	0.0170148174519345	HDAC5	17	42200522
cg07371530	0.399140473597951	RPUSD1;CHTF18	16	839581
cg07373172	0.751938943079094	NA	NA	0
cg07374145	0.00523791638119385	ARRDC2	19	18111823
cg07374632	0.525035485991439	PCSK1N	X	48693665
cg07374637	0.934331713685354	KRTAP19-5	21	31875448
cg07374928	0.861129664946061	FAM118B	11	126099286
cg07376029	0.824637949255557	GC	4	72650992
cg07376232	0.29637988616362	AMICA1	11	118084920
cg07376535	0.0496440524698206	ADCYAP1	18	905450
cg07378350	0.0717991880181978	GDF5	20	34027324
cg07379574	0.124130927708625	TMEM59L	19	18724173
cg07380416	0.91616546842526	CD6	11	60739172
cg07380496	0.00829268827406681	MAP1B	5	71403420
cg07380959	0.115376222238148	TFPI2	7	93520323
cg07383972	0.0171454508769925	NUP205	7	135242951
cg07384961	0.0939372015884679	CLDN6	16	3068128
cg07387199	0.0290992273471761	CCDC45;DDX5	17	62502055
cg07387450	0.00944847083846082	TMED5;CCDC18	1	93646168
cg07388493	0.339953132864577	NDUFS5	1	39491459
cg07389922	0.0190957110993003	DULLARD;C17orf81	17	7154007
cg07393322	0.0458826617705696	A4GALT	22	43117318
cg07395788	0.0128886510259808	PDSS2	6	107780783
cg07398350	0.0138574088153267	C16orf57	16	58035398
cg07398429	0.269431230165341	MAGEB4	X	30260301
cg07399355	0.0564509266612276	MUC1	1	155163013
cg07401901	0.0133188470699843	DAAM1	14	59655405
cg07403255	0.798361325468032	NA	NA	0
cg07403350	0.127664104469062	LIG4	13	108867111
cg07404418	0.0440122110055196	LRWD1;ALKBH4	7	102104807
cg07404485	0.721951165384106	PON1	7	94953653
cg07405796	0.810767962999016	TRIM40	6	30104552
cg07408456	0.228543396485345	PGLYRP2	19	15590532
cg07408740	0.167336607197245	OGDH	7	44645306
cg07409200	0.226172173754231	C13orf30	13	43354674
cg07410075	0.0198291737321479	CCDC6	10	61666543
cg07411229	0.0307695785780827	GPATCH2;SPATA17	1	217804382
cg07412254	0.851238044428181	LOC84931	2	121223534
cg07413497	0.017686917501659	C6orf57	6	71276640
cg07414384	0.0455400541222301	BAZ1A	14	35344667
cg07421682	0.969784725828952	PCSK6	15	102030850
cg07422345	0.0104933560020631	LOC80054;CEBPA	19	33793987
cg07423149	0.721595956410377	CHI3L1	1	203156246
cg07423906	NA	C17orf56;C17orf89	17	79212344
cg07424155	0.012827762516274	CAPZA2	7	116503126
cg07425555	0.732193965225215	PODNL1	19	14049018
cg07426848	0.756776949989367	S100A3	1	153521712
cg07426960	0.0622452397593872		11	69469290
cg07427065	NA	MESTIT1;MEST	7	130130596
cg07428089	NA	ATP5G3	2	176046170
cg07428182	0.719730548015041	PLXNA3	X	153686926
cg07430605	0.0649077480844097	BRD8;KIF20A	5	137514261
cg07432969	0.938006938823894	GPR35	2	241569557
cg07433344	0.00754718325433829	HSD17B8	6	33172450
cg07433453	0.947869626185471	C7orf50;GPR146	7	1097027
cg07434278	0.915086265626272	NA	NA	0
cg07434382	0.493942347849723	NA	NA	0
cg07435592	0.0385629743910784	DCBLD2	3	98619796
cg07436807	NA	ACTA2	10	90712767
cg07437033	0.0283373448614594	ZBTB17	1	16302232
cg07440387	0.0297990474930222	SFRS6	20	42086266
cg07440414	0.0357733703786987	TCF7	5	133451021
cg07440877	0.95263032800686		13	24523079
cg07441143	0.810829794318545	SLURP1	8	143824001
cg07441272	0.0149153379794523	RPL39L	3	186857475
cg07442479	0.0795333375542734	GDNF	5	37839769
cg07443748	0.154945396826855	CCT8L2	22	17073594
cg07443954	0.0100992485407447	SEC1;CA11	19	49149573
cg07444907	0.0457113943351454	UBLCP1	5	158690182
cg07446572	0.568562659099789	CDCA3	12	6959518
cg07446846	0.682134417053931	SLC6A8	X	152952362
cg07447773	0.160237820414742	AKR7A3	1	19614851
cg07447922	0.0293428751020568	EPHA10	1	38230827
cg07448460	0.0164427042315829	GGH	8	63951879
cg07448499	0.046993465446069	CTSH	15	79237157
cg07448856	0.0119532492005954	ZNF670	1	247242043
cg07452799	0.0144800993187856	PARD3	10	35103869
cg07453618	0.026683278256613	TPRG1L	1	3541082
cg07453748	0.943869537281878	MGMT	10	131355302
cg07454215	0.0126364636370002	DCP1A	3	53381805
cg07455279	NA	NDUFA3	19	54605703
cg07455975	0.00906191720005394	OLA1	2	175112849
cg07456201	0.899826225324781	UMOD	16	20363711
cg07456645	0.0449843427302725	C19orf30	19	4769146
cg07457944	0.0178208855364794	SOCS6	18	67957061
cg07459264	0.0661051331633524	NECAP2	1	16767326
cg07459489	0.574775019227926	SLC30A8	8	118147163
cg07460665	NA	CALCOCO2	17	46908912
cg07461318	0.0470632420232865	NTN4	12	96184965
cg07461582	0.0136333382077485	RINT1	7	105172722
cg07463059	0.0795363138646581	IFI16	1	158979810
cg07465480	0.0217512459731837	TPMT;KDM1B	6	18156341
cg07465609	0.834285597878722	EYS	6	66205227
cg07465864	NA	YTHDC2	5	112849162
cg07466531	NA	SRP14	15	40331758
cg07469792	0.00612707594957795	RASSF8	12	26112121
cg07471052	0.737676280695694	CDK3;C17orf106	17	73996245
cg07472159	0.784519229354642	COL10A1;NT5DC1	6	116447667
cg07473175	0.0204126422698737	AMIGO2	12	47474262
cg07473550	0.0875851925212831	TSC22D3	X	107019191
cg07474356	0.0178770465764537	PCDH11X	X	91034003
cg07475247	0.0862247374076234	PMPCB	7	102938279
cg07475743	0.623273790587456	NA	NA	0
cg07476030	0.425343726656834	RTN4IP1;QRSL1	6	107078648
cg07477160	0.0107218980152151	NDRG1	8	134309501
cg07478100	0.0829383178873948	MIS12;DERL2	17	5389857
cg07478122	0.352569797179553	PAR5	15	25230421
cg07478208	0.0981584707415682	MEIS3	19	47923331
cg07479491	0.0418654398460314	BMP6	6	7726108
cg07480567	0.0154223845801658	HS3ST3A1	17	13505174
cg07482936	0.151097727838611	C17orf82	17	59488635
cg07483064	0.0105778316280661	ENO1	1	8938751
cg07484450	0.816129624704433	C11orf64	11	60383361
cg07484827	0.645261749574985	CHRNA10	11	3693157
cg07485588	0.601997998864796	NA	NA	0
cg07485777	NA	TRIM60	4	165952835
cg07487535	NA	DHCR7	11	71159905
cg07489003	0.825085458647409	XK	X	37545586
cg07489134	0.0720071763004151	HELLS	10	96305958
cg07490776	0.0085470143091029	AP3M2	8	42010169
cg07494047	0.0182045146902845	ZNF304	19	57862713
cg07494248	0.100012408537108	HSPD1;HSPE1	2	198365610
cg07494518	0.00839893985982071	SIK1	21	44847608
cg07495664	0.00943685129226984	FAM63A	1	150978905
cg07496861	0.00909555041364041	FAM119A	2	208489667
cg07496902	0.901023470330991	ASB14	3	57314448
cg07498421	0.0493795217875336	CRADD	12	94071223
cg07498879	0.754220885275518	OSM	22	30663041
cg07499072	0.0584487075700459	FST	5	52776694
cg07499372	0.927284883846531	USP29	19	57631232
cg07499806	0.939365536261475	ZSCAN5A	19	56739868
cg07501965	0.0847227255891306	NA	NA	0
cg07503829	0.0233653514510064	PSMD13;SIRT3	11	236309
cg07504718	0.440761107621284	MMP21	10	127465376
cg07504780	0.0769066808954644	PSMB9;TAP1	6	32821684
cg07505695	0.0388911961168235	SPG21	15	65281854
cg07506795	0.958591926251574	ZNF19	16	71523560
cg07507271	0.00566957180926195	C4orf42;CTBP1	4	1242751
cg07509155	0.366848413639746	IL28RA	1	24514412
cg07510052	0.127013203471499	NA	NA	0
cg07510080	0.0595175214971568	HIF1AN	10	102295549
cg07512345	0.898184469572011	TNP2	16	11362839
cg07512517	0.393392560366227		7	38408106
cg07514381	0.554270930719023	NA	NA	0
cg07515662	0.0754585841399266	RPS26	12	56435880
cg07516225	0.0521592743104438	C8orf41	8	33371225
cg07518362	0.0087759760927689	NOTCH2	1	120611593
cg07519011	0.0256275488270442	TBC1D4	13	76056421
cg07520158	0.0107936528699605	LSM5;AVL9	7	32535189
cg07520161	0.0346374015198805	TMTC3;CEP290	12	88535980
cg07525077	0.0636123345641662	RNASE3	14	21359943
cg07525445	0.0201543132510421	TPM1	15	63335302
cg07526021	0.00963310137079343	MSH3;DHFR	5	79950611
cg07526069	0.0253998878378346	GOT1	10	101190311
cg07526675	0.367370446755162	PCSK1N	X	48694367
cg07531356	0.526870866625771	INSL6	9	5185951
cg07533148	0.0084586537936182	TRIM58	1	248020812
cg07533529	0.0765180660417182	ROM1;EML3	11	62379499
cg07534467	0.0337859447551483	ZNF16	8	146176336
cg07535475	0.0355881477677339	ALG2;SEC61B	9	101984791
cg07535879	0.0180780161152617	MTRF1L	6	153323363
cg07536847	0.762899680028876	PAX7	1	18957232
cg07536920	0.013903850462721	RORB	9	77112326
cg07537523	0.219086566883258	BCAT1	12	25102311
cg07540118	0.0170697691543996	ADAM19	5	157002713
cg07543883	0.813509913966211	ANGPTL6	19	10213271
cg07545232	0.360845758815264	NA	NA	0
cg07545925	0.414543494856875	CD3G;CD3D	11	118214927
cg07546360	0.0913541841824187	LOC400931	22	46482023
cg07548313	0.231486275361601	CD1C	1	158259926
cg07549194	NA	PTH2	19	49927076
cg07549630	0.00650948333215954	NEDD1	12	97300822
cg07549715	0.822628882480669	GNRH2	20	3024204
cg07550267	0.0149846276400056	SNORD46;RPS8	1	45241824
cg07550278	0.0363420120074352	C10orf4	10	95462365
cg07550362	0.557838097450162	TAC1	7	97361201
cg07551659	0.0330285303700959	CGNL1	15	57669165
cg07554030	NA	NAGLU	17	40687935
cg07557424	0.0480220948434122	C9orf23	9	34613043
cg07558006	0.770697856066679	TAAR8	6	132874263
cg07558455	0.0106759636717171	KANK4	1	62784762
cg07559730	0.0159857647724379	ZNF702P	19	53497048
cg07560096	0.0219683652992812	ME3	11	86383182
cg07561400	0.0221409758871422	ZC3HAV1	7	138794433
cg07561588	0.0228579946486752	RNF139	8	125487055
cg07566050	0.909929625277212	PEA15	1	160174755
cg07567107	0.00674303331669453	HEATR6	17	58156231
cg07569069	0.0358844873944116	C19orf39	19	11485349
cg07569756	0.0176997423351883	LRRC59	17	48474564
cg07570142	0.0381667619138367	MOXD1	6	132722421
cg07570421	0.0283046728900241	PTER	10	16479076
cg07571117	0.0269640497846186	FAM98A	2	33824316
cg07572341	0.165158811698235	FOXA2	20	22565881
cg07572435	0.949703971362223	LY6D	8	143868013
cg07576541	0.501541665905879	SNAPIN	1	153630883
cg07577263	0.0327713375630122	NUP205	7	135242585
cg07579404	0.0405379715611046	RAET1L	6	150346721
cg07580475	0.909098006703905	SEMA3B	3	50304049
cg07580827	NA	PIH1D2	11	111943186
cg07581365	0.0251821294365936	CBX8	17	77770444
cg07581973	0.628639634334673	PRDX4	X	23685729
cg07584959	NA	MED16	19	892937
cg07586911	0.946365699358015	FAM71F1	7	128355717
cg07588113	0.0102954164262822	C7orf63	7	89874465
cg07588664	0.0851488562608937	NA	NA	0
cg07588779	0.0753739167442477	GPR137;BAD	11	64051753
cg07589355	0.0684478756655826	RBMS2	12	56915842
cg07590705	0.0541150975459458	CHCHD3	7	132766510
cg07592353	0.93926840113727	GABRA6	5	161113339
cg07594478	0.0278997943381954	ARIH1	15	72766470
cg07594933	NA	CCDC77	12	515355
cg07595113	0.218218651796406	MYBL1	8	67525279
cg07595943	0.57605685803457	ADAD2	16	84224901
cg07596401	NA	LHPP	10	126150086
cg07596494	0.00827178450146521	KIF3C	2	26205095
cg07597871	0.0337541666052301	RAP1A	1	112162932
cg07597976	NA	CD19	16	28943019
cg07598199	0.679434720867464	MYOZ2	4	120056829
cg07599644	NA	C11orf41	11	33693866
cg07601320	0.592174658119309	SLC38A4	12	47219841
cg07602026	0.0115741739908189	PSME1	14	24605550
cg07602200	0.0241077060529796	P2RX7	12	121570875
cg07603484	0.93584659791663	NUP62;IL4I1;ATF5	19	50434179
cg07605143	0.841215089903468	EMP3	19	48827843
cg07607462	0.0277636336336752	UBR1	15	43398173
cg07607921	0.0363343580208676	ZZEF1;CYB5D2	17	4047574
cg07608333	NA	CD209	19	7813422
cg07611177	0.0305086440163246	SLC25A46	5	110074217
cg07611334	0.0560491504847556	NRSN2	20	327811
cg07611925	NA	KCNE2	21	35736383
cg07612655	0.62849090766509	PTGIS	20	48185517
cg07613153	0.34102023475098	TDRD9	14	104436947
cg07613278	0.169859685932429	API5	11	43333327
cg07614786	NA	TTLL3	3	9860331
cg07617246	NA	IGDCC4	15	65715951
cg07617560	0.0112913102387762	DNAJA3	16	4475932
cg07618900	0.314928774221782	BEST3	12	70093350
cg07619076	0.0798450640923082	NA	NA	0
cg07621042	0.987743414381964	RBMXL3;LRCH2	X	114424768
cg07621046	0.794395016656069	C10orf82	10	118429658
cg07621456	0.356053020825532	CCDC48	3	128749537
cg07623294	0.0246966781749077	ELAVL2	9	23826507
cg07625840	0.0519127633781442	PRSS12	4	119274341
cg07628086	0.00828665590885553	AP2B1	17	33914258
cg07629017	0.0606110957984389	NPBWR1	8	53851613
cg07633499	0.205075965486215	UFD1L;CDC45L	22	19467075
cg07634191	0.865526140085795	SCARA5	8	27850178
cg07634204	0.0605276147393652	VPS72	1	151162707
cg07634706	NA	CCL17	16	57438524
cg07636178	0.040201552858834	HIST1H3C	6	26045534
cg07637239	0.757642602073607	KCNK18	10	118957259
cg07638871	0.0118483012530733	MIER3	5	56247860
cg07638935	0.0497652010957221	KAZALD1	10	102821427
cg07638938	0.916756913252864	MGMT	10	131348599
cg07639198	NA	AKR1C1	10	5004250
cg07639720	0.0528733268145148	BNC1	15	83952875
cg07639959	0.015066769707501	EXO1	1	242011162
cg07640473	0.0129965028798581	SEMA3F	3	50193232
cg07640820	0.022119428771587	AGK	7	141251633
cg07641524	0.115509670463542	MSRB3	12	65672405
cg07642638	0.138970755248213	CHGB	20	5891786
cg07643942	0.819123038055195	LACRT	12	55029147
cg07644368	0.831301516281317	CDO1	5	115152785
cg07651242	0.0247959841141461	ADCY1	7	45614720
cg07651857	0.0295495986302304	RNF4	4	2471025
cg07651914	0.871997995098872	CLDN15	7	100881986
cg07652213	0.0287391692055671	MSH6	2	48010362
cg07652553	0.0166244540839828	NA	NA	0
cg07654843	0.961682203245175	MYO18B	22	26138429
cg07654896	0.231930043859325	RGN	X	46937829
cg07654934	0.030795052489437	LXN;GFM1	3	158390329
cg07655627	0.104908304547612	NUDT12	5	102898729
cg07656304	0.113178920497211	NAP1L1	12	76479148
cg07656362	0.0251314354238113	C1orf91;EIF3I	1	32688117
cg07656391	0.0378070680366232	DPY30	2	32264720
cg07657236	0.265556669443975	KCNH8	3	19190202
cg07657776	0.70657926659784	UBE3B;KCTD10	12	109914065
cg07658590	0.693291222675375	SLC19A1	21	46963587
cg07658718	0.0375728685306565	CDK5R1	17	30814514
cg07660236	0.434547849130258	ZSCAN12	6	28367883
cg07663789	0.0460320065776837	NPR3	5	32711429
cg07664027	NA	RPL13AP5;RPL13A	19	49990137
cg07664183	NA	HAUS6	9	19103231
cg07664856	0.18019048053243	CNTN6	3	1134528
cg07665060	0.626106368821329	C19orf33;YIF1B	19	38794598
cg07666065	0.0453289950656582	PON2	7	95064469
cg07667595	0.0181913515739496	ZNF576;IRGQ	19	44100631
cg07668036	0.0269662187811124	PSMD4	1	151227536
cg07671208	0.843982965150584	NA	NA	0
cg07671603	0.011123793642226	C7orf13;RNF32	7	156433350
cg07671949	0.0420884869081966	ESR1	6	152128338
cg07671976	0.0114377921949389	TNFRSF18	1	1142215
cg07672479	0.010748761996959	DYNC1H1	14	102431106
cg07673945	0.0200452493664292	NA	NA	0
cg07674153	0.0373372091127515	TSHR	14	81421600
cg07675169	0.258753145296639	FLJ16779;NKAIN4	20	61886262
cg07675682	0.732115374915283	SLC26A11;SGSH	17	78195515
cg07676849	NA	FOLR3	11	71845665
cg07677850	0.843172270359265	ADORA2B	17	15847412
cg07678643	0.0574867104788766	C1orf212	1	35325113
cg07679836	0.491966608047612	BAK1	6	33548423
cg07681084	0.0137970906950394	LMBR1	7	156685826
cg07684150	0.00997597172193589	BRP44;DCAF6	1	167906751
cg07684353	0.0552573459324994	MYO1E	15	59664799
cg07684796	0.0550709268620334	DKK1	10	54074209
cg07684809	0.0607610232636172	GLIPR1L1	12	75728212
cg07685034	0.294091518799845	PCBP3	21	47269627
cg07685221	0.0204093626016218	QTRT1	19	10812325
cg07685786	NA	S100B	21	48025691
cg07685869	0.212899699197574	KIFC3	16	57836706
cg07686479	0.165513041867318	LMX1A	1	165325030
cg07688234	NA	CFP	X	47489663
cg07688613	0.0310504017245214	INTS3	1	153700021
cg07688933	0.0387884368312551	TMEM160	19	47551971
cg07689731	NA		1	31393915
cg07689821	0.0374224615093932	DAXX	6	33290736
cg07690018	0.0175575644809656	CPNE7	16	89642492
cg07693270	0.478679657443111	RPL39L	3	186856928
cg07694025	0.0824512782986139	SFRP2	4	154709441
cg07695590	0.0257339211452394	CEBPZ;C2orf56	2	37459068
cg07696033	0.0913328493761954	ALX4	11	44326410
cg07697078	0.0317190923854146	PFDN1	5	139682675
cg07697569	0.0195428939752189	H2AFX	11	118966186
cg07699362	0.0154235340115595	NA	NA	0
cg07699440	0.0105384072409448	FAH	15	80445357
cg07703337	NA	ZNF610	19	52847943
cg07703401	0.606387053301108	HBQ1	16	230341
cg07704144	0.0199915690366333	SNPH	20	1247415
cg07705835	0.0927819875091038	IL17RC	3	9959128
cg07705908	0.191979995430247	SPDEF	6	34523925
cg07706067	0.0178873263137487	DHRS7B	17	21030370
cg07706362	0.0450827017979661	ZNF91	19	23578365
cg07707227	0.0241001767206979	MIR449C;CDC20B	5	54469532
cg07707498	0.0332427547362529	C16orf87	16	46865555
cg07708788	0.0124009640193279	SLCO2A1	3	133748311
cg07710481	0.0394345454709606	SLITRK5	13	88325384
cg07711097	0.180853142878008	GML	8	143915954
cg07711515	0.759613751000449	NA	NA	0
cg07713361	0.171923790076076	APOL1	22	36649144
cg07713493	0.426975727831918	CDK18	1	205473393
cg07714374	0.0936539683910488	NA	NA	0
cg07714534	0.0372966790532245	PRCP;C11orf82	11	82612592
cg07715201	0.139899344868319	GDNF	5	37840839
cg07715387	0.0321078438676069	SLC1A4	2	65216679
cg07715894	0.0135896723452512	C16orf75	16	11439533
cg07717632	0.820858412466579	C9orf167	9	140172631
cg07719512	0.742669508099695	SLC11A1	2	219246576
cg07719737	0.116795069899692	MANBAL	20	35917850
cg07728874	0.878068703773995	CD3D	11	118213272
cg07730301	0.628098060945831	ALDH3B1	11	67777952
cg07730329	0.360606040341503	PCDHGA4;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGA12;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	5	140810137
cg07731916	0.0692682652861496	IRF2	4	185395553
cg07732037	0.888346412002352	MPHOSPH9	12	123707827
cg07732644	0.86212546401402	ASPA	17	3378397
cg07733031	0.0159442699603201	SGTB;NLN	5	65018600
cg07736705	0.0130184810695147	POM121	7	72350033
cg07737781	0.042398539667815	MLXIPL	7	73038866
cg07739803	0.042047778541092	SLC30A7;EXTL2	1	101361235
cg07740640	0.991558362380198	BHLHA15	7	97841941
cg07740989	0.057525156880953	EEF1A1	6	74230681
cg07744166	0.0288477271614817	WASF3	13	27131484
cg07745434	0.0540304809460926	CHST13	3	126243401
cg07745725	0.877869035173006	PSG3	19	43245860
cg07746918	0.0154427023965764	SREBF2	22	42229324
cg07747299	NA	C21orf56	21	47604052
cg07747336	NA	PATE2	11	125649398
cg07747970	0.131453479134795	LHX1	17	35293719
cg07748017	0.0258225852933236	PEX5	12	7342621
cg07748540	0.0207925045646838	PDGFD	11	104034619
cg07749074	0.856767069022076	HRG	3	186383386
cg07749808	0.00873349693000083	SYT17	16	19179817
cg07750111	0.0225789046716991	HIST1H1C	6	26056168
cg07752420	0.678918628014429	NA	NA	0
cg07753583	0.0342446852212719	LRRC61;ACTR3C	7	150020206
cg07753644	0.550493911379642	PPAN-P2RY11;P2RY11	19	10222175
cg07755653	0.0114891693026876	STX11	6	144471198
cg07757386	0.0190716531883549	RAGE	14	102771445
cg07758574	0.0287190870311877	C3orf62	3	49314370
cg07758904	0.0140535641891879	SLC46A2	9	115652824
cg07759587	0.754962011638118	TLR8;LOC349408	X	12924783
cg07761912	0.0254153629284901	TOR1AIP2	1	179846929
cg07763768	0.940486805897896	C9orf45	9	125877923
cg07764959	0.0230604215770553	SLC43A1	11	57282648
cg07766315	0.0217786018158724	NA	NA	0
cg07766612	0.0129100286658232	SLC30A2	1	26372887
cg07770222	0.849907089360031	C8orf31	8	144120106
cg07772309	0.00478080768187209	NELF	9	140353475
cg07773116	0.392675362712098	GDF10	10	48438500
cg07773642	0.0166457127705735	PSMD7	16	74330896
cg07774025	0.0216770886121987	HSD17B7	1	162760659
cg07774222	0.0131590184452187	MED6	14	71067759
cg07775501	0.0118276742929987	JOSD2	19	51014757
cg07775675	0.0196913209728292	SPHK1	17	74379922
cg07777378	0.0214332167337583	GRN	17	42422412
cg07778029	NA	HOXA9	7	27205114
cg07778080	0.0244728336201322	NPC1	18	21166698
cg07780118	0.289709603113872	AR	X	66766506
cg07780979	0.971389900338265	PDCD6;AHRR	5	303287
cg07782113	0.00495478038626979	HIVEP1	6	12012564
cg07785936	0.881527904751627	GPR39	2	133174635
cg07786760	0.0265818214759491	DCHS2	4	155412677
cg07788138	0.0142263842229421	NA	NA	0
cg07789083	0.0235602749880672	GPRC5C	17	72427563
cg07789552	0.0250691667325388	STK40	1	36851195
cg07789904	NA	MAD2L2	1	11741841
cg07790638	0.921811832936273	C4orf21	4	113508575
cg07791997	0.0740165140812856	PPME1;C2CD3	11	73882526
cg07792737	0.64030501447682	NA	NA	0
cg07799434	NA	C19orf43	19	12845367
cg07799947	0.203431382105013	NPAS2	2	101436171
cg07800320	0.0426062534441544	ALDH1L1	3	125899567
cg07803864	0.769584906880408	TUBAL3	10	5446998
cg07804122	0.024005208926667	TXN	9	113018739
cg07804582	NA	C16orf78	16	49407186
cg07805833	0.881726506059221	POLR1C;YIPF3	6	43483391
cg07806164	0.0251011879887746	UBE2E2	3	23244688
cg07807709	0.130852680902847	HIST2H2AB	1	149860026
cg07807817	NA	COQ6;FAM161B	14	74416425
cg07808960	0.0167229239816329	RBM6	3	49977390
cg07810156	NA	PDZK1IP1	1	47655682
cg07810967	0.944999427779887	IL13	5	131993925
cg07811498	0.0455837208725129	C22orf32	22	42475450
cg07811750	0.00840987733919677	CAMTA2	17	4890503
cg07815386	0.0126394826950617	RNF149	2	101925384
cg07816074	0.683533765134277	SH3TC1	4	8201560
cg07816439	0.164124509516048	C1QTNF2	5	159797845
cg07816442	0.0154840031270329	CD3EAP;PPP1R13L	19	45909858
cg07817698	0.0448339543589056	DHODH	16	72042925
cg07817783	0.0146897508032488	DAP	5	10761669
cg07818646	0.015463471402005	RNASEH2B	13	51483769
cg07819926	0.0775955084058147	C7orf55	7	139025145
