Hybridization REF	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05
cg03310453	0.0412154789831023	PPP1CC	12	111180513
cg03310469	0.0172197839757624	SIX2	2	45236672
cg03311036	0.020953596527718	CASP2	7	142985443
cg03311899	0.971439591395369	NA	NA	0
cg03312124	0.0159003173474705	RFFL	17	33416003
cg03312426	0.0171852498753681	RRAS	19	50143795
cg03312532	0.826768128213415	C15orf42	15	90166033
cg03312792	NA	SEMG2	20	43849759
cg03316864	0.39980172786663	B3GNT3	19	17906309
cg03317245	0.63440604465655	P2RX5	17	3600514
cg03320844	0.694880980717506	GJA1	6	121756839
cg03322129	0.0573259599649437	UBE2J2	1	1209673
cg03322749	0.0526610920511705	RBM18;MRRF	9	125026979
cg03327494	0.943104934339339	ZDHHC19	3	195938048
cg03328750	0.0278906651691664	ARHGAP26	5	142150401
cg03328804	0.127006208514466	UVRAG	11	75526289
cg03329165	0.071524541149123	CD200	3	112052218
cg03329572	NA	FCRL5	1	157523253
cg03330058	0.432502171605684	ABTB1	3	127392403
cg03330516	0.422729112902713	SRMS	20	62178744
cg03330678	0.184749549535966	SEPT9	17	75316233
cg03332113	0.0235183953500253	RAI14	5	34656078
cg03332271	0.104673454521263	MST1R	3	49941151
cg03332970	0.0317656192404217	ESAM	11	124632552
cg03334529	0.0456536572716509	NA	NA	0
cg03336167	NA	SLC22A18	11	2930995
cg03338064	0.83444219354922	NA	NA	0
cg03338189	0.0588329887772203	NA	NA	0
cg03338959	0.02559627278161	NAMPT	7	105926305
cg03340261	0.0232588731432295	HBS1L	6	135375900
cg03340878	0.501203216607995	OR2B6	6	27925166
cg03343942	0.37158704116702	SLC39A5	12	56625109
cg03347966	0.0236412534467743	GPR172A;FBXL6	8	145582459
cg03349251	NA	MAK	6	10832472
cg03349935	0.87828608118326	RASL12	15	65361335
cg03349953	0.153621065300357	PCDHB5	5	140515207
cg03352153	0.948937597877042	LGSN	6	64030429
cg03354519	0.0318208393908106	ANXA5	4	122618501
cg03354772	NA	C10orf93	10	134756503
cg03355298	0.0136459266953354	B2M	15	45003704
cg03355526	0.22431761759169	ZNF454	5	178368415
cg03359285	0.0179263480095149	TOP2A	17	38573811
cg03359508	0.0165645337434274	ANXA11	10	81964782
cg03361068	0.0414415919254874	TRIM9	14	51561562
cg03362494	NA	ZDHHC19	3	195938668
cg03363175	0.0183489011796401	NLE1	17	33468875
cg03363283	0.842377029482148	NA	NA	0
cg03364504	NA		1	113393176
cg03364781	0.91743795522118	ALPK1	4	113298593
cg03365354	0.0163868551857674	MCAM	11	119187391
cg03365432	0.0301557584188452	FGFR1OP	6	167412981
cg03365437	0.303696676700502	ALDH1A2	15	58357874
cg03366382	0.937691726981985	INS;INS-IGF2	11	2182644
cg03366677	0.00713897597236133	C14orf4	14	77495018
cg03366896	0.0102794910749704	ECHS1	10	135186866
cg03367667	0.0109828254927986	STOML2	9	35103545
cg03368758	0.490483614952579	LDB2	4	16900733
cg03369671	0.0173173551153339	ARMC9	2	232063176
cg03370542	0.0597871823432098	NA	NA	0
cg03371205	0.0379422962451992	LYPLA2	1	24117506
cg03371306	0.0219571544082121	FBXW7	4	153456039
cg03373080	0.0524396675459125	CCDC109A	10	74452380
cg03373442	0.107808846392239	HSPH1	13	31736396
cg03373857	0.0301577074506328	WBSCR16	7	74489715
cg03375002	NA	LAT2	7	73623876
cg03375833	0.435760738047255	TTLL3	3	9859360
cg03377682	0.0552147790015918	NA	NA	0
cg03379131	0.0169056076379811	ADAM15	1	155024281
cg03380645	NA	SFTPB	2	85895048
cg03380773	0.0207537255598207	NKX6-3	8	41504331
cg03381111	0.626821140467048	SNORD116-1	15	25296571
cg03382304	0.131131282433185	JAM2	21	27012176
cg03382346	0.888637134260283	ZNF611	19	53233245
cg03382564	0.0205542566189452	ZNF362	1	33722125
cg03382797	0.903414624462501	C9orf98;C9orf9	9	135755363
cg03383661	0.0240847415731548	TBCC	6	42714115
cg03384938	0.0206499879110559	CXXC4	4	105412832
cg03386140	0.0156602646199902	NA	NA	0
cg03386373	0.559451565616648	SPATA3	2	231860456
cg03386722	0.0629074134193251	FASN	17	80056517
cg03386869	0.577641625813355	ITGBL1	13	102104848
cg03386903	0.92482868584411	KCNAB3	17	7832479
cg03387497	0.895255343595258	BANF2	20	17680945
cg03387723	0.821873291474747	SCMH1	1	41708464
cg03388193	0.273116230024761	HPSE2	10	100996070
cg03389111	0.0443556855156459	KRR1	12	75905372
cg03389133	0.315574155842447	SSTR3	22	37608611
cg03389164	NA	ASB2	14	94423872
cg03390211	0.0119087252286675	RGS11	16	325826
cg03391040	0.0129919716838167	ZNF420	19	37569273
cg03391568	0.502696642435434	PTH1R	3	46918266
cg03392046	0.134595151311448	CCDC75;HEATR5B	2	37311658
cg03395546	0.106216461423246	ADCK4;ITPKC	19	41222599
cg03395898	0.0405591286246562	TGFB3	14	76448011
cg03396229	0.0725598801016793	COL22A1	8	139926571
cg03399459	0.77911403273751	NA	NA	0
cg03399971	0.926438326980558	INHBC	12	57828847
cg03400060	0.557879849202629	BHMT2;DMGDH	5	78365801
cg03401114	NA	BMP8B	1	40255440
cg03402775	0.0372796643181827	DZIP3;KIAA1524	3	108308147
cg03402876	0.0173237099994627	KCNF1	2	11051991
cg03403539	0.0205558180677709	NUPL2	7	23221679
cg03404502	0.897555275081001	GPR18;UBAC2	13	99911826
cg03405173	0.0490800058910144	ZNF441	19	11877721
cg03406535	0.581859983066079	RBP7	1	10056957
cg03409548	0.0356461605957082	MOBKL2C	1	47082691
cg03410718	0.941643992755942		19	647423
cg03411288	0.0365512216974496	C10orf47	10	11865805
cg03414321	0.0550338129024181	HCK	20	30640022
cg03415518	0.89334254846858	RMST;MIR1251	12	97885729
cg03417317	0.0376070186538899	TMEM180	10	104221000
cg03417466	0.557050197463907	NA	NA	0
cg03418289	0.0116874498840635	LIX1L	1	145477137
cg03421300	0.355497837362637	SFN	1	27189787
cg03421687	0.00853805308571912	NA	NA	0
cg03422350	0.731127486509299	MOCS1	6	39895671
cg03423524	0.0145599032110481	FOSL1	11	65667924
cg03424436	0.0232332255686724	CEP250	20	34043664
cg03425110	0.338832680570606	NEUROG3	10	71333037
cg03426225	0.93869485707726	FAM38B	18	10697032
cg03427564	0.0149963733097917	EP300	22	41489051
cg03427831	0.139356130995536	NA	NA	0
cg03428000	0.0288816248992811	MPHOSPH8	13	20207770
cg03429034	0.0217494274581984	ZKSCAN1	7	99613105
cg03429582	0.02234180342874	RBM4	11	66406312
cg03430067	0.0911822429483346	C19orf57;CC2D1A	19	14016927
cg03430998	0.761185556933121	NA	NA	0
cg03431064	0.0341417097039025	TUBB2C	9	140135566
cg03437318	0.0329385106342357	ERBB3	12	56474175
cg03438515	0.0373588305843535	SRGAP3	3	9291212
cg03438904	0.014371841057982	LRCH3	3	197518158
cg03439703	0.423069103606053	PDE3B;PSMA1	11	14664991
cg03439805	0.0288998220510713	CORO1C	12	109124743
cg03440267	0.0940663788870069	F13A1	6	6321061
cg03440846	0.419181941744508	NA	NA	0
cg03442064	0.119846338197248	FOXP4	6	41515050
cg03443922	0.0258269599789864	CBLL1	7	107384711
cg03445474	0.0235464844388918	CAPRIN1	11	34073002
cg03445896	0.563385395314752	LPAR4	X	78010565
cg03446863	0.0264470504447188	TFEB	6	41702426
cg03447931	0.0337813533822411	BMP6	6	7726645
cg03451296	0.00799352920589122	CRIP2	14	105940391
cg03453449	0.91957839723815	USP44	12	95945120
cg03454353	0.195142565338205	ZFP37	9	115819364
cg03455024	0.930289615110989	SLC12A3	16	56899183
cg03455458	0.0226318051754603	VASH2	1	213124545
cg03455762	NA	XPNPEP2	X	128873475
cg03455874	0.0301116504095498	BRI3BP	12	125478229
cg03458191	0.829158477111879	NA	NA	0
cg03459809	0.0809306819019073	EPHX1	1	226013010
cg03460527	0.0208667731759878	F3	1	95008117
cg03460682	0.0337895344564518	CYP27A1	2	219646316
cg03461495	0.0141810861396397	ANKZF1;ATG9A	2	220094219
cg03462055	0.0182848006101133	TUBB2B	6	3227556
cg03464416	0.610798060708497	RPL10	X	153626979
cg03464655	0.178003767138777	SLC38A11	2	165811982
cg03464689	0.054674958602204	NFKB1	4	103422429
cg03465320	NA	PSMB9;TAP1	6	32823078
cg03465847	0.00671643808053411	MED14	X	40594937
cg03468463	0.495538943177139	SERPINB12	18	61223564
cg03469054	0.133620880507155	TMEM132D	12	130387861
cg03469082	0.0333333930726961	GABRG1	4	46126448
cg03469158	0.874156253352108	NA	NA	0
cg03473294	0.0139879568230797	TASP1	20	13619704
cg03473518	0.657760185199234	GJB6	13	20805656
cg03474731	0.0598049575925331	CHEK1	11	125495234
cg03475172	NA	USP6NL	10	11654177
cg03475420	0.0167761787006899	RTN4R	22	20255667
cg03476195	0.166840692386368	ANK2	4	113970745
cg03476370	0.0506779770528686	NDUFC2	11	77791237
cg03478689	0.0136847822323061	EDIL3	5	83680717
cg03479797	0.0259733714032952	ATF6B	6	32096154
cg03479974	0.0357639719244083	ANKRD16;FBXO18	10	5931970
cg03482087	0.0733975786464972	MFSD8;C4orf29	4	128886832
cg03483626	0.653177218728406	KCNA3	1	111218276
cg03483654	0.986818058974904	DAK;DDB1	11	61102074
cg03484533	NA	FABP3	1	31846491
cg03486540	0.0413714555255783	ZNF224	19	44598375
cg03490115	0.033060329120535	INO80B	2	74681972
cg03490200	0.872623022699609	A2ML1	12	8975196
cg03491181	0.0340594461044347	FKBP3;FANCM	14	45605002
cg03491478	0.342911900071978	MAPK8IP1	11	45906914
cg03493069	NA	CYTH1	17	76778892
cg03494005	0.0101720835517052	FBXO24;LRCH4	7	100183994
cg03495868	0.0600808911864091	PTGFR	1	78956905
cg03496289	0.0346002067877856	CDKN2D	19	10680229
cg03496978	0.154264219679004	FBXO28	1	224302360
cg03498559	0.799976965770489	UGT2B4	4	70361062
cg03499052	0.0154276409434037	FAM114A1;MIR574	4	38869262
cg03503295	0.474411088266075	DNAH5	5	13944491
cg03503905	0.0100832041668537	TAF4	20	60640758
cg03504078	0.473974129083214	PCDHB3	5	140480218
cg03504701	NA	CDH18	5	19980857
cg03506489	0.286794613749507	KCNA4	11	30038788
cg03506684	0.0480320896021558	GYG2	X	2746697
cg03506799	0.0114775010230884	CHSY1	15	101792752
cg03509024	NA	VHL	3	10184013
cg03510310	0.906839558649199	HRASLS2	11	63331286
cg03513163	0.154644383625701	PCDHB1	5	140431149
cg03513363	0.0464898510409895	TTLL9;DUSP15	20	30458745
cg03515901	0.700627690423973	TGIF2LY	Y	3447157
cg03517000	0.95912976358111	NA	NA	0
cg03518503	0.0194437020485548	PLEKHH3	17	40828905
cg03519303	NA	CCRN4L	4	139936796
cg03520136	NA	UPP2	2	158851300
cg03521113	0.663589640500979	LRMP	12	25204672
cg03521347	0.0197128146973053	NUDCD3	7	44529975
cg03521600	0.0303095929756852	MTBP;MRPL13	8	121457500
cg03522063	0.19251517896529	EMX2;EMX2OS	10	119302167
cg03522216	0.0229905412994168	GOLPH3	5	32174578
cg03522403	0.0268748857538011	STAU1	20	47805138
cg03522910	0.0267168274758017	B4GALT3	1	161147597
cg03524308	0.0498570855091202	ZNF585A	19	37663414
cg03524627	NA	CDC25B	20	3776483
cg03528946	0.0620821498094534	SHB	9	38069800
cg03529436	0.0153343749631347	C5orf32	5	139554541
cg03530967	0.0388512419441296	ITGAV	2	187454299
cg03531512	0.0314975197426632	TFIP11	22	26908677
cg03532005	0.212417898673562	CCT6A;PSPH	7	56119028
cg03532114	0.037685844521606	COMMD1	2	62132888
cg03532879	NA	ADIG	20	37209395
cg03532957	0.0550625568949188	CHSY1	15	101792098
cg03533058	0.447300403488766		12	52437571
cg03533811	0.977639331025194	NA	NA	0
cg03533858	0.200231091113688	MORN1;RER1	1	2324396
cg03534410	0.673065348535479	TMEM40	3	12801112
cg03535648	NA	PMCH	12	102592479
cg03536003	0.630585512638235	NA	NA	0
cg03536787	0.0298206384875452	NSD1	5	176561447
cg03538345	0.0760186841313395	MTMR3	22	30279922
cg03538436	0.0837404755244105	NOS1	12	117799370
cg03539474	0.038787954143824	SLC25A12	2	172751088
cg03543403	0.00986450261902926	DIABLO	12	122710630
cg03543593	0.133011818774654	TNXB	6	32076417
cg03544320	0.679987582535812	CRMP1	4	5894691
cg03544379	0.189134201342161	OR7C2	19	15052824
cg03544525	0.0268675559850379	PFKFB2	1	207226564
cg03545635	NA	CHST12	7	2471551
cg03547797	0.41878289099125	GAS2	11	22689644
cg03547924	0.130358801193189	GDF5	20	34025927
cg03548857	0.119863943633955	FFAR2	19	35940174
cg03549127	0.0346790346001214	GCA	2	163200582
cg03549571	0.0119143075051699	DHH	12	49488198
cg03550002	0.024626359647452	TTC37;ARSK	5	94890897
cg03550508	0.0132738570040555	C22orf13;SNRPD3	22	24951766
cg03552103	0.242154912847851	SEPT10;ANKRD57	2	110373002
cg03552688	0.945479289432937	BPESC1	3	138822369
cg03554552	0.041849524138922	CD3EAP;PPP1R13L	19	45908146
cg03554914	NA	MASTL	10	27444905
cg03555203	0.607003613462836	TSHZ3	19	31770188
cg03555909	0.0110064202041436	TMEM109	11	60682030
cg03556497	0.0678143915482841	SLC32A1	20	37352792
cg03557698	0.740568035762952	C1orf177	1	55271921
cg03557733	0.0487941077818421	MPP2	17	41985183
cg03558299	0.0124193247173174	CSE1L	20	47662597
cg03558807	NA	NCRNA00219;SNORA13	5	111495981
cg03560090	0.041096615587009	RBM42	19	36119752
cg03560597	0.0134031855119725	DUSP18	22	31064008
cg03561565	0.417035673118172	KCNS2	8	99438624
cg03562120	0.175041039898771	WISP2	20	43343997
cg03563403	0.0101659665858827	FANCG	9	35079882
cg03564506	0.024121879040735	TRRAP	7	98475901
cg03565081	0.317103821509715	C14orf93	14	23478970
cg03565323	0.054457066764211	ZNF287	17	16472866
cg03565782	0.00914345468088954	IER5	1	181057814
cg03567830	0.15185362378952	NTSR1	20	61339871
cg03568064	0.243340353330359	MAPK8IP1	11	45907500
cg03568718	NA	TP73	1	3579873
cg03569412	NA	MBD3	19	1593943
cg03569637	0.835706829061247	LOC100233209;FAM113B	12	47609357
cg03570766	0.980455656262305	CATSPER1	11	65793706
cg03570976	0.0144420191192595	FAM96B;CES2	16	66968476
cg03572913	0.0405877231646205	ROMO1;NFS1	20	34287853
cg03573747	0.384281960692346	ADIPOQ	3	186560617
cg03574115	0.88091575336602	WDR65;EBNA1BP2	1	43636559
cg03574571	NA	CD22	19	35820181
cg03575468	NA	PDHA1	X	19362613
cg03578041	0.334212030080018	LARP6	15	71147307
cg03580247	0.933462084419516	SLC4A1	17	42345488
cg03580351	0.0185504440498792	GEN1;SMC6	2	17935719
cg03580876	NA	TRMU	22	46731674
cg03582451	0.926125489144424	ERI2;LOC81691	16	20816408
cg03583857	0.858743773823931	CD34	1	208085022
cg03584220	0.756113388642714	NA	NA	0
cg03584646	0.939338405406831	TBC1D8	2	101676513
cg03586029	0.0188073582690947	MFSD8;C4orf29	4	128886849
cg03586879	0.210445021304268	A2BP1	16	6068831
cg03588357	0.0418501859900128	GPR68	14	91720173
cg03589001	0.589980404296359	MORF4L1	15	79164714
cg03591238	NA	ZNHIT2	11	64885558
cg03591594	0.0185983318575302	VLDLR;FLJ35024	9	2621918
cg03592161	0.0117019129881484	C17orf48;SCO1	17	10601178
cg03593419	0.151025999888446	GABRA4	4	46995474
cg03594044	0.0164964263099807	FUT10	8	33330726
cg03595428	0.447528776330593	MTCP1;MTCP1NB;BRCC3	X	154299274
cg03597525	0.517191534411544	SIGLEC10;LOC100129083	19	51920435
cg03599338	0.347991649795607	SUSD2	22	24577315
cg03600318	0.272243198594202	SFTPD	10	81708991
cg03600687	0.0189236063361186	BOK	2	242499012
cg03602500	0.394707051300579	KIR3DX1	19	55047721
cg03604278	NA	CIDEC	3	9922234
cg03605339	0.0379794859608538	ARMC7	17	73105863
cg03605761	0.233104493975862	RNF126	19	663973
cg03606258	NA	GNAS;GNASAS	20	57426935
cg03608167	0.0111569608737449	CXCR4	2	136875637
cg03608577	0.60872385506673	OR12D3	6	29342679
cg03608974	0.0402997432797797	ZAK	2	173940268
cg03609102	0.239167201074612	MUC5B	11	1244533
cg03611555	0.0106758016782367	SLC25A21;LOC100129794	14	37641600
cg03614513	0.129136503902948	TSPAN2	1	115632038
cg03614664	0.0151792798153809	RBX1	22	41346948
cg03616357	0.0380202170491681	MAP9	4	156297942
cg03617367	0.012915443508863	C14orf43	14	74226931
cg03617456	0.0404366159424035	EXOSC10	1	11160205
cg03619472	0.0457035465589082	OGFOD1;NUDT21	16	56486263
cg03620376	0.025737857842981	CDC42EP5	19	54984272
cg03621001	0.819214771220392	RAB8A	19	16221719
cg03621406	0.122315456203977	FBXL12	19	9930365
cg03622431	0.94280089161873	UOX;DNASE2B	1	84864880
cg03622689	0.0216032387442916	C21orf67;C21orf70	21	46359691
cg03623878	0.0466910008648275	MCF2L	13	113655560
cg03625911	0.283732828645412	CHI3L1	1	203155737
cg03626672	0.0760709451799855	CXCR7	2	237478664
cg03627896	0.485005762073609	NCRNA00095	16	30934334
cg03630088	0.661573285096481	CPXM2	10	125651526
cg03630344	0.0854667060433729	VAMP3	1	7831156
cg03631076	0.0197421642187662	BANP	16	87985047
cg03633120	0.10071608330295	NDUFA7;RPS28	19	8387262
cg03634234	0.0424856348865417	MLL3	7	152132218
cg03634982	0.67537276296747	NA	NA	0
cg03634997	0.0326780491653969	GAS8	16	90089283
cg03636183	0.578414240943487	F2RL3	19	17000585
cg03640148	0.0205308807847208	WDR6	3	49044952
cg03640568	0.0138905857194928	DDX17	22	38902623
cg03640944	NA	ITPRIP	10	106093819
cg03641225	0.546193522044768	DIRAS3	1	68512539
cg03642357	0.0814734610680918	NA	NA	0
cg03642518	0.607847310259808	PNOC	8	28175003
cg03643709	0.148463776471689	VPS18	15	41186784
cg03644378	0.0306106536420275	CYB5D1;LSMD1	17	7761459
cg03648823	0.0256841824984819	ZNF643	1	40915636
cg03649060	NA	ELOF1	19	11665451
cg03651573	NA	TRIM28	19	59055127
cg03652343	0.0287909648691981	HERC4	10	69835287
cg03657766	NA	DLX2	2	172967014
cg03658471	0.0219494174547465	SGMS1	10	52383438
cg03658707	0.853682743514079	ASIP	20	32848426
cg03660451	0.872080357482524	RECQL5;SAP30BP	17	73664606
cg03662459	0.616512741591579	IL11RA	9	34654290
cg03663215	0.0167450035338453	ADCY2	5	7396491
cg03663715	0.442562617303695	FOXD1	5	72744904
cg03664139	0.00853485383342509	ASCC3	6	101329504
cg03664800	0.0320620620247011	LOXL2	8	23261312
cg03664992	0.49947638452249	BMP8A	1	39957393
cg03665457	0.0294290164576769	HSD17B7P2	10	38645376
cg03665605	NA	ATP5J2	7	99064212
cg03665785	0.337676283299959	C22orf31	22	29458676
cg03667047	NA	KL	13	33589962
cg03667091	0.0479782042654177	ACTL6A	3	179280746
cg03668539	0.32448598399133	PEX11G	19	7553324
cg03670238	0.378869520931814	WISP1	8	134202370
cg03672021	0.417151773320409	FLNA	X	153602658
cg03673470	NA	ZP4;LOC100130331	1	238055429
cg03673687	0.0172104392980781	EML1	14	100259804
cg03679305	0.0569919413580765	SLC2A5	1	9129487
cg03679581	0.250896345305893	RLN2	9	5304511
cg03679734	0.140199955463629	CKMT1B	15	43885090
cg03680758	0.0170440062041116	SLC2A4RG	20	62371416
cg03681481	0.0165419036529604	OVOL1	11	65555418
cg03682712	0.0636508884149134	LOXL1	15	74219307
cg03682823	0.437576928254764	SGCE;PEG10	7	94286953
cg03684977	0.234021843621583	GRB7	17	37893803
cg03686067	0.821046564361352	CCDC102B	18	66504389
cg03688818	0.0423534774844227	APEH	3	49711147
cg03690162	0.0276230064405559	BAG3	10	121410453
cg03691812	0.0145420421503417	CORO1A	16	30194416
cg03693099	0.745094120161452	CEL	9	135936901
cg03693601	0.0159917454103964	SHCBP1	16	46655349
cg03694261	0.0174019297626787	C11orf63	11	122753977
cg03695693	0.0614757384420043	ITGB1BP3	19	3932959
cg03697316	0.0316475790883523	LZTR1	22	21336741
cg03698393	0.0198119141203264	HAPLN3	15	89438795
cg03699566	0.611293461519025	FOLR1	11	71900652
cg03699904	0.25037309333276	SLC2A2	3	170746029
cg03700218	0.0519768631432356	SPSB3;NUBP2	16	1832709
cg03700308	0.0409082834309479	MOCS3;DPM1	20	49575492
cg03700462	0.294616069090684	HOXA1	7	27135684
cg03701222	0.0130524758891262	RAB40C	16	639209
cg03702236	0.203946712769145	SEMA5A	5	9546755
cg03703325	0.013152997980697	HEMK1	3	50606864
cg03704024	0.895982183005321	TMCC1	3	129598923
cg03704031	0.432871914019887	INGX;BCYRN1	X	70712215
cg03704393	NA	ZNF169	9	97042001
cg03704653	0.679063191449984	FAM9A	X	8769344
cg03705396	0.0338360268851208	MAP6D1	3	183543680
cg03707950	NA	FAM114A2;MFAP3	5	153417076
cg03708463	0.01885922163915	RNASEH1	2	3606331
cg03712038	0.0410295143677119	ZNF160	19	53607021
cg03712237	0.578894197272938	NA	NA	0
cg03712239	0.0278262752505102	ZNF25	10	38265764
cg03712708	0.0199631553170384	CKS2	9	91925885
cg03712843	NA	STOML3	13	39565534
cg03713346	0.0101076528444634	CPNE2	16	57126807
cg03714397	0.622082960657322	NA	NA	0
cg03714916	NA	CDKN1A	6	36645886
cg03716937	0.765644585739804	ADAM2	8	39695862
cg03716942	0.0183538233155872	GNB1	1	1821981
cg03716999	0.110231616686913	RNF207	1	6265802
cg03717979	0.0154755362236996	MSX1	4	4862184
cg03718026	0.126402233565562	NA	NA	0
cg03718539	0.500496789060177	NA	NA	0
cg03718677	0.951604519471029	TMOD4	1	151148266
cg03721967	0.941737283228582	GRTP1	13	114009720
cg03723845	0.832818252284003	BTNL8	5	180326186
cg03724445	0.0173912019632874	PRKRA;DFNB59;MIR548N	2	179316085
cg03724463	0.410616310792332	CCK	3	42306524
cg03724882	0.0265675422239564	CDKN3	14	54864244
cg03727165	0.606462093295633	NA	NA	0
cg03729431	0.0109366001661397	ADORA2B	17	15848264
cg03731616	NA	MYLK	3	123603618
cg03731898	0.890183423166432	CPO	2	207804081
cg03732056	0.117886392506496	DOK2	8	21771059
cg03732295	0.0452947784994352	IMPAD1	8	57906837
cg03732545	0.154752959805387	CNTN2	1	205012130
cg03733371	0.0886645436241026	NA	NA	0
cg03734660	0.016885294066656	CRABP2	1	156675322
cg03734783	0.928344483791592	ACCN3	7	150745709
cg03734874	0.552838608479891	TMEM179	14	105071382
cg03735049	0.0445102752479219	TSR2	X	54466618
cg03737135	0.0479988019761107	HSPA14;CDNF	10	14879645
cg03738331	0.0647217091798727	HTT	4	3076305
cg03738959	0.0135657198780893	MCART1	9	37904295
cg03740216	0.124129698432962	ICAM4	19	10397561
cg03740984	0.0904940043883069	NA	NA	0
cg03741352	0.456448752404519	NA	NA	0
cg03742003	0.294003155530015	SLIT2	4	20255264
cg03742214	0.0120992214896702	CRY1	12	107487383
cg03742272	0.887847078988575	ALOX12B	17	7990705
cg03743584	0.046986757163353	PRAP1	10	135160908
cg03746685	NA	TMEM126B	11	85340088
cg03747695	0.0452584890364211	ZNF227	19	44716642
cg03750407	0.0359652493502726	RAD9A	11	67159770
cg03750606	0.0542350143397075	ESRRG	1	217262978
cg03751414	0.0384757103604647	NA	NA	0
cg03751799	0.246834943020446	NA	NA	0
cg03751813	0.0357399526269647	ZNF585B	19	37701393
