Hybridization REF	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05
cg08008403	0.147217909788369	LHX9	1	197881741
cg08008562	0.0206195389839899	UBE2Q1	1	154530682
cg08009328	0.159993578429834	NA	NA	0
cg08009622	0.112192526326921	COL12A1	6	75916327
cg08009711	0.29757484695906	C2CD2	21	43346184
cg08009831	0.0197718960047203	NA	NA	0
cg08011170	0.0129044241013891	ELAC2	17	12921393
cg08011328	0.0127287063795409	MED20;BYSL	6	41889049
cg08012287	0.574812063028153	ACTN3	11	66315298
cg08012454	0.0184015562992804	KIF5B	10	32345019
cg08013810	0.533533728980714	PHF20	20	34389239
cg08015253	0.0219294384465664	MOCOS	18	33767315
cg08015496	0.34885330041915	NCSTN;COPA	1	160314061
cg08016363	0.118097373885378	TMEM11	17	21118577
cg08016383	0.0270793526606962	ADAMTS17	15	100882020
cg08017606	0.0597887566416092	SH3RF2	5	145316274
cg08020051	0.0249311039723894	GPAA1	8	145137133
cg08020381	0.0158359306199372	IDI1	10	1095554
cg08020808	NA	CMA1	14	24977773
cg08021299	NA	HEPH	X	65383076
cg08022502	0.0910643260537598	UNC45A	15	91479023
cg08023692	0.862786703397826	TFDP3	X	132352214
cg08023751	NA	MERTK	2	112655112
cg08024766	0.0295047363611674	CYTH1	17	76777877
cg08025786	0.891868145572495	CLK3	15	74899328
cg08026144	0.0306411891682502	PCSK5	9	78505312
cg08027001	0.0197641854487521	SLC30A4;C15orf21	15	45815269
cg08027745	0.0229686751516308	SFRS3	6	36561726
cg08028004	NA	RANBP2	2	109336023
cg08029608	0.134014641434048	NA	NA	0
cg08030082	0.684864692453328	POMC	2	25391839
cg08032971	0.759309085831996	DMBX1	1	46972736
cg08034216	0.0175019095506323	IDE	10	94334227
cg08034397	0.0200615998216532	NA	NA	0
cg08035082	0.934510244452322	AMPD3	11	10471149
cg08035942	0.0209966370357554	TSHZ1;ZADH2	18	72921337
cg08039281	0.0178034710773794	PSMA6	14	35761689
cg08040428	0.121293594633031	PSD3	8	18870913
cg08040471	0.132343792425697	C17orf62	17	80407779
cg08041019	NA	ATXN2	12	112037456
cg08044694	0.576859778871156	BRD4	19	15391927
cg08045570	0.237375923872832	NA	NA	0
cg08045757	0.850370699749027	HDAC7	12	48192686
cg08046471	0.862842417250856	ART3;CXCL11	4	76958126
cg08047457	0.493612235116837	RASSF1	3	50378413
cg08047907	0.346597390832664	C1orf114	1	169396858
cg08048656	0.0143707297704519	SMARCE1	17	38804199
cg08049198	0.0273752859586627	AGPAT1;RNF5P1;RNF5	6	32145904
cg08052882	0.0284551129190792	NNT	5	43602666
cg08054038	NA	PVRL2	19	45348674
cg08056146	0.0229928144255301	SOX7	8	10588013
cg08056903	0.0223431924139952	GPHN	14	66974163
cg08057475	0.919949282308855	SLC30A4;C15orf21	15	45803341
cg08062469	NA	SPAG5	17	26926627
cg08063013	0.0112199118990945	COX8A	11	63742144
cg08063724	0.0292108872793671	MYCL1	1	40367097
cg08064891	0.0169081006838195	PTOV1	19	50355254
cg08067268	0.131595849324659	HADHB;HADHA	2	26466485
cg08067365	0.0198175688056873	ISG15	1	948893
cg08069899	0.0311446503377515	CCND2	12	4383770
cg08072716	0.50945399168772	GPR62	3	51989692
cg08074477	0.58934582481876	TNS4	17	38657949
cg08076508	0.431495068212226	PHF8	X	54070176
cg08077345	NA	PLEKHA4	19	49372273
cg08077673	0.253294314717675	MEST	7	130126368
cg08079693	0.0128275879685762	CHD6	20	40247090
cg08080029	0.0654597328170312	CHD5	1	6239970
cg08081036	0.0577138250446034	ANXA2	15	60690219
cg08081407	0.0680658738185642	ARF4	3	57583693
cg08081725	NA	NDE1	16	15743607
cg08082692	0.629350988159522	CHST15	10	125805493
cg08083689	0.0186246305828105	ACOX3	4	8442326
cg08084415	0.0444298459676107	ZNF507	19	32836414
cg08085165	0.902962818924344	NUP37	12	102511411
cg08085267	0.0552356732670671	C17orf57	17	45401833
cg08088390	0.489981758429858	DEFB125	20	68170
cg08088989	0.627415016717918	ZNF280A	22	22874447
cg08089301	0.603949836732398	HOXB4	17	46655561
cg08090396	0.0189654702320397	NEK4	3	52805200
cg08090640	0.0651510474462034	IFI35	17	41159289
cg08090772	0.0472271577602216	ADHFE1	8	67344640
cg08093211	0.24162808666379	CSTF2	X	100075588
cg08093278	0.00989295623210452	RANBP3	19	5977699
cg08093398	NA		20	25382007
cg08095532	0.922434602842055	PSMA4	15	78831288
cg08096010	0.891271013602617	SAG	2	234216562
cg08096038	0.885067916806606	SFRS18	6	99861729
cg08096946	0.0121871784529696	DIRC2	3	122514224
cg08097657	0.586578548832795	SEMA3B	3	50313996
cg08097755	0.0395958005749969	VGF	7	100808488
cg08097882	0.519637002970252	POU4F1	13	79177516
cg08097973	NA	LRTOMT;NUMA1	11	71793051
cg08099701	0.837408682377678	GABRA5	15	27160007
cg08100497	NA	NRG2	5	139422525
cg08101172	0.0345640441516051	PSIP1	9	15510857
cg08101264	0.0283282756901201	ACOT8;ZSWIM3	20	44486710
cg08102619	0.0216213949178232	TIAL1	10	121356777
cg08103676	0.0214794377151326	MARCH6	5	10354563
cg08104838	0.88712965050738	NA	NA	0
cg08107272	0.083726406032421	NA	NA	0
cg08107767	0.0101463437763439	MRPS17	7	56019574
cg08108311	0.040316024511867	WNK4	17	40932746
cg08108641	0.661999412264602	NTNG2	9	135042030
cg08108953	0.214859299712177	NA	NA	0
cg08109646	0.791057235729118	ZNF683	1	26698634
cg08109815	0.463812257223751	NMBR	6	142409831
cg08110559	0.0592499764537999	KCTD9	8	25314954
cg08113203	0.650042547957863	NA	NA	0
cg08113913	0.0171607039924157	CCDC74B	2	130902424
cg08115510	0.0609533828193314	AMOTL2	3	134092715
cg08116137	0.166950774770382	NAT8;ALMS1P	2	73870653
cg08118311	0.415466151699375	NA	NA	0
cg08120190	0.00786724321488318	C7orf36	7	39606280
cg08121954	0.753805591063673	TDO2	4	156825203
cg08122545	0.0269144971970922	HES4	1	936500
cg08123074	0.236987120503723	PHACTR4	1	28764523
cg08124030	0.602104703806673	TM4SF1	3	149095283
cg08124399	0.715302263551755	DDX43	6	74104868
cg08124722	0.761184441229646	CCL7	17	32597714
cg08126211	0.266744942035675	KAAG1;DCDC2	6	24357720
cg08128768	0.0291949514856478	DAB2IP	9	124462182
cg08130265	NA	C15orf5;SGK269	15	77519170
cg08132711	0.514332859866735	FGFBP2	4	15964743
cg08132767	0.0178255932811466	ARL1	12	101801241
cg08132931	0.020889714101242	ADD2	2	70994962
cg08136806	0.443736229909533	KRT6C	12	52867793
cg08136893	0.0163044736798502	C7orf10;C7orf11	7	40173882
cg08137040	0.380554172471264	ZNF800	7	127033695
cg08137716	0.924687660806083	TTLL6	17	46871905
cg08139833	0.0149953451036836	NDUFS8	11	67798212
cg08141463	NA		3	119310381
cg08141806	0.0222940413317172	FBXO21	12	117628520
cg08141873	0.0565222942730887	HRAS	11	534632
cg08141989	0.745314128842742	ASGR1	17	7082562
cg08142684	0.0287381878805695	TCP1	6	160209868
cg08145177	0.362736252042587	ABHD8	19	17413767
cg08145590	0.0848217783904886	C3orf15	3	119422161
cg08145625	0.0682196155008529	TRAM1L1	4	118006405
cg08146221	0.0670949742325975	PTMS	12	6875198
cg08147886	0.0110562792346604	ACSL3	2	223726576
cg08149333	0.00979259543281844	SLC25A24	1	108742407
cg08151281	0.0205907966714361	DCAF6;BRP44	1	167905380
cg08151470	0.397138136180026	UBE4B	1	10092299
cg08156349	0.0173483662124881	MEF2D	1	156470327
cg08157292	NA	PPP1R7	2	242090620
cg08157579	0.0198216120114994	SERHL2	22	42949829
cg08157638	0.935391185733085	VANGL1	1	116194194
cg08158289	0.283362448979293	NA	NA	0
cg08158331	0.0194623411030502		2	85645548
cg08158570	0.0154612845913024	ZNF503;C10orf41	10	77160935
cg08158860	0.0331288018383145	NA	NA	0
cg08159444	0.371822021640975	PNMA5	X	152160229
cg08162572	0.00885025417038487	CSE1L	20	47663143
cg08162780	0.120643827558244	GDF15	19	18497064
cg08163803	0.0566602070890053	EFHA1	13	22178600
cg08164315	0.0217093104038987	PTGER4	5	40679182
cg08164900	0.00939907689509165	PDZD8	10	119134712
cg08166982	0.0215213468926457	CSDE1	1	115300440
cg08169325	0.0138738134936736	STX2	12	131324123
cg08170622	0.0195349503189597	CCND1	11	69455877
cg08172935	0.0111701928470478	AMZ2	17	66244127
cg08173535	0.0389497949661264	NR6A1	9	127533861
cg08174003	0.0198615970015636	ZNF600	19	53289933
cg08176609	0.0110101694531731	POMGNT1	1	46664284
cg08176694	0.599831821449254	PITPNM2	12	123519157
cg08177017	0.0215135187008051	FAM178A	10	102672368
cg08177445	NA	FATE1	X	150884746
cg08179530	0.00927530694018493	CDKN1A	6	36648295
cg08179907	0.0692458398176514	RAB39	11	107798967
cg08183114	0.0266691989112121	PBX2	6	32158284
cg08185241	0.256989343599856	G0S2	1	209848864
cg08185661	0.30328382086559	SYT9	11	7273498
cg08186124	0.0154165701108475	LZTFL1	3	45883676
cg08186362	0.129539966361563	HRH3	20	60794868
cg08190044	0.0362756357626206	ATP8B2	1	154298335
cg08190291	0.180448714525923	ADAMTS5	21	28339442
cg08191854	0.0288559107138028	TRPM2	21	45773294
cg08191915	0.550678389032197	PANX3	11	124481614
cg08195505	0.0257244122484083	ETV5	3	185826362
cg08197122	NA	DSCC1	8	120868512
cg08197201	0.00961581143371586	ERC1	12	1099823
cg08198102	0.0457971178882162	PTPLA	10	17658575
cg08198370	0.014872784225678	MRPS15	1	36930120
cg08198480	0.0745330202026799	LOC285696	5	17216222
cg08201421	0.741965490246267	TNNC2	20	44456151
cg08203715	0.0641074155016019	ST3GAL4	11	126226154
cg08205655	0.0388551293891824	USP18	22	18632997
cg08205865	0.515867588463632	ADCY10	1	167883379
cg08207256	0.0950897226352369	DNM2;MIR638	19	10828848
cg08209133	0.237233166777203	SLC10A4	4	48485624
cg08209724	0.0340831110680871	MIR632;ZNF207	17	30677138
cg08210616	0.11572805005364	NA	NA	0
cg08211091	0.179764806931688	NAT8L	4	2061923
cg08211967	0.0156928448456824	AKAP13	15	85923708
cg08212685	NA	ATG10	5	81268071
cg08214029	0.405895026484777	CCL18	17	34391478
cg08214328	0.0521276724113516	CTPS2	X	16731095
cg08214957	0.771932315513934	CDR1	X	139866495
cg08216720	0.0286683156093599	NA	NA	0
cg08216792	0.0187518288562021	LIG4	13	108868060
cg08216808	NA	ARPC2	2	219081385
cg08220793	0.0125695297077321	TSEN2	3	12526042
cg08221207	0.235409967030874	FEZ1	11	125366421
cg08222185	0.0173822662593908	ADARB1	21	46494823
cg08222514	0.0833106917501866	SENP6	6	76312378
cg08222662	0.0471448529589033	ZC3HAV1	7	138794752
cg08223235	0.761948175226268	BCL2	18	60903834
cg08223748	0.0136346870844803	MEF2C	5	88179260
cg08228917	0.0156116685330527	LHFP	13	40177062
cg08229627	0.016694246741243	NPHP1	2	110962613
cg08229694	0.0184205958431054	IMMT	2	86422197
cg08233088	0.0297050616741747	RSL24D1	15	55489563
cg08233173	0.0263883353302352	ATP6V0E1	5	172410692
cg08235271	0.0460312676448591	NA	NA	0
cg08241785	0.387884103907094	F2RL2;IQGAP2	5	75919281
cg08242020	0.0221610657313791	RTN3	11	63448782
cg08242323	NA	POLR2D	2	128615134
cg08242493	0.0168931509870266	MGEA5	10	103578316
cg08244028	0.501577271298032	DHFR;MSH3	5	79949339
cg08244522	0.0212615580790361	THBD	20	23030533
cg08245487	0.946706506809036	GSG1	12	13249133
cg08245789	0.982135409022907	ENTHD1	22	40289538
cg08247612	0.878222632088367	NHLH1	1	160336486
cg08248532	0.394950981134619	PRDX4	X	23685453
cg08250444	0.0112282399535765	EFNA1	1	155100078
cg08251036	0.878689848561102		2	135008923
cg08251399	0.690711212968994	EHD3	2	31457608
cg08253405	0.828372503197735	AKNAD1	1	109401072
cg08254089	0.270968120404379	BPI	20	36933189
cg08254263	0.770271040875776	NA	NA	0
cg08256027	NA	PLAGL1	6	144334733
cg08256260	0.0107954429816212	KCTD13	16	29937746
cg08256691	0.817274306819092	RIT1	1	155881846
cg08256781	0.80517530246431	ACSBG2	19	6135510
cg08258650	0.190934770413445	SLC1A2	11	35441900
cg08259617	0.0138711456659249	GADD45B	19	2476129
cg08260891	0.362628158281988	CTSA;NEURL2	20	44518802
cg08260959	0.278194926243118	HIST1H4F	6	26240920
cg08261094	0.418800889925536	SFRP4	7	37956276
cg08261177	0.0170697032911321	ALDH16A1	19	49956824
cg08261666	0.0164545827164239	VAMP2	17	8066251
cg08261841	0.698872785559311	TMEM139	7	142982463
cg08262933	0.141361012858644	MORF4L2	X	102941498
cg08263357	0.782146313691834	HYMAI;PLAGL1	6	144329780
cg08263647	0.397470241172694	LXN;GFM1	3	158390769
cg08265265	0.0241112223703418	SLC39A3	19	2740053
cg08268099	0.752984562355123	OLFM1	9	137966584
cg08268266	0.0405646831580493	LITAF	16	11680284
cg08269321	0.0208396234405955	RPRML	17	45056057
cg08270477	0.0155806632108807	NCRNA00188;SNORD49B;SNORD49A	17	16342776
cg08271519	0.0279996337690821	TM9SF2	13	100153373
cg08274234	0.0649299028119072	SEMA3E	7	83277971
cg08274552	NA	SLC4A3	2	220491834
cg08278554	0.0532739418550495	C15orf48	15	45722919
cg08283293	0.0138908664084867	RNF44	5	175964814
cg08284151	0.299544300401793	DPPA3	12	7864122
cg08284180	0.0119412626490555	DCAF8	1	160232170
cg08284598	0.745532759709895	SLC4A11	20	3218145
cg08285151	0.259678194679111	HDAC9	7	18534872
cg08286169	0.0193501808720822	PEX3;ADAT2	6	143771981
cg08287471	0.0796968168207151	NEK6	9	127020658
cg08289932	0.0201332615915607	SHB	9	38068663
cg08290212	0.015885787330999	BSCL2;GNG3	11	62473659
cg08290628	NA	CORO2B	15	68936551
cg08291000	0.448370424031126	SGCE;PEG10	7	94285960
cg08291098	0.124372788627681	STMN3	20	62285239
cg08291539	0.0150755998798794	DENND4A	15	66084447
cg08292050	NA	WDHD1;SOCS4	14	55492636
cg08292112	0.0150665057869964	UBE2K	4	39699959
cg08293367	0.0179874262489512	YPEL1	22	22089752
cg08293760	0.0498296187085268	RAB3GAP2	1	220445750
cg08296824	0.0237205218127639	OSBPL3	7	25019901
cg08299045	0.0120230558765561	MRPL55	1	228296964
cg08300622	0.460440751190271	SCML2	X	18372963
cg08300860	0.917935669232487	LDB3	10	88428257
cg08301503	0.154464624462906	C6orf227	6	33561188
cg08302713	0.03095442816705	GCLC	6	53409850
cg08303146	0.0153999103198925	KCNQ1	11	2466655
cg08304608	0.876002322798313	TUBB1	20	57594200
cg08305742	0.0184981869557425	KRCC1	2	88354927
cg08307039	0.0201809774772489	TRIM23;C5orf44	5	64920116
cg08307092	0.0259924250120478	HIST1H3D;HIST1H2BF;HIST1H2AD	6	26200174
cg08307580	NA	ZNF193	6	28192892
cg08307816	0.0358850366717461	DEGS2	14	100626192
cg08307963	0.228410807530045	GJA5	1	147245485
cg08308257	NA	SMNDC1	10	112064994
cg08308286	0.0124993930469655	SFRS2;MFSD11	17	74732409
cg08308510	0.944632977615107	C20orf173	20	34117596
cg08312191	0.0183650637898143	SNRPG	2	70520937
cg08313788	0.0170062875162934	ROD1	9	115095520
cg08314660	0.717111765855443	PKP3	11	394199
cg08315187	0.0324248988671539	PERP	6	138428131
cg08315277	0.964445912646057	PKDREJ	22	46659398
cg08315770	0.279610206452475	KCNK17	6	39281885
cg08317263	0.10221607921773	CCDC69	5	150603169
cg08319238	0.201609003093718	BCAM	19	45312525
cg08319404	0.397578574904494	NA	NA	0
cg08319991	0.0355180297102873	UCHL1	4	41259283
cg08321272	0.0120471515301583	SLC30A9	4	41992621
cg08321330	0.703483394385813	TPSB2	16	1280834
cg08321346	0.362671595820793	NA	NA	0
cg08324796	0.0928218982625009	GPKOW	X	48979771
cg08328671	0.22515495451238	BDKRB2	14	96671262
cg08331313	0.193827540582647	SPARC	5	151066460
cg08331840	0.859105982243368	KCNU1	8	36746760
cg08331960	NA	SLC9A3R2	16	2076597
cg08332212	0.755845539566709	MLN	6	33770850
cg08332868	0.01543454088095	RBM19	12	114404181
cg08335125	0.756463174868705	ERCC6;PGBD3	10	50732297
cg08338368	0.935894456680067	IL26	12	68620926
cg08339208	0.0105071114743066	SIKE1	1	115323327
cg08341667	NA	ZNF488	10	48354387
cg08341874	0.133033859164226	VMO1	17	4689655
cg08341924	0.836325484951475	TGM1	14	24731542
cg08341978	0.0225963257233769	RERE	1	8878227
cg08342270	0.0782039141850603	TLE3	15	70389114
cg08343834	0.321790593243149	PMP22	17	15168658
cg08343943	0.0204928480473073	ALDH9A1	1	165668116
cg08346269	0.0291200424838548	BLOC1S1	12	56110020
cg08347423	0.0213512295715468	ERP44;INVS	9	102861153
cg08347960	0.219808076618152	NA	NA	0
cg08348496	0.0450213984434757	HAPLN3	15	89438671
cg08348900	0.127494655879881	VIP	6	153072083
cg08348962	0.0541695867970691	ILDR2	1	166944393
cg08349573	0.0146623853360278	C1QTNF1	17	77020243
cg08349806	0.33523307281716	NA	NA	0
cg08350173	0.0102190890710252	B2M	15	45003678
cg08351105	0.0161736840580232	FOSL2	2	28614671
cg08351143	0.0141247441447927	UBE2R2	9	33817857
cg08351331	0.612560736519357	LBP	20	36975083
cg08353062	0.0157357424374601	UGDH	4	39529052
cg08353146	0.0315830152280684	TMCC2	1	205196756
cg08355340	NA	MPHOSPH6	16	82203585
cg08355944	0.0171672328159174	SLC37A3	7	140097778
cg08356693	0.593657076092157	NA	NA	0
cg08358671	0.0185658518492009	IVNS1ABP	1	185286807
cg08359956	0.471370605890591	TMEM176B;TMEM176A	7	150498205
cg08360728	0.206377621225929	GPATCH3	1	27226980
cg08361238	0.554742587200454	PTGFRN	1	117452304
cg08364102	0.101760275299946	NA	NA	0
cg08365982	0.812780261461777	CAV3	3	8775601
cg08366126	0.0317781293514504	FUCA1	1	24194505
cg08367026	0.0148731230058023	C12orf47;MAPKAPK5	12	112280616
cg08367223	0.598353783721153	C19orf54;SNRPA	19	41255304
cg08367703	0.0116131189450157	SDCCAG3;PMPCA	9	139304491
cg08367838	0.102727035421298	YIPF5;KCTD16	5	143549786
cg08368934	0.674001945664989	GPR97	16	57701455
cg08369065	0.146269143933431	NA	NA	0
cg08370996	0.156350446178255	NR2F2	15	96874031
cg08372326	NA	HABP4	9	99212096
cg08373610	0.0678110422855327	RFTN2	2	198540621
cg08374799	0.143645014782765	ITGB7	12	53601050
cg08375941	0.558718006250266	GPR15	3	98250382
cg08376864	0.0493873436964892	MGC2889;HRASLS	3	192958726
cg08377000	0.813794589684207	TIGD2	4	90033921
cg08379517	NA	LRRC25	19	18509505
cg08380205	NA	SPSB4	3	140769691
cg08380539	NA	CTBS	1	85039702
cg08383063	0.0223482882910903	RB1	13	48877434
cg08383315	0.0511328784349674	RIC3	11	8190565
cg08385610	0.868198982410558	LZTS1	8	20112683
cg08388746	0.0622652636319337	TMEM59;C1orf83	1	54518349
cg08390021	0.00875325940030194	C18orf54	18	51884793
cg08390209	0.438266865290392	CDKN2BAS;CDKN2B	9	22005563
cg08390254	NA	ATP1A2	1	160084779
cg08392591	0.0351457438129823	ANKRD11	16	89556376
cg08393006	NA	SFRS14;ARMC6	19	19144964
cg08393541	0.0154598396560748	NUDC	1	27248425
cg08394377	NA	RIMS3	1	41132022
cg08395365	0.122238700350366	MCCC1	3	182817479
cg08395706	0.0147952583414244	ZNF646;ZNF668	16	31084501
cg08395899	0.0598455244815626	UPF2	10	12085052
cg08397758	0.185907964231071	PYROXD2	10	100174853
cg08398233	0.236802928706407	CAMK2N1	1	20811641
cg08399444	0.918034121075306	GSG1	12	13248548
cg08400019	0.029389249783555	NSUN6	10	18940404
cg08400120	0.0295867238845977	PRKCI	3	169940839
cg08402568	0.911496160715594	IL34	16	70680817
cg08403419	0.659299961977844	RXFP4	1	155911238
cg08404225	0.480607719912942	IL5RA	3	3151899
cg08404227	0.0125564577310246	SLCO3A1	15	92397279
cg08408988	0.0245772214364894	KCTD10;UBE3B	12	109915371
cg08409225	0.271147909895754	OBFC2B	12	56617737
cg08411049	0.550832840704617	SERPINB5	18	61144250
cg08411435	0.170403735310713	PPP1R1B	17	37784024
cg08412305	0.0132115203505714	DCAF6;BRP44	1	167904990
cg08413153	0.0363071434117928	SNX11	17	46185283
cg08413366	0.0178518046921886	PPP3CB	10	75255930
cg08413469	0.025308751299868	DEPDC1	1	68962940
cg08416046	0.421867151515554	IRS4	X	107979569
cg08417687	0.0273632138138019	SNX3	6	108582627
cg08418111	0.45139085949374	LDHC	11	18433745
cg08418332	0.746471631570927	CCL19	9	34691001
cg08418747	0.00835107282570314	PMS2L5;STAG3L2	7	74306526
cg08418978	0.911617846764475	CLDN10	13	96085969
cg08419026	0.0180572999427482	SLCO5A1	8	70747067
cg08420085	0.0180994815385632	ZDHHC24;ACTN3	11	66313549
cg08420900	0.759284565875824	NA	NA	0
cg08422599	0.138965616850661	KCNIP1	5	169931092
cg08424423	0.90427935799939	CDSN;PSORS1C1	6	31088188
cg08424427	0.0164890969066904	SNORD95;GNB2L1	5	180670815
cg08426384	0.0234547549030055	ADCK1	14	78266734
cg08427977	0.43306568469359	C10orf72	10	50323832
cg08428707	0.0135344794265291	CHMP4B	20	32398882
cg08430598	0.824598565913209	CST1	20	23731367
cg08431931	0.298862534677693	WBP2NL	22	42394659
cg08432727	0.235302695795275	SOX11	2	5831722
cg08433095	0.847666006764269	DYX1C1	15	55801069
cg08433538	0.113013484733242	RALGPS1	9	129676714
cg08434152	0.0180425030362018	MOBKL1B	2	74405770
cg08434234	0.0345429817897062	DGKI	7	137531173
cg08434396	0.332564653370723	ASFMR1;FMR1	X	146993778
cg08434547	0.0149376131231712	KAT2A	17	40272901
cg08439468	0.0185112679533121	BICD2	9	95526812
cg08440125	0.0125618247588461	HIBADH	7	27702596
cg08440425	0.0428397702431215	NA	NA	0
cg08441170	0.219152947378792	MYO3A	10	26223100
cg08441546	0.0260126886210072	METTL9	16	21610370
cg08441806	0.506308440781582	NKX6-2	10	134599149
cg08443351	0.018669832565852	ARHGAP19	10	99052545
cg08445039	0.351572297892647	FKBP9	7	32997659
cg08446111	0.493916424867937	LONP2	16	48279428
cg08448040	0.0126718170100921	HDAC11	3	13521693
cg08448751	0.831827709797476	SEMA3G	3	52479601
cg08450168	NA	RAB42	1	28918231
cg08450982	0.822494484665449	NUMBL	19	41195910
cg08451957	0.750539646589801	FOXD4L1	2	114256406
cg08452348	0.960230994173165	CATSPER3	5	134303703
cg08453021	0.0142303851088178	ELMO1	7	37488575
cg08453096	0.786009205397411	ABCG5;ABCG8	2	44065893
cg08453968	0.0122695740310259	NXT1	20	23331934
cg08455548	0.128764245998208	PCDH11Y	Y	4867968
cg08458170	0.939984882577078	TSHZ3	19	31770476
cg08458487	NA	SFTPD	10	81709191
cg08459368	NA	SCGB2A1	11	61974948
cg08460026	0.268347937712716	CTLA4	2	204732474
cg08460435	0.0366813186124968	C1orf59	1	109203610
cg08461397	0.0291274765933307	SNTB2	16	69220726
cg08462247	NA	MYEOV2	2	241075202
cg08462292	0.0152774226530823	PTBP2	1	97188168
cg08463061	0.0397237048400025	RND3	2	151344332
cg08463485	0.313737738147223	ILDR1	3	121740927
cg08465510	0.0296052915058694	SLC26A11;SGSH	17	78193874
cg08465774	0.683754125279276	IDO1	8	39771756
cg08465862	0.023263262349009	PFKP	10	3109459
cg08466074	0.074927818661265	C11orf58	11	16760365
cg08466883	0.0292831533380381	KCTD3	1	215741318
cg08468689	0.0574162600036118	GHDC	17	40346680
