Hybridization REF	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05
cg05872485	0.0223301602456214	PTGES3	12	57081186
cg05873268	0.727124336178458	TPSAB1	16	1290058
cg05874450	0.0230161342423069	POPDC3	6	105627246
cg05874478	0.10445375058535	RNF31;PSME2	14	24615768
cg05876083	0.0150561989231376	NUDT16L1	16	4743395
cg05876094	0.0494318472395209	CACYBP	1	174968893
cg05876918	0.0338884477472012	PIP4K2C	12	57985234
cg05877109	0.247795316794737	BCL2L2	14	23775794
cg05879334	0.0113396258453658	ACAT2	6	160183160
cg05879919	0.0439824781758058	ANKRD9	14	102976503
cg05881135	0.0186494533414799	SYNM	15	99644973
cg05881762	0.0680227414282133	UBE3A	15	25684849
cg05882522	0.0213045956184388	EHD3	2	31456789
cg05882691	0.112413949002105	HIST1H3H	6	27777739
cg05885123	0.0154129591976586	NA	NA	0
cg05885720	NA	EMP1	12	13348429
cg05886367	0.0349198147055096	BTNL9	5	180467233
cg05886626	0.0843994584489209	THBS1	15	39873553
cg05887405	0.904579115008961	OSGIN1	16	83982436
cg05889321	0.179061995490641	ALDH18A1	10	97416837
cg05890019	0.11584779921107	WDFY3;C4orf12	4	85886830
cg05890484	0.864098565094295	BHMT	5	78407552
cg05890578	NA	PRKCE	2	45877647
cg05894797	0.0761061188920834	PSEN2	1	227058941
cg05895453	NA	KBTBD7	13	41768968
cg05896682	0.495384589208208	GALR1	18	74964030
cg05897048	0.107607782185225	NA	NA	0
cg05898102	0.0334293436774782	PCDHB10	5	140571959
cg05898356	0.02263213614702	NA	NA	0
cg05898524	0.191364820286539	LMNA	1	156083276
cg05899618	0.50111911822465	GDF7	2	20865847
cg05902852	0.037320981048076	MAGI2	7	79082393
cg05903609	0.0425284946863694	PRPF8	17	1587888
cg05903630	0.0227080480259819	PTCD2;MRPS27	5	71616321
cg05905876	0.0172388016104861	SEC11A	15	85259824
cg05906362	0.149571342495678	ARHGAP4	X	153192754
cg05908775	0.0167253624288061	ZNF211	19	58144687
cg05909475	0.0252014043399232	ETV3	1	157108803
cg05910970	0.87060025131403	CYP2A6	19	41355973
cg05911610	0.0143739390206139	MRPL3	3	131221850
cg05912121	0.914904743628828	TH	11	2193034
cg05915281	0.011446343513433	IRF1	5	131826479
cg05916196	0.915295576821232	IL19	1	206972262
cg05916783	NA	GAN	16	81348309
cg05917963	0.0581250840626388	CHUK	10	101988539
cg05919661	0.0184821738014629	LMBR1L	12	49504308
cg05920090	0.0369096048275991	HSPA1A;HSPA1L	6	31782873
cg05920720	0.725764949232678	NA	NA	0
cg05921207	0.1778583385242	CHRDL1	X	110038886
cg05921324	0.744678572837106	APOA4	11	116694114
cg05921581	0.953431034831565	KRT77	12	53098625
cg05921699	0.696922902342434	CD79A	19	42380725
cg05922057	0.021496749657923	ZZEF1;CYB5D2	17	4047571
cg05922591	0.861562180098558	LILRB4	19	55174624
cg05922972	0.0189111476470103	TSPAN3	15	77362853
cg05923056	0.0163347358007093	FOXN3	14	89883246
cg05923103	0.0265295717617322	RNF11	1	51701583
cg05924191	0.796536393627868	ZNF770	15	35279830
cg05924583	0.0450043925343672	TP73	1	3569624
cg05927017	0.0196429117188025		18	60988155
cg05927159	0.0179781343528022	WDR1	4	10118984
cg05932408	0.0379358938158777	PTGIS	20	48184639
cg05932936	0.0414436258557027	SERINC3	20	43151151
cg05934874	0.0198610543293087	VPS4B	18	61089154
cg05935584	0.384350780131515	HMGB3	X	150151823
cg05936800	0.798777350454652	TNFSF18	1	173020492
cg05937182	0.0167620464087082	ST7OT4;ST7OT1;ST7	7	116593656
cg05937237	0.878499426704734	NA	NA	0
cg05937453	0.544697577865546	SFRP5	10	99531765
cg05938285	0.0145092479833507	PIGZ	3	196695938
cg05938725	0.0122279679465259	NUAK2	1	205290905
cg05940463	0.0170635172114932	C1orf86	1	2126641
cg05940536	0.0326832234456455	ACVR1B	12	52344971
cg05941634	0.0503542811392163	CNNM3	2	97481230
cg05942574	0.0441093803815363	CACNA1G	17	48637104
cg05942970	0.966884898121786	JAKMIP3	10	133955527
cg05944800	0.0374310111967852	INSIG2	2	118845546
cg05945622	0.0168303183006985	YIF1A	11	66056944
cg05946081	0.0143081701053903	RBMXL1;CCBL2	1	89458035
cg05947740	0.283535198150496	PHYHIP	8	22089778
cg05948654	0.809468998719852	SLC17A2	6	25930507
cg05949173	0.820162396088568	IL1F10	2	113825882
cg05949660	0.607471525796558	MICAL1	6	109777642
cg05950276	0.869076885287277	TMTC4	13	101294310
cg05951646	0.0342014985630138	NA	NA	0
cg05951993	0.0182216328374924	GYS1;RUVBL2	19	49496864
cg05953243	0.165777026967476	SLC5A12	11	26743425
cg05953394	0.0443691436097439	PRKAG2	7	151573773
cg05955224	0.031985207861027	EID2	19	40030984
cg05955301	0.213478954231416	PRELP	1	203444536
cg05957518	0.0125607566065909	PSMA3	14	58711500
cg05958352	0.854038515253603	RNASE1	14	21270924
cg05958582	0.530281970083628	PKD2L1	10	102090366
cg05958659	0.0231636258371926	FAM174A	5	99870887
cg05959392	0.0284522028585947	C10orf32	10	104613928
cg05959508	0.76604696465336	TRAF3IP3	1	209929512
cg05960024	0.939267023876982	CLOCK	4	56376020
cg05960806	NA	CLNS1A	11	77348884
cg05961212	NA	ADPRH	3	119298195
cg05961595	0.587975454077118	APEX2	X	55026485
cg05961827	0.940631099690558	UGT1A10;UGT1A7;UGT1A9;UGT1A8	2	234589810
cg05964373	0.0304392435916425	TEX9	15	56657478
cg05965188	0.88778898391913	RRP1B;HSF2BP	21	45078342
cg05965402	0.0289236069010257	PI4K2B	4	25235416
cg05968233	0.266388163185806	ALKBH7	19	6372277
cg05969697	NA	BICD2	9	95527975
cg05970437	0.0211664612326194	KLF16	19	1864622
cg05970790	0.0148133373249469	NFATC1	18	77156689
cg05973262	0.737896588814791	NOTCH4	6	32191895
cg05976074	0.531779211328846	SLC7A10	19	33716273
cg05976325	NA		22	36030660
cg05978187	0.0209160667000258	ERH;SLC39A9	14	69864930
cg05982504	0.485474733747884	IGFALS	16	1844962
cg05983247	0.00727472491075206	SLTM	15	59225658
cg05985767	0.913240789751396	ANPEP	15	90349511
cg05986149	0.106594410726385	BRIP1	17	59941055
cg05988645	NA	C16orf68	16	8715306
cg05989054	0.210337388133526	GAMT	19	1402626
cg05989429	0.0138605891003491	ABCA7	19	1041026
cg05990214	0.0456293378393994	RPL18;SPHK2	19	49122326
cg05992340	0.941198884422074	PDE4D	5	58882243
cg05995267	0.0355937451424289	PRRT2	16	29822529
cg05996042	NA	RUNX2;SUPT3H	6	45295718
cg05996238	0.899336074061152	PAGE2	X	55115370
cg05997860	0.552175925475158	NA	NA	0
cg05998244	0.842593487671442	LONRF2	2	100925657
cg05998426	0.021408101190436	RIN1	11	66103925
cg05998983	0.895880768272605	OIT3	10	74653449
cg06000781	NA	BST1	4	15703606
cg06001166	0.936917151051183	RPL3L	16	2004052
cg06003187	0.810502228397507	GUCA2A	1	42629798
cg06005396	0.221413356767062	HCN2	19	590541
cg06005644	0.0109002489193612	UBE2D2	5	138940959
cg06006444	0.0307610583895798	NA	NA	0
cg06007645	0.79796865986088	C1orf175	1	55107421
cg06011292	0.0184138874679981	MYH10	17	8534013
cg06015218	0.138586043112176	GRM1	6	146350434
cg06018072	0.0500836191998579	CLN6	15	68522275
cg06020352	NA	IRF8	16	85931840
cg06021171	0.340478276599588	NA	NA	0
cg06022562	0.382776510435855	TBCD;ZNF750	17	80797881
cg06023257	0.0101411755335218	GAB2	11	78129396
cg06025017	0.918690181807895	NA	NA	0
cg06026755	0.945035630151444	LRRC57;HAUS2	15	42839559
cg06027949	0.031366364733155	SNX16	8	82754900
cg06029655	NA	MEGF8	19	42881132
cg06030619	0.0145753428927244	CORO1A	16	30194484
cg06034822	0.161253895915766	USF1	1	161016081
cg06037693	0.812696723011814	RUNX3	1	25292072
cg06038049	0.0076902483573901	GLTPD1;CPSF3L	1	1259909
cg06038133	0.535995074782132	CORO6	17	27944585
cg06039392	0.192172006600101	MTNR1A	4	187476953
cg06039624	0.0185278971527621	LOC81691;ERI2	16	20818068
cg06041240	NA	NXT2	X	108778793
cg06041363	0.114111089102694	TTC38	22	46663418
cg06042828	NA	DDX28;DUS2L	16	68058281
cg06043042	0.0148169007898585	NEUROG3	10	71333202
cg06043114	0.113460931041328	TSPAN2	1	115632455
cg06043190	0.0228450824949265	EML4	2	42396882
cg06044117	0.0250052776527356	FAM76B;CEP57	11	95523445
cg06044899	0.629689407943034	TMSL3;FAM190A	4	91760229
cg06044900	0.0212367152395749	GNAS	20	57467811
cg06048156	0.0154921261632429	NA	NA	0
cg06048973	0.830318395311172	ACTC1	15	35088107
cg06049972	0.0682398223888988	UQCRC1	3	48646375
cg06051311	0.701307412627141	TRIM15	6	30131001
cg06051662	0.171983831014415	PDZD4	X	153096786
cg06055013	0.0532439611313719	ATRNL1	10	116853664
cg06057707	0.958319564095858	NA	NA	0
cg06058319	0.0524582541489327	PPFIBP1	12	27677138
cg06058597	0.0113538721866604	NOL10	2	10829993
cg06059810	0.92170243060613	RUFY3	4	71587722
cg06060661	0.54890498127906	NA	NA	0
cg06061892	0.0121037804705796	C20orf72;SNX5	20	17948694
cg06062132	0.0354416729562241	SENP6	6	76311331
cg06063714	0.653917168797797	GABRD	1	1951514
cg06063729	0.0428876100475892	RASSF1	3	50374670
cg06066303	0.958768988398321	MS4A5	11	60197138
cg06066711	0.0187802983042757	KLHL21	1	6662645
cg06069187	NA	SARM1;VTN	17	26698283
cg06069731	0.0153716396053419	NA	NA	0
cg06071083	0.0104601930556529	SLC12A4	16	68002365
cg06073471	0.0175602184428096	FAM55C	3	101497857
cg06074920	0.969518301152627	KRT34	17	39539075
cg06076054	0.0224488172160881	C21orf91	21	19191045
cg06077733	0.00776958475180763	UBE2D1	10	60094879
cg06084117	0.964103419889868	PLXNA4	7	132334901
cg06084557	0.0370025087264296	KIAA1409;BTBD7	14	93799869
cg06084735	0.0163954042754123	ENY2;NUDCD1	8	110346664
cg06087537	0.0136152140194814	RNF38	9	36401074
cg06088032	0.0204579748659964	ZMYND10	3	50383227
cg06088314	NA	CLK1	2	201730276
cg06090351	NA	ADSS	1	244615600
cg06090421	0.0291962588582916	PPM1D	17	58677051
cg06090630	0.00946673382630453	TCEB2	16	2827139
cg06090864	0.976608885795082	FFAR1	19	35842448
cg06092815	0.522737957314509	SPHKAP	2	229046406
cg06093279	0.0308382054935741	MTUS1	8	17658292
cg06094150	0.887397884193713	MT1B	16	56685637
cg06094757	0.709183883199631	NA	NA	0
cg06095560	0.0379994034675214	SAE1	19	47633912
cg06096336	0.666452038557316	PSMD1;HTR2B	2	231989800
cg06098051	0.896722914758536	NA	NA	0
cg06100291	0.0230714047105578	CLSPN	1	36235882
cg06100324	0.894973393909633	MSLN	16	811347
cg06100991	0.0139635621728799	ELOVL6	4	111119437
cg06101212	0.253235243974471	CLDN3	7	73184220
cg06101225	0.0135966258114911	STIL	1	47780017
cg06101324	0.119945374374494	SPRR1A	1	152955543
cg06105085	NA	ASCC1;C10orf104	10	73976264
cg06106793	0.0155460190791686	PRCC	1	156736771
cg06109724	0.0251997018528404	CDC123;NUDT5	10	12237553
cg06110365	0.0219515440200962	TTLL12	22	43583797
cg06110728	0.0236397614617948	NELL2	12	45270886
cg06111305	0.0120540495212689	RAP2A	13	98086784
cg06111454	0.0189711153560743	NFATC4	14	24837836
cg06112415	NA	CGREF1	2	27342158
cg06114765	0.0351332518190714	USP25	21	17102990
cg06117855	0.0587867798753145	CLEC3B	3	45067788
cg06118312	0.123918321072787	GZMA	5	54398555
cg06119575	0.248180578988262	TAL2	9	108424905
cg06121469	0.0164955132711863	SPG11	15	44956098
cg06122080	0.0399201350222958	NGLY1;OXSM	3	25831834
cg06123346	0.319922515181683	ATP4A	19	36054519
cg06126510	0.469910064627596	NA	NA	0
cg06130787	NA	KLK10	19	51523550
cg06131859	0.409624715096304	NA	NA	0
cg06131936	0.521023082156407	OSBPL5	11	3187271
cg06132324	0.0162155115763422	XPO5;POLH	6	43544046
cg06132342	0.784710019719775	KRT85	12	52761153
cg06132694	0.0235282474242041	NDST3	4	118955172
cg06134936	0.0249556160804991	HERC4	10	69834491
cg06134964	NA	ITIH1	3	52812033
cg06138027	0.0318809037099318	HNRNPK;RMI1	9	86596281
cg06139836	0.0797600700883509	EBF3	10	131762961
cg06140118	0.0127212331857923	DDX28;DUS2L	16	68056778
cg06141025	0.804674215290761	GYS2	12	21757466
cg06141123	0.0394013908050866	NFE2L2	2	178129829
cg06142324	0.922361994808067	HEPACAM	11	124805538
cg06143901	NA	TCF15	20	591400
cg06144905	0.219461723784653	PIPOX	17	27369780
cg06145308	0.0144747851099617	CNOT4	7	135195101
cg06145357	0.849259988176823	MAGEA8	X	149010149
cg06146910	0.0102437476313582	KBTBD6	13	41706728
cg06147863	0.626730348188495	SPI1	11	47400113
cg06148175	0.114469590755625	ACY3	11	67418148
cg06148264	0.0260792496096433	SERPINB1	6	2841468
cg06150468	0.0259659425472664	BATF3	1	212874085
cg06150803	0.200709538137268	TNFRSF19	13	24144257
cg06151165	0.0731059391593445	VSX1	20	25062254
cg06151964	0.756566707194584	HPN	19	35531417
cg06154570	0.222051472710676	HEYL	1	40105764
cg06154597	0.266755005902534	GAK;TMEM175	4	924812
cg06156376	0.129786270474681	SHOX2	3	157823814
cg06161738	0.0119256645290533	GALNT11	7	151722986
cg06161930	NA	ZNF787	19	56633191
cg06162003	0.0129602788331062	CBX2	17	77752070
cg06162422	0.165526526219531	HNRNPH2;GLA	X	100663051
cg06165395	0.102733608898533	GRIK3	1	37500790
cg06166767	0.0543762182583248	SFRP1	8	41167848
cg06166863	NA	PNN	14	39644186
cg06168050	0.0861629903270758	ZNF207	17	30677336
cg06168324	0.0154218684981109	RBMS1	2	161349637
cg06168449	0.0409863364789678	DPF1	19	38714549
cg06171242	0.0226689630477049	ACOT13;TTRAP	6	24667490
cg06171787	0.19193355428324	MRPL16	11	59578490
cg06172871	0.441315778306797	HP	16	72088244
cg06173079	0.041340323344473	NA	NA	0
cg06175025	0.0230990603485968	SPTLC2	14	78082992
cg06177698	0.217364353168708	GABRQ	X	151805899
cg06177968	0.0477467766828147	WDR55	5	140044542
cg06178072	0.914502754601121	GALNS;TRAPPC2L	16	88922252
cg06179485	NA	TMEM54	1	33367401
cg06183267	0.598641169211117	AFF3	2	100759134
cg06185738	0.0222241493026261	SLC17A6	11	22359868
cg06186808	0.925565617609599	FITM1	14	24600901
cg06186861	0.0392411768513427	ZNF501	3	44771174
cg06186973	0.0125789985888204	YWHAG	7	75988652
cg06187947	0.0835245558620972	GULP1	2	189157042
cg06188683	0.0150535942627239	ANP32A	15	69113451
cg06189133	0.945550760875598	INSL3	19	17931995
cg06189265	0.029001663704744	GAS5;SNORD76;SNORD75;SNORD77;ZBTB37;SNORD74	1	173837002
cg06189653	0.0296862662890508	PRR7	5	176873332
cg06190053	0.554086156296495	NA	NA	0
cg06190732	0.0986303180630189	SERPINA3	14	95078636
cg06191076	0.668113126922356	DIRAS3	1	68516463
cg06191203	0.0162992524387079	RIF1	2	152266755
cg06191990	0.16923452522332	TSFM	12	58176640
cg06192619	0.925451970441781	SLC1A6	19	15083616
cg06192753	0.110199475530548	GADD45GIP1	19	13068297
cg06193382	0.027171421685767	FAM54A	6	136571195
cg06193397	0.742173796945457	NA	NA	0
cg06194186	0.741591467978942	CPO	2	207803693
cg06194808	NA	TMEM184A	7	1596217
cg06196379	0.394257865322218	TREM1	6	41254885
cg06197006	0.0120313487802436	CRK	17	1359813
cg06197492	0.937368735390334	H19	11	2016605
cg06200013	0.0139745038879658	ATP1B2	17	7554513
cg06200339	0.896809625661197	SOX30	5	157079404
cg06200697	0.477813044719141	CTNND1	11	57528838
cg06201642	0.025628987371069	ST6GALNAC5	1	77333198
cg06202984	0.0284698216379105	FANCC	9	98079903
cg06204948	0.02222470974556	MARK2	11	63656090
cg06206626	0.557043713436436	ASPHD2	22	26825900
cg06206628	0.8235589544236	FRMPD2	10	49482826
cg06207460	0.132924784551243	AK3	9	4741011
cg06207804	0.177096409785469	ARTN	1	44398998
cg06208111	0.924117222304351	ITM2A	X	78624108
cg06210526	NA	CYP2F1	19	41619850
cg06211616	0.0348121642248422	SLC22A18AS;SLC22A18	11	2923659
cg06211871	0.0250266738315397	ZNF684	1	40997551
cg06212607	0.0155783691527503	GGPS1;ARID4B	1	235491708
cg06213287	0.151504550924057	LIX1	5	96478495
cg06213598	0.851481114113307	ABCA9	17	67058208
cg06214007	0.0997954133691608	GBP6	1	89829308
cg06214729	0.0204284679531882	NA	NA	0
cg06215939	NA	MAPK8IP3	16	1755402
cg06216677	0.00964118596010682	TESK1	9	35603842
cg06218044	0.0147481160445705	PREP	6	105851256
cg06220208	0.721613674205879	NA	NA	0
cg06220235	0.0202213562746163	SOCS1	16	11349023
cg06220521	0.0137525216130254	GPR180	13	95254216
cg06220755	0.497075238241805	RAI2	X	17821058
cg06220958	0.0442436411965712	MYH2	17	10452851
cg06221259	NA	REEP2	5	137774471
cg06222120	0.0304259630566414	TRNT1	3	3168755
cg06222800	0.836529544981229	NA	NA	0
cg06222851	0.562038298140641	OGDHL	10	50970358
cg06224510	0.58694488702359	ITIH2	10	7745454
cg06225581	0.0220103109125639	ZMAT2	5	140080094
cg06226384	0.0871513455681419	CACNG5	17	64873351
cg06229674	NA	APOBEC3H	22	39492189
cg06230736	0.024904930492149	FLJ45983;GATA3	10	8096650
cg06233473	0.0640497616269683	KPNA5	6	117002773
cg06233503	0.128911206440334	KCNQ1	11	2812674
cg06233985	0.753725271548615	HBB	11	5249528
cg06235429	NA	NDUFV1	11	67373114
cg06235991	0.0308225937489652	L3MBTL2	22	41601581
cg06236061	0.105321036783186	GLTP	12	110317318
cg06236276	0.44818743495922	SLC22A2	6	160680078
cg06236748	0.0466172663763164	INPPL1	11	71935846
cg06237414	0.0194381707544582	MTX1;THBS3	1	155178670
cg06238491	0.654939465551734	LAIR1	19	54876446
cg06240124	0.0134545297096059	PLK1	16	23690079
cg06240542	0.0281089124444441	CYBASC3;TMEM138	11	61129344
cg06240849	0.0183906687764901	KIAA0494	1	47184738
cg06241300	NA	APOM	6	31623269
cg06242000	NA	ALG3;ECE2	3	183966155
cg06242827	0.0143595181335401	NA	NA	0
cg06243393	NA	TXNDC2	18	9885015
cg06243556	0.0325143762846211	ZSCAN18	19	58609473
cg06244417	0.80700724397375	FCN1	9	137809628
cg06244634	0.883930237192935	TAS2R4	7	141477998
cg06244906	0.828384022096311	ZIM2	19	57307081
cg06245154	0.0263766214140683	ERCC2	19	45873313
cg06247172	0.0128155065915817	C6orf1	6	34216481
cg06248182	0.0409334399196954	ERAL1	17	27181818
cg06250108	0.0256924708495723	TMEM169;PECR	2	216946398
cg06251129	0.0341794548569988	SSR2	1	155990657
cg06251489	0.0262468667502034	STIM2	4	26861983
cg06252382	0.0183098107359838	SLC31A2	9	115913783
cg06252849	0.0493132389945532	AGGF1	5	76326040
cg06253072	0.0729120595888228	C6orf125	6	33679850
cg06253734	0.0196366178208142	ADAM10	15	59042325
cg06254453	0.0157180006034121		6	26250350
cg06255227	0.700360855575169	NPBWR2	20	62738125
cg06255524	0.011791248627819	DNAJC3	13	96328888
cg06256735	0.414913164465212	NA	NA	0
cg06258834	0.230538444189295	KLK7	19	51487136
cg06259570	0.915925058525296	MMP27	11	102576094
cg06263495	0.0784113930275711	ASCL2	11	2292004
cg06263943	0.672704787391735	CACNA1H	16	1202015
cg06264060	0.819845446689489	MCHR1	22	41075007
cg06268694	0.269067752017556	CELSR1	22	46932642
cg06269001	NA	ENTPD6	20	25176407
cg06269753	0.530577576719163	MSC	8	72755871
cg06270401	0.829449184728397	DYRK4	12	4699085
cg06273569	0.015780088454661	PMS2L3	7	75157587
cg06273903	0.174098828556082	UBE2A	X	118707913
cg06274159	0.803562361511068	ZFP42	4	188916867
cg06275635	0.134154128605886	PGLYRP3	1	153283994
cg06276114	0.019983941191971	BIRC2	11	102217591
cg06276653	0.864621424071261	FAM135B	8	139164635
cg06277277	0.667425308635493	NR1I3	1	161208307
cg06277481	0.021014492618441	KANK3	19	8408146
cg06277657	0.714642874705997	DGKI	7	137532374
cg06277838	NA	SLC16A2	X	73641370
cg06279414	0.016736055541544	TRIP11	14	92506140
cg06281719	0.0495758731778085	GMNN	6	24774963
cg06281795	0.021082374056771	CALB1	8	91095114
cg06282059	0.925611935842045	UBE2E1	3	23846692
cg06282240	0.0126523687827334	CENPJ	13	25497044
cg06284244	0.0136375212572206	YES1	18	813059
cg06284322	0.0339512087574424	TAF7	5	140700662
cg06285340	0.895368323911888	CYP11A1	15	74659901
cg06285486	0.067835684050753	SART1	11	65729635
cg06286028	NA	HPS6	10	103824819
cg06288351	0.209425922698316	KCNS1	20	43729897
cg06288632	NA	PREB	2	27358152
cg06289589	0.0244962539817301	ANKRD5	20	10015419
cg06290096	0.800810808091062	PHLDB1	11	118475984
cg06290168	0.0138239613083247	NA	NA	0
cg06291334	0.0571311002572788	SPOP	17	47755771
cg06291595	0.0210556714546004	NPC2;ISCA2	14	74960292
cg06291867	0.172728365799742	HTR7	10	92617162
cg06292277	0.0250957025737759	CLCN3	4	170541163
cg06293195	NA	TXN2	22	36878654
cg06295404	0.0335073490614996	SOCS1	16	11350337
cg06295856	0.31520244719957	CALCA	11	14993642
cg06296021	0.0165197339512084	CDKL3	5	133702588
cg06297145	NA	NFXL1	4	47917042
cg06302803	0.0197526597400383	SNHG4;MATR3	5	138609953
cg06303238	0.976342152309324	SALL4	20	50418959
cg06305312	0.0232328236925203	AKR7A2;PQLC2	1	19638330
cg06305609	0.0607675048288459	FAM129C	19	17634172
cg06306751	0.395310125774196	F8	X	154251005
cg06307169	0.127879991740364	CASC3	17	38296698
cg06307422	0.012488367850244	RNF111	15	59279994
cg06307601	0.0158164035140685	FAM49B	8	130952644
cg06308323	NA	DNAI1;C9orf25	9	34459568
cg06310489	0.866850932724316	NA	NA	0
cg06310844	0.277507636496564	PDCD5	19	33072506
cg06311778	0.0179208058224203	TENC1	12	53441582
cg06312477	0.848616924778799	PRSS38	1	228003900
cg06313930	0.162088248202087	MAGEA5	X	151286698
cg06317209	NA	AVIL	12	58210878
cg06318164	NA	NUP188;DOLK	9	131710719
cg06318853	0.613865617780223	NA	NA	0
cg06319346	0.666982865498307	NA	NA	0
cg06319579	0.0848709682591802	C17orf44	17	8127196
cg06320982	0.0392374642944864	SLC38A7	16	58718767
cg06321883	0.0220575993792256	COL19A1	6	70576541
cg06323290	0.662065121268047	HK1	10	71029879
cg06323427	0.0388195958377029	PDCD10;SERPINI1	3	167452563
cg06324048	0.798052048884462	GNAS;GNASAS	20	57427103
cg06324094	0.078218954024468	JTB	1	153950482
cg06324671	0.618525053060618	KRTAP19-7	21	31933511
cg06325346	NA	VN1R2	19	53761180
cg06325687	0.929900543486567	OPN1MW2;OPN1MW	X	153448957
cg06327515	0.0844556710356178	PCDHB14	5	140603261
cg06330324	0.0216328003881054	SLC35E4	22	31031670
cg06330621	0.452065442473667	ZCCHC14	16	87525461
cg06331674	0.0210505620821293	AVL9;LSM5	7	32534854
cg06333435	0.0102039123560576	POLR3D;MIR320A	8	22102724
cg06334093	0.0141395807856076	CCDC28A	6	139094587
cg06334284	0.0099522329072275	PPAP2B	1	57044991
