Hybridization REF	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05
cg05705583	0.0265409155540403	CAMLG	5	134073432
cg05706061	0.101626217003652	SLC31A2	9	115912974
cg05709923	0.0285891024066153	SAMM50	22	44351079
cg05711886	0.816314871919741	MEG3	14	101292680
cg05714219	0.725270196031662	GALNT14	2	31361104
cg05714479	0.346269262696715	LATS2	13	21634945
cg05714729	0.87009369050907	GALNT1	18	33234096
cg05715287	0.0287198653319873	CDC40;WASF1	6	110501610
cg05715649	NA	SYT2	1	202680562
cg05717160	0.0199492137824054	USMG5;PDCD11	10	105156505
cg05718253	0.921011823738021	LOC55908;DOCK6	19	11347359
cg05718625	0.0363403293146522	TMEM85	15	34517320
cg05719902	0.482864332938648	SVOPL	7	138348774
cg05720937	0.0123192933973442	ACTR1B	2	98280362
cg05721199	0.82087611209662	SAMD7	3	169629136
cg05722552	0.37355832091548	NLGN1	3	173116094
cg05722906	0.219633840287547	CYP4F12	19	15783791
cg05722918	0.432214215573562	SLC5A8	12	101603929
cg05723825	0.350495352844055	TEKT4	2	95537475
cg05724065	0.396905407030079	PHKG1	7	56160528
cg05725452	0.0137640324086309	SDF2L1	22	21996709
cg05726109	0.921007722552348	SEPT5;GP1BB	22	19709755
cg05727959	0.0108578759039296	C12orf48	12	102514075
cg05728656	0.0131668443848446	C6orf47	6	31628427
cg05729093	0.0324822999969628	IL4R	16	27324953
cg05730092	0.924429847691542	BEGAIN	14	101036470
cg05731779	0.955397762305636	NA	NA	0
cg05732130	0.0217701592993176	GINS3	16	58426207
cg05732530	0.0128819919392759	DUSP2	2	96811060
cg05739825	0.0168147447575547	EI24	11	125439882
cg05740244	NA	LDHC	11	18434015
cg05741384	0.0398339876710754	ODC1	2	10588838
cg05742308	0.0494095631312426	SEMA3A	7	83824384
cg05743054	0.0187662963937661	MLF1	3	158288903
cg05744229	0.85065016299549	MYH7	14	23904678
cg05745457	0.829817626532984	TKTL2	4	164394816
cg05745851	NA	CCDC62	12	123259105
cg05747424	0.0155149251236223	WDR89	14	64108561
cg05749161	0.0119079657474329	NA	NA	0
cg05749577	0.0150200921224622	KIF23	15	69706710
cg05749792	0.806231730643566	DGAT2L6	X	69397704
cg05750321	0.975483432582345	CGNL1	15	57668039
cg05751148	0.691428589582067	PTPRCAP	11	67204799
cg05751159	0.011046956437169	TSGA14	7	130081017
cg05751979	0.0252308141142474	TCEB1	8	74883978
cg05754589	0.023882696562784	HNRPA1L-2;HNRNPA1;CBX5	12	54674412
cg05754631	0.0366245798772196	GAB1	4	144258809
cg05755354	0.832494049251371	FRMD4A	10	14372596
cg05755779	0.951732989129782	COLEC10	8	120079625
cg05755837	0.0213012827762697	PMPCB	7	102937659
cg05759269	0.0214480043258654	CDKN1A	6	36646253
cg05761032	0.0150792077816329	CCPG1	15	55700743
cg05761971	0.839979984220619	FAM82A1	2	38177677
cg05764061	0.0662232927811026	PPM1B	2	44395934
cg05764376	0.026554383419213	LRRC49;THAP10	15	71184590
cg05764607	0.016517230875826	GSTCD;INTS12	4	106630108
cg05766425	0.0555925763582318	LUC7L3	17	48796751
cg05766474	0.919234339775254	NA	NA	0
cg05767404	0.786000765404826	C1orf150	1	247712591
cg05768141	0.64332421609375	KCNJ10	1	160039847
cg05769161	0.0347002609850543	B4GALNT3	12	568826
cg05769169	0.0298093209127222	EGLN3	14	34419832
cg05772663	0.491972667760535	HTR2C	X	113818412
cg05773628	0.0576034697061754	NCKAP1	2	183903770
cg05774801	0.645739746137745	SFRP2	4	154709756
cg05776763	0.048866209470599	DLST	14	75348391
cg05777319	0.016172203556719	ARL6	3	97483919
cg05778847	0.281903903068788	PPP1R14A	19	38746538
cg05779068	NA	OR2W1	6	29014046
cg05779272	0.360267745812466	B4GALT1	9	33168018
cg05780311	0.0105314155532032	STAT5B	17	40428759
cg05780616	0.0171937731458242	SNRPF	12	96252764
cg05781767	NA	PODXL2	3	127347362
cg05782292	NA	SCT	11	628318
cg05782445	NA	KCNK3	2	26915207
cg05782975	0.37370107749422	NGFRAP1	X	102631408
cg05786601	0.479064590703848	AR	X	66764126
cg05786809	0.15454790696653	CKB	14	103989478
cg05788437	0.0130236607654405	FYTTD1;KIAA0226	3	197476880
cg05788526	NA	MTMR2	11	95656876
cg05788638	0.718788014379923	SERPINA10	14	94759020
cg05790038	0.574053066263219	TRPV3	17	3461143
cg05790999	0.010365157394709	HS1BP3	2	20850809
cg05793077	0.0413777405760167	GSN	9	124030744
cg05795157	0.0215215483300313	PIAS3	1	145576107
cg05795313	0.0609316968827217	ZNF641	12	48745136
cg05797656	0.0204294324186456	DDX42;CCDC47	17	61851352
cg05798712	0.842256995440565	NA	NA	0
cg05798972	0.034485882325812	MED1	17	37607105
cg05799317	0.946564249202996	C6orf118	6	165723796
cg05800321	0.86828624063585	LY6D	8	143867799
cg05801573	0.260743849656761	SLITRK4	X	142722740
cg05801648	0.0614285980786455	SYK	9	93564456
cg05806233	0.0211728313640791	GNAI1	7	79763748
cg05807444	0.501187570846821	VPS28;NFKBIL2	8	145654635
cg05807768	0.017095900965783	CAPZA1;ST7L	1	113162570
cg05807991	0.0871532043893637	TRAM1L1	4	118006808
cg05810550	0.858062028026594	NA	NA	0
cg05812599	0.717485991252444	CLPB	11	72146256
cg05813084	0.0150407389954387	EFNA3	1	155051569
cg05813234	0.304751752497392	NA	NA	0
cg05815893	0.0261456038044321	C17orf80;FAM104A	17	71228832
cg05815906	0.0499014534153253	RAB33B	4	140374338
cg05817232	0.0578014029848778	MARK4	19	45755260
cg05819268	0.987303826913973	CACNG1	17	65040739
cg05820087	0.200011959974439	ATP13A4	3	193272561
cg05822100	0.707935653897996	CDH6	5	31194410
cg05822532	0.264824104537473	ELN	7	73442531
cg05823029	0.435975156604382	ATP4B	13	114312758
cg05824215	0.834152918802793	NA	NA	0
cg05824432	0.0118458445693292	DCI	16	2301222
cg05824484	0.0127726617511007	IL17RA	22	17565874
cg05824762	0.020359112686229	ZER1	9	131533797
cg05825950	0.429075564485241	CR1	1	207669576
cg05826823	0.642643905596033	CIZ1;DNM1	9	130968072
cg05828624	0.890537820255944	REG1A	2	79347699
cg05829479	0.0983077051461526	C6orf141	6	49518079
cg05830416	0.0254714840998333	C9orf100	9	35665010
cg05832051	0.0167000537027722	MYADM	19	54369469
cg05832487	0.0179507904461766	C16orf59	16	2509755
cg05835416	NA	CYP2C18	10	96442674
cg05836145	0.71017271988117	SP8	7	20827117
cg05837075	0.0171006408369063	ERO1L	14	53162160
cg05839235	0.447611501554258	NPR3	5	32712237
cg05840031	0.0870483936411613	PAX6	11	31832353
cg05840553	0.0147219401533559	RPL12;LRSAM1	9	130212635
cg05843340	0.0392155219910105		5	68628618
cg05843800	0.0270132909742743	SUMF1	3	4508875
cg05844583	0.417519330461091	SLC19A3	2	228582789
cg05845178	0.0102256259147321	IL17RE;IL17RC	3	9957531
cg05845357	0.0178930008246473	CBY1;LOC646851	22	39052748
cg05845503	0.0152554375853333	NA	NA	0
cg05846716	0.138280173035527	PCSK2	20	17208109
cg05847038	0.641468479936784	ADAM7	8	24298771
cg05847778	0.0187376029547194	BBS5	2	170336167
cg05851042	0.951070999141415	ATP9A	20	50386166
cg05851163	0.0588698459383206	DSEL	18	65183566
cg05852416	0.0138955540109643	NFKBIA	14	35874177
cg05855071	0.0691020486869945	C15orf29	15	34501719
cg05856884	0.946228199331469	SMPX	X	21776372
cg05856931	0.0228738024539345	MSI2	17	55333097
cg05857825	0.0399415868460613	MAPRE1	20	31408213
cg05859264	0.247127751843551	MAPK13	6	36097692
cg05859842	0.68628310945138	FRMPD2	10	49483356
cg05860890	0.202119046738754	KCNV1	8	110986870
cg05861567	0.958923476355385	MLC1	22	50523686
cg05861661	0.0368784516600824	FAM98B	15	38746192
cg05862431	0.0206776216545298	BUD13	11	116644198
cg05863612	0.916515088647422	DNMBP	10	101731833
cg05868316	0.00887244572229684	FBXW9	19	12807494
cg05868799	0.176420898096978	NCOA2	8	71316869
cg05869585	0.873388600030782	TMEM186;PMM2	16	8890233
cg05869964	0.936738184385858	C5orf13	5	111095756
cg05871136	0.0256037207076042	UNC5B	10	72971961
cg05871607	0.0311333706074954	RPA2	1	28241317
cg05872485	0.026777949573101	PTGES3	12	57081186
cg05873268	0.629230127671279	TPSAB1	16	1290058
cg05874450	0.024952188822547	POPDC3	6	105627246
cg05874478	0.205722592080832	RNF31;PSME2	14	24615768
cg05876083	0.0132257694387384	NUDT16L1	16	4743395
cg05876094	0.0427902197951856	CACYBP	1	174968893
cg05876918	0.0428765313316957	PIP4K2C	12	57985234
cg05877109	0.223966849158827	BCL2L2	14	23775794
cg05879334	0.00879161392539202	ACAT2	6	160183160
cg05879919	0.0239984973978553	ANKRD9	14	102976503
cg05881135	0.587147657070495	SYNM	15	99644973
cg05881762	0.0452182212491016	UBE3A	15	25684849
cg05882522	0.0159151914832636	EHD3	2	31456789
cg05882691	0.120774438549435	HIST1H3H	6	27777739
cg05885123	0.567393090433821	NA	NA	0
cg05885720	NA	EMP1	12	13348429
cg05886367	0.0595052618918451	BTNL9	5	180467233
cg05886626	0.066724217166984	THBS1	15	39873553
cg05887405	0.9352984118221	OSGIN1	16	83982436
cg05889321	0.188775035244813	ALDH18A1	10	97416837
cg05890019	0.0626793850700128	WDFY3;C4orf12	4	85886830
cg05890484	0.838507909983041	BHMT	5	78407552
cg05890578	NA	PRKCE	2	45877647
cg05894797	0.0428974988633198	PSEN2	1	227058941
cg05895453	NA	KBTBD7	13	41768968
cg05896682	0.721914379520352	GALR1	18	74964030
cg05897048	0.130618330851914	NA	NA	0
cg05898102	0.0299089084019716	PCDHB10	5	140571959
cg05898356	0.0313167079119272	NA	NA	0
cg05898524	0.111162921480349	LMNA	1	156083276
cg05899618	0.665048746615065	GDF7	2	20865847
cg05902852	0.577919818221236	MAGI2	7	79082393
cg05903609	0.0394663055973366	PRPF8	17	1587888
cg05903630	0.0267827775736545	PTCD2;MRPS27	5	71616321
cg05905876	0.0153211538912628	SEC11A	15	85259824
cg05906362	0.277652196989458	ARHGAP4	X	153192754
cg05908775	0.0203962214921032	ZNF211	19	58144687
cg05909475	0.497406834403756	ETV3	1	157108803
cg05910970	0.87172745912623	CYP2A6	19	41355973
cg05911610	0.0174393356197986	MRPL3	3	131221850
cg05912121	0.85792837653336	TH	11	2193034
cg05915281	0.0118713768228964	IRF1	5	131826479
cg05916196	0.9096953929952	IL19	1	206972262
cg05916783	NA	GAN	16	81348309
cg05917963	0.0517025725597276	CHUK	10	101988539
cg05919661	0.0199899139528095	LMBR1L	12	49504308
cg05920090	0.0234608093960536	HSPA1A;HSPA1L	6	31782873
cg05920720	0.715382837345334	NA	NA	0
cg05921207	0.236443672135665	CHRDL1	X	110038886
cg05921324	0.631930174484718	APOA4	11	116694114
cg05921581	0.951882815477594	KRT77	12	53098625
cg05921699	0.545202522178076	CD79A	19	42380725
cg05922057	0.0381813896353225	ZZEF1;CYB5D2	17	4047571
cg05922591	0.949693997820156	LILRB4	19	55174624
cg05922972	0.0156223713491947	TSPAN3	15	77362853
cg05923056	0.0211467797344089	FOXN3	14	89883246
cg05923103	0.0154363824503052	RNF11	1	51701583
cg05924191	0.667917809373879	ZNF770	15	35279830
cg05924583	0.0683830968976451	TP73	1	3569624
cg05927017	0.0343325188985105		18	60988155
cg05927159	0.020318706860414	WDR1	4	10118984
cg05932408	0.557544646891231	PTGIS	20	48184639
cg05932936	0.033918917658268	SERINC3	20	43151151
cg05934874	0.022634978023629	VPS4B	18	61089154
cg05935584	0.413477967670461	HMGB3	X	150151823
cg05936800	0.829223096578592	TNFSF18	1	173020492
cg05937182	0.0192359564749867	ST7OT4;ST7OT1;ST7	7	116593656
cg05937237	0.86605669930308	NA	NA	0
cg05937453	0.808492456249523	SFRP5	10	99531765
cg05938285	0.0623854932554627	PIGZ	3	196695938
cg05938725	0.0145735719612706	NUAK2	1	205290905
cg05940463	0.021125734271165	C1orf86	1	2126641
cg05940536	0.0373044023277042	ACVR1B	12	52344971
cg05941634	0.0414470400580797	CNNM3	2	97481230
cg05942574	0.0887327469227854	CACNA1G	17	48637104
cg05942970	0.948678848664178	JAKMIP3	10	133955527
cg05944800	0.0250728492979352	INSIG2	2	118845546
cg05945622	0.016009420853164	YIF1A	11	66056944
cg05946081	0.0147810194731699	RBMXL1;CCBL2	1	89458035
cg05947740	0.592000402688627	PHYHIP	8	22089778
cg05948654	0.815100598761656	SLC17A2	6	25930507
cg05949173	0.809762389378675	IL1F10	2	113825882
cg05949660	0.285771320710567	MICAL1	6	109777642
cg05950276	0.928564466150539	TMTC4	13	101294310
cg05951646	0.0361893793545915	NA	NA	0
cg05951993	0.022972175854364	GYS1;RUVBL2	19	49496864
cg05953243	0.778929467997994	SLC5A12	11	26743425
cg05953394	0.0332019929687344	PRKAG2	7	151573773
cg05955224	0.0441057999693492	EID2	19	40030984
cg05955301	0.719906012708296	PRELP	1	203444536
cg05957518	0.0174372709476603	PSMA3	14	58711500
cg05958352	0.661258293420159	RNASE1	14	21270924
cg05958582	0.735675164051274	PKD2L1	10	102090366
cg05958659	0.0213688254768153	FAM174A	5	99870887
cg05959392	0.0174990811812985	C10orf32	10	104613928
cg05959508	0.77117442906631	TRAF3IP3	1	209929512
cg05960024	0.953660702463446	CLOCK	4	56376020
cg05960806	NA	CLNS1A	11	77348884
cg05961212	NA	ADPRH	3	119298195
cg05961595	0.341714908138444	APEX2	X	55026485
cg05961827	0.963055965098367	UGT1A10;UGT1A7;UGT1A9;UGT1A8	2	234589810
cg05964373	0.0347586400193645	TEX9	15	56657478
cg05965188	0.900790558724962	RRP1B;HSF2BP	21	45078342
cg05965402	0.0346483685648178	PI4K2B	4	25235416
cg05968233	0.0417272103127733	ALKBH7	19	6372277
cg05969697	NA	BICD2	9	95527975
cg05970437	0.0272886047487108	KLF16	19	1864622
cg05970790	0.02354868081224	NFATC1	18	77156689
cg05973262	0.801751562967111	NOTCH4	6	32191895
cg05976074	0.533603790146857	SLC7A10	19	33716273
cg05976325	NA		22	36030660
cg05978187	0.0156868382159999	ERH;SLC39A9	14	69864930
cg05982504	0.497052452866664	IGFALS	16	1844962
cg05983247	0.00843958441371102	SLTM	15	59225658
cg05985767	0.932018361710715	ANPEP	15	90349511
cg05986149	0.0680702656535194	BRIP1	17	59941055
cg05988645	NA	C16orf68	16	8715306
cg05989054	0.395326136798913	GAMT	19	1402626
cg05989429	0.0131689146393334	ABCA7	19	1041026
cg05990214	0.0462013620189856	RPL18;SPHK2	19	49122326
cg05992340	0.953025142295079	PDE4D	5	58882243
cg05995267	0.0741941049905307	PRRT2	16	29822529
cg05996042	NA	RUNX2;SUPT3H	6	45295718
cg05996238	0.813266694352444	PAGE2	X	55115370
cg05997860	0.749445678953328	NA	NA	0
cg05998244	0.844351244320609	LONRF2	2	100925657
cg05998426	0.0195620832466484	RIN1	11	66103925
cg05998983	0.799205686868722	OIT3	10	74653449
cg06000781	NA	BST1	4	15703606
cg06001166	0.851142030016741	RPL3L	16	2004052
cg06003187	0.844134885039651	GUCA2A	1	42629798
cg06005396	0.333723837727284	HCN2	19	590541
cg06005644	0.00920481739955676	UBE2D2	5	138940959
cg06006444	0.0246952364862908	NA	NA	0
cg06007645	0.828904839240269	C1orf175	1	55107421
cg06011292	0.02601413939284	MYH10	17	8534013
cg06015218	0.56666654662535	GRM1	6	146350434
cg06018072	0.0415881004703077	CLN6	15	68522275
cg06020352	NA	IRF8	16	85931840
cg06021171	0.74848495779531	NA	NA	0
cg06022562	0.415943646878361	TBCD;ZNF750	17	80797881
cg06023257	0.0157965568011456	GAB2	11	78129396
cg06025017	0.907290677530292	NA	NA	0
cg06026755	0.778392613939997	LRRC57;HAUS2	15	42839559
cg06027949	0.040589584684491	SNX16	8	82754900
cg06029655	NA	MEGF8	19	42881132
cg06030619	0.0155874006848571	CORO1A	16	30194484
cg06034822	0.116823530965573	USF1	1	161016081
cg06037693	0.844347498908124	RUNX3	1	25292072
cg06038049	0.0114663667242066	GLTPD1;CPSF3L	1	1259909
cg06038133	0.154330947498905	CORO6	17	27944585
cg06039392	0.456564652384889	MTNR1A	4	187476953
cg06039624	0.0152842306733704	LOC81691;ERI2	16	20818068
cg06041240	NA	NXT2	X	108778793
cg06041363	0.127558856954813	TTC38	22	46663418
cg06042828	NA	DDX28;DUS2L	16	68058281
cg06043042	0.0165468162536146	NEUROG3	10	71333202
cg06043114	0.5338047723161	TSPAN2	1	115632455
cg06043190	0.0224423653722957	EML4	2	42396882
cg06044117	0.0174008947348326	FAM76B;CEP57	11	95523445
cg06044899	0.576217726449668	TMSL3;FAM190A	4	91760229
cg06044900	0.02677115343226	GNAS	20	57467811
cg06048156	0.23413206140769	NA	NA	0
cg06048973	0.643353896515508	ACTC1	15	35088107
cg06049972	0.026069600267498	UQCRC1	3	48646375
cg06051311	0.533199853364037	TRIM15	6	30131001
cg06051662	0.352778677274008	PDZD4	X	153096786
cg06055013	0.0669479874169857	ATRNL1	10	116853664
cg06057707	0.957735346806967	NA	NA	0
cg06058319	0.0690706756649242	PPFIBP1	12	27677138
cg06058597	0.0112632439880743	NOL10	2	10829993
cg06059810	0.195676107329136	RUFY3	4	71587722
cg06060661	0.470334630153114	NA	NA	0
cg06061892	0.0135080847086646	C20orf72;SNX5	20	17948694
cg06062132	0.0403598537938086	SENP6	6	76311331
cg06063714	0.710816837794635	GABRD	1	1951514
cg06063729	0.0415696270391888	RASSF1	3	50374670
cg06066303	0.906527402039478	MS4A5	11	60197138
cg06066711	0.0199145930828281	KLHL21	1	6662645
cg06069187	NA	SARM1;VTN	17	26698283
cg06069731	0.084009911548041	NA	NA	0
cg06071083	0.00981559422390513	SLC12A4	16	68002365
cg06073471	0.0174860784337797	FAM55C	3	101497857
cg06074920	0.969688669455652	KRT34	17	39539075
cg06076054	0.0197344340725234	C21orf91	21	19191045
cg06077733	0.00920934777861988	UBE2D1	10	60094879
cg06084117	0.913718198158208	PLXNA4	7	132334901
cg06084557	0.0346524548048286	KIAA1409;BTBD7	14	93799869
cg06084735	0.0162375575829838	ENY2;NUDCD1	8	110346664
cg06087537	0.0204834955262235	RNF38	9	36401074
cg06088032	0.0409272398739888	ZMYND10	3	50383227
cg06088314	NA	CLK1	2	201730276
cg06090351	NA	ADSS	1	244615600
cg06090421	0.0198914376283071	PPM1D	17	58677051
cg06090630	0.0107233514878282	TCEB2	16	2827139
cg06090864	0.974052971157694	FFAR1	19	35842448
cg06092815	0.670859952854283	SPHKAP	2	229046406
cg06093279	0.0334730062395318	MTUS1	8	17658292
cg06094150	0.855432863785837	MT1B	16	56685637
cg06094757	0.793364847902623	NA	NA	0
cg06095560	0.0403118045760844	SAE1	19	47633912
cg06096336	0.668255524520349	PSMD1;HTR2B	2	231989800
cg06098051	0.854275605586191	NA	NA	0
cg06100291	0.0268137019851763	CLSPN	1	36235882
cg06100324	0.746781532478177	MSLN	16	811347
cg06100991	0.0162066270508201	ELOVL6	4	111119437
cg06101212	0.249381367047332	CLDN3	7	73184220
cg06101225	0.0195788972465947	STIL	1	47780017
cg06101324	0.705344754986907	SPRR1A	1	152955543
cg06105085	NA	ASCC1;C10orf104	10	73976264
cg06106793	0.0151004744449035	PRCC	1	156736771
cg06109724	0.0429832834353844	CDC123;NUDT5	10	12237553
cg06110365	0.0338206024120427	TTLL12	22	43583797
cg06110728	0.0311812629331096	NELL2	12	45270886
cg06111305	0.0158365678877103	RAP2A	13	98086784
cg06111454	0.0323185402285351	NFATC4	14	24837836
cg06112415	NA	CGREF1	2	27342158
cg06114765	0.0245082130414023	USP25	21	17102990
cg06117855	0.0565520368176581	CLEC3B	3	45067788
cg06118312	0.623038201281275	GZMA	5	54398555
cg06119575	0.270543242975188	TAL2	9	108424905
cg06121469	0.0232257698215937	SPG11	15	44956098
cg06122080	0.0480609665455966	NGLY1;OXSM	3	25831834
cg06123346	0.363468107428816	ATP4A	19	36054519
cg06126510	0.793691388443742	NA	NA	0
cg06130787	NA	KLK10	19	51523550
cg06131859	0.177837608578743	NA	NA	0
cg06131936	0.456630624241209	OSBPL5	11	3187271
cg06132324	0.0194484827205171	XPO5;POLH	6	43544046
cg06132342	0.757862863278425	KRT85	12	52761153
cg06132694	0.0263812178322426	NDST3	4	118955172
cg06134936	0.0208092073986977	HERC4	10	69834491
cg06134964	NA	ITIH1	3	52812033
cg06138027	0.0245618032258013	HNRNPK;RMI1	9	86596281
cg06139836	0.603180869982682	EBF3	10	131762961
cg06140118	0.0314733032583937	DDX28;DUS2L	16	68056778
cg06141025	0.83632925111923	GYS2	12	21757466
cg06141123	0.0486072636035825	NFE2L2	2	178129829
cg06142324	0.899827832198494	HEPACAM	11	124805538
cg06143901	NA	TCF15	20	591400
cg06144905	0.495087691362496	PIPOX	17	27369780
cg06145308	0.0280091798964462	CNOT4	7	135195101
cg06145357	0.449041251752114	MAGEA8	X	149010149
cg06146910	0.0131102870532117	KBTBD6	13	41706728
cg06147863	0.524330077153459	SPI1	11	47400113
cg06148175	0.134316513250157	ACY3	11	67418148
cg06148264	0.0498100068719078	SERPINB1	6	2841468
cg06150468	0.0428267326286029	BATF3	1	212874085
cg06150803	0.189810156537915	TNFRSF19	13	24144257
cg06151165	0.679501531517514	VSX1	20	25062254
cg06151964	0.741772293117132	HPN	19	35531417
cg06154570	0.483841188903648	HEYL	1	40105764
cg06154597	0.31821423060336	GAK;TMEM175	4	924812
cg06156376	0.651083407440437	SHOX2	3	157823814
cg06161738	0.0136117271243433	GALNT11	7	151722986
cg06161930	NA	ZNF787	19	56633191
cg06162003	0.0200820978439364	CBX2	17	77752070
cg06162422	0.301951822904787	HNRNPH2;GLA	X	100663051
cg06165395	0.47659602379442	GRIK3	1	37500790
cg06166767	0.414677172231096	SFRP1	8	41167848
cg06166863	NA	PNN	14	39644186
cg06168050	0.0845901027581719	ZNF207	17	30677336
cg06168324	0.0175748141482039	RBMS1	2	161349637
cg06168449	0.0526701732870366	DPF1	19	38714549
cg06171242	0.0213693585124477	ACOT13;TTRAP	6	24667490
cg06171787	0.0832063218844954	MRPL16	11	59578490
cg06172871	0.868873236987032	HP	16	72088244
cg06173079	0.0657724045968369	NA	NA	0
cg06175025	0.0323658130760103	SPTLC2	14	78082992
cg06177698	0.57645365371283	GABRQ	X	151805899
cg06177968	0.0345530315215226	WDR55	5	140044542
cg06178072	0.833938228193545	GALNS;TRAPPC2L	16	88922252
cg06179485	NA	TMEM54	1	33367401
cg06183267	0.661474331736232	AFF3	2	100759134
cg06185738	0.0277383434511451	SLC17A6	11	22359868
cg06186808	0.930064143778238	FITM1	14	24600901
cg06186861	0.302666946885115	ZNF501	3	44771174
cg06186973	0.00988304145454867	YWHAG	7	75988652
cg06187947	0.0837120604275444	GULP1	2	189157042
cg06188683	0.0152281683940943	ANP32A	15	69113451
cg06189133	0.85944415188789	INSL3	19	17931995
cg06189265	0.0287900867578587	GAS5;SNORD76;SNORD75;SNORD77;ZBTB37;SNORD74	1	173837002
cg06189653	0.0324286272703075	PRR7	5	176873332
cg06190053	0.444958025327986	NA	NA	0
cg06190732	0.200592852579407	SERPINA3	14	95078636
cg06191076	0.557564724267003	DIRAS3	1	68516463
