Hybridization REF	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05
cg06215939	NA	MAPK8IP3	16	1755402
cg06216677	0.0147438136234186	TESK1	9	35603842
cg06218044	0.0111210766380678	PREP	6	105851256
cg06220208	0.79108846950183	NA	NA	0
cg06220235	0.724292371305164	SOCS1	16	11349023
cg06220521	0.0106974082146186	GPR180	13	95254216
cg06220755	0.847278041789651	RAI2	X	17821058
cg06220958	0.293858066574568	MYH2	17	10452851
cg06221259	NA	REEP2	5	137774471
cg06222120	0.0476731277411662	TRNT1	3	3168755
cg06222800	0.949861886646554	NA	NA	0
cg06222851	0.749458022651954	OGDHL	10	50970358
cg06224510	0.373635937936771	ITIH2	10	7745454
cg06225581	0.0349461166960354	ZMAT2	5	140080094
cg06226384	0.293569958686856	CACNG5	17	64873351
cg06229674	NA	APOBEC3H	22	39492189
cg06230736	0.016123006409677	FLJ45983;GATA3	10	8096650
cg06233473	0.0600062589994025	KPNA5	6	117002773
cg06233503	0.840053182383035	KCNQ1	11	2812674
cg06233985	0.811374950440476	HBB	11	5249528
cg06235429	NA	NDUFV1	11	67373114
cg06235991	0.0476702362453103	L3MBTL2	22	41601581
cg06236061	0.0888963812196673	GLTP	12	110317318
cg06236276	0.776103411758833	SLC22A2	6	160680078
cg06236748	0.0359283101967024	INPPL1	11	71935846
cg06237414	0.0190379558495391	MTX1;THBS3	1	155178670
cg06238491	0.812600351201729	LAIR1	19	54876446
cg06240124	0.0132627904064903	PLK1	16	23690079
cg06240542	0.0178197079062276	CYBASC3;TMEM138	11	61129344
cg06240849	0.0178908987325264	KIAA0494	1	47184738
cg06241300	NA	APOM	6	31623269
cg06242000	NA	ALG3;ECE2	3	183966155
cg06242827	0.0115314772913273	NA	NA	0
cg06243393	NA	TXNDC2	18	9885015
cg06243556	0.020515000307732	ZSCAN18	19	58609473
cg06244417	0.767496425722188	FCN1	9	137809628
cg06244634	0.908033546132444	TAS2R4	7	141477998
cg06244906	0.889614947414612	ZIM2	19	57307081
cg06245154	0.0538769813616317	ERCC2	19	45873313
cg06247172	0.0142014583655116	C6orf1	6	34216481
cg06248182	0.130884567272902	ERAL1	17	27181818
cg06250108	0.042612401611595	TMEM169;PECR	2	216946398
cg06251129	0.0424278023048229	SSR2	1	155990657
cg06251489	0.0343016298523084	STIM2	4	26861983
cg06252382	0.554100502900753	SLC31A2	9	115913783
cg06252849	0.0460396941536773	AGGF1	5	76326040
cg06253072	0.119203162561747	C6orf125	6	33679850
cg06253734	0.0226512549012735	ADAM10	15	59042325
cg06254453	0.0349206136715059		6	26250350
cg06255227	0.948888629885235	NPBWR2	20	62738125
cg06255524	0.0468947773384728	DNAJC3	13	96328888
cg06256735	0.793684737807014	NA	NA	0
cg06258834	0.749317560625715	KLK7	19	51487136
cg06259570	0.867574705439208	MMP27	11	102576094
cg06263495	0.892150873153847	ASCL2	11	2292004
cg06263943	0.814963424583049	CACNA1H	16	1202015
cg06264060	0.848320224838953	MCHR1	22	41075007
cg06268694	0.0397972777767864	CELSR1	22	46932642
cg06269001	NA	ENTPD6	20	25176407
cg06269753	0.636624621110361	MSC	8	72755871
cg06270401	0.93136988422729	DYRK4	12	4699085
cg06273569	0.0232772048048961	PMS2L3	7	75157587
cg06273903	0.34163211219884	UBE2A	X	118707913
cg06274159	0.912010409262771	ZFP42	4	188916867
cg06275635	0.875948972588917	PGLYRP3	1	153283994
cg06276114	0.0493033928364997	BIRC2	11	102217591
cg06276653	0.778570527594379	FAM135B	8	139164635
cg06277277	0.953536180992277	NR1I3	1	161208307
cg06277481	0.413044799657978	KANK3	19	8408146
cg06277657	0.843896211123421	DGKI	7	137532374
cg06277838	NA	SLC16A2	X	73641370
cg06279414	0.0166849953830726	TRIP11	14	92506140
cg06281719	0.143043031616249	GMNN	6	24774963
cg06281795	0.738807211009111	CALB1	8	91095114
cg06282059	0.884771189528019	UBE2E1	3	23846692
cg06282240	0.00953798228032357	CENPJ	13	25497044
cg06284244	0.0441323590337141	YES1	18	813059
cg06284322	0.206974205734548	TAF7	5	140700662
cg06285340	0.939349854746515	CYP11A1	15	74659901
cg06285486	0.037690943277579	SART1	11	65729635
cg06286028	NA	HPS6	10	103824819
cg06288351	0.730367470077305	KCNS1	20	43729897
cg06288632	NA	PREB	2	27358152
cg06289589	0.038320199682245	ANKRD5	20	10015419
cg06290096	0.7902919894529	PHLDB1	11	118475984
cg06290168	0.222429859686361	NA	NA	0
cg06291334	0.0322883650643995	SPOP	17	47755771
cg06291595	0.029453794354383	NPC2;ISCA2	14	74960292
cg06291867	0.643000508044254	HTR7	10	92617162
cg06292277	0.0371812918719356	CLCN3	4	170541163
cg06293195	NA	TXN2	22	36878654
cg06295404	0.0259177153565038	SOCS1	16	11350337
cg06295856	0.702372173199858	CALCA	11	14993642
cg06296021	0.0162215017619543	CDKL3	5	133702588
cg06297145	NA	NFXL1	4	47917042
cg06302803	0.0303089784505839	SNHG4;MATR3	5	138609953
cg06303238	0.982562591129928	SALL4	20	50418959
cg06305312	0.027027478731807	AKR7A2;PQLC2	1	19638330
cg06305609	0.793242400016095	FAM129C	19	17634172
cg06306751	0.529248408880302	F8	X	154251005
cg06307169	0.0764725098250399	CASC3	17	38296698
cg06307422	0.00848217771331748	RNF111	15	59279994
cg06307601	0.0154346454711784	FAM49B	8	130952644
cg06308323	NA	DNAI1;C9orf25	9	34459568
cg06310489	0.945157062703311	NA	NA	0
cg06310844	0.165332960040745	PDCD5	19	33072506
cg06311778	0.00967318219570997	TENC1	12	53441582
cg06312477	0.844922427924425	PRSS38	1	228003900
cg06313930	0.448641702101609	MAGEA5	X	151286698
cg06317209	NA	AVIL	12	58210878
cg06318164	NA	NUP188;DOLK	9	131710719
cg06318853	0.714608056860497	NA	NA	0
cg06319346	0.835721917081118	NA	NA	0
cg06319579	0.0456733355120515	C17orf44	17	8127196
cg06320982	0.0223033488234202	SLC38A7	16	58718767
cg06321883	0.655184937933105	COL19A1	6	70576541
cg06323290	0.660642846981652	HK1	10	71029879
cg06323427	0.0226190756892582	PDCD10;SERPINI1	3	167452563
cg06324048	0.870572509956506	GNAS;GNASAS	20	57427103
cg06324094	0.0656386495501059	JTB	1	153950482
cg06324671	0.94707237037769	KRTAP19-7	21	31933511
cg06325346	NA	VN1R2	19	53761180
cg06325687	0.96908669250747	OPN1MW2;OPN1MW	X	153448957
cg06327515	0.322439467855062	PCDHB14	5	140603261
cg06330324	0.0339899079923459	SLC35E4	22	31031670
cg06330621	0.513734108285553	ZCCHC14	16	87525461
cg06331674	0.0163631181079667	AVL9;LSM5	7	32534854
cg06333435	0.0101571684519665	POLR3D;MIR320A	8	22102724
cg06334093	0.0235038765899461	CCDC28A	6	139094587
cg06334284	0.00992802876151227	PPAP2B	1	57044991
cg06334496	0.0177223185642194	TMEM70	8	74888924
cg06335814	0.0188892464443727	FAM59A	18	30051251
cg06335889	0.0238874176530525	CBFA2T2	20	32077519
cg06336792	0.00673837697165253	CREM	10	35415599
cg06337239	0.0555163018937814	DDX58	9	32526578
cg06338119	0.386120084223807	AMMECR1;RGAG1	X	109661862
cg06339657	0.558130345741953	PDE8B	5	76505932
cg06339706	0.132450059697906	PLEKHA4	19	49371285
cg06340713	0.876245000062006	CHM	X	85303427
cg06341721	NA	DAZAP1	19	1406759
cg06344807	0.0158231428052489	SLC9A3R1	17	72745576
cg06346081	0.660463378076196	PPCS;ZMYND12	1	42921584
cg06347928	0.0126815441614451	IFIH1	2	163175126
cg06347996	0.0835501203339835	DPYD	1	98386915
cg06349174	0.0591638372248294	STIM1	11	3877476
cg06350107	0.837748812368738		X	38210221
cg06350796	0.32493552343488	CXorf41;NUP62CL	X	106449867
cg06351503	0.93818941443706	RDBP;SKIV2L	6	31928060
cg06352750	0.712587686459042	SDPR	2	192711926
cg06353318	0.668294780185747	OTOP2;USH1G	17	72920378
cg06353345	0.651831136914719	OR51B4	11	5322976
cg06353720	0.106414052480659	IFIT3	10	91087558
cg06353948	0.905770451262783	NA	NA	0
cg06356454	0.967697298394077	AQP12A	2	241631498
cg06357925	0.734766588445632	PTPRO	12	15475331
cg06358566	0.0173495445225328	RPIA	2	88991375
cg06361108	0.0268842391456022	CCNF	16	2478781
cg06362985	0.141149237223928	RAB3IP	12	70132208
cg06363129	0.669713123328674	SOSTDC1	7	16505602
cg06363801	0.430653639036237	MOSPD1	X	134049271
cg06366981	0.0171082626758079	HPGD	4	175443243
cg06367117	0.223423766619765	ALDOC	17	26903928
cg06369854	0.0234704990975122	VDR	12	48299313
cg06374075	0.0515441906505622	ADAM11	17	42836931
cg06376129	0.016477650525548	DSTYK	1	205180539
cg06377278	0.680851279502481	RUNX3	1	25256369
cg06378107	0.786461076660906	TMEM133	11	100863057
cg06378357	0.145091151999099	NA	NA	0
cg06378617	0.104160183815181	KRT23	17	39095141
cg06378976	0.611288862798332	TFEB	6	41703613
cg06379754	0.0143127067349003	CACNA2D1	7	82073573
cg06380007	0.00790697349482744	INO80	15	41408085
cg06381133	NA	FRS3;PRICKLE4	6	41747367
cg06382459	0.025138005175667	SKI	1	2159373
cg06382698	0.13047184057258	LOC100302652;ERLEC1;ASB3	2	54015232
cg06383088	0.0254039675445113	XPA	9	100459634
cg06384026	0.0093492306420636	PPFIA1	11	70117429
cg06384053	0.298196737972339	NA	NA	0
cg06384463	0.314036464892882	BARHL2	1	91182708
cg06384491	0.82854907321193	SPIN2A	X	57163888
cg06385087	0.00753487522656486	CTSZ	20	57581903
cg06386517	0.00805106067735566	GRB10	7	50860866
cg06386533	0.0104488975274293	SOCS5	2	46925753
cg06388544	0.911347031600804	RHD	1	25598878
cg06391468	0.099817939158456	SOX9	17	70117530
cg06391660	0.952107743963421	DCTN1	2	74608183
cg06392096	0.345595447631108	NA	NA	0
cg06392241	0.462215166771861	NUDT4;NUDT4P1	12	93771346
cg06392426	0.0248184522190459	KRI1	19	10676186
cg06392589	0.943276266977929	IL20RB	3	136676846
cg06393290	0.0179618706935093	FGFRL1	4	1004778
cg06394229	0.876877467632893	LGALS4	19	39303775
cg06394897	0.0285238012408029	AK2	1	33502464
cg06397510	0.101216315144959	PTP4A2	1	32403634
cg06397837	0.883579492327131	HOXA13	7	27240251
cg06398181	NA	ZNF236	18	74536226
cg06399881	0.888101564508977	TMPRSS11B	4	69111391
cg06403126	0.0108988085295533	PPP2R2A	8	26149055
cg06403553	0.939228701621731	PGK2	6	49754848
cg06405090	NA	TTLL12	22	43582667
cg06405206	0.366809727315825	NXPH3	17	47652804
cg06407137	0.943324928143073	CD300LB	17	72527515
cg06409153	0.291456988037029	ABCA5	17	67323953
cg06414605	0.0348433702418189	HES1	3	193853892
cg06415153	0.247761189938806	PITPNM2	12	123519476
cg06416685	0.600624669269395	TSPAN6	X	99891793
cg06417225	0.0591483408779645	PEBP1	12	118573533
cg06417705	0.0562639648369307	ETAA1	2	67624590
cg06417962	0.932454984825522	RNH1	11	507970
cg06418184	0.0354163947996853	DCTN3	9	34620572
cg06418219	0.0314777893665103	SHC1;CKS1B	1	154948305
cg06418878	0.0171298664432336	BUD13	11	116643266
cg06419771	0.0242410505386553	EHD4	15	42264912
cg06420088	0.0494466078755211	MUC1;MIR92B	1	155163590
cg06421707	0.018306525788202	PYGB	20	25228305
cg06421800	0.750060621488921	NA	NA	0
cg06422693	0.207925846806582	OCIAD1	4	48833587
cg06422910	0.0150436856290616	COPG2	7	130352926
cg06423920	0.507707668347497	FEZF2	3	62359420
cg06424894	0.630066268933067	SORD	15	45314789
cg06425515	0.877664157768597	NA	NA	0
cg06425556	0.032737949308052	NCOA6	20	33413664
cg06425868	0.290515916659309	SNX21	20	44463228
cg06426831	0.0287938671831043	SLC35A3	1	100435258
cg06428055	0.56483637997767	ELF4	X	129243872
cg06428195	0.0143132680166924	GOT1	10	101191157
cg06429195	0.944745850883281	DAZL	3	16646582
cg06432655	NA	CLIP3	19	36523405
cg06433658	0.0242036397097355	FAM63A	1	150979092
cg06433995	0.00750218698852047	NOL7	6	13615570
cg06434428	0.922582358091106	HAPLN1	5	83016630
cg06434451	0.793545069711066	MARCKSL1	1	32802291
cg06434470	0.92790876717268	DPP6	7	154429544
cg06435786	0.94634583674527	INPP4A	2	99135014
cg06436504	0.825131359934284	C3orf26;FILIP1L	3	99833735
cg06437004	0.0115584137974506	LDHB	12	21810458
cg06437862	NA	TUBA3C	13	19756096
cg06438300	0.0789507768023419	FAM19A2	12	62586587
cg06438404	0.0201722820642658	COX4I1;COX4NB	16	85832847
cg06440646	0.0131849634104055	SMAD1	4	146403418
cg06444558	0.147851127731419	NA	NA	0
cg06444781	0.74831462811968	HNF1A	12	121416510
cg06445611	0.931613315656213	GABRR2	6	90025053
cg06449653	0.00973160637950129	HNRNPR	1	23670777
cg06452064	0.0184230728373015	TRA2A	7	23571393
cg06452647	0.0572921184515795	MCRS1	12	49961750
cg06453691	0.880527219077861	STMN1	1	26218503
cg06454084	0.946135711387146	DACT3	19	47158242
cg06454226	0.241259462852821	NDC80;METTL4	18	2572965
cg06456031	0.0477446120331836	TMEM140	7	134832850
cg06456512	0.10975152317141	ANP32A	15	69113056
cg06457357	0.472710059967383	KLF8	X	56259243
cg06458239	0.694395993851661	ZNF549	19	58038573
cg06459066	0.052383850199463	MTHFD1	14	64855287
cg06459327	0.0768059073533639	NOP10	15	34635538
cg06459378	0.956483760063198	CYP3A7	7	99333757
cg06461769	0.0060990070886411	TWSG1	18	9335102
cg06461848	0.214230416108479	NA	NA	0
cg06462291	0.0143652587184556	NT5DC3	12	104235479
cg06462703	0.98218177850536	CHFR	12	133430564
cg06463913	0.00797497386482802	BET1L;RIC8A	11	207296
cg06465021	0.0414631876703246	FLJ33630;SLC12A2	5	127418547
cg06465194	0.647029791112529	GRIK4	11	120531034
cg06465926	0.0229416966691193	PPP2R3A	3	135685042
cg06466479	0.945675458509892	BRIX1	5	34919428
cg06466797	0.0192538542089012	HERPUD2	7	35735019
cg06468695	0.901114034119509	CCDC42	17	8647944
cg06469542	0.885780273243696	ISM2	14	77965869
cg06470471	0.876282568322102	NA	NA	0
cg06470552	0.0222769171015976	SMC3	10	112327234
cg06470943	NA	SMAP2	1	40839093
cg06471905	0.702176860056679	ADAM11	17	42835688
cg06473539	0.0629817525210748	NOS1AP	1	162039959
cg06475327	0.982927439191774	CEACAM8	19	43099482
cg06476337	0.16843704027189	NDUFS4	5	52856530
cg06476606	0.0687486041519731	IFIT2	10	91061728
cg06479216	0.683389607040206	NA	NA	0
cg06479426	0.00967310795192156	SLCO4A1	20	61274286
cg06479512	0.963482398315364	PNLDC1	6	160221164
cg06481786	0.0530829015800579	RDM1	17	34257936
cg06484397	0.630578177757777	GLIPR2	9	36137132
cg06487986	0.0137755814165569	PER3	1	7843564
cg06488505	0.339676159067047	LRRC37B2	17	28934075
cg06488678	0.947152547260549	TMPRSS9	19	2390040
cg06489008	0.883780375980147	CST11	20	23433349
cg06489418	0.577381509484499	FTSJ1	X	48334722
cg06489804	0.054129189010219	FBXW9	19	12807371
cg06490162	0.0363912868796281	C16orf63	16	15982174
cg06490951	0.962871923073649	CETN1	18	580435
cg06490988	0.754737909632528	GATA2	3	128212001
cg06491116	0.0964229672580231	MPZL3	11	118122715
cg06491924	0.107960129408597	ZNF613	19	52430334
cg06492206	0.0101930147465099	SLC19A2	1	169455176
cg06493080	0.61751312317779	HOXB7	17	46688310
cg06493386	0.230639610416305	TRPA1	8	72987797
cg06493930	0.632306666976841	GAS2	11	22689814
cg06493994	0.388964860512749	SCGN	6	25652602
cg06494770	0.503873363349074	KLHL13	X	117107675
cg06494782	0.779354585933305	KRT72	12	52995446
cg06495347	0.156420697824702	SUOX	12	56391451
cg06495803	0.768023917222762	CD27;LOC678655	12	6553489
cg06495924	0.0336232207255253	CYC1	8	145149574
cg06496078	0.103363654971119	C12orf23	12	107350075
cg06496654	0.859112372252796	NA	NA	0
cg06497752	0.559493409915607	COL9A3	20	61448534
cg06497795	0.0230049494453495	ZC3H10	12	56511914
cg06498267	0.570053181317634	HCN1	5	45695922
cg06499565	0.0454128353171232	NDRG3	20	35374747
cg06499652	0.251506855397018	ARNTL	11	13299410
cg06500079	0.0297961699616564	VPS53	17	619033
cg06500476	0.859971825769107	C4orf19	4	37584954
cg06501070	0.906580951292244	LPAR3	1	85331899
cg06501084	0.83379337609418	KCNH5	14	63568195
cg06501790	0.96468052729716	SLC34A1	5	176811257
cg06502510	0.0228239071574989	ITSN1;CRYZL1	21	35013970
cg06502868	0.0596895121435405	H3F3B	17	73775964
cg06504820	0.932325983322267	DLK1	14	101192273
cg06505666	0.0222261984723973	CKAP2L	2	113522377
cg06506156	0.0175704965895445	TSSC1	2	3381578
cg06506864	0.923143625836914	NPSR1	7	34698188
cg06507244	0.922473868408833	DHX32	10	127569494
cg06507645	0.0563769514238803	NA	NA	0
cg06508445	0.0151334030471689	LOX	5	121414088
cg06508934	0.0139839650198647	TIMP2	17	76921095
cg06509239	0.611541499384331	OSR1	2	19558569
cg06509940	0.962564536057339	NA	NA	0
cg06510830	0.0126721440587631	C21orf45	21	33651316
cg06513075	0.0187330784587478	NAT10	11	34126714
cg06516124	0.745657027311523	WT1	11	32450591
cg06516650	0.0209129649047821	RAB30	11	82783039
cg06517798	0.926773776795947	ATP1A4	1	160121283
cg06518271	0.961475652871544	ADH6	4	100140325
cg06518779	0.0168525857743528	BIVM;KDELC1	13	103452556
cg06521280	0.586859196291389	C10orf55;PLAU	10	75671378
cg06521761	0.928293587771529	LRP2BP	4	186299612
cg06521852	0.0429864691361152	TRIOBP	22	38141419
cg06522719	0.634061791876226	NA	NA	0
cg06526829	0.3479910225444	KCND1	X	48828070
cg06528936	0.00925515610353373	GNL2	1	38061398
cg06529761	0.846637682614147	DNASE1	16	3702486
cg06530118	0.0110014590443534	CLN3	16	28503379
cg06531741	0.92099629238125	HTR3B	11	113775450
cg06532147	0.879627475933907	NA	NA	0
cg06532176	0.0154533207186777	WWOX	16	78133804
cg06532493	0.0201015310005059	CISD1	10	60029458
cg06533629	0.919521924521813	KLF14	7	130419370
cg06534172	0.0155987595026986	DDX39	19	14530497
cg06534422	0.013255867847629	MIF	22	24236603
cg06536578	0.922483867985522	JPH4	14	24048555
cg06537230	0.741867215633607	DLX5	7	96653183
cg06537829	0.0323611245800512	UBB	17	16283976
cg06538003	0.046003871723563	FBXO48;APLF	2	68694168
cg06539449	0.851676127474277	CCND1	11	69461008
cg06539804	0.282270747718294	CPXM1	20	2781489
cg06540105	0.0148681332741278	CCDC74A	2	132285688
cg06540636	0.0235897167420099	PLAUR	19	44174071
cg06540715	0.0707266998137082	ANKRD10	13	111568383
cg06540941	0.0798933988322328	VAMP4	1	171710566
cg06541857	0.0528260537116746	ANAPC13;CEP63	3	134203789
cg06542614	NA	PDLIM1	10	97051255
cg06543018	0.436192397746908	RBP1	3	139258822
cg06543761	0.00770253539947967	PDP1	8	94929239
cg06544198	0.0285603451981734	TMEM14C	6	10723702
cg06545504	0.916785383845524	NA	NA	0
cg06545845	0.0201556150583426	ARL8A	1	202114092
cg06546607	0.740053691687422	PEPD	19	34013019
cg06547766	0.827489462645722	LPP	3	187930704
cg06548519	0.833989450323461	LYZL6	17	34267111
cg06550629	0.934106830763264	GPR133	12	131439172
cg06552037	0.0096593689936918	INHA;OBSL1	2	220435838
cg06552050	0.0145261026110374	CSDA	12	10875369
cg06554069	0.178127202689966	SAFB2;SAFB	19	5624175
cg06554542	0.0124596752385079	GNPTAB	12	102224375
cg06554928	0.044830923614259	PFN1	17	4852795
cg06557358	0.00752628609915416	TMEM132E;C17orf102	17	32907002
cg06557606	NA	ATP6V1H	8	54756224
cg06563300	0.837994883875717	SLC17A8	12	100750811
cg06564900	0.0373422437211418	FIGN	2	164592568
cg06565684	0.0592326855776394	NA	NA	0
cg06566994	NA	ZNF167	3	44596384
cg06567342	0.107155645610969	ZRANB2	1	71546685
cg06567423	0.0498905850364772	STT3A	11	125462867
cg06570843	0.890430443721901	FABP2	4	120243252
cg06572160	0.739830749791452	KCNC3	19	50831901
cg06572974	0.914891759945122	CHD2	15	93442219
cg06575572	NA	FAM118A	22	45705265
cg06577005	0.172362553187469	DHDDS	1	26758228
cg06577463	0.0550942586443757	EIF4A3	17	78120714
cg06577658	0.0413199253399687	DMWD	19	46296270
cg06577725	0.695032758912623	SPATA16	3	172858917
cg06580318	0.0219487605809408	SPC25	2	169747119
cg06583518	0.0168722000459298	ZNF540;ZNF571	19	38085456
cg06584407	0.924610886669801	NPPA	1	11907324
cg06585027	0.0159323524757204	PI4KB	1	151300083
cg06585108	NA		10	134671604
cg06585690	NA	PROL1	4	71262957
cg06585893	0.936390706130756	CAPN9	1	230883552
cg06586599	0.00827831223640568	MCOLN1	19	7587541
cg06587969	0.0165549951116281	WRAP53;TP53	17	7591899
cg06588247	0.00993144673828725	TRAF3	14	103244199
cg06589885	0.792564918866248	HFE2	1	145413193
cg06590533	0.0136799467120211	NA	NA	0
cg06590610	0.925069951015883	IKZF1	7	50444317
cg06590711	0.503244899781671	NA	NA	0
cg06593568	0.0353245214489879	TATDN3;NSL1	1	212965581
cg06594008	0.646210141480789	MKL1	22	41033637
cg06595693	0.693260069884628	DISP2	15	40649989
cg06597095	0.80491713164051	C5orf28	5	43480361
cg06597861	0.00825434761853357	LY6E;LOC100133669	8	144100572
cg06598256	0.973373213443605	FERMT3	11	63988554
cg06598631	0.0160508095440988	RARS2;ORC3L	6	88300029
cg06600412	0.00692547028544914	MLF1IP	4	185655239
cg06600447	0.0124176446329775	C19orf50	19	18668837
cg06601473	0.938017199074428	C11orf41	11	33694151
cg06602857	0.455380752163886	FOXF1	16	86542807
cg06605933	0.916911120020231	BOLA1	1	149870977
cg06606198	0.0127709111677623	DDX55	12	124086727
cg06607866	0.0155674432849672	AIP	11	67250809
cg06609049	0.220959008800534	THOP1	19	2785107
cg06609475	0.0339720412442597	NDUFS6;MRPL36	5	1801142
cg06611310	0.0343734711059115	KLRAQ1	2	48667531
cg06611744	0.461005264808105	RASL11A	13	27844618
cg06612452	0.0283355726991763	PINK1	1	20960677
cg06613840	0.347375368120142	GPX1	3	49395574
cg06614002	0.914412556971003	SOX10	22	38380439
cg06615154	0.886822845792849	S100A3	1	153522553
cg06615667	0.0101881192328293	GPR107	9	132816229
cg06615861	0.0125005496170807	KIF1B	1	10271191
cg06616147	0.0564518313371726	ICK	6	52926842
cg06616245	0.0681777146955617	GLI1	12	57854236
cg06617418	0.429732995949293	AMMECR1;RGAG1	X	109662113
cg06618866	0.0665391445644473	TLR2	4	154605087
cg06619076	0.0167549866965107	ASPH	8	62627042
cg06619299	0.961524398666364	GMCL1L	5	177615005
cg06620254	0.371048326271068	NONO;BCYRN1	X	70503046
cg06621126	0.00989156909154058	HSF4	16	67198243
cg06621358	0.71209476804098	CELSR3	3	48699637
cg06622725	0.267770848533536	PEX16	11	45939917
cg06623268	NA	MUTYH;TOE1	1	45805342
cg06624832	0.0177027638830834	TMEM104;NAT9	17	72772340
cg06625414	0.00760107746932688	SLC4A3	2	220492692
cg06625767	0.92141390580492	F12	5	176836695
