Hybridization REF	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05
cg07017706	0.835794925866229	KRT73	12	53013331
cg07018708	NA	PLAGL1	6	144334983
cg07020407	0.0144460031177257	PDCD6	5	271807
cg07020962	0.0195838807115335	MAPRE2	18	32621292
cg07022477	NA	HIF3A	19	46798869
cg07022885	0.0143088334919965	KIAA0652;HARBI1	11	46638638
cg07026910	0.920606630810374	INPP5D	2	234070710
cg07027075	0.0661542532876926	LIAS;RPL9	4	39461721
cg07027513	0.466354155946774	B4GALT6	18	29265840
cg07027685	0.0324577029663915	IARS;SNORA84	9	95055737
cg07028533	0.726632282528468	CNTNAP2	7	145813439
cg07028869	0.158729480926913	DNAJC22	12	49741164
cg07029998	0.0594320807603389	MTOR	1	11322191
cg07031532	0.0166514939021124	OAZ2	15	64995684
cg07031996	0.0281745286730687	MTF1	1	38324738
cg07033083	0.0580712244532703	NA	NA	0
cg07034269	0.0392385847849508	UGGT1	2	128848528
cg07034561	0.0317460378211321	RSPH1	21	43916159
cg07035740	NA	EIF4E1B;SNCB	5	176057740
cg07036530	NA	GPR26	10	125425262
cg07036775	0.0141580656648233	ANKRD34A;POLR3GL	1	145470395
cg07038400	0.632549992132663	PPP2R3A	3	135684163
cg07038617	0.0144526849473535	ABCF2	7	150924392
cg07038887	0.0133940654238578	BLMH	17	28618554
cg07039113	NA	S100A9	1	153329013
cg07039362	0.867611614903763	CES7	16	55908870
cg07042144	0.760811517269304	NLRP12	19	54327404
cg07043494	NA	HRH1	3	11293681
cg07044282	0.503004395498065	ANGPTL1;RALGPS2	1	178840137
cg07047653	0.910832246229362	AQP2	12	50344626
cg07048066	0.0263663091482411	FAM13B	5	137368956
cg07048351	0.00843648908662432	NA	NA	0
cg07049929	0.0959040986328248	ABCD4	14	74769676
cg07050831	0.0984014570319724	C7orf55	7	139025240
cg07051140	0.0164806147987619	AGXT2L2	5	177659229
cg07051960	0.710558131686427	ATP1A3	19	42499619
cg07052087	0.0154833743129038	NA	NA	0
cg07052387	0.023093520207443	HIF1A	14	62161848
cg07052880	0.954292260820274	ATP6V1B1	2	71161697
cg07053469	0.0120689318294279	EID2B	19	40023281
cg07054095	0.0169319138278431	ZNF549	19	58038856
cg07054526	0.967836147899905	BRCA1	17	41272508
cg07054641	0.751530748928419	WDR52	3	113160554
cg07054788	0.0204912629252825	RPL5	1	93297504
cg07056057	0.874546661570411	DYNLL2	17	56159620
cg07057831	NA	STX2	12	131323042
cg07059052	0.0168077352500354	TCEB2	16	2828302
cg07059360	0.123600953154077	POLR3D	8	22102032
cg07059403	0.0177935250013624	C6orf70;TCTE3	6	170151533
cg07059875	0.0502855319105904	EPCAM	2	47596073
cg07060572	0.0231293842719375	MAML2	11	96076205
cg07061145	0.901254806103071	DNAJA4	15	78556178
cg07061913	0.0165879367162095	DNAJC9	10	75006462
cg07063745	0.034373536881244	LANCL1;CPS1	2	211341572
cg07064406	0.944978126218836	YWHAB	20	43513064
cg07065941	0.0726901637579382	KLF10	8	103667760
cg07066326	NA	CHID1	11	910094
cg07067241	0.0487330619407482	TRPC1	3	142442711
cg07068616	0.0154243876661528	ORC5L	7	103848319
cg07068998	0.0252827642763908	NRAS;CSDE1	1	115259668
cg07070694	NA	ZFYVE1	14	73493830
cg07070934	0.627668336176176	GJA4	1	35258435
cg07070940	0.0135023119039211	HDHD1A	X	7065614
cg07071881	0.0211010891542683	FBXO7	22	32871139
cg07072140	0.013883549346165	NANP	20	25603976
cg07072643	0.606756529408568	EMR3	19	14785593
cg07073964	0.834231295734605		19	698371
cg07074571	0.21527063095478	AGPAT4	6	161695561
cg07075930	0.456941032610473	PTPRM	18	7567717
cg07076342	0.0405968422127137	KLHDC3;MEA1	6	42981435
cg07077459	0.832804335531332	HYMAI;PLAGL1	6	144329052
cg07078114	NA	FAM69B	9	139606202
cg07080007	0.0179330095540463	RPL27	17	41150154
cg07080358	0.781505017025413	CNRIP1	2	68546507
cg07080946	0.919380116537398	LUC7L	16	280046
cg07081888	0.977918398908257	NA	NA	0
cg07082331	0.0326597666708959	NA	NA	0
cg07084161	0.0193623893095566	NBN	8	90996382
cg07084163	0.414943894179238	UGT3A2	5	36066783
cg07084709	NA	GCOM1	15	57883511
cg07084746	0.921284444156707	C3orf27	3	128294647
cg07085271	0.890111217877181	NA	NA	0
cg07086380	0.852206450961665	TNFAIP8	5	118691033
cg07086898	0.0135229735710202	PDCD11;USMG5	10	105155966
cg07090813	0.0754561501039919	PHGDH	1	120254330
cg07091552	0.857325895774226	UCP3	11	73721170
cg07091958	0.0205157382700198	RTF1	15	41709524
cg07092725	NA	KCNH5	14	63568796
cg07093046	0.0117082542253406	MTR	1	236958653
cg07093661	0.956166250847748		19	49434074
cg07097098	NA	PTPRH	19	55721638
cg07098866	0.0124593117705778	NA	NA	0
cg07099407	0.0318909974555543	KLC4;MRPL2	6	43027930
cg07099627	0.0135296255851061	LPPR2	19	11466020
cg07102705	0.612008707914338	HTR4	5	148033896
cg07103493	0.0700304336084041	SLC27A6	5	128301232
cg07103819	0.0122914766055988	DGAT1	8	145550365
cg07104706	0.173198489559699	SLITRK1	13	84456127
cg07105440	0.0132424917749888	CISH	3	50648946
cg07107453	0.31165391423154	IFI44	1	79114976
cg07109287	0.630013985973061	NA	NA	0
cg07109670	0.0191039907298951	WDR67	8	124085299
cg07109801	0.31271348093015	MIR425;DALRD3;NDUFAF3	3	49057661
cg07112154	0.0566529052940508	MPP2	17	41985074
cg07112210	0.626262603779298	MGAT5B	17	74864065
cg07113600	0.0145415662587944	KLF12	13	74708194
cg07114024	NA	BAHD1	15	40733806
cg07114894	0.030593566604416	ZNF23	16	71495698
cg07115304	0.019224851327096	TRIB3	20	361903
cg07115558	0.118755473275487	TLE2	19	3029503
cg07115820	0.726003469567382	EPX	17	56270249
cg07117700	0.764717377986208	PSMC5;FTSJ3	17	61903327
cg07118243	0.0116329309939582	CCDC41;LOC144486	12	94853994
cg07118638	0.025827450970527	ERI1	8	8860201
cg07122126	0.0162889463933565	ZNF8	19	58790422
cg07122495	0.0123376745083662	NA	NA	0
cg07123069	0.0612097858371308	HOXC11	12	54367250
cg07123548	0.902131980887946	HIPK4	19	40896163
cg07125009	0.0120161909375292	ZNF689	16	30621667
cg07125123	0.0671948154807142	RRM2B	8	103251646
cg07125166	0.915429439607383	FBXW12	3	48413613
cg07125991	0.0109420087130293	PLBD2	12	113796636
cg07126559	0.315270253183395	SGCG	13	23754937
cg07126839	0.0190852559465327	FAM100B	17	74261637
cg07127225	0.0249539443788944	FCGRT	19	50016538
cg07127957	0.91627546624068	SYNPO2L	10	75411571
cg07128330	0.02076086258276	ITFG2	12	2921958
cg07129274	0.0185498736050851	NA	NA	0
cg07131544	0.884288962619819	NCR2	6	41303030
cg07132517	0.0118501129807687	TSPAN4;POLR2L	11	842517
cg07133445	0.0252401372420476	SOLH;C16orf10	16	578352
cg07136161	0.876594374782121	NA	NA	0
cg07136254	0.741962684328068	HFE2	1	145412774
cg07136421	0.933975206493882	NA	NA	0
cg07137581	0.209028034698799	FAM123B	X	63425776
cg07138512	0.0575723988475145	RAP1GAP	1	21996317
cg07139440	0.0201950222314445	CDC42SE1;MLLT11	1	151030981
cg07141002	0.158051660848317	H1F0	22	38201690
cg07142319	NA	PLA2G2D	1	20446657
cg07143898	0.0347428471794987	SLIT1	10	98945300
cg07146718	0.358482013767099	FGF13	X	137820752
cg07147350	0.419541738340673	ASFMR1;FMR1	X	146992908
cg07148914	0.0199394630783785	GGT7	20	33460835
cg07149772	0.053916293988033	KCTD9	8	25314972
cg07150830	0.974439679982318	NOS2	17	26127542
cg07152925	0.252268130472704	S100B	21	48024683
cg07153965	NA	ACRV1	11	125552087
cg07154408	0.0970451367746862	PDE5A	4	120549556
cg07155664	0.0143765596993979	RPS14	5	149829590
cg07156669	0.715383294082818	CPD	17	28705245
cg07158339	NA	FXN	9	71650237
cg07159490	0.0291722987668493	NXPH4	12	57610078
cg07160163	0.012485997929196	SYK	9	93563778
cg07163603	NA	HLA-A	6	29910051
cg07165793	0.0245047858359909	SYNRG	17	35969650
cg07168556	0.842826404477233	WFIKKN2	17	48912483
cg07172256	0.0141818391591016	ERBB2IP	5	65220910
cg07172280	0.0114215689130577	DPP7	9	140009455
cg07173760	0.856725195752986	CLC	19	40229266
cg07175007	NA	UHMK1	1	162467185
cg07175883	0.573327233294516	HOXD13	2	176957908
cg07177300	0.473449398358441	FRMPD4	X	12156499
cg07177755	0.0194980462417377	ERCC5	13	103498027
cg07177852	0.0282455479674683	CCDC68	18	52626476
cg07179770	0.0194668943308562	KLHL36	16	84681994
cg07180649	NA	WNT4	1	22470290
cg07181349	0.014697926192782	NA	NA	0
cg07181881	0.214128320776162	KLHL23	2	170591239
cg07184439	0.0139395800307989	RPL36AL;MGAT2	14	50087799
cg07185695	0.311780267847659	MOSC1	1	220959586
cg07186138	0.618637858468395	APOBEC3C	22	39410396
cg07186707	0.0189380122679521	PAK4	19	39616465
cg07189381	0.511101977991614	TNNT1	19	55660514
cg07190485	0.0102389939032669	STOM	9	124132159
cg07190917	0.0178697464142689	STX4	16	31045100
cg07191600	0.0112486450225251	TRERF1	6	42421243
cg07192857	0.0299339500665157	HSPA1B	6	31795181
cg07193504	NA	SRP9	1	225964856
cg07195282	0.0210031695571071	ZNF563	19	12444484
cg07195577	0.0368787562979183	TLCD1	17	27052828
cg07195622	0.0318103933898915	SRRM2;LOC100128788	16	2803408
cg07196761	0.842304323712951	CHCHD8;PAAF1	11	73586776
cg07197059	0.688139299581919	EFS	14	23836012
cg07197823	0.0581470999676299	INHBB	2	121103050
cg07200280	0.493804178023151	RFTN1	3	16554619
cg07200897	0.0381385920032202	DIRC2;HSPBAP1	3	122512821
cg07204803	NA	ARL13B	3	93698231
cg07207789	NA	CRISPLD2	16	84852909
cg07207937	0.0231276481019193	MRPL1	4	78783799
cg07209631	0.0356165974249321	PPM1K	4	89205728
cg07210490	0.0196155854284179	SMARCD1	12	50479634
cg07211259	0.497965555942548	PDCD1LG2	9	5510497
cg07212894	0.0228629361755702	SLC38A3	3	50243021
cg07214572	0.0261966789039851	LHX9	1	197881353
cg07215749	0.0132701393232869	SOCS2	12	93965475
cg07218192	0.0219307408976545	MPP5	14	67707706
cg07218880	0.0792738339721403	UPF3A	13	115046279
cg07220442	0.0253689121933676	NUP107	12	69080635
cg07220939	0.848336127422586	SLC22A12	11	64358617
cg07221454	0.937171638804604	MS4A10	11	60552841
cg07223164	0.0440070310447504	OSTC	4	109571402
cg07230446	0.0288215789902272	GIGYF2	2	233561722
cg07231132	0.0212967942669784	TMEM92	17	48350498
cg07232688	NA	LRRC39	1	100644688
cg07233761	0.145255569609191	ESM1	5	54281437
cg07236190	0.863155527952271	AMDHD1	12	96338038
cg07236358	0.0265943570443697	POP5	12	121019192
cg07236381	0.0212006064747635	NA	NA	0
cg07236769	0.58320019407706	NA	NA	0
cg07236943	0.0430439405236266	SGCE;PEG10	7	94284486
cg07237830	0.168268461604625	BSCL2;GNG3	11	62474725
cg07237939	0.583640796159226	SLC22A3	6	160769754
cg07238167	0.0540456861986189	NA	NA	0
cg07239938	0.296145738053788	ELANE	19	852813
cg07240721	0.0248921206702744	HINT3	6	126278255
cg07241568	0.437492227372897	ABO	9	136150823
cg07242375	0.503590419413045	PRICKLE3	X	49042556
cg07242414	0.122655365382838	BMP1;SFTPC	8	22021845
cg07242565	0.0694090106560201	NR2F6	19	17356142
cg07243519	0.0134341435132581	UFM1	13	38924018
cg07243932	0.00892788722487203	SLC30A4;C15orf21	15	45814527
cg07246225	0.0428043944369854	ZEB2	2	145277659
cg07248043	0.0139355881590818	OSBPL11	3	125314337
cg07248310	0.031914133440494	HOOK1	1	60280716
cg07248407	0.0116158637272628	MIR638;DNM2	19	10829176
cg07249409	0.00950329540851442	C1orf123	1	53686008
cg07251788	NA	CLTCL1	22	19280165
cg07251857	0.920971601054303	ALPK3	15	85360217
cg07253191	0.043923975283752	PDHX;APIP	11	34936862
cg07256847	0.1054072899989	NA	NA	0
cg07258507	0.637638330582633	IL25	14	23842125
cg07259382	NA	MARCH1	4	164536228
cg07260017	0.820660631711821	CSF1R	5	149492480
cg07260592	0.778215762541377		6	161100122
cg07263984	0.0117023057758681	ATG12;AP3S1	5	115177777
cg07264679	NA	CD163	12	7657396
cg07265300	0.0293657261686713	PFN4;LOC375190	2	24346000
cg07265310	0.675366796176101	KRT78	12	53242922
cg07265622	0.0483618700145658	C17orf100;MED31	17	6554855
cg07267296	0.0339810868811987	INTS9;HMBOX1	8	28748995
cg07269146	NA	CCL21	9	34710657
cg07270175	0.033971287629934	NOC3L	10	96123049
cg07271264	0.184247183006536	MYOD1	11	17740977
cg07271268	0.00853007123269319	KDM5A;CCDC77	12	498129
cg07273415	0.0256465426685603	TMEM138;CYBASC3	11	61130067
cg07274506	0.0157108111915277	TAS1R1;NOL9	1	6614341
cg07276902	0.0199699614376657	NA	NA	0
cg07278207	0.0149376423085092	DNAJC24;DCDC1	11	31391293
cg07278624	0.100547074529053	TCP11L2	12	106696673
cg07281640	NA	IKBKAP;C9orf6	9	111695707
cg07281688	0.00827720964200354	PTGES3	12	57082442
cg07284407	0.61478832317638	GNAS	20	57429858
cg07284558	NA	STK32C	10	134122421
cg07285167	0.746723442863689	CSF3R	1	36948981
cg07285276	0.886512601688325	RAPGEF1	9	134613015
cg07285838	0.0539393028496032	C4orf29;MFSD8	4	128886005
cg07285953	0.91904832603154	CRYBA1	17	27572551
cg07288394	0.0283297726477611	C19orf12	19	30205772
cg07288587	0.0253217330911426	CSNK1G1	15	64648415
cg07289581	0.021364853280604	MRPS35	12	27864261
cg07290273	0.0165923340159012	TMEM17	2	62733114
cg07290435	0.277531728331558	NA	NA	0
cg07291563	0.012656776057653	GRWD1	19	48949441
cg07292816	0.925704010585984	EFCAB3	17	60457116
cg07293947	0.0204277026670016	SFXN1	5	174905244
cg07294541	0.08256422881925	DEF6	6	35265555
cg07294734	0.203972442657625	ATP5D	19	1242323
cg07294774	0.044202071589157	DIO2	14	80678613
cg07294870	0.0279437182439616	PIGT	20	44044586
cg07295034	0.0255508000738175	SMG1	16	18937261
cg07295092	0.0195964502962414	FPGS	9	130565376
cg07295678	0.629676849396079	DPYSL4	10	134000009
cg07296772	0.74047121684972	MDP1;CHMP4A	14	24683528
cg07297178	0.887801056764832	CEACAM7	19	42193084
cg07297906	0.564904027625	GPC3	X	133119578
cg07299462	NA	MED8;C1orf84	1	43855490
cg07300408	0.837986291570459	RNASE12;RNASE11	14	21058360
cg07301004	0.022599971948498	ARPC3	12	110887501
cg07301822	0.0123670645695143	NA	NA	0
cg07306197	0.012493569459223	ZNF266	19	9546377
cg07307078	0.812268566699407	TUBB6	18	12307630
cg07308943	0.0198924495431166	TRMT61B	2	29093510
cg07309102	0.0416769812574853	KLF4	9	110251826
cg07309361	0.0115462188604066	PCBP4	3	52001477
cg07309374	0.122190014016383	PDIA5	3	122786091
cg07310661	NA	CUL3	2	225449833
cg07310951	0.600382048865729	PEG3;ZIM2	19	57350503
cg07311845	0.178717305460729	TMLHE	X	154842736
cg07312445	0.0159643637736578	NSUN7	4	40752151
cg07313155	NA	THRA	17	38218601
cg07314337	0.0120266033250861	ARL6IP6;PRPF40A	2	153574424
cg07314414	0.0680199544326363	SAP130	2	128784923
cg07314549	0.0144408075091991	ERI2;LOC81691	16	20817501
cg07314984	0.538875524248257	PHKA2	X	19003243
cg07315298	0.96089551454501	NA	NA	0
cg07315445	0.0138139116076678	MYL6	12	56551994
cg07318658	0.0390451286583819	MTMR4	17	56594994
cg07321605	0.60005841437365	NA	NA	0
cg07322981	0.065065056629804	RNF103	2	86850757
cg07326074	0.0121340249501227	C16orf59	16	2510388
cg07326586	NA	UBD	6	29528119
cg07327328	0.0328681808662204	CEP250	20	34042631
cg07327347	NA	AQP8	16	25228004
cg07327468	0.748778623875098	EYA4	6	133561765
cg07328495	0.0268390616034723	SMC2	9	106856765
cg07328579	0.0298424946528378	GLT8D2	12	104443770
cg07330329	0.0788787406618551	NA	NA	0
cg07330718	0.0230511311588623	HYOU1	11	118927777
cg07331725	0.970905119512	SERPINB5	18	61157478
cg07331806	0.180119913461672	AIFM3	22	21319894
cg07334912	NA	DTD1	20	18569196
cg07336230	0.00786216727770906	KIF6	6	39693357
cg07337598	0.257158586296366	ANXA9	1	150953943
cg07338205	0.835240210533	G6PC2	2	169757780
cg07339138	NA		3	42820274
cg07339327	0.963921970781239	NA	NA	0
cg07341907	0.0126613652813945	UNC13B	9	35161971
cg07342016	0.730803359444299	RAB33A	X	129306129
cg07342545	0.0140589835852178	FOSL2	2	28616193
cg07342901	0.818451401383911	H19;MIR675	11	2018724
cg07346310	0.0558895465104969	RBM24	6	17282354
cg07347137	0.0161217056698265	ZCCHC11	1	53019316
cg07347645	0.395527806383231	SYCP2	20	58507171
cg07347725	0.0358554077825056	MORN5;NDUFA8	9	124921437
cg07348311	0.0167889280596084	IFIH1	2	163174896
cg07349094	0.862922843073425	AFF3	2	100759014
cg07351267	0.549231286788503	LRP3	19	33684846
cg07352586	0.0107838107673099	KIAA1919	6	111580316
cg07352600	0.0271660105970408	C16orf70	16	67143525
cg07354209	0.144295006046621	NA	NA	0
cg07354440	0.810697248577196	NDUFS2;ADAMTS4	1	161168889
cg07355551	0.0306561240418912	ZNF343	20	2489285
cg07356189	0.984123408557587	TEX28;TKTL1	X	153523329
cg07356753	0.0161313605128959	GBE1	3	81810745
cg07356771	0.0155091015286472	IL17RB;CHDH	3	53879950
cg07357256	0.0155713702004613	MRPS26	20	3027028
cg07359545	0.740973725254979	GP1BB;SEPT5	22	19711327
cg07360076	NA	FGFR3	4	1794639
cg07360692	0.704382955337762	NA	NA	0
cg07361385	0.523171314326206	AHSG	3	186331026
cg07363637	0.411264287290931	SLC44A4	6	31846996
cg07364638	0.0107731345488555	NGRN	15	90808673
cg07364841	0.914021908766874	HGFAC	4	3444147
cg07366967	0.959542158476071	EXD2	14	69675438
cg07369274	0.523931827490834	NA	NA	0
cg07371290	0.0191860677287094	HDAC5	17	42200522
cg07371530	0.841173840130125	RPUSD1;CHTF18	16	839581
cg07373172	0.541687058443888	NA	NA	0
cg07374145	0.0107848440076182	ARRDC2	19	18111823
cg07374632	0.588103273604894	PCSK1N	X	48693665
cg07374637	0.944877345728859	KRTAP19-5	21	31875448
cg07374928	0.845092717433785	FAM118B	11	126099286
cg07376029	0.345844910825153	GC	4	72650992
cg07376232	0.310927758744357	AMICA1	11	118084920
cg07376535	0.488473627703701	ADCYAP1	18	905450
cg07378350	0.122049320367645	GDF5	20	34027324
cg07379574	0.251003429663889	TMEM59L	19	18724173
cg07380416	0.905824188647564	CD6	11	60739172
cg07380496	0.0225683219427295	MAP1B	5	71403420
cg07380959	0.0271107825961541	TFPI2	7	93520323
cg07383972	0.0269207528864444	NUP205	7	135242951
cg07384961	0.662129397821429	CLDN6	16	3068128
cg07387199	0.0178388592879811	CCDC45;DDX5	17	62502055
cg07387450	0.0170522949934445	TMED5;CCDC18	1	93646168
cg07388493	0.425844616263787	NDUFS5	1	39491459
cg07389922	0.0232085828223454	DULLARD;C17orf81	17	7154007
cg07393322	0.108019314069075	A4GALT	22	43117318
cg07395788	0.0190183763806994	PDSS2	6	107780783
cg07398350	0.0186788520766128	C16orf57	16	58035398
cg07398429	0.897935573520561	MAGEB4	X	30260301
cg07399355	0.0432052373648925	MUC1	1	155163013
cg07401901	0.0150990349466889	DAAM1	14	59655405
cg07403255	0.775107571908082	NA	NA	0
cg07403350	0.0751434005737558	LIG4	13	108867111
cg07404418	0.0351602792608229	LRWD1;ALKBH4	7	102104807
cg07404485	0.88693051779064	PON1	7	94953653
cg07405796	0.844386627793774	TRIM40	6	30104552
cg07408456	0.300381144803097	PGLYRP2	19	15590532
cg07408740	0.171573319104891	OGDH	7	44645306
cg07409200	0.192715427339398	C13orf30	13	43354674
cg07410075	0.0168408316614543	CCDC6	10	61666543
cg07411229	0.0250659243651057	GPATCH2;SPATA17	1	217804382
cg07412254	0.809637075207273	LOC84931	2	121223534
cg07413497	0.0358628686170595	C6orf57	6	71276640
cg07414384	0.0409122264598635	BAZ1A	14	35344667
cg07421682	0.922787396891949	PCSK6	15	102030850
cg07422345	0.0155989947414611	LOC80054;CEBPA	19	33793987
cg07423149	0.751899830095143	CHI3L1	1	203156246
cg07423906	NA	C17orf56;C17orf89	17	79212344
cg07424155	0.0129675957242982	CAPZA2	7	116503126
cg07425555	0.508210026399179	PODNL1	19	14049018
cg07426848	0.593092405868966	S100A3	1	153521712
cg07426960	0.198717395665523		11	69469290
cg07427065	NA	MESTIT1;MEST	7	130130596
cg07428089	NA	ATP5G3	2	176046170
cg07428182	0.739799563409542	PLXNA3	X	153686926
cg07430605	0.0144717493135378	BRD8;KIF20A	5	137514261
cg07432969	0.956302294367011	GPR35	2	241569557
cg07433344	0.0109651455579524	HSD17B8	6	33172450
cg07433453	0.884877570649828	C7orf50;GPR146	7	1097027
cg07434278	0.418327537833125	NA	NA	0
cg07434382	0.673705861017984	NA	NA	0
cg07435592	0.0685796476280453	DCBLD2	3	98619796
cg07436807	NA	ACTA2	10	90712767
cg07437033	0.0346662637584395	ZBTB17	1	16302232
cg07440387	0.0204021416074111	SFRS6	20	42086266
cg07440414	0.0179436631541897	TCF7	5	133451021
cg07440877	0.933512303206068		13	24523079
cg07441143	0.477310399771088	SLURP1	8	143824001
cg07441272	0.0154946158616994	RPL39L	3	186857475
cg07442479	0.120305493255818	GDNF	5	37839769
cg07443748	0.798747145677066	CCT8L2	22	17073594
cg07443954	0.0442106614001175	SEC1;CA11	19	49149573
cg07444907	0.0273068797035775	UBLCP1	5	158690182
cg07446572	0.822337127804059	CDCA3	12	6959518
cg07446846	0.723800538031275	SLC6A8	X	152952362
cg07447773	0.390760123500469	AKR7A3	1	19614851
cg07447922	0.178654319190981	EPHA10	1	38230827
cg07448460	0.0265576948645683	GGH	8	63951879
cg07448499	0.0428043843685311	CTSH	15	79237157
cg07448856	0.0138150412434373	ZNF670	1	247242043
cg07452799	0.0388480736043781	PARD3	10	35103869
cg07453618	0.0104880375219539	TPRG1L	1	3541082
cg07453748	0.951860222602541	MGMT	10	131355302
cg07454215	0.0201190363168857	DCP1A	3	53381805
cg07455279	NA	NDUFA3	19	54605703
cg07455975	0.0124545309114068	OLA1	2	175112849
cg07456201	0.823320782506567	UMOD	16	20363711
cg07456645	0.631149636170312	C19orf30	19	4769146
cg07457944	0.0162751093863224	SOCS6	18	67957061
cg07459264	0.0538707327306591	NECAP2	1	16767326
cg07459489	0.950250697663488	SLC30A8	8	118147163
cg07460665	NA	CALCOCO2	17	46908912
cg07461318	0.0226805377317858	NTN4	12	96184965
cg07461582	0.0135584079730257	RINT1	7	105172722
cg07463059	0.165913316050584	IFI16	1	158979810
cg07465480	0.0240743476772499	TPMT;KDM1B	6	18156341
cg07465609	0.889257082597445	EYS	6	66205227
cg07465864	NA	YTHDC2	5	112849162
cg07466531	NA	SRP14	15	40331758
cg07469792	0.0147513864547626	RASSF8	12	26112121
cg07471052	0.729264095008828	CDK3;C17orf106	17	73996245
cg07472159	0.870970640108725	COL10A1;NT5DC1	6	116447667
cg07473175	0.0187777702834837	AMIGO2	12	47474262
cg07473550	0.617359579333314	TSC22D3	X	107019191
cg07474356	0.113894798760944	PCDH11X	X	91034003
