Hybridization REF	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05
cg07054095	0.0127892983409147	ZNF549	19	58038856
cg07054526	0.938602401258609	BRCA1	17	41272508
cg07054641	0.451018907601499	WDR52	3	113160554
cg07054788	0.0656076885247182	RPL5	1	93297504
cg07056057	0.83488949028186	DYNLL2	17	56159620
cg07057831	NA	STX2	12	131323042
cg07059052	0.0356048615359424	TCEB2	16	2828302
cg07059360	0.170805466311734	POLR3D	8	22102032
cg07059403	0.0410762799710084	C6orf70;TCTE3	6	170151533
cg07059875	0.0616611521895062	EPCAM	2	47596073
cg07060572	0.0189389513743793	MAML2	11	96076205
cg07061145	0.913794460850792	DNAJA4	15	78556178
cg07061913	0.0184258301080149	DNAJC9	10	75006462
cg07063745	0.0512705791633602	LANCL1;CPS1	2	211341572
cg07064406	0.942692317504514	YWHAB	20	43513064
cg07065941	0.0562458829597817	KLF10	8	103667760
cg07066326	NA	CHID1	11	910094
cg07067241	0.035918503830891	TRPC1	3	142442711
cg07068616	0.02434237340973	ORC5L	7	103848319
cg07068998	0.0698283418940395	NRAS;CSDE1	1	115259668
cg07070694	NA	ZFYVE1	14	73493830
cg07070934	0.540861270658477	GJA4	1	35258435
cg07070940	0.0213289133369027	HDHD1A	X	7065614
cg07071881	0.0385902489339215	FBXO7	22	32871139
cg07072140	0.021596193056261	NANP	20	25603976
cg07072643	0.67406378228407	EMR3	19	14785593
cg07073964	0.807274890171809		19	698371
cg07074571	0.371476207659227	AGPAT4	6	161695561
cg07075930	0.00814282142376537	PTPRM	18	7567717
cg07076342	0.0306309298665528	KLHDC3;MEA1	6	42981435
cg07077459	0.77300376415749	HYMAI;PLAGL1	6	144329052
cg07078114	NA	FAM69B	9	139606202
cg07080007	0.026384208105595	RPL27	17	41150154
cg07080358	0.0197528727357522	CNRIP1	2	68546507
cg07080946	0.512589374608344	LUC7L	16	280046
cg07081888	0.974035603708028	NA	NA	0
cg07082331	0.0318558799810837	NA	NA	0
cg07084161	0.0188228801337648	NBN	8	90996382
cg07084163	0.484030701719096	UGT3A2	5	36066783
cg07084709	NA	GCOM1	15	57883511
cg07084746	0.858555301263214	C3orf27	3	128294647
cg07085271	0.680905778359393	NA	NA	0
cg07086380	0.473981469294683	TNFAIP8	5	118691033
cg07086898	0.0487553650881842	PDCD11;USMG5	10	105155966
cg07090813	0.0969548183696783	PHGDH	1	120254330
cg07091552	0.78725101634033	UCP3	11	73721170
cg07091958	0.0235677055599758	RTF1	15	41709524
cg07092725	NA	KCNH5	14	63568796
cg07093046	0.00896090351611978	MTR	1	236958653
cg07093661	0.954901025722049		19	49434074
cg07097098	NA	PTPRH	19	55721638
cg07098866	0.0207442985252534	NA	NA	0
cg07099407	0.0579840626554465	KLC4;MRPL2	6	43027930
cg07099627	0.0116485938693207	LPPR2	19	11466020
cg07102705	0.044829353115331	HTR4	5	148033896
cg07103493	0.075068820695452	SLC27A6	5	128301232
cg07103819	0.0116959899656711	DGAT1	8	145550365
cg07104706	0.0339053531217966	SLITRK1	13	84456127
cg07105440	0.0206269996986605	CISH	3	50648946
cg07107453	0.100508021316543	IFI44	1	79114976
cg07109287	0.0181684620200495	NA	NA	0
cg07109670	0.0432388689769659	WDR67	8	124085299
cg07109801	0.29013834612756	MIR425;DALRD3;NDUFAF3	3	49057661
cg07112154	0.282289383753805	MPP2	17	41985074
cg07112210	0.502313571833087	MGAT5B	17	74864065
cg07113600	0.0155989989192498	KLF12	13	74708194
cg07114024	NA	BAHD1	15	40733806
cg07114894	0.0407553588836848	ZNF23	16	71495698
cg07115304	0.014903857868639	TRIB3	20	361903
cg07115558	0.0799195018790392	TLE2	19	3029503
cg07115820	0.626680790917509	EPX	17	56270249
cg07117700	0.955910760150426	PSMC5;FTSJ3	17	61903327
cg07118243	0.011310167925805	CCDC41;LOC144486	12	94853994
cg07118638	0.022521729902905	ERI1	8	8860201
cg07122126	0.0154158778314442	ZNF8	19	58790422
cg07122495	0.0150016399447818	NA	NA	0
cg07123069	0.0440303415600242	HOXC11	12	54367250
cg07123548	0.837562535403104	HIPK4	19	40896163
cg07125009	0.0175931547849226	ZNF689	16	30621667
cg07125123	0.0551569011579587	RRM2B	8	103251646
cg07125166	0.831722054205643	FBXW12	3	48413613
cg07125991	0.00767942554252236	PLBD2	12	113796636
cg07126559	0.758272765236025	SGCG	13	23754937
cg07126839	0.0132439390000054	FAM100B	17	74261637
cg07127225	0.281525176723257	FCGRT	19	50016538
cg07127957	0.916648347910341	SYNPO2L	10	75411571
cg07128330	0.018623187078842	ITFG2	12	2921958
cg07129274	0.22635768583476	NA	NA	0
cg07131544	0.758527863063963	NCR2	6	41303030
cg07132517	0.00617815626251461	TSPAN4;POLR2L	11	842517
cg07133445	0.011567856903655	SOLH;C16orf10	16	578352
cg07136161	0.86541227438337	NA	NA	0
cg07136254	0.732493266811765	HFE2	1	145412774
cg07136421	0.912693373656093	NA	NA	0
cg07137581	0.243899977072933	FAM123B	X	63425776
cg07138512	0.524253774774786	RAP1GAP	1	21996317
cg07139440	0.0181375142218714	CDC42SE1;MLLT11	1	151030981
cg07141002	0.319149741083174	H1F0	22	38201690
cg07142319	NA	PLA2G2D	1	20446657
cg07143898	0.0197514774774754	SLIT1	10	98945300
cg07146718	0.434343017636517	FGF13	X	137820752
cg07147350	0.305442555148256	ASFMR1;FMR1	X	146992908
cg07148914	0.0125090726344115	GGT7	20	33460835
cg07149772	0.0400247139905799	KCTD9	8	25314972
cg07150830	0.97390085693395	NOS2	17	26127542
cg07152925	0.559564251837866	S100B	21	48024683
cg07153965	NA	ACRV1	11	125552087
cg07154408	0.123130299129878	PDE5A	4	120549556
cg07155664	0.0190313511519649	RPS14	5	149829590
cg07156669	0.344799290256632	CPD	17	28705245
cg07158339	NA	FXN	9	71650237
cg07159490	0.0208648263712571	NXPH4	12	57610078
cg07160163	0.0120470396846035	SYK	9	93563778
cg07163603	NA	HLA-A	6	29910051
cg07165793	0.0169288433742563	SYNRG	17	35969650
cg07168556	0.718004773376834	WFIKKN2	17	48912483
cg07172256	0.0421175004098638	ERBB2IP	5	65220910
cg07172280	0.00867454208971627	DPP7	9	140009455
cg07173760	0.696780119294874	CLC	19	40229266
cg07175007	NA	UHMK1	1	162467185
cg07175883	0.0319381986078673	HOXD13	2	176957908
cg07177300	0.14043563812785	FRMPD4	X	12156499
cg07177755	0.0138183705548361	ERCC5	13	103498027
cg07177852	0.075823918927072	CCDC68	18	52626476
cg07179770	0.0244954623086089	KLHL36	16	84681994
cg07180649	NA	WNT4	1	22470290
cg07181349	0.028948079752349	NA	NA	0
cg07181881	0.43088192713128	KLHL23	2	170591239
cg07184439	0.0099969962493079	RPL36AL;MGAT2	14	50087799
cg07185695	0.207622996240207	MOSC1	1	220959586
cg07186138	0.500489508144289	APOBEC3C	22	39410396
cg07186707	0.0191235499739393	PAK4	19	39616465
cg07189381	0.0558598753003413	TNNT1	19	55660514
cg07190485	0.091794158101622	STOM	9	124132159
cg07190917	0.0151905925375759	STX4	16	31045100
cg07191600	0.0135736744929279	TRERF1	6	42421243
cg07192857	0.061310626577633	HSPA1B	6	31795181
cg07193504	NA	SRP9	1	225964856
cg07195282	0.0125613053603396	ZNF563	19	12444484
cg07195577	0.0640281913769648	TLCD1	17	27052828
cg07195622	0.0359906818617162	SRRM2;LOC100128788	16	2803408
cg07196761	0.894678299463259	CHCHD8;PAAF1	11	73586776
cg07197059	0.623547928637774	EFS	14	23836012
cg07197823	0.0485383135387217	INHBB	2	121103050
cg07200280	0.0340818981723362	RFTN1	3	16554619
cg07200897	0.0530260291967035	DIRC2;HSPBAP1	3	122512821
cg07204803	NA	ARL13B	3	93698231
cg07207789	NA	CRISPLD2	16	84852909
cg07207937	0.0240457546615962	MRPL1	4	78783799
cg07209631	0.212009444540102	PPM1K	4	89205728
cg07210490	0.0320935636258241	SMARCD1	12	50479634
cg07211259	0.0549652341122748	PDCD1LG2	9	5510497
cg07212894	0.0404434732413773	SLC38A3	3	50243021
cg07214572	0.0104710888543984	LHX9	1	197881353
cg07215749	0.0207816721639788	SOCS2	12	93965475
cg07218192	0.0127500380030556	MPP5	14	67707706
cg07218880	0.145298560670879	UPF3A	13	115046279
cg07220442	0.0205721516958848	NUP107	12	69080635
cg07220939	0.690675985038567	SLC22A12	11	64358617
cg07221454	0.879173130287667	MS4A10	11	60552841
cg07223164	0.0448061825186388	OSTC	4	109571402
cg07230446	0.03100714550102	GIGYF2	2	233561722
cg07231132	0.0502053273964453	TMEM92	17	48350498
cg07232688	NA	LRRC39	1	100644688
cg07233761	0.14224048047059	ESM1	5	54281437
cg07236190	0.616303037024628	AMDHD1	12	96338038
cg07236358	0.0209314301164689	POP5	12	121019192
cg07236381	0.0163979068361931	NA	NA	0
cg07236769	0.692555312256609	NA	NA	0
cg07236943	0.0491707155738556	SGCE;PEG10	7	94284486
cg07237830	0.725292223851459	BSCL2;GNG3	11	62474725
cg07237939	0.0138112606337541	SLC22A3	6	160769754
cg07238167	0.0207502400703741	NA	NA	0
cg07239938	0.347653003706253	ELANE	19	852813
cg07240721	0.0302726655806011	HINT3	6	126278255
cg07241568	0.0224135193254495	ABO	9	136150823
cg07242375	0.292798904219241	PRICKLE3	X	49042556
cg07242414	0.0284538454972355	BMP1;SFTPC	8	22021845
cg07242565	0.0218176288215932	NR2F6	19	17356142
cg07243519	0.0853272422097039	UFM1	13	38924018
cg07243932	0.014815301519088	SLC30A4;C15orf21	15	45814527
cg07246225	0.0481331917287377	ZEB2	2	145277659
cg07248043	0.0155132307254193	OSBPL11	3	125314337
cg07248310	0.0183828489187837	HOOK1	1	60280716
cg07248407	0.0107383494541392	MIR638;DNM2	19	10829176
cg07249409	0.0074270509095912	C1orf123	1	53686008
cg07251788	NA	CLTCL1	22	19280165
cg07251857	0.846810410132066	ALPK3	15	85360217
cg07253191	0.118665626322425	PDHX;APIP	11	34936862
cg07256847	0.308817341018519	NA	NA	0
cg07258507	0.605491480386981	IL25	14	23842125
cg07259382	NA	MARCH1	4	164536228
cg07260017	0.593636444265306	CSF1R	5	149492480
cg07260592	0.648262101010623		6	161100122
cg07263984	0.0110389283775621	ATG12;AP3S1	5	115177777
cg07264679	NA	CD163	12	7657396
cg07265300	0.0260977977098172	PFN4;LOC375190	2	24346000
cg07265310	0.620424900012759	KRT78	12	53242922
cg07265622	0.0407946847736346	C17orf100;MED31	17	6554855
cg07267296	0.0349408167360308	INTS9;HMBOX1	8	28748995
cg07269146	NA	CCL21	9	34710657
cg07270175	0.0795272238094983	NOC3L	10	96123049
cg07271264	0.132530097665239	MYOD1	11	17740977
cg07271268	0.0234734454589281	KDM5A;CCDC77	12	498129
cg07273415	0.0944628062268929	TMEM138;CYBASC3	11	61130067
cg07274506	0.0118896164937519	TAS1R1;NOL9	1	6614341
cg07276902	0.0175483432413	NA	NA	0
cg07278207	0.0113568544281942	DNAJC24;DCDC1	11	31391293
cg07278624	0.0563518968520219	TCP11L2	12	106696673
cg07281640	NA	IKBKAP;C9orf6	9	111695707
cg07281688	0.0792236397537695	PTGES3	12	57082442
cg07284407	0.621330943845554	GNAS	20	57429858
cg07284558	NA	STK32C	10	134122421
cg07285167	0.917332525687983	CSF3R	1	36948981
cg07285276	0.808089358994043	RAPGEF1	9	134613015
cg07285838	0.0495067830250764	C4orf29;MFSD8	4	128886005
cg07285953	0.965929088994953	CRYBA1	17	27572551
cg07288394	0.0266509469877382	C19orf12	19	30205772
cg07288587	0.014716557659727	CSNK1G1	15	64648415
cg07289581	0.0186220060164476	MRPS35	12	27864261
cg07290273	0.0252311878759214	TMEM17	2	62733114
cg07290435	0.200953930906586	NA	NA	0
cg07291563	0.0143835675860687	GRWD1	19	48949441
cg07292816	0.836238867136152	EFCAB3	17	60457116
cg07293947	0.018061382529247	SFXN1	5	174905244
cg07294541	0.480637878584428	DEF6	6	35265555
cg07294734	0.489993539966195	ATP5D	19	1242323
cg07294774	0.113450827881861	DIO2	14	80678613
cg07294870	0.0263106079048731	PIGT	20	44044586
cg07295034	0.0135010241794969	SMG1	16	18937261
cg07295092	0.0188827637655434	FPGS	9	130565376
cg07295678	0.0470952877518903	DPYSL4	10	134000009
cg07296772	0.847635893665078	MDP1;CHMP4A	14	24683528
cg07297178	0.905790806813114	CEACAM7	19	42193084
cg07297906	0.451697229840604	GPC3	X	133119578
cg07299462	NA	MED8;C1orf84	1	43855490
cg07300408	0.664261894109502	RNASE12;RNASE11	14	21058360
cg07301004	0.028440073822585	ARPC3	12	110887501
cg07301822	0.0242514813960915	NA	NA	0
cg07306197	0.0109922841531713	ZNF266	19	9546377
cg07307078	0.602746597043271	TUBB6	18	12307630
cg07308943	0.0226756109760842	TRMT61B	2	29093510
cg07309102	0.00853091990124743	KLF4	9	110251826
cg07309361	0.00603197904015881	PCBP4	3	52001477
cg07309374	0.0403913609190153	PDIA5	3	122786091
cg07310661	NA	CUL3	2	225449833
cg07310951	0.440452393937015	PEG3;ZIM2	19	57350503
cg07311845	0.0934216504567721	TMLHE	X	154842736
cg07312445	0.0207346785041377	NSUN7	4	40752151
cg07313155	NA	THRA	17	38218601
cg07314337	0.011045555859472	ARL6IP6;PRPF40A	2	153574424
cg07314414	0.121019231277467	SAP130	2	128784923
cg07314549	0.0203109535269361	ERI2;LOC81691	16	20817501
cg07314984	0.099103639778355	PHKA2	X	19003243
cg07315298	0.972963794008437	NA	NA	0
cg07315445	0.0153214099633319	MYL6	12	56551994
cg07318658	0.021528220007248	MTMR4	17	56594994
cg07321605	0.87077934002683	NA	NA	0
cg07322981	0.0249353904314131	RNF103	2	86850757
cg07326074	0.00861196025833713	C16orf59	16	2510388
cg07326586	NA	UBD	6	29528119
cg07327328	0.0379559765914438	CEP250	20	34042631
cg07327347	NA	AQP8	16	25228004
cg07327468	0.512895847960288	EYA4	6	133561765
cg07328495	0.0288450786178597	SMC2	9	106856765
cg07328579	0.0371092710106155	GLT8D2	12	104443770
cg07330329	0.154337830072368	NA	NA	0
cg07330718	0.017896027677762	HYOU1	11	118927777
cg07331725	0.948103983671404	SERPINB5	18	61157478
cg07331806	0.172009454289715	AIFM3	22	21319894
cg07334912	NA	DTD1	20	18569196
cg07336230	0.00860256597537432	KIF6	6	39693357
cg07337598	0.629650039927375	ANXA9	1	150953943
cg07338205	0.703814378146131	G6PC2	2	169757780
cg07339138	NA		3	42820274
cg07339327	0.974951934955481	NA	NA	0
cg07341907	0.0140459664235002	UNC13B	9	35161971
cg07342016	0.273267102826502	RAB33A	X	129306129
cg07342545	0.0311739287808718	FOSL2	2	28616193
cg07342901	0.85893699733657	H19;MIR675	11	2018724
cg07346310	0.521327246791441	RBM24	6	17282354
cg07347137	0.0165968726553323	ZCCHC11	1	53019316
cg07347645	0.569543705340191	SYCP2	20	58507171
cg07347725	0.0358796663500114	MORN5;NDUFA8	9	124921437
cg07348311	0.0205590924499692	IFIH1	2	163174896
cg07349094	0.602621743385998	AFF3	2	100759014
cg07351267	0.667819618281011	LRP3	19	33684846
cg07352586	0.0103516547197916	KIAA1919	6	111580316
cg07352600	0.0284909771280525	C16orf70	16	67143525
cg07354209	0.465030021368787	NA	NA	0
cg07354440	0.44224693231107	NDUFS2;ADAMTS4	1	161168889
cg07355551	0.030369136802168	ZNF343	20	2489285
cg07356189	0.977039606327464	TEX28;TKTL1	X	153523329
cg07356753	0.0107962801274998	GBE1	3	81810745
cg07356771	0.0108554169248178	IL17RB;CHDH	3	53879950
cg07357256	0.0171619329563849	MRPS26	20	3027028
cg07359545	0.204546164033305	GP1BB;SEPT5	22	19711327
cg07360076	NA	FGFR3	4	1794639
cg07360692	0.495129940868697	NA	NA	0
cg07361385	0.756489745677079	AHSG	3	186331026
cg07363637	0.413103975297088	SLC44A4	6	31846996
cg07364638	0.0126306725380125	NGRN	15	90808673
cg07364841	0.906279680805114	HGFAC	4	3444147
cg07366967	0.86936057787213	EXD2	14	69675438
cg07369274	0.354292848819924	NA	NA	0
cg07371290	0.0156439680476832	HDAC5	17	42200522
cg07371530	0.911390299369931	RPUSD1;CHTF18	16	839581
cg07373172	0.836170357476083	NA	NA	0
cg07374145	0.00656808034844302	ARRDC2	19	18111823
cg07374632	0.540040877710516	PCSK1N	X	48693665
cg07374637	0.846517741091805	KRTAP19-5	21	31875448
cg07374928	0.787205125898156	FAM118B	11	126099286
cg07376029	0.577887888927437	GC	4	72650992
cg07376232	0.561183289564077	AMICA1	11	118084920
cg07376535	0.0813183303289182	ADCYAP1	18	905450
cg07378350	0.280358284949378	GDF5	20	34027324
cg07379574	0.335473492270296	TMEM59L	19	18724173
cg07380416	0.712335629924079	CD6	11	60739172
cg07380496	0.00816118295625366	MAP1B	5	71403420
cg07380959	0.0581763612280925	TFPI2	7	93520323
cg07383972	0.021311600934995	NUP205	7	135242951
cg07384961	0.067879009753714	CLDN6	16	3068128
cg07387199	0.0747190841016842	CCDC45;DDX5	17	62502055
cg07387450	0.0107364180358611	TMED5;CCDC18	1	93646168
cg07388493	0.643568892025468	NDUFS5	1	39491459
cg07389922	0.0204770480541886	DULLARD;C17orf81	17	7154007
cg07393322	0.223182487009479	A4GALT	22	43117318
cg07395788	0.0108927161544656	PDSS2	6	107780783
cg07398350	0.0261587304852751	C16orf57	16	58035398
cg07398429	0.453421207963162	MAGEB4	X	30260301
cg07399355	0.0889264268094188	MUC1	1	155163013
cg07401901	0.0179748341361794	DAAM1	14	59655405
cg07403255	0.784651388754763	NA	NA	0
cg07403350	0.225613031829345	LIG4	13	108867111
cg07404418	0.0522598005356734	LRWD1;ALKBH4	7	102104807
cg07404485	0.786194889639407	PON1	7	94953653
cg07405796	0.656821581997914	TRIM40	6	30104552
cg07408456	0.417419987166658	PGLYRP2	19	15590532
cg07408740	0.326825558748202	OGDH	7	44645306
cg07409200	0.667951965739647	C13orf30	13	43354674
cg07410075	0.0193890782967191	CCDC6	10	61666543
cg07411229	0.0267250753506718	GPATCH2;SPATA17	1	217804382
cg07412254	0.717682922768645	LOC84931	2	121223534
cg07413497	0.0256220312725399	C6orf57	6	71276640
cg07414384	0.047771142744907	BAZ1A	14	35344667
cg07421682	0.848467531769536	PCSK6	15	102030850
cg07422345	0.0441165077992665	LOC80054;CEBPA	19	33793987
cg07423149	0.338316712870287	CHI3L1	1	203156246
cg07423906	NA	C17orf56;C17orf89	17	79212344
cg07424155	0.02022664540609	CAPZA2	7	116503126
cg07425555	0.662114900406761	PODNL1	19	14049018
cg07426848	0.721724229199339	S100A3	1	153521712
cg07426960	0.284275054872122		11	69469290
cg07427065	NA	MESTIT1;MEST	7	130130596
cg07428089	NA	ATP5G3	2	176046170
cg07428182	0.475527384284199	PLXNA3	X	153686926
cg07430605	0.0820649403084461	BRD8;KIF20A	5	137514261
cg07432969	0.955240888758397	GPR35	2	241569557
cg07433344	0.00972020255955123	HSD17B8	6	33172450
cg07433453	0.923976779621508	C7orf50;GPR146	7	1097027
cg07434278	0.545923574312053	NA	NA	0
cg07434382	0.728895374696842	NA	NA	0
cg07435592	0.0988749550664828	DCBLD2	3	98619796
cg07436807	NA	ACTA2	10	90712767
cg07437033	0.0294320196005486	ZBTB17	1	16302232
cg07440387	0.0509097506591715	SFRS6	20	42086266
cg07440414	0.128398577636006	TCF7	5	133451021
cg07440877	0.379352849177582		13	24523079
cg07441143	0.327719858516651	SLURP1	8	143824001
cg07441272	0.155410395224911	RPL39L	3	186857475
cg07442479	0.105537321909914	GDNF	5	37839769
cg07443748	0.767009424089486	CCT8L2	22	17073594
cg07443954	0.0297997969069983	SEC1;CA11	19	49149573
cg07444907	0.0259227882425517	UBLCP1	5	158690182
cg07446572	0.772434549484829	CDCA3	12	6959518
cg07446846	0.840139243010688	SLC6A8	X	152952362
cg07447773	0.539014414416623	AKR7A3	1	19614851
cg07447922	0.213800721168209	EPHA10	1	38230827
cg07448460	0.033256132573518	GGH	8	63951879
cg07448499	0.0640954741215483	CTSH	15	79237157
cg07448856	0.0119027751501382	ZNF670	1	247242043
cg07452799	0.0317862657549874	PARD3	10	35103869
cg07453618	0.0106116762869085	TPRG1L	1	3541082
cg07453748	0.927330080130833	MGMT	10	131355302
cg07454215	0.0122725589048999	DCP1A	3	53381805
cg07455279	NA	NDUFA3	19	54605703
cg07455975	0.0145847377220267	OLA1	2	175112849
cg07456201	0.826079751711035	UMOD	16	20363711
cg07456645	0.136323581486199	C19orf30	19	4769146
cg07457944	0.0149101504631511	SOCS6	18	67957061
cg07459264	0.0564591697423093	NECAP2	1	16767326
cg07459489	0.909866500131058	SLC30A8	8	118147163
cg07460665	NA	CALCOCO2	17	46908912
cg07461318	0.309752701474461	NTN4	12	96184965
cg07461582	0.0169051805600459	RINT1	7	105172722
cg07463059	0.0447459663755112	IFI16	1	158979810
cg07465480	0.0148425824683843	TPMT;KDM1B	6	18156341
cg07465609	0.885962817395098	EYS	6	66205227
cg07465864	NA	YTHDC2	5	112849162
cg07466531	NA	SRP14	15	40331758
cg07469792	0.00718246565251659	RASSF8	12	26112121
cg07471052	0.839968353893589	CDK3;C17orf106	17	73996245
cg07472159	0.849982993222987	COL10A1;NT5DC1	6	116447667
cg07473175	0.0336721864178895	AMIGO2	12	47474262
cg07473550	0.215599552434932	TSC22D3	X	107019191
cg07474356	0.0257039926177862	PCDH11X	X	91034003
cg07475247	0.0875009737593413	PMPCB	7	102938279
cg07475743	0.607033598564192	NA	NA	0
cg07476030	0.582952091507255	RTN4IP1;QRSL1	6	107078648
cg07477160	0.0158782211084408	NDRG1	8	134309501
cg07478100	0.109370055634494	MIS12;DERL2	17	5389857
cg07478122	0.666677316592973	PAR5	15	25230421
cg07478208	0.0602309966288858	MEIS3	19	47923331
cg07479491	0.0427433351097452	BMP6	6	7726108
cg07480567	0.023989647867574	HS3ST3A1	17	13505174
cg07482936	0.0356126532087112	C17orf82	17	59488635
cg07483064	0.00864867706353332	ENO1	1	8938751
cg07484450	0.800764784351987	C11orf64	11	60383361
cg07484827	0.883811116496809	CHRNA10	11	3693157
cg07485588	0.555498689934554	NA	NA	0
cg07485777	NA	TRIM60	4	165952835
cg07487535	NA	DHCR7	11	71159905
cg07489003	0.955435478208814	XK	X	37545586
cg07489134	0.038958423360165	HELLS	10	96305958
cg07490776	0.00991170863530902	AP3M2	8	42010169
cg07494047	0.013344103022157	ZNF304	19	57862713
cg07494248	0.147065725640448	HSPD1;HSPE1	2	198365610
cg07494518	0.0110966665190393	SIK1	21	44847608
cg07495664	0.0932734567381584	FAM63A	1	150978905
cg07496861	0.0148211332745526	FAM119A	2	208489667
cg07496902	0.936021839929366	ASB14	3	57314448
cg07498421	0.0799983197020334	CRADD	12	94071223
cg07498879	0.489104905788207	OSM	22	30663041
cg07499072	0.0464353350728797	FST	5	52776694
cg07499372	0.971302955725561	USP29	19	57631232
cg07499806	0.935384293707775	ZSCAN5A	19	56739868
cg07501965	0.247868042744632	NA	NA	0
cg07503829	0.0231909633657604	PSMD13;SIRT3	11	236309
cg07504718	0.609535651359125	MMP21	10	127465376
cg07504780	0.0398907444385756	PSMB9;TAP1	6	32821684
cg07505695	0.03231248413933	SPG21	15	65281854
cg07506795	0.871745685082245	ZNF19	16	71523560
cg07507271	0.0058309006562738	C4orf42;CTBP1	4	1242751
cg07509155	0.48534914913586	IL28RA	1	24514412
cg07510052	0.0947480641043219	NA	NA	0
